Orthogroup	Syaf	Prai
OG0001134	Syaf.g_01616	Prai.g_01143
OG0001137	Syaf.g_01306	Prai.g_01179
OG0001138	Syaf.g_01596	Prai.g_01198
OG0001139	Syaf.g_01594	Prai.g_01200
OG0001140	Syaf.g_01593	Prai.g_01201
OG0001141	Syaf.g_01592	Prai.g_01202
OG0001142	Syaf.g_01591	Prai.g_01203
OG0001143	Syaf.g_01583	Prai.g_01210
OG0001144	Syaf.g_01573	Prai.g_01215
OG0001145	Syaf.g_01267	Prai.g_01326
OG0001146	Syaf.g_01248	Prai.g_01339
OG0001147	Syaf.g_02489	Prai.g_01357
OG0001148	Syaf.g_02735	Prai.g_01372
OG0001149	Syaf.g_02736	Prai.g_01373
OG0001150	Syaf.g_02737	Prai.g_01374
OG0001151	Syaf.g_02750	Prai.g_01385
OG0001152	Syaf.g_02751	Prai.g_01386
OG0001153	Syaf.g_02463	Prai.g_01494
OG0001154	Syaf.g_02464	Prai.g_01495
OG0001155	Syaf.g_01107	Prai.g_01507
OG0001156	Syaf.g_01104	Prai.g_01510
OG0001157	Syaf.g_01103	Prai.g_01511
OG0001158	Syaf.g_01102	Prai.g_01512
OG0001159	Syaf.g_01101	Prai.g_01513
OG0001160	Syaf.g_01058	Prai.g_01537
OG0001161	Syaf.g_00617	Prai.g_01550
OG0001162	Syaf.g_02015	Prai.g_01563
OG0001163	Syaf.g_01050	Prai.g_01630
OG0001164	Syaf.g_01044	Prai.g_01634
OG0001165	Syaf.g_01039	Prai.g_01637
OG0001166	Syaf.g_01010	Prai.g_01657
OG0001167	Syaf.g_01182	Prai.g_01674
OG0001168	Syaf.g_01180	Prai.g_01676
OG0001169	Syaf.g_01178	Prai.g_01678
OG0001170	Syaf.g_01176	Prai.g_01680
OG0001171	Syaf.g_01166	Prai.g_01689
OG0001172	Syaf.g_00173	Prai.g_01704
OG0001173	Syaf.g_00172	Prai.g_01705
OG0001174	Syaf.g_00164	Prai.g_01713
OG0001175	Syaf.g_00163	Prai.g_01714
OG0001176	Syaf.g_00142	Prai.g_01721
OG0001177	Syaf.g_00144	Prai.g_01724
OG0001178	Syaf.g_01028	Prai.g_01729
OG0001179	Syaf.g_00112	Prai.g_01761
OG0001180	Syaf.g_00087	Prai.g_01788
OG0001181	Syaf.g_00083	Prai.g_01792
OG0001182	Syaf.g_00074	Prai.g_01799
OG0001184	Syaf.g_00360	Prai.g_01819
OG0001185	Syaf.g_00382	Prai.g_01833
OG0001186	Syaf.g_00418	Prai.g_01856
OG0001187	Syaf.g_00422	Prai.g_01862
OG0001188	Syaf.g_00425	Prai.g_01864
OG0001189	Syaf.g_00441	Prai.g_01881
OG0001190	Syaf.g_00646	Prai.g_01885
OG0001191	Syaf.g_00635	Prai.g_01895
OG0001192	Syaf.g_00630	Prai.g_01899
OG0001193	Syaf.g_00596	Prai.g_01909
OG0001194	Syaf.g_00594	Prai.g_01910
OG0001195	Syaf.g_00593	Prai.g_01911
OG0001196	Syaf.g_00519	Prai.g_01924
OG0001197	Syaf.g_00517	Prai.g_01925
OG0001198	Syaf.g_00501	Prai.g_01933
OG0001199	Syaf.g_00957	Prai.g_00074
OG0001200	Syaf.g_00955	Prai.g_00076
OG0001201	Syaf.g_00902	Prai.g_00108
OG0001202	Syaf.g_00764	Prai.g_00210
OG0001203	Syaf.g_02785	Prai.g_00249
OG0001204	Syaf.g_00185	Prai.g_00256
OG0001205	Syaf.g_01229	Prai.g_00476
OG0001206	Syaf.g_02530	Prai.g_00493
OG0001207	Syaf.g_02732	Prai.g_00507
OG0001208	Syaf.g_02719	Prai.g_00512
OG0001209	Syaf.g_02651	Prai.g_00563
OG0001210	Syaf.g_02642	Prai.g_00568
OG0001211	Syaf.g_02623	Prai.g_00578
OG0001212	Syaf.g_02563	Prai.g_00624
OG0001213	Syaf.g_02324	Prai.g_00658
OG0001214	Syaf.g_02308	Prai.g_00666
OG0001215	Syaf.g_01477	Prai.g_00719
OG0001216	Syaf.g_01980	Prai.g_00750
OG0001217	Syaf.g_02237	Prai.g_00894
OG0001218	Syaf.g_02473	Prai.g_00887
OG0001219	Syaf.g_01796	Prai.g_00858
OG0001220	Syaf.g_01335	Prai.g_00795
OG0001221	Syaf.g_02087	Prai.g_01035
OG0001222	Syaf.g_01848	Prai.g_00997
OG0001223	Syaf.g_01902	Prai.g_00971
OG0001224	Syaf.g_01438	Prai.g_00922
OG0001225	Syaf.g_01440	Prai.g_00920
OG0001226	Syaf.g_02262	Prai.g_01083
OG0001227	Syaf.g_00614	Prai.g_01101
OG0001228	Syaf.g_01223	Prai.g_01218
OG0001229	Syaf.g_01464	Prai.g_01368
OG0001230	Syaf.g_02404	Prai.g_01455
OG0001231	Syaf.g_00481	Prai.g_01560
OG0001232	Syaf.g_01000	Prai.g_01661
OG0001234	Syaf.g_00159	Prai.g_01716
OG0001235	Syaf.g_00150	Prai.g_01726
OG0001236	Syaf.g_00357	Prai.g_01816
OG0001237	Syaf.g_00362	Prai.g_01820
OG0001238	Syaf.g_00634	Prai.g_01896
OG0001239	Syaf.g_00960	Prai.g_00071
OG0001240	Syaf.g_00919	Prai.g_00093
OG0001241	Syaf.g_00909	Prai.g_00101
OG0001242	Syaf.g_00874	Prai.g_00119
OG0001243	Syaf.g_00867	Prai.g_00125
OG0001244	Syaf.g_00836	Prai.g_00141
OG0001246	Syaf.g_02693	Prai.g_00534
OG0001247	Syaf.g_02004	Prai.g_00712
OG0001248	Syaf.g_02012	Prai.g_00714
OG0001250	Syaf.g_01377	Prai.g_00806
OG0001252	Syaf.g_01412	Prai.g_00927
OG0001254	Syaf.g_01617	Prai.g_01145
OG0001255	Syaf.g_01070	Prai.g_01156
OG0001256	Syaf.g_01051	Prai.g_01553
OG0001257	Syaf.g_02534	Prai.g_01559
OG0001258	Syaf.g_01041	Prai.g_01635
OG0001259	Syaf.g_01177	Prai.g_01679
OG0001260	Syaf.g_01155	Prai.g_01695
OG0001261	Syaf.g_00103	Prai.g_01769
OG0001262	Syaf.g_00439	Prai.g_01879
OG0001263	Syaf.g_00864	Prai.g_00128
OG0001265	Syaf.g_00876	Prai.g_00118
OG0001266	Syaf.g_00760	Prai.g_00214
OG0001267	Syaf.g_00244	Prai.g_00293
OG0001268	Syaf.g_00017	Prai.g_00352
OG0001269	Syaf.g_01653	Prai.g_00372
OG0001270	Syaf.g_01210	Prai.g_00465
OG0001271	Syaf.g_02501	Prai.g_00502
OG0001272	Syaf.g_02715	Prai.g_00516
OG0001273	Syaf.g_02315	Prai.g_00660
OG0001275	Syaf.g_01917	Prai.g_00961
OG0001276	Syaf.g_01933	Prai.g_00942
OG0001277	Syaf.g_00533	Prai.g_01090
OG0001278	Syaf.g_01562	Prai.g_01223
OG0001279	Syaf.g_02385	Prai.g_01583
OG0001280	Syaf.g_01257	Prai.g_01334
OG0001281	Syaf.g_01247	Prai.g_01340
OG0001282	Syaf.g_02734	Prai.g_01371
OG0001284	Syaf.g_01073	Prai.g_01532
OG0001285	Syaf.g_00568	Prai.g_01664
OG0001286	Syaf.g_00089	Prai.g_01786
OG0001287	Syaf.g_00390	Prai.g_01840
OG0001288	Syaf.g_00408	Prai.g_01849
OG0001289	Syaf.g_00935	Prai.g_00087
OG0001290	Syaf.g_00910	Prai.g_00100
OG0001291	Syaf.g_00853	Prai.g_00135
OG0001292	Syaf.g_00191	Prai.g_00261
OG0001293	Syaf.g_00217	Prai.g_00274
OG0001294	Syaf.g_02124	Prai.g_00389
OG0001295	Syaf.g_02637	Prai.g_00498
OG0001296	Syaf.g_02687	Prai.g_00539
OG0001298	Syaf.g_02584	Prai.g_00605
OG0001299	Syaf.g_02130	Prai.g_00695
OG0001300	Syaf.g_01468	Prai.g_00722
OG0001301	Syaf.g_01454	Prai.g_00725
OG0001302	Syaf.g_02279	Prai.g_00860
OG0001304	Syaf.g_01950	Prai.g_00933
OG0001305	Syaf.g_01448	Prai.g_00914
OG0001306	Syaf.g_01272	Prai.g_01158
OG0001307	Syaf.g_01638	Prai.g_01354
OG0001308	Syaf.g_02427	Prai.g_01473
OG0001309	Syaf.g_02678	Prai.g_01557
OG0001310	Syaf.g_01018	Prai.g_01650
OG0001312	Syaf.g_01809	Prai.g_01008
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Prai.g_00439
OG0001315	Syaf.g_00071	Prai.g_00061
OG0001316	Syaf.g_00847	Prai.g_00140
OG0001317	Syaf.g_02790	Prai.g_00245
OG0001318	Syaf.g_00209	Prai.g_00269
OG0001321	Syaf.g_01238	Prai.g_00482
OG0001322	Syaf.g_01239	Prai.g_00483
OG0001323	Syaf.g_02675	Prai.g_00548
OG0001324	Syaf.g_01467	Prai.g_00723
OG0001325	Syaf.g_01976	Prai.g_00753
OG0001327	Syaf.g_02116	Prai.g_01075
OG0001328	Syaf.g_02094	Prai.g_01100
OG0001330	Syaf.g_01264	Prai.g_01309
OG0001331	Syaf.g_02739	Prai.g_01376
OG0001333	Syaf.g_01181	Prai.g_01675
OG0001334	Syaf.g_00060	Prai.g_01806
OG0001335	Syaf.g_00059	Prai.g_01807
OG0001336	Syaf.g_00523	Prai.g_01921
OG0001339	Syaf.g_00907	Prai.g_00103
OG0001340	Syaf.g_00039	Prai.g_00341
OG0001341	Syaf.g_01463	Prai.g_00897
OG0001343	Syaf.g_00590	Prai.g_01062
OG0001344	Syaf.g_01294	Prai.g_01175
OG0001345	Syaf.g_01323	Prai.g_01190
OG0001346	Syaf.g_01253	Prai.g_01336
OG0001348	Syaf.g_01396	Prai.g_01587
OG0001349	Syaf.g_00995	Prai.g_01407
OG0001351	Syaf.g_02539	Prai.g_00485
OG0001352	Syaf.g_02661	Prai.g_00709
OG0001353	Syaf.g_01388	Prai.g_00815
OG0001358	Syaf.g_02341	Prai.g_00649
OG0001359	Syaf.g_00591	Prai.g_01061
OG0001360	Syaf.g_01325	Prai.g_01103
OG0001361	Syaf.g_01320	Prai.g_01187
OG0001362	Syaf.g_02432	Prai.g_01477
OG0001363	Syaf.g_02434	Prai.g_01479
OG0001364	Syaf.g_00338	Prai.g_01809
OG0001371	Syaf.g_00397	Prai.g_00708
OG0001372	Syaf.g_01682	Prai.g_00909
OG0001375	Syaf.g_00589	Prai.g_01063
OG0001376	Syaf.g_00626	Prai.g_01069
OG0001377	Syaf.g_00627	Prai.g_01070
OG0001378	Syaf.g_01209	Prai.g_01112
OG0001394	Syaf.g_02081	Prai.g_01031
OG0001395	Syaf.g_01958	Prai.g_00931
OG0001397	Syaf.g_02433	Prai.g_01478
OG0001398	Syaf.g_01758	Prai.g_01601
OG0001399	Syaf.g_00697	Prai.g_01718
OG0001404	Syaf.g_00964	Prai.g_00068
OG0001405	Syaf.g_00057	Prai.g_00339
OG0001406	Syaf.g_00625	Prai.g_01068
OG0001407	Syaf.g_02660	Prai.g_01081
OG0001408	Syaf.g_01546	Prai.g_01086
OG0001410	Syaf.g_01639	Prai.g_01355
OG0001411	Syaf.g_00310	Prai.g_01422, Prai.g_01391
OG0001413	Syaf.g_02267	Prai.g_01547
OG0001416	Syaf.g_01250	Prai.g_00490
OG0001417	Syaf.g_01887	Prai.g_00500
OG0001419	Syaf.g_02659	Prai.g_01082
OG0001420	Syaf.g_02664	Prai.g_01122
OG0001421	Syaf.g_01721	Prai.g_01554
OG0001428	Syaf.g_00804	Prai.g_00183
OG0001432	Syaf.g_01492	Prai.g_01545
OG0001438	Syaf.g_00259	Prai.g_00306
OG0001439	Syaf.g_00283	Prai.g_00320
OG0001441	Syaf.g_02673	Prai.g_00550
OG0001443	Syaf.g_00621	Prai.g_01602
OG0001447	Syaf.g_00866	Prai.g_00126
OG0001448	Syaf.g_00612	Prai.g_00380
OG0001449	Syaf.g_00182	Prai.g_00413
OG0001451	Syaf.g_02183	Prai.g_00786
OG0001452	Syaf.g_00204	Prai.g_01058
OG0001453	Syaf.g_01909	Prai.g_00967
OG0001454	Syaf.g_02263	Prai.g_01096
OG0001459	Syaf.g_01643	Prai.g_01552
OG0001462	Syaf.g_00455	Prai.g_00034
OG0001465	Syaf.g_02000	Prai.g_00731
OG0001467	Syaf.g_02280	Prai.g_00868
OG0001468	Syaf.g_02278	Prai.g_01073
OG0001471	Syaf.g_00276	Prai.g_01548
OG0001473	Syaf.g_02282	Prai.g_01857
OG0001474	Syaf.g_00016	Prai.g_00353
OG0001475	Syaf.g_01204	Prai.g_00152
OG0001477	Syaf.g_01457	Prai.g_01254
OG0001480	Syaf.g_01334	Prai.g_00382
OG0001482	Syaf.g_01897	Prai.g_00488
OG0001484	Syaf.g_00570	Prai.g_00893
OG0001492	Syaf.g_01565	Prai.g_01220
OG0001493	Syaf.g_01555	Prai.g_01228
OG0001495	Syaf.g_00145	Prai.g_01723
OG0001496	Syaf.g_01459	Prai.g_01252
OG0001497	Syaf.g_01458	Prai.g_01253
OG0001502	Syaf.g_01341	Prai.g_00877
OG0001507	Syaf.g_01664	Prai.g_01245
OG0001508	Syaf.g_01207	Prai.g_01432
OG0001514	Syaf.g_01460	Prai.g_01251
OG0001520	Syaf.g_02600	Prai.g_00406
OG0001522	Syaf.g_01387	Prai.g_00814
OG0001527	Syaf.g_02609	Prai.g_00591
OG0001532	Syaf.g_01595	Prai.g_01199
OG0001547	Syaf.g_01777	Prai.g_00875
OG0001548	Syaf.g_02258	Prai.g_00871
OG0001549	Syaf.g_01326	Prai.g_00788
OG0001552	Syaf.g_02761, Syaf.g_02762	Prai.g_01237
OG0001554	Syaf.g_00648	Prai.g_01555
OG0001555	Syaf.g_01698	Prai.g_01569
OG0001562	Syaf.g_01923	Prai.g_00949
OG0001567	Syaf.g_01776	Prai.g_00876
OG0001568	Syaf.g_01779	Prai.g_00874
OG0001570	Syaf.g_00978	Prai.g_01255
OG0001582	Syaf.g_01865	Prai.g_00499
OG0001588	Syaf.g_00343	Prai.g_00778
OG0001602	Syaf.g_02001	Prai.g_00730
OG0001625	Syaf.g_00211	Prai.g_00271
OG0001633	Syaf.g_01528, Syaf.g_02381	Prai.g_01367
OG0001634	Syaf.g_02127	Prai.g_01582
OG0001647	Syaf.g_00234	Prai.g_00285
OG0001712	Syaf.g_01712	Prai.g_00427
OG0001726	Syaf.g_01751	Prai.g_00425
OG0001924	Syaf.g_02355	Prai.g_01283
OG0001925	Syaf.g_02356	Prai.g_01284
OG0001926	Syaf.g_02357	Prai.g_01285
OG0001927	Syaf.g_02362	Prai.g_01286
OG0001993	Syaf.g_02353	Prai.g_01281
OG0001994	Syaf.g_02354	Prai.g_01282
OG0002106	Syaf.g_02774	Prai.g_00396
OG0002244	Syaf.g_01663	Prai.g_01244
OG0002396	Syaf.g_00128	Prai.g_01745
OG0002451	Syaf.g_01674	Prai.g_01242
OG0002890	Syaf.g_01125, Syaf.g_02006	Prai.g_01608
OG0002916	Syaf.g_00698	Prai.g_01413
