Orthogroup	Syaf	Pran
OG0001133	Syaf.g_02334	Pran.g_00110
OG0001134	Syaf.g_01616	Pran.g_00093
OG0001136	Syaf.g_01286	Pran.g_00063
OG0001137	Syaf.g_01306	Pran.g_00052
OG0001138	Syaf.g_01596	Pran.g_00034
OG0001139	Syaf.g_01594	Pran.g_00033
OG0001140	Syaf.g_01593	Pran.g_00032
OG0001141	Syaf.g_01592	Pran.g_00031
OG0001142	Syaf.g_01591	Pran.g_00030
OG0001143	Syaf.g_01583	Pran.g_00023
OG0001144	Syaf.g_01573	Pran.g_00018
OG0001145	Syaf.g_01267	Pran.g_00884
OG0001146	Syaf.g_01248	Pran.g_00872
OG0001147	Syaf.g_02489	Pran.g_00854
OG0001148	Syaf.g_02735	Pran.g_00839
OG0001149	Syaf.g_02736	Pran.g_00838
OG0001150	Syaf.g_02737	Pran.g_00837
OG0001151	Syaf.g_02750	Pran.g_00826
OG0001152	Syaf.g_02751	Pran.g_00825
OG0001153	Syaf.g_02463	Pran.g_00701
OG0001154	Syaf.g_02464	Pran.g_00700
OG0001155	Syaf.g_01107	Pran.g_00688
OG0001156	Syaf.g_01104	Pran.g_00685
OG0001157	Syaf.g_01103	Pran.g_00684
OG0001158	Syaf.g_01102	Pran.g_00683
OG0001159	Syaf.g_01101	Pran.g_00682
OG0001160	Syaf.g_01058	Pran.g_00658
OG0001161	Syaf.g_00617	Pran.g_00646
OG0001162	Syaf.g_02015	Pran.g_00632
OG0001163	Syaf.g_01050	Pran.g_00962
OG0001164	Syaf.g_01044	Pran.g_00966
OG0001165	Syaf.g_01039	Pran.g_00969
OG0001166	Syaf.g_01010	Pran.g_00989
OG0001167	Syaf.g_01182	Pran.g_01006
OG0001168	Syaf.g_01180	Pran.g_01008
OG0001169	Syaf.g_01178	Pran.g_01010
OG0001170	Syaf.g_01176	Pran.g_01012
OG0001171	Syaf.g_01166	Pran.g_01021
OG0001172	Syaf.g_00173	Pran.g_01035
OG0001173	Syaf.g_00172	Pran.g_01036
OG0001174	Syaf.g_00164	Pran.g_01045
OG0001175	Syaf.g_00163	Pran.g_01046
OG0001176	Syaf.g_00142	Pran.g_01053
OG0001177	Syaf.g_00144	Pran.g_01055
OG0001178	Syaf.g_01028	Pran.g_01060
OG0001179	Syaf.g_00112	Pran.g_01089
OG0001180	Syaf.g_00087	Pran.g_01111
OG0001181	Syaf.g_00083	Pran.g_01115
OG0001182	Syaf.g_00074	Pran.g_01122
OG0001184	Syaf.g_00360	Pran.g_01141
OG0001185	Syaf.g_00382	Pran.g_01155
OG0001186	Syaf.g_00418	Pran.g_01178
OG0001187	Syaf.g_00422	Pran.g_01183
OG0001188	Syaf.g_00425	Pran.g_01185
OG0001190	Syaf.g_00646	Pran.g_01205
OG0001191	Syaf.g_00635	Pran.g_01215
OG0001192	Syaf.g_00630	Pran.g_01220
OG0001193	Syaf.g_00596	Pran.g_01230
OG0001194	Syaf.g_00594	Pran.g_01231
OG0001195	Syaf.g_00593	Pran.g_01232
OG0001196	Syaf.g_00519	Pran.g_01245
OG0001197	Syaf.g_00517	Pran.g_01246
OG0001198	Syaf.g_00501	Pran.g_01254
OG0001199	Syaf.g_00957	Pran.g_00358
OG0001200	Syaf.g_00955	Pran.g_00356
OG0001201	Syaf.g_00902	Pran.g_00325
OG0001202	Syaf.g_00764	Pran.g_00233
OG0001204	Syaf.g_00185	Pran.g_01949
OG0001205	Syaf.g_01229	Pran.g_01735
OG0001206	Syaf.g_02530	Pran.g_01716
OG0001207	Syaf.g_02732	Pran.g_01701
OG0001208	Syaf.g_02719	Pran.g_01696
OG0001209	Syaf.g_02651	Pran.g_01643
OG0001210	Syaf.g_02642	Pran.g_01638
OG0001211	Syaf.g_02623	Pran.g_01628
OG0001212	Syaf.g_02563	Pran.g_01582
OG0001213	Syaf.g_02324	Pran.g_01549
OG0001214	Syaf.g_02308	Pran.g_01541
OG0001215	Syaf.g_01477	Pran.g_01488
OG0001216	Syaf.g_01980	Pran.g_01458
OG0001217	Syaf.g_02237	Pran.g_01415
OG0001218	Syaf.g_02473	Pran.g_01407
OG0001219	Syaf.g_01796	Pran.g_01354
OG0001220	Syaf.g_01335	Pran.g_01292
OG0001221	Syaf.g_02087	Pran.g_00440
OG0001222	Syaf.g_01848	Pran.g_00479
OG0001223	Syaf.g_01902	Pran.g_00505
OG0001225	Syaf.g_01440	Pran.g_00566
OG0001226	Syaf.g_02262	Pran.g_00159
OG0001227	Syaf.g_00614	Pran.g_00141
OG0001228	Syaf.g_01223	Pran.g_00015
OG0001229	Syaf.g_01464	Pran.g_00843
OG0001230	Syaf.g_02404	Pran.g_00741
OG0001231	Syaf.g_00481	Pran.g_00634
OG0001232	Syaf.g_01000	Pran.g_00993
OG0001234	Syaf.g_00159	Pran.g_01048
OG0001235	Syaf.g_00150	Pran.g_01057
OG0001237	Syaf.g_00362	Pran.g_01142
OG0001238	Syaf.g_00634	Pran.g_01216
OG0001239	Syaf.g_00960	Pran.g_00361
OG0001240	Syaf.g_00919	Pran.g_00340
OG0001241	Syaf.g_00909	Pran.g_00332
OG0001242	Syaf.g_00874	Pran.g_00314
OG0001244	Syaf.g_00836	Pran.g_00293
OG0001246	Syaf.g_02693	Pran.g_01674
OG0001247	Syaf.g_02004	Pran.g_01495
OG0001248	Syaf.g_02012	Pran.g_01493
OG0001250	Syaf.g_01377	Pran.g_01303
OG0001251	Syaf.g_00588	Pran.g_00414
OG0001252	Syaf.g_01412	Pran.g_00559
OG0001254	Syaf.g_01617	Pran.g_00091
OG0001255	Syaf.g_01070	Pran.g_00076
OG0001256	Syaf.g_01051	Pran.g_00641
OG0001257	Syaf.g_02534	Pran.g_00635
OG0001258	Syaf.g_01041	Pran.g_00967
OG0001259	Syaf.g_01177	Pran.g_01011
OG0001260	Syaf.g_01155	Pran.g_01027
OG0001261	Syaf.g_00103	Pran.g_01097
OG0001262	Syaf.g_00439	Pran.g_01200
OG0001264	Syaf.g_01234	Pran.g_01952
OG0001265	Syaf.g_00876	Pran.g_00315
OG0001266	Syaf.g_00760	Pran.g_00229
OG0001267	Syaf.g_00244	Pran.g_01914
OG0001268	Syaf.g_00017	Pran.g_01856
OG0001269	Syaf.g_01653	Pran.g_01835
OG0001270	Syaf.g_01210	Pran.g_01746
OG0001271	Syaf.g_02501	Pran.g_01706
OG0001272	Syaf.g_02715	Pran.g_01692
OG0001273	Syaf.g_02315	Pran.g_01547
OG0001274	Syaf.g_00707	Pran.g_01473
OG0001275	Syaf.g_01917	Pran.g_00515
OG0001276	Syaf.g_01933	Pran.g_00543
OG0001277	Syaf.g_00533	Pran.g_00152
OG0001278	Syaf.g_01562	Pran.g_00010
OG0001279	Syaf.g_02385	Pran.g_00609
OG0001280	Syaf.g_01257	Pran.g_00877
OG0001281	Syaf.g_01247	Pran.g_00871
OG0001282	Syaf.g_02734	Pran.g_00840
OG0001283	Syaf.g_02414, Syaf.g_00524	Pran.g_00820
OG0001284	Syaf.g_01073	Pran.g_00663
OG0001285	Syaf.g_00568	Pran.g_00996
OG0001286	Syaf.g_00089	Pran.g_01109
OG0001287	Syaf.g_00390	Pran.g_01162
OG0001288	Syaf.g_00408	Pran.g_01171
OG0001289	Syaf.g_00935	Pran.g_00345
OG0001290	Syaf.g_00910	Pran.g_00333
OG0001291	Syaf.g_00853	Pran.g_00299
OG0001292	Syaf.g_00191	Pran.g_01944
OG0001293	Syaf.g_00217	Pran.g_01932
OG0001294	Syaf.g_02124	Pran.g_01817
OG0001295	Syaf.g_02637	Pran.g_01711
OG0001296	Syaf.g_02687	Pran.g_01669
OG0001297	Syaf.g_02683	Pran.g_01664
OG0001298	Syaf.g_02584	Pran.g_01601
OG0001299	Syaf.g_02130	Pran.g_01512
OG0001300	Syaf.g_01468	Pran.g_01485
OG0001301	Syaf.g_01454	Pran.g_01482
OG0001302	Syaf.g_02279	Pran.g_01356
OG0001303	Syaf.g_01798	Pran.g_01434
OG0001304	Syaf.g_01950	Pran.g_00553
OG0001305	Syaf.g_01448	Pran.g_00572
OG0001306	Syaf.g_01272	Pran.g_00074
OG0001308	Syaf.g_02427	Pran.g_00723
OG0001309	Syaf.g_02678	Pran.g_00637
OG0001310	Syaf.g_01018	Pran.g_00982
OG0001311	Syaf.g_01935	Pran.g_00545
OG0001312	Syaf.g_01809	Pran.g_00468
OG0001315	Syaf.g_00071	Pran.g_00371
OG0001316	Syaf.g_00847	Pran.g_00294
OG0001317	Syaf.g_02790	Pran.g_00198
OG0001318	Syaf.g_00209	Pran.g_01936
OG0001319	Syaf.g_00232	Pran.g_01921
OG0001321	Syaf.g_01238	Pran.g_01726
OG0001322	Syaf.g_01239	Pran.g_01725
OG0001323	Syaf.g_02675	Pran.g_01659
OG0001324	Syaf.g_01467	Pran.g_01484
OG0001325	Syaf.g_01976	Pran.g_01455
OG0001326	Syaf.g_00578	Pran.g_00184
OG0001327	Syaf.g_02116	Pran.g_00167
OG0001328	Syaf.g_02094	Pran.g_00142
OG0001329	Syaf.g_02285	Pran.g_00101
OG0001331	Syaf.g_02739	Pran.g_00835
OG0001333	Syaf.g_01181	Pran.g_01007
OG0001334	Syaf.g_00060	Pran.g_01129
OG0001335	Syaf.g_00059	Pran.g_01130
OG0001336	Syaf.g_00523	Pran.g_01242
OG0001339	Syaf.g_00907	Pran.g_00330
OG0001340	Syaf.g_00039	Pran.g_01866
OG0001341	Syaf.g_01463	Pran.g_01418
OG0001343	Syaf.g_00590	Pran.g_00411
OG0001344	Syaf.g_01294	Pran.g_00056
OG0001345	Syaf.g_01323	Pran.g_00041
OG0001346	Syaf.g_01253	Pran.g_00875
OG0001348	Syaf.g_01396	Pran.g_00604
OG0001349	Syaf.g_00995	Pran.g_00792, Pran.g_00805
OG0001352	Syaf.g_02661	Pran.g_01498
OG0001353	Syaf.g_01388	Pran.g_01311
OG0001354	Syaf.g_01888	Pran.g_00497
OG0001356	Syaf.g_01397	Pran.g_01390
OG0001358	Syaf.g_02341	Pran.g_01558
OG0001359	Syaf.g_00591	Pran.g_00412
OG0001360	Syaf.g_01325	Pran.g_00139
OG0001361	Syaf.g_01320	Pran.g_00044
OG0001362	Syaf.g_02432	Pran.g_00719
OG0001363	Syaf.g_02434	Pran.g_00717
OG0001364	Syaf.g_00338	Pran.g_01132
OG0001371	Syaf.g_00397	Pran.g_01499
OG0001372	Syaf.g_01682	Pran.g_01408, Pran.g_01379
OG0001373	Syaf.g_00579	Pran.g_00183
OG0001374	Syaf.g_00571	Pran.g_00191
OG0001375	Syaf.g_00589	Pran.g_00192
OG0001376	Syaf.g_00626	Pran.g_00173
OG0001377	Syaf.g_00627	Pran.g_00172
OG0001378	Syaf.g_01209	Pran.g_00130
OG0001379	Syaf.g_01262	Pran.g_00882
OG0001380	Syaf.g_02247	Pran.g_00852
OG0001385	Syaf.g_00582	Pran.g_00180
OG0001386	Syaf.g_00581	Pran.g_00181
OG0001387	Syaf.g_00580	Pran.g_00182
OG0001388	Syaf.g_00577	Pran.g_00185
OG0001389	Syaf.g_00576	Pran.g_00186
OG0001390	Syaf.g_00575	Pran.g_00187
OG0001391	Syaf.g_00574	Pran.g_00188
OG0001392	Syaf.g_00573	Pran.g_00189
OG0001393	Syaf.g_00572	Pran.g_00190
OG0001394	Syaf.g_02081	Pran.g_00444
OG0001395	Syaf.g_01958	Pran.g_00555
OG0001397	Syaf.g_02433	Pran.g_00718
OG0001398	Syaf.g_01758	Pran.g_00596
OG0001399	Syaf.g_00697	Pran.g_01050
OG0001404	Syaf.g_00964	Pran.g_00364
OG0001405	Syaf.g_00057	Pran.g_01868
OG0001406	Syaf.g_00625	Pran.g_00174
OG0001407	Syaf.g_02660	Pran.g_00161
OG0001408	Syaf.g_01546	Pran.g_00156
OG0001411	Syaf.g_00310	Pran.g_00809
OG0001413	Syaf.g_02267	Pran.g_00648
OG0001416	Syaf.g_01250	Pran.g_01719
OG0001417	Syaf.g_01887	Pran.g_01709
OG0001419	Syaf.g_02659	Pran.g_00160
OG0001420	Syaf.g_02664	Pran.g_00121
OG0001421	Syaf.g_01721	Pran.g_00640
OG0001425	Syaf.g_00631	Pran.g_01219
OG0001428	Syaf.g_00804	Pran.g_00260
OG0001432	Syaf.g_01492	Pran.g_00650
OG0001433	Syaf.g_01398	Pran.g_01391
OG0001438	Syaf.g_00259	Pran.g_01901
OG0001439	Syaf.g_00283	Pran.g_01887
OG0001441	Syaf.g_02673	Pran.g_01657
OG0001442	Syaf.g_02066	Pran.g_01431
OG0001443	Syaf.g_00621	Pran.g_00595
OG0001447	Syaf.g_00866	Pran.g_00308
OG0001448	Syaf.g_00612	Pran.g_01827
OG0001449	Syaf.g_00182	Pran.g_01794
OG0001451	Syaf.g_02183	Pran.g_01282
OG0001452	Syaf.g_00204	Pran.g_00416
OG0001453	Syaf.g_01909	Pran.g_00509
OG0001454	Syaf.g_02263	Pran.g_00146
OG0001456	Syaf.g_00561	Pran.g_00082
OG0001457	Syaf.g_00560	Pran.g_00081
OG0001458	Syaf.g_00559	Pran.g_00080
OG0001459	Syaf.g_01643	Pran.g_00954, Pran.g_00642
OG0001460	Syaf.g_01399	Pran.g_01392
OG0001461	Syaf.g_01633	Pran.g_00916
OG0001462	Syaf.g_00455	Pran.g_00390
OG0001465	Syaf.g_02000	Pran.g_01476
OG0001468	Syaf.g_02278	Pran.g_00169
OG0001471	Syaf.g_00276	Pran.g_00647
OG0001473	Syaf.g_02282	Pran.g_01180
OG0001474	Syaf.g_00016	Pran.g_01855
OG0001480	Syaf.g_01334	Pran.g_01826
OG0001482	Syaf.g_01897	Pran.g_01721
OG0001484	Syaf.g_00570	Pran.g_01414
OG0001492	Syaf.g_01565	Pran.g_00013
OG0001493	Syaf.g_01555	Pran.g_00005
OG0001502	Syaf.g_01341	Pran.g_01373
OG0001504	Syaf.g_01642	Pran.g_00953
OG0001507	Syaf.g_01664	Pran.g_00613
OG0001527	Syaf.g_02609	Pran.g_01615
OG0001546	Syaf.g_02670	Pran.g_01654
OG0001547	Syaf.g_01777	Pran.g_01371
OG0001548	Syaf.g_02258	Pran.g_01367
OG0001551	Syaf.g_01403	Pran.g_00083
OG0001552	Syaf.g_02761, Syaf.g_02762	Pran.g_00920
OG0001554	Syaf.g_00648	Pran.g_00639
OG0001555	Syaf.g_01698	Pran.g_00624
OG0001556	Syaf.g_01604	Pran.g_01398
OG0001567	Syaf.g_01776	Pran.g_01372
OG0001568	Syaf.g_01779	Pran.g_01370
OG0001570	Syaf.g_00978	Pran.g_00118
OG0001582	Syaf.g_01865	Pran.g_01710
OG0001588	Syaf.g_00343	Pran.g_00817
OG0001602	Syaf.g_02001	Pran.g_01477
OG0001633	Syaf.g_01528, Syaf.g_02381	Pran.g_00844
OG0001634	Syaf.g_02127	Pran.g_00610
OG0001700	Syaf.g_02162, Syaf.g_02178	Pran.g_01393
OG0001990	Syaf.g_00536	Pran.g_01773
OG0001991	Syaf.g_02163	Pran.g_01387
OG0002029	Syaf.g_01511	Pran.g_00956
OG0002106	Syaf.g_02774	Pran.g_01809
OG0002154	Syaf.g_00843	Pran.g_00818
OG0002622	Syaf.g_02197, Syaf.g_02198, Syaf.g_02196	Pran.g_00782
OG0002890	Syaf.g_01125, Syaf.g_02006	Pran.g_01791
OG0003018	Syaf.g_02166	Pran.g_01386
OG0003635	Syaf.g_01147	Pran.g_00908
