Orthogroup	Prbb	Pras
OG0001095	Prbb.g_01965	Pras.g_00652
OG0001096	Prbb.g_01966	Pras.g_00653
OG0001097	Prbb.g_01967	Pras.g_00654
OG0001098	Prbb.g_01968	Pras.g_00655
OG0001099	Prbb.g_01969	Pras.g_00656
OG0001100	Prbb.g_01970	Pras.g_00657
OG0001101	Prbb.g_01971	Pras.g_00658
OG0001102	Prbb.g_01972	Pras.g_00659
OG0001103	Prbb.g_01973	Pras.g_00660
OG0001104	Prbb.g_01974	Pras.g_00661
OG0001105	Prbb.g_01975	Pras.g_00662
OG0001106	Prbb.g_01976	Pras.g_00663
OG0001107	Prbb.g_01977	Pras.g_00664
OG0001108	Prbb.g_01978	Pras.g_00665
OG0001109	Prbb.g_01979	Pras.g_00666
OG0001110	Prbb.g_01980	Pras.g_00667
OG0001111	Prbb.g_01981	Pras.g_00668
OG0001112	Prbb.g_01982	Pras.g_00669
OG0001113	Prbb.g_01983	Pras.g_00670
OG0001114	Prbb.g_01984	Pras.g_00671
OG0001115	Prbb.g_01985	Pras.g_00672
OG0001116	Prbb.g_01986	Pras.g_00673
OG0001117	Prbb.g_01987	Pras.g_00674
OG0001118	Prbb.g_01988	Pras.g_00675
OG0001119	Prbb.g_01989	Pras.g_00676
OG0001120	Prbb.g_01990	Pras.g_00677
OG0001121	Prbb.g_01992	Pras.g_00679
OG0001122	Prbb.g_01993	Pras.g_00680
OG0001123	Prbb.g_01994	Pras.g_00681
OG0001124	Prbb.g_01996	Pras.g_00683
OG0001125	Prbb.g_01998	Pras.g_00685
OG0001126	Prbb.g_01999	Pras.g_00686
OG0001127	Prbb.g_02002	Pras.g_00688
OG0001128	Prbb.g_02003	Pras.g_00689
OG0001129	Prbb.g_02004	Pras.g_00690
OG0001130	Prbb.g_02007	Pras.g_00693
OG0001131	Prbb.g_02008	Pras.g_00694
OG0001132	Prbb.g_02009	Pras.g_00695
OG0001133	Prbb.g_02010	Pras.g_00696
OG0001134	Prbb.g_02011	Pras.g_00697
OG0001135	Prbb.g_02012	Pras.g_00698
OG0001136	Prbb.g_02013	Pras.g_00699
OG0001137	Prbb.g_02014	Pras.g_00700
OG0001138	Prbb.g_02015	Pras.g_00701
OG0001139	Prbb.g_02017	Pras.g_00702
OG0001140	Prbb.g_02018	Pras.g_00703
OG0001141	Prbb.g_02019	Pras.g_00704
OG0001142	Prbb.g_02024	Pras.g_00707
OG0001143	Prbb.g_02025	Pras.g_00708
OG0001144	Prbb.g_02026	Pras.g_00709
OG0001145	Prbb.g_02027	Pras.g_00710
OG0001146	Prbb.g_02028	Pras.g_00711
OG0001147	Prbb.g_02029	Pras.g_00712
OG0001148	Prbb.g_02030	Pras.g_00713
OG0001149	Prbb.g_02031	Pras.g_00715
OG0001150	Prbb.g_02032	Pras.g_00716
OG0001151	Prbb.g_02035	Pras.g_00718
OG0001152	Prbb.g_02036	Pras.g_00719
OG0001153	Prbb.g_02037	Pras.g_00720
OG0001154	Prbb.g_02039	Pras.g_00722
OG0001155	Prbb.g_02041	Pras.g_00724
OG0001156	Prbb.g_02043	Pras.g_00726
OG0001157	Prbb.g_02045	Pras.g_00727
OG0001158	Prbb.g_02047	Pras.g_00729
OG0001159	Prbb.g_02048	Pras.g_00730
OG0001160	Prbb.g_02049	Pras.g_00731
OG0001161	Prbb.g_02050	Pras.g_00732
OG0001162	Prbb.g_02051	Pras.g_00733
OG0001163	Prbb.g_02052	Pras.g_00734
OG0001164	Prbb.g_02053	Pras.g_00735
OG0001165	Prbb.g_02054	Pras.g_00736
OG0001166	Prbb.g_02055	Pras.g_00737
OG0001167	Prbb.g_02056	Pras.g_00738
OG0001168	Prbb.g_02057	Pras.g_00739
OG0001169	Prbb.g_02058	Pras.g_00740
OG0001170	Prbb.g_02059	Pras.g_00741
OG0001171	Prbb.g_02060	Pras.g_00742
OG0001172	Prbb.g_02062	Pras.g_00744
OG0001173	Prbb.g_02064	Pras.g_00746
OG0001174	Prbb.g_02065	Pras.g_00747
OG0001175	Prbb.g_02066	Pras.g_00748
OG0001176	Prbb.g_02068	Pras.g_00749
OG0001177	Prbb.g_02070	Pras.g_00751
OG0001178	Prbb.g_02074	Pras.g_00754
OG0001179	Prbb.g_02075	Pras.g_00755
OG0001180	Prbb.g_02076	Pras.g_00756
OG0001181	Prbb.g_02077	Pras.g_00757
OG0001182	Prbb.g_02078	Pras.g_00758
OG0001183	Prbb.g_02079	Pras.g_00759
OG0001184	Prbb.g_02097	Pras.g_00762
OG0001185	Prbb.g_02099	Pras.g_00765
OG0001186	Prbb.g_02100	Pras.g_00766
OG0001187	Prbb.g_02101	Pras.g_00768
OG0001188	Prbb.g_02102	Pras.g_00769
OG0001189	Prbb.g_02103	Pras.g_00770
OG0001190	Prbb.g_02104	Pras.g_00771
OG0001191	Prbb.g_02105	Pras.g_00772
OG0001192	Prbb.g_02106	Pras.g_00773
OG0001193	Prbb.g_02107	Pras.g_00774
OG0001194	Prbb.g_02108	Pras.g_00775
OG0001195	Prbb.g_02109	Pras.g_00776
OG0001196	Prbb.g_02110	Pras.g_00777
OG0001197	Prbb.g_02111	Pras.g_00778
OG0001198	Prbb.g_02112	Pras.g_00779
OG0001199	Prbb.g_02113	Pras.g_00780
OG0001200	Prbb.g_02114	Pras.g_00781
OG0001201	Prbb.g_02115	Pras.g_00782
OG0001202	Prbb.g_02116	Pras.g_00783
OG0001203	Prbb.g_02118	Pras.g_00785
OG0001204	Prbb.g_02120	Pras.g_00787
OG0001205	Prbb.g_02122	Pras.g_00788
OG0001206	Prbb.g_02123	Pras.g_00789
OG0001207	Prbb.g_02124	Pras.g_00790
OG0001208	Prbb.g_02125	Pras.g_00791
OG0001209	Prbb.g_02126	Pras.g_00792
OG0001210	Prbb.g_02127	Pras.g_00793
OG0001211	Prbb.g_02128	Pras.g_00794
OG0001212	Prbb.g_02129	Pras.g_00795
OG0001213	Prbb.g_02130	Pras.g_00796
OG0001214	Prbb.g_02132	Pras.g_00798
OG0001215	Prbb.g_02133	Pras.g_00799
OG0001216	Prbb.g_02134	Pras.g_00800
OG0001217	Prbb.g_02135	Pras.g_00801
OG0001218	Prbb.g_02136	Pras.g_00802
OG0001219	Prbb.g_02139	Pras.g_00804
OG0001220	Prbb.g_02140	Pras.g_00805
OG0001221	Prbb.g_02145	Pras.g_00808
OG0001222	Prbb.g_02146	Pras.g_00809
OG0001223	Prbb.g_02147	Pras.g_00810
OG0001224	Prbb.g_02149	Pras.g_00812
OG0001225	Prbb.g_02150	Pras.g_00813
OG0001226	Prbb.g_02151	Pras.g_00814
OG0001227	Prbb.g_02152	Pras.g_00815
OG0001228	Prbb.g_02153	Pras.g_00816
OG0001229	Prbb.g_02154	Pras.g_00817
OG0001230	Prbb.g_02155	Pras.g_00818
OG0001231	Prbb.g_02156	Pras.g_00819
OG0001232	Prbb.g_02164	Pras.g_00820
OG0001233	Prbb.g_02165	Pras.g_00821
OG0001234	Prbb.g_02166	Pras.g_00822
OG0001235	Prbb.g_02167	Pras.g_00823
OG0001236	Prbb.g_02169	Pras.g_00825
OG0001237	Prbb.g_02170	Pras.g_00826
OG0001238	Prbb.g_02173	Pras.g_00828
OG0001239	Prbb.g_02174	Pras.g_00829
OG0001240	Prbb.g_02175	Pras.g_00830
OG0001241	Prbb.g_02178	Pras.g_00832
OG0001242	Prbb.g_02180	Pras.g_00834
OG0001243	Prbb.g_02181	Pras.g_00835
OG0001244	Prbb.g_02182	Pras.g_00836
OG0001245	Prbb.g_02183	Pras.g_00837
OG0001246	Prbb.g_02185	Pras.g_00838
OG0001247	Prbb.g_02186	Pras.g_00839
OG0001248	Prbb.g_02187	Pras.g_00840
OG0001249	Prbb.g_02188	Pras.g_00841
OG0001250	Prbb.g_02189	Pras.g_00842
OG0001251	Prbb.g_00147	Pras.g_00943
OG0001252	Prbb.g_00195	Pras.g_00989
OG0001253	Prbb.g_00207	Pras.g_01001
OG0001255	Prbb.g_00393	Pras.g_01186
OG0001256	Prbb.g_01229	Pras.g_00176
OG0001257	Prbb.g_00487	Pras.g_01360
OG0001258	Prbb.g_00502	Pras.g_01376
OG0001259	Prbb.g_00590	Pras.g_01466
OG0001260	Prbb.g_01027, Prbb.g_01446	Pras.g_01648
OG0001261	Prbb.g_00818	Pras.g_01735
OG0001262	Prbb.g_01370	Pras.g_01751
OG0001263	Prbb.g_00909	Pras.g_01772
OG0001264	Prbb.g_00931	Pras.g_01800
OG0001265	Prbb.g_01043	Pras.g_01910
OG0001267	Prbb.g_01534	Pras.g_00040
OG0001268	Prbb.g_01520	Pras.g_00053
OG0001269	Prbb.g_01609	Pras.g_00233
OG0001270	Prbb.g_01727	Pras.g_00391
OG0001272	Prbb.g_01371	Pras.g_00446
OG0001273	Prbb.g_00522	Pras.g_00447
OG0001274	Prbb.g_01778	Pras.g_00452
OG0001275	Prbb.g_01086	Pras.g_00467
OG0001276	Prbb.g_01781	Pras.g_00144
OG0001277	Prbb.g_01790, Prbb.g_01899	Pras.g_00489
OG0001278	Prbb.g_01815	Pras.g_00542
OG0001279	Prbb.g_01819	Pras.g_00546
OG0001280	Prbb.g_01822	Pras.g_00549
OG0001281	Prbb.g_01926	Pras.g_00616
OG0001282	Prbb.g_01279	Pras.g_00641
OG0001283	Prbb.g_02042	Pras.g_00725
OG0001284	Prbb.g_02073	Pras.g_00753
OG0001285	Prbb.g_02119	Pras.g_00786
OG0001286	Prbb.g_02177	Pras.g_00831
OG0001287	Prbb.g_01180	Pras.g_00530
OG0001288	Prbb.g_00442	Pras.g_01315
OG0001290	Prbb.g_00031	Pras.g_00872
OG0001292	Prbb.g_00129	Pras.g_00925
OG0001293	Prbb.g_00131	Pras.g_00927
OG0001294	Prbb.g_00148	Pras.g_00944
OG0001295	Prbb.g_00176	Pras.g_00970
OG0001296	Prbb.g_00183	Pras.g_00976
OG0001297	Prbb.g_00256	Pras.g_01050
OG0001298	Prbb.g_00301	Pras.g_01095
OG0001299	Prbb.g_00308	Pras.g_01104
OG0001300	Prbb.g_01077	Pras.g_01226
OG0001301	Prbb.g_00638	Pras.g_01513
OG0001302	Prbb.g_01800	Pras.g_01653
OG0001303	Prbb.g_00754	Pras.g_01657
OG0001304	Prbb.g_01061	Pras.g_01925
OG0001305	Prbb.g_01066	Pras.g_01930
OG0001306	Prbb.g_02163	Pras.g_01966
OG0001307	Prbb.g_00940	Pras.g_01975
OG0001308	Prbb.g_01071	Pras.g_00001
OG0001309	Prbb.g_02121	Pras.g_00003
OG0001310	Prbb.g_01247	Pras.g_00014
OG0001311	Prbb.g_01483	Pras.g_00084
OG0001312	Prbb.g_01610	Pras.g_00234
OG0001313	Prbb.g_00758	Pras.g_00450
OG0001314	Prbb.g_01844	Pras.g_00573
OG0001315	Prbb.g_01879	Pras.g_00608
OG0001316	Prbb.g_02038	Pras.g_00721
OG0001318	Prbb.g_00199	Pras.g_00992
OG0001319	Prbb.g_00295	Pras.g_01090
OG0001320	Prbb.g_01542	Pras.g_01345
OG0001322	Prbb.g_00747	Pras.g_01682
OG0001323	Prbb.g_00921	Pras.g_01950
OG0001324	Prbb.g_01433	Pras.g_01983
OG0001325	Prbb.g_01325	Pras.g_00007
OG0001326	Prbb.g_01207	Pras.g_00175
OG0001327	Prbb.g_01579	Pras.g_00177
OG0001329	Prbb.g_02171	Pras.g_00270
OG0001330	Prbb.g_01774	Pras.g_00443
OG0001331	Prbb.g_01820	Pras.g_00547
OG0001332	Prbb.g_01868	Pras.g_00597
OG0001333	Prbb.g_02005	Pras.g_00691
OG0001334	Prbb.g_02063	Pras.g_00745
OG0001335	Prbb.g_02117	Pras.g_00784
OG0001336	Prbb.g_00186	Pras.g_00979
OG0001338	Prbb.g_01103	Pras.g_00995
OG0001344	Prbb.g_01553, Prbb.g_01628	Pras.g_01231
OG0001348	Prbb.g_00508	Pras.g_01382
OG0001349	Prbb.g_00513	Pras.g_01387
OG0001350	Prbb.g_00518	Pras.g_01392
OG0001352	Prbb.g_00687	Pras.g_01558
OG0001356	Prbb.g_00912	Pras.g_01786
OG0001359	Prbb.g_01892	Pras.g_00027
OG0001360	Prbb.g_01893	Pras.g_00028
OG0001362	Prbb.g_01196	Pras.g_00152
OG0001364	Prbb.g_01759	Pras.g_00423
OG0001365	Prbb.g_00955	Pras.g_00482
OG0001368	Prbb.g_02072	Pras.g_00752
OG0001369	Prbb.g_01044	Pras.g_01911
OG0001371	Prbb.g_00122	Pras.g_00919
OG0001372	Prbb.g_00123	Pras.g_00920
OG0001373	Prbb.g_00130	Pras.g_00926
OG0001374	Prbb.g_00142	Pras.g_00938
OG0001376	Prbb.g_00291	Pras.g_01086
OG0001377	Prbb.g_00312	Pras.g_01108
OG0001379	Prbb.g_01725	Pras.g_01215
OG0001382	Prbb.g_00467	Pras.g_01338
OG0001383	Prbb.g_00515	Pras.g_01389
OG0001385	Prbb.g_00669	Pras.g_01542
OG0001386	Prbb.g_00679	Pras.g_01550
OG0001387	Prbb.g_00681	Pras.g_01552
OG0001388	Prbb.g_00692	Pras.g_01562
OG0001389	Prbb.g_00718	Pras.g_01611
OG0001390	Prbb.g_00086	Pras.g_01647
OG0001391	Prbb.g_00957	Pras.g_01687
OG0001392	Prbb.g_00911	Pras.g_01785
OG0001393	Prbb.g_00913	Pras.g_01787
OG0001394	Prbb.g_00937	Pras.g_01806
OG0001395	Prbb.g_00941	Pras.g_01809
OG0001396	Prbb.g_01388	Pras.g_01892
OG0001397	Prbb.g_01052	Pras.g_01919
OG0001398	Prbb.g_00888	Pras.g_01938
OG0001399	Prbb.g_00910	Pras.g_01948
OG0001400	Prbb.g_00903	Pras.g_01956
OG0001401	Prbb.g_01139	Pras.g_01963
OG0001402	Prbb.g_01532	Pras.g_00042
OG0001403	Prbb.g_01587	Pras.g_00210
OG0001404	Prbb.g_01116	Pras.g_00241
OG0001405	Prbb.g_01640	Pras.g_00251
OG0001406	Prbb.g_01726	Pras.g_00390
OG0001407	Prbb.g_01730	Pras.g_00393
OG0001408	Prbb.g_01775	Pras.g_00444
OG0001409	Prbb.g_01141	Pras.g_00457
OG0001411	Prbb.g_01241	Pras.g_00478
OG0001414	Prbb.g_02023	Pras.g_00913
OG0001415	Prbb.g_00377	Pras.g_01178
OG0001416	Prbb.g_00525	Pras.g_01399
OG0001417	Prbb.g_00680	Pras.g_01551
OG0001418	Prbb.g_01179	Pras.g_01660
OG0001419	Prbb.g_00961	Pras.g_01691
OG0001420	Prbb.g_01913	Pras.g_01789
OG0001422	Prbb.g_00740	Pras.g_01953
OG0001423	Prbb.g_01223	Pras.g_00029
OG0001424	Prbb.g_01895	Pras.g_00121
OG0001426	Prbb.g_02172	Pras.g_00827
OG0001427	Prbb.g_01796	Pras.g_01225
OG0001431	Prbb.g_00902	Pras.g_01954
OG0001432	Prbb.g_00750	Pras.g_01957
OG0001433	Prbb.g_01187	Pras.g_00154
OG0001434	Prbb.g_01432, Prbb.g_01270	Pras.g_00227
OG0001435	Prbb.g_01113	Pras.g_00456
OG0001438	Prbb.g_00621	Pras.g_01496
OG0001441	Prbb.g_01365	Pras.g_01993
OG0001442	Prbb.g_01782	Pras.g_00017
OG0001444	Prbb.g_01496	Pras.g_00075
OG0001445	Prbb.g_01634	Pras.g_00167
OG0001446	Prbb.g_01635	Pras.g_00169
OG0001447	Prbb.g_01636	Pras.g_00170
OG0001449	Prbb.g_00876	Pras.g_00292
OG0001451	Prbb.g_01665, Prbb.g_01664	Pras.g_01276, Pras.g_01277
OG0001455	Prbb.g_01112	Pras.g_00133
OG0001458	Prbb.g_01272	Pras.g_01646
OG0001461	Prbb.g_00773	Pras.g_01832
OG0001464	Prbb.g_01448, Prbb.g_01021	Pras.g_01952
OG0001465	Prbb.g_00901	Pras.g_00172
OG0001466	Prbb.g_01248	Pras.g_00535
OG0001469	Prbb.g_01519	Pras.g_00054
OG0001472	Prbb.g_00849	Pras.g_01762
OG0001473	Prbb.g_00956	Pras.g_01771
OG0001474	Prbb.g_01901	Pras.g_01773, Pras.g_00311
OG0001475	Prbb.g_00898	Pras.g_01943
OG0001476	Prbb.g_00899	Pras.g_01944
OG0001477	Prbb.g_00900	Pras.g_01945
OG0001478	Prbb.g_01660	Pras.g_01951
OG0001479	Prbb.g_01494	Pras.g_01978
OG0001480	Prbb.g_00439	Pras.g_01987
OG0001482	Prbb.g_00464	Pras.g_00495, Pras.g_00510
OG0001491	Prbb.g_01105	Pras.g_01677
OG0001492	Prbb.g_00816	Pras.g_01733
OG0001493	Prbb.g_01902	Pras.g_01774
OG0001494	Prbb.g_01903	Pras.g_01775
OG0001495	Prbb.g_01904	Pras.g_01776
OG0001496	Prbb.g_01905	Pras.g_01777
OG0001497	Prbb.g_01906	Pras.g_01778
OG0001498	Prbb.g_01907	Pras.g_01779
OG0001499	Prbb.g_01908	Pras.g_01780
OG0001500	Prbb.g_01909	Pras.g_01781
OG0001501	Prbb.g_01910	Pras.g_01782
OG0001502	Prbb.g_01911	Pras.g_01783
OG0001503	Prbb.g_01912	Pras.g_01784
OG0001504	Prbb.g_00948	Pras.g_01816
OG0001507	Prbb.g_01536	Pras.g_00038
OG0001510	Prbb.g_02022	Pras.g_00706
OG0001515	Prbb.g_01788	Pras.g_01651
OG0001516	Prbb.g_01011	Pras.g_01882
OG0001517	Prbb.g_00097	Pras.g_01961
OG0001518	Prbb.g_01301, Prbb.g_01303, Prbb.g_01297	Pras.g_00145, Pras.g_00506
OG0001522	Prbb.g_01338	Pras.g_00536
OG0001523	Prbb.g_00110	Pras.g_00912
OG0001524	Prbb.g_01249	Pras.g_01229
OG0001526	Prbb.g_00916	Pras.g_01790
OG0001527	Prbb.g_01317	Pras.g_01991
OG0001528	Prbb.g_01793	Pras.g_00135
OG0001529	Prbb.g_01306	Pras.g_00155
OG0001533	Prbb.g_01250	Pras.g_01256
OG0001535	Prbb.g_00846	Pras.g_01759
OG0001536	Prbb.g_01097	Pras.g_01989
OG0001538	Prbb.g_01602	Pras.g_00174
OG0001539	Prbb.g_01261	Pras.g_00188
OG0001541	Prbb.g_00857	Pras.g_00307, Pras.g_00298
OG0001543	Prbb.g_01257	Pras.g_00468
OG0001544	Prbb.g_01210	Pras.g_00130
OG0001545	Prbb.g_00928	Pras.g_01797
OG0001549	Prbb.g_00184	Pras.g_00977
OG0001550	Prbb.g_00358	Pras.g_01159
OG0001551	Prbb.g_00052	Pras.g_01183
OG0001552	Prbb.g_01215	Pras.g_01222
OG0001553	Prbb.g_01267	Pras.g_01243
OG0001554	Prbb.g_01080	Pras.g_01244
OG0001555	Prbb.g_01089	Pras.g_01334
OG0001556	Prbb.g_01552	Pras.g_01347
OG0001557	Prbb.g_00682	Pras.g_01553
OG0001558	Prbb.g_01220	Pras.g_01642
OG0001559	Prbb.g_01191	Pras.g_01652
OG0001560	Prbb.g_01028	Pras.g_01669
OG0001561	Prbb.g_01343	Pras.g_01764
OG0001562	Prbb.g_00744	Pras.g_01900
OG0001563	Prbb.g_00109	Pras.g_01959
OG0001564	Prbb.g_01074	Pras.g_01960
OG0001565	Prbb.g_00751	Pras.g_01962
OG0001566	Prbb.g_01088	Pras.g_01965
OG0001567	Prbb.g_01280	Pras.g_01971
OG0001568	Prbb.g_00096	Pras.g_01986
OG0001569	Prbb.g_01178	Pras.g_01990
OG0001570	Prbb.g_01183	Pras.g_01996
OG0001571	Prbb.g_01214	Pras.g_00010
OG0001572	Prbb.g_01258	Pras.g_00019
OG0001573	Prbb.g_01102	Pras.g_00022
OG0001575	Prbb.g_01340	Pras.g_00164
OG0001576	Prbb.g_01206	Pras.g_00180
OG0001577	Prbb.g_01920	Pras.g_00247
OG0001578	Prbb.g_01638	Pras.g_00249
OG0001579	Prbb.g_00875	Pras.g_00293
OG0001582	Prbb.g_01033	Pras.g_00436
OG0001583	Prbb.g_00759	Pras.g_00438
OG0001584	Prbb.g_01554	Pras.g_00439
OG0001585	Prbb.g_01779	Pras.g_00449
OG0001586	Prbb.g_01623	Pras.g_00763
OG0001591	Prbb.g_01140	Pras.g_01216
OG0001593	Prbb.g_01235	Pras.g_01337
OG0001594	Prbb.g_01551	Pras.g_01346
OG0001595	Prbb.g_01285	Pras.g_01582
OG0001597	Prbb.g_01394	Pras.g_01766
OG0001599	Prbb.g_01898	Pras.g_00032
OG0001600	Prbb.g_01559	Pras.g_00033
OG0001601	Prbb.g_01558	Pras.g_00034
OG0001602	Prbb.g_01557	Pras.g_00035
OG0001603	Prbb.g_01181	Pras.g_00491
OG0001604	Prbb.g_01393	Pras.g_00563
OG0001605	Prbb.g_01944	Pras.g_00635
OG0001606	Prbb.g_00399	Pras.g_01193
OG0001609	Prbb.g_01795	Pras.g_01221
OG0001617	Prbb.g_00877	Pras.g_00225
OG0001618	Prbb.g_01211	Pras.g_00226
OG0001624	Prbb.g_00755	Pras.g_01768
OG0001629	Prbb.g_00072	Pras.g_00230
OG0001695	Prbb.g_00855	Pras.g_00306
OG0001699	Prbb.g_01296	Pras.g_01583
OG0001720	Prbb.g_00863	Pras.g_00320, Pras.g_00300
OG0001736	Prbb.g_00949	Pras.g_01817
OG0001794	Prbb.g_01397	Pras.g_00483
OG0001797	Prbb.g_01221	Pras.g_00880
OG0001819	Prbb.g_01631	Pras.g_01262
OG0001827	Prbb.g_01252	Pras.g_00533
OG0001855	Prbb.g_00077	Pras.g_00228
OG0001866	Prbb.g_01198	Pras.g_00153
OG0001877	Prbb.g_01440	Pras.g_01247
OG0001965	Prbb.g_01131	Pras.g_00908
OG0001983	Prbb.g_01171	Pras.g_01893
OG0001992	Prbb.g_00081	Pras.g_00537
OG0002029	Prbb.g_01348	Pras.g_00485, Pras.g_00526
OG0002031	Prbb.g_01784	Pras.g_00513
OG0002056	Prbb.g_01232	Pras.g_00203
OG0002194	Prbb.g_01347	Pras.g_00509
OG0002287	Prbb.g_00856	Pras.g_00305
OG0002340	Prbb.g_00039	Pras.g_01299
OG0002546	Prbb.g_01422	Pras.g_00503
