Orthogroup	Praj	Syao
OG0001184	Praj.g_01992	Syao.g_02264
OG0001185	Praj.g_02007	Syao.g_02147
OG0001186	Praj.g_02046	Syao.g_02173
OG0001187	Praj.g_02060	Syao.g_02171
OG0001188	Praj.g_02062	Syao.g_02169
OG0001189	Praj.g_02079	Syao.g_02215
OG0001190	Praj.g_02084	Syao.g_02436
OG0001191	Praj.g_02094	Syao.g_02449
OG0001192	Praj.g_02099	Syao.g_02367
OG0001193	Praj.g_02112	Syao.g_02284
OG0001194	Praj.g_02113	Syao.g_02285
OG0001195	Praj.g_02114	Syao.g_02286
OG0001196	Praj.g_02136	Syao.g_02341
OG0001197	Praj.g_02138	Syao.g_02343
OG0001198	Praj.g_02146	Syao.g_02158
OG0001199	Praj.g_00112	Syao.g_02623
OG0001200	Praj.g_00114	Syao.g_02625
OG0001201	Praj.g_00146	Syao.g_02601
OG0001202	Praj.g_00239	Syao.g_02461
OG0001203	Praj.g_00278	Syao.g_00296, Syao.g_01705
OG0001204	Praj.g_00284	Syao.g_02117
OG0001205	Praj.g_00439	Syao.g_01620
OG0001206	Praj.g_00458	Syao.g_02701, Syao.g_02702
OG0001207	Praj.g_00469	Syao.g_00035
OG0001208	Praj.g_00475	Syao.g_00026
OG0001209	Praj.g_00526	Syao.g_01415
OG0001210	Praj.g_00531	Syao.g_00882
OG0001211	Praj.g_00541	Syao.g_00861
OG0001212	Praj.g_00583	Syao.g_01001
OG0001213	Praj.g_00617	Syao.g_01322
OG0001214	Praj.g_00625	Syao.g_00896
OG0001215	Praj.g_00683	Syao.g_00700
OG0001216	Praj.g_00700	Syao.g_00492
OG0001218	Praj.g_00740	Syao.g_00092
OG0001219	Praj.g_00915	Syao.g_00651
OG0001220	Praj.g_00825	Syao.g_00393
OG0001221	Praj.g_00899	Syao.g_01657
OG0001222	Praj.g_00847	Syao.g_00687
OG0001223	Praj.g_00964	Syao.g_00820
OG0001224	Praj.g_01020	Syao.g_00427
OG0001227	Praj.g_01045	Syao.g_01047
OG0001228	Praj.g_01411	Syao.g_02256
OG0001229	Praj.g_01160	Syao.g_00220
OG0001230	Praj.g_01623	Syao.g_01503
OG0001231	Praj.g_00744	Syao.g_02254
OG0001232	Praj.g_01789	Syao.g_01664
OG0001233	Praj.g_01809	Syao.g_01643
OG0001234	Praj.g_01884	Syao.g_02035
OG0001235	Praj.g_01888	Syao.g_01863
OG0001236	Praj.g_01989	Syao.g_02261
OG0001237	Praj.g_01993	Syao.g_02265
OG0001238	Praj.g_02095	Syao.g_02451
OG0001239	Praj.g_00109	Syao.g_02620
OG0001240	Praj.g_00131	Syao.g_02669
OG0001242	Praj.g_00159	Syao.g_02576
OG0001243	Praj.g_00166	Syao.g_02584
OG0001244	Praj.g_00182	Syao.g_02477
OG0001245	Praj.g_01244	Syao.g_00362
OG0001247	Praj.g_00676	Syao.g_00390
OG0001249	Praj.g_00373	Syao.g_01882
OG0001251	Praj.g_01858	Syao.g_00641
OG0001252	Praj.g_01015	Syao.g_00507
OG0001253	Praj.g_01728	Syao.g_01220
OG0001254	Praj.g_01834	Syao.g_01426
OG0001255	Praj.g_01477	Syao.g_00920
OG0001256	Praj.g_01719	Syao.g_01572
OG0001259	Praj.g_01807	Syao.g_01645
OG0001260	Praj.g_01824	Syao.g_01623
OG0001261	Praj.g_01943	Syao.g_01814
OG0001262	Praj.g_02077	Syao.g_02213
OG0001263	Praj.g_00169	Syao.g_02541
OG0001277	Praj.g_02123	Syao.g_01334
OG0001279	Praj.g_01155	Syao.g_01528
OG0001281	Praj.g_01533	Syao.g_01454
OG0001282	Praj.g_01576	Syao.g_00037
OG0001283	Praj.g_02132	Syao.g_02335
OG0001284	Praj.g_01705	Syao.g_01587
OG0001285	Praj.g_01792	Syao.g_01010
OG0001286	Praj.g_01956	Syao.g_01835
OG0001288	Praj.g_02025	Syao.g_02187
OG0001289	Praj.g_00125	Syao.g_02649
OG0001294	Praj.g_01564, Praj.g_01497	Syao.g_00948
OG0001295	Praj.g_01485	Syao.g_00878
OG0001296	Praj.g_00501	Syao.g_00163
OG0001297	Praj.g_00506	Syao.g_00159
OG0001299	Praj.g_00655	Syao.g_00942
OG0001302	Praj.g_00913	Syao.g_02711
OG0001303	Praj.g_01344	Syao.g_00649
OG0001304	Praj.g_01006	Syao.g_00466
OG0001305	Praj.g_00842	Syao.g_00382
OG0001306	Praj.g_01475	Syao.g_00141
OG0001308	Praj.g_01642	Syao.g_01500
OG0001310	Praj.g_01779	Syao.g_01681
OG0001311	Praj.g_00998	Syao.g_00452
OG0001312	Praj.g_00924	Syao.g_00635
OG0001315	Praj.g_01974	Syao.g_01853
OG0001317	Praj.g_00274	Syao.g_01701
OG0001318	Praj.g_00295	Syao.g_02099
OG0001325	Praj.g_00703	Syao.g_00487
OG0001326	Praj.g_01850	Syao.g_02293
OG0001327	Praj.g_00876	Syao.g_00953
OG0001328	Praj.g_00895	Syao.g_00198
OG0001329	Praj.g_01727	Syao.g_00876
OG0001330	Praj.g_01521	Syao.g_01444
OG0001331	Praj.g_01581	Syao.g_00042
OG0001332	Praj.g_01677	Syao.g_01244
OG0001335	Praj.g_01980	Syao.g_01913
OG0001336	Praj.g_02133	Syao.g_02336
OG0001337	Praj.g_00367	Syao.g_01893
OG0001340	Praj.g_00368	Syao.g_01892
OG0001341	Praj.g_00069	Syao.g_00602
OG0001343	Praj.g_00867	Syao.g_01235
OG0001345	Praj.g_01441	Syao.g_00179
OG0001347	Praj.g_02039	Syao.g_02725
OG0001351	Praj.g_00448	Syao.g_00060
OG0001354	Praj.g_00956	Syao.g_00833
OG0001357	Praj.g_01222	Syao.g_00369
OG0001358	Praj.g_00608	Syao.g_01343
OG0001359	Praj.g_00868	Syao.g_01234
OG0001360	Praj.g_01439	Syao.g_00177
OG0001365	Praj.g_02088	Syao.g_02441
OG0001368	Praj.g_01171, Praj.g_01152	Syao.g_02118
OG0001369	Praj.g_00130	Syao.g_02668
OG0001371	Praj.g_00671	Syao.g_02638
OG0001372	Praj.g_00042	Syao.g_00368
OG0001373	Praj.g_01849	Syao.g_02291, Syao.g_02292
OG0001374	Praj.g_01857	Syao.g_02300
OG0001375	Praj.g_00866	Syao.g_01236
OG0001376	Praj.g_00854	Syao.g_00617
OG0001377	Praj.g_00855	Syao.g_00618
OG0001378	Praj.g_00428	Syao.g_01732
OG0001380	Praj.g_01484	Syao.g_00360
OG0001385	Praj.g_01846	Syao.g_02288
OG0001386	Praj.g_01847	Syao.g_02289
OG0001387	Praj.g_01848	Syao.g_02290
OG0001388	Praj.g_01851	Syao.g_02294
OG0001389	Praj.g_01852	Syao.g_02295
OG0001390	Praj.g_01853	Syao.g_02296
OG0001391	Praj.g_01854	Syao.g_02297
OG0001392	Praj.g_01855	Syao.g_02298
OG0001393	Praj.g_01856	Syao.g_02299
OG0001394	Praj.g_00903	Syao.g_00983
OG0001395	Praj.g_01009	Syao.g_00470
OG0001396	Praj.g_02040	Syao.g_02726
OG0001398	Praj.g_00717	Syao.g_02641
OG0001401	Praj.g_00807	Syao.g_00434
OG0001402	Praj.g_00612	Syao.g_01338
OG0001403	Praj.g_00030	Syao.g_02235
OG0001405	Praj.g_00361	Syao.g_01911
OG0001406	Praj.g_00853	Syao.g_00616
OG0001407	Praj.g_00858	Syao.g_00519
OG0001408	Praj.g_00082	Syao.g_01384
OG0001412	Praj.g_02038	Syao.g_02122
OG0001415	Praj.g_00270	Syao.g_00999
OG0001417	Praj.g_01496	Syao.g_00657
OG0001418	Praj.g_00677	Syao.g_00212
OG0001419	Praj.g_00736	Syao.g_00520
OG0001420	Praj.g_01142	Syao.g_01403
OG0001422	Praj.g_01041	Syao.g_00284
OG0001423	Praj.g_01598	Syao.g_00722
OG0001425	Praj.g_02098	Syao.g_02366
OG0001429	Praj.g_00916	Syao.g_00648
OG0001432	Praj.g_00988	Syao.g_01219
OG0001433	Praj.g_01118	Syao.g_00300
OG0001434	Praj.g_00908	Syao.g_00988
OG0001435	Praj.g_00883	Syao.g_00961
OG0001437	Praj.g_00269	Syao.g_00998
OG0001439	Praj.g_00342	Syao.g_02026
OG0001441	Praj.g_00513	Syao.g_01394
OG0001442	Praj.g_01612	Syao.g_00738
OG0001443	Praj.g_01841	Syao.g_02369
OG0001445	Praj.g_00064, Praj.g_01504, Praj.g_01506, Praj.g_01510, Praj.g_01515, Praj.g_02036, Praj.g_00068, Praj.g_01382, Praj.g_01516, Praj.g_01511, Praj.g_00086, Praj.g_00080, Praj.g_00059, Praj.g_01509, Praj.g_00058, Praj.g_01514, Praj.g_02042	Syao.g_02275
OG0001447	Praj.g_00167	Syao.g_02585
OG0001453	Praj.g_00967	Syao.g_00814
OG0001454	Praj.g_01237	Syao.g_01295
OG0001456	Praj.g_01503	Syao.g_00708
OG0001457	Praj.g_01502	Syao.g_00709
OG0001458	Praj.g_01501	Syao.g_00710
OG0001459	Praj.g_01123	Syao.g_00583
OG0001460	Praj.g_01117	Syao.g_00299
OG0001461	Praj.g_01381	Syao.g_00788
OG0001467	Praj.g_00098	Syao.g_01225
OG0001468	Praj.g_00865	Syao.g_00604
OG0001471	Praj.g_01498	Syao.g_02031
OG0001473	Praj.g_01560	Syao.g_00621
OG0001474	Praj.g_00385	Syao.g_01870
OG0001475	Praj.g_02052	Syao.g_02177
OG0001476	Praj.g_01454	Syao.g_00324
OG0001477	Praj.g_01370	Syao.g_00408
OG0001487	Praj.g_01670	Syao.g_00091
OG0001488	Praj.g_01448	Syao.g_00190
OG0001489	Praj.g_01967	Syao.g_01823
OG0001495	Praj.g_01890	Syao.g_01803
OG0001496	Praj.g_01368	Syao.g_00410
OG0001497	Praj.g_01369	Syao.g_00409
OG0001498	Praj.g_00404	Syao.g_01717
OG0001505	Praj.g_02050	Syao.g_01138
OG0001507	Praj.g_01140	Syao.g_00874
OG0001508	Praj.g_02053	Syao.g_02174
OG0001510	Praj.g_02018	Syao.g_01944
OG0001511	Praj.g_00150	Syao.g_02593
OG0001512	Praj.g_01746	Syao.g_01707
OG0001513	Praj.g_00041	Syao.g_02457
OG0001514	Praj.g_01367	Syao.g_00411
OG0001515	Praj.g_00685	Syao.g_00626
OG0001517	Praj.g_00381	Syao.g_01876
OG0001518	Praj.g_02097	Syao.g_02365
OG0001519	Praj.g_02102	Syao.g_02371
OG0001522	Praj.g_00803	Syao.g_00568
OG0001525	Praj.g_01760, Praj.g_00060	Syao.g_00881
OG0001526	Praj.g_00910	Syao.g_02559
OG0001528	Praj.g_02056	Syao.g_02176
OG0001529	Praj.g_00045	Syao.g_02222
OG0001530	Praj.g_00149	Syao.g_02591
OG0001532	Praj.g_01431	Syao.g_00226
OG0001534	Praj.g_01007	Syao.g_00467
OG0001535	Praj.g_00996	Syao.g_00448
OG0001536	Praj.g_00942	Syao.g_00679
OG0001537	Praj.g_00900	Syao.g_00977
OG0001538	Praj.g_00774	Syao.g_00761
OG0001539	Praj.g_00878	Syao.g_00956
OG0001540	Praj.g_00171	Syao.g_02543
OG0001541	Praj.g_00219	Syao.g_02518
OG0001542	Praj.g_00225	Syao.g_02527
OG0001543	Praj.g_00850	Syao.g_02382
OG0001544	Praj.g_02101	Syao.g_02370
OG0001545	Praj.g_02122	Syao.g_02312
OG0001553	Praj.g_01629	Syao.g_01510
OG0001556	Praj.g_01109	Syao.g_00311
OG0001557	Praj.g_00904	Syao.g_00984
OG0001559	Praj.g_00148	Syao.g_02590
OG0001560	Praj.g_00138	Syao.g_02595
OG0001561	Praj.g_01000	Syao.g_00454
OG0001562	Praj.g_00990	Syao.g_00795
OG0001563	Praj.g_01951	Syao.g_01841
OG0001566	Praj.g_00667	Syao.g_01198
OG0001570	Praj.g_01284	Syao.g_00286
OG0001575	Praj.g_00556	Syao.g_00843
OG0001576	Praj.g_01541	Syao.g_01474
OG0001577	Praj.g_01465	Syao.g_00128
OG0001578	Praj.g_01362	Syao.g_02304
OG0001579	Praj.g_00365	Syao.g_01907
OG0001584	Praj.g_00759	Syao.g_00746
OG0001589	Praj.g_01811	Syao.g_01639, Syao.g_01640
OG0001591	Praj.g_00662	Syao.g_00950
OG0001605	Praj.g_01056	Syao.g_01284
OG0001613	Praj.g_01973	Syao.g_01854
OG0001623	Praj.g_00369	Syao.g_01889, Syao.g_00405
OG0001634	Praj.g_00658	Syao.g_00945
OG0001642	Praj.g_01558	Syao.g_00233
OG0001644	Praj.g_00713	Syao.g_00474
OG0001656	Praj.g_00364	Syao.g_01908
OG0001659	Praj.g_01435	Syao.g_00020
OG0001673	Praj.g_00272	Syao.g_02713
OG0001676	Praj.g_00366	Syao.g_01895
OG0001691	Praj.g_01010	Syao.g_00729
OG0001692	Praj.g_01627	Syao.g_01508
OG0001694	Praj.g_00317	Syao.g_02061
OG0001695	Praj.g_02118	Syao.g_02308
OG0001700	Praj.g_01116	Syao.g_00307
OG0001703	Praj.g_00470	Syao.g_00034
OG0001715	Praj.g_01177	Syao.g_00278
OG0001733	Praj.g_01107	Syao.g_00310
OG0001738	Praj.g_00355	Syao.g_02011
OG0001739	Praj.g_02117	Syao.g_02306
OG0001740	Praj.g_02121	Syao.g_02310
OG0001769	Praj.g_01387	Syao.g_00916
OG0001775	Praj.g_00092	Syao.g_00655
OG0001816	Praj.g_00875	Syao.g_00952
OG0001915	Praj.g_02140	Syao.g_02195
OG0001923	Praj.g_00097	Syao.g_01982, Syao.g_02124
OG0001954	Praj.g_01167	Syao.g_00921
OG0001955	Praj.g_00077	Syao.g_00609
OG0001956	Praj.g_00830	Syao.g_01376
OG0001990	Praj.g_00066	Syao.g_02311
OG0002018	Praj.g_02120	Syao.g_02309
OG0002229	Praj.g_02033	Syao.g_02126
OG0002347	Praj.g_01795	Syao.g_01659
OG0002506	Praj.g_00861	Syao.g_00332
OG0002692	Praj.g_01341	Syao.g_00365
OG0003418	Praj.g_02045	Syao.g_02125
OG0003797	Praj.g_01162	Syao.g_01264
OG0003804	Praj.g_02037	Syao.g_02271
OG0004256	Praj.g_02044	Syao.g_02123
