Orthogroup	Praj	Syal
OG0001164	Praj.g_01765	Syal.g_00579
OG0001165	Praj.g_01767	Syal.g_00584
OG0001166	Praj.g_01785	Syal.g_00613
OG0001167	Praj.g_01803	Syal.g_00638
OG0001168	Praj.g_01804	Syal.g_00640
OG0001169	Praj.g_01806	Syal.g_00642
OG0001170	Praj.g_01808	Syal.g_00644
OG0001172	Praj.g_01872	Syal.g_00198
OG0001173	Praj.g_01873	Syal.g_00199
OG0001174	Praj.g_01881	Syal.g_00207
OG0001175	Praj.g_01882	Syal.g_00208
OG0001176	Praj.g_01893	Syal.g_00226
OG0001177	Praj.g_01891	Syal.g_00224
OG0001178	Praj.g_01236	Syal.g_00592
OG0001179	Praj.g_01935	Syal.g_00256
OG0001180	Praj.g_01958	Syal.g_00282
OG0001182	Praj.g_01970	Syal.g_00295
OG0001183	Praj.g_01976	Syal.g_00302
OG0001184	Praj.g_01992	Syal.g_01359
OG0001185	Praj.g_02007	Syal.g_01453
OG0001186	Praj.g_02046	Syal.g_00179
OG0001187	Praj.g_02060	Syal.g_00175
OG0001188	Praj.g_02062	Syal.g_00172
OG0001189	Praj.g_02079	Syal.g_00152
OG0001190	Praj.g_02084	Syal.g_01067
OG0001191	Praj.g_02094	Syal.g_01083
OG0001192	Praj.g_02099	Syal.g_01090
OG0001193	Praj.g_02112	Syal.g_01128
OG0001194	Praj.g_02113	Syal.g_01130
OG0001195	Praj.g_02114	Syal.g_01131
OG0001196	Praj.g_02136	Syal.g_00078
OG0001197	Praj.g_02138	Syal.g_00080
OG0001198	Praj.g_02146	Syal.g_00093
OG0001199	Praj.g_00112	Syal.g_00757
OG0001200	Praj.g_00114	Syal.g_00759
OG0001201	Praj.g_00146	Syal.g_00821
OG0001202	Praj.g_00239	Syal.g_00956
OG0001203	Praj.g_00278	Syal.g_00683
OG0001204	Praj.g_00284	Syal.g_01201
OG0001205	Praj.g_00439	Syal.g_00515
OG0001206	Praj.g_00458	Syal.g_00490
OG0001207	Praj.g_00469	Syal.g_02889
OG0001208	Praj.g_00475	Syal.g_02899
OG0001209	Praj.g_00526	Syal.g_02835
OG0001210	Praj.g_00531	Syal.g_02827
OG0001211	Praj.g_00541	Syal.g_02811
OG0001212	Praj.g_00583	Syal.g_02754
OG0001213	Praj.g_00617	Syal.g_02701
OG0001214	Praj.g_00625	Syal.g_02634
OG0001215	Praj.g_00683	Syal.g_01786
OG0001216	Praj.g_00700	Syal.g_01861
OG0001217	Praj.g_00091	Syal.g_02067
OG0001218	Praj.g_00740	Syal.g_00429
OG0001219	Praj.g_00915	Syal.g_02036
OG0001220	Praj.g_00825	Syal.g_02494
OG0001221	Praj.g_00899	Syal.g_02258
OG0001222	Praj.g_00847	Syal.g_02006
OG0001223	Praj.g_00964	Syal.g_01960
OG0001224	Praj.g_01020	Syal.g_01827
OG0001225	Praj.g_01022	Syal.g_01825
OG0001227	Praj.g_01045	Syal.g_01575
OG0001228	Praj.g_01411	Syal.g_02451
OG0001229	Praj.g_01160	Syal.g_01801
OG0001230	Praj.g_01623	Syal.g_00029
OG0001231	Praj.g_00744	Syal.g_00114
OG0001232	Praj.g_01789	Syal.g_00622
OG0001233	Praj.g_01809	Syal.g_00645
OG0001234	Praj.g_01884	Syal.g_00212
OG0001236	Praj.g_01989	Syal.g_01352
OG0001237	Praj.g_01993	Syal.g_01362
OG0001238	Praj.g_02095	Syal.g_01085
OG0001239	Praj.g_00109	Syal.g_00754
OG0001240	Praj.g_00131	Syal.g_00804
OG0001241	Praj.g_00140	Syal.g_00814
OG0001242	Praj.g_00159	Syal.g_00844
OG0001243	Praj.g_00166	Syal.g_00852
OG0001244	Praj.g_00182	Syal.g_00882
OG0001245	Praj.g_01244	Syal.g_02522
OG0001246	Praj.g_00496	Syal.g_02927
OG0001247	Praj.g_00676	Syal.g_01126
OG0001248	Praj.g_00678	Syal.g_01778
OG0001249	Praj.g_00373	Syal.g_00337
OG0001251	Praj.g_01858	Syal.g_02576
OG0001252	Praj.g_01015	Syal.g_01834
OG0001253	Praj.g_01728	Syal.g_02521
OG0001254	Praj.g_01834	Syal.g_02507
OG0001255	Praj.g_01477	Syal.g_02609
OG0001256	Praj.g_01719	Syal.g_00571
OG0001257	Praj.g_01724	Syal.g_02262
OG0001259	Praj.g_01807	Syal.g_00643
OG0001260	Praj.g_01824	Syal.g_00665
OG0001261	Praj.g_01943	Syal.g_00265
OG0001262	Praj.g_02077	Syal.g_00154
OG0001263	Praj.g_00169	Syal.g_00856
OG0001264	Praj.g_01508, Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595	Syal.g_00191
OG0001269	Praj.g_00824	Syal.g_02567
OG0001273	Praj.g_00619	Syal.g_02641
OG0001277	Praj.g_02123	Syal.g_02963
OG0001279	Praj.g_01155	Syal.g_02565
OG0001280	Praj.g_01527	Syal.g_01604
OG0001281	Praj.g_01533	Syal.g_01592
OG0001282	Praj.g_01576	Syal.g_02887
OG0001283	Praj.g_02132	Syal.g_01179
OG0001284	Praj.g_01705	Syal.g_03007
OG0001285	Praj.g_01792	Syal.g_00625
OG0001286	Praj.g_01956	Syal.g_00280
OG0001287	Praj.g_02014	Syal.g_01461
OG0001288	Praj.g_02025	Syal.g_01513
OG0001289	Praj.g_00125	Syal.g_00781
OG0001290	Praj.g_00139	Syal.g_00813
OG0001294	Praj.g_01564, Praj.g_01497	Syal.g_02207
OG0001295	Praj.g_01485	Syal.g_01828
OG0001296	Praj.g_00501	Syal.g_02933
OG0001299	Praj.g_00655	Syal.g_02200
OG0001300	Praj.g_00687	Syal.g_01795
OG0001301	Praj.g_00689	Syal.g_01941, Syal.g_01810
OG0001302	Praj.g_00913	Syal.g_02607
OG0001303	Praj.g_01344	Syal.g_02033
OG0001304	Praj.g_01006	Syal.g_01899
OG0001305	Praj.g_00842	Syal.g_01817
OG0001306	Praj.g_01475	Syal.g_01626
OG0001307	Praj.g_01547	Syal.g_02195
OG0001308	Praj.g_01642	Syal.g_00392
OG0001309	Praj.g_00510	Syal.g_02943
OG0001310	Praj.g_01779	Syal.g_00605
OG0001311	Praj.g_00998	Syal.g_01912
OG0001312	Praj.g_00924	Syal.g_02024
OG0001315	Praj.g_01974	Syal.g_00300
OG0001316	Praj.g_00180	Syal.g_00872
OG0001317	Praj.g_00274	Syal.g_00687
OG0001318	Praj.g_00295	Syal.g_01228
OG0001321	Praj.g_00445	Syal.g_00508
OG0001322	Praj.g_00446	Syal.g_00507
OG0001324	Praj.g_00688	Syal.g_01796
OG0001325	Praj.g_00703	Syal.g_01865
OG0001326	Praj.g_01850	Syal.g_01138
OG0001327	Praj.g_00876	Syal.g_02296
OG0001328	Praj.g_00895	Syal.g_02266
OG0001329	Praj.g_01727	Syal.g_01188
OG0001330	Praj.g_01521	Syal.g_01611
OG0001332	Praj.g_01677	Syal.g_02965
OG0001334	Praj.g_01979	Syal.g_00311
OG0001335	Praj.g_01980	Syal.g_00312
OG0001336	Praj.g_02133	Syal.g_01180
OG0001337	Praj.g_00367	Syal.g_00308, Syal.g_00327
OG0001339	Praj.g_00142	Syal.g_00816
OG0001340	Praj.g_00368	Syal.g_00328
OG0001341	Praj.g_00069	Syal.g_02538
OG0001343	Praj.g_00867	Syal.g_01190
OG0001344	Praj.g_01457	Syal.g_01658
OG0001345	Praj.g_01441	Syal.g_01694
OG0001346	Praj.g_01529	Syal.g_01600
OG0001347	Praj.g_02039	Syal.g_01531
OG0001348	Praj.g_01082	Syal.g_01849
OG0001351	Praj.g_00448	Syal.g_00501
OG0001354	Praj.g_00956	Syal.g_01973
OG0001357	Praj.g_01222	Syal.g_00433
OG0001358	Praj.g_00608	Syal.g_02715
OG0001359	Praj.g_00868	Syal.g_01189
OG0001360	Praj.g_01439	Syal.g_01696
OG0001362	Praj.g_01646	Syal.g_00397
OG0001363	Praj.g_00454	Syal.g_00399
OG0001365	Praj.g_02088	Syal.g_01072
OG0001368	Praj.g_01171, Praj.g_01152	Syal.g_01200
OG0001369	Praj.g_00130	Syal.g_00803
OG0001373	Praj.g_01849	Syal.g_01137
OG0001374	Praj.g_01857	Syal.g_01145
OG0001375	Praj.g_00866	Syal.g_01191
OG0001376	Praj.g_00854	Syal.g_01095
OG0001377	Praj.g_00855	Syal.g_01094
OG0001378	Praj.g_00428	Syal.g_00529
OG0001385	Praj.g_01846	Syal.g_01134
OG0001386	Praj.g_01847	Syal.g_01135
OG0001387	Praj.g_01848	Syal.g_01136
OG0001388	Praj.g_01851	Syal.g_01139
OG0001389	Praj.g_01852	Syal.g_01140
OG0001390	Praj.g_01853	Syal.g_01141
OG0001391	Praj.g_01854	Syal.g_01142
OG0001392	Praj.g_01855	Syal.g_01143
OG0001393	Praj.g_01856	Syal.g_01144
OG0001394	Praj.g_00903	Syal.g_02250
OG0001395	Praj.g_01009	Syal.g_02432
OG0001396	Praj.g_02040	Syal.g_01532
OG0001397	Praj.g_01647	Syal.g_00398
OG0001398	Praj.g_00717	Syal.g_00774
OG0001401	Praj.g_00807	Syal.g_02463
OG0001402	Praj.g_00612	Syal.g_02711
OG0001404	Praj.g_00106	Syal.g_00750
OG0001405	Praj.g_00361	Syal.g_00314
OG0001406	Praj.g_00853	Syal.g_01096
OG0001407	Praj.g_00858	Syal.g_01774
OG0001408	Praj.g_00082	Syal.g_02589
OG0001409	Praj.g_01453	Syal.g_01671
OG0001410	Praj.g_01548	Syal.g_02194
OG0001413	Praj.g_00745	Syal.g_02570
OG0001417	Praj.g_01496	Syal.g_01974
OG0001419	Praj.g_00736	Syal.g_01775
OG0001420	Praj.g_01142	Syal.g_02955
OG0001423	Praj.g_01598	Syal.g_00726
OG0001425	Praj.g_02098	Syal.g_01089
OG0001430	Praj.g_00856	Syal.g_01055
OG0001432	Praj.g_00988	Syal.g_02578
OG0001433	Praj.g_01118	Syal.g_02212
OG0001434	Praj.g_00908	Syal.g_02245
OG0001435	Praj.g_00883	Syal.g_02290
OG0001439	Praj.g_00342	Syal.g_01306
OG0001442	Praj.g_01612	Syal.g_02234
OG0001443	Praj.g_01841	Syal.g_01101
OG0001445	Praj.g_00064, Praj.g_01504, Praj.g_01506, Praj.g_01510, Praj.g_01515, Praj.g_02036, Praj.g_00068, Praj.g_01382, Praj.g_01516, Praj.g_01511, Praj.g_00086, Praj.g_00080, Praj.g_00059, Praj.g_01509, Praj.g_00058, Praj.g_01514	Syal.g_01467
OG0001447	Praj.g_00167	Syal.g_00853
OG0001454	Praj.g_01237	Syal.g_02566
OG0001456	Praj.g_01503	Syal.g_01146
OG0001457	Praj.g_01502	Syal.g_01147
OG0001458	Praj.g_01501	Syal.g_01148
OG0001459	Praj.g_01123	Syal.g_01493, Syal.g_02104
OG0001460	Praj.g_01117	Syal.g_02211
OG0001461	Praj.g_01381	Syal.g_02091
OG0001470	Praj.g_02057	Syal.g_00181
OG0001471	Praj.g_01498	Syal.g_01301
OG0001473	Praj.g_01560	Syal.g_02571
OG0001474	Praj.g_00385	Syal.g_00354
OG0001475	Praj.g_02052	Syal.g_00184
OG0001476	Praj.g_01454	Syal.g_01667
OG0001477	Praj.g_01370	Syal.g_01807
OG0001480	Praj.g_01173	Syal.g_02599
OG0001481	Praj.g_01031	Syal.g_00504
OG0001482	Praj.g_01044	Syal.g_01964
OG0001488	Praj.g_01448	Syal.g_01677
OG0001489	Praj.g_01967	Syal.g_00291
OG0001495	Praj.g_01890	Syal.g_00223
OG0001496	Praj.g_01368	Syal.g_01804
OG0001497	Praj.g_01369	Syal.g_01806
OG0001498	Praj.g_00404	Syal.g_00554
OG0001499	Praj.g_00093	Syal.g_00086
OG0001504	Praj.g_01124	Syal.g_02103, Syal.g_01492
OG0001507	Praj.g_01140	Syal.g_02094
OG0001508	Praj.g_02053	Syal.g_00180
OG0001510	Praj.g_02018	Syal.g_01489
OG0001511	Praj.g_00150	Syal.g_00829
OG0001512	Praj.g_01746	Syal.g_00682
OG0001513	Praj.g_00041	Syal.g_00298
OG0001514	Praj.g_01367	Syal.g_01803
OG0001515	Praj.g_00685	Syal.g_01791
OG0001516	Praj.g_00652	Syal.g_02197
OG0001517	Praj.g_00381	Syal.g_00348
OG0001518	Praj.g_02097	Syal.g_01087
OG0001519	Praj.g_02102	Syal.g_01103
OG0001525	Praj.g_01760, Praj.g_00060	Syal.g_02585
OG0001528	Praj.g_02056	Syal.g_00182
OG0001529	Praj.g_00045	Syal.g_00145
OG0001530	Praj.g_00149	Syal.g_00827
OG0001531	Praj.g_00279	Syal.g_00681
OG0001532	Praj.g_01431	Syal.g_01710
OG0001534	Praj.g_01007	Syal.g_01898
OG0001535	Praj.g_00996	Syal.g_01917
OG0001536	Praj.g_00942	Syal.g_01996
OG0001537	Praj.g_00900	Syal.g_02257
OG0001538	Praj.g_00774	Syal.g_01870
OG0001539	Praj.g_00878	Syal.g_02294
OG0001540	Praj.g_00171	Syal.g_00858
OG0001541	Praj.g_00219	Syal.g_00924
OG0001542	Praj.g_00225	Syal.g_00935
OG0001543	Praj.g_00850	Syal.g_00988
OG0001544	Praj.g_02101	Syal.g_01102
OG0001545	Praj.g_02122	Syal.g_01170
OG0001551	Praj.g_01843	Syal.g_01781
OG0001555	Praj.g_01748	Syal.g_02484
OG0001557	Praj.g_00904	Syal.g_02249
OG0001559	Praj.g_00148	Syal.g_00826
OG0001560	Praj.g_00138	Syal.g_00812
OG0001561	Praj.g_01000	Syal.g_01910
OG0001562	Praj.g_00990	Syal.g_01926
OG0001563	Praj.g_01951	Syal.g_00274
OG0001570	Praj.g_01284	Syal.g_02053
OG0001575	Praj.g_00556	Syal.g_02793
OG0001576	Praj.g_01541	Syal.g_01582
OG0001577	Praj.g_01465	Syal.g_01648
OG0001578	Praj.g_01362	Syal.g_01562
OG0001579	Praj.g_00365	Syal.g_00318
OG0001582	Praj.g_01494	Syal.g_02644
OG0001585	Praj.g_01260	Syal.g_00712
OG0001589	Praj.g_01811	Syal.g_00647
OG0001591	Praj.g_00662	Syal.g_02209
OG0001623	Praj.g_00369	Syal.g_00331
OG0001634	Praj.g_00658	Syal.g_02203
OG0001644	Praj.g_00713	Syal.g_02426
OG0001656	Praj.g_00364	Syal.g_00317
OG0001659	Praj.g_01435	Syal.g_01706
OG0001666	Praj.g_01122	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Praj.g_01164	Syal.g_02863
OG0001673	Praj.g_00272	Syal.g_00689
OG0001676	Praj.g_00366	Syal.g_00320
OG0001692	Praj.g_01627	Syal.g_00024
OG0001694	Praj.g_00317	Syal.g_01265
OG0001695	Praj.g_02118	Syal.g_01165
OG0001703	Praj.g_00470	Syal.g_02890
OG0001713	Praj.g_01088	Syal.g_01668
OG0001715	Praj.g_01177	Syal.g_02550
OG0001719	Praj.g_01225	Syal.g_01472
OG0001722	Praj.g_00871	Syal.g_00730
OG0001733	Praj.g_01107	Syal.g_02213
OG0001738	Praj.g_00355	Syal.g_01320
OG0001739	Praj.g_02117	Syal.g_01163
OG0001740	Praj.g_02121	Syal.g_01167
OG0001744	Praj.g_01219	Syal.g_00735
OG0001810	Praj.g_00694	Syal.g_00878
OG0001816	Praj.g_00875	Syal.g_02297
OG0001835	Praj.g_01373	Syal.g_00713
OG0001915	Praj.g_02140	Syal.g_00088
OG0001954	Praj.g_01167	Syal.g_02517
OG0001990	Praj.g_00066	Syal.g_01168
OG0002018	Praj.g_02120	Syal.g_01166
OG0002177	Praj.g_01400	Syal.g_02864
OG0002229	Praj.g_02033	Syal.g_00187
OG0002380	Praj.g_01376	Syal.g_00701
OG0002434	Praj.g_00550	Syal.g_02802
OG0002563	Praj.g_01608	Syal.g_00071
OG0002704	Praj.g_02032	Syal.g_00188
OG0002808	Praj.g_00033	Syal.g_00139
OG0003784	Praj.g_01906	Syal.g_00437
