Orthogroup	Praj	Syan
OG0001182	Praj.g_01970	Syan.g_02179
OG0001183	Praj.g_01976	Syan.g_02166
OG0001184	Praj.g_01992	Syan.g_01929
OG0001185	Praj.g_02007	Syan.g_01902
OG0001186	Praj.g_02046	Syan.g_01864
OG0001187	Praj.g_02060	Syan.g_01811
OG0001188	Praj.g_02062	Syan.g_01806
OG0001189	Praj.g_02079	Syan.g_01723
OG0001190	Praj.g_02084	Syan.g_01565
OG0001191	Praj.g_02094	Syan.g_01578
OG0001192	Praj.g_02099	Syan.g_01585
OG0001193	Praj.g_02112	Syan.g_01626
OG0001194	Praj.g_02113	Syan.g_01627
OG0001195	Praj.g_02114	Syan.g_01628
OG0001196	Praj.g_02136	Syan.g_01693
OG0001197	Praj.g_02138	Syan.g_01695
OG0001198	Praj.g_02146	Syan.g_01793
OG0001199	Praj.g_00112	Syan.g_02913
OG0001200	Praj.g_00114	Syan.g_02915
OG0001201	Praj.g_00146	Syan.g_02975
OG0001202	Praj.g_00239	Syan.g_03084
OG0001203	Praj.g_00278	Syan.g_02426
OG0001204	Praj.g_00284	Syan.g_02097
OG0001205	Praj.g_00439	Syan.g_01337
OG0001206	Praj.g_00458	Syan.g_02880
OG0001207	Praj.g_00469	Syan.g_02772
OG0001208	Praj.g_00475	Syan.g_02762
OG0001209	Praj.g_00526	Syan.g_01163
OG0001210	Praj.g_00531	Syan.g_00830
OG0001211	Praj.g_00541	Syan.g_00852
OG0001212	Praj.g_00583	Syan.g_01002
OG0001213	Praj.g_00617	Syan.g_01141
OG0001214	Praj.g_00625	Syan.g_00814
OG0001215	Praj.g_00683	Syan.g_00539
OG0001216	Praj.g_00700	Syan.g_00319
OG0001217	Praj.g_00091	Syan.g_00617
OG0001218	Praj.g_00740	Syan.g_02837
OG0001219	Praj.g_00915	Syan.g_00477
OG0001220	Praj.g_00825	Syan.g_00203
OG0001221	Praj.g_00899	Syan.g_01446
OG0001222	Praj.g_00847	Syan.g_00552
OG0001223	Praj.g_00964	Syan.g_00599
OG0001224	Praj.g_01020	Syan.g_00294
OG0001225	Praj.g_01022	Syan.g_00292
OG0001227	Praj.g_01045	Syan.g_00940
OG0001228	Praj.g_01411	Syan.g_01938
OG0001229	Praj.g_01160	Syan.g_02631
OG0001230	Praj.g_01623	Syan.g_01288
OG0001231	Praj.g_00744	Syan.g_01764
OG0001232	Praj.g_01789	Syan.g_01439
OG0001233	Praj.g_01809	Syan.g_01461
OG0001234	Praj.g_01884	Syan.g_01995
OG0001235	Praj.g_01888	Syan.g_02130
OG0001236	Praj.g_01989	Syan.g_01933
OG0001237	Praj.g_01993	Syan.g_01928
OG0001239	Praj.g_00109	Syan.g_02910
OG0001240	Praj.g_00131	Syan.g_02963
OG0001242	Praj.g_00159	Syan.g_02297
OG0001243	Praj.g_00166	Syan.g_02289
OG0001244	Praj.g_00182	Syan.g_03004
OG0001245	Praj.g_01244	Syan.g_00179
OG0001246	Praj.g_00496	Syan.g_02734
OG0001247	Praj.g_00676	Syan.g_00199
OG0001249	Praj.g_00373	Syan.g_02150
OG0001251	Praj.g_01858	Syan.g_00490
OG0001252	Praj.g_01015	Syan.g_00304
OG0001253	Praj.g_01728	Syan.g_00099
OG0001254	Praj.g_01834	Syan.g_01148
OG0001256	Praj.g_01719	Syan.g_01384
OG0001259	Praj.g_01807	Syan.g_01459
OG0001260	Praj.g_01824	Syan.g_01478
OG0001261	Praj.g_01943	Syan.g_02209
OG0001262	Praj.g_02077	Syan.g_01721
OG0001263	Praj.g_00169	Syan.g_02286
OG0001264	Praj.g_01508, Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595	Syan.g_02949
OG0001277	Praj.g_02123	Syan.g_00007
OG0001279	Praj.g_01155	Syan.g_01306
OG0001281	Praj.g_01533	Syan.g_01220
OG0001282	Praj.g_01576	Syan.g_02774
OG0001283	Praj.g_02132	Syan.g_01687
OG0001284	Praj.g_01705	Syan.g_01369
OG0001285	Praj.g_01792	Syan.g_00977
OG0001286	Praj.g_01956	Syan.g_02193
OG0001287	Praj.g_02014	Syan.g_01894
OG0001289	Praj.g_00125	Syan.g_02942
OG0001294	Praj.g_01564, Praj.g_01497	Syan.g_00758
OG0001295	Praj.g_01485	Syan.g_00836
OG0001296	Praj.g_00501	Syan.g_02728
OG0001297	Praj.g_00506	Syan.g_02724
OG0001299	Praj.g_00655	Syan.g_00764
OG0001303	Praj.g_01344	Syan.g_00479
OG0001304	Praj.g_01006	Syan.g_00345
OG0001305	Praj.g_00842	Syan.g_00191
OG0001306	Praj.g_01475	Syan.g_02714
OG0001308	Praj.g_01642	Syan.g_01248
OG0001309	Praj.g_00510	Syan.g_01196
OG0001310	Praj.g_01779	Syan.g_01422
OG0001311	Praj.g_00998	Syan.g_00358
OG0001312	Praj.g_00924	Syan.g_00496
OG0001315	Praj.g_01974	Syan.g_02168
OG0001317	Praj.g_00274	Syan.g_02422
OG0001318	Praj.g_00295	Syan.g_02060
OG0001325	Praj.g_00703	Syan.g_00323
OG0001326	Praj.g_01850	Syan.g_01636
OG0001327	Praj.g_00876	Syan.g_00753
OG0001328	Praj.g_00895	Syan.g_02675
OG0001329	Praj.g_01727	Syan.g_00838
OG0001330	Praj.g_01521	Syan.g_01202
OG0001331	Praj.g_01581	Syan.g_02779
OG0001332	Praj.g_01677	Syan.g_00412
OG0001336	Praj.g_02133	Syan.g_01688
OG0001337	Praj.g_00367	Syan.g_02151
OG0001341	Praj.g_00069	Syan.g_00524
OG0001345	Praj.g_01441	Syan.g_02655
OG0001346	Praj.g_01529	Syan.g_01214
OG0001347	Praj.g_02039	Syan.g_01852
OG0001351	Praj.g_00448	Syan.g_02804
OG0001354	Praj.g_00956	Syan.g_00585
OG0001356	Praj.g_01119	Syan.g_00067
OG0001357	Praj.g_01222	Syan.g_01250
OG0001358	Praj.g_00608	Syan.g_00017
OG0001360	Praj.g_01439	Syan.g_02653
OG0001365	Praj.g_02088	Syan.g_01570
OG0001366	Praj.g_01565, Praj.g_00037, Praj.g_01597	Syan.g_00616
OG0001368	Praj.g_01171, Praj.g_01152	Syan.g_02098
OG0001369	Praj.g_00130	Syan.g_02962
OG0001371	Praj.g_00671	Syan.g_02927, Syan.g_02928
OG0001373	Praj.g_01849	Syan.g_01635
OG0001374	Praj.g_01857	Syan.g_01644
OG0001376	Praj.g_00854	Syan.g_00511
OG0001377	Praj.g_00855	Syan.g_00510
OG0001378	Praj.g_00428	Syan.g_02392
OG0001380	Praj.g_01484	Syan.g_00442
OG0001385	Praj.g_01846	Syan.g_01632
OG0001386	Praj.g_01847	Syan.g_01633
OG0001387	Praj.g_01848	Syan.g_01634
OG0001388	Praj.g_01851	Syan.g_01637
OG0001389	Praj.g_01852	Syan.g_01639
OG0001390	Praj.g_01853	Syan.g_01640
OG0001391	Praj.g_01854	Syan.g_01641
OG0001392	Praj.g_01855	Syan.g_01642
OG0001393	Praj.g_01856	Syan.g_01643
OG0001394	Praj.g_00903	Syan.g_00722
OG0001395	Praj.g_01009	Syan.g_00340
OG0001396	Praj.g_02040	Syan.g_01851
OG0001398	Praj.g_00717	Syan.g_02932
OG0001401	Praj.g_00807	Syan.g_00376
OG0001402	Praj.g_00612	Syan.g_00011
OG0001403	Praj.g_00030	Syan.g_01744
OG0001404	Praj.g_00106	Syan.g_00343
OG0001406	Praj.g_00853	Syan.g_00512
OG0001407	Praj.g_00858	Syan.g_00455
OG0001408	Praj.g_00082	Syan.g_00073
OG0001409	Praj.g_01453	Syan.g_00284
OG0001415	Praj.g_00270	Syan.g_01004
OG0001417	Praj.g_01496	Syan.g_00583
OG0001418	Praj.g_00677	Syan.g_02689
OG0001419	Praj.g_00736	Syan.g_00454
OG0001420	Praj.g_01142	Syan.g_01180
OG0001422	Praj.g_01041	Syan.g_00645
OG0001423	Praj.g_01598	Syan.g_01318
OG0001425	Praj.g_02098	Syan.g_01584
OG0001429	Praj.g_00916	Syan.g_00480
OG0001432	Praj.g_00988	Syan.g_00092
OG0001433	Praj.g_01118	Syan.g_00245
OG0001434	Praj.g_00908	Syan.g_00717
OG0001435	Praj.g_00883	Syan.g_00745
OG0001437	Praj.g_00269	Syan.g_01005
OG0001439	Praj.g_00342	Syan.g_01986
OG0001441	Praj.g_00513	Syan.g_01191
OG0001442	Praj.g_01612	Syan.g_00709
OG0001443	Praj.g_01841	Syan.g_01590
OG0001447	Praj.g_00167	Syan.g_02288
OG0001453	Praj.g_00967	Syan.g_00608
OG0001454	Praj.g_01237	Syan.g_00418
OG0001456	Praj.g_01503	Syan.g_01646
OG0001457	Praj.g_01502	Syan.g_01647
OG0001458	Praj.g_01501	Syan.g_01648
OG0001459	Praj.g_01123	Syan.g_02343
OG0001460	Praj.g_01117	Syan.g_00244
OG0001461	Praj.g_01381	Syan.g_00657
OG0001467	Praj.g_00098	Syan.g_00107
OG0001471	Praj.g_01498	Syan.g_01991
OG0001473	Praj.g_01560	Syan.g_00133
OG0001474	Praj.g_00385	Syan.g_02137
OG0001475	Praj.g_02052	Syan.g_01833
OG0001476	Praj.g_01454	Syan.g_00283
OG0001480	Praj.g_01173	Syan.g_00072
OG0001487	Praj.g_01670	Syan.g_02836
OG0001488	Praj.g_01448	Syan.g_02666
OG0001489	Praj.g_01967	Syan.g_02182
OG0001495	Praj.g_01890	Syan.g_02257
OG0001496	Praj.g_01368	Syan.g_01154
OG0001497	Praj.g_01369	Syan.g_01155
OG0001498	Praj.g_00404	Syan.g_02317
OG0001504	Praj.g_01124	Syan.g_02344
OG0001507	Praj.g_01140	Syan.g_02695
OG0001508	Praj.g_02053	Syan.g_01814
OG0001510	Praj.g_02018	Syan.g_01890
OG0001511	Praj.g_00150	Syan.g_02983
OG0001512	Praj.g_01746	Syan.g_02428
OG0001513	Praj.g_00041	Syan.g_03078
OG0001515	Praj.g_00685	Syan.g_00505
OG0001516	Praj.g_00652	Syan.g_00172
OG0001517	Praj.g_00381	Syan.g_02143
OG0001518	Praj.g_02097	Syan.g_01582
OG0001519	Praj.g_02102	Syan.g_01592
OG0001522	Praj.g_00803	Syan.g_00464
OG0001525	Praj.g_01760, Praj.g_00060	Syan.g_00831
OG0001528	Praj.g_02056	Syan.g_01818
OG0001529	Praj.g_00045	Syan.g_01730
OG0001530	Praj.g_00149	Syan.g_02981
OG0001531	Praj.g_00279	Syan.g_01511, Syan.g_02436
OG0001532	Praj.g_01431	Syan.g_02637
OG0001534	Praj.g_01007	Syan.g_00344
OG0001535	Praj.g_00996	Syan.g_00362
OG0001536	Praj.g_00942	Syan.g_00560
OG0001537	Praj.g_00900	Syan.g_00729
OG0001538	Praj.g_00774	Syan.g_00685
OG0001539	Praj.g_00878	Syan.g_00750
OG0001540	Praj.g_00171	Syan.g_02284
OG0001541	Praj.g_00219	Syan.g_03048
OG0001542	Praj.g_00225	Syan.g_03059
OG0001543	Praj.g_00850	Syan.g_03110
OG0001544	Praj.g_02101	Syan.g_01591
OG0001545	Praj.g_02122	Syan.g_01661
OG0001549	Praj.g_00834	Syan.g_00077
OG0001553	Praj.g_01629	Syan.g_01282
OG0001556	Praj.g_01109	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001557	Praj.g_00904	Syan.g_00721
OG0001559	Praj.g_00148	Syan.g_02980
OG0001560	Praj.g_00138	Syan.g_02969
OG0001561	Praj.g_01000	Syan.g_00356
OG0001562	Praj.g_00990	Syan.g_00650
OG0001563	Praj.g_01951	Syan.g_02200
OG0001566	Praj.g_00667	Syan.g_01072
OG0001570	Praj.g_01284	Syan.g_00636
OG0001575	Praj.g_00556	Syan.g_00870
OG0001576	Praj.g_01541	Syan.g_01242
OG0001577	Praj.g_01465	Syan.g_02701
OG0001578	Praj.g_01362	Syan.g_01652
OG0001584	Praj.g_00759	Syan.g_00701
OG0001589	Praj.g_01811	Syan.g_01463
OG0001591	Praj.g_00662	Syan.g_00756
OG0001623	Praj.g_00369	Syan.g_02154, Syan.g_00212, Syan.g_02158
OG0001634	Praj.g_00658	Syan.g_00761
OG0001642	Praj.g_01558	Syan.g_02603
OG0001644	Praj.g_00713	Syan.g_00336
OG0001659	Praj.g_01435	Syan.g_02642
OG0001666	Praj.g_01122	Syan.g_02339
OG0001673	Praj.g_00272	Syan.g_02896
OG0001691	Praj.g_01010	Syan.g_01609
OG0001692	Praj.g_01627	Syan.g_01284
OG0001694	Praj.g_00317	Syan.g_02021
OG0001695	Praj.g_02118	Syan.g_01656
OG0001700	Praj.g_01116	Syan.g_00938
OG0001703	Praj.g_00470	Syan.g_02770
OG0001715	Praj.g_01177	Syan.g_00415
OG0001733	Praj.g_01107	Syan.g_00275
OG0001738	Praj.g_00355	Syan.g_01970
OG0001739	Praj.g_02117	Syan.g_01654
OG0001740	Praj.g_02121	Syan.g_01659
OG0001769	Praj.g_01387	Syan.g_00794
OG0001774	Praj.g_00668	Syan.g_02509
OG0001810	Praj.g_00694	Syan.g_02265
OG0001816	Praj.g_00875	Syan.g_00754
OG0001907	Praj.g_00181	Syan.g_00148
OG0001915	Praj.g_02140	Syan.g_01702
OG0001954	Praj.g_01167	Syan.g_00547
OG0001955	Praj.g_00077	Syan.g_00517
OG0001977	Praj.g_02108	Syan.g_01621
OG0001978	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421	Syan.g_01808
OG0001990	Praj.g_00066	Syan.g_01660
OG0002018	Praj.g_02120	Syan.g_01658
OG0002052	Praj.g_00848	Syan.g_00061
OG0002227	Praj.g_01111	Syan.g_00243
OG0002229	Praj.g_02033	Syan.g_01871
OG0002347	Praj.g_01795	Syan.g_01444
OG0002449	Praj.g_02119	Syan.g_01657
OG0003068	Praj.g_01752, Praj.g_00422	Syan.g_01809
