Orthogroup	Praj	Syaa
OG0001129	Praj.g_01017	Syaa.g_00870
OG0001130	Praj.g_01018	Syaa.g_00871
OG0001131	Praj.g_00852	Syaa.g_01108
OG0001132	Praj.g_01063	Syaa.g_01468
OG0001133	Praj.g_01040	Syaa.g_01656
OG0001134	Praj.g_01832	Syaa.g_01028
OG0001136	Praj.g_01463	Syaa.g_00767
OG0001137	Praj.g_01452	Syaa.g_00786
OG0001138	Praj.g_01432	Syaa.g_01002
OG0001139	Praj.g_01430	Syaa.g_01000
OG0001140	Praj.g_01429	Syaa.g_00999
OG0001141	Praj.g_01428	Syaa.g_00998
OG0001142	Praj.g_01427	Syaa.g_00997
OG0001143	Praj.g_01420	Syaa.g_00987
OG0001144	Praj.g_01415	Syaa.g_00978
OG0001145	Praj.g_01520	Syaa.g_00748
OG0001146	Praj.g_01532	Syaa.g_00729
OG0001147	Praj.g_01550	Syaa.g_01837
OG0001148	Praj.g_01577	Syaa.g_02061
OG0001149	Praj.g_01578	Syaa.g_02062
OG0001150	Praj.g_01579	Syaa.g_02063
OG0001151	Praj.g_01590	Syaa.g_02076
OG0001152	Praj.g_01591	Syaa.g_02077
OG0001153	Praj.g_01662	Syaa.g_01811
OG0001154	Praj.g_01663	Syaa.g_01812
OG0001156	Praj.g_01682	Syaa.g_00623
OG0001157	Praj.g_01683	Syaa.g_00622
OG0001158	Praj.g_01684	Syaa.g_00619
OG0001159	Praj.g_01685	Syaa.g_00618
OG0001160	Praj.g_01711	Syaa.g_00574
OG0001161	Praj.g_01499	Syaa.g_02620
OG0001162	Praj.g_01723	Syaa.g_01203
OG0001163	Praj.g_01761	Syaa.g_00566
OG0001164	Praj.g_01765	Syaa.g_00560
OG0001165	Praj.g_01767	Syaa.g_00555
OG0001166	Praj.g_01785	Syaa.g_00527
OG0001167	Praj.g_01803	Syaa.g_00673
OG0001168	Praj.g_01804	Syaa.g_00672
OG0001169	Praj.g_01806	Syaa.g_00670
OG0001170	Praj.g_01808	Syaa.g_00668
OG0001171	Praj.g_01818	Syaa.g_00655
OG0001172	Praj.g_01872	Syaa.g_02347
OG0001173	Praj.g_01873	Syaa.g_02346
OG0001174	Praj.g_01881	Syaa.g_02338
OG0001175	Praj.g_01882	Syaa.g_02337
OG0001176	Praj.g_01893	Syaa.g_02314
OG0001177	Praj.g_01891	Syaa.g_02316
OG0001178	Praj.g_01236	Syaa.g_00546
OG0001179	Praj.g_01935	Syaa.g_02268
OG0001180	Praj.g_01958	Syaa.g_02243
OG0001181	Praj.g_01962	Syaa.g_02239
OG0001182	Praj.g_01970	Syaa.g_02230
OG0001183	Praj.g_01976	Syaa.g_02224
OG0001184	Praj.g_01992	Syaa.g_00151
OG0001186	Praj.g_02046	Syaa.g_00081
OG0001187	Praj.g_02060	Syaa.g_00082
OG0001188	Praj.g_02062	Syaa.g_00075
OG0001189	Praj.g_02079	Syaa.g_00057
OG0001190	Praj.g_02084	Syaa.g_02592
OG0001191	Praj.g_02094	Syaa.g_02605
OG0001192	Praj.g_02099	Syaa.g_02612
OG0001193	Praj.g_02112	Syaa.g_02658
OG0001194	Praj.g_02113	Syaa.g_02660
OG0001195	Praj.g_02114	Syaa.g_02661
OG0001196	Praj.g_02136	Syaa.g_02741
OG0001197	Praj.g_02138	Syaa.g_02743
OG0001198	Praj.g_02146	Syaa.g_02755
OG0001199	Praj.g_00112	Syaa.g_00347
OG0001200	Praj.g_00114	Syaa.g_00345
OG0001201	Praj.g_00146	Syaa.g_02381
OG0001202	Praj.g_00239	Syaa.g_02528
OG0001203	Praj.g_00278	Syaa.g_02106
OG0001204	Praj.g_00284	Syaa.g_00316
OG0001205	Praj.g_00439	Syaa.g_00713
OG0001206	Praj.g_00458	Syaa.g_01855
OG0001207	Praj.g_00469	Syaa.g_02058
OG0001208	Praj.g_00475	Syaa.g_02049
OG0001209	Praj.g_00526	Syaa.g_01977
OG0001210	Praj.g_00531	Syaa.g_01967
OG0001211	Praj.g_00541	Syaa.g_01950
OG0001212	Praj.g_00583	Syaa.g_01892
OG0001213	Praj.g_00617	Syaa.g_01646
OG0001214	Praj.g_00625	Syaa.g_01631
OG0001215	Praj.g_00683	Syaa.g_00914
OG0001216	Praj.g_00700	Syaa.g_01238
OG0001217	Praj.g_00091	Syaa.g_01559
OG0001218	Praj.g_00740	Syaa.g_01820
OG0001219	Praj.g_00915	Syaa.g_01404
OG0001220	Praj.g_00825	Syaa.g_00812
OG0001221	Praj.g_00899	Syaa.g_01111
OG0001222	Praj.g_00847	Syaa.g_01371
OG0001223	Praj.g_00964	Syaa.g_01326
OG0001224	Praj.g_01020	Syaa.g_00874
OG0001225	Praj.g_01022	Syaa.g_00876
OG0001227	Praj.g_01045	Syaa.g_02622
OG0001228	Praj.g_01411	Syaa.g_00695
OG0001229	Praj.g_01160	Syaa.g_00899
OG0001230	Praj.g_01623	Syaa.g_01764
OG0001231	Praj.g_00744	Syaa.g_00017
OG0001232	Praj.g_01789	Syaa.g_00508
OG0001233	Praj.g_01809	Syaa.g_00667
OG0001234	Praj.g_01884	Syaa.g_02333
OG0001235	Praj.g_01888	Syaa.g_02323
OG0001236	Praj.g_01989	Syaa.g_00154
OG0001238	Praj.g_02095	Syaa.g_02607
OG0001239	Praj.g_00109	Syaa.g_00350
OG0001240	Praj.g_00131	Syaa.g_02364
OG0001241	Praj.g_00140	Syaa.g_02374
OG0001242	Praj.g_00159	Syaa.g_02407
OG0001243	Praj.g_00166	Syaa.g_02415
OG0001244	Praj.g_00182	Syaa.g_02445
OG0001245	Praj.g_01244	Syaa.g_01492
OG0001246	Praj.g_00496	Syaa.g_02023
OG0001247	Praj.g_00676	Syaa.g_01207
OG0001248	Praj.g_00678	Syaa.g_01204
OG0001251	Praj.g_01858	Syaa.g_02667
OG0001252	Praj.g_01015	Syaa.g_00867
OG0001253	Praj.g_01728	Syaa.g_01467
OG0001254	Praj.g_01834	Syaa.g_01029
OG0001255	Praj.g_01477	Syaa.g_01696
OG0001256	Praj.g_01719	Syaa.g_00567
OG0001257	Praj.g_01724	Syaa.g_00405, Syaa.g_01418
OG0001259	Praj.g_01807	Syaa.g_00669
OG0001260	Praj.g_01824	Syaa.g_00642
OG0001261	Praj.g_01943	Syaa.g_02259
OG0001262	Praj.g_02077	Syaa.g_00059
OG0001263	Praj.g_00169	Syaa.g_02418
OG0001269	Praj.g_00824	Syaa.g_01499
OG0001273	Praj.g_00619	Syaa.g_01639
OG0001277	Praj.g_02123	Syaa.g_02724
OG0001279	Praj.g_01155	Syaa.g_01749
OG0001280	Praj.g_01527	Syaa.g_00738
OG0001281	Praj.g_01533	Syaa.g_00728
OG0001282	Praj.g_01576	Syaa.g_02060
OG0001283	Praj.g_02132	Syaa.g_02734
OG0001284	Praj.g_01705	Syaa.g_00583
OG0001286	Praj.g_01956	Syaa.g_02245
OG0001287	Praj.g_02014	Syaa.g_00121
OG0001289	Praj.g_00125	Syaa.g_00327
OG0001290	Praj.g_00139	Syaa.g_02373
OG0001294	Praj.g_01564, Praj.g_01497	Syaa.g_01076
OG0001295	Praj.g_01485	Syaa.g_01964
OG0001296	Praj.g_00501	Syaa.g_02017
OG0001297	Praj.g_00506	Syaa.g_02013
OG0001299	Praj.g_00655	Syaa.g_01070
OG0001300	Praj.g_00687	Syaa.g_00905
OG0001301	Praj.g_00689	Syaa.g_00891
OG0001302	Praj.g_00913	Syaa.g_01600
OG0001303	Praj.g_01344	Syaa.g_01402
OG0001304	Praj.g_01006	Syaa.g_01281
OG0001305	Praj.g_00842	Syaa.g_00885
OG0001306	Praj.g_01475	Syaa.g_00753
OG0001309	Praj.g_00510	Syaa.g_02005
OG0001310	Praj.g_01779	Syaa.g_00535
OG0001311	Praj.g_00998	Syaa.g_01293
OG0001312	Praj.g_00924	Syaa.g_01391
OG0001315	Praj.g_01974	Syaa.g_02226
OG0001316	Praj.g_00180	Syaa.g_02434
OG0001317	Praj.g_00274	Syaa.g_02112
OG0001318	Praj.g_00295	Syaa.g_00296
OG0001321	Praj.g_00445	Syaa.g_00719
OG0001322	Praj.g_00446	Syaa.g_00720
OG0001324	Praj.g_00688	Syaa.g_00904
OG0001325	Praj.g_00703	Syaa.g_01243
OG0001326	Praj.g_01850	Syaa.g_00396, Syaa.g_02672
OG0001327	Praj.g_00876	Syaa.g_01083
OG0001328	Praj.g_00895	Syaa.g_01104
OG0001330	Praj.g_01521	Syaa.g_00746
OG0001331	Praj.g_01581	Syaa.g_02065
OG0001334	Praj.g_01979	Syaa.g_02216
OG0001335	Praj.g_01980	Syaa.g_02215
OG0001336	Praj.g_02133	Syaa.g_02735
OG0001337	Praj.g_00367	Syaa.g_02219, Syaa.g_02200
OG0001339	Praj.g_00142	Syaa.g_02376
OG0001340	Praj.g_00368	Syaa.g_02199
OG0001341	Praj.g_00069	Syaa.g_00897
OG0001343	Praj.g_00867	Syaa.g_02664
OG0001344	Praj.g_01457	Syaa.g_00775
OG0001345	Praj.g_01441	Syaa.g_00803
OG0001346	Praj.g_01529	Syaa.g_00734
OG0001347	Praj.g_02039	Syaa.g_00195, Syaa.g_00445, Syaa.g_01019
OG0001348	Praj.g_01082	Syaa.g_00847
OG0001351	Praj.g_00448	Syaa.g_01863
OG0001352	Praj.g_00672	Syaa.g_01987
OG0001354	Praj.g_00956	Syaa.g_01338
OG0001355	Praj.g_01726	Syaa.g_01524
OG0001356	Praj.g_01119	Syaa.g_00848
OG0001357	Praj.g_01222	Syaa.g_02307
OG0001358	Praj.g_00608	Syaa.g_01663
OG0001359	Praj.g_00868	Syaa.g_02663
OG0001360	Praj.g_01439	Syaa.g_00805
OG0001362	Praj.g_01646	Syaa.g_01789
OG0001363	Praj.g_00454	Syaa.g_01791
OG0001366	Praj.g_01565, Praj.g_00037, Praj.g_01597	Syaa.g_01369
OG0001368	Praj.g_01171, Praj.g_01152	Syaa.g_00317
OG0001369	Praj.g_00130	Syaa.g_02363
OG0001370	Praj.g_01193	Syaa.g_02140, Syaa.g_01218
OG0001373	Praj.g_01849	Syaa.g_02671
OG0001374	Praj.g_01857	Syaa.g_02679
OG0001375	Praj.g_00866	Syaa.g_02665
OG0001376	Praj.g_00854	Syaa.g_02614
OG0001377	Praj.g_00855	Syaa.g_02613
OG0001378	Praj.g_00428	Syaa.g_00700
OG0001385	Praj.g_01846	Syaa.g_02668
OG0001386	Praj.g_01847	Syaa.g_02669
OG0001387	Praj.g_01848	Syaa.g_02670
OG0001388	Praj.g_01851	Syaa.g_02673
OG0001389	Praj.g_01852	Syaa.g_02674
OG0001390	Praj.g_01853	Syaa.g_02675
OG0001391	Praj.g_01854	Syaa.g_02676
OG0001392	Praj.g_01855	Syaa.g_02677
OG0001393	Praj.g_01856	Syaa.g_02678
OG0001394	Praj.g_00903	Syaa.g_01118
OG0001395	Praj.g_01009	Syaa.g_01267
OG0001396	Praj.g_02040	Syaa.g_01018, Syaa.g_00444
OG0001398	Praj.g_00717	Syaa.g_01424
OG0001401	Praj.g_00807	Syaa.g_00837
OG0001402	Praj.g_00612	Syaa.g_01658
OG0001404	Praj.g_00106	Syaa.g_00355
OG0001405	Praj.g_00361	Syaa.g_02213
OG0001406	Praj.g_00853	Syaa.g_02615
OG0001407	Praj.g_00858	Syaa.g_01986
OG0001408	Praj.g_00082	Syaa.g_00953
OG0001412	Praj.g_02038	Syaa.g_00442
OG0001413	Praj.g_00745	Syaa.g_01590
OG0001417	Praj.g_01496	Syaa.g_01339
OG0001419	Praj.g_00736	Syaa.g_01985
OG0001420	Praj.g_01142	Syaa.g_01991
OG0001421	Praj.g_01720	Syaa.g_01583, Syaa.g_01469
OG0001422	Praj.g_01041	Syaa.g_00743
OG0001423	Praj.g_01598	Syaa.g_00365
OG0001430	Praj.g_00856	Syaa.g_02584
OG0001432	Praj.g_00988	Syaa.g_00930
OG0001433	Praj.g_01118	Syaa.g_00849
OG0001434	Praj.g_00908	Syaa.g_01123
OG0001435	Praj.g_00883	Syaa.g_01090
OG0001439	Praj.g_00342	Syaa.g_00221
OG0001441	Praj.g_00513	Syaa.g_02000
OG0001442	Praj.g_01612	Syaa.g_01138
OG0001443	Praj.g_01841	Syaa.g_02617
OG0001447	Praj.g_00167	Syaa.g_02416
OG0001453	Praj.g_00967	Syaa.g_01319
OG0001454	Praj.g_01237	Syaa.g_01580
OG0001456	Praj.g_01503	Syaa.g_02687
OG0001457	Praj.g_01502	Syaa.g_02688
OG0001458	Praj.g_01501	Syaa.g_02689
OG0001459	Praj.g_01123	Syaa.g_01040
OG0001460	Praj.g_01117	Syaa.g_00850
OG0001461	Praj.g_01381	Syaa.g_02328
OG0001467	Praj.g_00098	Syaa.g_01601
OG0001468	Praj.g_00865	Syaa.g_01597
OG0001470	Praj.g_02057	Syaa.g_00693
OG0001471	Praj.g_01498	Syaa.g_00226
OG0001473	Praj.g_01560	Syaa.g_01603
OG0001474	Praj.g_00385	Syaa.g_02175
OG0001475	Praj.g_02052	Syaa.g_00691
OG0001477	Praj.g_01370	Syaa.g_00893
OG0001480	Praj.g_01173	Syaa.g_00810
OG0001482	Praj.g_01044	Syaa.g_01329
OG0001487	Praj.g_01670	Syaa.g_01819
OG0001488	Praj.g_01448	Syaa.g_00791
OG0001489	Praj.g_01967	Syaa.g_02234
OG0001495	Praj.g_01890	Syaa.g_02317
OG0001496	Praj.g_01368	Syaa.g_00895
OG0001497	Praj.g_01369	Syaa.g_00894
OG0001498	Praj.g_00404	Syaa.g_02148
OG0001499	Praj.g_00093	Syaa.g_01698
OG0001504	Praj.g_01124	Syaa.g_01039
OG0001507	Praj.g_01140	Syaa.g_02137
OG0001508	Praj.g_02053	Syaa.g_00694
OG0001510	Praj.g_02018	Syaa.g_00116
OG0001511	Praj.g_00150	Syaa.g_02389
OG0001512	Praj.g_01746	Syaa.g_02105
OG0001514	Praj.g_01367	Syaa.g_00896
OG0001515	Praj.g_00685	Syaa.g_00909
OG0001516	Praj.g_00652	Syaa.g_01067
OG0001517	Praj.g_00381	Syaa.g_02181
OG0001518	Praj.g_02097	Syaa.g_02609
OG0001519	Praj.g_02102	Syaa.g_02619
OG0001523	Praj.g_01837	Syaa.g_02713
OG0001524	Praj.g_01838	Syaa.g_02714
OG0001528	Praj.g_02056	Syaa.g_00692
OG0001529	Praj.g_00045	Syaa.g_00050
OG0001530	Praj.g_00149	Syaa.g_02387
OG0001531	Praj.g_00279	Syaa.g_02104
OG0001532	Praj.g_01431	Syaa.g_01001
OG0001534	Praj.g_01007	Syaa.g_01280
OG0001535	Praj.g_00996	Syaa.g_01297
OG0001536	Praj.g_00942	Syaa.g_01362
OG0001537	Praj.g_00900	Syaa.g_01112
OG0001538	Praj.g_00774	Syaa.g_01159
OG0001539	Praj.g_00878	Syaa.g_01085
OG0001540	Praj.g_00171	Syaa.g_02420
OG0001541	Praj.g_00219	Syaa.g_02490
OG0001542	Praj.g_00225	Syaa.g_02499
OG0001543	Praj.g_00850	Syaa.g_02547
OG0001544	Praj.g_02101	Syaa.g_02618
OG0001545	Praj.g_02122	Syaa.g_02723
OG0001548	Praj.g_01061	Syaa.g_01573
OG0001549	Praj.g_00834	Syaa.g_00806
OG0001551	Praj.g_01843	Syaa.g_00853
OG0001552	Praj.g_01840	Syaa.g_01229
OG0001556	Praj.g_01109	Syaa.g_01008
OG0001557	Praj.g_00904	Syaa.g_01119
OG0001559	Praj.g_00148	Syaa.g_02386
OG0001560	Praj.g_00138	Syaa.g_02372
OG0001561	Praj.g_01000	Syaa.g_01291
OG0001562	Praj.g_00990	Syaa.g_01305
OG0001563	Praj.g_01951	Syaa.g_02250
OG0001570	Praj.g_01284	Syaa.g_01693
OG0001575	Praj.g_00556	Syaa.g_01933
OG0001577	Praj.g_01465	Syaa.g_00765
OG0001578	Praj.g_01362	Syaa.g_01576
OG0001579	Praj.g_00365	Syaa.g_02207
OG0001582	Praj.g_01494	Syaa.g_01746
OG0001589	Praj.g_01811	Syaa.g_00664
OG0001591	Praj.g_00662	Syaa.g_01078
OG0001607	Praj.g_01181	Syaa.g_01519
OG0001613	Praj.g_01973	Syaa.g_02227
OG0001623	Praj.g_00369	Syaa.g_02194
OG0001633	Praj.g_01866	Syaa.g_00855
OG0001634	Praj.g_00658	Syaa.g_01073
OG0001642	Praj.g_01558	Syaa.g_00814
OG0001644	Praj.g_00713	Syaa.g_01263
OG0001656	Praj.g_00364	Syaa.g_02209
OG0001659	Praj.g_01435	Syaa.g_01006
OG0001666	Praj.g_01122	Syaa.g_01506, Syaa.g_00399
OG0001667	Praj.g_01164	Syaa.g_01129
OG0001673	Praj.g_00272	Syaa.g_02114
OG0001691	Praj.g_01010	Syaa.g_01665
OG0001692	Praj.g_01627	Syaa.g_01769
OG0001694	Praj.g_00317	Syaa.g_00260
OG0001695	Praj.g_02118	Syaa.g_02708
OG0001700	Praj.g_01116	Syaa.g_01423
OG0001703	Praj.g_00470	Syaa.g_02057
OG0001713	Praj.g_01088	Syaa.g_00783
OG0001715	Praj.g_01177	Syaa.g_01563
OG0001718	Praj.g_01095	Syaa.g_00941
OG0001733	Praj.g_01107	Syaa.g_01080
OG0001738	Praj.g_00355	Syaa.g_00204
OG0001739	Praj.g_02117	Syaa.g_02706
OG0001740	Praj.g_02121	Syaa.g_02720
OG0001769	Praj.g_01387	Syaa.g_01614
OG0001810	Praj.g_00694	Syaa.g_02432
OG0001816	Praj.g_00875	Syaa.g_01082
OG0001907	Praj.g_00181	Syaa.g_02441
OG0001915	Praj.g_02140	Syaa.g_02750
OG0001916	Praj.g_00488	Syaa.g_02034
OG0001954	Praj.g_01167	Syaa.g_01438
OG0001959	Praj.g_01607, Praj.g_02047, Praj.g_02048	Syaa.g_01047
OG0001990	Praj.g_00066	Syaa.g_02721
OG0001991	Praj.g_01120	Syaa.g_01102
OG0002227	Praj.g_01111	Syaa.g_02611
OG0002344	Praj.g_00398	Syaa.g_02159, Syaa.g_02396
OG0002347	Praj.g_01795	Syaa.g_00512
OG0002374	Praj.g_01114	Syaa.g_00991
OG0002381	Praj.g_01551	Syaa.g_02454
OG0002506	Praj.g_00861	Syaa.g_00878
OG0002507	Praj.g_01343, Praj.g_00980	Syaa.g_00939
OG0002585	Praj.g_00401	Syaa.g_02154, Syaa.g_02391
OG0002808	Praj.g_00033	Syaa.g_00044
