Orthogroup	Praj	Syap
OG0001474	Praj.g_00385	Syap.g_00562
OG0001475	Praj.g_02052	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001487	Praj.g_01670	Syap.g_00699
OG0001488	Praj.g_01448	Syap.g_00209
OG0001489	Praj.g_01967	Syap.g_00603
OG0001495	Praj.g_01890	Syap.g_01921
OG0001498	Praj.g_00404	Syap.g_02044, Syap.g_02043
OG0001504	Praj.g_01124	Syap.g_00350
OG0001507	Praj.g_01140	Syap.g_00227
OG0001508	Praj.g_02053	Syap.g_00808
OG0001510	Praj.g_02018	Syap.g_01117
OG0001511	Praj.g_00150	Syap.g_02629, Syap.g_02676
OG0001512	Praj.g_01746	Syap.g_01151, Syap.g_01152
OG0001515	Praj.g_00685	Syap.g_00906
OG0001517	Praj.g_00381	Syap.g_00568
OG0001518	Praj.g_02097	Syap.g_01026
OG0001519	Praj.g_02102	Syap.g_02079
OG0001528	Praj.g_02056	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Praj.g_00045	Syap.g_01809
OG0001530	Praj.g_00149	Syap.g_02627
OG0001531	Praj.g_00279	Syap.g_01150
OG0001534	Praj.g_01007	Syap.g_00534
OG0001535	Praj.g_00996	Syap.g_01875
OG0001536	Praj.g_00942	Syap.g_02018
OG0001537	Praj.g_00900	Syap.g_00153
OG0001538	Praj.g_00774	Syap.g_00199
OG0001539	Praj.g_00878	Syap.g_02370
OG0001540	Praj.g_00171	Syap.g_02214
OG0001541	Praj.g_00219	Syap.g_01187
OG0001542	Praj.g_00225	Syap.g_01177
OG0001543	Praj.g_00850	Syap.g_01417, Syap.g_01416
OG0001553	Praj.g_01629	Syap.g_02121
OG0001556	Praj.g_01109	Syap.g_00041, Syap.g_00411
OG0001557	Praj.g_00904	Syap.g_00162
OG0001562	Praj.g_00990	Syap.g_02700
OG0001563	Praj.g_01951	Syap.g_00473
OG0001570	Praj.g_01284	Syap.g_00438
OG0001577	Praj.g_01465	Syap.g_00232
OG0001578	Praj.g_01362	Syap.g_01818
OG0001584	Praj.g_00759	Syap.g_00183
OG0001613	Praj.g_01973	Syap.g_00597
OG0001623	Praj.g_00369	Syap.g_00578, Syap.g_00582, Syap.g_00585
OG0001632	Praj.g_01146	Syap.g_02524
OG0001634	Praj.g_00658	Syap.g_01956
OG0001642	Praj.g_01558	Syap.g_00530
OG0001644	Praj.g_00713	Syap.g_00346
OG0001659	Praj.g_01435	Syap.g_01892
OG0001673	Praj.g_00272	Syap.g_01163
OG0001692	Praj.g_01627	Syap.g_02120
OG0001694	Praj.g_00317	Syap.g_01358
OG0001700	Praj.g_01116	Syap.g_00975
OG0001713	Praj.g_01088	Syap.g_00349
OG0001715	Praj.g_01177	Syap.g_00665
OG0001733	Praj.g_01107	Syap.g_00794
OG0001738	Praj.g_00355	Syap.g_01657
OG0001739	Praj.g_02117	Syap.g_01815, Syap.g_01816
OG0001769	Praj.g_01387	Syap.g_00643
OG0001915	Praj.g_02140	Syap.g_02313
OG0001956	Praj.g_00830	Syap.g_01978
OG0001959	Praj.g_01607, Praj.g_02047, Praj.g_02048	Syap.g_02163
OG0001977	Praj.g_02108	Syap.g_02094
OG0001991	Praj.g_01120	Syap.g_00791
OG0002227	Praj.g_01111	Syap.g_01023, Syap.g_01022
OG0002229	Praj.g_02033	Syap.g_01002, Syap.g_00858
OG0002347	Praj.g_01795	Syap.g_01387
OG0002506	Praj.g_00861	Syap.g_01555
OG0002808	Praj.g_00033	Syap.g_01798
OG0003418	Praj.g_02045	Syap.g_00873
OG0005525	Praj.g_01605	Syap.g_00810
