Orthogroup	Syao	Prbf
OG0001128	Syao.g_00508	Prbf.g_01162
OG0001129	Syao.g_00510	Prbf.g_01163
OG0001130	Syao.g_00511	Prbf.g_01164
OG0001131	Syao.g_01387	Prbf.g_01705
OG0001132	Syao.g_01221	Prbf.g_00296
OG0001133	Syao.g_01333	Prbf.g_00094
OG0001134	Syao.g_01428	Prbf.g_00788
OG0001135	Syao.g_01424	Prbf.g_00785
OG0001136	Syao.g_00126	Prbf.g_00915
OG0001137	Syao.g_00194	Prbf.g_00927
OG0001138	Syao.g_00227	Prbf.g_00948
OG0001139	Syao.g_00225	Prbf.g_00950
OG0001140	Syao.g_00224	Prbf.g_00951
OG0001141	Syao.g_00254	Prbf.g_00952
OG0001142	Syao.g_00253	Prbf.g_00953
OG0001143	Syao.g_00243	Prbf.g_00960
OG0001144	Syao.g_00276	Prbf.g_00965
OG0001145	Syao.g_01446	Prbf.g_00034
OG0001146	Syao.g_01455	Prbf.g_00022
OG0001147	Syao.g_00095	Prbf.g_00002
OG0001148	Syao.g_00038	Prbf.g_00097
OG0001149	Syao.g_00039	Prbf.g_00098
OG0001150	Syao.g_00040	Prbf.g_00099
OG0001151	Syao.g_02706	Prbf.g_00110
OG0001152	Syao.g_02707	Prbf.g_00111
OG0001153	Syao.g_00083	Prbf.g_00189
OG0001154	Syao.g_00084	Prbf.g_00190
OG0001155	Syao.g_01747	Prbf.g_00207
OG0001156	Syao.g_01744	Prbf.g_00210
OG0001157	Syao.g_01743	Prbf.g_00211
OG0001158	Syao.g_01742	Prbf.g_00212
OG0001159	Syao.g_01741	Prbf.g_00213
OG0001160	Syao.g_01579	Prbf.g_00239
OG0001161	Syao.g_02373	Prbf.g_00750
OG0001162	Syao.g_02650	Prbf.g_00812
OG0001163	Syao.g_01571	Prbf.g_00702
OG0001164	Syao.g_01564	Prbf.g_00698
OG0001165	Syao.g_01559	Prbf.g_00695
OG0001166	Syao.g_01673	Prbf.g_00674
OG0001167	Syao.g_01006	Prbf.g_00657
OG0001168	Syao.g_01648	Prbf.g_00655
OG0001169	Syao.g_01646	Prbf.g_00653
OG0001170	Syao.g_01644	Prbf.g_00651
OG0001171	Syao.g_01632	Prbf.g_00641
OG0001172	Syao.g_01914	Prbf.g_00625
OG0001173	Syao.g_01915	Prbf.g_00624
OG0001174	Syao.g_01923	Prbf.g_00616
OG0001175	Syao.g_01924	Prbf.g_00615
OG0001176	Syao.g_01799	Prbf.g_00607
OG0001177	Syao.g_01802	Prbf.g_00605
OG0001178	Syao.g_01541	Prbf.g_00688
OG0001179	Syao.g_01768	Prbf.g_00575
OG0001180	Syao.g_01833	Prbf.g_00552
OG0001181	Syao.g_01829	Prbf.g_00548
OG0001182	Syao.g_01820	Prbf.g_00540
OG0001183	Syao.g_01851	Prbf.g_00535
OG0001184	Syao.g_02264	Prbf.g_00517
OG0001185	Syao.g_02147	Prbf.g_00501
OG0001186	Syao.g_02173	Prbf.g_00476
OG0001187	Syao.g_02171	Prbf.g_00473
OG0001188	Syao.g_02169	Prbf.g_00471
OG0001189	Syao.g_02215	Prbf.g_00455
OG0001190	Syao.g_02436	Prbf.g_00450
OG0001191	Syao.g_02449	Prbf.g_00440
OG0001192	Syao.g_02367	Prbf.g_00435
OG0001193	Syao.g_02284	Prbf.g_00423
OG0001194	Syao.g_02285	Prbf.g_00422
OG0001195	Syao.g_02286	Prbf.g_00421
OG0001196	Syao.g_02341	Prbf.g_00405
OG0001197	Syao.g_02343	Prbf.g_00403
OG0001198	Syao.g_02158	Prbf.g_00396
OG0001199	Syao.g_02623	Prbf.g_01401
OG0001200	Syao.g_02625	Prbf.g_01403
OG0001201	Syao.g_02601	Prbf.g_01436
OG0001202	Syao.g_02461	Prbf.g_01534
OG0001203	Syao.g_00296, Syao.g_01705	Prbf.g_01576
OG0001204	Syao.g_02117	Prbf.g_01582
OG0001205	Syao.g_01620	Prbf.g_01729
OG0001206	Syao.g_02701, Syao.g_02702	Prbf.g_01749
OG0001207	Syao.g_00035	Prbf.g_01760
OG0001208	Syao.g_00026	Prbf.g_01765
OG0001209	Syao.g_01415	Prbf.g_01816
OG0001210	Syao.g_00882	Prbf.g_01821
OG0001211	Syao.g_00861	Prbf.g_01831
OG0001212	Syao.g_01001	Prbf.g_01878
OG0001213	Syao.g_01322	Prbf.g_01913
OG0001214	Syao.g_00896	Prbf.g_00984
OG0001215	Syao.g_00700	Prbf.g_01272
OG0001216	Syao.g_00492	Prbf.g_01251
OG0001218	Syao.g_00092	Prbf.g_00855
OG0001219	Syao.g_00651	Prbf.g_01146
OG0001220	Syao.g_00393	Prbf.g_01189
OG0001221	Syao.g_01657	Prbf.g_01309
OG0001222	Syao.g_00687	Prbf.g_01067
OG0001223	Syao.g_00820	Prbf.g_01099
OG0001224	Syao.g_00427	Prbf.g_01166
OG0001226	Syao.g_02633	Prbf.g_01921
OG0001227	Syao.g_01047	Prbf.g_00870
OG0001228	Syao.g_02256	Prbf.g_00968
OG0001229	Syao.g_00220	Prbf.g_00856
OG0001230	Syao.g_01503	Prbf.g_00150
OG0001231	Syao.g_02254	Prbf.g_01706
OG0001232	Syao.g_01664	Prbf.g_00670
OG0001233	Syao.g_01643	Prbf.g_00650
OG0001234	Syao.g_02035	Prbf.g_00613
OG0001235	Syao.g_01863	Prbf.g_00609
OG0001236	Syao.g_02261	Prbf.g_00520
OG0001237	Syao.g_02265	Prbf.g_00516
OG0001238	Syao.g_02451	Prbf.g_00439
OG0001239	Syao.g_02620	Prbf.g_01398
OG0001240	Syao.g_02669	Prbf.g_01419
OG0001242	Syao.g_02576	Prbf.g_01449
OG0001243	Syao.g_02584	Prbf.g_01456
OG0001244	Syao.g_02477	Prbf.g_01471
OG0001245	Syao.g_00362	Prbf.g_00879
OG0001247	Syao.g_00390	Prbf.g_01279
OG0001249	Syao.g_01882	Prbf.g_01675
OG0001250	Syao.g_00556	Prbf.g_01202
OG0001251	Syao.g_00641	Prbf.g_00837
OG0001252	Syao.g_00507	Prbf.g_01161
OG0001253	Syao.g_01220	Prbf.g_01924
OG0001254	Syao.g_01426	Prbf.g_00786
OG0001255	Syao.g_00920	Prbf.g_00900
OG0001256	Syao.g_01572	Prbf.g_00246
OG0001258	Syao.g_01561	Prbf.g_00697
OG0001259	Syao.g_01645	Prbf.g_00652
OG0001260	Syao.g_01623	Prbf.g_00635
OG0001261	Syao.g_01814	Prbf.g_00567
OG0001263	Syao.g_02541	Prbf.g_01458
OG0001265	Syao.g_02574	Prbf.g_01448
OG0001266	Syao.g_02465	Prbf.g_01538
OG0001267	Syao.g_02063	Prbf.g_01620
OG0001268	Syao.g_01871	Prbf.g_01683
OG0001270	Syao.g_01733	Prbf.g_01718
OG0001271	Syao.g_02685	Prbf.g_01755
OG0001272	Syao.g_00120	Prbf.g_01769
OG0001274	Syao.g_02401	Prbf.g_01562
OG0001275	Syao.g_00806	Prbf.g_01089
OG0001276	Syao.g_00450	Prbf.g_01075
OG0001277	Syao.g_01334	Prbf.g_00417
OG0001278	Syao.g_00265	Prbf.g_00972
OG0001279	Syao.g_01528	Prbf.g_00339
OG0001281	Syao.g_01454	Prbf.g_00021
OG0001282	Syao.g_00037	Prbf.g_00096
OG0001283	Syao.g_02335	Prbf.g_00408
OG0001284	Syao.g_01587	Prbf.g_00232
OG0001285	Syao.g_01010	Prbf.g_00667
OG0001286	Syao.g_01835	Prbf.g_00554
OG0001288	Syao.g_02187	Prbf.g_00483
OG0001289	Syao.g_02649	Prbf.g_01413
OG0001291	Syao.g_02551	Prbf.g_01466
OG0001292	Syao.g_02111	Prbf.g_01587
OG0001293	Syao.g_02091	Prbf.g_01600
OG0001295	Syao.g_00878	Prbf.g_00824
OG0001296	Syao.g_00163	Prbf.g_01792
OG0001297	Syao.g_00159	Prbf.g_01797
OG0001298	Syao.g_01043	Prbf.g_01858
OG0001299	Syao.g_00942	Prbf.g_01015
OG0001302	Syao.g_02711	Prbf.g_01150
OG0001303	Syao.g_00649	Prbf.g_00731
OG0001304	Syao.g_00466	Prbf.g_01062
OG0001305	Syao.g_00382	Prbf.g_01174
OG0001306	Syao.g_00141	Prbf.g_00903
OG0001308	Syao.g_01500	Prbf.g_00167
OG0001310	Syao.g_01681	Prbf.g_00680
OG0001311	Syao.g_00452	Prbf.g_01073
OG0001312	Syao.g_00635	Prbf.g_01137
OG0001315	Syao.g_01853	Prbf.g_00865
OG0001317	Syao.g_01701	Prbf.g_01572
OG0001318	Syao.g_02099	Prbf.g_01596
OG0001319	Syao.g_02075	Prbf.g_01613
OG0001323	Syao.g_01392	Prbf.g_01802
OG0001325	Syao.g_00487	Prbf.g_01032
OG0001327	Syao.g_00953	Prbf.g_01332
OG0001328	Syao.g_00198	Prbf.g_00045
OG0001329	Syao.g_00876	Prbf.g_00734
OG0001330	Syao.g_01444	Prbf.g_00263
OG0001331	Syao.g_00042	Prbf.g_00101
OG0001332	Syao.g_01244	Prbf.g_00203
OG0001333	Syao.g_01649	Prbf.g_00656
OG0001335	Syao.g_01913	Prbf.g_00531
OG0001337	Syao.g_01884, Syao.g_01893	Prbf.g_01670
OG0001338	Syao.g_01890	Prbf.g_01673
OG0001340	Syao.g_01892	Prbf.g_01671
OG0001341	Syao.g_00602	Prbf.g_00863
OG0001343	Syao.g_01235	Prbf.g_00840
OG0001345	Syao.g_00179	Prbf.g_00938
OG0001351	Syao.g_00060	Prbf.g_01741
OG0001353	Syao.g_00439	Prbf.g_01212
OG0001354	Syao.g_00833	Prbf.g_01107
OG0001356	Syao.g_00301	Prbf.g_00705
OG0001357	Syao.g_00369	Prbf.g_00052
OG0001359	Syao.g_01234	Prbf.g_00839
OG0001364	Syao.g_01969	Prbf.g_00529
OG0001365	Syao.g_02441	Prbf.g_00446
OG0001368	Syao.g_02118	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001369	Syao.g_02668	Prbf.g_01418
OG0001371	Syao.g_02638	Prbf.g_01284
OG0001372	Syao.g_00368	Prbf.g_01922
OG0001375	Syao.g_01236	Prbf.g_00841
OG0001379	Syao.g_01441	Prbf.g_00032
OG0001380	Syao.g_00360	Prbf.g_00853, Prbf.g_00066
OG0001382	Syao.g_00766	Prbf.g_00063
OG0001394	Syao.g_00983	Prbf.g_01305
OG0001398	Syao.g_02641	Prbf.g_00801
OG0001401	Syao.g_00434	Prbf.g_01207
OG0001402	Syao.g_01338	Prbf.g_01907
OG0001403	Syao.g_02235	Prbf.g_01353
OG0001407	Syao.g_00519	Prbf.g_00059
OG0001411	Syao.g_01079, Syao.g_02007	Prbf.g_01388
OG0001415	Syao.g_00999	Prbf.g_01569
OG0001418	Syao.g_00212	Prbf.g_01278
OG0001419	Syao.g_00520	Prbf.g_00060
OG0001422	Syao.g_00284	Prbf.g_00056
OG0001423	Syao.g_00722	Prbf.g_00361
OG0001425	Syao.g_02366	Prbf.g_00436
OG0001429	Syao.g_00648	Prbf.g_01145
OG0001433	Syao.g_00300	Prbf.g_00706
OG0001434	Syao.g_00988	Prbf.g_01300
OG0001435	Syao.g_00961	Prbf.g_01324
OG0001437	Syao.g_00998	Prbf.g_01568
OG0001443	Syao.g_02369	Prbf.g_00857
OG0001460	Syao.g_00299	Prbf.g_00707
OG0001461	Syao.g_00788	Prbf.g_01379
OG0001467	Syao.g_01225	Prbf.g_00090
OG0001468	Syao.g_00604	Prbf.g_00849
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Prbf.g_00925
OG0001477	Syao.g_00408	Prbf.g_00316
OG0001486	Syao.g_00125	Prbf.g_00916
OG0001487	Syao.g_00091	Prbf.g_00197
OG0001488	Syao.g_00190	Prbf.g_00931
OG0001489	Syao.g_01823	Prbf.g_00543
OG0001496	Syao.g_00410	Prbf.g_00318
OG0001497	Syao.g_00409	Prbf.g_00317
OG0001498	Syao.g_01717	Prbf.g_01702
OG0001505	Syao.g_01138	Prbf.g_00313
OG0001510	Syao.g_01944	Prbf.g_00490, Prbf.g_00489
OG0001511	Syao.g_02593	Prbf.g_01440
OG0001512	Syao.g_01707	Prbf.g_00861
OG0001514	Syao.g_00411	Prbf.g_00319
OG0001515	Syao.g_00626	Prbf.g_01270
OG0001516	Syao.g_00939	Prbf.g_01012
OG0001517	Syao.g_01876	Prbf.g_01679
OG0001518	Syao.g_02365	Prbf.g_00437
OG0001519	Syao.g_02371	Prbf.g_00432
OG0001522	Syao.g_00568	Prbf.g_01211
OG0001525	Syao.g_00881	Prbf.g_00728
OG0001526	Syao.g_02559	Prbf.g_01383
OG0001527	Syao.g_00846	Prbf.g_01844
OG0001529	Syao.g_02222	Prbf.g_01363
OG0001530	Syao.g_02591	Prbf.g_01439
OG0001532	Syao.g_00226	Prbf.g_00949
OG0001534	Syao.g_00467	Prbf.g_01061
OG0001535	Syao.g_00448	Prbf.g_01077
OG0001536	Syao.g_00679	Prbf.g_01121
OG0001537	Syao.g_00977	Prbf.g_01308
OG0001538	Syao.g_00761	Prbf.g_01240
OG0001539	Syao.g_00956	Prbf.g_01330
OG0001540	Syao.g_02543	Prbf.g_01460
OG0001541	Syao.g_02518	Prbf.g_01514
OG0001542	Syao.g_02527	Prbf.g_01520
OG0001543	Syao.g_02382	Prbf.g_00040
OG0001544	Syao.g_02370	Prbf.g_00433
OG0001545	Syao.g_02312	Prbf.g_00418
OG0001557	Syao.g_00984	Prbf.g_01304
OG0001559	Syao.g_02590	Prbf.g_01438
OG0001560	Syao.g_02595	Prbf.g_01427
OG0001561	Syao.g_00454	Prbf.g_01071
OG0001562	Syao.g_00795	Prbf.g_01084
OG0001563	Syao.g_01841	Prbf.g_00559
OG0001564	Syao.g_01231, Syao.g_00883	Prbf.g_01382
OG0001566	Syao.g_01198	Prbf.g_01287
OG0001572	Syao.g_00721	Prbf.g_00338
OG0001574	Syao.g_00848	Prbf.g_01842
OG0001575	Syao.g_00843	Prbf.g_01847
OG0001576	Syao.g_01474	Prbf.g_00012
OG0001577	Syao.g_00128	Prbf.g_00913
OG0001579	Syao.g_01907	Prbf.g_01668
OG0001580	Syao.g_02425	Prbf.g_01370
OG0001584	Syao.g_00746	Prbf.g_01025
OG0001587	Syao.g_01693	Prbf.g_00633
OG0001588	Syao.g_01998	Prbf.g_01709
OG0001589	Syao.g_01639, Syao.g_01640	Prbf.g_00648
OG0001591	Syao.g_00950	Prbf.g_01291
OG0001592	Syao.g_02426	Prbf.g_01369
OG0001605	Syao.g_01284	Prbf.g_00286
OG0001614	Syao.g_02144	Prbf.g_00502
OG0001616	Syao.g_00174	Prbf.g_00941
OG0001617	Syao.g_01201	Prbf.g_01266
OG0001619	Syao.g_00690	Prbf.g_01128
OG0001620	Syao.g_01864	Prbf.g_01687
OG0001621	Syao.g_02103	Prbf.g_01592
OG0001622	Syao.g_02334	Prbf.g_00409
OG0001636	Syao.g_02229	Prbf.g_01357
OG0001638	Syao.g_01684	Prbf.g_00682
OG0001640	Syao.g_00502	Prbf.g_01158
OG0001641	Syao.g_00816	Prbf.g_01096
OG0001642	Syao.g_00233	Prbf.g_01191
OG0001643	Syao.g_00899	Prbf.g_00987
OG0001644	Syao.g_00474	Prbf.g_01042
OG0001654	Syao.g_01697	Prbf.g_00204
OG0001656	Syao.g_01908	Prbf.g_01667
OG0001657	Syao.g_02491	Prbf.g_01489
OG0001658	Syao.g_02435	Prbf.g_01365
OG0001659	Syao.g_00020	Prbf.g_00821
OG0001669	Syao.g_01817	Prbf.g_00008, Prbf.g_00751
OG0001676	Syao.g_01895	Prbf.g_01669
OG0001678	Syao.g_01938	Prbf.g_00626
OG0001679	Syao.g_02566, Syao.g_02565	Prbf.g_01674
OG0001691	Syao.g_00729	Prbf.g_01156
OG0001693	Syao.g_00389	Prbf.g_00749
OG0001701	Syao.g_02561	Prbf.g_01384
OG0001717	Syao.g_02505	Prbf.g_00323
OG0001733	Syao.g_00310	Prbf.g_00709
OG0001769	Syao.g_00916	Prbf.g_00866
OG0001771	Syao.g_01406	Prbf.g_00766
OG0001917	Syao.g_00449	Prbf.g_01076
OG0001923	Syao.g_01982, Syao.g_02124	Prbf.g_00132
OG0001955	Syao.g_00609	Prbf.g_00813
OG0001956	Syao.g_01376	Prbf.g_01184
OG0001996	Syao.g_02237	Prbf.g_01351
OG0002003	Syao.g_01337	Prbf.g_00288
OG0002019	Syao.g_02146	Prbf.g_00818
OG0002122	Syao.g_01336	Prbf.g_00289
OG0002246	Syao.g_00422, Syao.g_01724	Prbf.g_00745
OG0002348	Syao.g_01224	Prbf.g_00827
OG0002389	Syao.g_01819	Prbf.g_00539
OG0002397	Syao.g_01162	Prbf.g_01086
OG0002433	Syao.g_00363	Prbf.g_00802
OG0002588	Syao.g_01115	Prbf.g_00136
OG0002703	Syao.g_01120	Prbf.g_00311
OG0002729	Syao.g_01467	Prbf.g_00258
OG0002821	Syao.g_02562	Prbf.g_01385
OG0002822	Syao.g_02560	Prbf.g_01386
OG0002835	Syao.g_00611	Prbf.g_00742
