Orthogroup	Syao	Praw
OG0001177	Syao.g_01802	Praw.g_01895
OG0001178	Syao.g_01541	Praw.g_01890
OG0001179	Syao.g_01768	Praw.g_00112
OG0001180	Syao.g_01833	Praw.g_00090
OG0001181	Syao.g_01829	Praw.g_00086
OG0001182	Syao.g_01820	Praw.g_00079
OG0001183	Syao.g_01851	Praw.g_00075
OG0001184	Syao.g_02264	Praw.g_00059
OG0001185	Syao.g_02147	Praw.g_00045
OG0001186	Syao.g_02173	Praw.g_00021
OG0001187	Syao.g_02171	Praw.g_00017
OG0001188	Syao.g_02169	Praw.g_00015
OG0001189	Syao.g_02215	Praw.g_01191
OG0001190	Syao.g_02436	Praw.g_01187
OG0001191	Syao.g_02449	Praw.g_01177
OG0001192	Syao.g_02367	Praw.g_01172
OG0001193	Syao.g_02284	Praw.g_01162
OG0001194	Syao.g_02285	Praw.g_01161
OG0001195	Syao.g_02286	Praw.g_01160
OG0001196	Syao.g_02341	Praw.g_01147
OG0001197	Syao.g_02343	Praw.g_01146
OG0001198	Syao.g_02158	Praw.g_01139
OG0001199	Syao.g_02623	Praw.g_01360
OG0001200	Syao.g_02625	Praw.g_01358
OG0001201	Syao.g_02601	Praw.g_01327
OG0001202	Syao.g_02461	Praw.g_01236
OG0001203	Syao.g_00296, Syao.g_01705	Praw.g_01197
OG0001204	Syao.g_02117	Praw.g_00890
OG0001205	Syao.g_01620	Praw.g_00702
OG0001206	Syao.g_02701, Syao.g_02702	Praw.g_00685
OG0001207	Syao.g_00035	Praw.g_00670
OG0001209	Syao.g_01415	Praw.g_00613
OG0001210	Syao.g_00882	Praw.g_00608
OG0001211	Syao.g_00861	Praw.g_00598
OG0001212	Syao.g_01001	Praw.g_01942
OG0001213	Syao.g_01322	Praw.g_00165
OG0001214	Syao.g_00896	Praw.g_01885
OG0001215	Syao.g_00700	Praw.g_01832
OG0001216	Syao.g_00492	Praw.g_01807
OG0001218	Syao.g_00092	Praw.g_01751
OG0001219	Syao.g_00651	Praw.g_01708
OG0001220	Syao.g_00393	Praw.g_01647
OG0001221	Syao.g_01657	Praw.g_01586
OG0001222	Syao.g_00687	Praw.g_01547
OG0001223	Syao.g_00820	Praw.g_01521
OG0001224	Syao.g_00427	Praw.g_01471
OG0001226	Syao.g_02633	Praw.g_01443
OG0001227	Syao.g_01047	Praw.g_01424
OG0001228	Syao.g_02256	Praw.g_00279
OG0001229	Syao.g_00220	Praw.g_01014
OG0001230	Syao.g_01503	Praw.g_01091
OG0001231	Syao.g_02254	Praw.g_00432
OG0001232	Syao.g_01664	Praw.g_00538
OG0001233	Syao.g_01643	Praw.g_00558
OG0001234	Syao.g_02035	Praw.g_01902
OG0001235	Syao.g_01863	Praw.g_01893
OG0001236	Syao.g_02261	Praw.g_00062
OG0001237	Syao.g_02265	Praw.g_00058
OG0001238	Syao.g_02451	Praw.g_01176
OG0001239	Syao.g_02620	Praw.g_01363
OG0001242	Syao.g_02576	Praw.g_01316
OG0001243	Syao.g_02584	Praw.g_01310
OG0001244	Syao.g_02477	Praw.g_01294
OG0001245	Syao.g_00362	Praw.g_00753
OG0001247	Syao.g_00390	Praw.g_01839
OG0001249	Syao.g_01882	Praw.g_01719
OG0001250	Syao.g_00556	Praw.g_01658
OG0001251	Syao.g_00641	Praw.g_01610
OG0001252	Syao.g_00507	Praw.g_01476
OG0001253	Syao.g_01220	Praw.g_01423
OG0001254	Syao.g_01426	Praw.g_00203
OG0001255	Syao.g_00920	Praw.g_00218
OG0001256	Syao.g_01572	Praw.g_00425
OG0001257	Syao.g_00414	Praw.g_00431
OG0001258	Syao.g_01561	Praw.g_00512
OG0001259	Syao.g_01645	Praw.g_00556
OG0001260	Syao.g_01623	Praw.g_00573
OG0001261	Syao.g_01814	Praw.g_00104
OG0001262	Syao.g_02213	Praw.g_01193
OG0001263	Syao.g_02541	Praw.g_01307
OG0001265	Syao.g_02574	Praw.g_01317
OG0001266	Syao.g_02465	Praw.g_01232
OG0001267	Syao.g_02063	Praw.g_00854
OG0001268	Syao.g_01871	Praw.g_00791
OG0001270	Syao.g_01733	Praw.g_00713
OG0001271	Syao.g_02685	Praw.g_00675
OG0001272	Syao.g_00120	Praw.g_00662
OG0001274	Syao.g_02401	Praw.g_01819
OG0001275	Syao.g_00806	Praw.g_01511
OG0001276	Syao.g_00450	Praw.g_01492
OG0001277	Syao.g_01334	Praw.g_01435
OG0001278	Syao.g_00265	Praw.g_00284
OG0001279	Syao.g_01528	Praw.g_00930
OG0001281	Syao.g_01454	Praw.g_00986
OG0001282	Syao.g_00037	Praw.g_01017
OG0001284	Syao.g_01587	Praw.g_00407
OG0001285	Syao.g_01010	Praw.g_00541
OG0001286	Syao.g_01835	Praw.g_00092
OG0001288	Syao.g_02187	Praw.g_00028
OG0001289	Syao.g_02649	Praw.g_01347
OG0001291	Syao.g_02551	Praw.g_01300
OG0001292	Syao.g_02111	Praw.g_00885
OG0001293	Syao.g_02091	Praw.g_00873
OG0001294	Syao.g_00948	Praw.g_00755
OG0001295	Syao.g_00878	Praw.g_00680
OG0001296	Syao.g_00163	Praw.g_00639
OG0001297	Syao.g_00159	Praw.g_00634
OG0001298	Syao.g_01043	Praw.g_01924
OG0001299	Syao.g_00942	Praw.g_01856
OG0001302	Syao.g_02711	Praw.g_01710
OG0001303	Syao.g_00649	Praw.g_01507
OG0001304	Syao.g_00466	Praw.g_01482
OG0001305	Syao.g_00382	Praw.g_01463
OG0001306	Syao.g_00141	Praw.g_00220
OG0001308	Syao.g_01500	Praw.g_00347
OG0001310	Syao.g_01681	Praw.g_00527
OG0001311	Syao.g_00452	Praw.g_01490
OG0001312	Syao.g_00635	Praw.g_01558
OG0001313	Syao.g_02692	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001314	Syao.g_01276	Praw.g_01768
OG0001315	Syao.g_01853	Praw.g_01373
OG0001317	Syao.g_01701	Praw.g_01201
OG0001318	Syao.g_02099	Praw.g_00877
OG0001319	Syao.g_02075	Praw.g_00862
OG0001323	Syao.g_01392	Praw.g_00629
OG0001325	Syao.g_00487	Praw.g_01804
OG0001326	Syao.g_02293	Praw.g_01622
OG0001327	Syao.g_00953	Praw.g_01452
OG0001328	Syao.g_00198	Praw.g_01425
OG0001329	Syao.g_00876	Praw.g_00194
OG0001330	Syao.g_01444	Praw.g_00953
OG0001331	Syao.g_00042	Praw.g_01022
OG0001332	Syao.g_01244	Praw.g_00380
OG0001333	Syao.g_01649	Praw.g_00552
OG0001335	Syao.g_01913	Praw.g_00071
OG0001336	Syao.g_02336	Praw.g_01150
OG0001340	Syao.g_01892	Praw.g_00806
OG0001341	Syao.g_00602	Praw.g_01761
OG0001343	Syao.g_01235	Praw.g_01613
OG0001345	Syao.g_00179	Praw.g_00253
OG0001351	Syao.g_00060	Praw.g_00693
OG0001353	Syao.g_00439	Praw.g_01666
OG0001354	Syao.g_00833	Praw.g_01529
OG0001356	Syao.g_00301	Praw.g_01734
OG0001358	Syao.g_01343	Praw.g_00156
OG0001359	Syao.g_01234	Praw.g_01612
OG0001360	Syao.g_00177	Praw.g_01422
OG0001361	Syao.g_00182	Praw.g_00250
OG0001364	Syao.g_01969	Praw.g_00069
OG0001365	Syao.g_02441	Praw.g_01183
OG0001369	Syao.g_02668	Praw.g_01342
OG0001371	Syao.g_02638	Praw.g_01843
OG0001372	Syao.g_00368	Praw.g_01752
OG0001373	Syao.g_02291, Syao.g_02292	Praw.g_01623
OG0001374	Syao.g_02300	Praw.g_01615
OG0001375	Syao.g_01236	Praw.g_01614
OG0001376	Syao.g_00617	Praw.g_01458
OG0001377	Syao.g_00618	Praw.g_01457
OG0001378	Syao.g_01732	Praw.g_00171
OG0001379	Syao.g_01441	Praw.g_00975
OG0001380	Syao.g_00360	Praw.g_01003
OG0001382	Syao.g_00766	Praw.g_00445
OG0001385	Syao.g_02288	Praw.g_01626
OG0001386	Syao.g_02289	Praw.g_01625
OG0001387	Syao.g_02290	Praw.g_01624
OG0001388	Syao.g_02294	Praw.g_01621
OG0001389	Syao.g_02295	Praw.g_01620
OG0001390	Syao.g_02296	Praw.g_01619
OG0001391	Syao.g_02297	Praw.g_01618
OG0001392	Syao.g_02298	Praw.g_01617
OG0001393	Syao.g_02299	Praw.g_01616
OG0001395	Syao.g_00470	Praw.g_01480
OG0001396	Syao.g_02726	Praw.g_00341
OG0001398	Syao.g_02641	Praw.g_00459
OG0001399	Syao.g_01861	Praw.g_01900
OG0001401	Syao.g_00434	Praw.g_00908
OG0001402	Syao.g_01338	Praw.g_01744
OG0001403	Syao.g_02235	Praw.g_01398
OG0001405	Syao.g_01911	Praw.g_00808
OG0001406	Syao.g_00616	Praw.g_01459
OG0001407	Syao.g_00519	Praw.g_01445
OG0001408	Syao.g_01384	Praw.g_01440
OG0001415	Syao.g_00999	Praw.g_01204
OG0001416	Syao.g_01223	Praw.g_00688
OG0001417	Syao.g_00657	Praw.g_00678
OG0001418	Syao.g_00212	Praw.g_01838
OG0001419	Syao.g_00520	Praw.g_01444
OG0001420	Syao.g_01403	Praw.g_00179
OG0001422	Syao.g_00284	Praw.g_00451
OG0001425	Syao.g_02366	Praw.g_01173
OG0001429	Syao.g_00648	Praw.g_01707
OG0001432	Syao.g_01219	Praw.g_00420
OG0001433	Syao.g_00300	Praw.g_01735
OG0001434	Syao.g_00988	Praw.g_01578
OG0001437	Syao.g_00998	Praw.g_01205
OG0001438	Syao.g_02049	Praw.g_00841
OG0001439	Syao.g_02026	Praw.g_00827
OG0001441	Syao.g_01394	Praw.g_00627
OG0001442	Syao.g_00738	Praw.g_01770
OG0001443	Syao.g_02369	Praw.g_00498
OG0001447	Syao.g_02585	Praw.g_01309
OG0001449	Syao.g_01691	Praw.g_00738
OG0001452	Syao.g_02104	Praw.g_01609
OG0001453	Syao.g_00814	Praw.g_01517
OG0001454	Syao.g_01295	Praw.g_01429
OG0001456	Syao.g_00708	Praw.g_00211
OG0001457	Syao.g_00709	Praw.g_00212
OG0001458	Syao.g_00710	Praw.g_00213
OG0001459	Syao.g_00583	Praw.g_00939
OG0001460	Syao.g_00299	Praw.g_01736
OG0001462	Syao.g_02228	Praw.g_01394
OG0001467	Syao.g_01225	Praw.g_01718
OG0001468	Syao.g_00604	Praw.g_01454
OG0001471	Syao.g_02031	Praw.g_00422
OG0001473	Syao.g_00621	Praw.g_00020
OG0001477	Syao.g_00408	Praw.g_00320
OG0001479	Syao.g_01873	Praw.g_00793
OG0001486	Syao.g_00125	Praw.g_00232
OG0001492	Syao.g_00268	Praw.g_00281
OG0001493	Syao.g_00260	Praw.g_00289
OG0001496	Syao.g_00410	Praw.g_00318
OG0001497	Syao.g_00409	Praw.g_00319
OG0001502	Syao.g_00526	Praw.g_01727
OG0001507	Syao.g_00874	Praw.g_00478
OG0001514	Syao.g_00411	Praw.g_00317
OG0001525	Syao.g_00881	Praw.g_00436
OG0001526	Syao.g_02559	Praw.g_01049
OG0001546	Syao.g_01397	Praw.g_00624
OG0001547	Syao.g_00570	Praw.g_01725
OG0001553	Syao.g_01510	Praw.g_01086
OG0001554	Syao.g_00323	Praw.g_00427
OG0001556	Syao.g_00311	Praw.g_01742
OG0001558	Syao.g_02251	Praw.g_00911
OG0001564	Syao.g_01231, Syao.g_00883	Praw.g_01062
OG0001566	Syao.g_01198	Praw.g_01846
OG0001567	Syao.g_00571	Praw.g_01726
OG0001568	Syao.g_00569	Praw.g_01724
OG0001587	Syao.g_01693	Praw.g_01920
OG0001605	Syao.g_01284	Praw.g_01499
OG0001613	Syao.g_01854	Praw.g_00077
OG0001627	Syao.g_01698	Praw.g_01754
OG0001635	Syao.g_02182, Syao.g_02183	Praw.g_00480
OG0001647	Syao.g_02073	Praw.g_00861
OG0001652	Syao.g_02253	Praw.g_00909
OG0001671	Syao.g_02387	Praw.g_00916
OG0001700	Syao.g_00307	Praw.g_01737
OG0001701	Syao.g_02561	Praw.g_01918
OG0001775	Syao.g_00655	Praw.g_01442
OG0001782	Syao.g_01965	Praw.g_00799
OG0001792	Syao.g_00275	Praw.g_01068
OG0002244	Syao.g_00551	Praw.g_00477
OG0002363	Syao.g_02272	Praw.g_00719
OG0002486	Syao.g_01966	Praw.g_00800
OG0002778	Syao.g_01967	Praw.g_00801
