Orthogroup	Syao	Praj
OG0001170	Syao.g_01644	Praj.g_01808
OG0001171	Syao.g_01632	Praj.g_01818
OG0001172	Syao.g_01914	Praj.g_01872
OG0001173	Syao.g_01915	Praj.g_01873
OG0001174	Syao.g_01923	Praj.g_01881
OG0001175	Syao.g_01924	Praj.g_01882
OG0001176	Syao.g_01799	Praj.g_01893
OG0001177	Syao.g_01802	Praj.g_01891
OG0001178	Syao.g_01541	Praj.g_01236
OG0001179	Syao.g_01768	Praj.g_01935
OG0001180	Syao.g_01833	Praj.g_01958
OG0001181	Syao.g_01829	Praj.g_01962
OG0001182	Syao.g_01820	Praj.g_01970
OG0001183	Syao.g_01851	Praj.g_01976
OG0001184	Syao.g_02264	Praj.g_01992
OG0001185	Syao.g_02147	Praj.g_02007
OG0001186	Syao.g_02173	Praj.g_02046
OG0001187	Syao.g_02171	Praj.g_02060
OG0001188	Syao.g_02169	Praj.g_02062
OG0001189	Syao.g_02215	Praj.g_02079
OG0001190	Syao.g_02436	Praj.g_02084
OG0001191	Syao.g_02449	Praj.g_02094
OG0001192	Syao.g_02367	Praj.g_02099
OG0001193	Syao.g_02284	Praj.g_02112
OG0001194	Syao.g_02285	Praj.g_02113
OG0001195	Syao.g_02286	Praj.g_02114
OG0001196	Syao.g_02341	Praj.g_02136
OG0001197	Syao.g_02343	Praj.g_02138
OG0001198	Syao.g_02158	Praj.g_02146
OG0001199	Syao.g_02623	Praj.g_00112
OG0001200	Syao.g_02625	Praj.g_00114
OG0001201	Syao.g_02601	Praj.g_00146
OG0001202	Syao.g_02461	Praj.g_00239
OG0001203	Syao.g_00296, Syao.g_01705	Praj.g_00278
OG0001204	Syao.g_02117	Praj.g_00284
OG0001205	Syao.g_01620	Praj.g_00439
OG0001206	Syao.g_02701, Syao.g_02702	Praj.g_00458
OG0001207	Syao.g_00035	Praj.g_00469
OG0001208	Syao.g_00026	Praj.g_00475
OG0001209	Syao.g_01415	Praj.g_00526
OG0001210	Syao.g_00882	Praj.g_00531
OG0001211	Syao.g_00861	Praj.g_00541
OG0001212	Syao.g_01001	Praj.g_00583
OG0001213	Syao.g_01322	Praj.g_00617
OG0001214	Syao.g_00896	Praj.g_00625
OG0001215	Syao.g_00700	Praj.g_00683
OG0001216	Syao.g_00492	Praj.g_00700
OG0001218	Syao.g_00092	Praj.g_00740
OG0001219	Syao.g_00651	Praj.g_00915
OG0001220	Syao.g_00393	Praj.g_00825
OG0001221	Syao.g_01657	Praj.g_00899
OG0001222	Syao.g_00687	Praj.g_00847
OG0001223	Syao.g_00820	Praj.g_00964
OG0001224	Syao.g_00427	Praj.g_01020
OG0001227	Syao.g_01047	Praj.g_01045
OG0001228	Syao.g_02256	Praj.g_01411
OG0001229	Syao.g_00220	Praj.g_01160
OG0001230	Syao.g_01503	Praj.g_01623
OG0001231	Syao.g_02254	Praj.g_00744
OG0001232	Syao.g_01664	Praj.g_01789
OG0001233	Syao.g_01643	Praj.g_01809
OG0001234	Syao.g_02035	Praj.g_01884
OG0001235	Syao.g_01863	Praj.g_01888
OG0001236	Syao.g_02261	Praj.g_01989
OG0001237	Syao.g_02265	Praj.g_01993
OG0001238	Syao.g_02451	Praj.g_02095
OG0001239	Syao.g_02620	Praj.g_00109
OG0001240	Syao.g_02669	Praj.g_00131
OG0001242	Syao.g_02576	Praj.g_00159
OG0001243	Syao.g_02584	Praj.g_00166
OG0001244	Syao.g_02477	Praj.g_00182
OG0001245	Syao.g_00362	Praj.g_01244
OG0001247	Syao.g_00390	Praj.g_00676
OG0001249	Syao.g_01882	Praj.g_00373
OG0001251	Syao.g_00641	Praj.g_01858
OG0001252	Syao.g_00507	Praj.g_01015
OG0001253	Syao.g_01220	Praj.g_01728
OG0001254	Syao.g_01426	Praj.g_01834
OG0001255	Syao.g_00920	Praj.g_01477
OG0001256	Syao.g_01572	Praj.g_01719
OG0001257	Syao.g_00414	Praj.g_01724
OG0001259	Syao.g_01645	Praj.g_01807
OG0001260	Syao.g_01623	Praj.g_01824
OG0001261	Syao.g_01814	Praj.g_01943
OG0001262	Syao.g_02213	Praj.g_02077
OG0001263	Syao.g_02541	Praj.g_00169
OG0001277	Syao.g_01334	Praj.g_02123
OG0001279	Syao.g_01528	Praj.g_01155
OG0001281	Syao.g_01454	Praj.g_01533
OG0001282	Syao.g_00037	Praj.g_01576
OG0001283	Syao.g_02335	Praj.g_02132
OG0001284	Syao.g_01587	Praj.g_01705
OG0001285	Syao.g_01010	Praj.g_01792
OG0001286	Syao.g_01835	Praj.g_01956
OG0001288	Syao.g_02187	Praj.g_02025
OG0001289	Syao.g_02649	Praj.g_00125
OG0001294	Syao.g_00948	Praj.g_01497, Praj.g_01564
OG0001295	Syao.g_00878	Praj.g_01485
OG0001296	Syao.g_00163	Praj.g_00501
OG0001297	Syao.g_00159	Praj.g_00506
OG0001299	Syao.g_00942	Praj.g_00655
OG0001302	Syao.g_02711	Praj.g_00913
OG0001303	Syao.g_00649	Praj.g_01344
OG0001304	Syao.g_00466	Praj.g_01006
OG0001305	Syao.g_00382	Praj.g_00842
OG0001306	Syao.g_00141	Praj.g_01475
OG0001308	Syao.g_01500	Praj.g_01642
OG0001310	Syao.g_01681	Praj.g_01779
OG0001311	Syao.g_00452	Praj.g_00998
OG0001312	Syao.g_00635	Praj.g_00924
OG0001315	Syao.g_01853	Praj.g_01974
OG0001317	Syao.g_01701	Praj.g_00274
OG0001318	Syao.g_02099	Praj.g_00295
OG0001325	Syao.g_00487	Praj.g_00703
OG0001326	Syao.g_02293	Praj.g_01850
OG0001327	Syao.g_00953	Praj.g_00876
OG0001328	Syao.g_00198	Praj.g_00895
OG0001329	Syao.g_00876	Praj.g_01727
OG0001330	Syao.g_01444	Praj.g_01521
OG0001331	Syao.g_00042	Praj.g_01581
OG0001332	Syao.g_01244	Praj.g_01677
OG0001335	Syao.g_01913	Praj.g_01980
OG0001336	Syao.g_02336	Praj.g_02133
OG0001337	Syao.g_01884, Syao.g_01893	Praj.g_00367
OG0001340	Syao.g_01892	Praj.g_00368
OG0001341	Syao.g_00602	Praj.g_00069
OG0001343	Syao.g_01235	Praj.g_00867
OG0001345	Syao.g_00179	Praj.g_01441
OG0001347	Syao.g_02725	Praj.g_02039
OG0001351	Syao.g_00060	Praj.g_00448
OG0001354	Syao.g_00833	Praj.g_00956
OG0001356	Syao.g_00301	Praj.g_01119
OG0001357	Syao.g_00369	Praj.g_01222
OG0001358	Syao.g_01343	Praj.g_00608
OG0001359	Syao.g_01234	Praj.g_00868
OG0001360	Syao.g_00177	Praj.g_01439
OG0001365	Syao.g_02441	Praj.g_02088
OG0001368	Syao.g_02118	Praj.g_01171, Praj.g_01152
OG0001369	Syao.g_02668	Praj.g_00130
OG0001371	Syao.g_02638	Praj.g_00671
OG0001372	Syao.g_00368	Praj.g_00042
OG0001373	Syao.g_02291, Syao.g_02292	Praj.g_01849
OG0001374	Syao.g_02300	Praj.g_01857
OG0001375	Syao.g_01236	Praj.g_00866
OG0001376	Syao.g_00617	Praj.g_00854
OG0001377	Syao.g_00618	Praj.g_00855
OG0001378	Syao.g_01732	Praj.g_00428
OG0001380	Syao.g_00360	Praj.g_01484
OG0001385	Syao.g_02288	Praj.g_01846
OG0001386	Syao.g_02289	Praj.g_01847
OG0001387	Syao.g_02290	Praj.g_01848
OG0001388	Syao.g_02294	Praj.g_01851
OG0001389	Syao.g_02295	Praj.g_01852
OG0001390	Syao.g_02296	Praj.g_01853
OG0001391	Syao.g_02297	Praj.g_01854
OG0001392	Syao.g_02298	Praj.g_01855
OG0001393	Syao.g_02299	Praj.g_01856
OG0001394	Syao.g_00983	Praj.g_00903
OG0001395	Syao.g_00470	Praj.g_01009
OG0001396	Syao.g_02726	Praj.g_02040
OG0001398	Syao.g_02641	Praj.g_00717
OG0001401	Syao.g_00434	Praj.g_00807
OG0001402	Syao.g_01338	Praj.g_00612
OG0001403	Syao.g_02235	Praj.g_00030
OG0001405	Syao.g_01911	Praj.g_00361
OG0001406	Syao.g_00616	Praj.g_00853
OG0001407	Syao.g_00519	Praj.g_00858
OG0001408	Syao.g_01384	Praj.g_00082
OG0001412	Syao.g_02122	Praj.g_02038
OG0001415	Syao.g_00999	Praj.g_00270
OG0001417	Syao.g_00657	Praj.g_01496
OG0001418	Syao.g_00212	Praj.g_00677
OG0001419	Syao.g_00520	Praj.g_00736
OG0001420	Syao.g_01403	Praj.g_01142
OG0001422	Syao.g_00284	Praj.g_01041
OG0001423	Syao.g_00722	Praj.g_01598
OG0001425	Syao.g_02366	Praj.g_02098
OG0001429	Syao.g_00648	Praj.g_00916
OG0001432	Syao.g_01219	Praj.g_00988
OG0001433	Syao.g_00300	Praj.g_01118
OG0001434	Syao.g_00988	Praj.g_00908
OG0001435	Syao.g_00961	Praj.g_00883
OG0001437	Syao.g_00998	Praj.g_00269
OG0001439	Syao.g_02026	Praj.g_00342
OG0001441	Syao.g_01394	Praj.g_00513
OG0001442	Syao.g_00738	Praj.g_01612
OG0001443	Syao.g_02369	Praj.g_01841
OG0001445	Syao.g_02275	Praj.g_02042
OG0001447	Syao.g_02585	Praj.g_00167
OG0001453	Syao.g_00814	Praj.g_00967
OG0001454	Syao.g_01295	Praj.g_01237
OG0001456	Syao.g_00708	Praj.g_01503
OG0001457	Syao.g_00709	Praj.g_01502
OG0001458	Syao.g_00710	Praj.g_01501
OG0001459	Syao.g_00583	Praj.g_01123
OG0001460	Syao.g_00299	Praj.g_01117
OG0001461	Syao.g_00788	Praj.g_01381
OG0001467	Syao.g_01225	Praj.g_00098
OG0001468	Syao.g_00604	Praj.g_00865
OG0001470	Syao.g_02175	Praj.g_02057
OG0001471	Syao.g_02031	Praj.g_01498
OG0001473	Syao.g_00621	Praj.g_01560
OG0001474	Syao.g_01870	Praj.g_00385
OG0001475	Syao.g_02177	Praj.g_02052
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Praj.g_01454
OG0001477	Syao.g_00408	Praj.g_01370
OG0001487	Syao.g_00091	Praj.g_01670
OG0001488	Syao.g_00190	Praj.g_01448
OG0001489	Syao.g_01823	Praj.g_01967
OG0001495	Syao.g_01803	Praj.g_01890
OG0001496	Syao.g_00410	Praj.g_01368
OG0001497	Syao.g_00409	Praj.g_01369
OG0001498	Syao.g_01717	Praj.g_00404
OG0001507	Syao.g_00874	Praj.g_01140
OG0001508	Syao.g_02174	Praj.g_02053
OG0001510	Syao.g_01944	Praj.g_02018
OG0001511	Syao.g_02593	Praj.g_00150
OG0001512	Syao.g_01707	Praj.g_01746
OG0001513	Syao.g_02457	Praj.g_00041
OG0001514	Syao.g_00411	Praj.g_01367
OG0001515	Syao.g_00626	Praj.g_00685
OG0001516	Syao.g_00939	Praj.g_00652
OG0001517	Syao.g_01876	Praj.g_00381
OG0001518	Syao.g_02365	Praj.g_02097
OG0001519	Syao.g_02371	Praj.g_02102
OG0001522	Syao.g_00568	Praj.g_00803
OG0001525	Syao.g_00881	Praj.g_01760, Praj.g_00060
OG0001526	Syao.g_02559	Praj.g_00910
OG0001528	Syao.g_02176	Praj.g_02056
OG0001529	Syao.g_02222	Praj.g_00045
OG0001530	Syao.g_02591	Praj.g_00149
OG0001532	Syao.g_00226	Praj.g_01431
OG0001534	Syao.g_00467	Praj.g_01007
OG0001535	Syao.g_00448	Praj.g_00996
OG0001536	Syao.g_00679	Praj.g_00942
OG0001537	Syao.g_00977	Praj.g_00900
OG0001538	Syao.g_00761	Praj.g_00774
OG0001539	Syao.g_00956	Praj.g_00878
OG0001540	Syao.g_02543	Praj.g_00171
OG0001541	Syao.g_02518	Praj.g_00219
OG0001542	Syao.g_02527	Praj.g_00225
OG0001543	Syao.g_02382	Praj.g_00850
OG0001544	Syao.g_02370	Praj.g_02101
OG0001545	Syao.g_02312	Praj.g_02122
OG0001553	Syao.g_01510	Praj.g_01629
OG0001556	Syao.g_00311	Praj.g_01109
OG0001557	Syao.g_00984	Praj.g_00904
OG0001559	Syao.g_02590	Praj.g_00148
OG0001560	Syao.g_02595	Praj.g_00138
OG0001561	Syao.g_00454	Praj.g_01000
OG0001562	Syao.g_00795	Praj.g_00990
OG0001563	Syao.g_01841	Praj.g_01951
OG0001566	Syao.g_01198	Praj.g_00667
OG0001570	Syao.g_00286	Praj.g_01284
OG0001575	Syao.g_00843	Praj.g_00556
OG0001576	Syao.g_01474	Praj.g_01541
OG0001577	Syao.g_00128	Praj.g_01465
OG0001578	Syao.g_02304	Praj.g_01362
OG0001579	Syao.g_01907	Praj.g_00365
OG0001584	Syao.g_00746	Praj.g_00759
OG0001589	Syao.g_01639, Syao.g_01640	Praj.g_01811
OG0001591	Syao.g_00950	Praj.g_00662
OG0001605	Syao.g_01284	Praj.g_01056
OG0001613	Syao.g_01854	Praj.g_01973
OG0001623	Syao.g_01889, Syao.g_00405	Praj.g_00369
OG0001634	Syao.g_00945	Praj.g_00658
OG0001642	Syao.g_00233	Praj.g_01558
OG0001644	Syao.g_00474	Praj.g_00713
OG0001656	Syao.g_01908	Praj.g_00364
OG0001659	Syao.g_00020	Praj.g_01435
OG0001673	Syao.g_02713	Praj.g_00272
OG0001676	Syao.g_01895	Praj.g_00366
OG0001691	Syao.g_00729	Praj.g_01010
OG0001692	Syao.g_01508	Praj.g_01627
OG0001694	Syao.g_02061	Praj.g_00317
OG0001695	Syao.g_02308	Praj.g_02118
OG0001700	Syao.g_00307	Praj.g_01116
OG0001703	Syao.g_00034	Praj.g_00470
OG0001715	Syao.g_00278	Praj.g_01177
OG0001733	Syao.g_00310	Praj.g_01107
OG0001738	Syao.g_02011	Praj.g_00355
OG0001739	Syao.g_02306	Praj.g_02117
OG0001740	Syao.g_02310	Praj.g_02121
OG0001769	Syao.g_00916	Praj.g_01387
OG0001775	Syao.g_00655	Praj.g_00092
OG0001816	Syao.g_00952	Praj.g_00875
OG0001915	Syao.g_02195	Praj.g_02140
OG0001923	Syao.g_01982, Syao.g_02124	Praj.g_00097
OG0001954	Syao.g_00921	Praj.g_01167
OG0001955	Syao.g_00609	Praj.g_00077
OG0001956	Syao.g_01376	Praj.g_00830
OG0001990	Syao.g_02311	Praj.g_00066
OG0002018	Syao.g_02309	Praj.g_02120
OG0002229	Syao.g_02126	Praj.g_02033
OG0002347	Syao.g_01659	Praj.g_01795
OG0002506	Syao.g_00332	Praj.g_00861
OG0002692	Syao.g_00365	Praj.g_01341
OG0003418	Syao.g_02125	Praj.g_02045
OG0003797	Syao.g_01264	Praj.g_01162
OG0003804	Syao.g_02271	Praj.g_02037
OG0004256	Syao.g_02123	Praj.g_02044
