Orthogroup	Syao	Prbm
OG0001124	Syao.g_00453	Prbm.g_01039
OG0001125	Syao.g_00456	Prbm.g_01041
OG0001126	Syao.g_00504	Prbm.g_01052
OG0001127	Syao.g_00505	Prbm.g_01053
OG0001128	Syao.g_00508	Prbm.g_01056
OG0001129	Syao.g_00510	Prbm.g_01057
OG0001130	Syao.g_00511	Prbm.g_01058
OG0001131	Syao.g_01387	Prbm.g_00894
OG0001132	Syao.g_01221	Prbm.g_01103
OG0001133	Syao.g_01333	Prbm.g_01079
OG0001134	Syao.g_01428	Prbm.g_01910
OG0001135	Syao.g_01424	Prbm.g_01913
OG0001136	Syao.g_00126	Prbm.g_01552
OG0001137	Syao.g_00194	Prbm.g_01539
OG0001138	Syao.g_00227	Prbm.g_01518
OG0001139	Syao.g_00225	Prbm.g_01516
OG0001140	Syao.g_00224	Prbm.g_01515
OG0001141	Syao.g_00254	Prbm.g_01514
OG0001142	Syao.g_00253	Prbm.g_01513
OG0001143	Syao.g_00243	Prbm.g_01506
OG0001144	Syao.g_00276	Prbm.g_01501
OG0001145	Syao.g_01446	Prbm.g_01603
OG0001146	Syao.g_01455	Prbm.g_01615
OG0001147	Syao.g_00095	Prbm.g_01634
OG0001148	Syao.g_00038	Prbm.g_01662
OG0001149	Syao.g_00039	Prbm.g_01663
OG0001150	Syao.g_00040	Prbm.g_01664
OG0001151	Syao.g_02706	Prbm.g_01675
OG0001152	Syao.g_02707	Prbm.g_01676
OG0001153	Syao.g_00083	Prbm.g_01740
OG0001154	Syao.g_00084	Prbm.g_01741
OG0001155	Syao.g_01747	Prbm.g_01757
OG0001156	Syao.g_01744	Prbm.g_01760
OG0001157	Syao.g_01743	Prbm.g_01761
OG0001158	Syao.g_01742	Prbm.g_01762
OG0001159	Syao.g_01741	Prbm.g_01763
OG0001160	Syao.g_01579	Prbm.g_01789
OG0001161	Syao.g_02373	Prbm.g_01586
OG0001162	Syao.g_02650	Prbm.g_01801
OG0001163	Syao.g_01571	Prbm.g_01833
OG0001164	Syao.g_01564	Prbm.g_01837
OG0001165	Syao.g_01559	Prbm.g_01840
OG0001166	Syao.g_01673	Prbm.g_01858
OG0001167	Syao.g_01006	Prbm.g_01876
OG0001168	Syao.g_01648	Prbm.g_01877
OG0001169	Syao.g_01646	Prbm.g_01879
OG0001170	Syao.g_01644	Prbm.g_01881
OG0001171	Syao.g_01632	Prbm.g_01891
OG0001172	Syao.g_01914	Prbm.g_01952
OG0001173	Syao.g_01915	Prbm.g_01953
OG0001174	Syao.g_01923	Prbm.g_01961
OG0001175	Syao.g_01924	Prbm.g_01962
OG0001176	Syao.g_01799	Prbm.g_01974
OG0001177	Syao.g_01802	Prbm.g_01972
OG0001178	Syao.g_01541	Prbm.g_01345
OG0001179	Syao.g_01768	Prbm.g_02016
OG0001180	Syao.g_01833	Prbm.g_02039
OG0001181	Syao.g_01829	Prbm.g_02043
OG0001182	Syao.g_01820	Prbm.g_02052
OG0001183	Syao.g_01851	Prbm.g_02058
OG0001184	Syao.g_02264	Prbm.g_02074
OG0001185	Syao.g_02147	Prbm.g_02089
OG0001186	Syao.g_02173	Prbm.g_02140
OG0001187	Syao.g_02171	Prbm.g_02145
OG0001188	Syao.g_02169	Prbm.g_02147
OG0001189	Syao.g_02215	Prbm.g_02164
OG0001190	Syao.g_02436	Prbm.g_02169
OG0001191	Syao.g_02449	Prbm.g_02179
OG0001192	Syao.g_02367	Prbm.g_02184
OG0001193	Syao.g_02284	Prbm.g_02197
OG0001194	Syao.g_02285	Prbm.g_02198
OG0001195	Syao.g_02286	Prbm.g_02199
OG0001196	Syao.g_02341	Prbm.g_02219
OG0001197	Syao.g_02343	Prbm.g_02221
OG0001198	Syao.g_02158	Prbm.g_02230
OG0001199	Syao.g_02623	Prbm.g_00131
OG0001200	Syao.g_02625	Prbm.g_00133
OG0001201	Syao.g_02601	Prbm.g_00165
OG0001202	Syao.g_02461	Prbm.g_00259
OG0001203	Syao.g_00296, Syao.g_01705	Prbm.g_00298
OG0001204	Syao.g_02117	Prbm.g_00304
OG0001205	Syao.g_01620	Prbm.g_00455
OG0001206	Syao.g_02701, Syao.g_02702	Prbm.g_00491
OG0001207	Syao.g_00035	Prbm.g_00502
OG0001208	Syao.g_00026	Prbm.g_00508
OG0001209	Syao.g_01415	Prbm.g_00568
OG0001210	Syao.g_00882	Prbm.g_00573
OG0001211	Syao.g_00861	Prbm.g_00583
OG0001212	Syao.g_01001	Prbm.g_00626
OG0001213	Syao.g_01322	Prbm.g_00660
OG0001214	Syao.g_00896	Prbm.g_00668
OG0001215	Syao.g_00700	Prbm.g_00727
OG0001216	Syao.g_00492	Prbm.g_00744
OG0001218	Syao.g_00092	Prbm.g_00785
OG0001219	Syao.g_00651	Prbm.g_00957
OG0001220	Syao.g_00393	Prbm.g_00867
OG0001221	Syao.g_01657	Prbm.g_00941
OG0001222	Syao.g_00687	Prbm.g_00889
OG0001223	Syao.g_00820	Prbm.g_01005
OG0001224	Syao.g_00427	Prbm.g_01060
OG0001226	Syao.g_02633	Prbm.g_01945
OG0001227	Syao.g_01047	Prbm.g_01085
OG0001228	Syao.g_02256	Prbm.g_01498
OG0001229	Syao.g_00220	Prbm.g_01176
OG0001230	Syao.g_01503	Prbm.g_01701
OG0001231	Syao.g_02254	Prbm.g_00789
OG0001232	Syao.g_01664	Prbm.g_01862
OG0001233	Syao.g_01643	Prbm.g_01882
OG0001234	Syao.g_02035	Prbm.g_01964
OG0001235	Syao.g_01863	Prbm.g_01968
OG0001236	Syao.g_02261	Prbm.g_02071
OG0001237	Syao.g_02265	Prbm.g_02075
OG0001238	Syao.g_02451	Prbm.g_02180
OG0001239	Syao.g_02620	Prbm.g_00128
OG0001240	Syao.g_02669	Prbm.g_00150
OG0001242	Syao.g_02576	Prbm.g_00178
OG0001243	Syao.g_02584	Prbm.g_00185
OG0001244	Syao.g_02477	Prbm.g_00201
OG0001245	Syao.g_00362	Prbm.g_01353
OG0001247	Syao.g_00390	Prbm.g_00719
OG0001249	Syao.g_01882	Prbm.g_00395
OG0001251	Syao.g_00641	Prbm.g_01937
OG0001252	Syao.g_00507	Prbm.g_01055
OG0001253	Syao.g_01220	Prbm.g_01806
OG0001254	Syao.g_01426	Prbm.g_01912
OG0001255	Syao.g_00920	Prbm.g_01566
OG0001256	Syao.g_01572	Prbm.g_01797
OG0001257	Syao.g_00414	Prbm.g_01802
OG0001258	Syao.g_01561	Prbm.g_01838
OG0001259	Syao.g_01645	Prbm.g_01880
OG0001260	Syao.g_01623	Prbm.g_01897
OG0001261	Syao.g_01814	Prbm.g_02024
OG0001262	Syao.g_02213	Prbm.g_02162
OG0001263	Syao.g_02541	Prbm.g_00188
OG0001277	Syao.g_01334	Prbm.g_02207
OG0001279	Syao.g_01528	Prbm.g_01171
OG0001282	Syao.g_00037	Prbm.g_01661
OG0001283	Syao.g_02335	Prbm.g_02215
OG0001284	Syao.g_01587	Prbm.g_01783
OG0001285	Syao.g_01010	Prbm.g_01865
OG0001286	Syao.g_01835	Prbm.g_02037
OG0001288	Syao.g_02187	Prbm.g_02106
OG0001289	Syao.g_02649	Prbm.g_00144
OG0001294	Syao.g_00948	Prbm.g_01584, Prbm.g_01649
OG0001295	Syao.g_00878	Prbm.g_01574
OG0001296	Syao.g_00163	Prbm.g_00543
OG0001297	Syao.g_00159	Prbm.g_00548
OG0001299	Syao.g_00942	Prbm.g_00698
OG0001302	Syao.g_02711	Prbm.g_00955
OG0001303	Syao.g_00649	Prbm.g_01273
OG0001304	Syao.g_00466	Prbm.g_01046
OG0001305	Syao.g_00382	Prbm.g_00884
OG0001306	Syao.g_00141	Prbm.g_01564
OG0001308	Syao.g_01500	Prbm.g_01720
OG0001310	Syao.g_01681	Prbm.g_01852
OG0001311	Syao.g_00452	Prbm.g_01038
OG0001312	Syao.g_00635	Prbm.g_00966
OG0001315	Syao.g_01853	Prbm.g_02056
OG0001317	Syao.g_01701	Prbm.g_00294
OG0001318	Syao.g_02099	Prbm.g_00316
OG0001325	Syao.g_00487	Prbm.g_00747
OG0001326	Syao.g_02293	Prbm.g_01929
OG0001327	Syao.g_00953	Prbm.g_00918
OG0001328	Syao.g_00198	Prbm.g_00937
OG0001329	Syao.g_00876	Prbm.g_01805
OG0001330	Syao.g_01444	Prbm.g_01604
OG0001331	Syao.g_00042	Prbm.g_01666
OG0001332	Syao.g_01244	Prbm.g_01755
OG0001335	Syao.g_01913	Prbm.g_02062
OG0001336	Syao.g_02336	Prbm.g_02216
OG0001337	Syao.g_01884, Syao.g_01893	Prbm.g_00387
OG0001340	Syao.g_01892	Prbm.g_00388
OG0001341	Syao.g_00602	Prbm.g_00091
OG0001343	Syao.g_01235	Prbm.g_00909
OG0001345	Syao.g_00179	Prbm.g_01528
OG0001347	Syao.g_02725	Prbm.g_02118
OG0001351	Syao.g_00060	Prbm.g_00481
OG0001354	Syao.g_00833	Prbm.g_00998
OG0001356	Syao.g_00301	Prbm.g_01145, Prbm.g_01433
OG0001357	Syao.g_00369	Prbm.g_00463
OG0001359	Syao.g_01234	Prbm.g_00910
OG0001360	Syao.g_00177	Prbm.g_01526
OG0001365	Syao.g_02441	Prbm.g_02173
OG0001366	Syao.g_01670	Prbm.g_01684
OG0001368	Syao.g_02118	Prbm.g_01187, Prbm.g_01168
OG0001369	Syao.g_02668	Prbm.g_00149
OG0001371	Syao.g_02638	Prbm.g_00713
OG0001372	Syao.g_00368	Prbm.g_00047
OG0001373	Syao.g_02291, Syao.g_02292	Prbm.g_01928
OG0001374	Syao.g_02300	Prbm.g_01936
OG0001375	Syao.g_01236	Prbm.g_00908
OG0001376	Syao.g_00617	Prbm.g_00896
OG0001377	Syao.g_00618	Prbm.g_00897
OG0001378	Syao.g_01732	Prbm.g_00443
OG0001380	Syao.g_00360	Prbm.g_01573
OG0001385	Syao.g_02288	Prbm.g_01925
OG0001386	Syao.g_02289	Prbm.g_01926
OG0001387	Syao.g_02290	Prbm.g_01927
OG0001388	Syao.g_02294	Prbm.g_01930
OG0001389	Syao.g_02295	Prbm.g_01931
OG0001390	Syao.g_02296	Prbm.g_01932
OG0001391	Syao.g_02297	Prbm.g_01933
OG0001392	Syao.g_02298	Prbm.g_01934
OG0001393	Syao.g_02299	Prbm.g_01935
OG0001394	Syao.g_00983	Prbm.g_00945
OG0001395	Syao.g_00470	Prbm.g_01049
OG0001396	Syao.g_02726	Prbm.g_02119
OG0001398	Syao.g_02641	Prbm.g_00761
OG0001399	Syao.g_01861	Prbm.g_00080
OG0001401	Syao.g_00434	Prbm.g_01225, Prbm.g_00851
OG0001402	Syao.g_01338	Prbm.g_00655
OG0001403	Syao.g_02235	Prbm.g_00030
OG0001405	Syao.g_01911	Prbm.g_00381
OG0001406	Syao.g_00616	Prbm.g_00895
OG0001407	Syao.g_00519	Prbm.g_00900
OG0001408	Syao.g_01384	Prbm.g_00104
OG0001412	Syao.g_02122	Prbm.g_02117
OG0001415	Syao.g_00999	Prbm.g_00290
OG0001417	Syao.g_00657	Prbm.g_01583
OG0001418	Syao.g_00212	Prbm.g_00720
OG0001419	Syao.g_00520	Prbm.g_00781
OG0001420	Syao.g_01403	Prbm.g_01159
OG0001422	Syao.g_00284	Prbm.g_01080
OG0001425	Syao.g_02366	Prbm.g_02183
OG0001429	Syao.g_00648	Prbm.g_00958
OG0001432	Syao.g_01219	Prbm.g_01027
OG0001433	Syao.g_00300	Prbm.g_01146, Prbm.g_01432
OG0001434	Syao.g_00988	Prbm.g_00949
OG0001435	Syao.g_00961	Prbm.g_00925
OG0001437	Syao.g_00998	Prbm.g_00289
OG0001439	Syao.g_02026	Prbm.g_00363
OG0001441	Syao.g_01394	Prbm.g_00555
OG0001442	Syao.g_00738	Prbm.g_01690
OG0001443	Syao.g_02369	Prbm.g_01919
OG0001445	Syao.g_02275	Prbm.g_02132
OG0001447	Syao.g_02585	Prbm.g_00186
OG0001453	Syao.g_00814	Prbm.g_01008
OG0001454	Syao.g_01295	Prbm.g_01346
OG0001456	Syao.g_00708	Prbm.g_01592
OG0001457	Syao.g_00709	Prbm.g_01591
OG0001458	Syao.g_00710	Prbm.g_01590
OG0001459	Syao.g_00583	Prbm.g_01438
OG0001460	Syao.g_00299	Prbm.g_01431, Prbm.g_01147
OG0001461	Syao.g_00788	Prbm.g_00071
OG0001467	Syao.g_01225	Prbm.g_00117
OG0001468	Syao.g_00604	Prbm.g_00907
OG0001471	Syao.g_02031	Prbm.g_01585
OG0001473	Syao.g_00621	Prbm.g_01645
OG0001474	Syao.g_01870	Prbm.g_00405
OG0001475	Syao.g_02177	Prbm.g_02136
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Prbm.g_01541
OG0001477	Syao.g_00408	Prbm.g_01829
OG0001486	Syao.g_00125	Prbm.g_01551
OG0001487	Syao.g_00091	Prbm.g_01748
OG0001488	Syao.g_00190	Prbm.g_01535
OG0001489	Syao.g_01823	Prbm.g_02049
OG0001495	Syao.g_01803	Prbm.g_01971
OG0001496	Syao.g_00410	Prbm.g_01831
OG0001497	Syao.g_00409	Prbm.g_01830
OG0001498	Syao.g_01717	Prbm.g_00424
OG0001507	Syao.g_00874	Prbm.g_01157
OG0001508	Syao.g_02174	Prbm.g_02139
OG0001509	Syao.g_02727	Prbm.g_02121
OG0001510	Syao.g_01944	Prbm.g_02100
OG0001511	Syao.g_02593	Prbm.g_00169
OG0001512	Syao.g_01707	Prbm.g_01824
OG0001513	Syao.g_02457	Prbm.g_00046
OG0001514	Syao.g_00411	Prbm.g_01832
OG0001515	Syao.g_00626	Prbm.g_00729
OG0001516	Syao.g_00939	Prbm.g_00695
OG0001517	Syao.g_01876	Prbm.g_00401
OG0001518	Syao.g_02365	Prbm.g_02182
OG0001519	Syao.g_02371	Prbm.g_02187
OG0001520	Syao.g_01044	Prbm.g_00467
OG0001522	Syao.g_00568	Prbm.g_00847
OG0001525	Syao.g_00881	Prbm.g_00086
OG0001526	Syao.g_02559	Prbm.g_00952
OG0001528	Syao.g_02176	Prbm.g_02137
OG0001529	Syao.g_02222	Prbm.g_00050
OG0001530	Syao.g_02591	Prbm.g_00168
OG0001532	Syao.g_00226	Prbm.g_01517
OG0001534	Syao.g_00467	Prbm.g_01047
OG0001535	Syao.g_00448	Prbm.g_01036
OG0001536	Syao.g_00679	Prbm.g_00984
OG0001537	Syao.g_00977	Prbm.g_00942
OG0001538	Syao.g_00761	Prbm.g_00819
OG0001539	Syao.g_00956	Prbm.g_00920
OG0001540	Syao.g_02543	Prbm.g_00190
OG0001541	Syao.g_02518	Prbm.g_00239
OG0001542	Syao.g_02527	Prbm.g_00245
OG0001543	Syao.g_02382	Prbm.g_00892
OG0001544	Syao.g_02370	Prbm.g_02186
OG0001545	Syao.g_02312	Prbm.g_02206
OG0001553	Syao.g_01510	Prbm.g_01707
OG0001556	Syao.g_00311	Prbm.g_01423
OG0001558	Syao.g_02251	Prbm.g_01221
OG0001559	Syao.g_02590	Prbm.g_00167
OG0001560	Syao.g_02595	Prbm.g_00157
OG0001561	Syao.g_00454	Prbm.g_01040
OG0001562	Syao.g_00795	Prbm.g_01030
OG0001563	Syao.g_01841	Prbm.g_02032
OG0001564	Syao.g_01231, Syao.g_00883	Prbm.g_02124
OG0001566	Syao.g_01198	Prbm.g_00710
OG0001570	Syao.g_00286	Prbm.g_01241, Prbm.g_01240
OG0001575	Syao.g_00843	Prbm.g_00598
OG0001576	Syao.g_01474	Prbm.g_01623
OG0001577	Syao.g_00128	Prbm.g_01554
OG0001578	Syao.g_02304	Prbm.g_01294
OG0001579	Syao.g_01907	Prbm.g_00385
OG0001584	Syao.g_00746	Prbm.g_00804
OG0001589	Syao.g_01639, Syao.g_01640	Prbm.g_01884
OG0001591	Syao.g_00950	Prbm.g_00705
OG0001613	Syao.g_01854	Prbm.g_02055
OG0001623	Syao.g_01889, Syao.g_00405	Prbm.g_00389
OG0001634	Syao.g_00945	Prbm.g_00701
OG0001642	Syao.g_00233	Prbm.g_01643
OG0001644	Syao.g_00474	Prbm.g_00757
OG0001652	Syao.g_02253	Prbm.g_01219
OG0001656	Syao.g_01908	Prbm.g_00384
OG0001659	Syao.g_00020	Prbm.g_01521
OG0001671	Syao.g_02387	Prbm.g_01212
OG0001673	Syao.g_02713	Prbm.g_00292
OG0001676	Syao.g_01895	Prbm.g_00386
OG0001691	Syao.g_00729	Prbm.g_01050
OG0001692	Syao.g_01508	Prbm.g_01705
OG0001694	Syao.g_02061	Prbm.g_00338
OG0001695	Syao.g_02308	Prbm.g_02203
OG0001700	Syao.g_00307	Prbm.g_01430
OG0001703	Syao.g_00034	Prbm.g_00503
OG0001715	Syao.g_00278	Prbm.g_01192
OG0001733	Syao.g_00310	Prbm.g_01421
OG0001739	Syao.g_02306	Prbm.g_02202
OG0001740	Syao.g_02310	Prbm.g_02205
OG0001748	Syao.g_02389	Prbm.g_01213
OG0001769	Syao.g_00916	Prbm.g_01474
OG0001775	Syao.g_00655	Prbm.g_00112
OG0001782	Syao.g_01965	Prbm.g_00531, Prbm.g_01288
OG0001816	Syao.g_00952	Prbm.g_00917
OG0001837	Syao.g_02388	Prbm.g_01214
OG0001915	Syao.g_02195	Prbm.g_02223
OG0001923	Syao.g_01982, Syao.g_02124	Prbm.g_00116
OG0001954	Syao.g_00921	Prbm.g_01183
OG0001955	Syao.g_00609	Prbm.g_00098
OG0001956	Syao.g_01376	Prbm.g_00872
OG0001962	Syao.g_02430	Prbm.g_00084, Prbm.g_00083, Prbm.g_00085
OG0001990	Syao.g_02311	Prbm.g_00069
OG0002018	Syao.g_02309	Prbm.g_02204
OG0002229	Syao.g_02126	Prbm.g_02113
OG0002347	Syao.g_01659	Prbm.g_01868
OG0002506	Syao.g_00332	Prbm.g_00903
OG0002559	Syao.g_01196	Prbm.g_01452
OG0002582	Syao.g_02270	Prbm.g_02120
OG0002591	Syao.g_01806	Prbm.g_01920
OG0002629	Syao.g_01267	Prbm.g_01416, Prbm.g_01304
OG0002664	Syao.g_01307	Prbm.g_01449
OG0003418	Syao.g_02125	Prbm.g_02135
OG0003797	Syao.g_01264	Prbm.g_01178
OG0003804	Syao.g_02271	Prbm.g_02116
OG0004256	Syao.g_02123	Prbm.g_02134
