Orthogroup	Syao	Prba
OG0001171	Syao.g_01632	Prba.g_00569
OG0001172	Syao.g_01914	Prba.g_00360
OG0001173	Syao.g_01915	Prba.g_00361
OG0001174	Syao.g_01923	Prba.g_00369
OG0001175	Syao.g_01924	Prba.g_00370
OG0001176	Syao.g_01799	Prba.g_00377
OG0001177	Syao.g_01802	Prba.g_00380
OG0001178	Syao.g_01541	Prba.g_00385
OG0001179	Syao.g_01768	Prba.g_00413
OG0001180	Syao.g_01833	Prba.g_00435
OG0001181	Syao.g_01829	Prba.g_01048
OG0001182	Syao.g_01820	Prba.g_01055
OG0001183	Syao.g_01851	Prba.g_01060
OG0001184	Syao.g_02264	Prba.g_01076
OG0001185	Syao.g_02147	Prba.g_00762
OG0001186	Syao.g_02173	Prba.g_00786
OG0001187	Syao.g_02171	Prba.g_00790
OG0001188	Syao.g_02169	Prba.g_00793
OG0001189	Syao.g_02215	Prba.g_00810
OG0001190	Syao.g_02436	Prba.g_00814
OG0001191	Syao.g_02449	Prba.g_00824
OG0001192	Syao.g_02367	Prba.g_00829
OG0001193	Syao.g_02284	Prba.g_00839
OG0001194	Syao.g_02285	Prba.g_00840
OG0001195	Syao.g_02286	Prba.g_00841
OG0001196	Syao.g_02341	Prba.g_01782
OG0001197	Syao.g_02343	Prba.g_01783
OG0001198	Syao.g_02158	Prba.g_01790
OG0001199	Syao.g_02623	Prba.g_01862
OG0001200	Syao.g_02625	Prba.g_01864
OG0001201	Syao.g_02601	Prba.g_01896
OG0001202	Syao.g_02461	Prba.g_00655
OG0001203	Syao.g_00296, Syao.g_01705	Prba.g_00457
OG0001204	Syao.g_02117	Prba.g_00462
OG0001205	Syao.g_01620	Prba.g_01016
OG0001206	Syao.g_02701, Syao.g_02702	Prba.g_00999
OG0001207	Syao.g_00035	Prba.g_00984
OG0001208	Syao.g_00026	Prba.g_00979
OG0001209	Syao.g_01415	Prba.g_00926
OG0001210	Syao.g_00882	Prba.g_01775
OG0001211	Syao.g_00861	Prba.g_01765
OG0001212	Syao.g_01001	Prba.g_01721
OG0001213	Syao.g_01322	Prba.g_01688
OG0001214	Syao.g_00896	Prba.g_01680
OG0001215	Syao.g_00700	Prba.g_01627
OG0001216	Syao.g_00492	Prba.g_01592
OG0001218	Syao.g_00092	Prba.g_01547
OG0001219	Syao.g_00651	Prba.g_01510
OG0001220	Syao.g_00393	Prba.g_01447
OG0001221	Syao.g_01657	Prba.g_01384
OG0001222	Syao.g_00687	Prba.g_01345
OG0001223	Syao.g_00820	Prba.g_01319
OG0001224	Syao.g_00427	Prba.g_01268
OG0001226	Syao.g_02633	Prba.g_01240
OG0001227	Syao.g_01047	Prba.g_01222
OG0001228	Syao.g_02256	Prba.g_00018
OG0001229	Syao.g_00220	Prba.g_00198
OG0001230	Syao.g_01503	Prba.g_00105
OG0001231	Syao.g_02254	Prba.g_00291
OG0001232	Syao.g_01664	Prba.g_00597
OG0001233	Syao.g_01643	Prba.g_00577
OG0001234	Syao.g_02035	Prba.g_00372
OG0001235	Syao.g_01863	Prba.g_00382
OG0001236	Syao.g_02261	Prba.g_01073
OG0001237	Syao.g_02265	Prba.g_01077
OG0001238	Syao.g_02451	Prba.g_00825
OG0001239	Syao.g_02620	Prba.g_01859
OG0001240	Syao.g_02669	Prba.g_01881
OG0001242	Syao.g_02576	Prba.g_01907
OG0001243	Syao.g_02584	Prba.g_01913
OG0001244	Syao.g_02477	Prba.g_01929
OG0001245	Syao.g_00362	Prba.g_00874
OG0001247	Syao.g_00390	Prba.g_01634
OG0001249	Syao.g_01882	Prba.g_01521
OG0001250	Syao.g_00556	Prba.g_01458
OG0001251	Syao.g_00641	Prba.g_01410
OG0001252	Syao.g_00507	Prba.g_01273
OG0001253	Syao.g_01220	Prba.g_01221
OG0001254	Syao.g_01426	Prba.g_00095
OG0001255	Syao.g_00920	Prba.g_00080
OG0001256	Syao.g_01572	Prba.g_00298
OG0001257	Syao.g_00414	Prba.g_00292
OG0001258	Syao.g_01561	Prba.g_00229
OG0001259	Syao.g_01645	Prba.g_00579
OG0001260	Syao.g_01623	Prba.g_00563
OG0001261	Syao.g_01814	Prba.g_00421
OG0001262	Syao.g_02213	Prba.g_00808
OG0001263	Syao.g_02541	Prba.g_01916
OG0001265	Syao.g_02574	Prba.g_01906
OG0001266	Syao.g_02465	Prba.g_00659
OG0001267	Syao.g_02063	Prba.g_00497
OG0001268	Syao.g_01871	Prba.g_00555
OG0001270	Syao.g_01733	Prba.g_01027
OG0001271	Syao.g_02685	Prba.g_00989
OG0001272	Syao.g_00120	Prba.g_00975
OG0001274	Syao.g_02401	Prba.g_01614
OG0001275	Syao.g_00806	Prba.g_01309
OG0001276	Syao.g_00450	Prba.g_01289
OG0001277	Syao.g_01334	Prba.g_01232
OG0001278	Syao.g_00265	Prba.g_00013
OG0001279	Syao.g_01528	Prba.g_01136
OG0001281	Syao.g_01454	Prba.g_01197
OG0001282	Syao.g_00037	Prba.g_00195
OG0001283	Syao.g_02335	Prba.g_00176
OG0001284	Syao.g_01587	Prba.g_00318
OG0001285	Syao.g_01010	Prba.g_00594
OG0001286	Syao.g_01835	Prba.g_00433
OG0001288	Syao.g_02187	Prba.g_00779
OG0001289	Syao.g_02649	Prba.g_01875
OG0001291	Syao.g_02551	Prba.g_01923
OG0001292	Syao.g_02111	Prba.g_00467
OG0001293	Syao.g_02091	Prba.g_00479
OG0001294	Syao.g_00948	Prba.g_00872
OG0001295	Syao.g_00878	Prba.g_00994
OG0001296	Syao.g_00163	Prba.g_00952
OG0001297	Syao.g_00159	Prba.g_00947
OG0001298	Syao.g_01043	Prba.g_01739
OG0001299	Syao.g_00942	Prba.g_01651
OG0001302	Syao.g_02711	Prba.g_01512
OG0001303	Syao.g_00649	Prba.g_01305
OG0001304	Syao.g_00466	Prba.g_01279
OG0001305	Syao.g_00382	Prba.g_01260
OG0001306	Syao.g_00141	Prba.g_00078
OG0001308	Syao.g_01500	Prba.g_00703
OG0001310	Syao.g_01681	Prba.g_00608
OG0001311	Syao.g_00452	Prba.g_01287
OG0001312	Syao.g_00635	Prba.g_01356
OG0001314	Syao.g_01276	Prba.g_01562
OG0001315	Syao.g_01853	Prba.g_01850
OG0001317	Syao.g_01701	Prba.g_00453
OG0001318	Syao.g_02099	Prba.g_00475
OG0001319	Syao.g_02075	Prba.g_00490
OG0001323	Syao.g_01392	Prba.g_00942
OG0001325	Syao.g_00487	Prba.g_01589
OG0001326	Syao.g_02293	Prba.g_01422
OG0001327	Syao.g_00953	Prba.g_01248
OG0001328	Syao.g_00198	Prba.g_01223
OG0001329	Syao.g_00876	Prba.g_00104, Prba.g_00721
OG0001330	Syao.g_01444	Prba.g_01166
OG0001331	Syao.g_00042	Prba.g_00190
OG0001332	Syao.g_01244	Prba.g_00345
OG0001333	Syao.g_01649	Prba.g_00583
OG0001335	Syao.g_01913	Prba.g_01064
OG0001336	Syao.g_02336	Prba.g_01779
OG0001340	Syao.g_01892	Prba.g_00544
OG0001341	Syao.g_00602	Prba.g_01556
OG0001343	Syao.g_01235	Prba.g_01413
OG0001345	Syao.g_00179	Prba.g_00044
OG0001351	Syao.g_00060	Prba.g_01007
OG0001353	Syao.g_00439	Prba.g_01467
OG0001354	Syao.g_00833	Prba.g_01327
OG0001356	Syao.g_00301	Prba.g_01535
OG0001358	Syao.g_01343	Prba.g_01697
OG0001359	Syao.g_01234	Prba.g_01412
OG0001360	Syao.g_00177	Prba.g_01220
OG0001361	Syao.g_00182	Prba.g_00047
OG0001364	Syao.g_01969	Prba.g_01066
OG0001365	Syao.g_02441	Prba.g_00818
OG0001369	Syao.g_02668	Prba.g_01880
OG0001371	Syao.g_02638	Prba.g_01638
OG0001372	Syao.g_00368	Prba.g_01548
OG0001373	Syao.g_02291, Syao.g_02292	Prba.g_01423
OG0001374	Syao.g_02300	Prba.g_01415
OG0001375	Syao.g_01236	Prba.g_01414
OG0001376	Syao.g_00617	Prba.g_01254
OG0001377	Syao.g_00618	Prba.g_01253
OG0001378	Syao.g_01732	Prba.g_00750
OG0001379	Syao.g_01441	Prba.g_01186
OG0001380	Syao.g_00360	Prba.g_00208
OG0001382	Syao.g_00766	Prba.g_00277
OG0001385	Syao.g_02288	Prba.g_01426
OG0001386	Syao.g_02289	Prba.g_01425
OG0001387	Syao.g_02290	Prba.g_01424
OG0001388	Syao.g_02294	Prba.g_01421
OG0001389	Syao.g_02295	Prba.g_01420
OG0001390	Syao.g_02296	Prba.g_01419
OG0001391	Syao.g_02297	Prba.g_01418
OG0001392	Syao.g_02298	Prba.g_01417
OG0001393	Syao.g_02299	Prba.g_01416
OG0001395	Syao.g_00470	Prba.g_01277
OG0001398	Syao.g_02641	Prba.g_00265
OG0001399	Syao.g_01861	Prba.g_00374
OG0001402	Syao.g_01338	Prba.g_01540
OG0001403	Syao.g_02235	Prba.g_01823
OG0001405	Syao.g_01911	Prba.g_00542
OG0001406	Syao.g_00616	Prba.g_01255
OG0001407	Syao.g_00519	Prba.g_01242
OG0001408	Syao.g_01384	Prba.g_01237
OG0001415	Syao.g_00999	Prba.g_00450
OG0001416	Syao.g_01223	Prba.g_01002
OG0001417	Syao.g_00657	Prba.g_00992
OG0001418	Syao.g_00212	Prba.g_01633
OG0001419	Syao.g_00520	Prba.g_01241
OG0001420	Syao.g_01403	Prba.g_00741
OG0001422	Syao.g_00284	Prba.g_00272
OG0001425	Syao.g_02366	Prba.g_00828
OG0001429	Syao.g_00648	Prba.g_01509
OG0001432	Syao.g_01219	Prba.g_00305
OG0001433	Syao.g_00300	Prba.g_01536
OG0001434	Syao.g_00988	Prba.g_01376
OG0001437	Syao.g_00998	Prba.g_00449
OG0001439	Syao.g_02026	Prba.g_00523
OG0001441	Syao.g_01394	Prba.g_00940
OG0001442	Syao.g_00738	Prba.g_01564
OG0001447	Syao.g_02585	Prba.g_01914
OG0001449	Syao.g_01691	Prba.g_00896
OG0001452	Syao.g_02104	Prba.g_01408
OG0001453	Syao.g_00814	Prba.g_01315
OG0001454	Syao.g_01295	Prba.g_01227
OG0001456	Syao.g_00708	Prba.g_00087
OG0001457	Syao.g_00709	Prba.g_00086
OG0001458	Syao.g_00710	Prba.g_00085
OG0001459	Syao.g_00583	Prba.g_01150
OG0001460	Syao.g_00299	Prba.g_01537
OG0001462	Syao.g_02228	Prba.g_01827
OG0001467	Syao.g_01225	Prba.g_01520
OG0001468	Syao.g_00604	Prba.g_01250
OG0001471	Syao.g_02031	Prba.g_00302
OG0001473	Syao.g_00621	Prba.g_00787
OG0001474	Syao.g_01870	Prba.g_00556
OG0001475	Syao.g_02177	Prba.g_00162
OG0001479	Syao.g_01873	Prba.g_00553
OG0001486	Syao.g_00125	Prba.g_00066
OG0001492	Syao.g_00268	Prba.g_00016
OG0001493	Syao.g_00260	Prba.g_00008
OG0001502	Syao.g_00526	Prba.g_01529
OG0001505	Syao.g_01138	Prba.g_00163
OG0001507	Syao.g_00874	Prba.g_00250
OG0001508	Syao.g_02174	Prba.g_00174
OG0001520	Syao.g_01044	Prba.g_00888
OG0001522	Syao.g_00568	Prba.g_01466
OG0001525	Syao.g_00881	Prba.g_00286
OG0001526	Syao.g_02559	Prba.g_00355
OG0001546	Syao.g_01397	Prba.g_00937
OG0001547	Syao.g_00570	Prba.g_01527
OG0001553	Syao.g_01510	Prba.g_00716
OG0001554	Syao.g_00323	Prba.g_00296
OG0001564	Syao.g_01231, Syao.g_00883	Prba.g_00133
OG0001566	Syao.g_01198	Prba.g_01641
OG0001567	Syao.g_00571	Prba.g_01528
OG0001568	Syao.g_00569	Prba.g_01526
OG0001570	Syao.g_00286	Prba.g_00738
OG0001584	Syao.g_00746	Prba.g_01364
OG0001587	Syao.g_01693	Prba.g_00353
OG0001605	Syao.g_01284	Prba.g_01296
OG0001613	Syao.g_01854	Prba.g_01058
OG0001627	Syao.g_01698	Prba.g_01550
OG0001635	Syao.g_02182, Syao.g_02183	Prba.g_00244
OG0001701	Syao.g_02561	Prba.g_00356
OG0001712	Syao.g_00712	Prba.g_00917
OG0001775	Syao.g_00655	Prba.g_01239
OG0002349	Syao.g_01641	Prba.g_00575
OG0002363	Syao.g_02272	Prba.g_01034, Prba.g_01033
OG0002559	Syao.g_01196	Prba.g_01088
OG0002588	Syao.g_01115	Prba.g_00119
OG0002628	Syao.g_01958	Prba.g_00156
OG0002699	Syao.g_02002	Prba.g_00169
OG0003223	Syao.g_02001	Prba.g_00170
OG0003811	Syao.g_02000	Prba.g_00164
OG0004272	Syao.g_02657	Prba.g_01133
