Orthogroup	Syao	Pray
OG0001173	Syao.g_01915	Pray.g_01238
OG0001174	Syao.g_01923	Pray.g_01246
OG0001175	Syao.g_01924	Pray.g_01247
OG0001176	Syao.g_01799	Pray.g_01254
OG0001177	Syao.g_01802	Pray.g_01257
OG0001178	Syao.g_01541	Pray.g_01262
OG0001179	Syao.g_01768	Pray.g_01290
OG0001180	Syao.g_01833	Pray.g_01312
OG0001181	Syao.g_01829	Pray.g_01316
OG0001182	Syao.g_01820	Pray.g_01323
OG0001183	Syao.g_01851	Pray.g_01328
OG0001184	Syao.g_02264	Pray.g_01344
OG0001185	Syao.g_02147	Pray.g_01358
OG0001186	Syao.g_02173	Pray.g_01382
OG0001187	Syao.g_02171	Pray.g_01386
OG0001188	Syao.g_02169	Pray.g_01389
OG0001189	Syao.g_02215	Pray.g_01406
OG0001190	Syao.g_02436	Pray.g_01410
OG0001191	Syao.g_02449	Pray.g_01420
OG0001192	Syao.g_02367	Pray.g_01425
OG0001193	Syao.g_02284	Pray.g_01435
OG0001194	Syao.g_02285	Pray.g_01436
OG0001195	Syao.g_02286	Pray.g_01437
OG0001196	Syao.g_02341	Pray.g_01450
OG0001197	Syao.g_02343	Pray.g_01451
OG0001198	Syao.g_02158	Pray.g_01458
OG0001199	Syao.g_02623	Pray.g_00215
OG0001200	Syao.g_02625	Pray.g_00213
OG0001201	Syao.g_02601	Pray.g_00181
OG0001202	Syao.g_02461	Pray.g_00680
OG0001203	Syao.g_00296, Syao.g_01705	Pray.g_00719
OG0001204	Syao.g_02117	Pray.g_00724
OG0001205	Syao.g_01620	Pray.g_00935
OG0001206	Syao.g_02701, Syao.g_02702	Pray.g_00952
OG0001207	Syao.g_00035	Pray.g_00967
OG0001208	Syao.g_00026	Pray.g_00972
OG0001209	Syao.g_01415	Pray.g_01226
OG0001210	Syao.g_00882	Pray.g_01221
OG0001211	Syao.g_00861	Pray.g_01211
OG0001212	Syao.g_01001	Pray.g_01167
OG0001213	Syao.g_01322	Pray.g_01134
OG0001214	Syao.g_00896	Pray.g_01126
OG0001215	Syao.g_00700	Pray.g_01073
OG0001216	Syao.g_00492	Pray.g_01038
OG0001218	Syao.g_00092	Pray.g_00300
OG0001219	Syao.g_00651	Pray.g_00337
OG0001220	Syao.g_00393	Pray.g_00400
OG0001221	Syao.g_01657	Pray.g_00463
OG0001222	Syao.g_00687	Pray.g_00503
OG0001223	Syao.g_00820	Pray.g_00529
OG0001224	Syao.g_00427	Pray.g_00580
OG0001226	Syao.g_02633	Pray.g_00608
OG0001227	Syao.g_01047	Pray.g_00626
OG0001228	Syao.g_02256	Pray.g_00018
OG0001229	Syao.g_00220	Pray.g_01831
OG0001230	Syao.g_01503	Pray.g_01730
OG0001231	Syao.g_02254	Pray.g_01625
OG0001232	Syao.g_01664	Pray.g_01536
OG0001233	Syao.g_01643	Pray.g_01516
OG0001234	Syao.g_02035	Pray.g_01249
OG0001235	Syao.g_01863	Pray.g_01259
OG0001236	Syao.g_02261	Pray.g_01341
OG0001237	Syao.g_02265	Pray.g_01345
OG0001238	Syao.g_02451	Pray.g_01421
OG0001239	Syao.g_02620	Pray.g_00218
OG0001240	Syao.g_02669	Pray.g_00196
OG0001242	Syao.g_02576	Pray.g_00170
OG0001243	Syao.g_02584	Pray.g_00164
OG0001244	Syao.g_02477	Pray.g_00148
OG0001245	Syao.g_00362	Pray.g_00858
OG0001247	Syao.g_00390	Pray.g_01080
OG0001249	Syao.g_01882	Pray.g_00326
OG0001250	Syao.g_00556	Pray.g_00389
OG0001251	Syao.g_00641	Pray.g_00437
OG0001252	Syao.g_00507	Pray.g_00575
OG0001253	Syao.g_01220	Pray.g_00627
OG0001254	Syao.g_01426	Pray.g_00095
OG0001255	Syao.g_00920	Pray.g_00080
OG0001256	Syao.g_01572	Pray.g_01632
OG0001257	Syao.g_00414	Pray.g_01626
OG0001258	Syao.g_01561	Pray.g_01562
OG0001259	Syao.g_01645	Pray.g_01518
OG0001260	Syao.g_01623	Pray.g_01502
OG0001261	Syao.g_01814	Pray.g_01298
OG0001262	Syao.g_02213	Pray.g_01404
OG0001263	Syao.g_02541	Pray.g_00161
OG0001265	Syao.g_02574	Pray.g_00171
OG0001266	Syao.g_02465	Pray.g_00684
OG0001267	Syao.g_02063	Pray.g_00759
OG0001268	Syao.g_01871	Pray.g_00817
OG0001270	Syao.g_01733	Pray.g_00924
OG0001271	Syao.g_02685	Pray.g_00962
OG0001272	Syao.g_00120	Pray.g_00976
OG0001274	Syao.g_02401	Pray.g_01060
OG0001275	Syao.g_00806	Pray.g_00539
OG0001276	Syao.g_00450	Pray.g_00559
OG0001277	Syao.g_01334	Pray.g_00616
OG0001278	Syao.g_00265	Pray.g_00013
OG0001279	Syao.g_01528	Pray.g_01926
OG0001281	Syao.g_01454	Pray.g_01865
OG0001282	Syao.g_00037	Pray.g_01828
OG0001283	Syao.g_02335	Pray.g_01809
OG0001284	Syao.g_01587	Pray.g_01652
OG0001285	Syao.g_01010	Pray.g_01533
OG0001286	Syao.g_01835	Pray.g_01310
OG0001288	Syao.g_02187	Pray.g_01375
OG0001289	Syao.g_02649	Pray.g_00202
OG0001291	Syao.g_02551	Pray.g_00154
OG0001292	Syao.g_02111	Pray.g_00729
OG0001293	Syao.g_02091	Pray.g_00741
OG0001294	Syao.g_00948	Pray.g_00856
OG0001295	Syao.g_00878	Pray.g_00957
OG0001296	Syao.g_00163	Pray.g_01000
OG0001297	Syao.g_00159	Pray.g_01005
OG0001298	Syao.g_01043	Pray.g_01185
OG0001299	Syao.g_00942	Pray.g_01097
OG0001302	Syao.g_02711	Pray.g_00335
OG0001303	Syao.g_00649	Pray.g_00543
OG0001304	Syao.g_00466	Pray.g_00569
OG0001305	Syao.g_00382	Pray.g_00588
OG0001306	Syao.g_00141	Pray.g_00078
OG0001308	Syao.g_01500	Pray.g_01712
OG0001310	Syao.g_01681	Pray.g_01547
OG0001311	Syao.g_00452	Pray.g_00561
OG0001312	Syao.g_00635	Pray.g_00492
OG0001314	Syao.g_01276	Pray.g_00285
OG0001315	Syao.g_01853	Pray.g_00227
OG0001317	Syao.g_01701	Pray.g_00715
OG0001318	Syao.g_02099	Pray.g_00737
OG0001319	Syao.g_02075	Pray.g_00752
OG0001323	Syao.g_01392	Pray.g_01010
OG0001325	Syao.g_00487	Pray.g_01035
OG0001326	Syao.g_02293	Pray.g_00425
OG0001327	Syao.g_00953	Pray.g_00600
OG0001328	Syao.g_00198	Pray.g_00625
OG0001329	Syao.g_00876	Pray.g_00104
OG0001330	Syao.g_01444	Pray.g_01896
OG0001331	Syao.g_00042	Pray.g_01823
OG0001332	Syao.g_01244	Pray.g_01679
OG0001333	Syao.g_01649	Pray.g_01522
OG0001335	Syao.g_01913	Pray.g_01332
OG0001336	Syao.g_02336	Pray.g_01447
OG0001340	Syao.g_01892	Pray.g_00806
OG0001341	Syao.g_00602	Pray.g_00291
OG0001343	Syao.g_01235	Pray.g_00434
OG0001345	Syao.g_00179	Pray.g_00044
OG0001351	Syao.g_00060	Pray.g_00944
OG0001353	Syao.g_00439	Pray.g_00380
OG0001354	Syao.g_00833	Pray.g_00521
OG0001356	Syao.g_00301	Pray.g_00312
OG0001358	Syao.g_01343	Pray.g_01143
OG0001359	Syao.g_01234	Pray.g_00435
OG0001360	Syao.g_00177	Pray.g_00628
OG0001361	Syao.g_00182	Pray.g_00047
OG0001364	Syao.g_01969	Pray.g_01334
OG0001365	Syao.g_02441	Pray.g_01414
OG0001369	Syao.g_02668	Pray.g_00197
OG0001371	Syao.g_02638	Pray.g_01084
OG0001372	Syao.g_00368	Pray.g_00299
OG0001373	Syao.g_02291, Syao.g_02292	Pray.g_00424
OG0001374	Syao.g_02300	Pray.g_00432
OG0001375	Syao.g_01236	Pray.g_00433
OG0001376	Syao.g_00617	Pray.g_00594
OG0001377	Syao.g_00618	Pray.g_00595
OG0001378	Syao.g_01732	Pray.g_00133
OG0001379	Syao.g_01441	Pray.g_01876
OG0001380	Syao.g_00360	Pray.g_01841
OG0001382	Syao.g_00766	Pray.g_01611
OG0001385	Syao.g_02288	Pray.g_00421
OG0001386	Syao.g_02289	Pray.g_00422
OG0001387	Syao.g_02290	Pray.g_00423
OG0001388	Syao.g_02294	Pray.g_00426
OG0001389	Syao.g_02295	Pray.g_00427
OG0001390	Syao.g_02296	Pray.g_00428
OG0001391	Syao.g_02297	Pray.g_00429
OG0001392	Syao.g_02298	Pray.g_00430
OG0001393	Syao.g_02299	Pray.g_00431
OG0001395	Syao.g_00470	Pray.g_00571
OG0001398	Syao.g_02641	Pray.g_01599
OG0001399	Syao.g_01861	Pray.g_01251
OG0001402	Syao.g_01338	Pray.g_00307
OG0001403	Syao.g_02235	Pray.g_01492
OG0001405	Syao.g_01911	Pray.g_00804
OG0001406	Syao.g_00616	Pray.g_00593
OG0001407	Syao.g_00519	Pray.g_00606
OG0001408	Syao.g_01384	Pray.g_00611
OG0001415	Syao.g_00999	Pray.g_00712
OG0001416	Syao.g_01223	Pray.g_00949
OG0001417	Syao.g_00657	Pray.g_00959
OG0001418	Syao.g_00212	Pray.g_01079
OG0001419	Syao.g_00520	Pray.g_00607
OG0001420	Syao.g_01403	Pray.g_00124
OG0001422	Syao.g_00284	Pray.g_01606
OG0001423	Syao.g_00722	Pray.g_01751
OG0001425	Syao.g_02366	Pray.g_01424
OG0001429	Syao.g_00648	Pray.g_00338
OG0001432	Syao.g_01219	Pray.g_01639
OG0001433	Syao.g_00300	Pray.g_00311
OG0001434	Syao.g_00988	Pray.g_00472
OG0001437	Syao.g_00998	Pray.g_00711
OG0001439	Syao.g_02026	Pray.g_00785
OG0001441	Syao.g_01394	Pray.g_01012
OG0001442	Syao.g_00738	Pray.g_00283
OG0001447	Syao.g_02585	Pray.g_00163
OG0001449	Syao.g_01691	Pray.g_00880
OG0001452	Syao.g_02104	Pray.g_00439
OG0001453	Syao.g_00814	Pray.g_00533
OG0001454	Syao.g_01295	Pray.g_00621
OG0001456	Syao.g_00708	Pray.g_00087
OG0001457	Syao.g_00709	Pray.g_00086
OG0001458	Syao.g_00710	Pray.g_00085
OG0001459	Syao.g_00583	Pray.g_01912
OG0001460	Syao.g_00299	Pray.g_00310
OG0001462	Syao.g_02228	Pray.g_01496
OG0001467	Syao.g_01225	Pray.g_00327
OG0001468	Syao.g_00604	Pray.g_00598
OG0001471	Syao.g_02031	Pray.g_01636
OG0001473	Syao.g_00621	Pray.g_01383
OG0001474	Syao.g_01870	Pray.g_00818
OG0001475	Syao.g_02177	Pray.g_01795
OG0001479	Syao.g_01873	Pray.g_00815
OG0001486	Syao.g_00125	Pray.g_00066
OG0001492	Syao.g_00268	Pray.g_00016
OG0001493	Syao.g_00260	Pray.g_00008
OG0001502	Syao.g_00526	Pray.g_00318
OG0001505	Syao.g_01138	Pray.g_01796
OG0001507	Syao.g_00874	Pray.g_01584
OG0001508	Syao.g_02174	Pray.g_01807
OG0001520	Syao.g_01044	Pray.g_00872
OG0001522	Syao.g_00568	Pray.g_00381
OG0001525	Syao.g_00881	Pray.g_01620
OG0001526	Syao.g_02559	Pray.g_01232
OG0001546	Syao.g_01397	Pray.g_01015
OG0001547	Syao.g_00570	Pray.g_00320
OG0001553	Syao.g_01510	Pray.g_01725
OG0001554	Syao.g_00323	Pray.g_01630
OG0001557	Syao.g_00984	Pray.g_00468
OG0001564	Syao.g_01231, Syao.g_00883	Pray.g_01767
OG0001566	Syao.g_01198	Pray.g_01087
OG0001567	Syao.g_00571	Pray.g_00319
OG0001568	Syao.g_00569	Pray.g_00321
OG0001570	Syao.g_00286	Pray.g_00121
OG0001584	Syao.g_00746	Pray.g_00484
OG0001587	Syao.g_01693	Pray.g_01230
OG0001605	Syao.g_01284	Pray.g_00552
OG0001613	Syao.g_01854	Pray.g_01326
OG0001627	Syao.g_01698	Pray.g_00297
OG0001635	Syao.g_02182, Syao.g_02183	Pray.g_01577
OG0001701	Syao.g_02561	Pray.g_01233
OG0001712	Syao.g_00712	Pray.g_00901
OG0001775	Syao.g_00655	Pray.g_00609
OG0002295	Syao.g_00719	Pray.g_01749
OG0002349	Syao.g_01641	Pray.g_01514
OG0002363	Syao.g_02272	Pray.g_00917, Pray.g_00918
OG0002588	Syao.g_01115	Pray.g_01744
OG0002628	Syao.g_01958	Pray.g_01789
OG0002699	Syao.g_02002	Pray.g_01802
OG0002840	Syao.g_00723	Pray.g_01753
OG0003086	Syao.g_00718	Pray.g_01748
OG0003223	Syao.g_02001	Pray.g_01803
OG0003811	Syao.g_02000	Pray.g_01797
OG0004272	Syao.g_02657	Pray.g_01929
