Orthogroup	Praq	Syac
OG0001174	Praq.g_00939	Syac.g_02178
OG0001175	Praq.g_00938	Syac.g_02177
OG0001176	Praq.g_00931	Syac.g_02141
OG0001177	Praq.g_00928	Syac.g_02143
OG0001178	Praq.g_00923	Syac.g_00539
OG0001179	Praq.g_00895	Syac.g_02112
OG0001180	Praq.g_00874	Syac.g_02087
OG0001181	Praq.g_00870	Syac.g_02083
OG0001182	Praq.g_00863	Syac.g_02074
OG0001183	Praq.g_00728	Syac.g_02070
OG0001184	Praq.g_00744	Syac.g_00186
OG0001185	Praq.g_00758	Syac.g_00162
OG0001186	Praq.g_00684	Syac.g_00082
OG0001187	Praq.g_00688	Syac.g_00085
OG0001188	Praq.g_00690	Syac.g_00076
OG0001189	Praq.g_00707	Syac.g_00054
OG0001190	Praq.g_00711	Syac.g_02353
OG0001191	Praq.g_00721	Syac.g_02368
OG0001192	Praq.g_00390	Syac.g_02374
OG0001193	Praq.g_00400	Syac.g_02406
OG0001194	Praq.g_00401	Syac.g_02408
OG0001195	Praq.g_00402	Syac.g_02409
OG0001196	Praq.g_00415	Syac.g_02477
OG0001197	Praq.g_00416	Syac.g_02479
OG0001198	Praq.g_00423	Syac.g_02491
OG0001199	Praq.g_01929	Syac.g_00445
OG0001200	Praq.g_01927	Syac.g_00443
OG0001201	Praq.g_01895	Syac.g_00395
OG0001202	Praq.g_01803	Syac.g_02285
OG0001203	Praq.g_01764	Syac.g_01967
OG0001204	Praq.g_01759	Syac.g_02200
OG0001205	Praq.g_01112	Syac.g_00706
OG0001206	Praq.g_00512	Syac.g_01715
OG0001207	Praq.g_00528	Syac.g_01915
OG0001208	Praq.g_00533	Syac.g_01902
OG0001209	Praq.g_01067	Syac.g_01833
OG0001210	Praq.g_01062	Syac.g_01826
OG0001211	Praq.g_01052	Syac.g_01809
OG0001212	Praq.g_01006	Syac.g_01751
OG0001213	Praq.g_00973	Syac.g_00968
OG0001214	Praq.g_00965	Syac.g_00981
OG0001215	Praq.g_00819	Syac.g_00919
OG0001216	Praq.g_00585	Syac.g_01285
OG0001217	Praq.g_00622	Syac.g_01043
OG0001218	Praq.g_00630	Syac.g_01679
OG0001220	Praq.g_01449	Syac.g_00813
OG0001221	Praq.g_01501	Syac.g_01379
OG0001223	Praq.g_01566	Syac.g_01215
OG0001224	Praq.g_01615	Syac.g_00880
OG0001225	Praq.g_01617	Syac.g_00882
OG0001226	Praq.g_01642	Syac.g_01026
OG0001227	Praq.g_01661	Syac.g_02387
OG0001228	Praq.g_01378	Syac.g_00700
OG0001229	Praq.g_00173	Syac.g_00906
OG0001230	Praq.g_00286	Syac.g_01621
OG0001231	Praq.g_00003	Syac.g_00017
OG0001232	Praq.g_00474	Syac.g_00509
OG0001233	Praq.g_00454	Syac.g_00660
OG0001234	Praq.g_00936	Syac.g_02173
OG0001235	Praq.g_00926	Syac.g_02147
OG0001236	Praq.g_00741	Syac.g_00189
OG0001237	Praq.g_00745	Syac.g_00184
OG0001238	Praq.g_00722	Syac.g_02369
OG0001240	Praq.g_01910	Syac.g_00411
OG0001241	Praq.g_01902	Syac.g_00402
OG0001242	Praq.g_01884	Syac.g_00370
OG0001243	Praq.g_01878	Syac.g_00363
OG0001244	Praq.g_01862	Syac.g_00333
OG0001245	Praq.g_01163	Syac.g_01064
OG0001246	Praq.g_01098	Syac.g_01876
OG0001247	Praq.g_00812	Syac.g_01303
OG0001248	Praq.g_00814	Syac.g_01306
OG0001249	Praq.g_00647	Syac.g_02029
OG0001250	Praq.g_01438	Syac.g_00838
OG0001251	Praq.g_01474	Syac.g_02415
OG0001252	Praq.g_01610	Syac.g_00874
OG0001253	Praq.g_01662	Syac.g_01063
OG0001254	Praq.g_01302	Syac.g_01465
OG0001255	Praq.g_01317	Syac.g_01957
OG0001256	Praq.g_00384	Syac.g_00563
OG0001257	Praq.g_00002	Syac.g_01686
OG0001259	Praq.g_00456	Syac.g_00662
OG0001260	Praq.g_00440	Syac.g_00640
OG0001262	Praq.g_00705	Syac.g_00056
OG0001263	Praq.g_01875	Syac.g_00360
OG0001265	Praq.g_01885	Syac.g_00372
OG0001266	Praq.g_01799	Syac.g_02289
OG0001267	Praq.g_01723	Syac.g_02253
OG0001268	Praq.g_01206	Syac.g_02014
OG0001269	Praq.g_01185	Syac.g_01960
OG0001270	Praq.g_01123	Syac.g_00690
OG0001271	Praq.g_00523	Syac.g_01703
OG0001272	Praq.g_00537	Syac.g_01898
OG0001273	Praq.g_00971	Syac.g_00974
OG0001274	Praq.g_00832	Syac.g_02323
OG0001275	Praq.g_01575	Syac.g_01228
OG0001276	Praq.g_01594	Syac.g_01244
OG0001277	Praq.g_01651	Syac.g_02463
OG0001278	Praq.g_01383	Syac.g_01517
OG0001280	Praq.g_00132	Syac.g_00731
OG0001281	Praq.g_00138	Syac.g_00721
OG0001282	Praq.g_00178	Syac.g_01917
OG0001283	Praq.g_00197	Syac.g_02472
OG0001284	Praq.g_00364	Syac.g_00586
OG0001285	Praq.g_00471	Syac.g_01060
OG0001287	Praq.g_00765	Syac.g_00154
OG0001288	Praq.g_00773	Syac.g_00141
OG0001289	Praq.g_01916	Syac.g_00426
OG0001291	Praq.g_01868	Syac.g_00349
OG0001292	Praq.g_01754	Syac.g_02205
OG0001293	Praq.g_01742	Syac.g_02226
OG0001294	Praq.g_01165	Syac.g_01411
OG0001295	Praq.g_00517	Syac.g_01824
OG0001296	Praq.g_01093	Syac.g_01870
OG0001297	Praq.g_01088	Syac.g_01866
OG0001298	Praq.g_01026	Syac.g_01774
OG0001299	Praq.g_00795	Syac.g_01417
OG0001300	Praq.g_00822	Syac.g_00910
OG0001301	Praq.g_00825	Syac.g_00897
OG0001302	Praq.g_00656	Syac.g_01012
OG0001303	Praq.g_01579	Syac.g_01137
OG0001304	Praq.g_01604	Syac.g_01257
OG0001305	Praq.g_01623	Syac.g_00890
OG0001306	Praq.g_01319	Syac.g_00749
OG0001307	Praq.g_00158	Syac.g_02156
OG0001310	Praq.g_00485	Syac.g_00528
OG0001311	Praq.g_01596	Syac.g_01246
OG0001312	Praq.g_01529	Syac.g_01147
OG0001315	Praq.g_01942	Syac.g_02072
OG0001316	Praq.g_01863	Syac.g_00342
OG0001317	Praq.g_01768	Syac.g_01971
OG0001318	Praq.g_01747	Syac.g_02218
OG0001319	Praq.g_01731	Syac.g_02242
OG0001321	Praq.g_00500	Syac.g_00712
OG0001322	Praq.g_00501	Syac.g_00713
OG0001323	Praq.g_01083	Syac.g_01857
OG0001324	Praq.g_00823	Syac.g_00909
OG0001325	Praq.g_00588	Syac.g_01281
OG0001326	Praq.g_00846	Syac.g_02420
OG0001328	Praq.g_01660	Syac.g_01385
OG0001329	Praq.g_01294	Syac.g_01007
OG0001330	Praq.g_00111	Syac.g_00738
OG0001332	Praq.g_00337	Syac.g_00625
OG0001333	Praq.g_00460	Syac.g_00666
OG0001334	Praq.g_00731	Syac.g_02061
OG0001335	Praq.g_00732	Syac.g_02060
OG0001336	Praq.g_00412	Syac.g_02473
OG0001339	Praq.g_01900	Syac.g_00400
OG0001340	Praq.g_01674	Syac.g_02039
OG0001341	Praq.g_00620	Syac.g_00904
OG0001343	Praq.g_01471	Syac.g_02413
OG0001344	Praq.g_01337	Syac.g_00774
OG0001345	Praq.g_01352	Syac.g_00803
OG0001346	Praq.g_00134	Syac.g_00728
OG0001348	Praq.g_00023	Syac.g_00857
OG0001352	Praq.g_00809	Syac.g_01842
OG0001355	Praq.g_00033, Praq.g_00044	Syac.g_01823
OG0001358	Praq.g_00982	Syac.g_00952
OG0001359	Praq.g_01472	Syac.g_02412
OG0001360	Praq.g_01663	Syac.g_00805
OG0001361	Praq.g_01349	Syac.g_00800
OG0001362	Praq.g_00308	Syac.g_01649
OG0001363	Praq.g_00310	Syac.g_01651
OG0001364	Praq.g_00734	Syac.g_00204
OG0001370	Praq.g_00509	Syac.g_01294, Syac.g_02438
OG0001372	Praq.g_00629	Syac.g_01845
OG0001373	Praq.g_00847	Syac.g_02419
OG0001374	Praq.g_00839	Syac.g_02427
OG0001375	Praq.g_01470	Syac.g_02414
OG0001376	Praq.g_01628	Syac.g_02376
OG0001377	Praq.g_01629	Syac.g_02375
OG0001378	Praq.g_01272	Syac.g_00689
OG0001380	Praq.g_00163	Syac.g_01589
OG0001381	Praq.g_00169	Syac.g_02162
OG0001382	Praq.g_00016	Syac.g_00148
OG0001385	Praq.g_00850	Syac.g_02416
OG0001386	Praq.g_00849	Syac.g_02417
OG0001387	Praq.g_00848	Syac.g_02418
OG0001388	Praq.g_00845	Syac.g_02421
OG0001389	Praq.g_00844	Syac.g_02422
OG0001390	Praq.g_00843	Syac.g_02423
OG0001391	Praq.g_00842	Syac.g_02424
OG0001392	Praq.g_00841	Syac.g_02425
OG0001393	Praq.g_00840	Syac.g_02426
OG0001395	Praq.g_01606	Syac.g_01262
OG0001400	Praq.g_00265	Syac.g_00336
OG0001403	Praq.g_01233	Syac.g_00033
OG0001404	Praq.g_01935	Syac.g_00451
OG0001405	Praq.g_01676	Syac.g_02058
OG0001406	Praq.g_01627	Syac.g_02377
OG0001407	Praq.g_01640	Syac.g_01841
OG0001408	Praq.g_01646, Praq.g_01645	Syac.g_01530
OG0001410	Praq.g_00159	Syac.g_02155
OG0001413	Praq.g_00379	Syac.g_01019
OG0001414	Praq.g_01773	Syac.g_02161
OG0001416	Praq.g_00508	Syac.g_00724
OG0001417	Praq.g_00519, Praq.g_00520	Syac.g_01200
OG0001419	Praq.g_01641	Syac.g_01840
OG0001420	Praq.g_01280	Syac.g_01847
OG0001423	Praq.g_00859	Syac.g_00457
OG0001425	Praq.g_00389	Syac.g_02373
OG0001428	Praq.g_01830	Syac.g_00301
OG0001430	Praq.g_00106	Syac.g_02345
OG0001432	Praq.g_00377	Syac.g_01572
OG0001434	Praq.g_01509	Syac.g_01368
OG0001435	Praq.g_01486	Syac.g_01399
OG0001438	Praq.g_01709	Syac.g_00280
OG0001439	Praq.g_01695	Syac.g_00250
OG0001442	Praq.g_00613	Syac.g_01358
OG0001446	Praq.g_01924	Syac.g_01293
OG0001447	Praq.g_01877	Syac.g_00362
OG0001448	Praq.g_01177	Syac.g_01094
OG0001452	Praq.g_01476	Syac.g_02214
OG0001456	Praq.g_01310	Syac.g_02434
OG0001457	Praq.g_01311	Syac.g_02435
OG0001458	Praq.g_01312	Syac.g_02436
OG0001459	Praq.g_00092	Syac.g_01445
OG0001462	Praq.g_01238	Syac.g_00039
OG0001465	Praq.g_00831	Syac.g_01299
OG0001468	Praq.g_01632	Syac.g_01014
OG0001470	Praq.g_00199	Syac.g_00683
OG0001471	Praq.g_00380	Syac.g_00257
OG0001473	Praq.g_00685	Syac.g_01010
OG0001474	Praq.g_01205	Syac.g_02013
OG0001475	Praq.g_00201	Syac.g_00681
OG0001479	Praq.g_01208	Syac.g_02016
OG0001480	Praq.g_01175	Syac.g_00812
OG0001481	Praq.g_01170	Syac.g_01260
OG0001482	Praq.g_00506	Syac.g_01210
OG0001492	Praq.g_01380	Syac.g_01514
OG0001493	Praq.g_01388	Syac.g_01522
OG0001494	Praq.g_00252	Syac.g_00494
OG0001499	Praq.g_01943	Syac.g_01441
OG0001502	Praq.g_00643	Syac.g_00818
OG0001504	Praq.g_00093	Syac.g_01446
OG0001508	Praq.g_00198	Syac.g_00684
OG0001520	Praq.g_01151, Praq.g_01150	Syac.g_01787
OG0001522	Praq.g_01430	Syac.g_00849
OG0001528	Praq.g_00200	Syac.g_00682
OG0001546	Praq.g_01078	Syac.g_01853
OG0001548	Praq.g_00645	Syac.g_01030
OG0001551	Praq.g_01309	Syac.g_00861
OG0001572	Praq.g_00078	Syac.g_01584
OG0001585	Praq.g_00089	Syac.g_01072
OG0001588	Praq.g_00270	Syac.g_00200
OG0001602	Praq.g_00830	Syac.g_01300
OG0001625	Praq.g_01745	Syac.g_02220
OG0001647	Praq.g_01730	Syac.g_02244
OG0001667	Praq.g_00113	Syac.g_00472
OG0001712	Praq.g_01133	Syac.g_01065
OG0001713	Praq.g_01946	Syac.g_00783
OG0001718	Praq.g_01181	Syac.g_00465
OG0002156	Praq.g_01252, Praq.g_01253	Syac.g_01612
OG0002488	Praq.g_00256	Syac.g_00203
OG0002560	Praq.g_01148	Syac.g_01542
OG0002627	Praq.g_00259	Syac.g_00087
