Orthogroup	Praq	Syab
OG0001166	Praq.g_00478	Syab.g_02296
OG0001167	Praq.g_00461	Syab.g_02322
OG0001168	Praq.g_00459	Syab.g_02324
OG0001169	Praq.g_00457	Syab.g_02326
OG0001170	Praq.g_00455	Syab.g_02328
OG0001171	Praq.g_00446	Syab.g_02339
OG0001172	Praq.g_00948	Syab.g_00371
OG0001173	Praq.g_00947	Syab.g_00372
OG0001174	Praq.g_00939	Syab.g_00380
OG0001175	Praq.g_00938	Syab.g_00381
OG0001176	Praq.g_00931	Syab.g_00398
OG0001177	Praq.g_00928	Syab.g_00396
OG0001178	Praq.g_00923	Syab.g_02263
OG0001179	Praq.g_00895	Syab.g_00427
OG0001180	Praq.g_00874	Syab.g_00453
OG0001181	Praq.g_00870	Syab.g_00457
OG0001182	Praq.g_00863	Syab.g_00467
OG0001183	Praq.g_00728	Syab.g_00474
OG0001184	Praq.g_00744	Syab.g_00196
OG0001185	Praq.g_00758	Syab.g_00119
OG0001186	Praq.g_00684	Syab.g_00085
OG0001187	Praq.g_00688	Syab.g_00081
OG0001188	Praq.g_00690	Syab.g_00079
OG0001189	Praq.g_00707	Syab.g_00058
OG0001190	Praq.g_00711	Syab.g_02755
OG0001191	Praq.g_00721	Syab.g_02771
OG0001192	Praq.g_00390	Syab.g_02778
OG0001193	Praq.g_00400	Syab.g_02827
OG0001194	Praq.g_00401	Syab.g_02833
OG0001195	Praq.g_00402	Syab.g_02834
OG0001196	Praq.g_00415	Syab.g_02896
OG0001197	Praq.g_00416	Syab.g_02898
OG0001198	Praq.g_00423	Syab.g_02911
OG0001199	Praq.g_01929	Syab.g_02440
OG0001200	Praq.g_01927	Syab.g_02442
OG0001201	Praq.g_01895	Syab.g_02501
OG0001202	Praq.g_01803	Syab.g_02635
OG0001203	Praq.g_01764	Syab.g_02369
OG0001204	Praq.g_01759	Syab.g_00353
OG0001205	Praq.g_01112	Syab.g_00593
OG0001206	Praq.g_00512	Syab.g_00641
OG0001207	Praq.g_00528	Syab.g_02088
OG0001208	Praq.g_00533	Syab.g_02098
OG0001209	Praq.g_01067	Syab.g_02038
OG0001210	Praq.g_01062	Syab.g_02030
OG0001211	Praq.g_01052	Syab.g_02013
OG0001212	Praq.g_01006	Syab.g_01955
OG0001213	Praq.g_00973	Syab.g_01886
OG0001214	Praq.g_00965	Syab.g_01872
OG0001215	Praq.g_00819	Syab.g_01171
OG0001216	Praq.g_00585	Syab.g_01269
OG0001217	Praq.g_00622	Syab.g_01464
OG0001218	Praq.g_00630	Syab.g_00723
OG0001220	Praq.g_01449	Syab.g_01737
OG0001221	Praq.g_01501	Syab.g_01607
OG0001222	Praq.g_01540	Syab.g_01396
OG0001223	Praq.g_01566	Syab.g_01345
OG0001224	Praq.g_01615	Syab.g_01214
OG0001225	Praq.g_01617	Syab.g_01212
OG0001226	Praq.g_01642	Syab.g_02450
OG0001227	Praq.g_01661	Syab.g_00891
OG0001228	Praq.g_01378	Syab.g_01697
OG0001229	Praq.g_00173	Syab.g_01184
OG0001230	Praq.g_00286	Syab.g_00791
OG0001231	Praq.g_00003	Syab.g_00017
OG0001232	Praq.g_00474	Syab.g_02306
OG0001233	Praq.g_00454	Syab.g_02329
OG0001234	Praq.g_00936	Syab.g_00385
OG0001235	Praq.g_00926	Syab.g_00391
OG0001236	Praq.g_00741	Syab.g_00200
OG0001237	Praq.g_00745	Syab.g_00192
OG0001238	Praq.g_00722	Syab.g_02773
OG0001239	Praq.g_01932	Syab.g_02437
OG0001240	Praq.g_01910	Syab.g_02484
OG0001241	Praq.g_01902	Syab.g_02494
OG0001242	Praq.g_01884	Syab.g_02525
OG0001243	Praq.g_01878	Syab.g_02533
OG0001244	Praq.g_01862	Syab.g_02561
OG0001245	Praq.g_01163	Syab.g_01762
OG0001246	Praq.g_01098	Syab.g_02126
OG0001247	Praq.g_00812	Syab.g_02825
OG0001248	Praq.g_00814	Syab.g_01163
OG0001249	Praq.g_00647	Syab.g_00514
OG0001250	Praq.g_01438	Syab.g_01714
OG0001251	Praq.g_01474	Syab.g_01816
OG0001252	Praq.g_01610	Syab.g_01228
OG0001253	Praq.g_01662	Syab.g_01761
OG0001254	Praq.g_01302	Syab.g_01749
OG0001255	Praq.g_01317	Syab.g_01846
OG0001256	Praq.g_00384	Syab.g_02238
OG0001257	Praq.g_00002	Syab.g_01610
OG0001259	Praq.g_00456	Syab.g_02327
OG0001260	Praq.g_00440	Syab.g_02350
OG0001261	Praq.g_00887	Syab.g_00436
OG0001262	Praq.g_00705	Syab.g_00060
OG0001263	Praq.g_01875	Syab.g_02536
OG0001265	Praq.g_01885	Syab.g_02523
OG0001266	Praq.g_01799	Syab.g_02639
OG0001267	Praq.g_01723	Syab.g_00295
OG0001268	Praq.g_01206	Syab.g_00529
OG0001269	Praq.g_01185	Syab.g_01809
OG0001270	Praq.g_01123	Syab.g_00579
OG0001271	Praq.g_00523	Syab.g_00694
OG0001272	Praq.g_00537	Syab.g_02102
OG0001273	Praq.g_00971	Syab.g_01878
OG0001274	Praq.g_00832	Syab.g_02706
OG0001275	Praq.g_01575	Syab.g_01330
OG0001276	Praq.g_01594	Syab.g_01313
OG0001277	Praq.g_01651	Syab.g_02163
OG0001278	Praq.g_01383	Syab.g_01152
OG0001280	Praq.g_00132	Syab.g_00918
OG0001281	Praq.g_00138	Syab.g_00906
OG0001282	Praq.g_00178	Syab.g_02086
OG0001283	Praq.g_00197	Syab.g_02885
OG0001284	Praq.g_00364	Syab.g_02211
OG0001285	Praq.g_00471	Syab.g_02309
OG0001287	Praq.g_00765	Syab.g_00111
OG0001288	Praq.g_00773	Syab.g_00094
OG0001289	Praq.g_01916	Syab.g_02465
OG0001290	Praq.g_01903	Syab.g_02493
OG0001291	Praq.g_01868	Syab.g_02546
OG0001292	Praq.g_01754	Syab.g_00348
OG0001293	Praq.g_01742	Syab.g_00322
OG0001294	Praq.g_01165	Syab.g_01564
OG0001295	Praq.g_00517	Syab.g_01215
OG0001296	Praq.g_01093	Syab.g_02132
OG0001297	Praq.g_01088	Syab.g_02136
OG0001298	Praq.g_01026	Syab.g_01980
OG0001299	Praq.g_00795	Syab.g_01557
OG0001300	Praq.g_00822	Syab.g_01180
OG0001301	Praq.g_00825	Syab.g_01197
OG0001302	Praq.g_00656	Syab.g_01844
OG0001303	Praq.g_01579	Syab.g_01424
OG0001304	Praq.g_01604	Syab.g_01298
OG0001305	Praq.g_01623	Syab.g_01204
OG0001306	Praq.g_01319	Syab.g_00941
OG0001307	Praq.g_00158	Syab.g_01552
OG0001308	Praq.g_00304	Syab.g_00759
OG0001310	Praq.g_00485	Syab.g_02288
OG0001311	Praq.g_01596	Syab.g_01311
OG0001312	Praq.g_01529	Syab.g_01414
OG0001315	Praq.g_01942	Syab.g_00472
OG0001316	Praq.g_01863	Syab.g_02552
OG0001317	Praq.g_01768	Syab.g_02373
OG0001318	Praq.g_01747	Syab.g_00333
OG0001319	Praq.g_01731	Syab.g_00306
OG0001321	Praq.g_00500	Syab.g_00616
OG0001322	Praq.g_00501	Syab.g_00617
OG0001323	Praq.g_01083	Syab.g_02145
OG0001324	Praq.g_00823	Syab.g_01181
OG0001325	Praq.g_00588	Syab.g_01273
OG0001326	Praq.g_00846	Syab.g_02841
OG0001327	Praq.g_01634	Syab.g_01643
OG0001328	Praq.g_01660	Syab.g_01616
OG0001329	Praq.g_01294	Syab.g_00361
OG0001330	Praq.g_00111	Syab.g_00925
OG0001331	Praq.g_00183	Syab.g_02081
OG0001332	Praq.g_00337	Syab.g_02165
OG0001333	Praq.g_00460	Syab.g_02323
OG0001334	Praq.g_00731	Syab.g_00483
OG0001335	Praq.g_00732	Syab.g_00484
OG0001336	Praq.g_00412	Syab.g_02886
OG0001339	Praq.g_01900	Syab.g_02496
OG0001340	Praq.g_01674	Syab.g_00503
OG0001341	Praq.g_00620	Syab.g_01779
OG0001343	Praq.g_01471	Syab.g_00359
OG0001344	Praq.g_01337	Syab.g_00974
OG0001345	Praq.g_01352	Syab.g_01008
OG0001346	Praq.g_00134	Syab.g_00914
OG0001348	Praq.g_00023	Syab.g_01258
OG0001351	Praq.g_00503	Syab.g_00625
OG0001358	Praq.g_00982	Syab.g_01900
OG0001359	Praq.g_01472	Syab.g_00360
OG0001360	Praq.g_01663	Syab.g_01010
OG0001361	Praq.g_01349	Syab.g_00154, Syab.g_01005
OG0001362	Praq.g_00308	Syab.g_00754
OG0001363	Praq.g_00310	Syab.g_00752
OG0001364	Praq.g_00734	Syab.g_00211
OG0001365	Praq.g_00715	Syab.g_02760
OG0001369	Praq.g_01911	Syab.g_02483
OG0001370	Praq.g_00509	Syab.g_01831
OG0001373	Praq.g_00847	Syab.g_02840
OG0001374	Praq.g_00839	Syab.g_02848
OG0001375	Praq.g_01470	Syab.g_00358
OG0001376	Praq.g_01628	Syab.g_02782
OG0001377	Praq.g_01629	Syab.g_02781
OG0001378	Praq.g_01272	Syab.g_00578
OG0001381	Praq.g_00169	Syab.g_01937
OG0001382	Praq.g_00016	Syab.g_00393
OG0001385	Praq.g_00850	Syab.g_02837
OG0001386	Praq.g_00849	Syab.g_02838
OG0001387	Praq.g_00848	Syab.g_02839
OG0001388	Praq.g_00845	Syab.g_02842
OG0001389	Praq.g_00844	Syab.g_02843
OG0001390	Praq.g_00843	Syab.g_02844
OG0001391	Praq.g_00842	Syab.g_02845
OG0001392	Praq.g_00841	Syab.g_02846
OG0001393	Praq.g_00840	Syab.g_02847
OG0001397	Praq.g_00309	Syab.g_00753
OG0001400	Praq.g_00265	Syab.g_02557
OG0001404	Praq.g_01935	Syab.g_02433
OG0001405	Praq.g_01676	Syab.g_00486
OG0001406	Praq.g_01627	Syab.g_02783
OG0001407	Praq.g_01640	Syab.g_01158
OG0001408	Praq.g_01646, Praq.g_01645	Syab.g_01826
OG0001409	Praq.g_01340	Syab.g_00988
OG0001410	Praq.g_00159	Syab.g_01550
OG0001413	Praq.g_00379	Syab.g_01812, Syab.g_01904
OG0001414	Praq.g_01773	Syab.g_01938
OG0001415	Praq.g_01771	Syab.g_02471
OG0001416	Praq.g_00508	Syab.g_00909
OG0001417	Praq.g_00519, Praq.g_00520	Syab.g_01359
OG0001419	Praq.g_01641	Syab.g_01159
OG0001420	Praq.g_01280	Syab.g_02155
OG0001425	Praq.g_00389	Syab.g_02777
OG0001428	Praq.g_01830	Syab.g_02594
OG0001429	Praq.g_00659	Syab.g_01423
OG0001430	Praq.g_00106	Syab.g_02743
OG0001432	Praq.g_00377	Syab.g_01818
OG0001434	Praq.g_01509	Syab.g_01594
OG0001435	Praq.g_01486	Syab.g_01637
OG0001438	Praq.g_01709	Syab.g_00280
OG0001439	Praq.g_01695	Syab.g_00248
OG0001442	Praq.g_00613	Syab.g_01583
OG0001447	Praq.g_01877	Syab.g_02534
OG0001448	Praq.g_01177	Syab.g_01789
OG0001450	Praq.g_00816	Syab.g_01081
OG0001452	Praq.g_01476	Syab.g_00338
OG0001454	Praq.g_01656	Syab.g_01808
OG0001456	Praq.g_01310	Syab.g_02850
OG0001457	Praq.g_01311	Syab.g_02851
OG0001458	Praq.g_01312	Syab.g_02852
OG0001462	Praq.g_01238	Syab.g_00042
OG0001463	Praq.g_01716	Syab.g_01104
OG0001467	Praq.g_00648	Syab.g_00805
OG0001471	Praq.g_00380	Syab.g_00253
OG0001472	Praq.g_00387	Syab.g_01800
OG0001473	Praq.g_00685	Syab.g_01813
OG0001479	Praq.g_01208	Syab.g_00527
OG0001480	Praq.g_01175	Syab.g_01836
OG0001481	Praq.g_01170	Syab.g_00621
OG0001482	Praq.g_00506	Syab.g_01349
OG0001486	Praq.g_01331	Syab.g_00967
OG0001492	Praq.g_01380	Syab.g_01155
OG0001493	Praq.g_01388	Syab.g_01147
OG0001494	Praq.g_00252	Syab.g_00173
OG0001499	Praq.g_01943	Syab.g_01112
OG0001502	Praq.g_00643	Syab.g_01733
OG0001520	Praq.g_01151, Praq.g_01150	Syab.g_01992
OG0001522	Praq.g_01430	Syab.g_01703
OG0001546	Praq.g_01078	Syab.g_02150
OG0001551	Praq.g_01309	Syab.g_01166
OG0001554	Praq.g_00386	Syab.g_02753
OG0001555	Praq.g_00012	Syab.g_02418
OG0001565	Praq.g_01130	Syab.g_01837
OG0001572	Praq.g_00078	Syab.g_02215
OG0001582	Praq.g_00518	Syab.g_01881
OG0001625	Praq.g_01745	Syab.g_00328
OG0001627	Praq.g_00628	Syab.g_02167
OG0001647	Praq.g_01730	Syab.g_00304
OG0001704	Praq.g_01399	Syab.g_02425
OG0001709	Praq.g_00220	Syab.g_00162
OG0001712	Praq.g_01133	Syab.g_01764
OG0001713	Praq.g_01946	Syab.g_00985
OG0001726	Praq.g_01136	Syab.g_01087
OG0001745	Praq.g_00376	Syab.g_01769
OG0001922	Praq.g_00148	Syab.g_00153
OG0001924	Praq.g_00559	Syab.g_01915
OG0001925	Praq.g_00558	Syab.g_01916
OG0001926	Praq.g_00557	Syab.g_01917
OG0001927	Praq.g_00556	Syab.g_01918
OG0001993	Praq.g_00561	Syab.g_01913
OG0001994	Praq.g_00560	Syab.g_01914
OG0002110	Praq.g_00852, Praq.g_00855	Syab.g_00077
OG0002111	Praq.g_01011	Syab.g_00832
OG0002156	Praq.g_01252, Praq.g_01253	Syab.g_00808
OG0002425	Praq.g_00254	Syab.g_00186
OG0002488	Praq.g_00256	Syab.g_00829
OG0002559	Praq.g_01403	Syab.g_01127
OG0002560	Praq.g_01148	Syab.g_01474
OG0002695	Praq.g_00255	Syab.g_00184
OG0003647	Praq.g_00057	Syab.g_01115, Syab.g_01429
