Orthogroup	Syap	Prbh
OG0001299	Syap.g_01959	Prbh.g_01186
OG0001304	Syap.g_00536	Prbh.g_01136
OG0001305	Syap.g_01562	Prbh.g_01027
OG0001306	Syap.g_00245	Prbh.g_01298
OG0001307	Syap.g_00403	Prbh.g_01936
OG0001308	Syap.g_02751, Syap.g_02750	Prbh.g_00109
OG0001310	Syap.g_01774	Prbh.g_01769
OG0001311	Syap.g_01871	Prbh.g_01125
OG0001312	Syap.g_01735	Prbh.g_01063
OG0001314	Syap.g_00330, Syap.g_00391	Prbh.g_01949, Prbh.g_00791
OG0001315	Syap.g_00596	Prbh.g_01861
OG0001318	Syap.g_01596, Syap.g_01597	Prbh.g_00522
OG0001319	Syap.g_02338	Prbh.g_00506
OG0001323	Syap.g_00757	Prbh.g_00310
OG0001332	Syap.g_01548	Prbh.g_00146
OG0001333	Syap.g_01373	Prbh.g_01744
OG0001336	Syap.g_02602	Prbh.g_01491
OG0001337	Syap.g_00576	Prbh.g_00447
OG0001346	Syap.g_01484	Prbh.g_01374
OG0001348	Syap.g_00938	Prbh.g_01888
OG0001351	Syap.g_01996	Prbh.g_00373
OG0001353	Syap.g_01849	Prbh.g_00985
OG0001358	Syap.g_00942	Prbh.g_01463
OG0001361	Syap.g_01792	Prbh.g_01264
OG0001364	Syap.g_01052	Prbh.g_01614
OG0001365	Syap.g_00138	Prbh.g_01531
OG0001368	Syap.g_01576	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001371	Syap.g_02544, Syap.g_02545	Prbh.g_00913
OG0001379	Syap.g_01474	Prbh.g_01367
OG0001382	Syap.g_00677	Prbh.g_01343
OG0001394	Syap.g_00159	Prbh.g_00893
OG0001398	Syap.g_02356	Prbh.g_01399
OG0001401	Syap.g_01844	Prbh.g_00990
OG0001411	Syap.g_00853	Prbh.g_00721
OG0001415	Syap.g_00447, Syap.g_00446	Prbh.g_00549
OG0001418	Syap.g_00221	Prbh.g_00919
OG0001425	Syap.g_01024	Prbh.g_01521
OG0001435	Syap.g_01259	Prbh.g_00874
OG0001437	Syap.g_00448	Prbh.g_00550
OG0001441	Syap.g_02749	Prbh.g_00308
OG0001443	Syap.g_01006	Prbh.g_01871
OG0001453	Syap.g_02687	Prbh.g_01927
OG0001460	Syap.g_00789	Prbh.g_01791
OG0001461	Syap.g_02707	Prbh.g_01839
OG0001487	Syap.g_00699	Prbh.g_00139
OG0001488	Syap.g_00209	Prbh.g_01269
OG0001489	Syap.g_00603	Prbh.g_01629
OG0001495	Syap.g_01921	Prbh.g_01693
OG0001498	Syap.g_02044, Syap.g_02043	Prbh.g_00414
OG0001510	Syap.g_01117	Prbh.g_01575
OG0001511	Syap.g_02629, Syap.g_02676	Prbh.g_00671
OG0001512	Syap.g_01151, Syap.g_01152	Prbh.g_01335
OG0001515	Syap.g_00906	Prbh.g_00927
OG0001516	Syap.g_01964	Prbh.g_01189
OG0001517	Syap.g_00568	Prbh.g_00438
OG0001518	Syap.g_01026	Prbh.g_01522
OG0001519	Syap.g_02079	Prbh.g_01517
OG0001527	Syap.g_00287, Syap.g_00292	Prbh.g_00266
OG0001529	Syap.g_01809	Prbh.g_00742
OG0001530	Syap.g_02627	Prbh.g_00672
OG0001531	Syap.g_01150	Prbh.g_00541
OG0001534	Syap.g_00534	Prbh.g_01137
OG0001535	Syap.g_01875	Prbh.g_01122
OG0001536	Syap.g_02018	Prbh.g_01082
OG0001537	Syap.g_00153	Prbh.g_00890
OG0001538	Syap.g_00199	Prbh.g_00958
OG0001539	Syap.g_02370	Prbh.g_00869
OG0001540	Syap.g_02214	Prbh.g_00651
OG0001541	Syap.g_01187	Prbh.g_00603
OG0001542	Syap.g_01177	Prbh.g_00597
OG0001543	Syap.g_01417, Syap.g_01416	Prbh.g_01876
OG0001557	Syap.g_00162	Prbh.g_00894
OG0001563	Syap.g_00473	Prbh.g_01645
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbh.g_00268
OG0001580	Syap.g_01340, Syap.g_01341	Prbh.g_00735
OG0001584	Syap.g_00183	Prbh.g_01175
OG0001587	Syap.g_02669	Prbh.g_01722
OG0001592	Syap.g_01342	Prbh.g_00736
OG0001613	Syap.g_00597	Prbh.g_01622
OG0001614	Syap.g_01101	Prbh.g_01587
OG0001616	Syap.g_01884	Prbh.g_01259
OG0001619	Syap.g_01752	Prbh.g_01072
OG0001620	Syap.g_00557	Prbh.g_00429
OG0001621	Syap.g_01592	Prbh.g_00526
OG0001622	Syap.g_02601	Prbh.g_01493
OG0001634	Syap.g_01956	Prbh.g_01183
OG0001636	Syap.g_01797	Prbh.g_00747
OG0001638	Syap.g_01778	Prbh.g_01771
OG0001639	Syap.g_00751	Prbh.g_00148
OG0001641	Syap.g_02685	Prbh.g_01105
OG0001642	Syap.g_00530	Prbh.g_01007
OG0001643	Syap.g_00902	Prbh.g_01214
OG0001644	Syap.g_00346	Prbh.g_01158
OG0001658	Syap.g_00131	Prbh.g_00740
OG0001659	Syap.g_01892	Prbh.g_01407
OG0001678	Syap.g_02678	Prbh.g_01715
OG0001679	Syap.g_02521	Prbh.g_00443
OG0001713	Syap.g_00349	Prbh.g_01360
OG0001717	Syap.g_01200	Prbh.g_00822
OG0001731	Syap.g_00029	Prbh.g_00161
OG0001762	Syap.g_02692	Prbh.g_01110
OG0001764	Syap.g_02336	Prbh.g_01152
OG0001771	Syap.g_00329	Prbh.g_01843
OG0001956	Syap.g_01978	Prbh.g_01014
OG0001977	Syap.g_02094	Prbh.g_01511
OG0002019	Syap.g_01103	Prbh.g_01950
OG0002097	Syap.g_00711	Prbh.g_00046
OG0002098	Syap.g_02161	Prbh.g_01921
OG0002110	Syap.g_00363	Prbh.g_01926
OG0002122	Syap.g_01294	Prbh.g_00831
OG0002274	Syap.g_00710	Prbh.g_00047
OG0002347	Syap.g_01387	Prbh.g_01753
OG0002389	Syap.g_00600	Prbh.g_01625
OG0002425	Syap.g_01019	Prbh.g_00071
OG0002730	Syap.g_02414	Prbh.g_01941
OG0002837	Syap.g_01172	Prbh.g_01419
OG0002893	Syap.g_00729	Prbh.g_00045
