Orthogroup	Syap	Prbj
OG0001319	Syap.g_02338	Prbj.g_01395
OG0001323	Syap.g_00757	Prbj.g_02109
OG0001326	Syap.g_02646	Prbj.g_02026
OG0001332	Syap.g_01548	Prbj.g_01674
OG0001333	Syap.g_01373	Prbj.g_00460
OG0001336	Syap.g_02602	Prbj.g_02052
OG0001337	Syap.g_00576	Prbj.g_00353
OG0001347	Syap.g_02536	Prbj.g_01278
OG0001348	Syap.g_00938	Prbj.g_00249
OG0001351	Syap.g_01996	Prbj.g_01893
OG0001353	Syap.g_01849	Prbj.g_02473
OG0001358	Syap.g_00942	Prbj.g_02549
OG0001360	Syap.g_01881, Syap.g_02778	Prbj.g_00018
OG0001361	Syap.g_01792	Prbj.g_00309
OG0001365	Syap.g_00138	Prbj.g_01960
OG0001366	Syap.g_01399	Prbj.g_00479
OG0001371	Syap.g_02544, Syap.g_02545	Prbj.g_00184
OG0001373	Syap.g_02647	Prbj.g_02025
OG0001374	Syap.g_01829, Syap.g_01830	Prbj.g_02033
OG0001376	Syap.g_01991	Prbj.g_01978
OG0001377	Syap.g_01992	Prbj.g_01977
OG0001378	Syap.g_02055	Prbj.g_00091
OG0001379	Syap.g_01474	Prbj.g_01720
OG0001382	Syap.g_00677	Prbj.g_02174
OG0001383	Syap.g_02665	Prbj.g_02616
OG0001385	Syap.g_02650	Prbj.g_02022
OG0001386	Syap.g_02649	Prbj.g_02023
OG0001387	Syap.g_02648	Prbj.g_02024
OG0001388	Syap.g_02645	Prbj.g_02027
OG0001389	Syap.g_02644	Prbj.g_02028
OG0001390	Syap.g_02643	Prbj.g_02029
OG0001391	Syap.g_01833	Prbj.g_02030
OG0001392	Syap.g_01832	Prbj.g_02031
OG0001393	Syap.g_01831	Prbj.g_02032
OG0001394	Syap.g_00159	Prbj.g_02381
OG0001395	Syap.g_00531	Prbj.g_02197
OG0001396	Syap.g_02537	Prbj.g_01277
OG0001398	Syap.g_02356	Prbj.g_00690
OG0001401	Syap.g_01844	Prbj.g_02477
OG0001406	Syap.g_01989	Prbj.g_01979
OG0001412	Syap.g_02535	Prbj.g_01279
OG0001415	Syap.g_00447, Syap.g_00446	Prbj.g_01776
OG0001418	Syap.g_00221	Prbj.g_02636
OG0001422	Syap.g_01682	Prbj.g_00158
OG0001425	Syap.g_01024	Prbj.g_01972
OG0001434	Syap.g_00167	Prbj.g_02385
OG0001435	Syap.g_01259	Prbj.g_02336
OG0001436	Syap.g_01711	Prbj.g_01484, Prbj.g_01485
OG0001437	Syap.g_00448	Prbj.g_01775
OG0001438	Syap.g_01346, Syap.g_01630	Prbj.g_01420
OG0001441	Syap.g_02749	Prbj.g_02111
OG0001443	Syap.g_01006	Prbj.g_00872
OG0001444	Syap.g_00761	Prbj.g_00598, Prbj.g_01810
OG0001461	Syap.g_02707	Prbj.g_01889
OG0001470	Syap.g_01138, Syap.g_00709	Prbj.g_01255
OG0001474	Syap.g_00562	Prbj.g_00334
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbj.g_01257
OG0001478	Syap.g_01790	Prbj.g_00137, Prbj.g_01130
OG0001479	Syap.g_00565	Prbj.g_00337
OG0001487	Syap.g_00699	Prbj.g_00662, Prbj.g_00661, Prbj.g_00660
OG0001488	Syap.g_00209	Prbj.g_00828
OG0001489	Syap.g_00603	Prbj.g_00398
OG0001495	Syap.g_01921	Prbj.g_01031
OG0001498	Syap.g_02044, Syap.g_02043	Prbj.g_00065
OG0001508	Syap.g_01139	Prbj.g_01254
OG0001510	Syap.g_01117	Prbj.g_01818
OG0001511	Syap.g_02629, Syap.g_02676	Prbj.g_00628
OG0001512	Syap.g_01151, Syap.g_01152	Prbj.g_02612
OG0001515	Syap.g_00906	Prbj.g_00939
OG0001516	Syap.g_01964	Prbj.g_00817
OG0001517	Syap.g_00568	Prbj.g_00340
OG0001518	Syap.g_01026	Prbj.g_01971
OG0001519	Syap.g_02079	Prbj.g_01982
OG0001527	Syap.g_00287, Syap.g_00292	Prbj.g_01878
OG0001528	Syap.g_00806	Prbj.g_01251
OG0001529	Syap.g_01809	Prbj.g_01216
OG0001530	Syap.g_02627	Prbj.g_00626
OG0001531	Syap.g_01150	Prbj.g_02613
OG0001533	Syap.g_02326	Prbj.g_00683
OG0001534	Syap.g_00534	Prbj.g_02200
OG0001535	Syap.g_01875	Prbj.g_02212
OG0001536	Syap.g_02018	Prbj.g_02272
OG0001537	Syap.g_00153	Prbj.g_02372
OG0001538	Syap.g_00199	Prbj.g_02417
OG0001539	Syap.g_02370	Prbj.g_02522
OG0001540	Syap.g_02214	Prbj.g_01533
OG0001541	Syap.g_01187	Prbj.g_00507
OG0001542	Syap.g_01177	Prbj.g_01142
OG0001543	Syap.g_01417, Syap.g_01416	Prbj.g_00247
OG0001553	Syap.g_02121	Prbj.g_01053
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prbj.g_01187
OG0001562	Syap.g_02700	Prbj.g_02220
OG0001563	Syap.g_00473	Prbj.g_00982
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbj.g_01876
OG0001577	Syap.g_00232	Prbj.g_00967
OG0001580	Syap.g_01340, Syap.g_01341	Prbj.g_01944
OG0001590	Syap.g_00889	Prbj.g_02501
OG0001592	Syap.g_01342	Prbj.g_01945
OG0001614	Syap.g_01101	Prbj.g_01590
OG0001615	Syap.g_01937	Prbj.g_02667
OG0001616	Syap.g_01884	Prbj.g_01911
OG0001618	Syap.g_00518, Syap.g_02409	Prbj.g_02188
OG0001619	Syap.g_01752	Prbj.g_02282
OG0001620	Syap.g_00557	Prbj.g_00326
OG0001621	Syap.g_01592	Prbj.g_01358
OG0001622	Syap.g_02601	Prbj.g_02050
OG0001634	Syap.g_01956	Prbj.g_00823
OG0001635	Syap.g_01127	Prbj.g_02633
OG0001636	Syap.g_01797	Prbj.g_01209
OG0001637	Syap.g_01945, Syap.g_01946	Prbj.g_00436
OG0001638	Syap.g_01778	Prbj.g_00490
OG0001639	Syap.g_00751	Prbj.g_01685
OG0001641	Syap.g_02685	Prbj.g_02238
OG0001642	Syap.g_00530	Prbj.g_02499
OG0001643	Syap.g_00902	Prbj.g_02578
OG0001652	Syap.g_02634	Prbj.g_01185
OG0001654	Syap.g_00753	Prbj.g_01683
OG0001657	Syap.g_02175	Prbj.g_00532
OG0001658	Syap.g_00131	Prbj.g_01954
OG0001672	Syap.g_02553, Syap.g_02554	Prbj.g_00578
OG0001673	Syap.g_01163	Prbj.g_00178
OG0001675	Syap.g_02698	Prbj.g_02223, Prbj.g_02221
OG0001677	Syap.g_00592	Prbj.g_00366
OG0001692	Syap.g_02120	Prbj.g_01051
OG0001694	Syap.g_01358	Prbj.g_01407
OG0001714	Syap.g_01040	Prbj.g_01265
OG0001715	Syap.g_00665	Prbj.g_00707
OG0001729	Syap.g_02666	Prbj.g_02618
OG0001730	Syap.g_00770	Prbj.g_00421
OG0001731	Syap.g_00029	Prbj.g_01698
OG0001732	Syap.g_02315	Prbj.g_01904
OG0001735	Syap.g_00095	Prbj.g_00808
OG0001737	Syap.g_01637	Prbj.g_01425
OG0001738	Syap.g_01657	Prbj.g_01458
OG0001748	Syap.g_01911	Prbj.g_00256
OG0001749	Syap.g_02067	Prbj.g_01475
OG0001750	Syap.g_00764	Prbj.g_00599
OG0001751	Syap.g_01164	Prbj.g_00179
OG0001752	Syap.g_02670	Prbj.g_00424
OG0001753	Syap.g_02534	Prbj.g_00430
OG0001754	Syap.g_01949, Syap.g_01948	Prbj.g_00433
OG0001755	Syap.g_00250	Prbj.g_02105
OG0001760	Syap.g_02651	Prbj.g_02326
OG0001762	Syap.g_02692	Prbj.g_02230
OG0001764	Syap.g_02336	Prbj.g_02318
OG0001766	Syap.g_01328	Prbj.g_01435
OG0001767	Syap.g_01036, Syap.g_00863	Prbj.g_01483
OG0001768	Syap.g_00610, Syap.g_02273, Syap.g_02275	Prbj.g_01149
OG0001783	Syap.g_01108, Syap.g_01471	Prbj.g_01595
OG0001786	Syap.g_00311, Syap.g_01210	Prbj.g_01714
OG0001787	Syap.g_01454	Prbj.g_02126
OG0001788	Syap.g_01449	Prbj.g_02129
OG0001789	Syap.g_01482, Syap.g_01481	Prbj.g_01727
OG0001790	Syap.g_00238	Prbj.g_00960
OG0001796	Syap.g_01850, Syap.g_01852	Prbj.g_02218
OG0001797	Syap.g_00947	Prbj.g_02289
OG0001798	Syap.g_01291	Prbj.g_02556
OG0001799	Syap.g_00638	Prbj.g_02595
OG0001800	Syap.g_00771	Prbj.g_01295
OG0001801	Syap.g_02110	Prbj.g_01042
OG0001804	Syap.g_02045, Syap.g_02046	Prbj.g_00066
OG0001806	Syap.g_02337	Prbj.g_01396
OG0001808	Syap.g_01055	Prbj.g_01497
OG0001809	Syap.g_00322, Syap.g_01685	Prbj.g_01544
OG0001811	Syap.g_01180	Prbj.g_01139
OG0001812	Syap.g_01343	Prbj.g_01946
OG0001813	Syap.g_02086	Prbj.g_02001
OG0001814	Syap.g_01166, Syap.g_00125	Prbj.g_02059
OG0001815	Syap.g_01801	Prbj.g_02068
OG0001838	Syap.g_00064, Syap.g_00537	Prbj.g_02081
OG0001839	Syap.g_01794	Prbj.g_01205
OG0001840	Syap.g_00978	Prbj.g_01222
OG0001841	Syap.g_00987	Prbj.g_01230
OG0001842	Syap.g_00147, Syap.g_00146	Prbj.g_01812
OG0001843	Syap.g_01100	Prbj.g_01589
OG0001844	Syap.g_01099	Prbj.g_01588
OG0001845	Syap.g_01094	Prbj.g_01582
OG0001846	Syap.g_02228, Syap.g_02226	Prbj.g_01561
OG0001847	Syap.g_02230	Prbj.g_01559
OG0001848	Syap.g_02236	Prbj.g_01555
OG0001849	Syap.g_02364	Prbj.g_00586
OG0001850	Syap.g_02550	Prbj.g_00579
OG0001851	Syap.g_01700	Prbj.g_00574
OG0001852	Syap.g_01699	Prbj.g_00573
OG0001853	Syap.g_01691	Prbj.g_00566
OG0001854	Syap.g_01157	Prbj.g_00175
OG0001855	Syap.g_01986	Prbj.g_01062
OG0001856	Syap.g_01216	Prbj.g_00886
OG0001857	Syap.g_01212	Prbj.g_00889
OG0001858	Syap.g_00025	Prbj.g_01695
OG0001859	Syap.g_02516	Prbj.g_01648
OG0001860	Syap.g_02262	Prbj.g_01636
OG0001861	Syap.g_02248	Prbj.g_01623
OG0001862	Syap.g_00276	Prbj.g_01611
OG0001863	Syap.g_00272	Prbj.g_01606
OG0001864	Syap.g_01974	Prbj.g_02140
OG0001865	Syap.g_00651	Prbj.g_01784
OG0001866	Syap.g_01522	Prbj.g_01759
OG0001867	Syap.g_01524	Prbj.g_01749
OG0001868	Syap.g_01495	Prbj.g_01730
OG0001869	Syap.g_00233	Prbj.g_00966
OG0001870	Syap.g_00224	Prbj.g_00974
OG0001871	Syap.g_00217	Prbj.g_00842
OG0001872	Syap.g_02442	Prbj.g_02161
OG0001873	Syap.g_01885	Prbj.g_01912
OG0001874	Syap.g_01882	Prbj.g_00017
OG0001877	Syap.g_00905	Prbj.g_00940
OG0001878	Syap.g_02695	Prbj.g_02226
OG0001879	Syap.g_02690	Prbj.g_02234
OG0001883	Syap.g_01741	Prbj.g_02291
OG0001884	Syap.g_01733	Prbj.g_02300
OG0001885	Syap.g_02792	Prbj.g_02313
OG0001886	Syap.g_02335	Prbj.g_02317
OG0001887	Syap.g_01245	Prbj.g_02356
OG0001888	Syap.g_00168	Prbj.g_02398
OG0001889	Syap.g_02724	Prbj.g_02426
OG0001890	Syap.g_00825	Prbj.g_02489
OG0001891	Syap.g_00832	Prbj.g_02493
OG0001893	Syap.g_01290	Prbj.g_02557
OG0001894	Syap.g_00893	Prbj.g_02572
OG0001895	Syap.g_02658	Prbj.g_01292
OG0001896	Syap.g_02053	Prbj.g_00088
OG0001897	Syap.g_00559	Prbj.g_00332
OG0001898	Syap.g_00577	Prbj.g_00349
OG0001899	Syap.g_00484	Prbj.g_00992
OG0001900	Syap.g_02355	Prbj.g_01370
OG0001901	Syap.g_02354	Prbj.g_01371
OG0001902	Syap.g_01354	Prbj.g_01412
OG0001903	Syap.g_01631	Prbj.g_01421
OG0001904	Syap.g_02063	Prbj.g_01489
OG0001905	Syap.g_01060	Prbj.g_01499
OG0001906	Syap.g_02213	Prbj.g_01534
OG0001908	Syap.g_01185	Prbj.g_00506
OG0001909	Syap.g_02279	Prbj.g_01147
OG0001910	Syap.g_01907	Prbj.g_00260
OG0001911	Syap.g_00845	Prbj.g_00209
OG0001912	Syap.g_01042	Prbj.g_01965
OG0001913	Syap.g_01032	Prbj.g_01967
OG0001929	Syap.g_00994	Prbj.g_01237
OG0001930	Syap.g_00148	Prbj.g_01813
OG0001931	Syap.g_00149	Prbj.g_01814
OG0001932	Syap.g_01102	Prbj.g_01591
OG0001935	Syap.g_01697	Prbj.g_00571
OG0001937	Syap.g_00037	Prbj.g_01706
OG0001938	Syap.g_00731, Syap.g_02259	Prbj.g_01634
OG0001943	Syap.g_00645	Prbj.g_00836
OG0001944	Syap.g_02662	Prbj.g_00052
OG0001946	Syap.g_01058	Prbj.g_00945
OG0001947	Syap.g_01412	Prbj.g_01853
OG0001956	Syap.g_01978	Prbj.g_02513
OG0001970	Syap.g_02212	Prbj.g_01536
OG0001973	Syap.g_01332	Prbj.g_01926
OG0001977	Syap.g_02094	Prbj.g_02007
OG0001998	Syap.g_00747, Syap.g_00748	Prbj.g_00439
OG0001999	Syap.g_01375	Prbj.g_00462
OG0002002	Syap.g_02443	Prbj.g_02160
OG0002005	Syap.g_02284, Syap.g_02283	Prbj.g_00918
OG0002006	Syap.g_01384, Syap.g_01413	Prbj.g_01854
OG0002009	Syap.g_00155	Prbj.g_02375
OG0002010	Syap.g_00002	Prbj.g_00644
OG0002011	Syap.g_02399	Prbj.g_00069
OG0002013	Syap.g_02542	Prbj.g_01462
OG0002015	Syap.g_02069	Prbj.g_01478
OG0002016	Syap.g_00102	Prbj.g_00253
OG0002017	Syap.g_02099	Prbj.g_02010
OG0002039	Syap.g_00208	Prbj.g_00827
OG0002046	Syap.g_02164	Prbj.g_00138
OG0002047	Syap.g_02039, Syap.g_02154, Syap.g_02153	Prbj.g_00062
OG0002048	Syap.g_00598	Prbj.g_00369
OG0002053	Syap.g_00836, Syap.g_00835	Prbj.g_01989
OG0002110	Syap.g_00363	Prbj.g_02353
OG0002113	Syap.g_01795	Prbj.g_01206
OG0002114	Syap.g_01982	Prbj.g_00440
OG0002122	Syap.g_01294	Prbj.g_00934
OG0002130	Syap.g_01480	Prbj.g_01726
OG0002160	Syap.g_01501	Prbj.g_00189
OG0002161	Syap.g_01463, Syap.g_00649	Prbj.g_00438
OG0002167	Syap.g_01318	Prbj.g_00915
OG0002168	Syap.g_01411	Prbj.g_01852
OG0002169	Syap.g_02038, Syap.g_02152	Prbj.g_00061
OG0002170	Syap.g_00573	Prbj.g_00344
OG0002171	Syap.g_02070	Prbj.g_01472
OG0002172	Syap.g_01910	Prbj.g_00257
OG0002173	Syap.g_01420	Prbj.g_00239
OG0002174	Syap.g_02100	Prbj.g_02011
OG0002229	Syap.g_00858, Syap.g_01002	Prbj.g_01261
OG0002235	Syap.g_00176	Prbj.g_02390
OG0002236	Syap.g_02346	Prbj.g_02510
OG0002238	Syap.g_02235, Syap.g_02000	Prbj.g_00796
OG0002241	Syap.g_02165	Prbj.g_00139
OG0002242	Syap.g_02068	Prbj.g_01473
OG0002277	Syap.g_00997	Prbj.g_01240
OG0002292	Syap.g_02266	Prbj.g_01156
OG0002335	Syap.g_01161	Prbj.g_01066
OG0002343	Syap.g_01581	Prbj.g_01344
OG0002382	Syap.g_02246	Prbj.g_01621
OG0002390	Syap.g_02274	Prbj.g_01150
OG0002391	Syap.g_02223	Prbj.g_00197
OG0002394	Syap.g_01329, Syap.g_02490	Prbj.g_01929
OG0002431	Syap.g_02126	Prbj.g_02120
OG0002432	Syap.g_01335	Prbj.g_01932
OG0002440	Syap.g_01874	Prbj.g_02211
OG0002444	Syap.g_01983	Prbj.g_01059
OG0002492	Syap.g_01333	Prbj.g_01930
OG0002495	Syap.g_00398	Prbj.g_00728
OG0002570	Syap.g_02566	Prbj.g_02448
OG0002573	Syap.g_01984	Prbj.g_01060
OG0002580	Syap.g_02394, Syap.g_02538	Prbj.g_02018
OG0002593	Syap.g_00754	Prbj.g_02700
OG0002628	Syap.g_01081	Prbj.g_01520
OG0002632	Syap.g_01334	Prbj.g_01931
OG0002634	Syap.g_01153	Prbj.g_02611
OG0002635	Syap.g_00937	Prbj.g_00963
OG0002638	Syap.g_00768, Syap.g_00769	Prbj.g_01091
OG0002643	Syap.g_00320	Prbj.g_02456
OG0002645	Syap.g_01443	Prbj.g_02583
OG0002648	Syap.g_01456	Prbj.g_01947
OG0002649	Syap.g_01457	Prbj.g_01948
OG0002650	Syap.g_01458	Prbj.g_01949
OG0002668	Syap.g_01445	Prbj.g_01433
OG0002714	Syap.g_01624	Prbj.g_02705
OG0002720	Syap.g_00156	Prbj.g_02386
OG0002733	Syap.g_01679	Prbj.g_00555
OG0002797	Syap.g_01788	Prbj.g_00853
OG0002800	Syap.g_00658	Prbj.g_00675
OG0002837	Syap.g_01172	Prbj.g_01603
OG0002842	Syap.g_01336	Prbj.g_01935
OG0002844	Syap.g_01000, Syap.g_00861	Prbj.g_01259
OG0002940	Syap.g_00368, Syap.g_00369	Prbj.g_00242
OG0003090	Syap.g_01712	Prbj.g_00081
OG0003091	Syap.g_00367	Prbj.g_00241
OG0003093	Syap.g_01680	Prbj.g_00556
OG0003196	Syap.g_00348	Prbj.g_00909
OG0003201	Syap.g_01241	Prbj.g_00154
OG0003252	Syap.g_01704, Syap.g_01001	Prbj.g_01260
OG0003506	Syap.g_01004	Prbj.g_01263
OG0003507	Syap.g_00631	Prbj.g_01268
OG0003828	Syap.g_01085, Syap.g_02077	Prbj.g_01523
