Orthogroup	Syap	Syaa
OG0001319	Syap.g_02338	Syaa.g_00273
OG0001323	Syap.g_00757	Syaa.g_02002
OG0001326	Syap.g_02646	Syaa.g_00396, Syaa.g_02672
OG0001336	Syap.g_02602	Syaa.g_02735
OG0001345	Syap.g_01877, Syap.g_02776	Syaa.g_00803
OG0001346	Syap.g_01484	Syaa.g_00734
OG0001347	Syap.g_02536	Syaa.g_00195
OG0001348	Syap.g_00938	Syaa.g_00847
OG0001349	Syap.g_01264, Syap.g_00851	Syaa.g_00437
OG0001351	Syap.g_01996	Syaa.g_01863
OG0001353	Syap.g_01849	Syaa.g_00841
OG0001358	Syap.g_00942	Syaa.g_01663
OG0001360	Syap.g_01881, Syap.g_02778	Syaa.g_00805
OG0001361	Syap.g_01792	Syaa.g_00800
OG0001364	Syap.g_01052	Syaa.g_00171
OG0001366	Syap.g_01399	Syaa.g_00524
OG0001368	Syap.g_01576	Syaa.g_00317
OG0001373	Syap.g_02647	Syaa.g_02671
OG0001374	Syap.g_01829, Syap.g_01830	Syaa.g_02679
OG0001376	Syap.g_01991	Syaa.g_02614
OG0001377	Syap.g_01992	Syaa.g_02613
OG0001378	Syap.g_02055	Syaa.g_00700
OG0001379	Syap.g_01474	Syaa.g_00744
OG0001382	Syap.g_00677	Syaa.g_01866
OG0001385	Syap.g_02650	Syaa.g_02668
OG0001386	Syap.g_02649	Syaa.g_02669
OG0001387	Syap.g_02648	Syaa.g_02670
OG0001388	Syap.g_02645	Syaa.g_02673
OG0001389	Syap.g_02644	Syaa.g_02674
OG0001390	Syap.g_02643	Syaa.g_02675
OG0001391	Syap.g_01833	Syaa.g_02676
OG0001392	Syap.g_01832	Syaa.g_02677
OG0001393	Syap.g_01831	Syaa.g_02678
OG0001394	Syap.g_00159	Syaa.g_01118
OG0001395	Syap.g_00531	Syaa.g_01267
OG0001396	Syap.g_02537	Syaa.g_00196
OG0001398	Syap.g_02356	Syaa.g_01424
OG0001401	Syap.g_01844	Syaa.g_00837
OG0001406	Syap.g_01989	Syaa.g_02615
OG0001408	Syap.g_01862	Syaa.g_00953
OG0001411	Syap.g_00853	Syaa.g_00457
OG0001412	Syap.g_02535	Syaa.g_00442, Syaa.g_01020, Syaa.g_00194
OG0001420	Syap.g_02736	Syaa.g_01991
OG0001422	Syap.g_01682	Syaa.g_00743
OG0001428	Syap.g_01196	Syaa.g_02481
OG0001432	Syap.g_01967	Syaa.g_00930
OG0001433	Syap.g_00790	Syaa.g_00849
OG0001434	Syap.g_00167	Syaa.g_01123
OG0001435	Syap.g_01259	Syaa.g_01090
OG0001438	Syap.g_01346, Syap.g_01630	Syaa.g_00247
OG0001439	Syap.g_01674	Syaa.g_00221
OG0001441	Syap.g_02749	Syaa.g_02000
OG0001443	Syap.g_01006	Syaa.g_02617
OG0001444	Syap.g_00761	Syaa.g_02357
OG0001447	Syap.g_02218	Syaa.g_02416
OG0001452	Syap.g_01590	Syaa.g_00301
OG0001453	Syap.g_02687	Syaa.g_01319
OG0001456	Syap.g_01828	Syaa.g_02687
OG0001457	Syap.g_01826	Syaa.g_02688
OG0001458	Syap.g_01825	Syaa.g_02689
OG0001459	Syap.g_00351	Syaa.g_01040
OG0001460	Syap.g_00789	Syaa.g_00850
OG0001461	Syap.g_02707	Syaa.g_02328
OG0001470	Syap.g_01138, Syap.g_00709	Syaa.g_00693
OG0001474	Syap.g_00562	Syaa.g_02175
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Syaa.g_00691
OG0001479	Syap.g_00565	Syaa.g_02178
OG0001487	Syap.g_00699	Syaa.g_01819
OG0001488	Syap.g_00209	Syaa.g_00791
OG0001489	Syap.g_00603	Syaa.g_02234
OG0001492	Syap.g_02441	Syaa.g_00969
OG0001493	Syap.g_02433	Syaa.g_00961
OG0001495	Syap.g_01921	Syaa.g_02317
OG0001498	Syap.g_02044, Syap.g_02043	Syaa.g_02148
OG0001502	Syap.g_00833	Syaa.g_00819
OG0001504	Syap.g_00350	Syaa.g_01039
OG0001507	Syap.g_00227	Syaa.g_02137
OG0001508	Syap.g_01139	Syaa.g_00694
OG0001510	Syap.g_01117	Syaa.g_00116
OG0001511	Syap.g_02629, Syap.g_02676	Syaa.g_02389
OG0001512	Syap.g_01151, Syap.g_01152	Syaa.g_02105
OG0001515	Syap.g_00906	Syaa.g_00909
OG0001516	Syap.g_01964	Syaa.g_01067
OG0001517	Syap.g_00568	Syaa.g_02181
OG0001518	Syap.g_01026	Syaa.g_02609
OG0001519	Syap.g_02079	Syaa.g_02619
OG0001527	Syap.g_00287, Syap.g_00292	Syaa.g_01936
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Syaa.g_00692
OG0001529	Syap.g_01809	Syaa.g_00050
OG0001530	Syap.g_02627	Syaa.g_02387
OG0001531	Syap.g_01150	Syaa.g_02104
OG0001533	Syap.g_02326	Syaa.g_01857
OG0001534	Syap.g_00534	Syaa.g_01280
OG0001535	Syap.g_01875	Syaa.g_01297
OG0001536	Syap.g_02018	Syaa.g_01362
OG0001537	Syap.g_00153	Syaa.g_01112
OG0001538	Syap.g_00199	Syaa.g_01159
OG0001539	Syap.g_02370	Syaa.g_01085
OG0001540	Syap.g_02214	Syaa.g_02420
OG0001541	Syap.g_01187	Syaa.g_02490
OG0001542	Syap.g_01177	Syaa.g_02499
OG0001543	Syap.g_01417, Syap.g_01416	Syaa.g_02547
OG0001547	Syap.g_00840, Syap.g_00839	Syaa.g_01420
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Syaa.g_01008
OG0001557	Syap.g_00162	Syaa.g_01119
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syaa.g_00022
OG0001562	Syap.g_02700	Syaa.g_01305
OG0001563	Syap.g_00473	Syaa.g_02250
OG0001564	Syap.g_00876	Syaa.g_02683
OG0001567	Syap.g_00838	Syaa.g_01421
OG0001568	Syap.g_00842	Syaa.g_01416
OG0001570	Syap.g_00438	Syaa.g_01693
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syaa.g_01938
OG0001577	Syap.g_00232	Syaa.g_00765
OG0001578	Syap.g_01818	Syaa.g_00369
OG0001580	Syap.g_01340, Syap.g_01341	Syaa.g_02580
OG0001590	Syap.g_00889	Syaa.g_01640
OG0001592	Syap.g_01342	Syaa.g_02581
OG0001613	Syap.g_00597	Syaa.g_02227
OG0001614	Syap.g_01101	Syaa.g_00130
OG0001616	Syap.g_01884	Syaa.g_01024
OG0001618	Syap.g_00518, Syap.g_02409	Syaa.g_01254
OG0001619	Syap.g_01752	Syaa.g_01374
OG0001620	Syap.g_00557	Syaa.g_02169
OG0001621	Syap.g_01592	Syaa.g_00300
OG0001622	Syap.g_02601	Syaa.g_02733
OG0001623	Syap.g_00582, Syap.g_00585	Syaa.g_02194
OG0001624	Syap.g_02494	Syaa.g_02623
OG0001634	Syap.g_01956	Syaa.g_01073
OG0001635	Syap.g_01127	Syaa.g_00094
OG0001636	Syap.g_01797	Syaa.g_00043
OG0001637	Syap.g_01945, Syap.g_01946	Syaa.g_00650, Syaa.g_00649, Syaa.g_00651
OG0001638	Syap.g_01778	Syaa.g_00538
OG0001639	Syap.g_00751	Syaa.g_00626
OG0001641	Syap.g_02685	Syaa.g_01321
OG0001642	Syap.g_00530	Syaa.g_00814
OG0001643	Syap.g_00902	Syaa.g_01628
OG0001644	Syap.g_00346	Syaa.g_01263
OG0001645	Syap.g_00668	Syaa.g_01491, Syaa.g_00938
OG0001647	Syap.g_01370	Syaa.g_00271
OG0001652	Syap.g_02634	Syaa.g_00018
OG0001654	Syap.g_00753	Syaa.g_00628
OG0001657	Syap.g_02175	Syaa.g_02464
OG0001658	Syap.g_00131	Syaa.g_02591
OG0001659	Syap.g_01892	Syaa.g_01006
OG0001660	Syap.g_02148, Syap.g_02632, Syap.g_02673	Syaa.g_02158, Syaa.g_02395
OG0001672	Syap.g_02553, Syap.g_02554	Syaa.g_00339
OG0001673	Syap.g_01163	Syaa.g_02114
OG0001675	Syap.g_02698	Syaa.g_01307
OG0001677	Syap.g_00592	Syaa.g_02223, Syaa.g_01003
OG0001678	Syap.g_02678	Syaa.g_02348
OG0001680	Syap.g_01772	Syaa.g_00533
OG0001682	Syap.g_00516	Syaa.g_01581, Syaa.g_01247
OG0001692	Syap.g_02120	Syaa.g_01769
OG0001694	Syap.g_01358	Syaa.g_00260
OG0001700	Syap.g_00975	Syaa.g_01423
OG0001713	Syap.g_00349	Syaa.g_00783
OG0001714	Syap.g_01040	Syaa.g_00084, Syaa.g_00425
OG0001715	Syap.g_00665	Syaa.g_01563
OG0001717	Syap.g_01200	Syaa.g_02476
OG0001729	Syap.g_02666	Syaa.g_02100
OG0001730	Syap.g_00770	Syaa.g_02090, Syaa.g_02091, Syaa.g_02092
OG0001731	Syap.g_00029	Syaa.g_00599
OG0001732	Syap.g_02315	Syaa.g_00984
OG0001733	Syap.g_00794	Syaa.g_01080
OG0001735	Syap.g_00095	Syaa.g_01060
OG0001737	Syap.g_01637	Syaa.g_00241
OG0001738	Syap.g_01657	Syaa.g_00204
OG0001739	Syap.g_01815, Syap.g_01816	Syaa.g_02706
OG0001741	Syap.g_02493	Syaa.g_01565
OG0001749	Syap.g_02067	Syaa.g_00186, Syaa.g_00459
OG0001750	Syap.g_00764	Syaa.g_02358
OG0001751	Syap.g_01164	Syaa.g_02115
OG0001752	Syap.g_02670	Syaa.g_00639
OG0001753	Syap.g_02534	Syaa.g_00646
OG0001754	Syap.g_01949, Syap.g_01948	Syaa.g_00647
OG0001755	Syap.g_00250	Syaa.g_02006
OG0001760	Syap.g_02651	Syaa.g_01500
OG0001762	Syap.g_02692	Syaa.g_01314
OG0001764	Syap.g_02336	Syaa.g_01412
OG0001766	Syap.g_01328	Syaa.g_00230
OG0001767	Syap.g_01036	Syaa.g_00179
OG0001768	Syap.g_00610	Syaa.g_02505
OG0001769	Syap.g_00643	Syaa.g_01614
OG0001771	Syap.g_00329	Syaa.g_01514
OG0001783	Syap.g_01108, Syap.g_01471	Syaa.g_00126
OG0001786	Syap.g_00311, Syap.g_01210	Syaa.g_00581
OG0001787	Syap.g_01454	Syaa.g_01981
OG0001788	Syap.g_01449	Syaa.g_01978
OG0001789	Syap.g_01482, Syap.g_01481	Syaa.g_00736
OG0001790	Syap.g_00238	Syaa.g_00760
OG0001796	Syap.g_01850, Syap.g_01852	Syaa.g_01303
OG0001797	Syap.g_00947	Syaa.g_01382
OG0001798	Syap.g_01291	Syaa.g_01655
OG0001799	Syap.g_00638	Syaa.g_01617
OG0001800	Syap.g_00771	Syaa.g_01750
OG0001801	Syap.g_02110	Syaa.g_01759
OG0001804	Syap.g_02045, Syap.g_02046	Syaa.g_02147
OG0001806	Syap.g_02337	Syaa.g_00272
OG0001808	Syap.g_01055	Syaa.g_00163
OG0001811	Syap.g_01180	Syaa.g_02497
OG0001812	Syap.g_01343	Syaa.g_02582
OG0001813	Syap.g_02086	Syaa.g_02646
OG0001814	Syap.g_01166, Syap.g_00125	Syaa.g_02744
OG0001815	Syap.g_01801	Syaa.g_02753
OG0001838	Syap.g_00064, Syap.g_00537	Syaa.g_00008
OG0001839	Syap.g_01794	Syaa.g_00039
OG0001840	Syap.g_00978	Syaa.g_00056
OG0001841	Syap.g_00987	Syaa.g_00063
OG0001842	Syap.g_00147, Syap.g_00146	Syaa.g_00634
OG0001843	Syap.g_01100	Syaa.g_00131
OG0001844	Syap.g_01099	Syaa.g_00132
OG0001845	Syap.g_01094	Syaa.g_00133
OG0001846	Syap.g_02228, Syap.g_02226	Syaa.g_02408
OG0001847	Syap.g_02230	Syaa.g_02406
OG0001848	Syap.g_02236	Syaa.g_02402
OG0001849	Syap.g_02364	Syaa.g_00328
OG0001850	Syap.g_02550	Syaa.g_00337
OG0001851	Syap.g_01700	Syaa.g_00343
OG0001852	Syap.g_01699	Syaa.g_00344
OG0001853	Syap.g_01691	Syaa.g_00351
OG0001854	Syap.g_01157	Syaa.g_02109
OG0001856	Syap.g_01216	Syaa.g_00575
OG0001857	Syap.g_01212	Syaa.g_00578
OG0001858	Syap.g_00025	Syaa.g_00606
OG0001859	Syap.g_02516	Syaa.g_02069
OG0001860	Syap.g_02262	Syaa.g_02055
OG0001861	Syap.g_02248	Syaa.g_02044
OG0001862	Syap.g_00276	Syaa.g_02033
OG0001863	Syap.g_00272	Syaa.g_02028
OG0001864	Syap.g_01974	Syaa.g_01969
OG0001865	Syap.g_00651	Syaa.g_01901
OG0001866	Syap.g_01522	Syaa.g_01878
OG0001867	Syap.g_01524	Syaa.g_01681
OG0001868	Syap.g_01495	Syaa.g_00732
OG0001869	Syap.g_00233	Syaa.g_00764
OG0001870	Syap.g_00224	Syaa.g_00773
OG0001871	Syap.g_00217	Syaa.g_00778
OG0001872	Syap.g_02442	Syaa.g_00970
OG0001873	Syap.g_01885	Syaa.g_01023
OG0001874	Syap.g_01882	Syaa.g_01026
OG0001877	Syap.g_00905	Syaa.g_00908
OG0001878	Syap.g_02695	Syaa.g_01310
OG0001879	Syap.g_02690	Syaa.g_01316
OG0001883	Syap.g_01741	Syaa.g_01384
OG0001884	Syap.g_01733	Syaa.g_01393
OG0001885	Syap.g_02792	Syaa.g_01407
OG0001886	Syap.g_02335	Syaa.g_01411
OG0001887	Syap.g_01245	Syaa.g_01103
OG0001888	Syap.g_00168	Syaa.g_01131
OG0001889	Syap.g_02724	Syaa.g_01186
OG0001890	Syap.g_00825	Syaa.g_00825
OG0001891	Syap.g_00832	Syaa.g_00821
OG0001893	Syap.g_01290	Syaa.g_01654
OG0001894	Syap.g_00893	Syaa.g_01634, Syaa.g_01635
OG0001895	Syap.g_02658	Syaa.g_01756
OG0001896	Syap.g_02053	Syaa.g_00697
OG0001897	Syap.g_00559	Syaa.g_02172
OG0001898	Syap.g_00577	Syaa.g_02188
OG0001899	Syap.g_00484	Syaa.g_02261
OG0001900	Syap.g_02355	Syaa.g_00287
OG0001901	Syap.g_02354	Syaa.g_00286
OG0001902	Syap.g_01354	Syaa.g_00255
OG0001903	Syap.g_01631	Syaa.g_00246
OG0001904	Syap.g_02063	Syaa.g_00173
OG0001905	Syap.g_01060	Syaa.g_00161
OG0001906	Syap.g_02213	Syaa.g_02421
OG0001908	Syap.g_01185	Syaa.g_02492
OG0001909	Syap.g_02279	Syaa.g_02503
OG0001910	Syap.g_01907	Syaa.g_02555
OG0001912	Syap.g_01042	Syaa.g_02602
OG0001913	Syap.g_01032	Syaa.g_02604
OG0001915	Syap.g_02313	Syaa.g_02750
OG0001924	Syap.g_00381	Syaa.g_01671
OG0001925	Syap.g_00382	Syaa.g_01672
OG0001926	Syap.g_00383	Syaa.g_01673
OG0001927	Syap.g_00384	Syaa.g_01674
OG0001929	Syap.g_00994	Syaa.g_00070
OG0001930	Syap.g_00148	Syaa.g_00633
OG0001931	Syap.g_00149	Syaa.g_00632
OG0001935	Syap.g_01697	Syaa.g_00346
OG0001937	Syap.g_00037	Syaa.g_00591
OG0001943	Syap.g_00645	Syaa.g_01465
OG0001944	Syap.g_02662	Syaa.g_01433
OG0001946	Syap.g_01058	Syaa.g_00907
OG0001947	Syap.g_01412	Syaa.g_00859
OG0001959	Syap.g_02163	Syaa.g_01047
OG0001970	Syap.g_02212	Syaa.g_02423
OG0001979	Syap.g_00662, Syap.g_00834	Syaa.g_00911
OG0001994	Syap.g_00380	Syaa.g_01670
OG0001999	Syap.g_01375	Syaa.g_00675
OG0002002	Syap.g_02443	Syaa.g_00971
OG0002005	Syap.g_02284, Syap.g_02283	Syaa.g_01873
OG0002006	Syap.g_01384, Syap.g_01413	Syaa.g_00858
OG0002009	Syap.g_00155	Syaa.g_01114
OG0002010	Syap.g_00002	Syaa.g_01804
OG0002011	Syap.g_02399	Syaa.g_02141
OG0002013	Syap.g_02542	Syaa.g_02151
OG0002015	Syap.g_02069	Syaa.g_00182
OG0002016	Syap.g_00102	Syaa.g_02551
OG0002017	Syap.g_02099	Syaa.g_02656
OG0002019	Syap.g_01103	Syaa.g_01419
OG0002020	Syap.g_02581	Syaa.g_02704
OG0002021	Syap.g_02584	Syaa.g_02703
OG0002022	Syap.g_02585	Syaa.g_02700
OG0002023	Syap.g_02588	Syaa.g_02699
OG0002025	Syap.g_02468	Syaa.g_00610
OG0002047	Syap.g_02039, Syap.g_02154	Syaa.g_02152
OG0002048	Syap.g_00598	Syaa.g_02228
OG0002049	Syap.g_01926	Syaa.g_02325
OG0002056	Syap.g_01633, Syap.g_01632	Syaa.g_00245
OG0002107	Syap.g_00420	Syaa.g_01544
OG0002113	Syap.g_01795	Syaa.g_00040
OG0002116	Syap.g_00044	Syaa.g_00586
OG0002129	Syap.g_02529	Syaa.g_01787
OG0002130	Syap.g_01480	Syaa.g_00737
OG0002134	Syap.g_01088, Syap.g_01087	Syaa.g_00139
OG0002135	Syap.g_01395, Syap.g_01402	Syaa.g_00520
OG0002136	Syap.g_01396, Syap.g_01403	Syaa.g_00521
OG0002137	Syap.g_02467	Syaa.g_00609
OG0002139	Syap.g_02429	Syaa.g_00956
OG0002142	Syap.g_02112, Syap.g_02111	Syaa.g_01760
OG0002143	Syap.g_02578	Syaa.g_02144
OG0002144	Syap.g_00772, Syap.g_00773	Syaa.g_02319
OG0002160	Syap.g_01501	Syaa.g_00923
OG0002168	Syap.g_01411	Syaa.g_00861
OG0002169	Syap.g_02038, Syap.g_02152	Syaa.g_02153
OG0002170	Syap.g_00573	Syaa.g_02186
OG0002171	Syap.g_02070	Syaa.g_00189
OG0002173	Syap.g_01420	Syaa.g_02544
OG0002179	Syap.g_01062	Syaa.g_00158
OG0002180	Syap.g_01353	Syaa.g_00254
OG0002181	Syap.g_02350	Syaa.g_00284
OG0002182	Syap.g_00309	Syaa.g_00302
OG0002184	Syap.g_02363	Syaa.g_00329
OG0002185	Syap.g_02549	Syaa.g_00336
OG0002186	Syap.g_01404	Syaa.g_00522
OG0002187	Syap.g_01398	Syaa.g_00523
OG0002188	Syap.g_00616	Syaa.g_00558
OG0002189	Syap.g_00615	Syaa.g_00559
OG0002190	Syap.g_00028	Syaa.g_00600
OG0002191	Syap.g_02327, Syap.g_02329	Syaa.g_00699
OG0002192	Syap.g_00207	Syaa.g_00795
OG0002194	Syap.g_02432	Syaa.g_00960
OG0002195	Syap.g_01249	Syaa.g_01099
OG0002196	Syap.g_00179	Syaa.g_01141
OG0002197	Syap.g_02684	Syaa.g_01322
OG0002198	Syap.g_00644, Syap.g_00405	Syaa.g_01613
OG0002199	Syap.g_00637	Syaa.g_01618
OG0002200	Syap.g_02466	Syaa.g_01774
OG0002201	Syap.g_01520	Syaa.g_01880
OG0002202	Syap.g_01519	Syaa.g_01881
OG0002203	Syap.g_01518	Syaa.g_01882
OG0002204	Syap.g_00440	Syaa.g_01899
OG0002205	Syap.g_01315	Syaa.g_01916
OG0002206	Syap.g_01301	Syaa.g_01930
OG0002207	Syap.g_00297	Syaa.g_01940
OG0002208	Syap.g_02263	Syaa.g_02056
OG0002209	Syap.g_00561	Syaa.g_02174
OG0002210	Syap.g_00588	Syaa.g_02220
OG0002211	Syap.g_00480	Syaa.g_02257
OG0002212	Syap.g_01338	Syaa.g_02579
OG0002214	Syap.g_02604	Syaa.g_02736
OG0002225	Syap.g_00419	Syaa.g_01543
OG0002227	Syap.g_01023, Syap.g_01022	Syaa.g_02611
OG0002238	Syap.g_02235, Syap.g_02000	Syaa.g_01053
OG0002242	Syap.g_02068	Syaa.g_00188
OG0002247	Syap.g_01305	Syaa.g_01923
OG0002257	Syap.g_00660	Syaa.g_01585
OG0002292	Syap.g_02266	Syaa.g_02517
OG0002296	Syap.g_02008	Syaa.g_01799
OG0002301	Syap.g_00675	Syaa.g_01648
OG0002302	Syap.g_02512	Syaa.g_02071
OG0002306	Syap.g_02088	Syaa.g_02698
OG0002343	Syap.g_01581	Syaa.g_00312
OG0002347	Syap.g_01387	Syaa.g_00512
OG0002352	Syap.g_00801	Syaa.g_00781
OG0002353	Syap.g_02729	Syaa.g_01167
OG0002355	Syap.g_02330	Syaa.g_01517
OG0002357	Syap.g_01434, Syap.g_01433	Syaa.g_02659
OG0002396	Syap.g_00507	Syaa.g_02284
OG0002404	Syap.g_01585	Syaa.g_01255
OG0002406	Syap.g_00435	Syaa.g_01558
OG0002409	Syap.g_02093	Syaa.g_02652
OG0002410	Syap.g_02593	Syaa.g_02729
OG0002425	Syap.g_01019	Syaa.g_00466
OG0002443	Syap.g_01627	Syaa.g_02537
OG0002464	Syap.g_02552	Syaa.g_00338
OG0002466	Syap.g_01500	Syaa.g_00645
OG0002473	Syap.g_01119	Syaa.g_02494
OG0002506	Syap.g_01555	Syaa.g_00878
OG0002519	Syap.g_00778	Syaa.g_00155
OG0002525	Syap.g_02158, Syap.g_01008	Syaa.g_01444
OG0002527	Syap.g_02372	Syaa.g_01484
OG0002528	Syap.g_02374	Syaa.g_01486
OG0002537	Syap.g_02270	Syaa.g_02515
OG0002539	Syap.g_01029	Syaa.g_02606
OG0002570	Syap.g_02566	Syaa.g_02093
OG0002598	Syap.g_02388	Syaa.g_01432
OG0002601	Syap.g_02373	Syaa.g_01485
OG0002643	Syap.g_00320	Syaa.g_01830
OG0002669	Syap.g_02105, Syap.g_02106	Syaa.g_00613, Syaa.g_00072
OG0002670	Syap.g_02305	Syaa.g_00504
OG0002675	Syap.g_01751	Syaa.g_02322
OG0002731	Syap.g_00533	Syaa.g_02655
OG0002733	Syap.g_01679	Syaa.g_01732, Syaa.g_01731, Syaa.g_01276
OG0002734	Syap.g_00718	Syaa.g_00689, Syaa.g_00091
OG0002735	Syap.g_00781	Syaa.g_00147, Syaa.g_00146
OG0002736	Syap.g_01708	Syaa.g_00513
OG0002737	Syap.g_01374	Syaa.g_00674
OG0002743	Syap.g_00782	Syaa.g_01383
OG0002744	Syap.g_00841	Syaa.g_01463
OG0002776	Syap.g_02308	Syaa.g_02718
OG0002808	Syap.g_01798	Syaa.g_00044
OG0002855	Syap.g_00780	Syaa.g_01398
OG0002935	Syap.g_00811	Syaa.g_00090
OG0003033	Syap.g_01263	Syaa.g_00452
OG0003045	Syap.g_00439, Syap.g_02626	Syaa.g_01610, Syaa.g_00936
OG0003093	Syap.g_01680	Syaa.g_00388
OG0003102	Syap.g_00884	Syaa.g_00514
OG0003260	Syap.g_02297, Syap.g_02559	Syaa.g_00500
OG0003263	Syap.g_02132	Syaa.g_00518
OG0004296	Syap.g_02104	Syaa.g_00073
