Orthogroup	Syap	Pram
OG0001443	Syap.g_01006	Pram.g_01543
OG0001453	Syap.g_02687	Pram.g_01487
OG0001460	Syap.g_00789	Pram.g_01623
OG0001461	Syap.g_02707	Pram.g_01575
OG0001487	Syap.g_00699	Pram.g_01338
OG0001488	Syap.g_00209	Pram.g_01126
OG0001489	Syap.g_00603	Pram.g_01785
OG0001495	Syap.g_01921	Pram.g_01721
OG0001498	Syap.g_02044, Syap.g_02043	Pram.g_00353
OG0001510	Syap.g_01117	Pram.g_01839
OG0001511	Syap.g_02629, Syap.g_02676	Pram.g_00096
OG0001512	Syap.g_01151, Syap.g_01152	Pram.g_01192
OG0001515	Syap.g_00906	Pram.g_00783
OG0001516	Syap.g_01964	Pram.g_01046
OG0001517	Syap.g_00568	Pram.g_00329
OG0001518	Syap.g_01026	Pram.g_01892
OG0001519	Syap.g_02079	Pram.g_01897
OG0001527	Syap.g_00287, Syap.g_00292	Pram.g_00501
OG0001529	Syap.g_01809	Pram.g_00025
OG0001530	Syap.g_02627	Pram.g_00095
OG0001531	Syap.g_01150	Pram.g_00226
OG0001534	Syap.g_00534	Pram.g_00994
OG0001535	Syap.g_01875	Pram.g_00979
OG0001536	Syap.g_02018	Pram.g_00939
OG0001537	Syap.g_00153	Pram.g_00746
OG0001538	Syap.g_00199	Pram.g_00814
OG0001539	Syap.g_02370	Pram.g_00725
OG0001540	Syap.g_02214	Pram.g_00116
OG0001541	Syap.g_01187	Pram.g_00164
OG0001542	Syap.g_01177	Pram.g_00170
OG0001543	Syap.g_01417, Syap.g_01416	Pram.g_01538
OG0001557	Syap.g_00162	Pram.g_00750
OG0001563	Syap.g_00473	Pram.g_01769
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Pram.g_00499
OG0001580	Syap.g_01340, Syap.g_01341	Pram.g_00032
OG0001584	Syap.g_00183	Pram.g_01032
OG0001587	Syap.g_02669	Pram.g_01692
OG0001592	Syap.g_01342	Pram.g_00031
OG0001613	Syap.g_00597	Pram.g_01792
OG0001614	Syap.g_01101	Pram.g_01827
OG0001616	Syap.g_01884	Pram.g_01116
OG0001619	Syap.g_01752	Pram.g_00929
OG0001620	Syap.g_00557	Pram.g_00338
OG0001621	Syap.g_01592	Pram.g_00241
OG0001622	Syap.g_02601	Pram.g_01921
OG0001634	Syap.g_01956	Pram.g_01040
OG0001636	Syap.g_01797	Pram.g_00020
OG0001638	Syap.g_01778	Pram.g_01643
OG0001639	Syap.g_00751	Pram.g_01329
OG0001641	Syap.g_02685	Pram.g_00962
OG0001642	Syap.g_00530	Pram.g_00863
OG0001643	Syap.g_00902	Pram.g_01071
OG0001644	Syap.g_00346	Pram.g_01015
OG0001658	Syap.g_00131	Pram.g_00027
OG0001659	Syap.g_01892	Pram.g_01264
OG0001678	Syap.g_02678	Pram.g_01699
OG0001679	Syap.g_02521	Pram.g_00324
OG0001713	Syap.g_00349	Pram.g_01217
OG0001717	Syap.g_01200	Pram.g_00678
OG0001731	Syap.g_00029	Pram.g_01316
OG0001762	Syap.g_02692	Pram.g_00967
OG0001764	Syap.g_02336	Pram.g_01009
OG0001771	Syap.g_00329	Pram.g_01571
OG0001956	Syap.g_01978	Pram.g_00871
OG0001977	Syap.g_02094	Pram.g_01903
OG0002019	Syap.g_01103	Pram.g_01951
OG0002097	Syap.g_00711	Pram.g_01431
OG0002098	Syap.g_02161	Pram.g_01493
OG0002110	Syap.g_00363	Pram.g_01488
OG0002122	Syap.g_01294	Pram.g_00687
OG0002274	Syap.g_00710	Pram.g_01430
OG0002347	Syap.g_01387	Pram.g_01661
OG0002389	Syap.g_00600	Pram.g_01789
OG0002425	Syap.g_01019	Pram.g_01406
OG0002730	Syap.g_02414	Pram.g_00614
OG0002837	Syap.g_01172	Pram.g_00601
OG0002893	Syap.g_00729	Pram.g_01432
