Orthogroup	Syap	Syae
OG0001422	Syap.g_01682	Syae.g_00953
OG0001425	Syap.g_01024	Syae.g_01586
OG0001428	Syap.g_01196	Syae.g_01456
OG0001432	Syap.g_01967	Syae.g_00742
OG0001433	Syap.g_00790	Syae.g_00819
OG0001434	Syap.g_00167	Syae.g_00548
OG0001435	Syap.g_01259	Syae.g_00579
OG0001436	Syap.g_01711	Syae.g_01889, Syae.g_01888
OG0001438	Syap.g_01346, Syap.g_01630	Syae.g_01954
OG0001439	Syap.g_01674	Syae.g_01929
OG0001443	Syap.g_01006	Syae.g_01594
OG0001444	Syap.g_00761	Syae.g_01342
OG0001447	Syap.g_02218	Syae.g_01396
OG0001452	Syap.g_01590	Syae.g_02009
OG0001453	Syap.g_02687	Syae.g_00399
OG0001456	Syap.g_01828	Syae.g_01650
OG0001457	Syap.g_01826	Syae.g_01651
OG0001458	Syap.g_01825	Syae.g_01652
OG0001459	Syap.g_00351	Syae.g_00621
OG0001460	Syap.g_00789	Syae.g_00818
OG0001461	Syap.g_02707	Syae.g_00063
OG0001470	Syap.g_01138, Syap.g_00709	Syae.g_01006
OG0001474	Syap.g_00562	Syae.g_02199
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Syae.g_01008
OG0001478	Syap.g_01790	Syae.g_02512, Syae.g_02519
OG0001479	Syap.g_00565	Syae.g_02196
OG0001487	Syap.g_00699	Syae.g_02606
OG0001488	Syap.g_00209	Syae.g_00898
OG0001489	Syap.g_00603	Syae.g_02139
OG0001492	Syap.g_02441	Syae.g_00694
OG0001493	Syap.g_02433	Syae.g_00702
OG0001495	Syap.g_01921	Syae.g_02072
OG0001498	Syap.g_02044, Syap.g_02043	Syae.g_02220
OG0001502	Syap.g_00833	Syae.g_00874
OG0001504	Syap.g_00350	Syae.g_00622
OG0001507	Syap.g_00227	Syae.g_00192
OG0001508	Syap.g_01139	Syae.g_01005
OG0001510	Syap.g_01117	Syae.g_01823
OG0001511	Syap.g_02629, Syap.g_02676	Syae.g_01372
OG0001512	Syap.g_01151, Syap.g_01152	Syae.g_02241
OG0001515	Syap.g_00906	Syae.g_00762
OG0001516	Syap.g_01964	Syae.g_00602
OG0001517	Syap.g_00568	Syae.g_02193
OG0001518	Syap.g_01026	Syae.g_01584
OG0001519	Syap.g_02079	Syae.g_01596
OG0001527	Syap.g_00287, Syap.g_00292	Syae.g_02417
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Syae.g_01007
OG0001529	Syap.g_01809	Syae.g_01760
OG0001530	Syap.g_02627	Syae.g_01370
OG0001531	Syap.g_01150	Syae.g_02242
OG0001533	Syap.g_02326	Syae.g_02499
OG0001534	Syap.g_00534	Syae.g_00437
OG0001535	Syap.g_01875	Syae.g_00421
OG0001536	Syap.g_02018	Syae.g_00355
OG0001537	Syap.g_00153	Syae.g_00558
OG0001538	Syap.g_00199	Syae.g_00516
OG0001539	Syap.g_02370	Syae.g_00584
OG0001540	Syap.g_02214	Syae.g_01401
OG0001541	Syap.g_01187	Syae.g_01465
OG0001542	Syap.g_01177	Syae.g_01474
OG0001543	Syap.g_01417, Syap.g_01416	Syae.g_01516
OG0001547	Syap.g_00840, Syap.g_00839	Syae.g_00293
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Syae.g_00648
OG0001557	Syap.g_00162	Syae.g_00552
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syae.g_01732
OG0001562	Syap.g_02700	Syae.g_00413
OG0001563	Syap.g_00473	Syae.g_02124
OG0001564	Syap.g_00876	Syae.g_02485
OG0001567	Syap.g_00838	Syae.g_00291
OG0001568	Syap.g_00842	Syae.g_00297
OG0001570	Syap.g_00438	Syae.g_00278
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syae.g_02415
OG0001577	Syap.g_00232	Syae.g_00925
OG0001580	Syap.g_01340, Syap.g_01341	Syae.g_01556
OG0001590	Syap.g_00889	Syae.g_00068
OG0001592	Syap.g_01342	Syae.g_01557
OG0001614	Syap.g_01101	Syae.g_01837
OG0001615	Syap.g_01937	Syae.g_00854
OG0001616	Syap.g_01884	Syae.g_00642
OG0001618	Syap.g_00518, Syap.g_02409	Syae.g_00459
OG0001619	Syap.g_01752	Syae.g_00344
OG0001620	Syap.g_00557	Syae.g_02205
OG0001621	Syap.g_01592	Syae.g_02008
OG0001622	Syap.g_02601	Syae.g_01687
OG0001623	Syap.g_00582, Syap.g_00585	Syae.g_02179
OG0001624	Syap.g_02494	Syae.g_01601
OG0001634	Syap.g_01956	Syae.g_00596
OG0001635	Syap.g_01127	Syae.g_01811
OG0001636	Syap.g_01797	Syae.g_01753
OG0001637	Syap.g_01945, Syap.g_01946	Syae.g_00477, Syae.g_01051
OG0001638	Syap.g_01778	Syae.g_01175
OG0001639	Syap.g_00751	Syae.g_01082
OG0001641	Syap.g_02685	Syae.g_00397
OG0001642	Syap.g_00530	Syae.g_00878
OG0001643	Syap.g_00902	Syae.g_00079
OG0001644	Syap.g_00346	Syae.g_00452
OG0001645	Syap.g_00668	Syae.g_00298, Syae.g_00665
OG0001647	Syap.g_01370	Syae.g_01978
OG0001652	Syap.g_02634	Syae.g_01730
OG0001654	Syap.g_00753	Syae.g_01080
OG0001657	Syap.g_02175	Syae.g_01439
OG0001658	Syap.g_00131	Syae.g_01566
OG0001659	Syap.g_01892	Syae.g_00650
OG0001660	Syap.g_02148, Syap.g_02632, Syap.g_02673	Syae.g_01376, Syae.g_02215
OG0001672	Syap.g_02553, Syap.g_02554	Syae.g_01318, Syae.g_01299
OG0001673	Syap.g_01163	Syae.g_02233
OG0001675	Syap.g_02698	Syae.g_00411
OG0001677	Syap.g_00592	Syae.g_02148, Syae.g_00653
OG0001678	Syap.g_02678	Syae.g_02035
OG0001679	Syap.g_02521	Syae.g_02424
OG0001680	Syap.g_01772	Syae.g_01180
OG0001682	Syap.g_00516	Syae.g_00130, Syae.g_00461
OG0001690	Syap.g_00647	Syae.g_02534, Syae.g_00716, Syae.g_00816, Syae.g_00790, Syae.g_01620, Syae.g_02603
OG0001692	Syap.g_02120	Syae.g_02657
OG0001694	Syap.g_01358	Syae.g_01967
OG0001700	Syap.g_00975	Syae.g_00290
OG0001713	Syap.g_00349	Syae.g_00907
OG0001714	Syap.g_01040	Syae.g_01803, Syae.g_01257
OG0001715	Syap.g_00665	Syae.g_00148
OG0001717	Syap.g_01200	Syae.g_01451
OG0001729	Syap.g_02666	Syae.g_02247
OG0001730	Syap.g_00770	Syae.g_02260
OG0001731	Syap.g_00029	Syae.g_01117
OG0001732	Syap.g_02315	Syae.g_00678
OG0001733	Syap.g_00794	Syae.g_00589
OG0001735	Syap.g_00095	Syae.g_00611
OG0001737	Syap.g_01637	Syae.g_01948
OG0001738	Syap.g_01657	Syae.g_01915
OG0001739	Syap.g_01815, Syap.g_01816	Syae.g_01668
OG0001741	Syap.g_02493	Syae.g_00250
OG0001748	Syap.g_01911	Syae.g_01523
OG0001749	Syap.g_02067	Syae.g_01899
OG0001750	Syap.g_00764	Syae.g_01343
OG0001751	Syap.g_01164	Syae.g_02232
OG0001752	Syap.g_02670	Syae.g_01060
OG0001753	Syap.g_02534	Syae.g_01054
OG0001754	Syap.g_01949, Syap.g_01948	Syae.g_01053
OG0001755	Syap.g_00250	Syae.g_02352
OG0001760	Syap.g_02651	Syae.g_00223
OG0001762	Syap.g_02692	Syae.g_00404
OG0001764	Syap.g_02336	Syae.g_00301
OG0001766	Syap.g_01328	Syae.g_01938
OG0001767	Syap.g_01036, Syap.g_00863	Syae.g_01890
OG0001768	Syap.g_00610	Syae.g_01482
OG0001769	Syap.g_00643	Syae.g_00093
OG0001771	Syap.g_00329	Syae.g_00183
OG0001783	Syap.g_01108, Syap.g_01471	Syae.g_01832
OG0001786	Syap.g_00311, Syap.g_01210	Syae.g_01134
OG0001787	Syap.g_01454	Syae.g_02373
OG0001788	Syap.g_01449	Syae.g_02376
OG0001789	Syap.g_01482, Syap.g_01481	Syae.g_00960
OG0001790	Syap.g_00238	Syae.g_00936
OG0001796	Syap.g_01850, Syap.g_01852	Syae.g_00415
OG0001797	Syap.g_00947	Syae.g_00335
OG0001798	Syap.g_01291	Syae.g_00054
OG0001799	Syap.g_00638	Syae.g_00090
OG0001800	Syap.g_00771	Syae.g_00006
OG0001801	Syap.g_02110	Syae.g_02679
OG0001804	Syap.g_02045, Syap.g_02046	Syae.g_02221
OG0001806	Syap.g_02337	Syae.g_01979
OG0001808	Syap.g_01055	Syae.g_01877
OG0001811	Syap.g_01180	Syae.g_01472
OG0001812	Syap.g_01343	Syae.g_01558
OG0001813	Syap.g_02086	Syae.g_01605
OG0001814	Syap.g_01166, Syap.g_00125	Syae.g_01698
OG0001815	Syap.g_01801	Syae.g_01707
OG0001838	Syap.g_00064, Syap.g_00537	Syae.g_01720
OG0001839	Syap.g_01794	Syae.g_01749
OG0001840	Syap.g_00978	Syae.g_01766
OG0001841	Syap.g_00987	Syae.g_01773
OG0001842	Syap.g_00147, Syap.g_00146	Syae.g_01072
OG0001843	Syap.g_01100	Syae.g_01838
OG0001844	Syap.g_01099	Syae.g_01839
OG0001845	Syap.g_01094	Syae.g_01840
OG0001846	Syap.g_02228, Syap.g_02226	Syae.g_01388
OG0001847	Syap.g_02230	Syae.g_01386
OG0001848	Syap.g_02236	Syae.g_01382
OG0001849	Syap.g_02364	Syae.g_01329
OG0001850	Syap.g_02550	Syae.g_01320
OG0001851	Syap.g_01700	Syae.g_01295
OG0001852	Syap.g_01699	Syae.g_01294
OG0001853	Syap.g_01691	Syae.g_01287
OG0001854	Syap.g_01157	Syae.g_02237
OG0001855	Syap.g_01986, Syap.g_01462	Syae.g_02666
OG0001856	Syap.g_01216	Syae.g_01141
OG0001857	Syap.g_01212	Syae.g_01138
OG0001858	Syap.g_00025	Syae.g_01110
OG0001859	Syap.g_02516	Syae.g_02289
OG0001860	Syap.g_02262	Syae.g_02303
OG0001861	Syap.g_02248	Syae.g_02316
OG0001862	Syap.g_00276	Syae.g_02327
OG0001863	Syap.g_00272	Syae.g_02332
OG0001864	Syap.g_01974	Syae.g_02385
OG0001865	Syap.g_00651	Syae.g_02451
OG0001866	Syap.g_01522	Syae.g_02474
OG0001867	Syap.g_01524	Syae.g_00024
OG0001868	Syap.g_01495	Syae.g_00965
OG0001869	Syap.g_00233	Syae.g_00926
OG0001870	Syap.g_00224	Syae.g_00918
OG0001871	Syap.g_00217	Syae.g_00913
OG0001872	Syap.g_02442	Syae.g_00693
OG0001873	Syap.g_01885	Syae.g_00643
OG0001874	Syap.g_01882	Syae.g_00640
OG0001877	Syap.g_00905	Syae.g_00763
OG0001878	Syap.g_02695	Syae.g_00408
OG0001879	Syap.g_02690	Syae.g_00402
OG0001883	Syap.g_01741	Syae.g_00333
OG0001884	Syap.g_01733	Syae.g_00324
OG0001885	Syap.g_02792	Syae.g_00309
OG0001886	Syap.g_02335	Syae.g_00302
OG0001887	Syap.g_01245	Syae.g_00566
OG0001888	Syap.g_00168	Syae.g_00546
OG0001889	Syap.g_02724	Syae.g_00505
OG0001890	Syap.g_00825	Syae.g_00848
OG0001891	Syap.g_00832	Syae.g_00852
OG0001893	Syap.g_01290	Syae.g_00055
OG0001894	Syap.g_00893	Syae.g_00073
OG0001895	Syap.g_02658	Syae.g_02684
OG0001896	Syap.g_02053	Syae.g_01001
OG0001897	Syap.g_00559	Syae.g_02202
OG0001898	Syap.g_00577	Syae.g_02185
OG0001899	Syap.g_00484	Syae.g_02113
OG0001900	Syap.g_02355	Syae.g_01994
OG0001901	Syap.g_02354	Syae.g_01993
OG0001902	Syap.g_01354	Syae.g_01962
OG0001903	Syap.g_01631	Syae.g_01953
OG0001904	Syap.g_02063	Syae.g_01885
OG0001905	Syap.g_01060	Syae.g_01875
OG0001906	Syap.g_02213	Syae.g_01402
OG0001908	Syap.g_01185	Syae.g_01467
OG0001909	Syap.g_02279	Syae.g_01480
OG0001910	Syap.g_01907	Syae.g_01527
OG0001912	Syap.g_01042	Syae.g_01576
OG0001913	Syap.g_01032	Syae.g_01578
OG0001915	Syap.g_02313	Syae.g_01704
OG0001924	Syap.g_00381	Syae.g_00038
OG0001925	Syap.g_00382	Syae.g_00037
OG0001926	Syap.g_00383	Syae.g_00036
OG0001927	Syap.g_00384	Syae.g_00035
OG0001929	Syap.g_00994	Syae.g_01780
OG0001930	Syap.g_00148	Syae.g_01073
OG0001931	Syap.g_00149	Syae.g_01074
OG0001932	Syap.g_01102	Syae.g_01836
OG0001935	Syap.g_01697	Syae.g_01292
OG0001938	Syap.g_00731, Syap.g_02259	Syae.g_02305
OG0001943	Syap.g_00645	Syae.g_00247
OG0001944	Syap.g_02662	Syae.g_00282
OG0001946	Syap.g_01058	Syae.g_00764
OG0001947	Syap.g_01412	Syae.g_00811
OG0001970	Syap.g_02212	Syae.g_01404
OG0001979	Syap.g_00662, Syap.g_00834	Syae.g_00760
OG0001994	Syap.g_00380	Syae.g_00039
OG0001999	Syap.g_01375	Syae.g_01029
OG0002002	Syap.g_02443	Syae.g_00692
OG0002005	Syap.g_02284, Syap.g_02283	Syae.g_02480
OG0002006	Syap.g_01384, Syap.g_01413	Syae.g_00812
OG0002009	Syap.g_00155	Syae.g_00556
OG0002010	Syap.g_00002	Syae.g_02622
OG0002011	Syap.g_02399	Syae.g_00292
OG0002015	Syap.g_02069	Syae.g_01894
OG0002016	Syap.g_00102	Syae.g_01520
OG0002017	Syap.g_02099	Syae.g_01614
OG0002019	Syap.g_01103	Syae.g_00294
OG0002020	Syap.g_02581	Syae.g_01666
OG0002021	Syap.g_02584	Syae.g_01664
OG0002022	Syap.g_02585	Syae.g_01662
OG0002023	Syap.g_02588	Syae.g_01661
OG0002025	Syap.g_02468	Syae.g_01084
OG0002046	Syap.g_02164	Syae.g_02517
OG0002049	Syap.g_01926	Syae.g_02064
OG0002053	Syap.g_00836, Syap.g_00835	Syae.g_01598
OG0002056	Syap.g_01633, Syap.g_01632	Syae.g_01952
OG0002107	Syap.g_00420	Syae.g_00156
OG0002114	Syap.g_01982	Syae.g_02675, Syae.g_02668
OG0002116	Syap.g_00044	Syae.g_01129
OG0002129	Syap.g_02529	Syae.g_02639
OG0002130	Syap.g_01480	Syae.g_00959
OG0002131	Syap.g_02582	Syae.g_01665
OG0002134	Syap.g_01088, Syap.g_01087	Syae.g_01846
OG0002135	Syap.g_01395, Syap.g_01402	Syae.g_01193
OG0002136	Syap.g_01396, Syap.g_01403	Syae.g_01192
OG0002139	Syap.g_02429	Syae.g_00707
OG0002142	Syap.g_02112, Syap.g_02111	Syae.g_02678
OG0002143	Syap.g_02578	Syae.g_02224
OG0002144	Syap.g_00772, Syap.g_00773	Syae.g_02070
OG0002156	Syap.g_01621	Syae.g_02681
OG0002160	Syap.g_01501	Syae.g_00749
OG0002161	Syap.g_01463, Syap.g_00649	Syae.g_01545
OG0002168	Syap.g_01411	Syae.g_00810
OG0002170	Syap.g_00573	Syae.g_02188
OG0002171	Syap.g_02070	Syae.g_01901
OG0002172	Syap.g_01910	Syae.g_01524
OG0002173	Syap.g_01420	Syae.g_01511
OG0002174	Syap.g_02100	Syae.g_01615
OG0002179	Syap.g_01062	Syae.g_01872
OG0002180	Syap.g_01353	Syae.g_01961
OG0002181	Syap.g_02350	Syae.g_01991
OG0002182	Syap.g_00309	Syae.g_02010
OG0002184	Syap.g_02363	Syae.g_01328
OG0002185	Syap.g_02549	Syae.g_01321
OG0002186	Syap.g_01404	Syae.g_01191
OG0002187	Syap.g_01398	Syae.g_01190
OG0002188	Syap.g_00616	Syae.g_01158
OG0002189	Syap.g_00615	Syae.g_01157
OG0002190	Syap.g_00028	Syae.g_01116
OG0002191	Syap.g_02327, Syap.g_02329	Syae.g_00999
OG0002194	Syap.g_02432	Syae.g_00703
OG0002195	Syap.g_01249	Syae.g_00570
OG0002196	Syap.g_00179	Syae.g_00535
OG0002197	Syap.g_02684	Syae.g_00396
OG0002198	Syap.g_00644, Syap.g_00405	Syae.g_00094
OG0002199	Syap.g_00637	Syae.g_00089
OG0002200	Syap.g_02466	Syae.g_02652
OG0002201	Syap.g_01520	Syae.g_02472
OG0002202	Syap.g_01519	Syae.g_02471
OG0002203	Syap.g_01518	Syae.g_02470
OG0002204	Syap.g_00440	Syae.g_02453
OG0002205	Syap.g_01315	Syae.g_02437
OG0002206	Syap.g_01301	Syae.g_02423
OG0002207	Syap.g_00297	Syae.g_02413
OG0002208	Syap.g_02263	Syae.g_02302
OG0002209	Syap.g_00561	Syae.g_02200
OG0002210	Syap.g_00588	Syae.g_02152
OG0002211	Syap.g_00480	Syae.g_02117
OG0002212	Syap.g_01338	Syae.g_01555
OG0002214	Syap.g_02604	Syae.g_01690
OG0002225	Syap.g_00419	Syae.g_00157
OG0002227	Syap.g_01023, Syap.g_01022	Syae.g_01585
OG0002235	Syap.g_00176	Syae.g_00539
OG0002236	Syap.g_02346	Syae.g_02062
OG0002241	Syap.g_02165	Syae.g_02516
OG0002242	Syap.g_02068	Syae.g_01900
OG0002247	Syap.g_01305	Syae.g_02430
OG0002257	Syap.g_00660	Syae.g_00127
OG0002260	Syap.g_02428	Syae.g_00708
OG0002277	Syap.g_00997	Syae.g_01786
OG0002296	Syap.g_02008	Syae.g_02627
OG0002301	Syap.g_00675	Syae.g_01135
OG0002302	Syap.g_02512	Syae.g_02287
OG0002306	Syap.g_02088	Syae.g_01660
OG0002308	Syap.g_00624	Syae.g_00530
OG0002309	Syap.g_01843	Syae.g_00836
OG0002329	Syap.g_01423	Syae.g_01336, Syae.g_02482, Syae.g_02604
OG0002347	Syap.g_01387	Syae.g_01195
OG0002352	Syap.g_00801	Syae.g_00910
OG0002353	Syap.g_02729	Syae.g_00508
OG0002358	Syap.g_02358	Syae.g_00996
OG0002359	Syap.g_00006	Syae.g_02619
OG0002375	Syap.g_00880	Syae.g_01229
OG0002390	Syap.g_02274	Syae.g_01483
OG0002396	Syap.g_00507	Syae.g_02090
OG0002406	Syap.g_00435	Syae.g_00152
OG0002409	Syap.g_02093	Syae.g_01611
OG0002410	Syap.g_02593	Syae.g_00182
OG0002411	Syap.g_02704	Syae.g_00824
OG0002444	Syap.g_01983	Syae.g_01542
OG0002464	Syap.g_02552	Syae.g_01319
OG0002466	Syap.g_01500	Syae.g_01055
OG0002473	Syap.g_01119	Syae.g_01469
OG0002475	Syap.g_00005	Syae.g_02620
OG0002506	Syap.g_01555	Syae.g_01623
OG0002519	Syap.g_00778	Syae.g_01868
OG0002525	Syap.g_02158, Syap.g_01008	Syae.g_00266
OG0002527	Syap.g_02372	Syae.g_00232
OG0002528	Syap.g_02374	Syae.g_00230
OG0002539	Syap.g_01029	Syae.g_01581
OG0002541	Syap.g_00589	Syae.g_02151
OG0002543	Syap.g_01031	Syae.g_01579
OG0002547	Syap.g_00837	Syae.g_02500
OG0002570	Syap.g_02566	Syae.g_02259
OG0002573	Syap.g_01984	Syae.g_01543
OG0002598	Syap.g_02388	Syae.g_00284
OG0002601	Syap.g_02373	Syae.g_00231
OG0002611	Syap.g_01065	Syae.g_01870
OG0002651	Syap.g_00854	Syae.g_01225
OG0002675	Syap.g_01751	Syae.g_02068
OG0002723	Syap.g_01265	Syae.g_01230
OG0002731	Syap.g_00533	Syae.g_01114
OG0002734	Syap.g_00718	Syae.g_01010
OG0002735	Syap.g_00781	Syae.g_01857
OG0002737	Syap.g_01374	Syae.g_01030
OG0002743	Syap.g_00782	Syae.g_00334
OG0002744	Syap.g_00841	Syae.g_00251
OG0002763	Syap.g_00366, Syap.g_01973	Syae.g_02548
OG0002767	Syap.g_02415	Syae.g_02553
OG0002855	Syap.g_00780	Syae.g_00319
OG0002879	Syap.g_02107	Syae.g_00189
OG0002916	Syap.g_00866	Syae.g_00215
OG0002935	Syap.g_00811	Syae.g_01807
OG0002940	Syap.g_00368, Syap.g_00369	Syae.g_00627
OG0003091	Syap.g_00367	Syae.g_00626
OG0003102	Syap.g_00884	Syae.g_01201
OG0003145	Syap.g_02572, Syap.g_02571	Syae.g_00607
OG0003146	Syap.g_01985	Syae.g_01544
OG0003304	Syap.g_00342	Syae.g_00196
OG0003310	Syap.g_02573	Syae.g_00606
OG0003507	Syap.g_00631	Syae.g_01806
