Orthogroup	Syap	Prai
OG0001437	Syap.g_00448	Prai.g_00241
OG0001438	Syap.g_01346, Syap.g_01630	Prai.g_00306
OG0001439	Syap.g_01674	Prai.g_00320
OG0001441	Syap.g_02749	Prai.g_00550
OG0001443	Syap.g_01006	Prai.g_01602
OG0001447	Syap.g_02218	Prai.g_00126
OG0001452	Syap.g_01590	Prai.g_01058
OG0001453	Syap.g_02687	Prai.g_00967
OG0001459	Syap.g_00351	Prai.g_01552
OG0001470	Syap.g_00709	Prai.g_01433
OG0001474	Syap.g_00562	Prai.g_00353
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prai.g_00152
OG0001492	Syap.g_02441	Prai.g_01220
OG0001493	Syap.g_02433	Prai.g_01228
OG0001495	Syap.g_01921	Prai.g_01723
OG0001502	Syap.g_00833	Prai.g_00877
OG0001507	Syap.g_00227	Prai.g_01245
OG0001508	Syap.g_01139, Syap.g_00808	Prai.g_01432
OG0001527	Syap.g_00287, Syap.g_00292	Prai.g_00591
OG0001547	Syap.g_00840, Syap.g_00839	Prai.g_00875
OG0001553	Syap.g_02121	Prai.g_01460
OG0001562	Syap.g_02700	Prai.g_00949
OG0001567	Syap.g_00838	Prai.g_00876
OG0001568	Syap.g_00842	Prai.g_00874
OG0001570	Syap.g_00438	Prai.g_01255
OG0001584	Syap.g_00183	Prai.g_01016
OG0001587	Syap.g_02669	Prai.g_01697
OG0001613	Syap.g_00597	Prai.g_01801
OG0001634	Syap.g_01956	Prai.g_01582
OG0001647	Syap.g_01370	Prai.g_00285
OG0001669	Syap.g_01283	Prai.g_00043
OG0001745	Syap.g_02401	Prai.g_01544
OG0001919	Syap.g_01968	Prai.g_00411
OG0001924	Syap.g_00381	Prai.g_01283
OG0001925	Syap.g_00382	Prai.g_01284
OG0001926	Syap.g_00383	Prai.g_01285
OG0001927	Syap.g_00384	Prai.g_01286
OG0001994	Syap.g_00380	Prai.g_01282
OG0002019	Syap.g_01103	Prai.g_01304
OG0002026	Syap.g_00821	Prai.g_00410
OG0002097	Syap.g_00711	Prai.g_00775
OG0002274	Syap.g_00710	Prai.g_00776
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Prai.g_00742
OG0002375	Syap.g_00880	Prai.g_01408
OG0002396	Syap.g_00507	Prai.g_01745
OG0002699	Syap.g_01710	Prai.g_01440
OG0002722	Syap.g_01285	Prai.g_01401
OG0002723	Syap.g_01265	Prai.g_01409
OG0002767	Syap.g_02415	Prai.g_00038
OG0002893	Syap.g_00729	Prai.g_00777
OG0002916	Syap.g_00866	Prai.g_01413
OG0003010	Syap.g_01271, Syap.g_00868	Prai.g_01397
OG0003067	Syap.g_01865	Prai.g_00430
OG0003159	Syap.g_01270	Prai.g_01396
OG0003222	Syap.g_01282	Prai.g_01399, Prai.g_01410
OG0003223	Syap.g_01709	Prai.g_01406
OG0003793	Syap.g_01702	Prai.g_01441
OG0004139	Syap.g_01437, Syap.g_01439	Prai.g_00151
