Orthogroup	Syap	Syai
OG0001436	Syap.g_01711	Syai.g_00179, Syai.g_00178
OG0001438	Syap.g_01346, Syap.g_01630	Syai.g_00244
OG0001439	Syap.g_01674	Syai.g_00219
OG0001441	Syap.g_02749	Syai.g_00687
OG0001443	Syap.g_01006	Syai.g_02800
OG0001444	Syap.g_00761	Syai.g_02521
OG0001447	Syap.g_02218	Syai.g_02574
OG0001452	Syap.g_01590	Syai.g_00298
OG0001453	Syap.g_02687	Syai.g_01455
OG0001456	Syap.g_01828	Syai.g_02873
OG0001457	Syap.g_01826	Syai.g_02874
OG0001458	Syap.g_01825	Syai.g_02875
OG0001459	Syap.g_00351	Syai.g_01712
OG0001460	Syap.g_00789	Syai.g_02030
OG0001461	Syap.g_02707	Syai.g_01730
OG0001470	Syap.g_01138, Syap.g_00709	Syai.g_02235
OG0001474	Syap.g_00562	Syai.g_00493
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Syai.g_02237
OG0001479	Syap.g_00565	Syai.g_00490
OG0001487	Syap.g_00699	Syai.g_00894
OG0001488	Syap.g_00209	Syai.g_02121
OG0001489	Syap.g_00603	Syai.g_00419
OG0001492	Syap.g_02441	Syai.g_01796
OG0001493	Syap.g_02433	Syai.g_01820
OG0001495	Syap.g_01921	Syai.g_00349
OG0001498	Syap.g_02044, Syap.g_02043	Syai.g_00518
OG0001502	Syap.g_00833	Syai.g_02079
OG0001504	Syap.g_00350	Syai.g_01713
OG0001507	Syap.g_00227	Syai.g_01671
OG0001508	Syap.g_01139	Syai.g_02234
OG0001510	Syap.g_01117	Syai.g_00105
OG0001511	Syap.g_02629, Syap.g_02676	Syai.g_02549
OG0001512	Syap.g_01151, Syap.g_01152	Syai.g_00541
OG0001515	Syap.g_00906	Syai.g_01978
OG0001516	Syap.g_01964	Syai.g_01233
OG0001517	Syap.g_00568	Syai.g_00487
OG0001518	Syap.g_01026	Syai.g_02791
OG0001519	Syap.g_02079	Syai.g_02802
OG0001527	Syap.g_00287, Syap.g_00292	Syai.g_00749
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Syai.g_02236
OG0001529	Syap.g_01809	Syai.g_00054
OG0001530	Syap.g_02627	Syai.g_02547
OG0001531	Syap.g_01150	Syai.g_00542
OG0001533	Syap.g_02326	Syai.g_00849
OG0001534	Syap.g_00534	Syai.g_01417
OG0001535	Syap.g_01875	Syai.g_01433
OG0001536	Syap.g_02018	Syai.g_01508
OG0001537	Syap.g_00153	Syai.g_01285
OG0001538	Syap.g_00199	Syai.g_01326
OG0001539	Syap.g_02370	Syai.g_01252
OG0001540	Syap.g_02214	Syai.g_02578
OG0001541	Syap.g_01187	Syai.g_02646
OG0001542	Syap.g_01177	Syai.g_02655
OG0001543	Syap.g_01417, Syap.g_01416	Syai.g_02692
OG0001547	Syap.g_00840, Syap.g_00839	Syai.g_01580
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Syai.g_01757
OG0001557	Syap.g_00162	Syai.g_01291
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syai.g_00020, Syai.g_00021
OG0001562	Syap.g_02700	Syai.g_01441
OG0001563	Syap.g_00473	Syai.g_00403
OG0001564	Syap.g_00876	Syai.g_02869
OG0001567	Syap.g_00838	Syai.g_01581
OG0001568	Syap.g_00842	Syai.g_01578
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syai.g_00747
OG0001577	Syap.g_00232	Syai.g_02148
OG0001578	Syap.g_01818	Syai.g_01886
OG0001580	Syap.g_01340, Syap.g_01341	Syai.g_02758
OG0001590	Syap.g_00889	Syai.g_01098
OG0001592	Syap.g_01342	Syai.g_02760
OG0001614	Syap.g_01101	Syai.g_00119
OG0001616	Syap.g_01884	Syai.g_01751
OG0001618	Syap.g_00518, Syap.g_02409	Syai.g_01399
OG0001619	Syap.g_01752	Syai.g_01519
OG0001620	Syap.g_00557	Syai.g_00499
OG0001621	Syap.g_01592	Syai.g_00297
OG0001622	Syap.g_02601	Syai.g_02907
OG0001623	Syap.g_00582, Syap.g_00585	Syai.g_00457
OG0001624	Syap.g_02494	Syai.g_02807
OG0001634	Syap.g_01956	Syai.g_01239
OG0001635	Syap.g_01127	Syai.g_00091
OG0001637	Syap.g_01945, Syap.g_01946	Syai.g_02274
OG0001638	Syap.g_01778	Syai.g_02390
OG0001639	Syap.g_00751	Syai.g_02297
OG0001641	Syap.g_02685	Syai.g_01457
OG0001642	Syap.g_00530	Syai.g_02085
OG0001643	Syap.g_00902	Syai.g_01109
OG0001644	Syap.g_00346	Syai.g_01406
OG0001645	Syap.g_00668	Syai.g_01682
OG0001647	Syap.g_01370	Syai.g_00268
OG0001652	Syap.g_02634	Syai.g_00018
OG0001654	Syap.g_00753	Syai.g_02295
OG0001657	Syap.g_02175	Syai.g_02619
OG0001658	Syap.g_00131	Syai.g_02775
OG0001659	Syap.g_01892	Syai.g_01759
OG0001660	Syap.g_02148, Syap.g_02632, Syap.g_02673	Syai.g_00509, Syai.g_02554
OG0001672	Syap.g_02553, Syap.g_02554	Syai.g_02488, Syai.g_02489
OG0001673	Syap.g_01163	Syai.g_00532
OG0001675	Syap.g_02698	Syai.g_01443
OG0001677	Syap.g_00592	Syai.g_00430, Syai.g_01762
OG0001678	Syap.g_02678	Syai.g_00322
OG0001679	Syap.g_02521	Syai.g_00756
OG0001680	Syap.g_01772	Syai.g_02394
OG0001682	Syap.g_00516	Syai.g_01152, Syai.g_01396
OG0001692	Syap.g_02120	Syai.g_00959
OG0001694	Syap.g_01358	Syai.g_00257
OG0001700	Syap.g_00975	Syai.g_01204
OG0001713	Syap.g_00349	Syai.g_02130
OG0001715	Syap.g_00665	Syai.g_01166
OG0001717	Syap.g_01200	Syai.g_02632
OG0001729	Syap.g_02666	Syai.g_00545
OG0001730	Syap.g_00770	Syai.g_00552
OG0001731	Syap.g_00029	Syai.g_02315
OG0001732	Syap.g_02315	Syai.g_01781
OG0001733	Syap.g_00794	Syai.g_01247
OG0001735	Syap.g_00095	Syai.g_02925, Syai.g_01226
OG0001737	Syap.g_01637	Syai.g_00238
OG0001738	Syap.g_01657	Syai.g_00204
OG0001739	Syap.g_01815, Syap.g_01816	Syai.g_02892
OG0001741	Syap.g_02493	Syai.g_01677, Syai.g_01165
OG0001749	Syap.g_02067	Syai.g_00148, Syai.g_00188
OG0001750	Syap.g_00764	Syai.g_02522
OG0001751	Syap.g_01164	Syai.g_00531, Syai.g_01577
OG0001752	Syap.g_02670	Syai.g_02283
OG0001753	Syap.g_02534	Syai.g_02277
OG0001754	Syap.g_01949, Syap.g_01948	Syai.g_02276
OG0001755	Syap.g_00250	Syai.g_00681
OG0001762	Syap.g_02692	Syai.g_01450
OG0001764	Syap.g_02336	Syai.g_01572
OG0001766	Syap.g_01328	Syai.g_00228
OG0001767	Syap.g_01036, Syap.g_00863	Syai.g_00180
OG0001768	Syap.g_00610	Syai.g_02661
OG0001769	Syap.g_00643	Syai.g_01123
OG0001771	Syap.g_00329	Syai.g_01697, Syai.g_01134
OG0001783	Syap.g_01108, Syap.g_01471	Syai.g_00114
OG0001786	Syap.g_00311, Syap.g_01210	Syai.g_02340
OG0001787	Syap.g_01454	Syai.g_00706
OG0001788	Syap.g_01449	Syai.g_00710, Syai.g_00709
OG0001789	Syap.g_01482, Syap.g_01481	Syai.g_02178
OG0001790	Syap.g_00238	Syai.g_02153
OG0001796	Syap.g_01850, Syap.g_01852	Syai.g_01439
OG0001797	Syap.g_00947	Syai.g_01541
OG0001798	Syap.g_01291	Syai.g_01073
OG0001799	Syap.g_00638	Syai.g_01120
OG0001800	Syap.g_00771	Syai.g_00990
OG0001801	Syap.g_02110	Syai.g_00982
OG0001804	Syap.g_02045, Syap.g_02046	Syai.g_00519
OG0001806	Syap.g_02337	Syai.g_00269
OG0001808	Syap.g_01055	Syai.g_00167
OG0001811	Syap.g_01180	Syai.g_02652
OG0001812	Syap.g_01343	Syai.g_02761
OG0001813	Syap.g_02086	Syai.g_02824
OG0001814	Syap.g_01166, Syap.g_00125	Syai.g_02917, Syai.g_02916
OG0001815	Syap.g_01801	Syai.g_02928
OG0001838	Syap.g_00064, Syap.g_00537	Syai.g_00008
OG0001839	Syap.g_01794	Syai.g_00039
OG0001840	Syap.g_00978	Syai.g_00060
OG0001841	Syap.g_00987	Syai.g_00068
OG0001842	Syap.g_00147, Syap.g_00146	Syai.g_02289
OG0001843	Syap.g_01100	Syai.g_00120
OG0001844	Syap.g_01099	Syai.g_00121
OG0001845	Syap.g_01094	Syai.g_00122
OG0001846	Syap.g_02228, Syap.g_02226	Syai.g_02567
OG0001847	Syap.g_02230	Syai.g_02564, Syai.g_02565
OG0001848	Syap.g_02236	Syai.g_02560
OG0001849	Syap.g_02364	Syai.g_02503
OG0001850	Syap.g_02550	Syai.g_02491
OG0001851	Syap.g_01700	Syai.g_02484
OG0001852	Syap.g_01699	Syai.g_02483
OG0001853	Syap.g_01691	Syai.g_02476
OG0001854	Syap.g_01157	Syai.g_00536
OG0001855	Syap.g_01986, Syap.g_01462	Syai.g_00889
OG0001856	Syap.g_01216	Syai.g_02354
OG0001857	Syap.g_01212	Syai.g_02351
OG0001858	Syap.g_00025	Syai.g_02309
OG0001859	Syap.g_02516	Syai.g_00618
OG0001860	Syap.g_02262	Syai.g_00632
OG0001861	Syap.g_02248	Syai.g_00645
OG0001862	Syap.g_00276	Syai.g_00656
OG0001863	Syap.g_00272	Syai.g_00661
OG0001864	Syap.g_01974	Syai.g_00718
OG0001865	Syap.g_00651	Syai.g_00785
OG0001866	Syap.g_01522	Syai.g_00813
OG0001867	Syap.g_01524	Syai.g_01048
OG0001868	Syap.g_01495	Syai.g_02182
OG0001869	Syap.g_00233	Syai.g_02149
OG0001870	Syap.g_00224	Syai.g_02141
OG0001871	Syap.g_00217	Syai.g_02136
OG0001872	Syap.g_02442	Syai.g_01795
OG0001873	Syap.g_01885	Syai.g_01752
OG0001874	Syap.g_01882	Syai.g_01749
OG0001877	Syap.g_00905	Syai.g_01979
OG0001878	Syap.g_02695	Syai.g_01446
OG0001879	Syap.g_02690	Syai.g_01452
OG0001883	Syap.g_01741	Syai.g_01542
OG0001884	Syap.g_01733	Syai.g_01551
OG0001885	Syap.g_02792	Syai.g_01567
OG0001886	Syap.g_02335	Syai.g_01571
OG0001887	Syap.g_01245	Syai.g_01277
OG0001888	Syap.g_00168	Syai.g_01298
OG0001889	Syap.g_02724	Syai.g_01354
OG0001890	Syap.g_00825	Syai.g_02060
OG0001891	Syap.g_00832	Syai.g_02064
OG0001893	Syap.g_01290	Syai.g_01074
OG0001894	Syap.g_00893	Syai.g_01103
OG0001895	Syap.g_02658	Syai.g_00986
OG0001896	Syap.g_02053	Syai.g_02222
OG0001897	Syap.g_00559	Syai.g_00496
OG0001898	Syap.g_00577	Syai.g_00463
OG0001899	Syap.g_00484	Syai.g_00392
OG0001900	Syap.g_02355	Syai.g_00284
OG0001901	Syap.g_02354	Syai.g_00283
OG0001902	Syap.g_01354	Syai.g_00252
OG0001903	Syap.g_01631	Syai.g_00243
OG0001904	Syap.g_02063	Syai.g_00175
OG0001905	Syap.g_01060	Syai.g_00165
OG0001906	Syap.g_02213	Syai.g_02579
OG0001908	Syap.g_01185	Syai.g_02648
OG0001909	Syap.g_02279	Syai.g_02659
OG0001910	Syap.g_01907	Syai.g_02698
OG0001912	Syap.g_01042	Syai.g_02785
OG0001913	Syap.g_01032	Syai.g_02787
OG0001915	Syap.g_02313	Syai.g_02922
OG0001924	Syap.g_00381	Syai.g_01058
OG0001925	Syap.g_00382	Syai.g_01057
OG0001926	Syap.g_00383	Syai.g_01056
OG0001927	Syap.g_00384	Syai.g_01055
OG0001929	Syap.g_00994	Syai.g_00075
OG0001930	Syap.g_00148	Syai.g_02290
OG0001931	Syap.g_00149	Syai.g_02291
OG0001932	Syap.g_01102	Syai.g_00118
OG0001935	Syap.g_01697	Syai.g_02481
OG0001937	Syap.g_00037	Syai.g_02329
OG0001938	Syap.g_00731, Syap.g_02259	Syai.g_00634
OG0001943	Syap.g_00645	Syai.g_01920
OG0001944	Syap.g_02662	Syai.g_01932
OG0001946	Syap.g_01058	Syai.g_01980
OG0001947	Syap.g_01412	Syai.g_02024
OG0001970	Syap.g_02212	Syai.g_02581
OG0001973	Syap.g_01331, Syap.g_01332	Syai.g_02753
OG0001979	Syap.g_00662, Syap.g_00834	Syai.g_01961
OG0001994	Syap.g_00380	Syai.g_01059
OG0002002	Syap.g_02443	Syai.g_01794
OG0002006	Syap.g_01384, Syap.g_01413	Syai.g_02025
OG0002009	Syap.g_00155	Syai.g_01287
OG0002010	Syap.g_00002	Syai.g_00912
OG0002011	Syap.g_02399	Syai.g_00525
OG0002013	Syap.g_02542	Syai.g_00515
OG0002015	Syap.g_02069	Syai.g_00183, Syai.g_00146
OG0002017	Syap.g_02099	Syai.g_02832
OG0002020	Syap.g_02581	Syai.g_02890
OG0002021	Syap.g_02584	Syai.g_02888
OG0002022	Syap.g_02585	Syai.g_02885
OG0002023	Syap.g_02588	Syai.g_02884
OG0002039	Syap.g_00208	Syai.g_02120
OG0002047	Syap.g_02039, Syap.g_02154	Syai.g_00514
OG0002048	Syap.g_00598	Syai.g_00426
OG0002049	Syap.g_01926	Syai.g_00341
OG0002056	Syap.g_01633, Syap.g_01632	Syai.g_00242
OG0002107	Syap.g_00420	Syai.g_01173
OG0002113	Syap.g_01795	Syai.g_00040
OG0002114	Syap.g_01982	Syai.g_00979, Syai.g_00968
OG0002116	Syap.g_00044	Syai.g_02334
OG0002129	Syap.g_02529	Syai.g_00940
OG0002130	Syap.g_01480	Syai.g_02177
OG0002131	Syap.g_02582	Syai.g_02889
OG0002134	Syap.g_01088, Syap.g_01087	Syai.g_00128
OG0002135	Syap.g_01395, Syap.g_01402	Syai.g_02407
OG0002136	Syap.g_01396, Syap.g_01403	Syai.g_02406
OG0002139	Syap.g_02429	Syai.g_01827
OG0002142	Syap.g_02112, Syap.g_02111	Syai.g_00981
OG0002143	Syap.g_02578	Syai.g_00522
OG0002144	Syap.g_00772, Syap.g_00773	Syai.g_00347
OG0002156	Syap.g_01621	Syai.g_00984
OG0002160	Syap.g_01501	Syai.g_01950
OG0002167	Syap.g_01318	Syai.g_00715
OG0002168	Syap.g_01411	Syai.g_02023
OG0002169	Syap.g_02038, Syap.g_02152	Syai.g_00513
OG0002170	Syap.g_00573	Syai.g_00482
OG0002171	Syap.g_02070	Syai.g_00145, Syai.g_00191
OG0002174	Syap.g_02100	Syai.g_02833
OG0002179	Syap.g_01062	Syai.g_00162
OG0002180	Syap.g_01353	Syai.g_00251
OG0002181	Syap.g_02350	Syai.g_00281
OG0002182	Syap.g_00309	Syai.g_00299
OG0002184	Syap.g_02363	Syai.g_02502
OG0002185	Syap.g_02549	Syai.g_02492
OG0002186	Syap.g_01404	Syai.g_02405
OG0002187	Syap.g_01398	Syai.g_02404
OG0002188	Syap.g_00616	Syai.g_02371
OG0002189	Syap.g_00615	Syai.g_02370
OG0002190	Syap.g_00028	Syai.g_02314
OG0002191	Syap.g_02327, Syap.g_02329	Syai.g_00850
OG0002192	Syap.g_00207	Syai.g_02118
OG0002194	Syap.g_02432	Syai.g_01821
OG0002196	Syap.g_00179	Syai.g_01308
OG0002197	Syap.g_02684	Syai.g_01458
OG0002198	Syap.g_00644, Syap.g_00405	Syai.g_01124
OG0002199	Syap.g_00637	Syai.g_01119
OG0002200	Syap.g_02466	Syai.g_00954
OG0002201	Syap.g_01520	Syai.g_00811
OG0002202	Syap.g_01519	Syai.g_00810
OG0002203	Syap.g_01518	Syai.g_00809
OG0002204	Syap.g_00440	Syai.g_00787
OG0002205	Syap.g_01315	Syai.g_00768
OG0002206	Syap.g_01301	Syai.g_00755
OG0002207	Syap.g_00297	Syai.g_00745
OG0002208	Syap.g_02263	Syai.g_00631
OG0002209	Syap.g_00561	Syai.g_00494
OG0002210	Syap.g_00588	Syai.g_00433
OG0002211	Syap.g_00480	Syai.g_00396
OG0002212	Syap.g_01338	Syai.g_02757
OG0002214	Syap.g_02604	Syai.g_02910
OG0002225	Syap.g_00419	Syai.g_01174
OG0002236	Syap.g_02346	Syai.g_01715
OG0002242	Syap.g_02068	Syai.g_00190
OG0002247	Syap.g_01305	Syai.g_00761
OG0002257	Syap.g_00660	Syai.g_01149
OG0002260	Syap.g_02428	Syai.g_01828
OG0002296	Syap.g_02008	Syai.g_00917
OG0002301	Syap.g_00675	Syai.g_01080
OG0002302	Syap.g_02512	Syai.g_00616
OG0002306	Syap.g_02088	Syai.g_02883
OG0002309	Syap.g_01843	Syai.g_02048
OG0002329	Syap.g_01423	Syai.g_02836
OG0002341	Syap.g_01330	Syai.g_02754
OG0002343	Syap.g_01581	Syai.g_00308
OG0002352	Syap.g_00801	Syai.g_02133
OG0002353	Syap.g_02729	Syai.g_01351
OG0002355	Syap.g_02330	Syai.g_01917
OG0002357	Syap.g_01434, Syap.g_01433	Syai.g_02837
OG0002358	Syap.g_02358	Syai.g_02230
OG0002359	Syap.g_00006	Syai.g_00909
OG0002389	Syap.g_00600	Syai.g_00424
OG0002396	Syap.g_00507	Syai.g_00369
OG0002404	Syap.g_01585	Syai.g_01400
OG0002406	Syap.g_00435	Syai.g_01186
OG0002409	Syap.g_02093	Syai.g_02829
OG0002410	Syap.g_02593	Syai.g_01167
OG0002411	Syap.g_02704	Syai.g_02036
OG0002464	Syap.g_02552	Syai.g_02490
OG0002474	Syap.g_01855, Syap.g_02768	Syai.g_00345
OG0002475	Syap.g_00005	Syai.g_00910
OG0002525	Syap.g_02158, Syap.g_01008	Syai.g_01607
OG0002537	Syap.g_02270	Syai.g_02664
OG0002547	Syap.g_00837	Syai.g_00851
OG0002598	Syap.g_02388	Syai.g_01592
OG0002675	Syap.g_01751	Syai.g_00344
OG0002736	Syap.g_01708	Syai.g_02415, Syai.g_02414
OG0002761	Syap.g_00388	Syai.g_00189
OG0002762	Syap.g_01536	Syai.g_02748, Syai.g_02749
OG0002872	Syap.g_02269	Syai.g_02665
OG0002916	Syap.g_00866	Syai.g_02746
OG0002994	Syap.g_00676	Syai.g_02070
OG0003093	Syap.g_01680	Syai.g_02461
OG0003315	Syap.g_02426	Syai.g_00929
OG0003939	Syap.g_02508	Syai.g_01083
OG0004407	Syap.g_00386, Syap.g_02575	Syai.g_02343
OG0005168	Syap.g_00849	Syai.g_01574
