Orthogroup	Syap	Prbf
OG0001292	Syap.g_01583	Prbf.g_01587
OG0001297	Syap.g_00255	Prbf.g_01797
OG0001299	Syap.g_01959	Prbf.g_01015
OG0001303	Syap.g_02795	Prbf.g_00731
OG0001304	Syap.g_00536	Prbf.g_01062
OG0001305	Syap.g_01562	Prbf.g_01174
OG0001306	Syap.g_00245	Prbf.g_00903
OG0001307	Syap.g_00403	Prbf.g_00070
OG0001308	Syap.g_02751, Syap.g_02750	Prbf.g_00167
OG0001310	Syap.g_01774	Prbf.g_00680
OG0001311	Syap.g_01871	Prbf.g_01073
OG0001312	Syap.g_01735	Prbf.g_01137
OG0001314	Syap.g_00330, Syap.g_00391	Prbf.g_00372
OG0001315	Syap.g_00596	Prbf.g_00865
OG0001318	Syap.g_01596, Syap.g_01597	Prbf.g_01596
OG0001319	Syap.g_02338	Prbf.g_01613
OG0001323	Syap.g_00757	Prbf.g_01802
OG0001332	Syap.g_01548	Prbf.g_00203
OG0001333	Syap.g_01373	Prbf.g_00656
OG0001337	Syap.g_00576	Prbf.g_01670
OG0001345	Syap.g_01877, Syap.g_02776	Prbf.g_00938
OG0001346	Syap.g_01484	Prbf.g_00025
OG0001348	Syap.g_00938	Prbf.g_00826
OG0001351	Syap.g_01996	Prbf.g_01741
OG0001353	Syap.g_01849	Prbf.g_01212
OG0001364	Syap.g_01052	Prbf.g_00529
OG0001365	Syap.g_00138	Prbf.g_00446
OG0001368	Syap.g_01576	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001371	Syap.g_02544, Syap.g_02545	Prbf.g_01284
OG0001379	Syap.g_01474	Prbf.g_00032
OG0001382	Syap.g_00677	Prbf.g_00063
OG0001394	Syap.g_00159	Prbf.g_01305
OG0001398	Syap.g_02356	Prbf.g_00801
OG0001401	Syap.g_01844	Prbf.g_01207
OG0001411	Syap.g_00853	Prbf.g_01388
OG0001415	Syap.g_00447, Syap.g_00446	Prbf.g_01569
OG0001418	Syap.g_00221	Prbf.g_01278
OG0001422	Syap.g_01682	Prbf.g_00056
OG0001425	Syap.g_01024	Prbf.g_00436
OG0001428	Syap.g_01196	Prbf.g_01506
OG0001433	Syap.g_00790	Prbf.g_00706
OG0001434	Syap.g_00167	Prbf.g_01300
OG0001435	Syap.g_01259	Prbf.g_01324
OG0001437	Syap.g_00448	Prbf.g_01568
OG0001443	Syap.g_01006	Prbf.g_00857
OG0001460	Syap.g_00789	Prbf.g_00707
OG0001461	Syap.g_02707	Prbf.g_01379
OG0001487	Syap.g_00699	Prbf.g_00197
OG0001488	Syap.g_00209	Prbf.g_00931
OG0001489	Syap.g_00603	Prbf.g_00543
OG0001498	Syap.g_02044, Syap.g_02043	Prbf.g_01702
OG0001510	Syap.g_01117	Prbf.g_00490, Prbf.g_00489
OG0001511	Syap.g_02629, Syap.g_02676	Prbf.g_01440
OG0001512	Syap.g_01151, Syap.g_01152	Prbf.g_00861
OG0001515	Syap.g_00906	Prbf.g_01270
OG0001516	Syap.g_01964	Prbf.g_01012
OG0001517	Syap.g_00568	Prbf.g_01679
OG0001518	Syap.g_01026	Prbf.g_00437
OG0001519	Syap.g_02079	Prbf.g_00432
OG0001527	Syap.g_00287, Syap.g_00292	Prbf.g_01844
OG0001529	Syap.g_01809	Prbf.g_01363
OG0001530	Syap.g_02627	Prbf.g_01439
OG0001531	Syap.g_01150	Prbf.g_01577
OG0001534	Syap.g_00534	Prbf.g_01061
OG0001535	Syap.g_01875	Prbf.g_01077
OG0001536	Syap.g_02018	Prbf.g_01121
OG0001537	Syap.g_00153	Prbf.g_01308
OG0001538	Syap.g_00199	Prbf.g_01240
OG0001539	Syap.g_02370	Prbf.g_01330
OG0001540	Syap.g_02214	Prbf.g_01460
OG0001541	Syap.g_01187	Prbf.g_01514
OG0001542	Syap.g_01177	Prbf.g_01520
OG0001543	Syap.g_01417, Syap.g_01416	Prbf.g_00040
OG0001557	Syap.g_00162	Prbf.g_01304
OG0001562	Syap.g_02700	Prbf.g_01084
OG0001563	Syap.g_00473	Prbf.g_00559
OG0001564	Syap.g_00876	Prbf.g_01382
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbf.g_01842
OG0001577	Syap.g_00232	Prbf.g_00913
OG0001580	Syap.g_01340, Syap.g_01341	Prbf.g_01370
OG0001584	Syap.g_00183	Prbf.g_01025
OG0001587	Syap.g_02669	Prbf.g_00633
OG0001592	Syap.g_01342	Prbf.g_01369
OG0001614	Syap.g_01101	Prbf.g_00502
OG0001616	Syap.g_01884	Prbf.g_00941
OG0001619	Syap.g_01752	Prbf.g_01128
OG0001620	Syap.g_00557	Prbf.g_01687
OG0001621	Syap.g_01592	Prbf.g_01592
OG0001622	Syap.g_02601	Prbf.g_00409
OG0001636	Syap.g_01797	Prbf.g_01357
OG0001638	Syap.g_01778	Prbf.g_00682
OG0001639	Syap.g_00751	Prbf.g_00206
OG0001641	Syap.g_02685	Prbf.g_01096
OG0001642	Syap.g_00530	Prbf.g_01191
OG0001643	Syap.g_00902	Prbf.g_00987
OG0001644	Syap.g_00346	Prbf.g_01042
OG0001654	Syap.g_00753	Prbf.g_00204
OG0001657	Syap.g_02175	Prbf.g_01489
OG0001658	Syap.g_00131	Prbf.g_01365
OG0001659	Syap.g_01892	Prbf.g_00821
OG0001678	Syap.g_02678	Prbf.g_00626
OG0001679	Syap.g_02521	Prbf.g_01674
OG0001717	Syap.g_01200	Prbf.g_00323
OG0001733	Syap.g_00794	Prbf.g_00709
OG0001769	Syap.g_00643	Prbf.g_00866
OG0001771	Syap.g_00329	Prbf.g_00766
OG0001842	Syap.g_00147, Syap.g_00146	Prbf.g_00294
OG0001930	Syap.g_00148	Prbf.g_00293
OG0001931	Syap.g_00149	Prbf.g_00292
OG0001956	Syap.g_01978	Prbf.g_01184
OG0001977	Syap.g_02094	Prbf.g_00427
OG0002019	Syap.g_01103	Prbf.g_00818
OG0002098	Syap.g_02161	Prbf.g_00078
OG0002122	Syap.g_01294	Prbf.g_00289
OG0002389	Syap.g_00600	Prbf.g_00539
OG0002588	Syap.g_02162	Prbf.g_00136
OG0002888	Syap.g_00862	Prbf.g_00127
