Orthogroup	Prbm	Prbj
OG0001085	Prbm.g_01973	Prbj.g_01029
OG0001086	Prbm.g_01968	Prbj.g_01033
OG0001087	Prbm.g_01967	Prbj.g_01034
OG0001088	Prbm.g_01966	Prbj.g_02635
OG0001089	Prbm.g_01990	Prbj.g_01025
OG0001090	Prbm.g_01992	Prbj.g_01023
OG0001091	Prbm.g_01993	Prbj.g_01022
OG0001092	Prbm.g_01994	Prbj.g_01021
OG0001093	Prbm.g_01995	Prbj.g_01020
OG0001094	Prbm.g_01996	Prbj.g_01019
OG0001095	Prbm.g_01997	Prbj.g_01018
OG0001096	Prbm.g_01998	Prbj.g_01017
OG0001097	Prbm.g_01999	Prbj.g_01016
OG0001098	Prbm.g_02000	Prbj.g_01015
OG0001099	Prbm.g_02001	Prbj.g_01014
OG0001100	Prbm.g_02002	Prbj.g_01013
OG0001101	Prbm.g_02003	Prbj.g_01012
OG0001102	Prbm.g_02004	Prbj.g_01011
OG0001103	Prbm.g_02005	Prbj.g_01010
OG0001104	Prbm.g_02006	Prbj.g_01009
OG0001105	Prbm.g_02007	Prbj.g_01008
OG0001106	Prbm.g_02008	Prbj.g_01007
OG0001107	Prbm.g_02009	Prbj.g_01006
OG0001108	Prbm.g_02010	Prbj.g_01005
OG0001109	Prbm.g_02011	Prbj.g_01004
OG0001110	Prbm.g_02012	Prbj.g_01003
OG0001111	Prbm.g_02013	Prbj.g_01002
OG0001112	Prbm.g_02014	Prbj.g_01001
OG0001113	Prbm.g_02015	Prbj.g_01000
OG0001114	Prbm.g_02016	Prbj.g_00999
OG0001115	Prbm.g_02017	Prbj.g_00998
OG0001116	Prbm.g_02018	Prbj.g_00997
OG0001117	Prbm.g_02019	Prbj.g_00996
OG0001118	Prbm.g_02020	Prbj.g_00995
OG0001119	Prbm.g_02021	Prbj.g_00994
OG0001120	Prbm.g_02022	Prbj.g_00993
OG0001121	Prbm.g_02024	Prbj.g_00990
OG0001122	Prbm.g_02025	Prbj.g_00989
OG0001123	Prbm.g_02026	Prbj.g_00988
OG0001124	Prbm.g_02028	Prbj.g_00986
OG0001125	Prbm.g_02030	Prbj.g_00984
OG0001126	Prbm.g_02031	Prbj.g_00983
OG0001127	Prbm.g_02034	Prbj.g_00414
OG0001128	Prbm.g_02035	Prbj.g_00413
OG0001129	Prbm.g_02036	Prbj.g_00410
OG0001130	Prbm.g_02039	Prbj.g_00407
OG0001131	Prbm.g_02040	Prbj.g_00406
OG0001132	Prbm.g_02041	Prbj.g_00405
OG0001133	Prbm.g_02042	Prbj.g_00404
OG0001134	Prbm.g_02043	Prbj.g_00403
OG0001135	Prbm.g_02044	Prbj.g_00402
OG0001136	Prbm.g_02045	Prbj.g_00401
OG0001137	Prbm.g_02046	Prbj.g_00400
OG0001138	Prbm.g_02048	Prbj.g_00399
OG0001139	Prbm.g_02050	Prbj.g_00397
OG0001140	Prbm.g_02051	Prbj.g_00395
OG0001141	Prbm.g_02052	Prbj.g_00394
OG0001142	Prbm.g_02057	Prbj.g_00368
OG0001143	Prbm.g_02058	Prbj.g_00367
OG0001144	Prbm.g_02059	Prbj.g_00365
OG0001145	Prbm.g_02060	Prbj.g_00364
OG0001146	Prbm.g_02061	Prbj.g_00363
OG0001147	Prbm.g_02062	Prbj.g_00362
OG0001148	Prbm.g_02063	Prbj.g_00361
OG0001149	Prbm.g_02064	Prbj.g_01494
OG0001150	Prbm.g_02065	Prbj.g_01498
OG0001151	Prbm.g_02068	Prbj.g_01501
OG0001152	Prbm.g_02069	Prbj.g_01502
OG0001153	Prbm.g_02070	Prbj.g_01504
OG0001154	Prbm.g_02072	Prbj.g_01506
OG0001155	Prbm.g_02074	Prbj.g_01509
OG0001156	Prbm.g_02076	Prbj.g_01513
OG0001157	Prbm.g_02078	Prbj.g_01515
OG0001158	Prbm.g_02080	Prbj.g_01517
OG0001159	Prbm.g_02081	Prbj.g_01518
OG0001160	Prbm.g_02082	Prbj.g_01519
OG0001161	Prbm.g_02083	Prbj.g_01576
OG0001162	Prbm.g_02084	Prbj.g_01577
OG0001163	Prbm.g_02085	Prbj.g_01578
OG0001164	Prbm.g_02086	Prbj.g_01579
OG0001165	Prbm.g_02087	Prbj.g_01580
OG0001166	Prbm.g_02088	Prbj.g_01581
OG0001167	Prbm.g_02089	Prbj.g_01592
OG0001168	Prbm.g_02090	Prbj.g_01593
OG0001169	Prbm.g_02091	Prbj.g_01594
OG0001170	Prbm.g_02092	Prbj.g_01596
OG0001171	Prbm.g_02093	Prbj.g_01597
OG0001172	Prbm.g_02095	Prbj.g_01599
OG0001173	Prbm.g_02097	Prbj.g_01821
OG0001174	Prbm.g_02098	Prbj.g_01820
OG0001175	Prbm.g_02099	Prbj.g_01819
OG0001176	Prbm.g_02101	Prbj.g_01809
OG0001177	Prbm.g_02103	Prbj.g_01290
OG0001178	Prbm.g_02106	Prbj.g_01286
OG0001179	Prbm.g_02107	Prbj.g_01285
OG0001180	Prbm.g_02108	Prbj.g_01284
OG0001181	Prbm.g_02109	Prbj.g_01283
OG0001182	Prbm.g_02110	Prbj.g_01282
OG0001183	Prbm.g_02111	Prbj.g_01281
OG0001184	Prbm.g_02140	Prbj.g_01253
OG0001185	Prbm.g_02144	Prbj.g_01250
OG0001186	Prbm.g_02145	Prbj.g_01249
OG0001187	Prbm.g_02146	Prbj.g_01248
OG0001188	Prbm.g_02147	Prbj.g_01245
OG0001189	Prbm.g_02148	Prbj.g_01244
OG0001190	Prbm.g_02149	Prbj.g_01243
OG0001191	Prbm.g_02150	Prbj.g_01241
OG0001192	Prbm.g_02151	Prbj.g_01239
OG0001193	Prbm.g_02152	Prbj.g_01238
OG0001194	Prbm.g_02153	Prbj.g_01236
OG0001195	Prbm.g_02154	Prbj.g_01235
OG0001196	Prbm.g_02155	Prbj.g_01234
OG0001197	Prbm.g_02156	Prbj.g_01233
OG0001198	Prbm.g_02157	Prbj.g_01232
OG0001199	Prbm.g_02158	Prbj.g_01231
OG0001200	Prbm.g_02159	Prbj.g_01229
OG0001201	Prbm.g_02160	Prbj.g_01228
OG0001202	Prbm.g_02161	Prbj.g_01227
OG0001203	Prbm.g_02163	Prbj.g_01225
OG0001204	Prbm.g_02165	Prbj.g_01221
OG0001205	Prbm.g_02167	Prbj.g_01219
OG0001206	Prbm.g_02168	Prbj.g_01218
OG0001207	Prbm.g_02169	Prbj.g_01955
OG0001208	Prbm.g_02170	Prbj.g_01956
OG0001209	Prbm.g_02171	Prbj.g_01957
OG0001210	Prbm.g_02172	Prbj.g_01958
OG0001211	Prbm.g_02173	Prbj.g_01960
OG0001212	Prbm.g_02174	Prbj.g_01961
OG0001213	Prbm.g_02175	Prbj.g_01962
OG0001214	Prbm.g_02177	Prbj.g_01964
OG0001215	Prbm.g_02178	Prbj.g_01966
OG0001216	Prbm.g_02179	Prbj.g_01968
OG0001217	Prbm.g_02180	Prbj.g_01969
OG0001218	Prbm.g_02181	Prbj.g_01970
OG0001219	Prbm.g_02184	Prbj.g_01975
OG0001220	Prbm.g_02185	Prbj.g_01980
OG0001221	Prbm.g_02190	Prbj.g_02002
OG0001222	Prbm.g_02191	Prbj.g_02005
OG0001223	Prbm.g_02192	Prbj.g_02006
OG0001224	Prbm.g_02194	Prbj.g_02008
OG0001225	Prbm.g_02195	Prbj.g_02009
OG0001226	Prbm.g_02196	Prbj.g_02012
OG0001227	Prbm.g_02197	Prbj.g_02013
OG0001228	Prbm.g_02198	Prbj.g_02019
OG0001229	Prbm.g_02199	Prbj.g_02020
OG0001230	Prbm.g_02200	Prbj.g_02021
OG0001231	Prbm.g_02201	Prbj.g_02034
OG0001232	Prbm.g_02208	Prbj.g_02043
OG0001233	Prbm.g_02209	Prbj.g_02044
OG0001234	Prbm.g_02210	Prbj.g_02045
OG0001235	Prbm.g_02211	Prbj.g_02046
OG0001236	Prbm.g_02213	Prbj.g_02048
OG0001237	Prbm.g_02214	Prbj.g_02049
OG0001238	Prbm.g_02217	Prbj.g_02053
OG0001239	Prbm.g_02218	Prbj.g_02055
OG0001240	Prbm.g_02219	Prbj.g_02056
OG0001241	Prbm.g_02222	Prbj.g_02060
OG0001242	Prbm.g_02225	Prbj.g_02062
OG0001243	Prbm.g_02226	Prbj.g_02063
OG0001244	Prbm.g_02227	Prbj.g_02065
OG0001245	Prbm.g_02228	Prbj.g_02067
OG0001246	Prbm.g_02229	Prbj.g_02069
OG0001247	Prbm.g_02230	Prbj.g_02070
OG0001248	Prbm.g_02231	Prbj.g_02071
OG0001249	Prbm.g_02232	Prbj.g_02072
OG0001250	Prbm.g_02233	Prbj.g_02073
OG0001251	Prbm.g_00149	Prbj.g_00603
OG0001252	Prbm.g_00197	Prbj.g_01545
OG0001253	Prbm.g_00209	Prbj.g_00538
OG0001254	Prbm.g_00337	Prbj.g_01406
OG0001255	Prbm.g_00399	Prbj.g_00342
OG0001256	Prbm.g_01202	Prbj.g_00897
OG0001257	Prbm.g_00508	Prbj.g_01628
OG0001258	Prbm.g_00523	Prbj.g_01609
OG0001259	Prbm.g_00619	Prbj.g_01782
OG0001261	Prbm.g_00849	Prbj.g_02475
OG0001264	Prbm.g_00928	Prbj.g_02339
OG0001265	Prbm.g_01037	Prbj.g_02209
OG0001266	Prbm.g_01945	Prbj.g_00678
OG0001267	Prbm.g_01566	Prbj.g_00769
OG0001268	Prbm.g_01552	Prbj.g_00969
OG0001269	Prbm.g_01594	Prbj.g_00670
OG0001270	Prbm.g_01751	Prbj.g_02627
OG0001271	Prbm.g_01763	Prbj.g_01691
OG0001272	Prbm.g_00893	Prbj.g_00907
OG0001273	Prbm.g_00552	Prbj.g_02106
OG0001274	Prbm.g_01801	Prbj.g_00780
OG0001275	Prbm.g_01080	Prbj.g_00158
OG0001276	Prbm.g_01804	Prbj.g_02368
OG0001278	Prbm.g_01833	Prbj.g_00870
OG0001279	Prbm.g_01837	Prbj.g_00865
OG0001280	Prbm.g_01840	Prbj.g_00862
OG0001281	Prbm.g_01952	Prbj.g_02653
OG0001282	Prbm.g_01345	Prbj.g_00851
OG0001283	Prbm.g_02075	Prbj.g_01512
OG0001284	Prbm.g_02105	Prbj.g_01287
OG0001285	Prbm.g_02164	Prbj.g_01223
OG0001286	Prbm.g_02221	Prbj.g_02058
OG0001287	Prbm.g_01156	Prbj.g_00214, Prbj.g_02701
OG0001288	Prbm.g_00447	Prbj.g_00101
OG0001290	Prbm.g_00030	Prbj.g_01203
OG0001291	Prbm.g_00128	Prbj.g_00567
OG0001292	Prbm.g_00131	Prbj.g_00570
OG0001293	Prbm.g_00133	Prbj.g_00572
OG0001294	Prbm.g_00150	Prbj.g_00604
OG0001295	Prbm.g_00178	Prbj.g_01560
OG0001296	Prbm.g_00185	Prbj.g_01529
OG0001297	Prbm.g_00259	Prbj.g_01164
OG0001298	Prbm.g_00304	Prbj.g_01340
OG0001299	Prbm.g_00311	Prbj.g_01353
OG0001300	Prbm.g_01071	Prbj.g_01896
OG0001301	Prbm.g_00668	Prbj.g_02575
OG0001303	Prbm.g_00785	Prbj.g_00663
OG0001304	Prbm.g_01055	Prbj.g_01847
OG0001305	Prbm.g_01060	Prbj.g_01842
OG0001306	Prbm.g_02207	Prbj.g_02042
OG0001307	Prbm.g_00937	Prbj.g_02357
OG0001308	Prbm.g_01065	Prbj.g_00046
OG0001309	Prbm.g_02166	Prbj.g_01220
OG0001310	Prbm.g_01314	Prbj.g_00688
OG0001311	Prbm.g_01515	Prbj.g_00007
OG0001312	Prbm.g_01632	Prbj.g_00671
OG0001313	Prbm.g_00789	Prbj.g_01184
OG0001314	Prbm.g_01862	Prbj.g_00477
OG0001315	Prbm.g_01897	Prbj.g_00426
OG0001316	Prbm.g_02071	Prbj.g_01505
OG0001319	Prbm.g_00298	Prbj.g_02610
OG0001320	Prbm.g_01574	Prbj.g_02145
OG0001324	Prbm.g_01311	Prbj.g_02632
OG0001326	Prbm.g_01181	Prbj.g_00731
OG0001327	Prbm.g_01604	Prbj.g_01718
OG0001329	Prbm.g_02215	Prbj.g_02051
OG0001331	Prbm.g_01838	Prbj.g_00864
OG0001332	Prbm.g_01886	Prbj.g_00450
OG0001333	Prbm.g_02037	Prbj.g_00409
OG0001335	Prbm.g_02162	Prbj.g_01226
OG0001336	Prbm.g_00188	Prbj.g_01531
OG0001344	Prbm.g_01584, Prbm.g_01649	Prbj.g_00826
OG0001348	Prbm.g_00538	Prbj.g_02091
OG0001350	Prbm.g_00548	Prbj.g_02100
OG0001362	Prbm.g_01171	Prbj.g_01299
OG0001367	Prbm.g_00080	Prbj.g_00377, Prbj.g_00390
OG0001369	Prbm.g_01038	Prbj.g_02208
OG0001380	Prbm.g_01067	Prbj.g_00951
OG0001381	Prbm.g_00481	Prbj.g_01893
OG0001396	Prbm.g_01273	Prbj.g_02309
OG0001410	Prbm.g_01122	Prbj.g_00249
OG0001412	Prbm.g_00966	Prbj.g_02298
OG0001413	Prbm.g_01281	Prbj.g_00194, Prbj.g_02695, Prbj.g_01330, Prbj.g_00726
OG0001415	Prbm.g_00381	Prbj.g_00360
OG0001416	Prbm.g_00555	Prbj.g_02111
OG0001426	Prbm.g_02216	Prbj.g_02052
OG0001429	Prbm.g_00998	Prbj.g_02252
OG0001436	Prbm.g_01433, Prbm.g_01145	Prbj.g_01986
OG0001442	Prbm.g_01805	Prbj.g_00043
OG0001448	Prbm.g_00761	Prbj.g_00690
OG0001452	Prbm.g_02183	Prbj.g_01972
OG0001455	Prbm.g_01108	Prbj.g_00045, Prbj.g_00051
OG0001456	Prbm.g_00396	Prbj.g_01783
OG0001466	Prbm.g_01315	Prbj.g_02172
OG0001467	Prbm.g_01707	Prbj.g_01053
OG0001472	Prbm.g_00879	Prbj.g_00920
OG0001474	Prbm.g_01925	Prbj.g_02022
OG0001475	Prbm.g_00895	Prbj.g_01979
OG0001476	Prbm.g_00896	Prbj.g_01978
OG0001477	Prbm.g_00897	Prbj.g_01977
OG0001478	Prbm.g_01686	Prbj.g_00764
OG0001479	Prbm.g_01526	Prbj.g_00018
OG0001480	Prbm.g_00443	Prbj.g_00091
OG0001486	Prbm.g_00949	Prbj.g_02385
OG0001487	Prbm.g_00655	Prbj.g_02554
OG0001493	Prbm.g_01926	Prbj.g_02023
OG0001494	Prbm.g_01927	Prbj.g_02024
OG0001495	Prbm.g_01928	Prbj.g_02025
OG0001496	Prbm.g_01929	Prbj.g_02026
OG0001497	Prbm.g_01930	Prbj.g_02027
OG0001498	Prbm.g_01931	Prbj.g_02028
OG0001499	Prbm.g_01932	Prbj.g_02029
OG0001500	Prbm.g_01933	Prbj.g_02030
OG0001501	Prbm.g_01934	Prbj.g_02031
OG0001502	Prbm.g_01935	Prbj.g_02032
OG0001503	Prbm.g_01936	Prbj.g_02033
OG0001504	Prbm.g_00945	Prbj.g_02381
OG0001508	Prbm.g_00086	Prbj.g_02626
OG0001512	Prbm.g_01460	Prbj.g_00210
OG0001531	Prbm.g_01152	Prbj.g_02170, Prbj.g_00673, Prbj.g_00315
OG0001544	Prbm.g_01184	Prbj.g_00071
OG0001545	Prbm.g_00925	Prbj.g_02336
OG0001546	Prbm.g_00851, Prbm.g_01225	Prbj.g_02477
OG0001547	Prbm.g_01360	Prbj.g_00698
OG0001548	Prbm.g_02054	Prbj.g_00125
OG0001587	Prbm.g_00071	Prbj.g_01889
OG0001588	Prbm.g_01919	Prbj.g_00872
OG0001593	Prbm.g_01208	Prbj.g_02460
OG0001605	Prbm.g_01971	Prbj.g_01031
OG0001606	Prbm.g_00405	Prbj.g_00334
OG0001608	Prbm.g_01976	Prbj.g_00374
OG0001622	Prbm.g_01832	Prbj.g_00745
OG0001632	Prbm.g_01320	Prbj.g_00859
OG0001633	Prbm.g_01939	Prbj.g_01121
OG0001634	Prbm.g_01831	Prbj.g_00746
OG0001635	Prbm.g_01830	Prbj.g_00749
OG0001636	Prbm.g_01829	Prbj.g_00750
OG0001683	Prbm.g_02118	Prbj.g_01278
OG0001695	Prbm.g_02136	Prbj.g_01257
OG0001696	Prbm.g_01684, Prbm.g_00039	Prbj.g_02691
OG0001696	Prbm.g_01650	Prbj.g_00123
OG0001709	Prbm.g_01422	Prbj.g_01633, Prbj.g_01132
OG0001713	Prbm.g_02139	Prbj.g_01254
OG0001714	Prbm.g_01748	Prbj.g_00662
OG0001715	Prbm.g_02100	Prbj.g_01818
OG0001716	Prbm.g_01517	Prbj.g_00005
OG0001717	Prbm.g_01078	Prbj.g_00033
OG0001718	Prbm.g_00115	Prbj.g_00040
OG0001719	Prbm.g_00401	Prbj.g_00340
OG0001730	Prbm.g_02138	Prbj.g_01255
OG0001737	Prbm.g_00050	Prbj.g_01216
OG0001738	Prbm.g_00169	Prbj.g_00628
OG0001739	Prbm.g_00168	Prbj.g_00626
OG0001740	Prbm.g_00167	Prbj.g_00625
OG0001741	Prbm.g_00157	Prbj.g_00612
OG0001742	Prbm.g_01824	Prbj.g_02612
OG0001743	Prbm.g_00299	Prbj.g_02613
OG0001744	Prbm.g_01884	Prbj.g_00452
OG0001745	Prbm.g_00598	Prbj.g_01881
OG0001746	Prbm.g_01623	Prbj.g_01743
OG0001747	Prbm.g_01535	Prbj.g_00828
OG0001748	Prbm.g_00729	Prbj.g_00939
OG0001749	Prbm.g_00718	Prbj.g_00908
OG0001750	Prbm.g_01047	Prbj.g_02200
OG0001751	Prbm.g_01040	Prbj.g_02206
OG0001752	Prbm.g_01036	Prbj.g_02212
OG0001753	Prbm.g_00984	Prbj.g_02272
OG0001754	Prbm.g_01050	Prbj.g_02325
OG0001755	Prbm.g_00942	Prbj.g_02372
OG0001756	Prbm.g_00819	Prbj.g_02417
OG0001757	Prbm.g_00098	Prbj.g_02496
OG0001758	Prbm.g_01643	Prbj.g_02499
OG0001759	Prbm.g_00872	Prbj.g_02513
OG0001760	Prbm.g_00920	Prbj.g_02522
OG0001761	Prbm.g_00705	Prbj.g_02526
OG0001762	Prbm.g_00695	Prbj.g_00817
OG0001763	Prbm.g_00180	Prbj.g_00122
OG0001764	Prbm.g_00424	Prbj.g_00065
OG0001765	Prbm.g_00387	Prbj.g_00353
OG0001766	Prbm.g_00386	Prbj.g_00354
OG0001767	Prbm.g_00385	Prbj.g_00356
OG0001768	Prbm.g_00384	Prbj.g_00357
OG0001769	Prbm.g_00383	Prbj.g_00358
OG0001770	Prbm.g_02049	Prbj.g_00398
OG0001771	Prbm.g_02032	Prbj.g_00982
OG0001772	Prbm.g_00190	Prbj.g_01533
OG0001773	Prbm.g_00738	Prbj.g_01546
OG0001774	Prbm.g_00239	Prbj.g_00507
OG0001775	Prbm.g_00245	Prbj.g_01142
OG0001776	Prbm.g_00892	Prbj.g_00247
OG0001777	Prbm.g_02182	Prbj.g_01971
OG0001778	Prbm.g_02186	Prbj.g_01981
OG0001779	Prbm.g_02187	Prbj.g_01982
OG0001780	Prbm.g_00890	Prbj.g_01983
OG0001781	Prbm.g_02193	Prbj.g_02007
OG0001782	Prbm.g_02206	Prbj.g_02041
OG0001792	Prbm.g_02117	Prbj.g_01279, Prbj.g_01247
OG0001793	Prbm.g_02119	Prbj.g_01277
OG0001799	Prbm.g_00902	Prbj.g_00029
OG0001800	Prbm.g_00046	Prbj.g_00676
OG0001801	Prbm.g_01269	Prbj.g_00677
OG0001802	Prbm.g_01589	Prbj.g_00942
OG0001803	Prbm.g_01030	Prbj.g_02220
OG0001830	Prbm.g_02137	Prbj.g_01251
OG0001831	Prbm.g_01554	Prbj.g_00967
OG0001832	Prbm.g_01541	Prbj.g_00839
OG0001851	Prbm.g_01282	Prbj.g_01187
OG0001852	Prbm.g_01266	Prbj.g_02168
OG0001915	Prbm.g_00701	Prbj.g_00823
OG0001916	Prbm.g_01219	Prbj.g_01185
OG0001917	Prbm.g_01220	Prbj.g_01186
OG0001918	Prbm.g_01212	Prbj.g_00254
OG0001919	Prbm.g_01211, Prbm.g_01206	Prbj.g_00191
OG0001955	Prbm.g_01306	Prbj.g_00753
OG0001996	Prbm.g_02113, Prbm.g_02132	Prbj.g_01261
OG0002005	Prbm.g_02203	Prbj.g_02036
OG0002006	Prbm.g_02205	Prbj.g_02039
OG0002036	Prbm.g_00292	Prbj.g_00178
OG0002038	Prbm.g_00503	Prbj.g_01637
OG0002041	Prbm.g_00338	Prbj.g_01407
OG0002043	Prbm.g_00200	Prbj.g_00551
OG0002072	Prbm.g_00592	Prbj.g_01873
OG0002074	Prbm.g_01049	Prbj.g_02197
OG0002075	Prbm.g_01705	Prbj.g_01051
OG0002145	Prbm.g_02112	Prbj.g_01262
OG0002147	Prbm.g_01192	Prbj.g_00707
OG0002149	Prbm.g_01690	Prbj.g_02389
OG0002151	Prbm.g_00084, Prbm.g_00085, Prbm.g_00083	Prbj.g_00223
OG0002152	Prbm.g_01636	Prbj.g_02607
OG0002154	Prbm.g_02204	Prbj.g_02038
OG0002203	Prbm.g_01183	Prbj.g_02452
OG0002214	Prbm.g_02120	Prbj.g_01274
OG0002309	Prbm.g_02224	Prbj.g_02061
OG0002318	Prbm.g_00116	Prbj.g_01260
OG0002383	Prbm.g_02121	Prbj.g_01275
OG0002407	Prbm.g_01305	Prbj.g_02705
OG0002414	Prbm.g_01214	Prbj.g_00255
