Orthogroup	Prbm	Prar
OG0001100	Prbm.g_02002	Prar.g_01057
OG0001101	Prbm.g_02003	Prar.g_01056
OG0001102	Prbm.g_02004	Prar.g_01055
OG0001103	Prbm.g_02005	Prar.g_01054
OG0001104	Prbm.g_02006	Prar.g_01053
OG0001105	Prbm.g_02007	Prar.g_01052
OG0001106	Prbm.g_02008	Prar.g_01051
OG0001107	Prbm.g_02009	Prar.g_01050
OG0001108	Prbm.g_02010	Prar.g_01049
OG0001109	Prbm.g_02011	Prar.g_01048
OG0001110	Prbm.g_02012	Prar.g_01047
OG0001111	Prbm.g_02013	Prar.g_01046
OG0001112	Prbm.g_02014	Prar.g_01045
OG0001113	Prbm.g_02015	Prar.g_01044
OG0001114	Prbm.g_02016	Prar.g_01043
OG0001115	Prbm.g_02017	Prar.g_01042
OG0001116	Prbm.g_02018	Prar.g_01041
OG0001117	Prbm.g_02019	Prar.g_01040
OG0001118	Prbm.g_02020	Prar.g_01039
OG0001119	Prbm.g_02021	Prar.g_01038
OG0001120	Prbm.g_02022	Prar.g_01037
OG0001121	Prbm.g_02024	Prar.g_01035
OG0001122	Prbm.g_02025	Prar.g_01034
OG0001123	Prbm.g_02026	Prar.g_01033
OG0001124	Prbm.g_02028	Prar.g_01031
OG0001125	Prbm.g_02030	Prar.g_01029
OG0001126	Prbm.g_02031	Prar.g_01028
OG0001127	Prbm.g_02034	Prar.g_01026
OG0001128	Prbm.g_02035	Prar.g_01025
OG0001129	Prbm.g_02036	Prar.g_01024
OG0001130	Prbm.g_02039	Prar.g_01022
OG0001131	Prbm.g_02040	Prar.g_01021
OG0001132	Prbm.g_02041	Prar.g_01020
OG0001133	Prbm.g_02042	Prar.g_01019
OG0001134	Prbm.g_02043	Prar.g_01018
OG0001135	Prbm.g_02044	Prar.g_01017
OG0001136	Prbm.g_02045	Prar.g_01016
OG0001137	Prbm.g_02046	Prar.g_01015
OG0001138	Prbm.g_02048	Prar.g_01014
OG0001139	Prbm.g_02050	Prar.g_01013
OG0001140	Prbm.g_02051	Prar.g_01012
OG0001141	Prbm.g_02052	Prar.g_01011
OG0001142	Prbm.g_02057	Prar.g_00617
OG0001143	Prbm.g_02058	Prar.g_00618
OG0001144	Prbm.g_02059	Prar.g_00619
OG0001145	Prbm.g_02060	Prar.g_00620
OG0001146	Prbm.g_02061	Prar.g_00621
OG0001147	Prbm.g_02062	Prar.g_00622
OG0001148	Prbm.g_02063	Prar.g_00623
OG0001149	Prbm.g_02064	Prar.g_00625
OG0001150	Prbm.g_02065	Prar.g_00626
OG0001151	Prbm.g_02068	Prar.g_00628
OG0001152	Prbm.g_02069	Prar.g_00629
OG0001153	Prbm.g_02070	Prar.g_00630
OG0001154	Prbm.g_02072	Prar.g_00632
OG0001155	Prbm.g_02074	Prar.g_00634
OG0001156	Prbm.g_02076	Prar.g_00636
OG0001157	Prbm.g_02078	Prar.g_00637
OG0001158	Prbm.g_02080	Prar.g_00639
OG0001159	Prbm.g_02081	Prar.g_00640
OG0001160	Prbm.g_02082	Prar.g_00641
OG0001161	Prbm.g_02083	Prar.g_00642
OG0001162	Prbm.g_02084	Prar.g_00643
OG0001163	Prbm.g_02085	Prar.g_00644
OG0001164	Prbm.g_02086	Prar.g_00645
OG0001165	Prbm.g_02087	Prar.g_00646
OG0001166	Prbm.g_02088	Prar.g_00647
OG0001167	Prbm.g_02089	Prar.g_00648
OG0001168	Prbm.g_02090	Prar.g_00649
OG0001169	Prbm.g_02091	Prar.g_00650
OG0001170	Prbm.g_02092	Prar.g_00651
OG0001171	Prbm.g_02093	Prar.g_00652
OG0001172	Prbm.g_02095	Prar.g_00654
OG0001173	Prbm.g_02097	Prar.g_00656
OG0001174	Prbm.g_02098	Prar.g_00657
OG0001175	Prbm.g_02099	Prar.g_00658
OG0001176	Prbm.g_02101	Prar.g_00659
OG0001177	Prbm.g_02103	Prar.g_00661
OG0001178	Prbm.g_02106	Prar.g_00663
OG0001179	Prbm.g_02107	Prar.g_00664
OG0001180	Prbm.g_02108	Prar.g_00665
OG0001181	Prbm.g_02109	Prar.g_00666
OG0001182	Prbm.g_02110	Prar.g_00667
OG0001183	Prbm.g_02111	Prar.g_00668
OG0001184	Prbm.g_02140	Prar.g_00670
OG0001185	Prbm.g_02144	Prar.g_00673
OG0001186	Prbm.g_02145	Prar.g_00674
OG0001187	Prbm.g_02146	Prar.g_00675
OG0001188	Prbm.g_02147	Prar.g_00676
OG0001189	Prbm.g_02148	Prar.g_00677
OG0001190	Prbm.g_02149	Prar.g_00678
OG0001191	Prbm.g_02150	Prar.g_00679
OG0001192	Prbm.g_02151	Prar.g_00680
OG0001193	Prbm.g_02152	Prar.g_00681
OG0001194	Prbm.g_02153	Prar.g_00682
OG0001195	Prbm.g_02154	Prar.g_00683
OG0001196	Prbm.g_02155	Prar.g_00684
OG0001197	Prbm.g_02156	Prar.g_00685
OG0001198	Prbm.g_02157	Prar.g_00686
OG0001199	Prbm.g_02158	Prar.g_00687
OG0001200	Prbm.g_02159	Prar.g_00688
OG0001201	Prbm.g_02160	Prar.g_00689
OG0001202	Prbm.g_02161	Prar.g_00690
OG0001203	Prbm.g_02163	Prar.g_00692
OG0001204	Prbm.g_02165	Prar.g_00694
OG0001205	Prbm.g_02167	Prar.g_00695
OG0001206	Prbm.g_02168	Prar.g_00696
OG0001207	Prbm.g_02169	Prar.g_00697
OG0001208	Prbm.g_02170	Prar.g_00698
OG0001209	Prbm.g_02171	Prar.g_00699
OG0001210	Prbm.g_02172	Prar.g_00700
OG0001211	Prbm.g_02173	Prar.g_00701
OG0001212	Prbm.g_02174	Prar.g_00702
OG0001213	Prbm.g_02175	Prar.g_00703
OG0001214	Prbm.g_02177	Prar.g_00705
OG0001215	Prbm.g_02178	Prar.g_00706
OG0001216	Prbm.g_02179	Prar.g_00707
OG0001217	Prbm.g_02180	Prar.g_00708
OG0001218	Prbm.g_02181	Prar.g_00709
OG0001219	Prbm.g_02184	Prar.g_00074
OG0001220	Prbm.g_02185	Prar.g_00073
OG0001221	Prbm.g_02190	Prar.g_00070
OG0001222	Prbm.g_02191	Prar.g_00069
OG0001223	Prbm.g_02192	Prar.g_00068
OG0001224	Prbm.g_02194	Prar.g_00067
OG0001225	Prbm.g_02195	Prar.g_00066
OG0001226	Prbm.g_02196	Prar.g_00065
OG0001227	Prbm.g_02197	Prar.g_00064
OG0001228	Prbm.g_02198	Prar.g_00063
OG0001229	Prbm.g_02199	Prar.g_00062
OG0001230	Prbm.g_02200	Prar.g_00061
OG0001231	Prbm.g_02201	Prar.g_00060
OG0001232	Prbm.g_02208	Prar.g_00059
OG0001233	Prbm.g_02209	Prar.g_00058
OG0001234	Prbm.g_02210	Prar.g_00057
OG0001235	Prbm.g_02211	Prar.g_00056
OG0001236	Prbm.g_02213	Prar.g_00054
OG0001237	Prbm.g_02214	Prar.g_00053
OG0001238	Prbm.g_02217	Prar.g_00051
OG0001239	Prbm.g_02218	Prar.g_00050
OG0001240	Prbm.g_02219	Prar.g_00049
OG0001241	Prbm.g_02222	Prar.g_00047
OG0001242	Prbm.g_02225	Prar.g_00046
OG0001243	Prbm.g_02226	Prar.g_00045
OG0001244	Prbm.g_02227	Prar.g_00044
OG0001245	Prbm.g_02228	Prar.g_00043
OG0001246	Prbm.g_02229	Prar.g_00042
OG0001247	Prbm.g_02230	Prar.g_00041
OG0001248	Prbm.g_02231	Prar.g_00040
OG0001249	Prbm.g_02232	Prar.g_00039
OG0001250	Prbm.g_02233	Prar.g_00038
OG0001251	Prbm.g_00149	Prar.g_00236
OG0001252	Prbm.g_00197	Prar.g_00190
OG0001253	Prbm.g_00209	Prar.g_00177
OG0001254	Prbm.g_00337	Prar.g_00306
OG0001255	Prbm.g_00399	Prar.g_00393
OG0001256	Prbm.g_01202	Prar.g_00978
OG0001257	Prbm.g_00508	Prar.g_00532
OG0001258	Prbm.g_00523	Prar.g_01329
OG0001259	Prbm.g_00619	Prar.g_01419
OG0001260	Prbm.g_01023, Prbm.g_01479	Prar.g_01637
OG0001261	Prbm.g_00849	Prar.g_01718
OG0001263	Prbm.g_01173, Prbm.g_00906	Prar.g_01755
OG0001264	Prbm.g_00928	Prar.g_01775
OG0001265	Prbm.g_01037	Prar.g_01880
OG0001266	Prbm.g_01945	Prar.g_01928
OG0001267	Prbm.g_01566	Prar.g_01279
OG0001268	Prbm.g_01552	Prar.g_01266
OG0001269	Prbm.g_01631, Prbm.g_01594	Prar.g_00928
OG0001270	Prbm.g_01751	Prar.g_00807
OG0001271	Prbm.g_01763	Prar.g_00796
OG0001272	Prbm.g_00893	Prar.g_00755
OG0001273	Prbm.g_00552	Prar.g_00754
OG0001274	Prbm.g_01801	Prar.g_00749
OG0001275	Prbm.g_01080	Prar.g_00734
OG0001276	Prbm.g_01804	Prar.g_00722, Prar.g_01158
OG0001277	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923	Prar.g_00715
OG0001278	Prbm.g_01833	Prar.g_01151
OG0001279	Prbm.g_01837	Prar.g_01147
OG0001280	Prbm.g_01840	Prar.g_01144
OG0001281	Prbm.g_01952	Prar.g_01111
OG0001282	Prbm.g_01345	Prar.g_01086
OG0001283	Prbm.g_02075	Prar.g_00635
OG0001284	Prbm.g_02105	Prar.g_00662
OG0001285	Prbm.g_02164	Prar.g_00693
OG0001286	Prbm.g_02221	Prar.g_00048
OG0001287	Prbm.g_01156	Prar.g_01007, Prar.g_01155, Prar.g_01561
OG0001288	Prbm.g_00447	Prar.g_00485
OG0001290	Prbm.g_00030	Prar.g_00008
OG0001291	Prbm.g_00128	Prar.g_00547
OG0001292	Prbm.g_00131	Prar.g_00254
OG0001293	Prbm.g_00133	Prar.g_00252
OG0001294	Prbm.g_00150	Prar.g_00235
OG0001295	Prbm.g_00178	Prar.g_00209
OG0001296	Prbm.g_00185	Prar.g_00203
OG0001297	Prbm.g_00259	Prar.g_00128
OG0001298	Prbm.g_00304	Prar.g_00084
OG0001300	Prbm.g_01071	Prar.g_00434
OG0001301	Prbm.g_00668	Prar.g_01467
OG0001304	Prbm.g_01055	Prar.g_01895
OG0001305	Prbm.g_01060	Prar.g_01900
OG0001306	Prbm.g_02207	Prar.g_01937
OG0001307	Prbm.g_00937	Prar.g_01946
OG0001308	Prbm.g_01065	Prar.g_01315
OG0001309	Prbm.g_02166	Prar.g_01314
OG0001310	Prbm.g_01314	Prar.g_01304
OG0001311	Prbm.g_01515	Prar.g_01235
OG0001312	Prbm.g_01632	Prar.g_00927
OG0001313	Prbm.g_00789	Prar.g_00751
OG0001314	Prbm.g_01862	Prar.g_01120
OG0001315	Prbm.g_01897	Prar.g_00613
OG0001316	Prbm.g_02071	Prar.g_00631
OG0001318	Prbm.g_00201	Prar.g_00187
OG0001319	Prbm.g_00298	Prar.g_00089
OG0001320	Prbm.g_01574	Prar.g_00516
OG0001322	Prbm.g_00778	Prar.g_01664
OG0001323	Prbm.g_00918	Prar.g_01920
OG0001324	Prbm.g_01311	Prar.g_01954
OG0001325	Prbm.g_01388	Prar.g_01311
OG0001326	Prbm.g_01181	Prar.g_00979
OG0001327	Prbm.g_01604	Prar.g_00977
OG0001329	Prbm.g_02215	Prar.g_00891
OG0001330	Prbm.g_01797	Prar.g_00758
OG0001331	Prbm.g_01838	Prar.g_01146
OG0001332	Prbm.g_01886	Prar.g_00602
OG0001334	Prbm.g_02096	Prar.g_00655
OG0001335	Prbm.g_02162	Prar.g_00691
OG0001336	Prbm.g_00188	Prar.g_00200
OG0001338	Prbm.g_01098	Prar.g_00183
OG0001344	Prbm.g_01584, Prbm.g_01649	Prar.g_00439
OG0001348	Prbm.g_00538	Prar.g_01335
OG0001349	Prbm.g_00543	Prar.g_01340
OG0001352	Prbm.g_00717	Prar.g_01512
OG0001356	Prbm.g_00909	Prar.g_01757
OG0001359	Prbm.g_01915	Prar.g_01292
OG0001360	Prbm.g_01916	Prar.g_01291
OG0001364	Prbm.g_01783	Prar.g_00777
OG0001365	Prbm.g_00952	Prar.g_01116
OG0001367	Prbm.g_00080	Prar.g_01097
OG0001369	Prbm.g_01038	Prar.g_01881
OG0001371	Prbm.g_00124	Prar.g_00551
OG0001372	Prbm.g_00125	Prar.g_00550
OG0001373	Prbm.g_00132	Prar.g_00253
OG0001374	Prbm.g_00144	Prar.g_00241
OG0001376	Prbm.g_00294	Prar.g_00093
OG0001377	Prbm.g_00316	Prar.g_00331
OG0001379	Prbm.g_01749	Prar.g_00422
OG0001381	Prbm.g_00481	Prar.g_00502
OG0001382	Prbm.g_00489	Prar.g_00509
OG0001383	Prbm.g_00545	Prar.g_01342
OG0001385	Prbm.g_00698	Prar.g_01496
OG0001386	Prbm.g_00708	Prar.g_01504
OG0001387	Prbm.g_00710	Prar.g_01506
OG0001388	Prbm.g_00723	Prar.g_01516
OG0001389	Prbm.g_00747	Prar.g_01604
OG0001390	Prbm.g_00091	Prar.g_01636
OG0001391	Prbm.g_00954	Prar.g_01669
OG0001392	Prbm.g_00908	Prar.g_01756
OG0001393	Prbm.g_00910	Prar.g_01758
OG0001394	Prbm.g_00934	Prar.g_01781
OG0001395	Prbm.g_00938	Prar.g_01784
OG0001396	Prbm.g_01273	Prar.g_01864
OG0001397	Prbm.g_01046	Prar.g_01889
OG0001398	Prbm.g_00884	Prar.g_01908
OG0001399	Prbm.g_00907	Prar.g_01918
OG0001400	Prbm.g_00900	Prar.g_01926
OG0001401	Prbm.g_01135	Prar.g_01934
OG0001402	Prbm.g_01564	Prar.g_01277
OG0001403	Prbm.g_01612	Prar.g_00954
OG0001404	Prbm.g_01112	Prar.g_00920
OG0001405	Prbm.g_01661	Prar.g_00910
OG0001406	Prbm.g_01750	Prar.g_00808
OG0001407	Prbm.g_01754	Prar.g_00805
OG0001408	Prbm.g_01798	Prar.g_00757
OG0001409	Prbm.g_01137	Prar.g_00744
OG0001410	Prbm.g_01122	Prar.g_00732
OG0001412	Prbm.g_00966	Prar.g_01814
OG0001413	Prbm.g_00478	Prar.g_01172
OG0001414	Prbm.g_02056	Prar.g_00556
OG0001415	Prbm.g_00381	Prar.g_00261
OG0001416	Prbm.g_00555	Prar.g_01351
OG0001417	Prbm.g_00709	Prar.g_01505
OG0001418	Prbm.g_01155	Prar.g_01647
OG0001419	Prbm.g_00958	Prar.g_01673
OG0001420	Prbm.g_01937	Prar.g_01760
OG0001421	Prbm.g_00915	Prar.g_01765
OG0001422	Prbm.g_00770	Prar.g_01923
OG0001423	Prbm.g_01196	Prar.g_01290
OG0001424	Prbm.g_01918	Prar.g_01201
OG0001426	Prbm.g_02216	Prar.g_00052
OG0001427	Prbm.g_01819	Prar.g_00433
OG0001431	Prbm.g_00899	Prar.g_01924
OG0001432	Prbm.g_00781	Prar.g_01927
OG0001433	Prbm.g_01162	Prar.g_01000
OG0001434	Prbm.g_01310	Prar.g_00934
OG0001435	Prbm.g_01109	Prar.g_00746
OG0001436	Prbm.g_01433, Prbm.g_01145	Prar.g_01181
OG0001440	Prbm.g_01041	Prar.g_01883
OG0001441	Prbm.g_01286	Prar.g_01319
OG0001442	Prbm.g_01805	Prar.g_01302
OG0001443	Prbm.g_01567	Prar.g_01280
OG0001444	Prbm.g_01528	Prar.g_01244
OG0001445	Prbm.g_01655	Prar.g_00987
OG0001446	Prbm.g_01656	Prar.g_00985
OG0001447	Prbm.g_01657	Prar.g_00984
OG0001456	Prbm.g_00396	Prar.g_01418
OG0001458	Prbm.g_01339	Prar.g_01635
OG0001459	Prbm.g_00117	Prar.g_01662
OG0001461	Prbm.g_00804	Prar.g_01806
OG0001464	Prbm.g_01481, Prbm.g_01018	Prar.g_01922
OG0001465	Prbm.g_00898	Prar.g_00982
OG0001467	Prbm.g_01707	Prar.g_00342
OG0001469	Prbm.g_01551	Prar.g_01265
OG0001472	Prbm.g_00879	Prar.g_01746
OG0001473	Prbm.g_00953	Prar.g_01754
OG0001474	Prbm.g_01925	Prar.g_01551
OG0001475	Prbm.g_00895	Prar.g_01913
OG0001476	Prbm.g_00896	Prar.g_01914
OG0001477	Prbm.g_00897	Prar.g_01915
OG0001478	Prbm.g_01686	Prar.g_01921
OG0001479	Prbm.g_01526	Prar.g_01949
OG0001480	Prbm.g_00443	Prar.g_01325
OG0001482	Prbm.g_00486	Prar.g_00711, Prar.g_01582
OG0001488	Prbm.g_00231	Prar.g_00155
OG0001491	Prbm.g_01100	Prar.g_01659
OG0001492	Prbm.g_00847	Prar.g_01716
OG0001493	Prbm.g_01926	Prar.g_01550
OG0001494	Prbm.g_01927	Prar.g_01549
OG0001495	Prbm.g_01928	Prar.g_01548
OG0001496	Prbm.g_01929	Prar.g_01547
OG0001497	Prbm.g_01930	Prar.g_01546
OG0001498	Prbm.g_01931	Prar.g_01545
OG0001499	Prbm.g_01932	Prar.g_01544
OG0001500	Prbm.g_01933	Prar.g_01543
OG0001501	Prbm.g_01934	Prar.g_01542
OG0001502	Prbm.g_01935	Prar.g_01541
OG0001503	Prbm.g_01936	Prar.g_01540
OG0001505	Prbm.g_01347	Prar.g_01196
OG0001507	Prbm.g_01568	Prar.g_01281
OG0001509	Prbm.g_00079	Prar.g_01096
OG0001510	Prbm.g_02055	Prar.g_00616
OG0001511	Prbm.g_01307, Prbm.g_01244	Prar.g_01193
OG0001515	Prbm.g_01811	Prar.g_01641
OG0001516	Prbm.g_01008	Prar.g_01854
OG0001517	Prbm.g_00104	Prar.g_01931, Prar.g_01932
OG0001519	Prbm.g_01285	Prar.g_00449
OG0001520	Prbm.g_01432, Prbm.g_01146	Prar.g_01180
OG0001523	Prbm.g_00113	Prar.g_00557
OG0001524	Prbm.g_01316	Prar.g_00437
OG0001526	Prbm.g_00913	Prar.g_01763
OG0001527	Prbm.g_01380	Prar.g_01321
OG0001528	Prbm.g_01815	Prar.g_01001
OG0001529	Prbm.g_01370, Prbm.g_01458	Prar.g_00998
OG0001533	Prbm.g_01317	Prar.g_01552
OG0001534	Prbm.g_01242	Prar.g_00740
OG0001536	Prbm.g_01092	Prar.g_01323
OG0001538	Prbm.g_01628	Prar.g_00980
OG0001539	Prbm.g_01327	Prar.g_00968
OG0001543	Prbm.g_01028, Prbm.g_01323	Prar.g_00733
OG0001544	Prbm.g_01184	Prar.g_01188
OG0001545	Prbm.g_00925	Prar.g_01772
OG0001549	Prbm.g_00186	Prar.g_00202
OG0001550	Prbm.g_00363	Prar.g_00280
OG0001552	Prbm.g_01189	Prar.g_00429
OG0001553	Prbm.g_01332	Prar.g_00451
OG0001554	Prbm.g_01074	Prar.g_00452
OG0001555	Prbm.g_01083	Prar.g_00505
OG0001556	Prbm.g_01583	Prar.g_00519
OG0001557	Prbm.g_00711	Prar.g_01507
OG0001559	Prbm.g_01166	Prar.g_01642
OG0001560	Prbm.g_01024	Prar.g_01655
OG0001561	Prbm.g_01255	Prar.g_01748
OG0001562	Prbm.g_00775	Prar.g_01870
OG0001563	Prbm.g_00112	Prar.g_01929
OG0001564	Prbm.g_01068	Prar.g_01930
OG0001565	Prbm.g_00782	Prar.g_01933
OG0001566	Prbm.g_01082	Prar.g_01936
OG0001567	Prbm.g_01346	Prar.g_01942
OG0001568	Prbm.g_00105	Prar.g_01326
OG0001569	Prbm.g_01154	Prar.g_01322
OG0001570	Prbm.g_01159	Prar.g_01316
OG0001571	Prbm.g_01188	Prar.g_01308
OG0001572	Prbm.g_01324	Prar.g_01300
OG0001573	Prbm.g_01097	Prar.g_01297
OG0001575	Prbm.g_01252	Prar.g_00990
OG0001576	Prbm.g_01180	Prar.g_00975
OG0001577	Prbm.g_01946	Prar.g_00914
OG0001578	Prbm.g_01659	Prar.g_00912
OG0001582	Prbm.g_01027	Prar.g_00764
OG0001583	Prbm.g_00790	Prar.g_00763
OG0001584	Prbm.g_01585	Prar.g_00762
OG0001585	Prbm.g_01802	Prar.g_00752
OG0001586	Prbm.g_01645	Prar.g_00671
OG0001591	Prbm.g_01136	Prar.g_00423
OG0001593	Prbm.g_01208	Prar.g_00508
OG0001595	Prbm.g_01350	Prar.g_01536
OG0001599	Prbm.g_01922	Prar.g_01287
OG0001600	Prbm.g_01592	Prar.g_01286
OG0001601	Prbm.g_01591	Prar.g_01285
OG0001602	Prbm.g_01590	Prar.g_01284
OG0001603	Prbm.g_01157	Prar.g_00714
OG0001606	Prbm.g_00405	Prar.g_00400
OG0001609	Prbm.g_01818	Prar.g_00428
OG0001615	Prbm.g_01438	Prar.g_00996
OG0001625	Prbm.g_00786	Prar.g_01865
OG0001626	Prbm.g_01439	Prar.g_00995
OG0001629	Prbm.g_00089, Prbm.g_00077, Prbm.g_00066	Prar.g_01072, Prar.g_00614, Prar.g_00931
OG0001695	Prbm.g_02136	Prar.g_00887
OG0001713	Prbm.g_02139	Prar.g_00890
OG0001730	Prbm.g_02138	Prar.g_00889
OG0001797	Prbm.g_01194	Prar.g_00559
OG0001807	Prbm.g_00467	Prar.g_00454
OG0001819	Prbm.g_01652	Prar.g_00467
OG0001823	Prbm.g_02130	Prar.g_00854
OG0001829	Prbm.g_01249	Prar.g_00721
OG0001830	Prbm.g_02137	Prar.g_00888
OG0001871	Prbm.g_01378	Prar.g_01178
OG0001874	Prbm.g_01113	Prar.g_01177
OG0001877	Prbm.g_01472	Prar.g_00456
OG0001912	Prbm.g_00037	Prar.g_00470
OG0001959	Prbm.g_02129	Prar.g_00853
OG0001965	Prbm.g_01128	Prar.g_00560
OG0002031	Prbm.g_01807	Prar.g_01578
OG0002051	Prbm.g_01468	Prar.g_01973
OG0002056	Prbm.g_01205	Prar.g_00961
OG0002261	Prbm.g_01302	Prar.g_01186
OG0002358	Prbm.g_02133	Prar.g_00380
OG0002532	Prbm.g_00044	Prar.g_00358
OG0002541	Prbm.g_00062	Prar.g_00558
