Orthogroup	Prbm	Praa
OG0001105	Prbm.g_02007	Praa.g_01750
OG0001106	Prbm.g_02008	Praa.g_01751
OG0001107	Prbm.g_02009	Praa.g_01752
OG0001108	Prbm.g_02010	Praa.g_01753
OG0001109	Prbm.g_02011	Praa.g_01754
OG0001110	Prbm.g_02012	Praa.g_01755
OG0001111	Prbm.g_02013	Praa.g_01756
OG0001112	Prbm.g_02014	Praa.g_01757
OG0001113	Prbm.g_02015	Praa.g_01758
OG0001114	Prbm.g_02016	Praa.g_01759
OG0001115	Prbm.g_02017	Praa.g_01760
OG0001116	Prbm.g_02018	Praa.g_01761
OG0001117	Prbm.g_02019	Praa.g_01762
OG0001118	Prbm.g_02020	Praa.g_01763
OG0001119	Prbm.g_02021	Praa.g_01764
OG0001120	Prbm.g_02022	Praa.g_01765
OG0001121	Prbm.g_02024	Praa.g_01767
OG0001122	Prbm.g_02025	Praa.g_01768
OG0001123	Prbm.g_02026	Praa.g_01769
OG0001124	Prbm.g_02028	Praa.g_01771
OG0001125	Prbm.g_02030	Praa.g_01773
OG0001126	Prbm.g_02031	Praa.g_01774
OG0001127	Prbm.g_02034	Praa.g_01776
OG0001128	Prbm.g_02035	Praa.g_01777
OG0001129	Prbm.g_02036	Praa.g_01778
OG0001130	Prbm.g_02039	Praa.g_01781
OG0001131	Prbm.g_02040	Praa.g_01782
OG0001132	Prbm.g_02041	Praa.g_01783
OG0001133	Prbm.g_02042	Praa.g_01784
OG0001134	Prbm.g_02043	Praa.g_01785
OG0001135	Prbm.g_02044	Praa.g_01786
OG0001136	Prbm.g_02045	Praa.g_01787
OG0001137	Prbm.g_02046	Praa.g_01788
OG0001138	Prbm.g_02048	Praa.g_01789
OG0001139	Prbm.g_02050	Praa.g_01790
OG0001140	Prbm.g_02051	Praa.g_01791
OG0001141	Prbm.g_02052	Praa.g_01792
OG0001142	Prbm.g_02057	Praa.g_01796
OG0001143	Prbm.g_02058	Praa.g_01797
OG0001144	Prbm.g_02059	Praa.g_01798
OG0001145	Prbm.g_02060	Praa.g_01799
OG0001146	Prbm.g_02061	Praa.g_01800
OG0001147	Prbm.g_02062	Praa.g_01801
OG0001148	Prbm.g_02063	Praa.g_01802
OG0001149	Prbm.g_02064	Praa.g_01804
OG0001150	Prbm.g_02065	Praa.g_01805
OG0001151	Prbm.g_02068	Praa.g_01807
OG0001152	Prbm.g_02069	Praa.g_01808
OG0001153	Prbm.g_02070	Praa.g_01809
OG0001154	Prbm.g_02072	Praa.g_01811
OG0001155	Prbm.g_02074	Praa.g_01813
OG0001156	Prbm.g_02076	Praa.g_01815
OG0001157	Prbm.g_02078	Praa.g_01816
OG0001158	Prbm.g_02080	Praa.g_01818
OG0001159	Prbm.g_02081	Praa.g_01819
OG0001160	Prbm.g_02082	Praa.g_01820
OG0001161	Prbm.g_02083	Praa.g_01821
OG0001162	Prbm.g_02084	Praa.g_01822
OG0001163	Prbm.g_02085	Praa.g_01823
OG0001164	Prbm.g_02086	Praa.g_01824
OG0001165	Prbm.g_02087	Praa.g_01825
OG0001166	Prbm.g_02088	Praa.g_01826
OG0001167	Prbm.g_02089	Praa.g_01827
OG0001168	Prbm.g_02090	Praa.g_01828
OG0001169	Prbm.g_02091	Praa.g_01829
OG0001170	Prbm.g_02092	Praa.g_01830
OG0001171	Prbm.g_02093	Praa.g_01831
OG0001172	Prbm.g_02095	Praa.g_01833
OG0001173	Prbm.g_02097	Praa.g_01835
OG0001174	Prbm.g_02098	Praa.g_01836
OG0001175	Prbm.g_02099	Praa.g_01837
OG0001176	Prbm.g_02101	Praa.g_01838
OG0001177	Prbm.g_02103	Praa.g_01840
OG0001178	Prbm.g_02106	Praa.g_01843
OG0001179	Prbm.g_02107	Praa.g_01844
OG0001180	Prbm.g_02108	Praa.g_01845
OG0001181	Prbm.g_02109	Praa.g_01846
OG0001182	Prbm.g_02110	Praa.g_01847
OG0001183	Prbm.g_02111	Praa.g_01848
OG0001184	Prbm.g_02140	Praa.g_01850
OG0001185	Prbm.g_02144	Praa.g_01853
OG0001186	Prbm.g_02145	Praa.g_01854
OG0001187	Prbm.g_02146	Praa.g_01856
OG0001188	Prbm.g_02147	Praa.g_01857
OG0001189	Prbm.g_02148	Praa.g_01858
OG0001190	Prbm.g_02149	Praa.g_01859
OG0001191	Prbm.g_02150	Praa.g_01860
OG0001192	Prbm.g_02151	Praa.g_01861
OG0001193	Prbm.g_02152	Praa.g_01862
OG0001194	Prbm.g_02153	Praa.g_01863
OG0001195	Prbm.g_02154	Praa.g_01864
OG0001196	Prbm.g_02155	Praa.g_01865
OG0001197	Prbm.g_02156	Praa.g_01866
OG0001198	Prbm.g_02157	Praa.g_01867
OG0001199	Prbm.g_02158	Praa.g_01868
OG0001200	Prbm.g_02159	Praa.g_01869
OG0001201	Prbm.g_02160	Praa.g_01870
OG0001202	Prbm.g_02161	Praa.g_01871
OG0001203	Prbm.g_02163	Praa.g_01873
OG0001204	Prbm.g_02165	Praa.g_01875
OG0001205	Prbm.g_02167	Praa.g_01876
OG0001206	Prbm.g_02168	Praa.g_01877
OG0001207	Prbm.g_02169	Praa.g_01878
OG0001208	Prbm.g_02170	Praa.g_01879
OG0001209	Prbm.g_02171	Praa.g_01880
OG0001210	Prbm.g_02172	Praa.g_01881
OG0001211	Prbm.g_02173	Praa.g_01882
OG0001212	Prbm.g_02174	Praa.g_01883
OG0001213	Prbm.g_02175	Praa.g_01884
OG0001214	Prbm.g_02177	Praa.g_01886
OG0001215	Prbm.g_02178	Praa.g_01887
OG0001216	Prbm.g_02179	Praa.g_01888
OG0001217	Prbm.g_02180	Praa.g_01889
OG0001218	Prbm.g_02181	Praa.g_01890
OG0001219	Prbm.g_02184	Praa.g_01892
OG0001220	Prbm.g_02185	Praa.g_01893
OG0001221	Prbm.g_02190	Praa.g_01896
OG0001222	Prbm.g_02191	Praa.g_01897
OG0001223	Prbm.g_02192	Praa.g_01898
OG0001224	Prbm.g_02194	Praa.g_01899
OG0001225	Prbm.g_02195	Praa.g_01900
OG0001226	Prbm.g_02196	Praa.g_01901
OG0001227	Prbm.g_02197	Praa.g_01902
OG0001228	Prbm.g_02198	Praa.g_01903
OG0001229	Prbm.g_02199	Praa.g_01904
OG0001230	Prbm.g_02200	Praa.g_01905
OG0001231	Prbm.g_02201	Praa.g_01906
OG0001232	Prbm.g_02208	Praa.g_01907
OG0001233	Prbm.g_02209	Praa.g_01908
OG0001234	Prbm.g_02210	Praa.g_01909
OG0001235	Prbm.g_02211	Praa.g_01910
OG0001236	Prbm.g_02213	Praa.g_01912
OG0001237	Prbm.g_02214	Praa.g_01913
OG0001238	Prbm.g_02217	Praa.g_01915
OG0001239	Prbm.g_02218	Praa.g_01916
OG0001240	Prbm.g_02219	Praa.g_01917
OG0001241	Prbm.g_02222	Praa.g_01919
OG0001242	Prbm.g_02225	Praa.g_01920
OG0001243	Prbm.g_02226	Praa.g_01921
OG0001244	Prbm.g_02227	Praa.g_01922
OG0001245	Prbm.g_02228	Praa.g_01923
OG0001246	Prbm.g_02229	Praa.g_01924
OG0001247	Prbm.g_02230	Praa.g_01925
OG0001248	Prbm.g_02231	Praa.g_01926
OG0001249	Prbm.g_02232	Praa.g_01927
OG0001250	Prbm.g_02233	Praa.g_01928
OG0001251	Prbm.g_00149	Praa.g_00092
OG0001252	Prbm.g_00197	Praa.g_00138
OG0001253	Prbm.g_00209	Praa.g_00150
OG0001254	Prbm.g_00337	Praa.g_00281
OG0001255	Prbm.g_00399	Praa.g_00333
OG0001256	Prbm.g_01202	Praa.g_00396
OG0001257	Prbm.g_00508	Praa.g_00482
OG0001258	Prbm.g_00523	Praa.g_00498
OG0001259	Prbm.g_00619	Praa.g_00590
OG0001260	Prbm.g_01023, Prbm.g_01479	Praa.g_00750
OG0001261	Prbm.g_00849	Praa.g_00839
OG0001263	Prbm.g_01173, Prbm.g_00906	Praa.g_00876
OG0001264	Prbm.g_00928	Praa.g_00906
OG0001265	Prbm.g_01037	Praa.g_01015
OG0001266	Prbm.g_01945	Praa.g_01064
OG0001267	Prbm.g_01566	Praa.g_01144
OG0001268	Prbm.g_01552	Praa.g_01157
OG0001269	Prbm.g_01631, Prbm.g_01594	Praa.g_01349
OG0001270	Prbm.g_01751	Praa.g_01516
OG0001271	Prbm.g_01763	Praa.g_01527
OG0001272	Prbm.g_00893	Praa.g_01570
OG0001273	Prbm.g_00552	Praa.g_01571
OG0001274	Prbm.g_01801	Praa.g_01576
OG0001275	Prbm.g_01080	Praa.g_01593
OG0001276	Prbm.g_01804	Praa.g_01605
OG0001277	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923	Praa.g_01618
OG0001278	Prbm.g_01833	Praa.g_01627
OG0001279	Prbm.g_01837	Praa.g_01631
OG0001280	Prbm.g_01840	Praa.g_01634
OG0001281	Prbm.g_01952	Praa.g_01702
OG0001282	Prbm.g_01345	Praa.g_01727
OG0001283	Prbm.g_02075	Praa.g_01814
OG0001284	Prbm.g_02105	Praa.g_01842
OG0001285	Prbm.g_02164	Praa.g_01874
OG0001286	Prbm.g_02221	Praa.g_01918
OG0001290	Prbm.g_00030	Praa.g_00030
OG0001291	Prbm.g_00128	Praa.g_00071
OG0001292	Prbm.g_00131	Praa.g_00074
OG0001293	Prbm.g_00133	Praa.g_00076
OG0001294	Prbm.g_00150	Praa.g_00093
OG0001295	Prbm.g_00178	Praa.g_00119
OG0001296	Prbm.g_00185	Praa.g_00125
OG0001297	Prbm.g_00259	Praa.g_00199
OG0001298	Prbm.g_00304	Praa.g_00243
OG0001299	Prbm.g_00311	Praa.g_00252
OG0001300	Prbm.g_01071	Praa.g_00372
OG0001301	Prbm.g_00668	Praa.g_00637
OG0001302	Prbm.g_01823	Praa.g_00754
OG0001303	Prbm.g_00785	Praa.g_00758
OG0001304	Prbm.g_01055	Praa.g_01030
OG0001305	Prbm.g_01060	Praa.g_01035
OG0001306	Prbm.g_02207	Praa.g_01072
OG0001307	Prbm.g_00937	Praa.g_01082
OG0001308	Prbm.g_01065	Praa.g_01107
OG0001309	Prbm.g_02166	Praa.g_01109
OG0001310	Prbm.g_01314	Praa.g_01120
OG0001311	Prbm.g_01515	Praa.g_01187
OG0001312	Prbm.g_01632	Praa.g_01350
OG0001313	Prbm.g_00789	Praa.g_01574
OG0001314	Prbm.g_01862	Praa.g_01658
OG0001315	Prbm.g_01897	Praa.g_01694
OG0001316	Prbm.g_02071	Praa.g_01810
OG0001318	Prbm.g_00201	Praa.g_00141
OG0001319	Prbm.g_00298	Praa.g_00238
OG0001320	Prbm.g_01574	Praa.g_00467
OG0001322	Prbm.g_00778	Praa.g_00783
OG0001323	Prbm.g_00918	Praa.g_01055
OG0001324	Prbm.g_01311	Praa.g_01090
OG0001325	Prbm.g_01388	Praa.g_01113
OG0001326	Prbm.g_01181	Praa.g_01287
OG0001327	Prbm.g_01604	Praa.g_01289
OG0001329	Prbm.g_02215	Praa.g_01386
OG0001330	Prbm.g_01797	Praa.g_01567
OG0001331	Prbm.g_01838	Praa.g_01632
OG0001332	Prbm.g_01886	Praa.g_01683
OG0001333	Prbm.g_02037	Praa.g_01779
OG0001334	Prbm.g_02096	Praa.g_01834
OG0001335	Prbm.g_02162	Praa.g_01872
OG0001338	Prbm.g_01098	Praa.g_00144
OG0001344	Prbm.g_01584, Prbm.g_01649	Praa.g_00377
OG0001348	Prbm.g_00538	Praa.g_00504
OG0001349	Prbm.g_00543	Praa.g_00509
OG0001350	Prbm.g_00548	Praa.g_00514
OG0001352	Prbm.g_00717	Praa.g_00682
OG0001356	Prbm.g_00909	Praa.g_00890
OG0001359	Prbm.g_01915	Praa.g_01131
OG0001360	Prbm.g_01916	Praa.g_01132
OG0001362	Prbm.g_01171	Praa.g_01257
OG0001364	Prbm.g_01783	Praa.g_01547
OG0001365	Prbm.g_00952	Praa.g_01698, Praa.g_01611
OG0001367	Prbm.g_00080	Praa.g_01716
OG0001371	Prbm.g_00124	Praa.g_00067
OG0001372	Prbm.g_00125	Praa.g_00068
OG0001373	Prbm.g_00132	Praa.g_00075
OG0001374	Prbm.g_00144	Praa.g_00087
OG0001376	Prbm.g_00294	Praa.g_00234
OG0001377	Prbm.g_00316	Praa.g_00256
OG0001379	Prbm.g_01749	Praa.g_00361
OG0001380	Prbm.g_01067	Praa.g_00397
OG0001381	Prbm.g_00481	Praa.g_00453
OG0001382	Prbm.g_00489	Praa.g_00460
OG0001383	Prbm.g_00545	Praa.g_00511
OG0001385	Prbm.g_00698	Praa.g_00666
OG0001386	Prbm.g_00708	Praa.g_00674
OG0001387	Prbm.g_00710	Praa.g_00676
OG0001388	Prbm.g_00723	Praa.g_00686
OG0001389	Prbm.g_00747	Praa.g_00716
OG0001390	Prbm.g_00091	Praa.g_00749
OG0001391	Prbm.g_00954	Praa.g_00788
OG0001392	Prbm.g_00908	Praa.g_00889
OG0001393	Prbm.g_00910	Praa.g_00891
OG0001394	Prbm.g_00934	Praa.g_00912
OG0001395	Prbm.g_00938	Praa.g_00915
OG0001396	Prbm.g_01273	Praa.g_00996
OG0001397	Prbm.g_01046	Praa.g_01024
OG0001398	Prbm.g_00884	Praa.g_01043
OG0001399	Prbm.g_00907	Praa.g_01053
OG0001400	Prbm.g_00900	Praa.g_01062
OG0001401	Prbm.g_01135	Praa.g_01069
OG0001402	Prbm.g_01564	Praa.g_01146
OG0001403	Prbm.g_01612	Praa.g_01319
OG0001404	Prbm.g_01112	Praa.g_01357
OG0001405	Prbm.g_01661	Praa.g_01367
OG0001406	Prbm.g_01750	Praa.g_01515
OG0001407	Prbm.g_01754	Praa.g_01518
OG0001408	Prbm.g_01798	Praa.g_01568
OG0001409	Prbm.g_01137	Praa.g_01581
OG0001410	Prbm.g_01122	Praa.g_01595
OG0001414	Prbm.g_02056	Praa.g_00062
OG0001415	Prbm.g_00381	Praa.g_00326
OG0001416	Prbm.g_00555	Praa.g_00521
OG0001417	Prbm.g_00709	Praa.g_00675
OG0001418	Prbm.g_01155	Praa.g_00761
OG0001419	Prbm.g_00958	Praa.g_00792
OG0001420	Prbm.g_01937	Praa.g_00893
OG0001421	Prbm.g_00915	Praa.g_00897
OG0001422	Prbm.g_00770	Praa.g_01058
OG0001423	Prbm.g_01196	Praa.g_01133
OG0001424	Prbm.g_01918	Praa.g_01223
OG0001426	Prbm.g_02216	Praa.g_01914
OG0001427	Prbm.g_01819	Praa.g_00371
OG0001429	Prbm.g_00998	Praa.g_00974
OG0001431	Prbm.g_00899	Praa.g_01060
OG0001432	Prbm.g_00781	Praa.g_01063
OG0001433	Prbm.g_01162	Praa.g_01260
OG0001434	Prbm.g_01310	Praa.g_01342
OG0001435	Prbm.g_01109	Praa.g_01580
OG0001440	Prbm.g_01041	Praa.g_01018
OG0001441	Prbm.g_01286	Praa.g_01100
OG0001442	Prbm.g_01805	Praa.g_01123
OG0001443	Prbm.g_01567	Praa.g_01143
OG0001444	Prbm.g_01528	Praa.g_01178
OG0001445	Prbm.g_01655	Praa.g_01246
OG0001446	Prbm.g_01656	Praa.g_01248
OG0001447	Prbm.g_01657	Praa.g_01249
OG0001448	Prbm.g_00761	Praa.g_01601
OG0001450	Prbm.g_01587	Praa.g_01625
OG0001455	Prbm.g_01108	Praa.g_00410
OG0001456	Prbm.g_00396	Praa.g_00589
OG0001458	Prbm.g_01339	Praa.g_00748
OG0001459	Prbm.g_00117	Praa.g_00781
OG0001461	Prbm.g_00804	Praa.g_00937
OG0001464	Prbm.g_01481, Prbm.g_01018	Praa.g_01057
OG0001465	Prbm.g_00898	Praa.g_01284
OG0001466	Prbm.g_01315	Praa.g_01296
OG0001467	Prbm.g_01707	Praa.g_01473
OG0001472	Prbm.g_00879	Praa.g_00866
OG0001473	Prbm.g_00953	Praa.g_00875
OG0001474	Prbm.g_01925	Praa.g_00877
OG0001475	Prbm.g_00895	Praa.g_01048
OG0001476	Prbm.g_00896	Praa.g_01049
OG0001477	Prbm.g_00897	Praa.g_01050
OG0001478	Prbm.g_01686	Praa.g_01056
OG0001479	Prbm.g_01526	Praa.g_01085
OG0001480	Prbm.g_00443	Praa.g_01094
OG0001482	Prbm.g_00486	Praa.g_01237
OG0001488	Prbm.g_00231	Praa.g_00172
OG0001491	Prbm.g_01100	Praa.g_00778
OG0001492	Prbm.g_00847	Praa.g_00837
OG0001493	Prbm.g_01926	Praa.g_00878
OG0001494	Prbm.g_01927	Praa.g_00879
OG0001495	Prbm.g_01928	Praa.g_00880
OG0001496	Prbm.g_01929	Praa.g_00881
OG0001497	Prbm.g_01930	Praa.g_00882
OG0001498	Prbm.g_01931	Praa.g_00883
OG0001499	Prbm.g_01932	Praa.g_00884
OG0001500	Prbm.g_01933	Praa.g_00885
OG0001501	Prbm.g_01934	Praa.g_00886
OG0001502	Prbm.g_01935	Praa.g_00887
OG0001503	Prbm.g_01936	Praa.g_00888
OG0001504	Prbm.g_00945	Praa.g_00922
OG0001505	Prbm.g_01347	Praa.g_00998
OG0001507	Prbm.g_01568	Praa.g_01142
OG0001508	Prbm.g_00086	Praa.g_01579
OG0001509	Prbm.g_00079	Praa.g_01717
OG0001510	Prbm.g_02055	Praa.g_01795
OG0001515	Prbm.g_01811	Praa.g_00752
OG0001516	Prbm.g_01008	Praa.g_00986
OG0001517	Prbm.g_00104	Praa.g_01067
OG0001518	Prbm.g_01367, Prbm.g_01362	Praa.g_01622
OG0001523	Prbm.g_00113	Praa.g_00061
OG0001524	Prbm.g_01316	Praa.g_00375
OG0001526	Prbm.g_00913	Praa.g_00895
OG0001527	Prbm.g_01380	Praa.g_01098
OG0001528	Prbm.g_01815	Praa.g_01258
OG0001529	Prbm.g_01370, Prbm.g_01458	Praa.g_01262
OG0001533	Prbm.g_01317	Praa.g_00395
OG0001534	Prbm.g_01242	Praa.g_00411, Praa.g_01585
OG0001535	Prbm.g_00876	Praa.g_00863
OG0001536	Prbm.g_01092	Praa.g_01096
OG0001538	Prbm.g_01628	Praa.g_01286
OG0001539	Prbm.g_01327	Praa.g_01304
OG0001540	Prbm.g_01201	Praa.g_01305
OG0001543	Prbm.g_01028, Prbm.g_01323	Praa.g_01594
OG0001549	Prbm.g_00186	Praa.g_00126
OG0001550	Prbm.g_00363	Praa.g_00307
OG0001552	Prbm.g_01189	Praa.g_00368
OG0001553	Prbm.g_01332	Praa.g_00386
OG0001554	Prbm.g_01074	Praa.g_00387
OG0001555	Prbm.g_01083	Praa.g_00456
OG0001556	Prbm.g_01583	Praa.g_00469
OG0001557	Prbm.g_00711	Praa.g_00677
OG0001558	Prbm.g_01193	Praa.g_01254, Praa.g_00744
OG0001559	Prbm.g_01166	Praa.g_00753
OG0001560	Prbm.g_01024	Praa.g_00770
OG0001561	Prbm.g_01255	Praa.g_00868
OG0001562	Prbm.g_00775	Praa.g_01005
OG0001563	Prbm.g_00112	Praa.g_01065
OG0001564	Prbm.g_01068	Praa.g_01066
OG0001565	Prbm.g_00782	Praa.g_01068
OG0001566	Prbm.g_01082	Praa.g_01071
OG0001567	Prbm.g_01346	Praa.g_01078
OG0001568	Prbm.g_00105	Praa.g_01093
OG0001569	Prbm.g_01154	Praa.g_01097
OG0001570	Prbm.g_01159	Praa.g_01103
OG0001571	Prbm.g_01188	Praa.g_01116
OG0001572	Prbm.g_01324	Praa.g_01124
OG0001573	Prbm.g_01097	Praa.g_01126
OG0001575	Prbm.g_01252	Praa.g_01281
OG0001576	Prbm.g_01180	Praa.g_01292
OG0001577	Prbm.g_01946	Praa.g_01363
OG0001578	Prbm.g_01659	Praa.g_01365
OG0001582	Prbm.g_01027	Praa.g_01560
OG0001583	Prbm.g_00790	Praa.g_01562
OG0001584	Prbm.g_01585	Praa.g_01563
OG0001585	Prbm.g_01802	Praa.g_01573
OG0001586	Prbm.g_01645	Praa.g_01851
OG0001591	Prbm.g_01136	Praa.g_00362
OG0001593	Prbm.g_01208	Praa.g_00459
OG0001595	Prbm.g_01350	Praa.g_00706
OG0001599	Prbm.g_01922	Praa.g_01136
OG0001600	Prbm.g_01592	Praa.g_01137
OG0001601	Prbm.g_01591	Praa.g_01138
OG0001602	Prbm.g_01590	Praa.g_01139
OG0001603	Prbm.g_01157	Praa.g_01619
OG0001605	Prbm.g_01971	Praa.g_01721
OG0001609	Prbm.g_01818	Praa.g_00367
OG0001615	Prbm.g_01438	Praa.g_01273
OG0001618	Prbm.g_01185	Praa.g_01341
OG0001625	Prbm.g_00786	Praa.g_01001
OG0001626	Prbm.g_01439	Praa.g_01274
OG0001646	Prbm.g_01440, Prbm.g_01342	Praa.g_00401
OG0001699	Prbm.g_01361	Praa.g_00707
OG0001705	Prbm.g_01241, Prbm.g_01240	Praa.g_01106
OG0001730	Prbm.g_02128	Praa.g_01404
OG0001789	Prbm.g_01398	Praa.g_01275
OG0001792	Prbm.g_02117	Praa.g_01428
OG0001793	Prbm.g_02119	Praa.g_01430
OG0001807	Prbm.g_00467	Praa.g_00388
OG0001819	Prbm.g_01652	Praa.g_01232
OG0001823	Prbm.g_02130	Praa.g_01405
OG0001847	Prbm.g_01917	Praa.g_01588
OG0001867	Prbm.g_01437	Praa.g_01272
OG0001986	Prbm.g_01593	Praa.g_01389
OG0002051	Prbm.g_01468	Praa.g_00403
OG0002123	Prbm.g_02127	Praa.g_01403
OG0002346	Prbm.g_02125	Praa.g_01410
OG0003386	Prbm.g_01278	Praa.g_01432
OG0003932	Prbm.g_00106	Praa.g_01218
