Orthogroup	Syah	Prag
OG0001168	Syah.g_02261	Prag.g_01707
OG0001169	Syah.g_02263	Prag.g_01709
OG0001170	Syah.g_02265	Prag.g_01711
OG0001171	Syah.g_02276	Prag.g_01721
OG0001172	Syah.g_00692	Prag.g_01735
OG0001173	Syah.g_00693	Prag.g_01736
OG0001174	Syah.g_00701	Prag.g_01744
OG0001175	Syah.g_00702	Prag.g_01745
OG0001176	Syah.g_00738	Prag.g_01752
OG0001177	Syah.g_00736	Prag.g_01754
OG0001178	Syah.g_02390	Prag.g_01759
OG0001179	Syah.g_00767	Prag.g_01788
OG0001180	Syah.g_00792	Prag.g_01810
OG0001181	Syah.g_00796	Prag.g_01814
OG0001182	Syah.g_00805	Prag.g_01821
OG0001183	Syah.g_00810	Prag.g_01825
OG0001184	Syah.g_00192	Prag.g_01841
OG0001185	Syah.g_00244	Prag.g_01855
OG0001186	Syah.g_00294	Prag.g_01879
OG0001187	Syah.g_00289	Prag.g_01883
OG0001188	Syah.g_00299	Prag.g_01885
OG0001189	Syah.g_00316	Prag.g_01902
OG0001190	Syah.g_00512	Prag.g_01906
OG0001191	Syah.g_00491	Prag.g_01916
OG0001192	Syah.g_00485	Prag.g_01921
OG0001193	Syah.g_00456	Prag.g_01931
OG0001194	Syah.g_00454	Prag.g_01932
OG0001195	Syah.g_00453	Prag.g_01933
OG0001196	Syah.g_00390	Prag.g_01946
OG0001197	Syah.g_00388	Prag.g_01947
OG0001198	Syah.g_00376	Prag.g_01954
OG0001199	Syah.g_02488	Prag.g_00068
OG0001200	Syah.g_02490	Prag.g_00070
OG0001201	Syah.g_02538	Prag.g_00101
OG0001202	Syah.g_00594	Prag.g_00192
OG0001203	Syah.g_00909	Prag.g_00231
OG0001204	Syah.g_00676	Prag.g_00236
OG0001205	Syah.g_02222	Prag.g_00424
OG0001206	Syah.g_01208	Prag.g_00441
OG0001207	Syah.g_00987	Prag.g_00456
OG0001208	Syah.g_00999	Prag.g_00461
OG0001209	Syah.g_01067	Prag.g_00514
OG0001210	Syah.g_01074	Prag.g_00519
OG0001211	Syah.g_01092	Prag.g_00529
OG0001212	Syah.g_01150	Prag.g_00574
OG0001213	Syah.g_01946	Prag.g_00607
OG0001214	Syah.g_01933	Prag.g_00615
OG0001215	Syah.g_01996	Prag.g_00668
OG0001216	Syah.g_01727	Prag.g_00694
OG0001217	Syah.g_01869	Prag.g_00744
OG0001218	Syah.g_01244	Prag.g_00752
OG0001219	Syah.g_01578	Prag.g_00795
OG0001220	Syah.g_02113	Prag.g_00856
OG0001221	Syah.g_01816	Prag.g_00917
OG0001223	Syah.g_01654	Prag.g_00982
OG0001224	Syah.g_02034	Prag.g_01032
OG0001225	Syah.g_02032	Prag.g_01034
OG0001226	Syah.g_01887	Prag.g_01060
OG0001227	Syah.g_00472	Prag.g_01079
OG0001228	Syah.g_02228	Prag.g_01198
OG0001229	Syah.g_02009	Prag.g_01387
OG0001230	Syah.g_01302	Prag.g_01480
OG0001231	Syah.g_00356	Prag.g_01585
OG0001232	Syah.g_02422	Prag.g_01692
OG0001233	Syah.g_02266	Prag.g_01712
OG0001234	Syah.g_00706	Prag.g_01747
OG0001236	Syah.g_00189	Prag.g_01838
OG0001237	Syah.g_00201	Prag.g_01842
OG0001238	Syah.g_00490	Prag.g_01917
OG0001241	Syah.g_02532	Prag.g_00094
OG0001242	Syah.g_00011	Prag.g_00112
OG0001243	Syah.g_00017	Prag.g_00118
OG0001244	Syah.g_00049	Prag.g_00134
OG0001245	Syah.g_01848	Prag.g_00373
OG0001246	Syah.g_01025	Prag.g_00483
OG0001247	Syah.g_01741	Prag.g_00661
OG0001248	Syah.g_01744	Prag.g_00663
OG0001249	Syah.g_00849	Prag.g_00784
OG0001250	Syah.g_02090	Prag.g_00845
OG0001251	Syah.g_00448	Prag.g_00893
OG0001252	Syah.g_02041	Prag.g_01027
OG0001253	Syah.g_01849	Prag.g_01080
OG0001254	Syah.g_01438	Prag.g_01122
OG0001255	Syah.g_00919	Prag.g_01137
OG0001256	Syah.g_02369	Prag.g_01578
OG0001257	Syah.g_01237	Prag.g_01584
OG0001258	Syah.g_02379	Prag.g_01666
OG0001259	Syah.g_02264	Prag.g_01710
OG0001260	Syah.g_02286	Prag.g_01727
OG0001262	Syah.g_00314	Prag.g_01900
OG0001263	Syah.g_00020	Prag.g_00121
OG0001265	Syah.g_00009	Prag.g_00111
OG0001266	Syah.g_00590	Prag.g_00196
OG0001267	Syah.g_00624	Prag.g_00271
OG0001268	Syah.g_00864	Prag.g_00334
OG0001269	Syah.g_00916	Prag.g_00353
OG0001270	Syah.g_02238	Prag.g_00413
OG0001271	Syah.g_01218	Prag.g_00451
OG0001272	Syah.g_01003	Prag.g_00465
OG0001273	Syah.g_01940	Prag.g_00609
OG0001274	Syah.g_00537	Prag.g_00681
OG0001275	Syah.g_01669	Prag.g_00992
OG0001276	Syah.g_01685	Prag.g_01011
OG0001277	Syah.g_00404	Prag.g_01068
OG0001278	Syah.g_01390	Prag.g_01203
OG0001279	Syah.g_01323	Prag.g_01302
OG0001280	Syah.g_02197	Prag.g_01354
OG0001281	Syah.g_02207	Prag.g_01360
OG0001282	Syah.g_00985	Prag.g_01390
OG0001284	Syah.g_02348	Prag.g_01560
OG0001286	Syah.g_00790	Prag.g_01808
OG0001287	Syah.g_00252	Prag.g_01863
OG0001288	Syah.g_00266	Prag.g_01872
OG0001289	Syah.g_02508	Prag.g_00081
OG0001291	Syah.g_00032	Prag.g_00128
OG0001292	Syah.g_00671	Prag.g_00241
OG0001293	Syah.g_00650	Prag.g_00252
OG0001294	Syah.g_01507	Prag.g_00371
OG0001295	Syah.g_01076	Prag.g_00446
OG0001296	Syah.g_01030	Prag.g_00488
OG0001297	Syah.g_01034	Prag.g_00493
OG0001298	Syah.g_01128	Prag.g_00555
OG0001299	Syah.g_01501	Prag.g_00644
OG0001300	Syah.g_02005	Prag.g_00671
OG0001301	Syah.g_02018	Prag.g_00674
OG0001302	Syah.g_01901	Prag.g_00793
OG0001303	Syah.g_01580	Prag.g_00996
OG0001304	Syah.g_01698	Prag.g_01021
OG0001305	Syah.g_02024	Prag.g_01040
OG0001306	Syah.g_02179	Prag.g_01139
OG0001307	Syah.g_00724	Prag.g_01372
OG0001309	Syah.g_01040	Prag.g_01582
OG0001310	Syah.g_02402	Prag.g_01681
OG0001312	Syah.g_01590	Prag.g_00945
OG0001313	Syah.g_00564	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001314	Syah.g_02117	Prag.g_00735
OG0001315	Syah.g_00808	Prag.g_00055
OG0001316	Syah.g_00039	Prag.g_00133
OG0001317	Syah.g_00905	Prag.g_00227
OG0001318	Syah.g_00658	Prag.g_00248
OG0001319	Syah.g_00635	Prag.g_00263
OG0001321	Syah.g_02216	Prag.g_00430
OG0001322	Syah.g_02215	Prag.g_00431
OG0001323	Syah.g_01043	Prag.g_00498
OG0001324	Syah.g_02006	Prag.g_00672
OG0001325	Syah.g_01723	Prag.g_00697
OG0001326	Syah.g_00443	Prag.g_00881
OG0001327	Syah.g_01519	Prag.g_01051
OG0001328	Syah.g_01822	Prag.g_01078
OG0001329	Syah.g_01906	Prag.g_01113
OG0001330	Syah.g_02190	Prag.g_01327
OG0001332	Syah.g_02308	Prag.g_01533
OG0001333	Syah.g_02260	Prag.g_01706
OG0001334	Syah.g_00818	Prag.g_01828
OG0001335	Syah.g_00819	Prag.g_01829
OG0001336	Syah.g_00394	Prag.g_01943
OG0001340	Syah.g_00838	Prag.g_00319
OG0001341	Syah.g_02011	Prag.g_00742
OG0001343	Syah.g_00450	Prag.g_00890
OG0001344	Syah.g_02153	Prag.g_01157
OG0001345	Syah.g_02124	Prag.g_01172
OG0001346	Syah.g_02200	Prag.g_01356
OG0001347	Syah.g_00284	Prag.g_01276
OG0001348	Syah.g_02073	Prag.g_01606
OG0001352	Syah.g_01058	Prag.g_00658
OG0001353	Syah.g_02079	Prag.g_00837
OG0001354	Syah.g_01641	Prag.g_00974
OG0001355	Syah.g_01077	Prag.g_01616
OG0001358	Syah.g_01963	Prag.g_00598
OG0001359	Syah.g_00451	Prag.g_00891
OG0001360	Syah.g_02122	Prag.g_01081
OG0001361	Syah.g_02127	Prag.g_01169
OG0001362	Syah.g_01275	Prag.g_01504
OG0001363	Syah.g_01273	Prag.g_01506
OG0001364	Syah.g_00174	Prag.g_01831
OG0001372	Syah.g_01055	Prag.g_00751
OG0001373	Syah.g_00444	Prag.g_00880
OG0001374	Syah.g_00436	Prag.g_00888
OG0001375	Syah.g_00449	Prag.g_00889
OG0001376	Syah.g_00483	Prag.g_01045
OG0001377	Syah.g_00484	Prag.g_01046
OG0001378	Syah.g_02239	Prag.g_01090
OG0001379	Syah.g_02192	Prag.g_01349
OG0001381	Syah.g_00717	Prag.g_01383
OG0001382	Syah.g_00258	Prag.g_01599
OG0001385	Syah.g_00447	Prag.g_00877
OG0001386	Syah.g_00446	Prag.g_00878
OG0001387	Syah.g_00445	Prag.g_00879
OG0001388	Syah.g_00442	Prag.g_00882
OG0001389	Syah.g_00441	Prag.g_00883
OG0001390	Syah.g_00440	Prag.g_00884
OG0001391	Syah.g_00439	Prag.g_00885
OG0001392	Syah.g_00438	Prag.g_00886
OG0001393	Syah.g_00437	Prag.g_00887
OG0001395	Syah.g_01705	Prag.g_01023
OG0001396	Syah.g_00286, Syah.g_00149	Prag.g_01277
OG0001397	Syah.g_01274	Prag.g_01505
OG0001398	Syah.g_01563	Prag.g_01612
OG0001401	Syah.g_02084	Prag.g_01280
OG0001402	Syah.g_01958	Prag.g_00759
OG0001403	Syah.g_00341	Prag.g_00030
OG0001404	Syah.g_02482	Prag.g_00062
OG0001405	Syah.g_00821	Prag.g_00317
OG0001406	Syah.g_00482	Prag.g_01044
OG0001407	Syah.g_01059	Prag.g_01058
OG0001408	Syah.g_01378	Prag.g_01063
OG0001410	Syah.g_00725	Prag.g_01373
OG0001413	Syah.g_01894	Prag.g_01574
OG0001414	Syah.g_00718	Prag.g_00222
OG0001416	Syah.g_02204	Prag.g_00438
OG0001417	Syah.g_01640	Prag.g_00448
OG0001419	Syah.g_01060	Prag.g_01059
OG0001420	Syah.g_01053	Prag.g_01098
OG0001421	Syah.g_01851	Prag.g_01579
OG0001425	Syah.g_00486	Prag.g_01920
OG0001428	Syah.g_00081	Prag.g_00165
OG0001430	Syah.g_00518	Prag.g_01322
OG0001432	Syah.g_01348	Prag.g_01573
OG0001433	Syah.g_01513	Prag.g_00768
OG0001434	Syah.g_01805	Prag.g_00925
OG0001438	Syah.g_00102	Prag.g_00284
OG0001439	Syah.g_00128	Prag.g_00298
OG0001442	Syah.g_01795	Prag.g_00733
OG0001443	Syah.g_00478	Prag.g_01652
OG0001446	Syah.g_01731	Prag.g_00073
OG0001447	Syah.g_00018	Prag.g_00119
OG0001448	Syah.g_01540	Prag.g_00361
OG0001449	Syah.g_00679	Prag.g_00388
OG0001452	Syah.g_00663	Prag.g_00894
OG0001454	Syah.g_01888	Prag.g_01074
OG0001456	Syah.g_00434	Prag.g_01130
OG0001457	Syah.g_00433	Prag.g_01131
OG0001458	Syah.g_00432	Prag.g_01132
OG0001459	Syah.g_01456	Prag.g_01312
OG0001460	Syah.g_01512	Prag.g_00767
OG0001462	Syah.g_00335	Prag.g_00034
OG0001465	Syah.g_01737	Prag.g_00680
OG0001468	Syah.g_01899	Prag.g_01049
OG0001471	Syah.g_00123	Prag.g_01575
OG0001473	Syah.g_01903	Prag.g_01880
OG0001474	Syah.g_00865	Prag.g_00335
OG0001477	Syah.g_02015	Prag.g_01256
OG0001479	Syah.g_00862	Prag.g_00332
OG0001480	Syah.g_02114	Prag.g_00363
OG0001481	Syah.g_01703	Prag.g_00367
OG0001482	Syah.g_01650	Prag.g_00436
OG0001492	Syah.g_01393	Prag.g_01200
OG0001493	Syah.g_01385	Prag.g_01208
OG0001494	Syah.g_02438	Prag.g_01460
OG0001496	Syah.g_02013	Prag.g_01254
OG0001497	Syah.g_02014	Prag.g_01255
OG0001499	Syah.g_01463, Syah.g_01462	Prag.g_00054
OG0001502	Syah.g_02109	Prag.g_00776
OG0001504	Syah.g_01455	Prag.g_01313, Prag.g_01639
OG0001507	Syah.g_02464	Prag.g_01632
OG0001514	Syah.g_02012	Prag.g_01253
OG0001546	Syah.g_01047	Prag.g_00503
OG0001547	Syah.g_01565	Prag.g_00778
OG0001548	Syah.g_01882	Prag.g_00782
OG0001549	Syah.g_02121	Prag.g_00863
OG0001551	Syah.g_02068	Prag.g_01129
OG0001558	Syah.g_00562	Prag.g_01283
OG0001567	Syah.g_01564	Prag.g_00777
OG0001568	Syah.g_01567	Prag.g_00779
OG0001582	Syah.g_02442	Prag.g_00447
OG0001585	Syah.g_01840	Prag.g_01307
OG0001586	Syah.g_00218, Syah.g_02434	Prag.g_01463
OG0001602	Syah.g_01738	Prag.g_00679
OG0001633	Syah.g_01551	Prag.g_01386
OG0001635	Syah.g_00270	Prag.g_01634
OG0001652	Syah.g_00560	Prag.g_01281
OG0001666	Syah.g_01450	Prag.g_01311
OG0001667	Syah.g_02458	Prag.g_01330
OG0001671	Syah.g_00550	Prag.g_01288
OG0001718	Syah.g_02043	Prag.g_00357
OG0001792	Syah.g_01398	Prag.g_01441
OG0002244	Syah.g_02465	Prag.g_01631
OG0002291	Syah.g_00614	Prag.g_01299
OG0002425	Syah.g_00213	Prag.g_01466
OG0002451	Syah.g_01474	Prag.g_00724
OG0004113	Syah.g_00260	Prag.g_01458
