Orthogroup	Syah	Pram
OG0001168	Syah.g_02261	Pram.g_01671
OG0001169	Syah.g_02263	Pram.g_01673
OG0001170	Syah.g_02265	Pram.g_01675
OG0001171	Syah.g_02276	Pram.g_01685
OG0001172	Syah.g_00692	Pram.g_01700
OG0001173	Syah.g_00693	Pram.g_01701
OG0001174	Syah.g_00701	Pram.g_01709
OG0001175	Syah.g_00702	Pram.g_01710
OG0001176	Syah.g_00738	Pram.g_01718
OG0001177	Syah.g_00736	Pram.g_01720
OG0001178	Syah.g_02390	Pram.g_01637
OG0001179	Syah.g_00767	Pram.g_01753
OG0001180	Syah.g_00792	Pram.g_01776
OG0001181	Syah.g_00796	Pram.g_01780
OG0001182	Syah.g_00805	Pram.g_01788
OG0001183	Syah.g_00810	Pram.g_01794
OG0001184	Syah.g_00192	Pram.g_01812
OG0001185	Syah.g_00244	Pram.g_01828
OG0001186	Syah.g_00294	Pram.g_01852
OG0001187	Syah.g_00289	Pram.g_01855
OG0001188	Syah.g_00299	Pram.g_01857
OG0001189	Syah.g_00316	Pram.g_01874
OG0001190	Syah.g_00512	Pram.g_01879
OG0001191	Syah.g_00491	Pram.g_01889
OG0001192	Syah.g_00485	Pram.g_01894
OG0001193	Syah.g_00456	Pram.g_01907
OG0001194	Syah.g_00454	Pram.g_01908
OG0001195	Syah.g_00453	Pram.g_01909
OG0001196	Syah.g_00390	Pram.g_01926
OG0001197	Syah.g_00388	Pram.g_01928
OG0001198	Syah.g_00376	Pram.g_01935
OG0001199	Syah.g_02488	Pram.g_00059
OG0001200	Syah.g_02490	Pram.g_00061
OG0001201	Syah.g_02538	Pram.g_00092
OG0001202	Syah.g_00594	Pram.g_00184
OG0001203	Syah.g_00909	Pram.g_00225
OG0001204	Syah.g_00676	Pram.g_00231
OG0001205	Syah.g_02222	Pram.g_00380
OG0001206	Syah.g_01208	Pram.g_00401
OG0001207	Syah.g_00987	Pram.g_00413
OG0001208	Syah.g_00999	Pram.g_00418
OG0001209	Syah.g_01067	Pram.g_00473
OG0001210	Syah.g_01074	Pram.g_00477
OG0001211	Syah.g_01092	Pram.g_00487
OG0001212	Syah.g_01150	Pram.g_00533
OG0001213	Syah.g_01946	Pram.g_00569
OG0001215	Syah.g_01996	Pram.g_00781
OG0001216	Syah.g_01727	Pram.g_00803
OG0001217	Syah.g_01869	Pram.g_01539
OG0001218	Syah.g_01244	Pram.g_01196
OG0001219	Syah.g_01578	Pram.g_00911
OG0001220	Syah.g_02113	Pram.g_00865
OG0001221	Syah.g_01816	Pram.g_00745
OG0001223	Syah.g_01654	Pram.g_00960
OG0001224	Syah.g_02034	Pram.g_00892
OG0001225	Syah.g_02032	Pram.g_00890
OG0001226	Syah.g_01887	Pram.g_00577
OG0001227	Syah.g_00472	Pram.g_01188
OG0001228	Syah.g_02228	Pram.g_01089
OG0001229	Syah.g_02009	Pram.g_01542
OG0001230	Syah.g_01302	Pram.g_01388
OG0001231	Syah.g_00356	Pram.g_00357
OG0001232	Syah.g_02422	Pram.g_01655
OG0001233	Syah.g_02266	Pram.g_01676
OG0001234	Syah.g_00706	Pram.g_01712
OG0001236	Syah.g_00189	Pram.g_01809
OG0001237	Syah.g_00201	Pram.g_01813
OG0001238	Syah.g_00490	Pram.g_01890
OG0001240	Syah.g_02523	Pram.g_00077
OG0001241	Syah.g_02532	Pram.g_00086
OG0001242	Syah.g_00011	Pram.g_00105
OG0001243	Syah.g_00017	Pram.g_00112
OG0001244	Syah.g_00049	Pram.g_00127
OG0001245	Syah.g_01848	Pram.g_01177
OG0001246	Syah.g_01025	Pram.g_00680
OG0001247	Syah.g_01741	Pram.g_00774
OG0001248	Syah.g_01744	Pram.g_00776
OG0001249	Syah.g_00849	Pram.g_00325
OG0001250	Syah.g_02090	Pram.g_00851
OG0001251	Syah.g_00448	Pram.g_00714
OG0001252	Syah.g_02041	Pram.g_00897
OG0001253	Syah.g_01849	Pram.g_00579
OG0001254	Syah.g_01438	Pram.g_01548
OG0001255	Syah.g_00919	Pram.g_01157
OG0001256	Syah.g_02369	Pram.g_01289
OG0001258	Syah.g_02379	Pram.g_01628
OG0001259	Syah.g_02264	Pram.g_01674
OG0001262	Syah.g_00314	Pram.g_01872
OG0001263	Syah.g_00020	Pram.g_00114
OG0001265	Syah.g_00009	Pram.g_00104
OG0001266	Syah.g_00590	Pram.g_00188
OG0001267	Syah.g_00624	Pram.g_00268
OG0001268	Syah.g_00864	Pram.g_00334
OG0001269	Syah.g_00916	Pram.g_00864
OG0001270	Syah.g_02238	Pram.g_00369
OG0001271	Syah.g_01218	Pram.g_00408
OG0001272	Syah.g_01003	Pram.g_00422
OG0001273	Syah.g_01940	Pram.g_01079
OG0001274	Syah.g_00537	Pram.g_00211
OG0001275	Syah.g_01669	Pram.g_00969
OG0001276	Syah.g_01685	Pram.g_00980
OG0001278	Syah.g_01390	Pram.g_01085
OG0001279	Syah.g_01323	Pram.g_01253
OG0001280	Syah.g_02197	Pram.g_01229
OG0001281	Syah.g_02207	Pram.g_01235
OG0001282	Syah.g_00985	Pram.g_01467
OG0001283	Syah.g_00395	Pram.g_01922
OG0001284	Syah.g_02348	Pram.g_01302
OG0001286	Syah.g_00790	Pram.g_01774
OG0001287	Syah.g_00252	Pram.g_01835
OG0001288	Syah.g_00266	Pram.g_01845
OG0001289	Syah.g_02508	Pram.g_00071
OG0001291	Syah.g_00032	Pram.g_00122
OG0001292	Syah.g_00671	Pram.g_00236
OG0001293	Syah.g_00650	Pram.g_00249
OG0001296	Syah.g_01030	Pram.g_00446
OG0001297	Syah.g_01034	Pram.g_00451
OG0001298	Syah.g_01128	Pram.g_00515
OG0001299	Syah.g_01501	Pram.g_01043
OG0001300	Syah.g_02005	Pram.g_00785
OG0001301	Syah.g_02018	Pram.g_00790
OG0001302	Syah.g_01901	Pram.g_00908
OG0001304	Syah.g_01698	Pram.g_00993
OG0001305	Syah.g_02024	Pram.g_00884
OG0001306	Syah.g_02179	Pram.g_01155
OG0001307	Syah.g_00724	Pram.g_01477
OG0001309	Syah.g_01040	Pram.g_01272
OG0001310	Syah.g_02402	Pram.g_01645
OG0001311	Syah.g_01687	Pram.g_00982
OG0001312	Syah.g_01590	Pram.g_00920
OG0001315	Syah.g_00808	Pram.g_01553
OG0001316	Syah.g_00039	Pram.g_00126
OG0001317	Syah.g_00905	Pram.g_00221
OG0001318	Syah.g_00658	Pram.g_00245
OG0001319	Syah.g_00635	Pram.g_00261
OG0001321	Syah.g_02216	Pram.g_00386
OG0001322	Syah.g_02215	Pram.g_00387
OG0001323	Syah.g_01043	Pram.g_00457
OG0001324	Syah.g_02006	Pram.g_00786
OG0001325	Syah.g_01723	Pram.g_01025
OG0001327	Syah.g_01519	Pram.g_00723
OG0001328	Syah.g_01822	Pram.g_01214
OG0001329	Syah.g_01906	Pram.g_01598
OG0001330	Syah.g_02190	Pram.g_01276
OG0001332	Syah.g_02308	Pram.g_01331
OG0001333	Syah.g_02260	Pram.g_01670
OG0001334	Syah.g_00818	Pram.g_01797
OG0001335	Syah.g_00819	Pram.g_01798
OG0001336	Syah.g_00394	Pram.g_01923
OG0001337	Syah.g_00815, Syah.g_00837	Pram.g_00320
OG0001338	Syah.g_00829, Syah.g_00856, Syah.g_02456, Syah.g_00841	Pram.g_00323
OG0001340	Syah.g_00838	Pram.g_00321
OG0001341	Syah.g_02011	Pram.g_01533
OG0001343	Syah.g_00450	Pram.g_00711
OG0001344	Syah.g_02153	Pram.g_01135
OG0001346	Syah.g_02200	Pram.g_01231
OG0001348	Syah.g_02073	Pram.g_01526
OG0001352	Syah.g_01058	Pram.g_00770
OG0001353	Syah.g_02079	Pram.g_00841
OG0001354	Syah.g_01641	Pram.g_00953
OG0001355	Syah.g_01077	Pram.g_01003
OG0001357	Syah.g_00935	Pram.g_01207
OG0001358	Syah.g_01963	Pram.g_00558
OG0001359	Syah.g_00451	Pram.g_00712
OG0001361	Syah.g_02127	Pram.g_01121
OG0001362	Syah.g_01275	Pram.g_01364
OG0001363	Syah.g_01273	Pram.g_01362
OG0001364	Syah.g_00174	Pram.g_01800
OG0001368	Syah.g_00677	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001372	Syah.g_01055	Pram.g_01517
OG0001375	Syah.g_00449	Pram.g_00710
OG0001379	Syah.g_02192	Pram.g_01224
OG0001381	Syah.g_00717	Pram.g_01165
OG0001382	Syah.g_00258	Pram.g_01200
OG0001394	Syah.g_01810	Pram.g_00749
OG0001397	Syah.g_01274	Pram.g_01363
OG0001398	Syah.g_01563	Pram.g_01256
OG0001401	Syah.g_02084	Pram.g_00846
OG0001402	Syah.g_01958	Pram.g_00563
OG0001403	Syah.g_00341	Pram.g_00017
OG0001404	Syah.g_02482	Pram.g_00053
OG0001405	Syah.g_00821	Pram.g_00314
OG0001407	Syah.g_01059	Pram.g_01202
OG0001410	Syah.g_00725	Pram.g_01476
OG0001414	Syah.g_00718	Pram.g_00216
OG0001421	Syah.g_01851	Pram.g_01288
OG0001423	Syah.g_00965	Pram.g_00613
OG0001425	Syah.g_00486	Pram.g_01893
OG0001430	Syah.g_00518	Pram.g_01197
OG0001435	Syah.g_01525	Pram.g_00730
OG0001443	Syah.g_00478	Pram.g_01543
OG0001446	Syah.g_01731	Pram.g_01536
OG0001448	Syah.g_01540	Pram.g_00392
OG0001460	Syah.g_01512	Pram.g_01623
OG0001461	Syah.g_00711	Pram.g_01575
OG0001465	Syah.g_01737	Pram.g_00797
OG0001468	Syah.g_01899	Pram.g_00702
OG0001476	Syah.g_02145	Pram.g_01132
OG0001477	Syah.g_02015	Pram.g_01521
OG0001481	Syah.g_01703	Pram.g_01213
OG0001484	Syah.g_00435	Pram.g_01277
OG0001487	Syah.g_01245	Pram.g_01338
OG0001488	Syah.g_02136	Pram.g_01126
OG0001489	Syah.g_00801	Pram.g_01785
OG0001494	Syah.g_00325	Pram.g_01409
OG0001494	Syah.g_02438	Pram.g_01502
OG0001495	Syah.g_00735	Pram.g_01721
OG0001496	Syah.g_02013	Pram.g_01519
OG0001497	Syah.g_02014	Pram.g_01520
OG0001498	Syah.g_00889	Pram.g_00353
OG0001510	Syah.g_00256	Pram.g_01839
OG0001511	Syah.g_02546	Pram.g_00096
OG0001512	Syah.g_00910	Pram.g_01192
OG0001514	Syah.g_02012	Pram.g_01518
OG0001515	Syah.g_02001	Pram.g_00783
OG0001516	Syah.g_01498	Pram.g_01046
OG0001517	Syah.g_00859	Pram.g_00329
OG0001518	Syah.g_00488	Pram.g_01892
OG0001519	Syah.g_00476	Pram.g_01897
OG0001522	Syah.g_02080	Pram.g_00842
OG0001527	Syah.g_01107	Pram.g_00501
OG0001529	Syah.g_00328	Pram.g_00025
OG0001530	Syah.g_02544	Pram.g_00095
OG0001531	Syah.g_00911	Pram.g_00226
OG0001532	Syah.g_01420	Pram.g_01108
OG0001534	Syah.g_01699	Pram.g_00994
OG0001535	Syah.g_01683	Pram.g_00979
OG0001536	Syah.g_01617	Pram.g_00939
OG0001537	Syah.g_01815	Pram.g_00746
OG0001538	Syah.g_01774	Pram.g_00814
OG0001539	Syah.g_01521	Pram.g_00725
OG0001540	Syah.g_00022	Pram.g_00116
OG0001541	Syah.g_00621	Pram.g_00164
OG0001542	Syah.g_00612	Pram.g_00170
OG0001543	Syah.g_00568	Pram.g_01538
OG0001544	Syah.g_00477	Pram.g_01896
OG0001545	Syah.g_00405	Pram.g_01912
OG0001549	Syah.g_02121	Pram.g_00875
OG0001557	Syah.g_01809	Pram.g_00750
OG0001559	Syah.g_02543	Pram.g_00094
OG0001560	Syah.g_02531	Pram.g_00084
OG0001561	Syah.g_01689	Pram.g_00984
OG0001563	Syah.g_00784	Pram.g_01769
OG0001574	Syah.g_01105	Pram.g_00499
OG0001575	Syah.g_01110	Pram.g_00504
OG0001576	Syah.g_01172	Pram.g_01243
OG0001579	Syah.g_00824, Syah.g_00828	Pram.g_00318
OG0001580	Syah.g_00523, Syah.g_00522	Pram.g_00032
OG0001586	Syah.g_02434	Pram.g_01501
OG0001589	Syah.g_02269	Pram.g_01678
OG0001591	Syah.g_01509	Pram.g_00762
OG0001592	Syah.g_00521	Pram.g_00031
OG0001614	Syah.g_00242	Pram.g_01827
OG0001616	Syah.g_01430	Pram.g_01116
OG0001617	Syah.g_02008	Pram.g_00787
OG0001619	Syah.g_01607	Pram.g_00929
OG0001620	Syah.g_00871	Pram.g_00338
OG0001621	Syah.g_00662	Pram.g_00241
OG0001622	Syah.g_00396	Pram.g_01921
OG0001634	Syah.g_01504	Pram.g_01040
OG0001636	Syah.g_00336	Pram.g_00020
OG0001638	Syah.g_02399	Pram.g_01643
OG0001639	Syah.g_02312	Pram.g_01329
OG0001640	Syah.g_02060	Pram.g_00900
OG0001641	Syah.g_01660	Pram.g_00962
OG0001643	Syah.g_01930	Pram.g_01071
OG0001644	Syah.g_01709	Pram.g_01015
OG0001656	Syah.g_00827	Pram.g_00317
OG0001658	Syah.g_00513	Pram.g_00027
OG0001659	Syah.g_01424	Pram.g_01264
OG0001676	Syah.g_00826	Pram.g_00319
OG0001678	Syah.g_00691	Pram.g_01699
OG0001679	Syah.g_01114	Pram.g_00324
OG0001691	Syah.g_01965	Pram.g_00902
OG0001693	Syah.g_02029	Pram.g_00661
OG0001713	Syah.g_02144	Pram.g_01217
OG0001717	Syah.g_00076	Pram.g_00678
OG0001731	Syah.g_02332	Pram.g_01316
OG0001758	Syah.g_01464	Pram.g_01615
OG0001762	Syah.g_01666	Pram.g_00967
OG0001764	Syah.g_01571	Pram.g_01009
OG0001770	Syah.g_01448	Pram.g_01612
OG0001771	Syah.g_02078	Pram.g_01571
OG0001795	Syah.g_01461	Pram.g_00700
OG0001875	Syah.g_01465	Pram.g_01614
OG0001876	Syah.g_01466	Pram.g_01613
OG0001916	Syah.g_01014	Pram.g_00432
OG0001974	Syah.g_00515	Pram.g_00360
OG0002155	Syah.g_00227	Pram.g_01429, Pram.g_01439
OG0002425	Syah.g_00213	Pram.g_01406
OG0003494	Syah.g_00224	Pram.g_01486
