Orthogroup	Syah	Prae
OG0001168	Syah.g_02261	Prae.g_01661
OG0001169	Syah.g_02263	Prae.g_01663
OG0001170	Syah.g_02265	Prae.g_01665
OG0001171	Syah.g_02276	Prae.g_01674
OG0001172	Syah.g_00692	Prae.g_01689
OG0001173	Syah.g_00693	Prae.g_01690
OG0001174	Syah.g_00701	Prae.g_01698
OG0001175	Syah.g_00702	Prae.g_01699
OG0001176	Syah.g_00738	Prae.g_01706
OG0001177	Syah.g_00736	Prae.g_01709
OG0001178	Syah.g_02390	Prae.g_01714
OG0001179	Syah.g_00767	Prae.g_01742
OG0001180	Syah.g_00792	Prae.g_01765
OG0001181	Syah.g_00796	Prae.g_01769
OG0001182	Syah.g_00805	Prae.g_01776
OG0001183	Syah.g_00810	Prae.g_01780
OG0001184	Syah.g_00192	Prae.g_01796
OG0001185	Syah.g_00244	Prae.g_01810
OG0001186	Syah.g_00294	Prae.g_01833
OG0001187	Syah.g_00289	Prae.g_01837
OG0001188	Syah.g_00299	Prae.g_01839
OG0001189	Syah.g_00316	Prae.g_01856
OG0001190	Syah.g_00512	Prae.g_01860
OG0001191	Syah.g_00491	Prae.g_01870
OG0001192	Syah.g_00485	Prae.g_01875
OG0001193	Syah.g_00456	Prae.g_01885
OG0001194	Syah.g_00454	Prae.g_01886
OG0001195	Syah.g_00453	Prae.g_01887
OG0001196	Syah.g_00390	Prae.g_01900
OG0001197	Syah.g_00388	Prae.g_01901
OG0001198	Syah.g_00376	Prae.g_01908
OG0001199	Syah.g_02488	Prae.g_00074
OG0001200	Syah.g_02490	Prae.g_00076
OG0001201	Syah.g_02538	Prae.g_00107
OG0001202	Syah.g_00594	Prae.g_00202
OG0001203	Syah.g_00909	Prae.g_00241
OG0001204	Syah.g_00676	Prae.g_00246
OG0001205	Syah.g_02222	Prae.g_00419
OG0001206	Syah.g_01208	Prae.g_00436
OG0001207	Syah.g_00987	Prae.g_00451
OG0001208	Syah.g_00999	Prae.g_00456
OG0001209	Syah.g_01067	Prae.g_00510
OG0001210	Syah.g_01074	Prae.g_00515
OG0001211	Syah.g_01092	Prae.g_00525
OG0001212	Syah.g_01150	Prae.g_00570
OG0001213	Syah.g_01946	Prae.g_00603
OG0001214	Syah.g_01933	Prae.g_00611
OG0001215	Syah.g_01996	Prae.g_00664
OG0001216	Syah.g_01727	Prae.g_00713
OG0001217	Syah.g_01869	Prae.g_00752
OG0001218	Syah.g_01244	Prae.g_00759
OG0001219	Syah.g_01578	Prae.g_00794
OG0001220	Syah.g_02113	Prae.g_00857
OG0001221	Syah.g_01816	Prae.g_00919
OG0001223	Syah.g_01654	Prae.g_00982
OG0001224	Syah.g_02034	Prae.g_01036
OG0001225	Syah.g_02032	Prae.g_01038
OG0001226	Syah.g_01887	Prae.g_01066
OG0001227	Syah.g_00472	Prae.g_01084
OG0001228	Syah.g_02228	Prae.g_01208
OG0001229	Syah.g_02009	Prae.g_01366
OG0001230	Syah.g_01302	Prae.g_01451
OG0001231	Syah.g_00356	Prae.g_01556
OG0001232	Syah.g_02422	Prae.g_01646
OG0001233	Syah.g_02266	Prae.g_01666
OG0001234	Syah.g_00706	Prae.g_01701
OG0001236	Syah.g_00189	Prae.g_01793
OG0001237	Syah.g_00201	Prae.g_01797
OG0001238	Syah.g_00490	Prae.g_01871
OG0001240	Syah.g_02523	Prae.g_00093
OG0001241	Syah.g_02532	Prae.g_00101
OG0001242	Syah.g_00011	Prae.g_00119
OG0001243	Syah.g_00017	Prae.g_00125
OG0001244	Syah.g_00049	Prae.g_00141
OG0001245	Syah.g_01848	Prae.g_00380
OG0001246	Syah.g_01025	Prae.g_00478
OG0001247	Syah.g_01741	Prae.g_00657
OG0001248	Syah.g_01744	Prae.g_00659
OG0001249	Syah.g_00849	Prae.g_00784
OG0001250	Syah.g_02090	Prae.g_00846
OG0001251	Syah.g_00448	Prae.g_00893
OG0001252	Syah.g_02041	Prae.g_01031
OG0001253	Syah.g_01849	Prae.g_01085
OG0001254	Syah.g_01438	Prae.g_01132
OG0001255	Syah.g_00919	Prae.g_01147
OG0001256	Syah.g_02369	Prae.g_01549
OG0001257	Syah.g_01237	Prae.g_01555
OG0001258	Syah.g_02379	Prae.g_01620
OG0001259	Syah.g_02264	Prae.g_01664
OG0001260	Syah.g_02286	Prae.g_01680
OG0001262	Syah.g_00314	Prae.g_01854
OG0001263	Syah.g_00020	Prae.g_00128
OG0001265	Syah.g_00009	Prae.g_00118
OG0001266	Syah.g_00590	Prae.g_00206
OG0001267	Syah.g_00624	Prae.g_00281
OG0001268	Syah.g_00864	Prae.g_00339
OG0001269	Syah.g_00916	Prae.g_00358
OG0001270	Syah.g_02238	Prae.g_00408
OG0001271	Syah.g_01218	Prae.g_00446
OG0001272	Syah.g_01003	Prae.g_00460
OG0001273	Syah.g_01940	Prae.g_00605
OG0001274	Syah.g_00537	Prae.g_00677
OG0001275	Syah.g_01669	Prae.g_00992
OG0001276	Syah.g_01685	Prae.g_01015
OG0001277	Syah.g_00404	Prae.g_01074
OG0001278	Syah.g_01390	Prae.g_01213
OG0001279	Syah.g_01323	Prae.g_01265
OG0001280	Syah.g_02197	Prae.g_01328
OG0001281	Syah.g_02207	Prae.g_01334
OG0001282	Syah.g_00985	Prae.g_01369
OG0001283	Syah.g_00395	Prae.g_01388
OG0001284	Syah.g_02348	Prae.g_01529
OG0001286	Syah.g_00790	Prae.g_01762
OG0001287	Syah.g_00252	Prae.g_01817
OG0001288	Syah.g_00266	Prae.g_01826
OG0001289	Syah.g_02508	Prae.g_00087
OG0001291	Syah.g_00032	Prae.g_00135
OG0001292	Syah.g_00671	Prae.g_00251
OG0001293	Syah.g_00650	Prae.g_00264
OG0001294	Syah.g_01507	Prae.g_00378
OG0001295	Syah.g_01076	Prae.g_00441
OG0001296	Syah.g_01030	Prae.g_00483
OG0001297	Syah.g_01034	Prae.g_00488
OG0001298	Syah.g_01128	Prae.g_00551
OG0001299	Syah.g_01501	Prae.g_00640
OG0001300	Syah.g_02005	Prae.g_00667
OG0001301	Syah.g_02018	Prae.g_00670
OG0001302	Syah.g_01901	Prae.g_00793
OG0001303	Syah.g_01580	Prae.g_00996
OG0001304	Syah.g_01698	Prae.g_01025
OG0001305	Syah.g_02024	Prae.g_01044
OG0001306	Syah.g_02179	Prae.g_01149
OG0001307	Syah.g_00724	Prae.g_01351
OG0001309	Syah.g_01040	Prae.g_01553
OG0001310	Syah.g_02402	Prae.g_01635
OG0001311	Syah.g_01687	Prae.g_01017
OG0001313	Syah.g_00564	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syah.g_00808	Prae.g_00061
OG0001316	Syah.g_00039	Prae.g_00140
OG0001317	Syah.g_00905	Prae.g_00237
OG0001318	Syah.g_00658	Prae.g_00259
OG0001319	Syah.g_00635	Prae.g_00275
OG0001321	Syah.g_02216	Prae.g_00425
OG0001322	Syah.g_02215	Prae.g_00426
OG0001323	Syah.g_01043	Prae.g_00493
OG0001324	Syah.g_02006	Prae.g_00668
OG0001325	Syah.g_01723	Prae.g_00716
OG0001326	Syah.g_00443	Prae.g_00881
OG0001327	Syah.g_01519	Prae.g_01057
OG0001328	Syah.g_01822	Prae.g_01083
OG0001329	Syah.g_01906	Prae.g_01122
OG0001330	Syah.g_02190	Prae.g_01292
OG0001332	Syah.g_02308	Prae.g_01502
OG0001333	Syah.g_02260	Prae.g_01660
OG0001334	Syah.g_00818	Prae.g_01783
OG0001335	Syah.g_00819	Prae.g_01784
OG0001336	Syah.g_00394	Prae.g_01897
OG0001340	Syah.g_00838	Prae.g_00329
OG0001341	Syah.g_02011	Prae.g_00750
OG0001343	Syah.g_00450	Prae.g_00890
OG0001344	Syah.g_02153	Prae.g_01167
OG0001345	Syah.g_02124	Prae.g_01182
OG0001346	Syah.g_02200	Prae.g_01330
OG0001348	Syah.g_02073	Prae.g_01578
OG0001352	Syah.g_01058	Prae.g_00654
OG0001353	Syah.g_02079	Prae.g_00838
OG0001354	Syah.g_01641	Prae.g_00974
OG0001358	Syah.g_01963	Prae.g_00594
OG0001359	Syah.g_00451	Prae.g_00891
OG0001360	Syah.g_02122	Prae.g_01086
OG0001361	Syah.g_02127	Prae.g_01179
OG0001362	Syah.g_01275	Prae.g_01473
OG0001363	Syah.g_01273	Prae.g_01475
OG0001364	Syah.g_00174	Prae.g_01786
OG0001372	Syah.g_01055	Prae.g_00758
OG0001373	Syah.g_00444	Prae.g_00880
OG0001374	Syah.g_00436	Prae.g_00888
OG0001375	Syah.g_00449	Prae.g_00889
OG0001376	Syah.g_00483	Prae.g_01050
OG0001377	Syah.g_00484	Prae.g_01051
OG0001378	Syah.g_02239	Prae.g_01095
OG0001379	Syah.g_02192	Prae.g_01323
OG0001381	Syah.g_00717	Prae.g_01362
OG0001382	Syah.g_00258	Prae.g_01570
OG0001385	Syah.g_00447	Prae.g_00877
OG0001386	Syah.g_00446	Prae.g_00878
OG0001387	Syah.g_00445	Prae.g_00879
OG0001388	Syah.g_00442	Prae.g_00882
OG0001389	Syah.g_00441	Prae.g_00883
OG0001390	Syah.g_00440	Prae.g_00884
OG0001391	Syah.g_00439	Prae.g_00885
OG0001392	Syah.g_00438	Prae.g_00886
OG0001393	Syah.g_00437	Prae.g_00887
OG0001395	Syah.g_01705	Prae.g_01027
OG0001397	Syah.g_01274	Prae.g_01474
OG0001398	Syah.g_01563	Prae.g_01583
OG0001401	Syah.g_02084	Prae.g_00687
OG0001402	Syah.g_01958	Prae.g_00767
OG0001403	Syah.g_00341	Prae.g_00030
OG0001404	Syah.g_02482	Prae.g_00068
OG0001405	Syah.g_00821	Prae.g_00327
OG0001406	Syah.g_00482	Prae.g_01049
OG0001407	Syah.g_01059	Prae.g_01064
OG0001408	Syah.g_01378	Prae.g_01069
OG0001410	Syah.g_00725	Prae.g_01352
OG0001413	Syah.g_01894	Prae.g_01544
OG0001414	Syah.g_00718	Prae.g_00232
OG0001416	Syah.g_02204	Prae.g_00433
OG0001417	Syah.g_01640	Prae.g_00443
OG0001419	Syah.g_01060	Prae.g_01065
OG0001420	Syah.g_01053	Prae.g_01104
OG0001421	Syah.g_01851	Prae.g_01550
OG0001425	Syah.g_00486	Prae.g_01874
OG0001428	Syah.g_00081	Prae.g_00175
OG0001430	Syah.g_00518	Prae.g_01287
OG0001432	Syah.g_01348	Prae.g_01542
OG0001433	Syah.g_01513	Prae.g_01232
OG0001436	Syah.g_00168, Syah.g_00169	Prae.g_01418
OG0001438	Syah.g_00102	Prae.g_00294
OG0001439	Syah.g_00128	Prae.g_00308
OG0001442	Syah.g_01795	Prae.g_00741
OG0001446	Syah.g_01731	Prae.g_00079
OG0001447	Syah.g_00018	Prae.g_00126
OG0001448	Syah.g_01540	Prae.g_00366
OG0001449	Syah.g_00679	Prae.g_00394
OG0001452	Syah.g_00663	Prae.g_00895
OG0001454	Syah.g_01888	Prae.g_01079
OG0001456	Syah.g_00434	Prae.g_01140
OG0001457	Syah.g_00433	Prae.g_01141
OG0001458	Syah.g_00432	Prae.g_01142
OG0001459	Syah.g_01456	Prae.g_01277
OG0001460	Syah.g_01512	Prae.g_01233
OG0001461	Syah.g_00711	Prae.g_01228
OG0001462	Syah.g_00335	Prae.g_00034
OG0001465	Syah.g_01737	Prae.g_00676
OG0001468	Syah.g_01899	Prae.g_01054
OG0001471	Syah.g_00123	Prae.g_01545
OG0001473	Syah.g_01903	Prae.g_01834
OG0001474	Syah.g_00865	Prae.g_00340
OG0001480	Syah.g_02114	Prae.g_00368
OG0001481	Syah.g_01703	Prae.g_00373
OG0001482	Syah.g_01650	Prae.g_00431
OG0001484	Syah.g_00435	Prae.g_01299
OG0001492	Syah.g_01393	Prae.g_01210
OG0001493	Syah.g_01385	Prae.g_01218
OG0001494	Syah.g_00325	Prae.g_01399
OG0001495	Syah.g_00735	Prae.g_01708
OG0001499	Syah.g_01463, Syah.g_01462	Prae.g_00060
OG0001502	Syah.g_02109	Prae.g_00776
OG0001504	Syah.g_01455	Prae.g_01278
OG0001520	Syah.g_01115	Prae.g_00389
OG0001546	Syah.g_01047	Prae.g_00498
OG0001547	Syah.g_01565	Prae.g_00778
OG0001548	Syah.g_01882	Prae.g_00782
OG0001549	Syah.g_02121	Prae.g_00864
OG0001551	Syah.g_02068	Prae.g_01139
OG0001558	Syah.g_00562	Prae.g_00690
OG0001567	Syah.g_01564	Prae.g_00777
OG0001568	Syah.g_01567	Prae.g_00779
OG0001570	Syah.g_01553	Prae.g_01106
OG0001582	Syah.g_02442	Prae.g_00442
OG0001585	Syah.g_01840	Prae.g_01269
OG0001586	Syah.g_00218	Prae.g_01404
OG0001602	Syah.g_01738	Prae.g_00675
OG0001625	Syah.g_00656	Prae.g_00261
OG0001633	Syah.g_01551	Prae.g_01365
OG0001635	Syah.g_00270	Prae.g_01601
OG0001652	Syah.g_00560	Prae.g_00688
OG0001666	Syah.g_01450	Prae.g_01276
OG0001667	Syah.g_02458	Prae.g_01295
OG0001671	Syah.g_00550	Prae.g_00695
OG0001718	Syah.g_02043	Prae.g_00362
OG0001749	Syah.g_00159	Prae.g_01394
OG0001995	Syah.g_01988	Prae.g_01259
OG0002380	Syah.g_02298	Prae.g_00397
OG0002425	Syah.g_00213	Prae.g_01403
OG0002426	Syah.g_00212	Prae.g_01437
OG0002488	Syah.g_00175	Prae.g_01435
OG0002490	Syah.g_00214	Prae.g_01424
OG0002695	Syah.g_00217	Prae.g_01405
OG0002767	Syah.g_01192	Prae.g_00055
OG0002794	Syah.g_00326	Prae.g_01398
OG0004055	Syah.g_00324	Prae.g_01400
OG0004056	Syah.g_00216	Prae.g_01423
OG0005387	Syah.g_02450	Prae.g_00701
