Orthogroup	Syah	Pras
OG0001162	Syah.g_01745	Pras.g_00452
OG0001163	Syah.g_02370	Pras.g_00542
OG0001164	Syah.g_02376	Pras.g_00546
OG0001165	Syah.g_02381	Pras.g_00549
OG0001166	Syah.g_02410	Pras.g_00569
OG0001167	Syah.g_02259	Pras.g_00586
OG0001168	Syah.g_02261	Pras.g_00588
OG0001169	Syah.g_02263	Pras.g_00590
OG0001170	Syah.g_02265	Pras.g_00592
OG0001171	Syah.g_02276	Pras.g_00602
OG0001172	Syah.g_00692	Pras.g_00616
OG0001173	Syah.g_00693	Pras.g_00617
OG0001174	Syah.g_00701	Pras.g_00625
OG0001175	Syah.g_00702	Pras.g_00626
OG0001176	Syah.g_00738	Pras.g_00633
OG0001177	Syah.g_00736	Pras.g_00636
OG0001178	Syah.g_02390	Pras.g_00641
OG0001179	Syah.g_00767	Pras.g_00671
OG0001180	Syah.g_00792	Pras.g_00693
OG0001181	Syah.g_00796	Pras.g_00697
OG0001182	Syah.g_00805	Pras.g_00704
OG0001183	Syah.g_00810	Pras.g_00708
OG0001184	Syah.g_00192	Pras.g_00724
OG0001185	Syah.g_00244	Pras.g_00738
OG0001186	Syah.g_00294	Pras.g_00762
OG0001187	Syah.g_00289	Pras.g_00766
OG0001188	Syah.g_00299	Pras.g_00769
OG0001189	Syah.g_00316	Pras.g_00786
OG0001190	Syah.g_00512	Pras.g_00790
OG0001191	Syah.g_00491	Pras.g_00800
OG0001192	Syah.g_00485	Pras.g_00804
OG0001193	Syah.g_00456	Pras.g_00815
OG0001194	Syah.g_00454	Pras.g_00816
OG0001195	Syah.g_00453	Pras.g_00817
OG0001196	Syah.g_00390	Pras.g_00830
OG0001197	Syah.g_00388	Pras.g_00831
OG0001198	Syah.g_00376	Pras.g_00839
OG0001199	Syah.g_02488	Pras.g_00925
OG0001200	Syah.g_02490	Pras.g_00927
OG0001201	Syah.g_02538	Pras.g_00959
OG0001202	Syah.g_00594	Pras.g_01050
OG0001203	Syah.g_00909	Pras.g_01090
OG0001204	Syah.g_00676	Pras.g_01095
OG0001205	Syah.g_02222	Pras.g_01323
OG0001206	Syah.g_01208	Pras.g_01340
OG0001207	Syah.g_00987	Pras.g_01355
OG0001208	Syah.g_00999	Pras.g_01360
OG0001209	Syah.g_01067	Pras.g_01412
OG0001210	Syah.g_01074	Pras.g_01417
OG0001211	Syah.g_01092	Pras.g_01427
OG0001212	Syah.g_01150	Pras.g_01472
OG0001213	Syah.g_01946	Pras.g_01505
OG0001214	Syah.g_01933	Pras.g_01513
OG0001215	Syah.g_01996	Pras.g_01566
OG0001216	Syah.g_01727	Pras.g_01608
OG0001217	Syah.g_01869	Pras.g_01649
OG0001218	Syah.g_01244	Pras.g_01657
OG0001219	Syah.g_01578	Pras.g_01690
OG0001220	Syah.g_02113	Pras.g_01752
OG0001221	Syah.g_01816	Pras.g_01812
OG0001223	Syah.g_01654	Pras.g_01877
OG0001224	Syah.g_02034	Pras.g_01930
OG0001225	Syah.g_02032	Pras.g_01932
OG0001226	Syah.g_01887	Pras.g_01958
OG0001227	Syah.g_00472	Pras.g_01976
OG0001228	Syah.g_02228	Pras.g_00102
OG0001229	Syah.g_02009	Pras.g_00248
OG0001230	Syah.g_01302	Pras.g_00342
OG0001231	Syah.g_00356	Pras.g_00450
OG0001232	Syah.g_02422	Pras.g_00573
OG0001233	Syah.g_02266	Pras.g_00593
OG0001234	Syah.g_00706	Pras.g_00628
OG0001236	Syah.g_00189	Pras.g_00721
OG0001237	Syah.g_00201	Pras.g_00725
OG0001238	Syah.g_00490	Pras.g_00801
OG0001240	Syah.g_02523	Pras.g_00944
OG0001241	Syah.g_02532	Pras.g_00952
OG0001242	Syah.g_00011	Pras.g_00970
OG0001243	Syah.g_00017	Pras.g_00976
OG0001244	Syah.g_00049	Pras.g_00992
OG0001245	Syah.g_01848	Pras.g_01233
OG0001246	Syah.g_01025	Pras.g_01382
OG0001247	Syah.g_01741	Pras.g_01559
OG0001248	Syah.g_01744	Pras.g_01561
OG0001249	Syah.g_00849	Pras.g_01679
OG0001250	Syah.g_02090	Pras.g_01741
OG0001251	Syah.g_00448	Pras.g_01789
OG0001252	Syah.g_02041	Pras.g_01925
OG0001253	Syah.g_01849	Pras.g_01977
OG0001254	Syah.g_01438	Pras.g_00025
OG0001255	Syah.g_00919	Pras.g_00040
OG0001256	Syah.g_02369	Pras.g_00443
OG0001257	Syah.g_01237	Pras.g_00449
OG0001258	Syah.g_02379	Pras.g_00547
OG0001259	Syah.g_02264	Pras.g_00591
OG0001260	Syah.g_02286	Pras.g_00608
OG0001262	Syah.g_00314	Pras.g_00784
OG0001263	Syah.g_00020	Pras.g_00979
OG0001265	Syah.g_00009	Pras.g_00969
OG0001266	Syah.g_00590	Pras.g_01054
OG0001267	Syah.g_00624	Pras.g_01132
OG0001268	Syah.g_00864	Pras.g_01192
OG0001269	Syah.g_00916	Pras.g_01212
OG0001270	Syah.g_02238	Pras.g_01312
OG0001271	Syah.g_01218	Pras.g_01350
OG0001272	Syah.g_01003	Pras.g_01364
OG0001273	Syah.g_01940	Pras.g_01507
OG0001274	Syah.g_00537	Pras.g_01579
OG0001275	Syah.g_01669	Pras.g_01888
OG0001276	Syah.g_01685	Pras.g_01909
OG0001277	Syah.g_00404	Pras.g_01966
OG0001278	Syah.g_01390	Pras.g_00107
OG0001279	Syah.g_01323	Pras.g_00152
OG0001280	Syah.g_02197	Pras.g_00208
OG0001282	Syah.g_00985	Pras.g_00251
OG0001283	Syah.g_00395	Pras.g_00270
OG0001284	Syah.g_02348	Pras.g_00423
OG0001286	Syah.g_00790	Pras.g_00691
OG0001287	Syah.g_00252	Pras.g_00745
OG0001288	Syah.g_00266	Pras.g_00754
OG0001289	Syah.g_02508	Pras.g_00938
OG0001291	Syah.g_00032	Pras.g_00986
OG0001292	Syah.g_00671	Pras.g_01100
OG0001293	Syah.g_00650	Pras.g_01113
OG0001294	Syah.g_01507	Pras.g_01231
OG0001295	Syah.g_01076	Pras.g_01345
OG0001296	Syah.g_01030	Pras.g_01387
OG0001297	Syah.g_01034	Pras.g_01392
OG0001298	Syah.g_01128	Pras.g_01453
OG0001299	Syah.g_01501	Pras.g_01542
OG0001300	Syah.g_02005	Pras.g_01569
OG0001301	Syah.g_02018	Pras.g_01572
OG0001302	Syah.g_01901	Pras.g_01688
OG0001303	Syah.g_01580	Pras.g_01892
OG0001304	Syah.g_01698	Pras.g_01919
OG0001305	Syah.g_02024	Pras.g_01938
OG0001306	Syah.g_02179	Pras.g_00042
OG0001307	Syah.g_00724	Pras.g_00233
OG0001309	Syah.g_01040	Pras.g_00447
OG0001310	Syah.g_02402	Pras.g_00562
OG0001311	Syah.g_01687	Pras.g_01911
OG0001314	Syah.g_02117	Pras.g_01639
OG0001315	Syah.g_00808	Pras.g_00913
OG0001316	Syah.g_00039	Pras.g_00991
OG0001317	Syah.g_00905	Pras.g_01086
OG0001318	Syah.g_00658	Pras.g_01108
OG0001319	Syah.g_00635	Pras.g_01124
OG0001321	Syah.g_02216	Pras.g_01329
OG0001322	Syah.g_02215	Pras.g_01330
OG0001323	Syah.g_01043	Pras.g_01397
OG0001324	Syah.g_02006	Pras.g_01570
OG0001325	Syah.g_01723	Pras.g_01611
OG0001326	Syah.g_00443	Pras.g_01777
OG0001327	Syah.g_01519	Pras.g_01950
OG0001328	Syah.g_01822	Pras.g_01975
OG0001329	Syah.g_01906	Pras.g_00017
OG0001330	Syah.g_02190	Pras.g_00177
OG0001332	Syah.g_02308	Pras.g_00394
OG0001333	Syah.g_02260	Pras.g_00587
OG0001334	Syah.g_00818	Pras.g_00711
OG0001335	Syah.g_00819	Pras.g_00712
OG0001336	Syah.g_00394	Pras.g_00827
OG0001340	Syah.g_00838	Pras.g_01180
OG0001341	Syah.g_02011	Pras.g_01647
OG0001343	Syah.g_00450	Pras.g_01786
OG0001344	Syah.g_02153	Pras.g_00060
OG0001345	Syah.g_02124	Pras.g_00075
OG0001346	Syah.g_02200	Pras.g_00210
OG0001352	Syah.g_01058	Pras.g_01556
OG0001355	Syah.g_01077	Pras.g_00144
OG0001358	Syah.g_01963	Pras.g_01496
OG0001359	Syah.g_00451	Pras.g_01787
OG0001360	Syah.g_02122	Pras.g_01978
OG0001361	Syah.g_02127	Pras.g_00072
OG0001362	Syah.g_01275	Pras.g_00364
OG0001363	Syah.g_01273	Pras.g_00366
OG0001364	Syah.g_00174	Pras.g_00714
OG0001370	Syah.g_01732, Syah.g_00429	Pras.g_01337
OG0001372	Syah.g_01055	Pras.g_01656
OG0001373	Syah.g_00444	Pras.g_01776
OG0001374	Syah.g_00436	Pras.g_01784
OG0001375	Syah.g_00449	Pras.g_01785
OG0001376	Syah.g_00483	Pras.g_01944
OG0001377	Syah.g_00484	Pras.g_01945
OG0001378	Syah.g_02239	Pras.g_01987
OG0001381	Syah.g_00717	Pras.g_00244
OG0001382	Syah.g_00258	Pras.g_00462
OG0001385	Syah.g_00447	Pras.g_01773
OG0001386	Syah.g_00446	Pras.g_01774
OG0001387	Syah.g_00445	Pras.g_01775
OG0001388	Syah.g_00442	Pras.g_01778
OG0001389	Syah.g_00441	Pras.g_01779
OG0001390	Syah.g_00440	Pras.g_01780
OG0001391	Syah.g_00439	Pras.g_01781
OG0001392	Syah.g_00438	Pras.g_01782
OG0001393	Syah.g_00437	Pras.g_01783
OG0001394	Syah.g_01810	Pras.g_01816
OG0001395	Syah.g_01705	Pras.g_01921
OG0001397	Syah.g_01274	Pras.g_00365
OG0001403	Syah.g_00341	Pras.g_00872
OG0001404	Syah.g_02482	Pras.g_00920
OG0001405	Syah.g_00821	Pras.g_01178
OG0001406	Syah.g_00482	Pras.g_01943
OG0001407	Syah.g_01059	Pras.g_01956
OG0001408	Syah.g_01378	Pras.g_01961
OG0001410	Syah.g_00725	Pras.g_00234
OG0001413	Syah.g_01894	Pras.g_00438
OG0001414	Syah.g_00718	Pras.g_01081
OG0001416	Syah.g_02204	Pras.g_01336
OG0001417	Syah.g_01640	Pras.g_01347
OG0001419	Syah.g_01060	Pras.g_01957
OG0001420	Syah.g_01053	Pras.g_01996
OG0001421	Syah.g_01851	Pras.g_00444
OG0001423	Syah.g_00965	Pras.g_01277, Pras.g_01276
OG0001428	Syah.g_00081	Pras.g_01023
OG0001430	Syah.g_00518	Pras.g_00172
OG0001432	Syah.g_01348	Pras.g_00436
OG0001435	Syah.g_01525	Pras.g_01797
OG0001439	Syah.g_00128	Pras.g_01159
OG0001442	Syah.g_01795	Pras.g_01637
OG0001446	Syah.g_01731	Pras.g_00930
OG0001447	Syah.g_00018	Pras.g_00977
OG0001448	Syah.g_01540	Pras.g_01220
OG0001449	Syah.g_00679	Pras.g_01254, Pras.g_01253
OG0001454	Syah.g_01888	Pras.g_01971
OG0001456	Syah.g_00434	Pras.g_00033
OG0001457	Syah.g_00433	Pras.g_00034
OG0001458	Syah.g_00432	Pras.g_00035
OG0001462	Syah.g_00335	Pras.g_00876
OG0001465	Syah.g_01737	Pras.g_01578
OG0001468	Syah.g_01899	Pras.g_01948
OG0001471	Syah.g_00123	Pras.g_00439
OG0001473	Syah.g_01903	Pras.g_00763
OG0001474	Syah.g_00865	Pras.g_01193
OG0001475	Syah.g_02244	Pras.g_00306
OG0001479	Syah.g_00862	Pras.g_01190
OG0001480	Syah.g_02114	Pras.g_01222
OG0001481	Syah.g_01703	Pras.g_01226
OG0001482	Syah.g_01650	Pras.g_01334
OG0001484	Syah.g_00435	Pras.g_00535
OG0001492	Syah.g_01393	Pras.g_00104
OG0001493	Syah.g_01385	Pras.g_00112
OG0001495	Syah.g_00735	Pras.g_00635
OG0001499	Syah.g_01463, Syah.g_01462	Pras.g_00912
OG0001502	Syah.g_02109	Pras.g_01671
OG0001507	Syah.g_02464	Pras.g_00491
OG0001520	Syah.g_01115	Pras.g_01246
OG0001522	Syah.g_02080	Pras.g_01733
OG0001547	Syah.g_01565	Pras.g_01673
OG0001548	Syah.g_01882	Pras.g_01677
OG0001549	Syah.g_02121	Pras.g_01759
OG0001551	Syah.g_02068	Pras.g_00032
OG0001557	Syah.g_01809	Pras.g_01817
OG0001567	Syah.g_01564	Pras.g_01672
OG0001568	Syah.g_01567	Pras.g_01674
OG0001572	Syah.g_01333	Pras.g_00143
OG0001582	Syah.g_02442	Pras.g_01346
OG0001585	Syah.g_01840	Pras.g_00155
OG0001586	Syah.g_00218	Pras.g_00313
OG0001602	Syah.g_01738	Pras.g_01577
OG0001625	Syah.g_00656	Pras.g_01110
OG0001633	Syah.g_01551	Pras.g_00247
OG0001667	Syah.g_02458	Pras.g_00180
OG0001712	Syah.g_01847	Pras.g_01267
OG0001713	Syah.g_02144	Pras.g_00908
OG0001718	Syah.g_02043	Pras.g_01216
OG0001755	Syah.g_01039	Pras.g_00305
OG0002015	Syah.g_00163	Pras.g_00315
OG0002112	Syah.g_00115	Pras.g_01258
OG0002156	Syah.g_01316	Pras.g_00891
OG0002157	Syah.g_00116	Pras.g_01259
OG0002158	Syah.g_00114	Pras.g_01257
OG0002244	Syah.g_02465	Pras.g_00490
OG0002349	Syah.g_02268	Pras.g_00595
OG0002387	Syah.g_02245, Syah.g_00196	Pras.g_00317
OG0002426	Syah.g_00212	Pras.g_00296
