Orthogroup	Syah	Praq
OG0001171	Syah.g_02276	Praq.g_00446
OG0001172	Syah.g_00692	Praq.g_00948
OG0001173	Syah.g_00693	Praq.g_00947
OG0001174	Syah.g_00701	Praq.g_00939
OG0001175	Syah.g_00702	Praq.g_00938
OG0001176	Syah.g_00738	Praq.g_00931
OG0001177	Syah.g_00736	Praq.g_00928
OG0001178	Syah.g_02390	Praq.g_00923
OG0001179	Syah.g_00767	Praq.g_00895
OG0001180	Syah.g_00792	Praq.g_00874
OG0001181	Syah.g_00796	Praq.g_00870
OG0001182	Syah.g_00805	Praq.g_00863
OG0001183	Syah.g_00810	Praq.g_00728
OG0001184	Syah.g_00192	Praq.g_00744
OG0001185	Syah.g_00244	Praq.g_00758
OG0001186	Syah.g_00294	Praq.g_00684
OG0001187	Syah.g_00289	Praq.g_00688
OG0001188	Syah.g_00299	Praq.g_00690
OG0001189	Syah.g_00316	Praq.g_00707
OG0001190	Syah.g_00512	Praq.g_00711
OG0001191	Syah.g_00491	Praq.g_00721
OG0001192	Syah.g_00485	Praq.g_00390
OG0001193	Syah.g_00456	Praq.g_00400
OG0001194	Syah.g_00454	Praq.g_00401
OG0001195	Syah.g_00453	Praq.g_00402
OG0001196	Syah.g_00390	Praq.g_00415
OG0001197	Syah.g_00388	Praq.g_00416
OG0001198	Syah.g_00376	Praq.g_00423
OG0001199	Syah.g_02488	Praq.g_01929
OG0001200	Syah.g_02490	Praq.g_01927
OG0001201	Syah.g_02538	Praq.g_01895
OG0001202	Syah.g_00594	Praq.g_01803
OG0001203	Syah.g_00909	Praq.g_01764
OG0001204	Syah.g_00676	Praq.g_01759
OG0001205	Syah.g_02222	Praq.g_01112
OG0001206	Syah.g_01208	Praq.g_00512
OG0001207	Syah.g_00987	Praq.g_00528
OG0001208	Syah.g_00999	Praq.g_00533
OG0001209	Syah.g_01067	Praq.g_01067
OG0001210	Syah.g_01074	Praq.g_01062
OG0001211	Syah.g_01092	Praq.g_01052
OG0001212	Syah.g_01150	Praq.g_01006
OG0001213	Syah.g_01946	Praq.g_00973
OG0001214	Syah.g_01933	Praq.g_00965
OG0001215	Syah.g_01996	Praq.g_00819
OG0001216	Syah.g_01727	Praq.g_00585
OG0001217	Syah.g_01869	Praq.g_00622
OG0001218	Syah.g_01244	Praq.g_00630
OG0001219	Syah.g_01578	Praq.g_00658
OG0001220	Syah.g_02113	Praq.g_01449
OG0001221	Syah.g_01816	Praq.g_01501
OG0001223	Syah.g_01654	Praq.g_01566
OG0001224	Syah.g_02034	Praq.g_01615
OG0001225	Syah.g_02032	Praq.g_01617
OG0001226	Syah.g_01887	Praq.g_01642
OG0001227	Syah.g_00472	Praq.g_01661
OG0001228	Syah.g_02228	Praq.g_01378
OG0001229	Syah.g_02009	Praq.g_00173
OG0001230	Syah.g_01302	Praq.g_00286
OG0001231	Syah.g_00356	Praq.g_00003
OG0001232	Syah.g_02422	Praq.g_00474
OG0001233	Syah.g_02266	Praq.g_00454
OG0001234	Syah.g_00706	Praq.g_00936
OG0001236	Syah.g_00189	Praq.g_00741
OG0001237	Syah.g_00201	Praq.g_00745
OG0001238	Syah.g_00490	Praq.g_00722
OG0001240	Syah.g_02523	Praq.g_01910
OG0001241	Syah.g_02532	Praq.g_01902
OG0001242	Syah.g_00011	Praq.g_01884
OG0001243	Syah.g_00017	Praq.g_01878
OG0001244	Syah.g_00049	Praq.g_01862
OG0001245	Syah.g_01848	Praq.g_01163
OG0001246	Syah.g_01025	Praq.g_01098
OG0001247	Syah.g_01741	Praq.g_00812
OG0001248	Syah.g_01744	Praq.g_00814
OG0001249	Syah.g_00849	Praq.g_00647
OG0001250	Syah.g_02090	Praq.g_01438
OG0001251	Syah.g_00448	Praq.g_01474
OG0001252	Syah.g_02041	Praq.g_01610
OG0001253	Syah.g_01849	Praq.g_01662
OG0001254	Syah.g_01438	Praq.g_01302
OG0001255	Syah.g_00919	Praq.g_01317
OG0001256	Syah.g_02369	Praq.g_00384
OG0001257	Syah.g_01237	Praq.g_00002
OG0001259	Syah.g_02264	Praq.g_00456
OG0001260	Syah.g_02286	Praq.g_00440
OG0001262	Syah.g_00314	Praq.g_00705
OG0001263	Syah.g_00020	Praq.g_01875
OG0001265	Syah.g_00009	Praq.g_01885
OG0001266	Syah.g_00590	Praq.g_01799
OG0001267	Syah.g_00624	Praq.g_01723
OG0001268	Syah.g_00864	Praq.g_01206
OG0001269	Syah.g_00916	Praq.g_01185
OG0001270	Syah.g_02238	Praq.g_01123
OG0001271	Syah.g_01218	Praq.g_00523
OG0001272	Syah.g_01003	Praq.g_00537
OG0001273	Syah.g_01940	Praq.g_00971
OG0001274	Syah.g_00537	Praq.g_00832
OG0001275	Syah.g_01669	Praq.g_01575
OG0001276	Syah.g_01685	Praq.g_01594
OG0001277	Syah.g_00404	Praq.g_01651
OG0001278	Syah.g_01390	Praq.g_01383
OG0001280	Syah.g_02197	Praq.g_00132
OG0001281	Syah.g_02207	Praq.g_00138
OG0001282	Syah.g_00985	Praq.g_00178
OG0001283	Syah.g_00395	Praq.g_00197
OG0001284	Syah.g_02348	Praq.g_00364
OG0001287	Syah.g_00252	Praq.g_00765
OG0001288	Syah.g_00266	Praq.g_00773
OG0001289	Syah.g_02508	Praq.g_01916
OG0001291	Syah.g_00032	Praq.g_01868
OG0001292	Syah.g_00671	Praq.g_01754
OG0001293	Syah.g_00650	Praq.g_01742
OG0001294	Syah.g_01507	Praq.g_01165
OG0001295	Syah.g_01076	Praq.g_00517
OG0001296	Syah.g_01030	Praq.g_01093
OG0001297	Syah.g_01034	Praq.g_01088
OG0001298	Syah.g_01128	Praq.g_01026
OG0001299	Syah.g_01501	Praq.g_00795
OG0001300	Syah.g_02005	Praq.g_00822
OG0001301	Syah.g_02018	Praq.g_00825
OG0001302	Syah.g_01901	Praq.g_00656
OG0001303	Syah.g_01580	Praq.g_01579
OG0001304	Syah.g_01698	Praq.g_01604
OG0001305	Syah.g_02024	Praq.g_01623
OG0001306	Syah.g_02179	Praq.g_01319
OG0001307	Syah.g_00724	Praq.g_00158
OG0001310	Syah.g_02402	Praq.g_00485
OG0001311	Syah.g_01687	Praq.g_01596
OG0001312	Syah.g_01590	Praq.g_01529
OG0001315	Syah.g_00808	Praq.g_01942
OG0001316	Syah.g_00039	Praq.g_01863
OG0001317	Syah.g_00905	Praq.g_01768
OG0001318	Syah.g_00658	Praq.g_01747
OG0001319	Syah.g_00635	Praq.g_01731
OG0001321	Syah.g_02216	Praq.g_00500
OG0001322	Syah.g_02215	Praq.g_00501
OG0001323	Syah.g_01043	Praq.g_01083
OG0001324	Syah.g_02006	Praq.g_00823
OG0001325	Syah.g_01723	Praq.g_00588
OG0001326	Syah.g_00443	Praq.g_00846
OG0001327	Syah.g_01519	Praq.g_01634
OG0001328	Syah.g_01822	Praq.g_01660
OG0001329	Syah.g_01906	Praq.g_01294
OG0001330	Syah.g_02190	Praq.g_00111
OG0001332	Syah.g_02308	Praq.g_00337
OG0001333	Syah.g_02260	Praq.g_00460
OG0001334	Syah.g_00818	Praq.g_00731
OG0001335	Syah.g_00819	Praq.g_00732
OG0001336	Syah.g_00394	Praq.g_00412
OG0001340	Syah.g_00838	Praq.g_01674
OG0001341	Syah.g_02011	Praq.g_00620
OG0001343	Syah.g_00450	Praq.g_01471
OG0001344	Syah.g_02153	Praq.g_01337
OG0001345	Syah.g_02124	Praq.g_01352
OG0001346	Syah.g_02200	Praq.g_00134
OG0001348	Syah.g_02073	Praq.g_00023
OG0001352	Syah.g_01058	Praq.g_00809
OG0001355	Syah.g_01077	Praq.g_00033, Praq.g_00044
OG0001358	Syah.g_01963	Praq.g_00982
OG0001359	Syah.g_00451	Praq.g_01472
OG0001360	Syah.g_02122	Praq.g_01663
OG0001361	Syah.g_02127	Praq.g_01349
OG0001362	Syah.g_01275	Praq.g_00308
OG0001363	Syah.g_01273	Praq.g_00310
OG0001364	Syah.g_00174	Praq.g_00734
OG0001370	Syah.g_01732, Syah.g_00429	Praq.g_00509
OG0001372	Syah.g_01055	Praq.g_00629
OG0001373	Syah.g_00444	Praq.g_00847
OG0001374	Syah.g_00436	Praq.g_00839
OG0001375	Syah.g_00449	Praq.g_01470
OG0001376	Syah.g_00483	Praq.g_01628
OG0001377	Syah.g_00484	Praq.g_01629
OG0001378	Syah.g_02239	Praq.g_01272
OG0001381	Syah.g_00717	Praq.g_00169
OG0001382	Syah.g_00258	Praq.g_00016
OG0001385	Syah.g_00447	Praq.g_00850
OG0001386	Syah.g_00446	Praq.g_00849
OG0001387	Syah.g_00445	Praq.g_00848
OG0001388	Syah.g_00442	Praq.g_00845
OG0001389	Syah.g_00441	Praq.g_00844
OG0001390	Syah.g_00440	Praq.g_00843
OG0001391	Syah.g_00439	Praq.g_00842
OG0001392	Syah.g_00438	Praq.g_00841
OG0001393	Syah.g_00437	Praq.g_00840
OG0001395	Syah.g_01705	Praq.g_01606
OG0001397	Syah.g_01274	Praq.g_00309
OG0001400	Syah.g_00045	Praq.g_00265
OG0001403	Syah.g_00341	Praq.g_01233
OG0001404	Syah.g_02482	Praq.g_01935
OG0001405	Syah.g_00821	Praq.g_01676
OG0001406	Syah.g_00482	Praq.g_01627
OG0001407	Syah.g_01059	Praq.g_01640
OG0001408	Syah.g_01378	Praq.g_01646, Praq.g_01645
OG0001410	Syah.g_00725	Praq.g_00159
OG0001413	Syah.g_01894	Praq.g_00379
OG0001414	Syah.g_00718	Praq.g_01773
OG0001416	Syah.g_02204	Praq.g_00508
OG0001417	Syah.g_01640	Praq.g_00519, Praq.g_00520
OG0001419	Syah.g_01060	Praq.g_01641
OG0001420	Syah.g_01053	Praq.g_01280
OG0001421	Syah.g_01851	Praq.g_00385
OG0001423	Syah.g_00965	Praq.g_00859
OG0001425	Syah.g_00486	Praq.g_00389
OG0001428	Syah.g_00081	Praq.g_01830
OG0001430	Syah.g_00518	Praq.g_00106
OG0001432	Syah.g_01348	Praq.g_00377
OG0001433	Syah.g_01513	Praq.g_00066
OG0001434	Syah.g_01805	Praq.g_01509
OG0001435	Syah.g_01525	Praq.g_01486
OG0001438	Syah.g_00102	Praq.g_01709
OG0001439	Syah.g_00128	Praq.g_01695
OG0001442	Syah.g_01795	Praq.g_00613
OG0001446	Syah.g_01731	Praq.g_01924
OG0001447	Syah.g_00018	Praq.g_01877
OG0001448	Syah.g_01540	Praq.g_01177
OG0001452	Syah.g_00663	Praq.g_01476
OG0001454	Syah.g_01888	Praq.g_01656
OG0001456	Syah.g_00434	Praq.g_01310
OG0001457	Syah.g_00433	Praq.g_01311
OG0001458	Syah.g_00432	Praq.g_01312
OG0001459	Syah.g_01456	Praq.g_00092
OG0001462	Syah.g_00335	Praq.g_01238
OG0001465	Syah.g_01737	Praq.g_00831
OG0001468	Syah.g_01899	Praq.g_01632
OG0001470	Syah.g_02242	Praq.g_00199
OG0001471	Syah.g_00123	Praq.g_00380
OG0001473	Syah.g_01903	Praq.g_00685
OG0001474	Syah.g_00865	Praq.g_01205
OG0001475	Syah.g_02244	Praq.g_00201
OG0001479	Syah.g_00862	Praq.g_01208
OG0001480	Syah.g_02114	Praq.g_01175
OG0001481	Syah.g_01703	Praq.g_01170
OG0001482	Syah.g_01650	Praq.g_00506
OG0001492	Syah.g_01393	Praq.g_01380
OG0001493	Syah.g_01385	Praq.g_01388
OG0001494	Syah.g_02438	Praq.g_00252
OG0001499	Syah.g_01463, Syah.g_01462	Praq.g_01943
OG0001502	Syah.g_02109	Praq.g_00643
OG0001504	Syah.g_01455	Praq.g_00093
OG0001507	Syah.g_02464	Praq.g_01957
OG0001508	Syah.g_02241	Praq.g_00198
OG0001520	Syah.g_01115	Praq.g_01151, Praq.g_01150
OG0001522	Syah.g_02080	Praq.g_01430
OG0001528	Syah.g_02243	Praq.g_00200
OG0001546	Syah.g_01047	Praq.g_01078
OG0001548	Syah.g_01882	Praq.g_00645
OG0001551	Syah.g_02068	Praq.g_01309
OG0001572	Syah.g_01333	Praq.g_00078
OG0001582	Syah.g_02442	Praq.g_00518
OG0001585	Syah.g_01840	Praq.g_00089
OG0001588	Syah.g_00177	Praq.g_00270
OG0001602	Syah.g_01738	Praq.g_00830
OG0001625	Syah.g_00656	Praq.g_01745
OG0001633	Syah.g_01551	Praq.g_00172
OG0001667	Syah.g_02458	Praq.g_00113
OG0001712	Syah.g_01847	Praq.g_01133
OG0001713	Syah.g_02144	Praq.g_01946
OG0001718	Syah.g_02043	Praq.g_01181
OG0002155	Syah.g_00227	Praq.g_00243, Praq.g_00227
OG0002156	Syah.g_01316	Praq.g_01252, Praq.g_01253
OG0002425	Syah.g_00213	Praq.g_00254
OG0002426	Syah.g_00212	Praq.g_00249
OG0002488	Syah.g_00175	Praq.g_00256
OG0002695	Syah.g_00217	Praq.g_00255
OG0003029	Syah.g_01176	Praq.g_00077
