Orthogroup	Syad	Prbd
OG0001122	Syad.g_01689	Prbd.g_00312
OG0001123	Syad.g_01682	Prbd.g_00316
OG0001124	Syad.g_01680	Prbd.g_00318
OG0001125	Syad.g_01678	Prbd.g_00319
OG0001126	Syad.g_01276	Prbd.g_00329
OG0001127	Syad.g_01277	Prbd.g_00330
OG0001128	Syad.g_01280	Prbd.g_00332
OG0001129	Syad.g_01282	Prbd.g_00333
OG0001130	Syad.g_01283	Prbd.g_00334
OG0001131	Syad.g_01953	Prbd.g_00370
OG0001132	Syad.g_02038	Prbd.g_00380
OG0001133	Syad.g_02172	Prbd.g_00414
OG0001134	Syad.g_01527	Prbd.g_00427
OG0001135	Syad.g_01529	Prbd.g_00430
OG0001136	Syad.g_01150	Prbd.g_00465
OG0001137	Syad.g_01169	Prbd.g_00476
OG0001138	Syad.g_01493	Prbd.g_00494
OG0001139	Syad.g_01491	Prbd.g_00495
OG0001140	Syad.g_01490	Prbd.g_00496
OG0001141	Syad.g_01489	Prbd.g_00497
OG0001142	Syad.g_01488	Prbd.g_00498
OG0001143	Syad.g_01473	Prbd.g_00505
OG0001144	Syad.g_01457	Prbd.g_00510
OG0001145	Syad.g_01112	Prbd.g_01809
OG0001146	Syad.g_02412	Prbd.g_01797
OG0001147	Syad.g_02349	Prbd.g_01778
OG0001148	Syad.g_00889	Prbd.g_01762
OG0001149	Syad.g_00888	Prbd.g_01761
OG0001150	Syad.g_00887	Prbd.g_01760
OG0001151	Syad.g_00875	Prbd.g_01749
OG0001152	Syad.g_00872	Prbd.g_01748
OG0001153	Syad.g_02318	Prbd.g_01657
OG0001154	Syad.g_02319	Prbd.g_01656
OG0001155	Syad.g_02540	Prbd.g_01644
OG0001156	Syad.g_02543	Prbd.g_01641
OG0001157	Syad.g_02544	Prbd.g_01640
OG0001158	Syad.g_02546	Prbd.g_01639
OG0001159	Syad.g_02547	Prbd.g_01638
OG0001160	Syad.g_02595	Prbd.g_01613
OG0001161	Syad.g_00026	Prbd.g_01600
OG0001162	Syad.g_01844	Prbd.g_01589
OG0001163	Syad.g_02610	Prbd.g_01533
OG0001164	Syad.g_02616	Prbd.g_01529
OG0001165	Syad.g_02621	Prbd.g_01526
OG0001166	Syad.g_02647	Prbd.g_01506
OG0001167	Syad.g_02486	Prbd.g_01489
OG0001168	Syad.g_02488	Prbd.g_01487
OG0001169	Syad.g_02490	Prbd.g_01485
OG0001170	Syad.g_02492	Prbd.g_01483
OG0001171	Syad.g_02503	Prbd.g_01473
OG0001172	Syad.g_00594	Prbd.g_01460
OG0001173	Syad.g_00595	Prbd.g_01459
OG0001174	Syad.g_00603	Prbd.g_01451
OG0001175	Syad.g_00604	Prbd.g_01450
OG0001176	Syad.g_00644	Prbd.g_01443
OG0001177	Syad.g_00641	Prbd.g_01440
OG0001178	Syad.g_02629	Prbd.g_01435
OG0001179	Syad.g_00675	Prbd.g_01407
OG0001180	Syad.g_00700	Prbd.g_01385
OG0001181	Syad.g_00704	Prbd.g_01381
OG0001182	Syad.g_00712	Prbd.g_01374
OG0001183	Syad.g_00717	Prbd.g_01370
OG0001184	Syad.g_00378	Prbd.g_01354
OG0001185	Syad.g_00354	Prbd.g_01340
OG0001186	Syad.g_00247	Prbd.g_01316
OG0001187	Syad.g_00245	Prbd.g_01311
OG0001188	Syad.g_00238	Prbd.g_01309
OG0001189	Syad.g_00217	Prbd.g_01292
OG0001190	Syad.g_03034	Prbd.g_01288
OG0001192	Syad.g_00013	Prbd.g_01274
OG0001193	Syad.g_00072	Prbd.g_01264
OG0001194	Syad.g_00075	Prbd.g_01263
OG0001195	Syad.g_00076	Prbd.g_01262
OG0001196	Syad.g_00144	Prbd.g_01249
OG0001197	Syad.g_00146	Prbd.g_01248
OG0001198	Syad.g_00159	Prbd.g_01240
OG0001199	Syad.g_02735	Prbd.g_01170
OG0001200	Syad.g_02737	Prbd.g_01168
OG0001201	Syad.g_02802	Prbd.g_01136
OG0001202	Syad.g_02945	Prbd.g_01041
OG0001203	Syad.g_00821	Prbd.g_01001
OG0001204	Syad.g_00577	Prbd.g_00996
OG0001205	Syad.g_02440	Prbd.g_00797
OG0001206	Syad.g_02385	Prbd.g_00780
OG0001207	Syad.g_00893	Prbd.g_00765
OG0001208	Syad.g_00906	Prbd.g_00760
OG0001209	Syad.g_00980	Prbd.g_00707
OG0001210	Syad.g_00993	Prbd.g_00702
OG0001212	Syad.g_01082	Prbd.g_00648
OG0001213	Syad.g_02163	Prbd.g_00615
OG0001214	Syad.g_02150	Prbd.g_00607
OG0001215	Syad.g_01366	Prbd.g_00554
OG0001216	Syad.g_01816	Prbd.g_00009
OG0001218	Syad.g_02328	Prbd.g_00056
OG0001219	Syad.g_01653	Prbd.g_00091
OG0001220	Syad.g_01195	Prbd.g_00154
OG0001221	Syad.g_01950	Prbd.g_00217
OG0001222	Syad.g_01770	Prbd.g_00256
OG0001223	Syad.g_01715	Prbd.g_00282
OG0001224	Syad.g_01286	Prbd.g_00336
OG0001225	Syad.g_01288	Prbd.g_00338
OG0001226	Syad.g_02100	Prbd.g_00364
OG0001227	Syad.g_00029	Prbd.g_00383
OG0001228	Syad.g_02460	Prbd.g_00513
OG0001229	Syad.g_01314	Prbd.g_01766
OG0001231	Syad.g_00179	Prbd.g_01591
OG0001232	Syad.g_02658	Prbd.g_01502
OG0001233	Syad.g_02493	Prbd.g_01482
OG0001234	Syad.g_00608	Prbd.g_01448
OG0001235	Syad.g_00633	Prbd.g_01438
OG0001236	Syad.g_00412	Prbd.g_01357
OG0001237	Syad.g_00376	Prbd.g_01353
OG0001238	Syad.g_00007	Prbd.g_01277
OG0001239	Syad.g_02732	Prbd.g_01173
OG0001240	Syad.g_02785	Prbd.g_01151
OG0001241	Syad.g_02795	Prbd.g_01143
OG0001242	Syad.g_02827	Prbd.g_01124
OG0001243	Syad.g_02841	Prbd.g_01118
OG0001244	Syad.g_02873	Prbd.g_01101
OG0001245	Syad.g_02223	Prbd.g_00858
OG0001246	Syad.g_00933	Prbd.g_00738
OG0001247	Syad.g_01837	Prbd.g_00561
OG0001248	Syad.g_01843	Prbd.g_00559
OG0001249	Syad.g_00756	Prbd.g_00080
OG0001250	Syad.g_01227	Prbd.g_00143
OG0001251	Syad.g_00083	Prbd.g_00191
OG0001252	Syad.g_01279	Prbd.g_00331
OG0001253	Syad.g_02037	Prbd.g_00384
OG0001254	Syad.g_01528	Prbd.g_00429
OG0001255	Syad.g_02224	Prbd.g_00452
OG0001256	Syad.g_02609	Prbd.g_01598
OG0001257	Syad.g_02210	Prbd.g_01592
OG0001258	Syad.g_02619	Prbd.g_01528
OG0001260	Syad.g_02514	Prbd.g_01467
OG0001261	Syad.g_00684	Prbd.g_01399
OG0001262	Syad.g_00219	Prbd.g_01294
OG0001263	Syad.g_02844	Prbd.g_01115
OG0001265	Syad.g_02825	Prbd.g_01125
OG0001266	Syad.g_02949	Prbd.g_01037
OG0001267	Syad.g_00523	Prbd.g_00959
OG0001268	Syad.g_00767	Prbd.g_00900
OG0001270	Syad.g_02453	Prbd.g_00808
OG0001271	Syad.g_02356	Prbd.g_00770
OG0001272	Syad.g_00910	Prbd.g_00756
OG0001273	Syad.g_02157	Prbd.g_00613
OG0001274	Syad.g_02988	Prbd.g_00541
OG0001275	Syad.g_01699	Prbd.g_00292
OG0001276	Syad.g_01683	Prbd.g_00315
OG0001277	Syad.g_00127	Prbd.g_00372
OG0001278	Syad.g_01445	Prbd.g_00518
OG0001279	Syad.g_02248	Prbd.g_01893
OG0001280	Syad.g_02402	Prbd.g_01802
OG0001281	Syad.g_02413	Prbd.g_01796
OG0001282	Syad.g_00890	Prbd.g_01763
OG0001283	Syad.g_00138	Prbd.g_01744
OG0001284	Syad.g_02585	Prbd.g_01618, Prbd.g_01619
OG0001285	Syad.g_02043	Prbd.g_01499
OG0001286	Syad.g_00698	Prbd.g_01387
OG0001287	Syad.g_00346	Prbd.g_01333
OG0001288	Syad.g_00326	Prbd.g_01324
OG0001289	Syad.g_02767	Prbd.g_01157
OG0001290	Syad.g_02794	Prbd.g_01144
OG0001291	Syad.g_02854	Prbd.g_01108
OG0001292	Syad.g_00572	Prbd.g_00991
OG0001293	Syad.g_00549	Prbd.g_00978
OG0001294	Syad.g_01597	Prbd.g_00860
OG0001295	Syad.g_00997	Prbd.g_00775
OG0001296	Syad.g_00939	Prbd.g_00733
OG0001297	Syad.g_00943	Prbd.g_00728
OG0001298	Syad.g_01055	Prbd.g_00666
OG0001299	Syad.g_01591	Prbd.g_00578
OG0001300	Syad.g_01339	Prbd.g_00551
OG0001301	Syad.g_01303	Prbd.g_00548
OG0001302	Syad.g_02123	Prbd.g_00089
OG0001303	Syad.g_01655	Prbd.g_00296
OG0001304	Syad.g_01669	Prbd.g_00325
OG0001305	Syad.g_01296	Prbd.g_00344
OG0001306	Syad.g_01119	Prbd.g_00454
OG0001307	Syad.g_00626	Prbd.g_01781
OG0001309	Syad.g_00950	Prbd.g_01594
OG0001310	Syad.g_02638	Prbd.g_01513
OG0001311	Syad.g_01681	Prbd.g_00317
OG0001312	Syad.g_01788	Prbd.g_00245
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prbd.g_00039
OG0001315	Syad.g_00715	Prbd.g_01182
OG0001316	Syad.g_02861	Prbd.g_01102
OG0001317	Syad.g_00814	Prbd.g_01005
OG0001318	Syad.g_00557	Prbd.g_00983
OG0001321	Syad.g_02423	Prbd.g_00791
OG0001322	Syad.g_02422	Prbd.g_00790
OG0001323	Syad.g_00953	Prbd.g_00723
OG0001324	Syad.g_01338	Prbd.g_00550
OG0001325	Syad.g_01811	Prbd.g_00012
OG0001326	Syad.g_00092	Prbd.g_00179
OG0001327	Syad.g_01605	Prbd.g_00356
OG0001328	Syad.g_01638	Prbd.g_00382
OG0001329	Syad.g_00866	Prbd.g_00421
OG0001332	Syad.g_02535	Prbd.g_01646
OG0001333	Syad.g_02487	Prbd.g_01488
OG0001334	Syad.g_00725	Prbd.g_01367
OG0001335	Syad.g_00726	Prbd.g_01366
OG0001336	Syad.g_00139	Prbd.g_01252
OG0001339	Syad.g_02797	Prbd.g_01141
OG0001340	Syad.g_00742	Prbd.g_00911
OG0001341	Syad.g_01312	Prbd.g_00047
OG0001343	Syad.g_00079	Prbd.g_00188
OG0001344	Syad.g_01157	Prbd.g_00472
OG0001345	Syad.g_01188	Prbd.g_00487
OG0001346	Syad.g_02406	Prbd.g_01800
OG0001347	Syad.g_00454, Syad.g_00308	Prbd.g_01815
OG0001348	Syad.g_01250	Prbd.g_01570
OG0001349	Syad.g_02663	Prbd.g_01719
OG0001350	Syad.g_00820	Prbd.g_01537
OG0001352	Syad.g_00969	Prbd.g_00564
OG0001353	Syad.g_01244	Prbd.g_00134
OG0001354	Syad.g_01728	Prbd.g_00274
OG0001356	Syad.g_01251	Prbd.g_00830
OG0001358	Syad.g_02179	Prbd.g_00624
OG0001359	Syad.g_00078	Prbd.g_00189
OG0001360	Syad.g_01191	Prbd.g_00385
OG0001361	Syad.g_01185	Prbd.g_00484
OG0001362	Syad.g_02294	Prbd.g_01675
OG0001363	Syad.g_02296	Prbd.g_01673
OG0001364	Syad.g_00431	Prbd.g_01364
OG0001369	Syad.g_02784	Prbd.g_01152
OG0001373	Syad.g_00091	Prbd.g_00178
OG0001374	Syad.g_00099	Prbd.g_00186
OG0001375	Syad.g_00080	Prbd.g_00187
OG0001376	Syad.g_00015	Prbd.g_00350
OG0001377	Syad.g_00014	Prbd.g_00351
OG0001378	Syad.g_02454	Prbd.g_00394
OG0001379	Syad.g_02397	Prbd.g_01807
OG0001381	Syad.g_01266, Syad.g_00614	Prbd.g_01770
OG0001385	Syad.g_00088	Prbd.g_00175
OG0001386	Syad.g_00089	Prbd.g_00176
OG0001387	Syad.g_00090	Prbd.g_00177
OG0001388	Syad.g_00093	Prbd.g_00180
OG0001389	Syad.g_00094	Prbd.g_00181
OG0001390	Syad.g_00095	Prbd.g_00182
OG0001391	Syad.g_00096	Prbd.g_00183
OG0001392	Syad.g_00097	Prbd.g_00184
OG0001393	Syad.g_00098	Prbd.g_00185
OG0001394	Syad.g_01920	Prbd.g_00221
OG0001395	Syad.g_01792	Prbd.g_00327
OG0001396	Syad.g_00455	Prbd.g_01814
OG0001397	Syad.g_02295	Prbd.g_01674
OG0001398	Syad.g_01977	Prbd.g_01565
OG0001399	Syad.g_02336	Prbd.g_01446
OG0001402	Syad.g_02174	Prbd.g_00063
OG0001403	Syad.g_00197	Prbd.g_01207
OG0001404	Syad.g_02727	Prbd.g_01176
OG0001405	Syad.g_00728	Prbd.g_00913
OG0001407	Syad.g_00970	Prbd.g_00362
OG0001408	Syad.g_01431	Prbd.g_00367
OG0001410	Syad.g_00627	Prbd.g_01780
OG0001413	Syad.g_02113	Prbd.g_01603
OG0001414	Syad.g_00615	Prbd.g_01010
OG0001416	Syad.g_02410	Prbd.g_00783
OG0001417	Syad.g_01729	Prbd.g_00773
OG0001419	Syad.g_00971	Prbd.g_00363
OG0001420	Syad.g_00963	Prbd.g_00403
OG0001421	Syad.g_02105, Syad.g_02039	Prbd.g_01597
OG0001423	Syad.g_02707, Syad.g_02708	Prbd.g_00832
OG0001428	Syad.g_02906	Prbd.g_01068
OG0001429	Syad.g_01656	Prbd.g_00092
OG0001431	Syad.g_00393	Prbd.g_01860
OG0001432	Syad.g_01382	Prbd.g_01605
OG0001433	Syad.g_01253, Syad.g_01252	Prbd.g_00829
OG0001434	Syad.g_01916	Prbd.g_00225
OG0001435	Syad.g_01612	Prbd.g_00202
OG0001438	Syad.g_00507	Prbd.g_00946
OG0001439	Syad.g_00476	Prbd.g_00932
OG0001442	Syad.g_01906	Prbd.g_00037
OG0001447	Syad.g_02842	Prbd.g_01117
OG0001448	Syad.g_02723	Prbd.g_00872
OG0001449	Syad.g_00583	Prbd.g_00841
OG0001452	Syad.g_00563	Prbd.g_00193
OG0001453	Syad.g_01709	Prbd.g_00286
OG0001454	Syad.g_02101	Prbd.g_00378
OG0001456	Syad.g_00101	Prbd.g_00445
OG0001457	Syad.g_00102	Prbd.g_00446
OG0001458	Syad.g_00103	Prbd.g_00447
OG0001459	Syad.g_01550	Prbd.g_01879
OG0001460	Syad.g_01254	Prbd.g_00828
OG0001461	Syad.g_02162	Prbd.g_00823
OG0001462	Syad.g_00204	Prbd.g_01203
OG0001463	Syad.g_01264	Prbd.g_00953
OG0001464	Syad.g_00743	Prbd.g_00910
OG0001465	Syad.g_01830	Prbd.g_00542
OG0001471	Syad.g_00484	Prbd.g_01602
OG0001473	Syad.g_02127	Prbd.g_01315
OG0001474	Syad.g_00768	Prbd.g_00899
OG0001479	Syad.g_00765	Prbd.g_00902
OG0001480	Syad.g_01194	Prbd.g_00870
OG0001482	Syad.g_01719	Prbd.g_00785
OG0001492	Syad.g_01448	Prbd.g_00515
OG0001493	Syad.g_01439	Prbd.g_00523
OG0001499	Syad.g_02081	Prbd.g_01183
OG0001502	Syad.g_01202	Prbd.g_00072
OG0001504	Syad.g_01535	Prbd.g_01878
OG0001520	Syad.g_01039	Prbd.g_00846
OG0001522	Syad.g_01243	Prbd.g_00135
OG0001525	Syad.g_00036	Prbd.g_01586
OG0001547	Syad.g_01963	Prbd.g_00074
OG0001548	Syad.g_02092	Prbd.g_00078
OG0001551	Syad.g_01256	Prbd.g_00444
OG0001554	Syad.g_03031	Prbd.g_01596
OG0001555	Syad.g_01923	Prbd.g_01582
OG0001556	Syad.g_01509	Prbd.g_00825
OG0001567	Syad.g_01965	Prbd.g_00073
OG0001568	Syad.g_01961	Prbd.g_00075
OG0001570	Syad.g_01985	Prbd.g_00405
OG0001573	Syad.g_00398	Prbd.g_01817
OG0001573	Syad.g_00490, Syad.g_00491, Syad.g_00477, Syad.g_01556, Syad.g_01566, Syad.g_01423	Prbd.g_00821, Prbd.g_01098
OG0001582	Syad.g_02086	Prbd.g_00774
OG0001585	Syad.g_02678	Prbd.g_01889
OG0001602	Syad.g_01831	Prbd.g_00543
OG0001625	Syad.g_00555	Prbd.g_00981
OG0001635	Syad.g_00322	Prbd.g_01545
OG0001647	Syad.g_00531	Prbd.g_00966
OG0001666	Syad.g_01536	Prbd.g_01880
OG0001690	Syad.g_01561, Syad.g_03047	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904
OG0001695	Syad.g_00123	Prbd.g_01854
OG0001700	Syad.g_01976	Prbd.g_00827
OG0001740	Syad.g_00124	Prbd.g_01853
OG0002020	Syad.g_00120	Prbd.g_01852
OG0002021	Syad.g_00118	Prbd.g_01850
OG0002022	Syad.g_00115	Prbd.g_01849
OG0002023	Syad.g_00114	Prbd.g_01848
OG0002024	Syad.g_00108	Prbd.g_01844
OG0002054	Syad.g_00107	Prbd.g_01843
OG0002055	Syad.g_00110	Prbd.g_01846
OG0002107	Syad.g_02054	Prbd.g_00437
OG0002131	Syad.g_00119	Prbd.g_01851
OG0002132	Syad.g_00111	Prbd.g_01847
OG0002133	Syad.g_00109	Prbd.g_01845
OG0002178	Syad.g_00113	Prbd.g_01841
OG0002225	Syad.g_02053	Prbd.g_00436
OG0002321	Syad.g_00278	Prbd.g_01741
OG0002380	Syad.g_02681	Prbd.g_00837
OG0002416	Syad.g_02044	Prbd.g_00529
OG0002432	Syad.g_03007	Prbd.g_01821
OG0002492	Syad.g_03013	Prbd.g_01823
OG0002592	Syad.g_03016	Prbd.g_01819
OG0002632	Syad.g_03014	Prbd.g_01822
OG0002708	Syad.g_00390	Prbd.g_00819
OG0002785	Syad.g_02531	Prbd.g_00535
OG0002842	Syad.g_03009	Prbd.g_01820
OG0003498	Syad.g_01483, Syad.g_01482	Prbd.g_01314
