Orthogroup	Syad	Prau
OG0001166	Syad.g_02647	Prau.g_01751
OG0001167	Syad.g_02486	Prau.g_01768
OG0001168	Syad.g_02488	Prau.g_01770
OG0001169	Syad.g_02490	Prau.g_01772
OG0001170	Syad.g_02492	Prau.g_01774
OG0001171	Syad.g_02503	Prau.g_01783
OG0001172	Syad.g_00594	Prau.g_01797
OG0001173	Syad.g_00595	Prau.g_01798
OG0001174	Syad.g_00603	Prau.g_01806
OG0001175	Syad.g_00604	Prau.g_01807
OG0001176	Syad.g_00644	Prau.g_01814
OG0001177	Syad.g_00641	Prau.g_01817
OG0001178	Syad.g_02629	Prau.g_01822
OG0001179	Syad.g_00675	Prau.g_01853
OG0001180	Syad.g_00700	Prau.g_01875
OG0001181	Syad.g_00704	Prau.g_01879
OG0001182	Syad.g_00712	Prau.g_01886
OG0001183	Syad.g_00717	Prau.g_01890
OG0001184	Syad.g_00378	Prau.g_01906
OG0001185	Syad.g_00354	Prau.g_01920
OG0001186	Syad.g_00247	Prau.g_01943
OG0001187	Syad.g_00245	Prau.g_01947
OG0001188	Syad.g_00238	Prau.g_01950
OG0001189	Syad.g_00217	Prau.g_01967
OG0001190	Syad.g_03034	Prau.g_01971
OG0001192	Syad.g_00013	Prau.g_01985
OG0001193	Syad.g_00072	Prau.g_01995
OG0001194	Syad.g_00075	Prau.g_01996
OG0001195	Syad.g_00076	Prau.g_01997
OG0001196	Syad.g_00144	Prau.g_02010
OG0001197	Syad.g_00146	Prau.g_02011
OG0001198	Syad.g_00159	Prau.g_02019
OG0001199	Syad.g_02735	Prau.g_00075
OG0001200	Syad.g_02737	Prau.g_00077
OG0001201	Syad.g_02802	Prau.g_00109
OG0001202	Syad.g_02945	Prau.g_00200
OG0001203	Syad.g_00821	Prau.g_00239
OG0001204	Syad.g_00577	Prau.g_00245
OG0001205	Syad.g_02440	Prau.g_00486
OG0001206	Syad.g_02385	Prau.g_00504
OG0001207	Syad.g_00893	Prau.g_00518
OG0001208	Syad.g_00906	Prau.g_00523
OG0001209	Syad.g_00980	Prau.g_00575
OG0001210	Syad.g_00993	Prau.g_00580
OG0001212	Syad.g_01082	Prau.g_00634
OG0001213	Syad.g_02163	Prau.g_00669
OG0001214	Syad.g_02150	Prau.g_00677
OG0001215	Syad.g_01366	Prau.g_00730
OG0001216	Syad.g_01816	Prau.g_00757
OG0001218	Syad.g_02328	Prau.g_00809
OG0001219	Syad.g_01653	Prau.g_00843
OG0001220	Syad.g_01195	Prau.g_00906
OG0001221	Syad.g_01950	Prau.g_00967
OG0001222	Syad.g_01770	Prau.g_01007
OG0001223	Syad.g_01715	Prau.g_01033
OG0001224	Syad.g_01286	Prau.g_01085
OG0001225	Syad.g_01288	Prau.g_01087
OG0001226	Syad.g_02100	Prau.g_01112
OG0001227	Syad.g_00029	Prau.g_01130
OG0001228	Syad.g_02460	Prau.g_01251
OG0001229	Syad.g_01314	Prau.g_01407
OG0001231	Syad.g_00179	Prau.g_01628
OG0001232	Syad.g_02658	Prau.g_01755
OG0001233	Syad.g_02493	Prau.g_01775
OG0001234	Syad.g_00608	Prau.g_01809
OG0001235	Syad.g_00633	Prau.g_01819
OG0001236	Syad.g_00412	Prau.g_01903
OG0001237	Syad.g_00376	Prau.g_01907
OG0001238	Syad.g_00007	Prau.g_01982
OG0001240	Syad.g_02785	Prau.g_00094
OG0001241	Syad.g_02795	Prau.g_00102
OG0001242	Syad.g_02827	Prau.g_00120
OG0001243	Syad.g_02841	Prau.g_00126
OG0001244	Syad.g_02873	Prau.g_00142
OG0001245	Syad.g_02223	Prau.g_00383
OG0001246	Syad.g_00933	Prau.g_00545
OG0001247	Syad.g_01837	Prau.g_00723
OG0001248	Syad.g_01843	Prau.g_00725
OG0001249	Syad.g_00756	Prau.g_00832
OG0001250	Syad.g_01227	Prau.g_00894
OG0001251	Syad.g_00083	Prau.g_00943
OG0001252	Syad.g_01279	Prau.g_01080
OG0001253	Syad.g_02037	Prau.g_01131
OG0001254	Syad.g_01528	Prau.g_01176
OG0001255	Syad.g_02224	Prau.g_01191
OG0001256	Syad.g_02609	Prau.g_01621
OG0001257	Syad.g_02210	Prau.g_01627
OG0001258	Syad.g_02619	Prau.g_01729
OG0001260	Syad.g_02514	Prau.g_01789
OG0001261	Syad.g_00684	Prau.g_01861
OG0001262	Syad.g_00219	Prau.g_01965
OG0001263	Syad.g_02844	Prau.g_00129
OG0001265	Syad.g_02825	Prau.g_00119
OG0001266	Syad.g_02949	Prau.g_00204
OG0001267	Syad.g_00523	Prau.g_00282
OG0001268	Syad.g_00767	Prau.g_00341
OG0001270	Syad.g_02453	Prau.g_00475
OG0001271	Syad.g_02356	Prau.g_00513
OG0001272	Syad.g_00910	Prau.g_00527
OG0001273	Syad.g_02157	Prau.g_00671
OG0001274	Syad.g_02988	Prau.g_00743
OG0001275	Syad.g_01699	Prau.g_01043
OG0001276	Syad.g_01683	Prau.g_01064
OG0001277	Syad.g_00127	Prau.g_01120
OG0001278	Syad.g_01445	Prau.g_01256
OG0001279	Syad.g_02248	Prau.g_01320
OG0001280	Syad.g_02402	Prau.g_01370
OG0001281	Syad.g_02413	Prau.g_01376
OG0001282	Syad.g_00890	Prau.g_01410
OG0001283	Syad.g_00138	Prau.g_01429
OG0001284	Syad.g_02585	Prau.g_01601
OG0001285	Syad.g_02043	Prau.g_01758
OG0001286	Syad.g_00698	Prau.g_01873
OG0001287	Syad.g_00346	Prau.g_01927
OG0001288	Syad.g_00326	Prau.g_01936
OG0001289	Syad.g_02767	Prau.g_00088
OG0001290	Syad.g_02794	Prau.g_00101
OG0001291	Syad.g_02854	Prau.g_00136
OG0001292	Syad.g_00572	Prau.g_00250
OG0001293	Syad.g_00549	Prau.g_00263
OG0001294	Syad.g_01597	Prau.g_00381
OG0001295	Syad.g_00997	Prau.g_00509
OG0001296	Syad.g_00939	Prau.g_00550
OG0001297	Syad.g_00943	Prau.g_00555
OG0001298	Syad.g_01055	Prau.g_00616
OG0001299	Syad.g_01591	Prau.g_00706
OG0001300	Syad.g_01339	Prau.g_00733
OG0001301	Syad.g_01303	Prau.g_00736
OG0001302	Syad.g_02123	Prau.g_00841
OG0001303	Syad.g_01655	Prau.g_01047
OG0001304	Syad.g_01669	Prau.g_01074
OG0001305	Syad.g_01296	Prau.g_01093
OG0001306	Syad.g_01119	Prau.g_01193
OG0001307	Syad.g_00626	Prau.g_01392
OG0001309	Syad.g_00950	Prau.g_01625
OG0001310	Syad.g_02638	Prau.g_01744
OG0001311	Syad.g_01681	Prau.g_01066
OG0001313	Syad.g_02372, Syad.g_02373	Prau.g_00752
OG0001315	Syad.g_00715	Prau.g_00063
OG0001316	Syad.g_02861	Prau.g_00141
OG0001317	Syad.g_00814	Prau.g_00235
OG0001318	Syad.g_00557	Prau.g_00258
OG0001321	Syad.g_02423	Prau.g_00492
OG0001322	Syad.g_02422	Prau.g_00493
OG0001323	Syad.g_00953	Prau.g_00560
OG0001324	Syad.g_01338	Prau.g_00734
OG0001325	Syad.g_01811	Prau.g_00760
OG0001326	Syad.g_00092	Prau.g_00931
OG0001327	Syad.g_01605	Prau.g_01104
OG0001328	Syad.g_01638	Prau.g_01129
OG0001329	Syad.g_00866	Prau.g_01168
OG0001330	Syad.g_02395	Prau.g_01345
OG0001332	Syad.g_02535	Prau.g_01574
OG0001333	Syad.g_02487	Prau.g_01769
OG0001334	Syad.g_00725	Prau.g_01893
OG0001335	Syad.g_00726	Prau.g_01894
OG0001336	Syad.g_00139	Prau.g_02007
OG0001339	Syad.g_02797	Prau.g_00104
OG0001340	Syad.g_00742	Prau.g_00330
OG0001341	Syad.g_01312	Prau.g_00798
OG0001343	Syad.g_00079	Prau.g_00940
OG0001344	Syad.g_01157	Prau.g_01210
OG0001345	Syad.g_01188	Prau.g_01225
OG0001346	Syad.g_02406	Prau.g_01372
OG0001350	Syad.g_00820	Prau.g_00784
OG0001352	Syad.g_00969	Prau.g_00720
OG0001355	Syad.g_02116	Prau.g_01657, Prau.g_01309
OG0001358	Syad.g_02179	Prau.g_00660
OG0001359	Syad.g_00078	Prau.g_00941
OG0001360	Syad.g_01191	Prau.g_01132
OG0001361	Syad.g_01185	Prau.g_01222
OG0001362	Syad.g_02294	Prau.g_01545
OG0001363	Syad.g_02296	Prau.g_01547
OG0001364	Syad.g_00431	Prau.g_01896
OG0001369	Syad.g_02784	Prau.g_00093
OG0001370	Syad.g_02045, Syad.g_02124	Prau.g_00501
OG0001373	Syad.g_00091	Prau.g_00930
OG0001374	Syad.g_00099	Prau.g_00938
OG0001375	Syad.g_00080	Prau.g_00939
OG0001376	Syad.g_00015	Prau.g_01098
OG0001377	Syad.g_00014	Prau.g_01099
OG0001378	Syad.g_02454	Prau.g_01141
OG0001381	Syad.g_01266, Syad.g_00614	Prau.g_01403
OG0001385	Syad.g_00088	Prau.g_00927
OG0001386	Syad.g_00089	Prau.g_00928
OG0001387	Syad.g_00090	Prau.g_00929
OG0001388	Syad.g_00093	Prau.g_00932
OG0001389	Syad.g_00094	Prau.g_00933
OG0001390	Syad.g_00095	Prau.g_00934
OG0001391	Syad.g_00096	Prau.g_00935
OG0001392	Syad.g_00097	Prau.g_00936
OG0001393	Syad.g_00098	Prau.g_00937
OG0001394	Syad.g_01920	Prau.g_00971
OG0001395	Syad.g_01792	Prau.g_01076
OG0001397	Syad.g_02295	Prau.g_01546
OG0001398	Syad.g_01977	Prau.g_01653
OG0001399	Syad.g_02336	Prau.g_01811
OG0001404	Syad.g_02727	Prau.g_00070
OG0001405	Syad.g_00728	Prau.g_00328
OG0001407	Syad.g_00970	Prau.g_01110
OG0001408	Syad.g_01431	Prau.g_01115
OG0001410	Syad.g_00627	Prau.g_01393
OG0001411	Syad.g_00372	Prau.g_01452
OG0001413	Syad.g_02113	Prau.g_01616
OG0001414	Syad.g_00615	Prau.g_00230
OG0001416	Syad.g_02410	Prau.g_00500
OG0001417	Syad.g_01729	Prau.g_00511
OG0001419	Syad.g_00971	Prau.g_01111
OG0001420	Syad.g_00963	Prau.g_01150
OG0001421	Syad.g_02105, Syad.g_02039	Prau.g_01622
OG0001428	Syad.g_02906	Prau.g_00173
OG0001429	Syad.g_01656	Prau.g_00844
OG0001430	Syad.g_03026	Prau.g_01341
OG0001431	Syad.g_00393	Prau.g_01344
OG0001432	Syad.g_01382	Prau.g_01614
OG0001434	Syad.g_01916	Prau.g_00976
OG0001436	Syad.g_00437, Syad.g_00436	Prau.g_01480
OG0001438	Syad.g_00507	Prau.g_00295
OG0001439	Syad.g_00476	Prau.g_00309
OG0001442	Syad.g_01906	Prau.g_00791
OG0001447	Syad.g_02842	Prau.g_00127
OG0001448	Syad.g_02723	Prau.g_00369
OG0001449	Syad.g_00583	Prau.g_00405
OG0001452	Syad.g_00563	Prau.g_00944
OG0001453	Syad.g_01709	Prau.g_01037
OG0001454	Syad.g_02101	Prau.g_01125
OG0001456	Syad.g_00101	Prau.g_01184
OG0001457	Syad.g_00102	Prau.g_01185
OG0001458	Syad.g_00103	Prau.g_01186
OG0001462	Syad.g_00204	Prau.g_00033
OG0001463	Syad.g_01264	Prau.g_00288
OG0001464	Syad.g_00743	Prau.g_00331
OG0001465	Syad.g_01830	Prau.g_00742
OG0001470	Syad.g_02462	Prau.g_01463, Prau.g_01472
OG0001471	Syad.g_00484	Prau.g_01617
OG0001473	Syad.g_02127	Prau.g_01944
OG0001474	Syad.g_00768	Prau.g_00342
OG0001475	Syad.g_02464	Prau.g_01474
OG0001479	Syad.g_00765	Prau.g_00339
OG0001480	Syad.g_01194	Prau.g_00371
OG0001482	Syad.g_01719	Prau.g_00498
OG0001492	Syad.g_01448	Prau.g_01253
OG0001493	Syad.g_01439	Prau.g_01261
OG0001494	Syad.g_00267	Prau.g_01503
OG0001499	Syad.g_02081	Prau.g_00062
OG0001502	Syad.g_01202	Prau.g_00824
OG0001508	Syad.g_02461	Prau.g_01462
OG0001520	Syad.g_01039	Prau.g_00397
OG0001522	Syad.g_01243	Prau.g_00886
OG0001525	Syad.g_00036	Prau.g_01633
OG0001528	Syad.g_02463, Syad.g_00283, Syad.g_00286	Prau.g_01473, Prau.g_01464
OG0001547	Syad.g_01963	Prau.g_00826
OG0001548	Syad.g_02092	Prau.g_00830
OG0001551	Syad.g_01256	Prau.g_01183
OG0001554	Syad.g_03031	Prau.g_01623
OG0001555	Syad.g_01923	Prau.g_01637
OG0001564	Syad.g_01539	Prau.g_01501, Prau.g_01505
OG0001567	Syad.g_01965	Prau.g_00825
OG0001568	Syad.g_01961	Prau.g_00827
OG0001570	Syad.g_01985	Prau.g_01152
OG0001582	Syad.g_02086	Prau.g_00510
OG0001585	Syad.g_02678	Prau.g_01323
OG0001602	Syad.g_01831	Prau.g_00741
OG0001625	Syad.g_00555	Prau.g_00260
OG0001647	Syad.g_00531	Prau.g_00275
OG0001897	Syad.g_00771	Prau.g_01280
OG0001924	Syad.g_02188	Prau.g_01691
OG0001925	Syad.g_02189	Prau.g_01692
OG0001926	Syad.g_02190	Prau.g_01693
OG0001927	Syad.g_02191	Prau.g_01694
OG0001959	Syad.g_00304, Syad.g_00305	Prau.g_01315
OG0001993	Syad.g_02186	Prau.g_01689
OG0001994	Syad.g_02187	Prau.g_01690
OG0002001	Syad.g_02753	Prau.g_01712
OG0002112	Syad.g_00494	Prau.g_00409
OG0002157	Syad.g_00493	Prau.g_00410
OG0002158	Syad.g_00495	Prau.g_00408
OG0002248	Syad.g_01337	Prau.g_01722
OG0002369	Syad.g_00284	Prau.g_01459
OG0002488	Syad.g_00430	Prau.g_01497
OG0002618	Syad.g_00382	Prau.g_01673
OG0003632	Syad.g_00852	Prau.g_01723
OG0003813	Syad.g_00270	Prau.g_01492, Prau.g_01502
OG0004259	Syad.g_00281	Prau.g_01443
