Orthogroup	Syad	Prbg
OG0001117	Syad.g_01724	Prbg.g_01300
OG0001118	Syad.g_01723	Prbg.g_01301
OG0001119	Syad.g_01721	Prbg.g_01302
OG0001120	Syad.g_01717	Prbg.g_01304
OG0001122	Syad.g_01689	Prbg.g_01324
OG0001123	Syad.g_01682	Prbg.g_01330
OG0001124	Syad.g_01680	Prbg.g_01332
OG0001125	Syad.g_01678	Prbg.g_01334
OG0001126	Syad.g_01276	Prbg.g_01245
OG0001127	Syad.g_01277	Prbg.g_01244
OG0001128	Syad.g_01280	Prbg.g_01242
OG0001129	Syad.g_01282	Prbg.g_01241
OG0001130	Syad.g_01283	Prbg.g_01240
OG0001131	Syad.g_01953	Prbg.g_00141
OG0001132	Syad.g_02038	Prbg.g_00022
OG0001133	Syad.g_02172	Prbg.g_00528
OG0001134	Syad.g_01527	Prbg.g_00749
OG0001135	Syad.g_01529	Prbg.g_00752
OG0001136	Syad.g_01150	Prbg.g_01489
OG0001137	Syad.g_01169	Prbg.g_01477
OG0001138	Syad.g_01493	Prbg.g_01456
OG0001139	Syad.g_01491	Prbg.g_01454
OG0001140	Syad.g_01490	Prbg.g_01453
OG0001141	Syad.g_01489	Prbg.g_01452
OG0001142	Syad.g_01488	Prbg.g_01451
OG0001143	Syad.g_01473	Prbg.g_01444
OG0001144	Syad.g_01457	Prbg.g_01439
OG0001145	Syad.g_01112	Prbg.g_00469
OG0001146	Syad.g_02412	Prbg.g_00481
OG0001147	Syad.g_02349	Prbg.g_00501
OG0001148	Syad.g_00889	Prbg.g_00531
OG0001149	Syad.g_00888	Prbg.g_00532
OG0001150	Syad.g_00887	Prbg.g_00533
OG0001151	Syad.g_00875	Prbg.g_00544
OG0001152	Syad.g_00872	Prbg.g_00545
OG0001153	Syad.g_02318	Prbg.g_00623
OG0001154	Syad.g_02319	Prbg.g_00624
OG0001155	Syad.g_02540	Prbg.g_00641
OG0001156	Syad.g_02543	Prbg.g_00644
OG0001157	Syad.g_02544	Prbg.g_00645
OG0001158	Syad.g_02546	Prbg.g_00646
OG0001159	Syad.g_02547	Prbg.g_00647
OG0001160	Syad.g_02595	Prbg.g_00673
OG0001161	Syad.g_00026	Prbg.g_01593
OG0001162	Syad.g_01844	Prbg.g_00726
OG0001163	Syad.g_02610	Prbg.g_01641
OG0001164	Syad.g_02616	Prbg.g_01645
OG0001165	Syad.g_02621	Prbg.g_01648
OG0001166	Syad.g_02647	Prbg.g_01669
OG0001167	Syad.g_02486	Prbg.g_01686
OG0001168	Syad.g_02488	Prbg.g_01688
OG0001169	Syad.g_02490	Prbg.g_01690
OG0001170	Syad.g_02492	Prbg.g_01692
OG0001171	Syad.g_02503	Prbg.g_01702
OG0001172	Syad.g_00594	Prbg.g_01718
OG0001173	Syad.g_00595	Prbg.g_01719
OG0001174	Syad.g_00603	Prbg.g_01727
OG0001175	Syad.g_00604	Prbg.g_01728
OG0001176	Syad.g_00644	Prbg.g_01736
OG0001177	Syad.g_00641	Prbg.g_01738
OG0001178	Syad.g_02629	Prbg.g_01655
OG0001179	Syad.g_00675	Prbg.g_01768
OG0001180	Syad.g_00700	Prbg.g_01791
OG0001181	Syad.g_00704	Prbg.g_01795
OG0001182	Syad.g_00712	Prbg.g_01803
OG0001183	Syad.g_00717	Prbg.g_01808
OG0001184	Syad.g_00378	Prbg.g_01826
OG0001185	Syad.g_00354	Prbg.g_01842
OG0001186	Syad.g_00247	Prbg.g_01866
OG0001187	Syad.g_00245	Prbg.g_01869
OG0001188	Syad.g_00238	Prbg.g_01871
OG0001189	Syad.g_00217	Prbg.g_01888
OG0001190	Syad.g_03034	Prbg.g_01893
OG0001192	Syad.g_00013	Prbg.g_01908
OG0001193	Syad.g_00072	Prbg.g_01920
OG0001194	Syad.g_00075	Prbg.g_01921
OG0001195	Syad.g_00076	Prbg.g_01922
OG0001196	Syad.g_00144	Prbg.g_01938
OG0001197	Syad.g_00146	Prbg.g_01940
OG0001198	Syad.g_00159	Prbg.g_00764
OG0001199	Syad.g_02735	Prbg.g_00795
OG0001200	Syad.g_02737	Prbg.g_00793
OG0001201	Syad.g_02802	Prbg.g_00880
OG0001202	Syad.g_02945	Prbg.g_00978
OG0001203	Syad.g_00821	Prbg.g_01020
OG0001204	Syad.g_00577	Prbg.g_01026
OG0001205	Syad.g_02440	Prbg.g_00165
OG0001206	Syad.g_02385	Prbg.g_00185
OG0001207	Syad.g_00893	Prbg.g_00196
OG0001208	Syad.g_00906	Prbg.g_00201
OG0001209	Syad.g_00980	Prbg.g_00252
OG0001210	Syad.g_00993	Prbg.g_00257
OG0001212	Syad.g_01082	Prbg.g_00315
OG0001213	Syad.g_02163	Prbg.g_00350
OG0001214	Syad.g_02150	Prbg.g_01420
OG0001215	Syad.g_01366	Prbg.g_01132
OG0001216	Syad.g_01816	Prbg.g_01153
OG0001218	Syad.g_02328	Prbg.g_01549
OG0001219	Syad.g_01653	Prbg.g_01258
OG0001220	Syad.g_01195	Prbg.g_01215
OG0001221	Syad.g_01950	Prbg.g_01095
OG0001222	Syad.g_01770	Prbg.g_01337
OG0001223	Syad.g_01715	Prbg.g_01305
OG0001224	Syad.g_01286	Prbg.g_01238
OG0001225	Syad.g_01288	Prbg.g_01236
OG0001226	Syad.g_02100	Prbg.g_00358
OG0001227	Syad.g_00029	Prbg.g_01534
OG0001228	Syad.g_02460	Prbg.g_01436
OG0001229	Syad.g_01314	Prbg.g_01548
OG0001231	Syad.g_00179	Prbg.g_00142
OG0001232	Syad.g_02658	Prbg.g_01673
OG0001233	Syad.g_02493	Prbg.g_01693
OG0001234	Syad.g_00608	Prbg.g_01730
OG0001235	Syad.g_00633	Prbg.g_01734
OG0001236	Syad.g_00412	Prbg.g_01823
OG0001237	Syad.g_00376	Prbg.g_01827
OG0001238	Syad.g_00007	Prbg.g_01904
OG0001239	Syad.g_02732	Prbg.g_00798
OG0001240	Syad.g_02785	Prbg.g_00863
OG0001241	Syad.g_02795	Prbg.g_00873
OG0001242	Syad.g_02827	Prbg.g_00893
OG0001243	Syad.g_02841	Prbg.g_00900
OG0001244	Syad.g_02873	Prbg.g_00915
OG0001245	Syad.g_02223	Prbg.g_01525
OG0001247	Syad.g_01837	Prbg.g_01125
OG0001248	Syad.g_01843	Prbg.g_01127
OG0001249	Syad.g_00756	Prbg.g_00114
OG0001250	Syad.g_01227	Prbg.g_01202
OG0001251	Syad.g_00083	Prbg.g_01063
OG0001252	Syad.g_01279	Prbg.g_01243
OG0001253	Syad.g_02037	Prbg.g_00361
OG0001254	Syad.g_01528	Prbg.g_00751
OG0001255	Syad.g_02224	Prbg.g_01504
OG0001256	Syad.g_02609	Prbg.g_00680
OG0001258	Syad.g_02619	Prbg.g_01646
OG0001260	Syad.g_02514	Prbg.g_01708
OG0001261	Syad.g_00684	Prbg.g_01776
OG0001262	Syad.g_00219	Prbg.g_01886
OG0001263	Syad.g_02844	Prbg.g_00902
OG0001265	Syad.g_02825	Prbg.g_00892
OG0001266	Syad.g_02949	Prbg.g_00982
OG0001267	Syad.g_00523	Prbg.g_00059
OG0001268	Syad.g_00767	Prbg.g_00122
OG0001270	Syad.g_02453	Prbg.g_00154
OG0001271	Syad.g_02356	Prbg.g_00191
OG0001272	Syad.g_00910	Prbg.g_00205
OG0001273	Syad.g_02157	Prbg.g_01426
OG0001274	Syad.g_02988	Prbg.g_01006
OG0001275	Syad.g_01699	Prbg.g_01315
OG0001276	Syad.g_01683	Prbg.g_01329
OG0001277	Syad.g_00127	Prbg.g_01926
OG0001278	Syad.g_01445	Prbg.g_01432
OG0001279	Syad.g_02248	Prbg.g_00407
OG0001280	Syad.g_02402	Prbg.g_00476
OG0001281	Syad.g_02413	Prbg.g_00482
OG0001282	Syad.g_00890	Prbg.g_00530
OG0001283	Syad.g_00138	Prbg.g_01935
OG0001284	Syad.g_02585	Prbg.g_00666
OG0001285	Syad.g_02043	Prbg.g_01676
OG0001286	Syad.g_00698	Prbg.g_01789
OG0001287	Syad.g_00346	Prbg.g_01849
OG0001288	Syad.g_00326	Prbg.g_01859
OG0001289	Syad.g_02767	Prbg.g_00783
OG0001290	Syad.g_02794	Prbg.g_00872
OG0001291	Syad.g_02854	Prbg.g_00910
OG0001292	Syad.g_00572	Prbg.g_01031
OG0001293	Syad.g_00549	Prbg.g_01044
OG0001295	Syad.g_00997	Prbg.g_00714
OG0001296	Syad.g_00939	Prbg.g_00228
OG0001297	Syad.g_00943	Prbg.g_00233
OG0001298	Syad.g_01055	Prbg.g_00295
OG0001299	Syad.g_01591	Prbg.g_01389
OG0001300	Syad.g_01339	Prbg.g_01136
OG0001301	Syad.g_01303	Prbg.g_01141
OG0001302	Syad.g_02123	Prbg.g_01254
OG0001303	Syad.g_01655	Prbg.g_01612
OG0001304	Syad.g_01669	Prbg.g_01342
OG0001305	Syad.g_01296	Prbg.g_01230
OG0001306	Syad.g_01119	Prbg.g_01501
OG0001307	Syad.g_00626	Prbg.g_00504
OG0001309	Syad.g_00950	Prbg.g_00708
OG0001310	Syad.g_02638	Prbg.g_01663
OG0001311	Syad.g_01681	Prbg.g_01331
OG0001312	Syad.g_01788	Prbg.g_01267
OG0001315	Syad.g_00715	Prbg.g_01539
OG0001316	Syad.g_02861	Prbg.g_00914
OG0001317	Syad.g_00814	Prbg.g_01016
OG0001318	Syad.g_00557	Prbg.g_01040
OG0001321	Syad.g_02423	Prbg.g_00171
OG0001322	Syad.g_02422	Prbg.g_00172
OG0001323	Syad.g_00953	Prbg.g_00238
OG0001324	Syad.g_01338	Prbg.g_01137
OG0001325	Syad.g_01811	Prbg.g_01372
OG0001327	Syad.g_01605	Prbg.g_01072
OG0001328	Syad.g_01638	Prbg.g_00458
OG0001329	Syad.g_00866	Prbg.g_01609
OG0001330	Syad.g_02395	Prbg.g_00697
OG0001332	Syad.g_02535	Prbg.g_00637
OG0001333	Syad.g_02487	Prbg.g_01687
OG0001334	Syad.g_00725	Prbg.g_01811
OG0001335	Syad.g_00726	Prbg.g_01812
OG0001337	Syad.g_00750, Syad.g_00741	Prbg.g_00109
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prbg.g_00112
OG0001339	Syad.g_02797	Prbg.g_00875
OG0001340	Syad.g_00742	Prbg.g_00110
OG0001341	Syad.g_01312	Prbg.g_01541
OG0001343	Syad.g_00079	Prbg.g_01060
OG0001344	Syad.g_01157	Prbg.g_01482
OG0001345	Syad.g_01188	Prbg.g_01466
OG0001346	Syad.g_02406	Prbg.g_00478
OG0001348	Syad.g_01250	Prbg.g_00712
OG0001350	Syad.g_00820	Prbg.g_01019
OG0001352	Syad.g_00969	Prbg.g_01121
OG0001353	Syad.g_01244	Prbg.g_01192
OG0001354	Syad.g_01728	Prbg.g_01297
OG0001355	Syad.g_02116	Prbg.g_01351
OG0001356	Syad.g_01251	Prbg.g_01638
OG0001357	Syad.g_01502	Prbg.g_00451
OG0001359	Syad.g_00078	Prbg.g_01061
OG0001362	Syad.g_02294	Prbg.g_00605
OG0001363	Syad.g_02296	Prbg.g_00607
OG0001364	Syad.g_00431	Prbg.g_01814
OG0001368	Syad.g_00578	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001369	Syad.g_02784	Prbg.g_00862
OG0001370	Syad.g_02045, Syad.g_02124	Prbg.g_00182
OG0001375	Syad.g_00080	Prbg.g_01059
OG0001379	Syad.g_02397	Prbg.g_00471
OG0001381	Syad.g_01266, Syad.g_00614	Prbg.g_01511
OG0001394	Syad.g_01920	Prbg.g_01099
OG0001397	Syad.g_02295	Prbg.g_00606
OG0001398	Syad.g_01977	Prbg.g_00737
OG0001401	Syad.g_01233	Prbg.g_01197
OG0001402	Syad.g_02174	Prbg.g_00344
OG0001403	Syad.g_00197	Prbg.g_00843
OG0001404	Syad.g_02727	Prbg.g_00801
OG0001407	Syad.g_00970	Prbg.g_01558
OG0001410	Syad.g_00627	Prbg.g_00503
OG0001411	Syad.g_00372	Prbg.g_00808
OG0001414	Syad.g_00615	Prbg.g_01011
OG0001419	Syad.g_00971	Prbg.g_01557
OG0001421	Syad.g_02105, Syad.g_02039	Prbg.g_00681
OG0001423	Syad.g_02707, Syad.g_02708	Prbg.g_00429
OG0001425	Syad.g_00012	Prbg.g_01907
OG0001428	Syad.g_02906	Prbg.g_00950
OG0001429	Syad.g_01656	Prbg.g_01259
OG0001430	Syad.g_03026	Prbg.g_01550
OG0001431	Syad.g_00393	Prbg.g_00722, Prbg.g_01532
OG0001433	Syad.g_01253, Syad.g_01252	Prbg.g_01637
OG0001434	Syad.g_01916	Prbg.g_01104
OG0001435	Syad.g_01612	Prbg.g_01080
OG0001443	Syad.g_00023	Prbg.g_01547
OG0001448	Syad.g_02723	Prbg.g_00175
OG0001460	Syad.g_01254	Prbg.g_01636
OG0001461	Syad.g_02162	Prbg.g_00817
OG0001463	Syad.g_01264	Prbg.g_00066
OG0001464	Syad.g_00743	Prbg.g_00111
OG0001465	Syad.g_01830	Prbg.g_01148
OG0001477	Syad.g_01307	Prbg.g_00384
OG0001487	Syad.g_02327	Prbg.g_00631
OG0001488	Syad.g_00051, Syad.g_01175, Syad.g_00050	Prbg.g_01473
OG0001489	Syad.g_00709	Prbg.g_01800
OG0001496	Syad.g_01309	Prbg.g_00386
OG0001497	Syad.g_01308	Prbg.g_00385
OG0001498	Syad.g_00786	Prbg.g_00138
OG0001510	Syad.g_00342	Prbg.g_01853
OG0001511	Syad.g_02810	Prbg.g_00884
OG0001512	Syad.g_00822	Prbg.g_01543
OG0001513	Syad.g_00646	Prbg.g_01582
OG0001514	Syad.g_01310	Prbg.g_00387
OG0001515	Syad.g_01343	Prbg.g_01134
OG0001516	Syad.g_01588	Prbg.g_01392
OG0001517	Syad.g_00762	Prbg.g_00118
OG0001518	Syad.g_00009	Prbg.g_01906
OG0001519	Syad.g_00025	Prbg.g_01911
OG0001522	Syad.g_01243	Prbg.g_01193
OG0001525	Syad.g_00036	Prbg.g_01615
OG0001527	Syad.g_01030	Prbg.g_00281
OG0001529	Syad.g_00210	Prbg.g_00833
OG0001530	Syad.g_02808	Prbg.g_00883
OG0001531	Syad.g_00823	Prbg.g_01021
OG0001532	Syad.g_01492	Prbg.g_01455
OG0001534	Syad.g_01668	Prbg.g_01343
OG0001535	Syad.g_01685	Prbg.g_01327
OG0001536	Syad.g_01762	Prbg.g_01283
OG0001537	Syad.g_01949	Prbg.g_01096
OG0001538	Syad.g_01884	Prbg.g_01164
OG0001539	Syad.g_01607	Prbg.g_01074
OG0001540	Syad.g_02846	Prbg.g_00904
OG0001541	Syad.g_02915	Prbg.g_00958
OG0001542	Syad.g_02924	Prbg.g_00964
OG0001543	Syad.g_02969	Prbg.g_00463
OG0001544	Syad.g_00024	Prbg.g_01910
OG0001545	Syad.g_00126	Prbg.g_01925
OG0001559	Syad.g_02807	Prbg.g_00882
OG0001560	Syad.g_02793	Prbg.g_00871
OG0001561	Syad.g_01679	Prbg.g_01333
OG0001562	Syad.g_01693	Prbg.g_01320
OG0001563	Syad.g_00693	Prbg.g_01784
OG0001564	Syad.g_01539	Prbg.g_00814
OG0001574	Syad.g_01028	Prbg.g_00279
OG0001575	Syad.g_01033	Prbg.g_00284
OG0001576	Syad.g_01103	Prbg.g_00491
OG0001577	Syad.g_01148	Prbg.g_01491
OG0001579	Syad.g_00732	Prbg.g_00107
OG0001580	Syad.g_03020	Prbg.g_00826
OG0001588	Syad.g_00428	Prbg.g_00145
OG0001589	Syad.g_02495	Prbg.g_01695
OG0001591	Syad.g_01599	Prbg.g_01113
OG0001592	Syad.g_03021	Prbg.g_00827
OG0001614	Syad.g_00356	Prbg.g_01841
OG0001616	Syad.g_01515	Prbg.g_01463
OG0001617	Syad.g_01335	Prbg.g_01138
OG0001619	Syad.g_01773	Prbg.g_01276
OG0001620	Syad.g_00774	Prbg.g_00126
OG0001621	Syad.g_00562	Prbg.g_01036
OG0001622	Syad.g_00137	Prbg.g_01934
OG0001636	Syad.g_00203	Prbg.g_00839
OG0001638	Syad.g_02636	Prbg.g_01661
OG0001639	Syad.g_02539	Prbg.g_00640
OG0001640	Syad.g_01274	Prbg.g_01246
OG0001641	Syad.g_01711	Prbg.g_01308
OG0001642	Syad.g_01197	Prbg.g_01213
OG0001643	Syad.g_02147	Prbg.g_01417
OG0001644	Syad.g_01799	Prbg.g_01362
OG0001654	Syad.g_02537	Prbg.g_00638
OG0001656	Syad.g_00731	Prbg.g_00106
OG0001657	Syad.g_02889	Prbg.g_00933
OG0001658	Syad.g_03033	Prbg.g_00831
OG0001659	Syad.g_01507	Prbg.g_00717
OG0001676	Syad.g_00734	Prbg.g_00108
OG0001678	Syad.g_00593	Prbg.g_01717
OG0001679	Syad.g_01038, Syad.g_01037	Prbg.g_00113
OG0001691	Syad.g_02182	Prbg.g_01248
OG0001693	Syad.g_01291	Prbg.g_01594
OG0001717	Syad.g_02901	Prbg.g_00391
OG0001733	Syad.g_01602	Prbg.g_01634
OG0001747	Syad.g_02871	Prbg.g_00146
OG0001758	Syad.g_01546	Prbg.g_01628
OG0001769	Syad.g_02133	Prbg.g_01538
OG0001771	Syad.g_02075	Prbg.g_01577
OG0001780	Syad.g_00288	Prbg.g_00558
OG0001795	Syad.g_00817	Prbg.g_01617, Prbg.g_01049
OG0001807	Syad.g_00435	Prbg.g_00815
OG0001842	Syad.g_02522	Prbg.g_00020
OG0001875	Syad.g_01547	Prbg.g_01627
OG0001876	Syad.g_01548	Prbg.g_01626
OG0001916	Syad.g_00921	Prbg.g_00215
OG0001917	Syad.g_01684	Prbg.g_01328
OG0001923	Syad.g_00251, Syad.g_00317	Prbg.g_00566
OG0001930	Syad.g_02523	Prbg.g_00019
OG0001931	Syad.g_02524	Prbg.g_00018
OG0001965	Syad.g_02126	Prbg.g_01584
OG0002019	Syad.g_01962	Prbg.g_00720
OG0002106	Syad.g_01217	Prbg.g_00449
OG0002321	Syad.g_00278	Prbg.g_00559
OG0002397	Syad.g_02009	Prbg.g_01318
OG0002421	Syad.g_00276	Prbg.g_00560
OG0002480	Syad.g_00290	Prbg.g_00556
OG0002487	Syad.g_00850	Prbg.g_00460
OG0002663	Syad.g_00962	Prbg.g_01629
OG0002772	Syad.g_00287	Prbg.g_00520
OG0002773	Syad.g_00275	Prbg.g_00515
OG0002774	Syad.g_00274	Prbg.g_00516
OG0002775	Syad.g_00273	Prbg.g_00513
OG0003013	Syad.g_00280	Prbg.g_00518
