Orthogroup	Syad	Prbf
OG0001116	Syad.g_01725	Prbf.g_01105
OG0001117	Syad.g_01724	Prbf.g_01104
OG0001118	Syad.g_01723	Prbf.g_01103
OG0001119	Syad.g_01721	Prbf.g_01102
OG0001120	Syad.g_01717	Prbf.g_01100
OG0001122	Syad.g_01689	Prbf.g_01080
OG0001123	Syad.g_01682	Prbf.g_01074
OG0001124	Syad.g_01680	Prbf.g_01072
OG0001125	Syad.g_01678	Prbf.g_01070
OG0001126	Syad.g_01276	Prbf.g_01159
OG0001127	Syad.g_01277	Prbf.g_01160
OG0001128	Syad.g_01280	Prbf.g_01162
OG0001129	Syad.g_01282	Prbf.g_01163
OG0001130	Syad.g_01283	Prbf.g_01164
OG0001131	Syad.g_01953	Prbf.g_01705
OG0001132	Syad.g_02038	Prbf.g_00296
OG0001133	Syad.g_02172	Prbf.g_00094
OG0001134	Syad.g_01527	Prbf.g_00788
OG0001135	Syad.g_01529	Prbf.g_00785
OG0001136	Syad.g_01150	Prbf.g_00915
OG0001137	Syad.g_01169	Prbf.g_00927
OG0001138	Syad.g_01493	Prbf.g_00948
OG0001139	Syad.g_01491	Prbf.g_00950
OG0001140	Syad.g_01490	Prbf.g_00951
OG0001141	Syad.g_01489	Prbf.g_00952
OG0001142	Syad.g_01488	Prbf.g_00953
OG0001143	Syad.g_01473	Prbf.g_00960
OG0001144	Syad.g_01457	Prbf.g_00965
OG0001145	Syad.g_01112	Prbf.g_00034
OG0001146	Syad.g_02412	Prbf.g_00022
OG0001147	Syad.g_02349	Prbf.g_00002
OG0001148	Syad.g_00889	Prbf.g_00097
OG0001149	Syad.g_00888	Prbf.g_00098
OG0001150	Syad.g_00887	Prbf.g_00099
OG0001151	Syad.g_00875	Prbf.g_00110
OG0001152	Syad.g_00872	Prbf.g_00111
OG0001153	Syad.g_02318	Prbf.g_00189
OG0001154	Syad.g_02319	Prbf.g_00190
OG0001155	Syad.g_02540	Prbf.g_00207
OG0001156	Syad.g_02543	Prbf.g_00210
OG0001157	Syad.g_02544	Prbf.g_00211
OG0001158	Syad.g_02546	Prbf.g_00212
OG0001159	Syad.g_02547	Prbf.g_00213
OG0001160	Syad.g_02595	Prbf.g_00239
OG0001161	Syad.g_00026	Prbf.g_00750
OG0001162	Syad.g_01844	Prbf.g_00812
OG0001163	Syad.g_02610	Prbf.g_00702
OG0001164	Syad.g_02616	Prbf.g_00698
OG0001165	Syad.g_02621	Prbf.g_00695
OG0001166	Syad.g_02647	Prbf.g_00674
OG0001167	Syad.g_02486	Prbf.g_00657
OG0001168	Syad.g_02488	Prbf.g_00655
OG0001169	Syad.g_02490	Prbf.g_00653
OG0001170	Syad.g_02492	Prbf.g_00651
OG0001171	Syad.g_02503	Prbf.g_00641
OG0001172	Syad.g_00594	Prbf.g_00625
OG0001173	Syad.g_00595	Prbf.g_00624
OG0001174	Syad.g_00603	Prbf.g_00616
OG0001175	Syad.g_00604	Prbf.g_00615
OG0001176	Syad.g_00644	Prbf.g_00607
OG0001177	Syad.g_00641	Prbf.g_00605
OG0001178	Syad.g_02629	Prbf.g_00688
OG0001179	Syad.g_00675	Prbf.g_00575
OG0001180	Syad.g_00700	Prbf.g_00552
OG0001181	Syad.g_00704	Prbf.g_00548
OG0001182	Syad.g_00712	Prbf.g_00540
OG0001183	Syad.g_00717	Prbf.g_00535
OG0001184	Syad.g_00378	Prbf.g_00517
OG0001185	Syad.g_00354	Prbf.g_00501
OG0001186	Syad.g_00247	Prbf.g_00476
OG0001187	Syad.g_00245	Prbf.g_00473
OG0001188	Syad.g_00238	Prbf.g_00471
OG0001189	Syad.g_00217	Prbf.g_00455
OG0001190	Syad.g_03034	Prbf.g_00450
OG0001192	Syad.g_00013	Prbf.g_00435
OG0001193	Syad.g_00072	Prbf.g_00423
OG0001194	Syad.g_00075	Prbf.g_00422
OG0001195	Syad.g_00076	Prbf.g_00421
OG0001196	Syad.g_00144	Prbf.g_00405
OG0001197	Syad.g_00146	Prbf.g_00403
OG0001198	Syad.g_00159	Prbf.g_00396
OG0001199	Syad.g_02735	Prbf.g_01401
OG0001200	Syad.g_02737	Prbf.g_01403
OG0001201	Syad.g_02802	Prbf.g_01436
OG0001202	Syad.g_02945	Prbf.g_01534
OG0001203	Syad.g_00821	Prbf.g_01576
OG0001204	Syad.g_00577	Prbf.g_01582
OG0001205	Syad.g_02440	Prbf.g_01729
OG0001206	Syad.g_02385	Prbf.g_01749
OG0001207	Syad.g_00893	Prbf.g_01760
OG0001208	Syad.g_00906	Prbf.g_01765
OG0001209	Syad.g_00980	Prbf.g_01816
OG0001210	Syad.g_00993	Prbf.g_01821
OG0001212	Syad.g_01082	Prbf.g_01878
OG0001213	Syad.g_02163	Prbf.g_01913
OG0001214	Syad.g_02150	Prbf.g_00984
OG0001215	Syad.g_01366	Prbf.g_01272
OG0001216	Syad.g_01816	Prbf.g_01251
OG0001218	Syad.g_02328	Prbf.g_00855
OG0001219	Syad.g_01653	Prbf.g_01146
OG0001220	Syad.g_01195	Prbf.g_01189
OG0001221	Syad.g_01950	Prbf.g_01309
OG0001222	Syad.g_01770	Prbf.g_01067
OG0001223	Syad.g_01715	Prbf.g_01099
OG0001224	Syad.g_01286	Prbf.g_01166
OG0001225	Syad.g_01288	Prbf.g_01168
OG0001226	Syad.g_02100	Prbf.g_01921
OG0001227	Syad.g_00029	Prbf.g_00870
OG0001228	Syad.g_02460	Prbf.g_00968
OG0001229	Syad.g_01314	Prbf.g_00856
OG0001231	Syad.g_00179	Prbf.g_01706
OG0001232	Syad.g_02658	Prbf.g_00670
OG0001233	Syad.g_02493	Prbf.g_00650
OG0001234	Syad.g_00608	Prbf.g_00613
OG0001235	Syad.g_00633	Prbf.g_00609
OG0001236	Syad.g_00412	Prbf.g_00520
OG0001237	Syad.g_00376	Prbf.g_00516
OG0001238	Syad.g_00007	Prbf.g_00439
OG0001239	Syad.g_02732	Prbf.g_01398
OG0001240	Syad.g_02785	Prbf.g_01419
OG0001241	Syad.g_02795	Prbf.g_01429
OG0001242	Syad.g_02827	Prbf.g_01449
OG0001243	Syad.g_02841	Prbf.g_01456
OG0001244	Syad.g_02873	Prbf.g_01471
OG0001245	Syad.g_02223	Prbf.g_00879
OG0001247	Syad.g_01837	Prbf.g_01279
OG0001248	Syad.g_01843	Prbf.g_01277
OG0001249	Syad.g_00756	Prbf.g_01675
OG0001250	Syad.g_01227	Prbf.g_01202
OG0001251	Syad.g_00083	Prbf.g_00837
OG0001252	Syad.g_01279	Prbf.g_01161
OG0001253	Syad.g_02037	Prbf.g_01924
OG0001254	Syad.g_01528	Prbf.g_00786
OG0001255	Syad.g_02224	Prbf.g_00900
OG0001256	Syad.g_02609	Prbf.g_00246
OG0001258	Syad.g_02619	Prbf.g_00697
OG0001260	Syad.g_02514	Prbf.g_00635
OG0001261	Syad.g_00684	Prbf.g_00567
OG0001263	Syad.g_02844	Prbf.g_01458
OG0001265	Syad.g_02825	Prbf.g_01448
OG0001266	Syad.g_02949	Prbf.g_01538
OG0001267	Syad.g_00523	Prbf.g_01620
OG0001268	Syad.g_00767	Prbf.g_01683
OG0001270	Syad.g_02453	Prbf.g_01718
OG0001271	Syad.g_02356	Prbf.g_01755
OG0001272	Syad.g_00910	Prbf.g_01769
OG0001273	Syad.g_02157	Prbf.g_00978
OG0001274	Syad.g_02988	Prbf.g_01562
OG0001275	Syad.g_01699	Prbf.g_01089
OG0001276	Syad.g_01683	Prbf.g_01075
OG0001277	Syad.g_00127	Prbf.g_00417
OG0001278	Syad.g_01445	Prbf.g_00972
OG0001279	Syad.g_02248	Prbf.g_00339
OG0001280	Syad.g_02402	Prbf.g_00027
OG0001281	Syad.g_02413	Prbf.g_00021
OG0001282	Syad.g_00890	Prbf.g_00096
OG0001283	Syad.g_00138	Prbf.g_00408
OG0001284	Syad.g_02585	Prbf.g_00232
OG0001285	Syad.g_02043	Prbf.g_00667
OG0001286	Syad.g_00698	Prbf.g_00554
OG0001287	Syad.g_00346	Prbf.g_00494
OG0001288	Syad.g_00326	Prbf.g_00483
OG0001289	Syad.g_02767	Prbf.g_01413
OG0001290	Syad.g_02794	Prbf.g_01428
OG0001291	Syad.g_02854	Prbf.g_01466
OG0001292	Syad.g_00572	Prbf.g_01587
OG0001293	Syad.g_00549	Prbf.g_01600
OG0001295	Syad.g_00997	Prbf.g_00824
OG0001296	Syad.g_00939	Prbf.g_01792
OG0001297	Syad.g_00943	Prbf.g_01797
OG0001298	Syad.g_01055	Prbf.g_01858
OG0001299	Syad.g_01591	Prbf.g_01015
OG0001300	Syad.g_01339	Prbf.g_01268
OG0001301	Syad.g_01303	Prbf.g_01263
OG0001302	Syad.g_02123	Prbf.g_01150
OG0001303	Syad.g_01655	Prbf.g_00731
OG0001304	Syad.g_01669	Prbf.g_01062
OG0001305	Syad.g_01296	Prbf.g_01174
OG0001306	Syad.g_01119	Prbf.g_00903
OG0001307	Syad.g_00626	Prbf.g_00070
OG0001309	Syad.g_00950	Prbf.g_00274
OG0001310	Syad.g_02638	Prbf.g_00680
OG0001311	Syad.g_01681	Prbf.g_01073
OG0001312	Syad.g_01788	Prbf.g_01137
OG0001315	Syad.g_00715	Prbf.g_00865
OG0001316	Syad.g_02861	Prbf.g_01470
OG0001317	Syad.g_00814	Prbf.g_01572
OG0001318	Syad.g_00557	Prbf.g_01596
OG0001321	Syad.g_02423	Prbf.g_01735
OG0001322	Syad.g_02422	Prbf.g_01736
OG0001323	Syad.g_00953	Prbf.g_01802
OG0001324	Syad.g_01338	Prbf.g_01267
OG0001325	Syad.g_01811	Prbf.g_01032
OG0001327	Syad.g_01605	Prbf.g_01332
OG0001328	Syad.g_01638	Prbf.g_00045
OG0001329	Syad.g_00866	Prbf.g_00734
OG0001330	Syad.g_02395	Prbf.g_00263
OG0001332	Syad.g_02535	Prbf.g_00203
OG0001333	Syad.g_02487	Prbf.g_00656
OG0001334	Syad.g_00725	Prbf.g_00532
OG0001335	Syad.g_00726	Prbf.g_00531
OG0001337	Syad.g_00750, Syad.g_00741	Prbf.g_01670
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prbf.g_01673
OG0001339	Syad.g_02797	Prbf.g_01431
OG0001340	Syad.g_00742	Prbf.g_01671
OG0001341	Syad.g_01312	Prbf.g_00863
OG0001343	Syad.g_00079	Prbf.g_00840
OG0001344	Syad.g_01157	Prbf.g_00922
OG0001345	Syad.g_01188	Prbf.g_00938
OG0001346	Syad.g_02406	Prbf.g_00025
OG0001348	Syad.g_01250	Prbf.g_00826
OG0001350	Syad.g_00820	Prbf.g_01575
OG0001352	Syad.g_00969	Prbf.g_01283
OG0001353	Syad.g_01244	Prbf.g_01212
OG0001354	Syad.g_01728	Prbf.g_01107
OG0001355	Syad.g_02116	Prbf.g_01053
OG0001356	Syad.g_01251	Prbf.g_00705
OG0001357	Syad.g_01502	Prbf.g_00052
OG0001359	Syad.g_00078	Prbf.g_00839
OG0001362	Syad.g_02294	Prbf.g_00171
OG0001363	Syad.g_02296	Prbf.g_00173
OG0001364	Syad.g_00431	Prbf.g_00529
OG0001368	Syad.g_00578	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001369	Syad.g_02784	Prbf.g_01418
OG0001370	Syad.g_02045, Syad.g_02124	Prbf.g_01746
OG0001375	Syad.g_00080	Prbf.g_00841
OG0001379	Syad.g_02397	Prbf.g_00032
OG0001381	Syad.g_01266, Syad.g_00614	Prbf.g_00893
OG0001394	Syad.g_01920	Prbf.g_01305
OG0001397	Syad.g_02295	Prbf.g_00172
OG0001398	Syad.g_01977	Prbf.g_00801
OG0001401	Syad.g_01233	Prbf.g_01207
OG0001402	Syad.g_02174	Prbf.g_01907
OG0001403	Syad.g_00197	Prbf.g_01353
OG0001404	Syad.g_02727	Prbf.g_01395
OG0001407	Syad.g_00970	Prbf.g_00059
OG0001410	Syad.g_00627	Prbf.g_00069
OG0001411	Syad.g_00372	Prbf.g_01388
OG0001414	Syad.g_00615	Prbf.g_01567
OG0001419	Syad.g_00971	Prbf.g_00060
OG0001421	Syad.g_02105, Syad.g_02039	Prbf.g_00247
OG0001423	Syad.g_02707, Syad.g_02708	Prbf.g_00361
OG0001425	Syad.g_00012	Prbf.g_00436
OG0001428	Syad.g_02906	Prbf.g_01506
OG0001429	Syad.g_01656	Prbf.g_01145
OG0001430	Syad.g_03026	Prbf.g_00854
OG0001431	Syad.g_00393	Prbf.g_00816, Prbf.g_00872
OG0001433	Syad.g_01253, Syad.g_01252	Prbf.g_00706
OG0001434	Syad.g_01916	Prbf.g_01300
OG0001435	Syad.g_01612	Prbf.g_01324
OG0001443	Syad.g_00023	Prbf.g_00857
OG0001448	Syad.g_02723	Prbf.g_01739
OG0001460	Syad.g_01254	Prbf.g_00707
OG0001461	Syad.g_02162	Prbf.g_01379
OG0001463	Syad.g_01264	Prbf.g_01627
OG0001464	Syad.g_00743	Prbf.g_01672
OG0001465	Syad.g_01830	Prbf.g_01256
OG0001477	Syad.g_01307	Prbf.g_00316
OG0001487	Syad.g_02327	Prbf.g_00197
OG0001488	Syad.g_00051, Syad.g_01175, Syad.g_00050	Prbf.g_00931
OG0001489	Syad.g_00709	Prbf.g_00543
OG0001496	Syad.g_01309	Prbf.g_00318
OG0001497	Syad.g_01308	Prbf.g_00317
OG0001498	Syad.g_00786	Prbf.g_01702
OG0001510	Syad.g_00342	Prbf.g_00490, Prbf.g_00489
OG0001511	Syad.g_02810	Prbf.g_01440
OG0001512	Syad.g_00822	Prbf.g_00861
OG0001513	Syad.g_00646	Prbf.g_00761
OG0001514	Syad.g_01310	Prbf.g_00319
OG0001515	Syad.g_01343	Prbf.g_01270
OG0001516	Syad.g_01588	Prbf.g_01012
OG0001517	Syad.g_00762	Prbf.g_01679
OG0001518	Syad.g_00009	Prbf.g_00437
OG0001519	Syad.g_00025	Prbf.g_00432
OG0001522	Syad.g_01243	Prbf.g_01211
OG0001525	Syad.g_00036	Prbf.g_00728
OG0001527	Syad.g_01030	Prbf.g_01844
OG0001529	Syad.g_00210	Prbf.g_01363
OG0001530	Syad.g_02808	Prbf.g_01439
OG0001531	Syad.g_00823	Prbf.g_01577
OG0001532	Syad.g_01492	Prbf.g_00949
OG0001534	Syad.g_01668	Prbf.g_01061
OG0001535	Syad.g_01685	Prbf.g_01077
OG0001536	Syad.g_01762	Prbf.g_01121
OG0001537	Syad.g_01949	Prbf.g_01308
OG0001538	Syad.g_01884	Prbf.g_01240
OG0001539	Syad.g_01607	Prbf.g_01330
OG0001540	Syad.g_02846	Prbf.g_01460
OG0001541	Syad.g_02915	Prbf.g_01514
OG0001542	Syad.g_02924	Prbf.g_01520
OG0001543	Syad.g_02969	Prbf.g_00040
OG0001544	Syad.g_00024	Prbf.g_00433
OG0001545	Syad.g_00126	Prbf.g_00418
OG0001559	Syad.g_02807	Prbf.g_01438
OG0001560	Syad.g_02793	Prbf.g_01427
OG0001561	Syad.g_01679	Prbf.g_01071
OG0001562	Syad.g_01693	Prbf.g_01084
OG0001563	Syad.g_00693	Prbf.g_00559
OG0001564	Syad.g_01539	Prbf.g_01382
OG0001574	Syad.g_01028	Prbf.g_01842
OG0001575	Syad.g_01033	Prbf.g_01847
OG0001576	Syad.g_01103	Prbf.g_00012
OG0001577	Syad.g_01148	Prbf.g_00913
OG0001579	Syad.g_00732	Prbf.g_01668
OG0001580	Syad.g_03020	Prbf.g_01370
OG0001588	Syad.g_00428	Prbf.g_01709
OG0001589	Syad.g_02495	Prbf.g_00648
OG0001591	Syad.g_01599	Prbf.g_01291
OG0001592	Syad.g_03021	Prbf.g_01369
OG0001614	Syad.g_00356	Prbf.g_00502
OG0001616	Syad.g_01515	Prbf.g_00941
OG0001617	Syad.g_01335	Prbf.g_01266
OG0001619	Syad.g_01773	Prbf.g_01128
OG0001620	Syad.g_00774	Prbf.g_01687
OG0001621	Syad.g_00562	Prbf.g_01592
OG0001622	Syad.g_00137	Prbf.g_00409
OG0001636	Syad.g_00203	Prbf.g_01357
OG0001638	Syad.g_02636	Prbf.g_00682
OG0001639	Syad.g_02539	Prbf.g_00206
OG0001640	Syad.g_01274	Prbf.g_01158
OG0001641	Syad.g_01711	Prbf.g_01096
OG0001642	Syad.g_01197	Prbf.g_01191
OG0001643	Syad.g_02147	Prbf.g_00987
OG0001644	Syad.g_01799	Prbf.g_01042
OG0001654	Syad.g_02537	Prbf.g_00204
OG0001656	Syad.g_00731	Prbf.g_01667
OG0001657	Syad.g_02889	Prbf.g_01489
OG0001658	Syad.g_03033	Prbf.g_01365
OG0001659	Syad.g_01507	Prbf.g_00821
OG0001676	Syad.g_00734	Prbf.g_01669
OG0001678	Syad.g_00593	Prbf.g_00626
OG0001679	Syad.g_01038, Syad.g_01037	Prbf.g_01674
OG0001691	Syad.g_02182	Prbf.g_01156
OG0001693	Syad.g_01291	Prbf.g_00749
OG0001717	Syad.g_02901	Prbf.g_00323
OG0001733	Syad.g_01602	Prbf.g_00709
OG0001747	Syad.g_02871	Prbf.g_01710
OG0001758	Syad.g_01546	Prbf.g_00715
OG0001769	Syad.g_02133	Prbf.g_00866
OG0001771	Syad.g_02075	Prbf.g_00766
OG0001780	Syad.g_00288	Prbf.g_00124
OG0001795	Syad.g_00817	Prbf.g_00726, Prbf.g_00851
OG0001807	Syad.g_00435	Prbf.g_01381
OG0001842	Syad.g_02522	Prbf.g_00294
OG0001875	Syad.g_01547	Prbf.g_00716
OG0001876	Syad.g_01548	Prbf.g_00717
OG0001916	Syad.g_00921	Prbf.g_01779
OG0001917	Syad.g_01684	Prbf.g_01076
OG0001923	Syad.g_00251, Syad.g_00317	Prbf.g_00132
OG0001930	Syad.g_02523	Prbf.g_00293
OG0001931	Syad.g_02524	Prbf.g_00292
OG0001965	Syad.g_02126	Prbf.g_00759
OG0002019	Syad.g_01962	Prbf.g_00818
OG0002106	Syad.g_01217	Prbf.g_00054
OG0002321	Syad.g_00278	Prbf.g_00125
OG0002397	Syad.g_02009	Prbf.g_01086
OG0002421	Syad.g_00276	Prbf.g_00126
OG0002480	Syad.g_00290	Prbf.g_00122
OG0002487	Syad.g_00850	Prbf.g_00043
OG0002663	Syad.g_00962	Prbf.g_00714
OG0002772	Syad.g_00287	Prbf.g_00086
OG0002773	Syad.g_00275	Prbf.g_00081
OG0002774	Syad.g_00274	Prbf.g_00082
OG0002775	Syad.g_00273	Prbf.g_00079
OG0003013	Syad.g_00280	Prbf.g_00084
