Orthogroup	Syad	Prat
OG0001158	Syad.g_02546	Prat.g_01412
OG0001159	Syad.g_02547	Prat.g_01413
OG0001160	Syad.g_02595	Prat.g_01439
OG0001161	Syad.g_00026	Prat.g_01502
OG0001162	Syad.g_01844	Prat.g_01500
OG0001163	Syad.g_02610	Prat.g_01583
OG0001164	Syad.g_02616	Prat.g_01587
OG0001165	Syad.g_02621	Prat.g_01590
OG0001166	Syad.g_02647	Prat.g_01610
OG0001167	Syad.g_02486	Prat.g_01628
OG0001168	Syad.g_02488	Prat.g_01630
OG0001169	Syad.g_02490	Prat.g_01632
OG0001170	Syad.g_02492	Prat.g_01634
OG0001171	Syad.g_02503	Prat.g_01645
OG0001172	Syad.g_00594	Prat.g_01660
OG0001173	Syad.g_00595	Prat.g_01661
OG0001174	Syad.g_00603	Prat.g_01669
OG0001175	Syad.g_00604	Prat.g_01670
OG0001176	Syad.g_00644	Prat.g_01678
OG0001177	Syad.g_00641	Prat.g_01680
OG0001178	Syad.g_02629	Prat.g_01597
OG0001179	Syad.g_00675	Prat.g_01710
OG0001180	Syad.g_00700	Prat.g_01732
OG0001181	Syad.g_00704	Prat.g_01736
OG0001182	Syad.g_00712	Prat.g_01745
OG0001183	Syad.g_00717	Prat.g_01749
OG0001184	Syad.g_00378	Prat.g_01766
OG0001185	Syad.g_00354	Prat.g_01783
OG0001186	Syad.g_00247	Prat.g_01807
OG0001187	Syad.g_00245	Prat.g_01810
OG0001188	Syad.g_00238	Prat.g_01812
OG0001189	Syad.g_00217	Prat.g_01829
OG0001190	Syad.g_03034	Prat.g_01834
OG0001192	Syad.g_00013	Prat.g_01849
OG0001193	Syad.g_00072	Prat.g_01863
OG0001194	Syad.g_00075	Prat.g_01864
OG0001195	Syad.g_00076	Prat.g_01865
OG0001196	Syad.g_00144	Prat.g_01881
OG0001197	Syad.g_00146	Prat.g_01883
OG0001198	Syad.g_00159	Prat.g_01890
OG0001200	Syad.g_02737	Prat.g_00073
OG0001201	Syad.g_02802	Prat.g_00105
OG0001202	Syad.g_02945	Prat.g_00201
OG0001203	Syad.g_00821	Prat.g_00243
OG0001205	Syad.g_02440	Prat.g_00406
OG0001206	Syad.g_02385	Prat.g_00425
OG0001207	Syad.g_00893	Prat.g_00436
OG0001208	Syad.g_00906	Prat.g_00442
OG0001209	Syad.g_00980	Prat.g_00497
OG0001210	Syad.g_00993	Prat.g_00501
OG0001212	Syad.g_01082	Prat.g_00558
OG0001213	Syad.g_02163	Prat.g_00593
OG0001214	Syad.g_02150	Prat.g_01088
OG0001215	Syad.g_01366	Prat.g_00764
OG0001216	Syad.g_01816	Prat.g_00790
OG0001218	Syad.g_02328	Prat.g_01217
OG0001219	Syad.g_01653	Prat.g_00863
OG0001220	Syad.g_01195	Prat.g_00984
OG0001221	Syad.g_01950	Prat.g_00728
OG0001222	Syad.g_01770	Prat.g_00944
OG0001223	Syad.g_01715	Prat.g_00914
OG0001224	Syad.g_01286	Prat.g_00961
OG0001225	Syad.g_01288	Prat.g_00963
OG0001226	Syad.g_02100	Prat.g_00078
OG0001227	Syad.g_00029	Prat.g_01197
OG0001228	Syad.g_02460	Prat.g_01106
OG0001229	Syad.g_01314	Prat.g_01228
OG0001232	Syad.g_02658	Prat.g_01614
OG0001233	Syad.g_02493	Prat.g_01635
OG0001234	Syad.g_00608	Prat.g_01672
OG0001235	Syad.g_00633	Prat.g_01676
OG0001236	Syad.g_00412	Prat.g_01763
OG0001237	Syad.g_00376	Prat.g_01767
OG0001238	Syad.g_00007	Prat.g_01845
OG0001239	Syad.g_02732	Prat.g_00068
OG0001240	Syad.g_02785	Prat.g_00090
OG0001241	Syad.g_02795	Prat.g_00099
OG0001243	Syad.g_02841	Prat.g_00125
OG0001244	Syad.g_02873	Prat.g_00140
OG0001245	Syad.g_02223	Prat.g_00671
OG0001246	Syad.g_00933	Prat.g_01485, Prat.g_00467
OG0001247	Syad.g_01837	Prat.g_00757
OG0001248	Syad.g_01843	Prat.g_00759
OG0001249	Syad.g_00756	Prat.g_00345
OG0001250	Syad.g_01227	Prat.g_00997
OG0001251	Syad.g_00083	Prat.g_00695
OG0001253	Syad.g_02037	Prat.g_01480
OG0001254	Syad.g_01528	Prat.g_01559
OG0001255	Syad.g_02224	Prat.g_01172
OG0001256	Syad.g_02609	Prat.g_01446
OG0001258	Syad.g_02619	Prat.g_01588
OG0001260	Syad.g_02514	Prat.g_01651
OG0001261	Syad.g_00684	Prat.g_01717
OG0001262	Syad.g_00219	Prat.g_01827
OG0001263	Syad.g_02844	Prat.g_00127
OG0001265	Syad.g_02825	Prat.g_00117
OG0001266	Syad.g_02949	Prat.g_00205
OG0001267	Syad.g_00523	Prat.g_00287
OG0001268	Syad.g_00767	Prat.g_00353
OG0001270	Syad.g_02453	Prat.g_00394
OG0001271	Syad.g_02356	Prat.g_00431
OG0001272	Syad.g_00910	Prat.g_00446
OG0001273	Syad.g_02157	Prat.g_01095
OG0001274	Syad.g_02988	Prat.g_00228
OG0001275	Syad.g_01699	Prat.g_00922
OG0001276	Syad.g_01683	Prat.g_00936
OG0001277	Syad.g_00127	Prat.g_00817
OG0001278	Syad.g_01445	Prat.g_01102
OG0001279	Syad.g_02248	Prat.g_00828
OG0001280	Syad.g_02402	Prat.g_01248
OG0001281	Syad.g_02413	Prat.g_01254
OG0001282	Syad.g_00890	Prat.g_01292
OG0001283	Syad.g_00138	Prat.g_01877
OG0001284	Syad.g_02585	Prat.g_01433
OG0001285	Syad.g_02043	Prat.g_01617
OG0001286	Syad.g_00698	Prat.g_01730
OG0001287	Syad.g_00346	Prat.g_01790
OG0001288	Syad.g_00326	Prat.g_01800
OG0001289	Syad.g_02767	Prat.g_00085
OG0001290	Syad.g_02794	Prat.g_00098
OG0001291	Syad.g_02854	Prat.g_00135
OG0001292	Syad.g_00572	Prat.g_00254
OG0001293	Syad.g_00549	Prat.g_00268
OG0001294	Syad.g_01597	Prat.g_01546
OG0001295	Syad.g_00997	Prat.g_01215
OG0001296	Syad.g_00939	Prat.g_00472
OG0001297	Syad.g_00943	Prat.g_00477
OG0001298	Syad.g_01055	Prat.g_00541
OG0001299	Syad.g_01591	Prat.g_01057
OG0001300	Syad.g_01339	Prat.g_00768
OG0001301	Syad.g_01303	Prat.g_00773
OG0001302	Syad.g_02123	Prat.g_00859
OG0001303	Syad.g_01655	Prat.g_01550
OG0001304	Syad.g_01669	Prat.g_00949
OG0001305	Syad.g_01296	Prat.g_00969
OG0001306	Syad.g_01119	Prat.g_01170
OG0001307	Syad.g_00626	Prat.g_01283
OG0001309	Syad.g_00950	Prat.g_00481
OG0001310	Syad.g_02638	Prat.g_01604
OG0001311	Syad.g_01681	Prat.g_00938
OG0001312	Syad.g_01788	Prat.g_00872
OG0001313	Syad.g_02372, Syad.g_02373	Prat.g_00849
OG0001316	Syad.g_02861	Prat.g_00139
OG0001317	Syad.g_00814	Prat.g_00239
OG0001318	Syad.g_00557	Prat.g_00263
OG0001321	Syad.g_02423	Prat.g_00413
OG0001322	Syad.g_02422	Prat.g_00414
OG0001324	Syad.g_01338	Prat.g_00769
OG0001325	Syad.g_01811	Prat.g_00793
OG0001327	Syad.g_01605	Prat.g_00704
OG0001329	Syad.g_00866	Prat.g_01542
OG0001330	Syad.g_02395	Prat.g_01468
OG0001332	Syad.g_02535	Prat.g_01403
OG0001333	Syad.g_02487	Prat.g_01629
OG0001334	Syad.g_00725	Prat.g_01752
OG0001335	Syad.g_00726	Prat.g_01753
OG0001336	Syad.g_00139	Prat.g_01878
OG0001337	Syad.g_00750, Syad.g_00741	Prat.g_00339
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prat.g_00342
OG0001339	Syad.g_02797	Prat.g_00101
OG0001340	Syad.g_00742	Prat.g_00340
OG0001341	Syad.g_01312	Prat.g_01225
OG0001343	Syad.g_00079	Prat.g_00692
OG0001344	Syad.g_01157	Prat.g_01152
OG0001346	Syad.g_02406	Prat.g_01250
OG0001348	Syad.g_01250	Prat.g_00827
OG0001350	Syad.g_00820	Prat.g_00242
OG0001352	Syad.g_00969	Prat.g_00753
OG0001353	Syad.g_01244	Prat.g_01005
OG0001354	Syad.g_01728	Prat.g_00906
OG0001359	Syad.g_00078	Prat.g_00693
OG0001361	Syad.g_01185	Prat.g_01138
OG0001362	Syad.g_02294	Prat.g_01367
OG0001363	Syad.g_02296	Prat.g_01369
OG0001364	Syad.g_00431	Prat.g_01755
OG0001368	Syad.g_00578	Prat.g_00632, Prat.g_00818
OG0001369	Syad.g_02784	Prat.g_01269
OG0001370	Syad.g_02045, Syad.g_02124	Prat.g_00422
OG0001375	Syad.g_00080	Prat.g_00691
OG0001379	Syad.g_02397	Prat.g_01243
OG0001381	Syad.g_01266, Syad.g_00614	Prat.g_01181
OG0001394	Syad.g_01920	Prat.g_00732
OG0001397	Syad.g_02295	Prat.g_01368
OG0001398	Syad.g_01977	Prat.g_00810
OG0001401	Syad.g_01233	Prat.g_00850
OG0001402	Syad.g_02174	Prat.g_00588
OG0001403	Syad.g_00197	Prat.g_00032
OG0001404	Syad.g_02727	Prat.g_00065
OG0001405	Syad.g_00728	Prat.g_00333
OG0001407	Syad.g_00970	Prat.g_01521
OG0001410	Syad.g_00627	Prat.g_01284
OG0001414	Syad.g_00615	Prat.g_00233
OG0001416	Syad.g_02410	Prat.g_00421
OG0001419	Syad.g_00971	Prat.g_01522
OG0001421	Syad.g_02105, Syad.g_02039	Prat.g_01447
OG0001425	Syad.g_00012	Prat.g_01848
OG0001428	Syad.g_02906	Prat.g_00173
OG0001429	Syad.g_01656	Prat.g_00864
OG0001430	Syad.g_03026	Prat.g_01216
OG0001431	Syad.g_00393	Prat.g_01489
OG0001434	Syad.g_01916	Prat.g_00737
OG0001435	Syad.g_01612	Prat.g_00711
OG0001438	Syad.g_00507	Prat.g_00301
OG0001443	Syad.g_00023	Prat.g_01227
OG0001448	Syad.g_02723	Prat.g_00658
OG0001452	Syad.g_00563	Prat.g_00697
OG0001461	Syad.g_02162	Prat.g_00378
OG0001463	Syad.g_01264	Prat.g_00294
OG0001464	Syad.g_00743	Prat.g_00341
OG0001465	Syad.g_01830	Prat.g_00779
OG0001477	Syad.g_01307	Prat.g_01515, Prat.g_01514
OG0001487	Syad.g_02327	Prat.g_01395
OG0001488	Syad.g_00050	Prat.g_01143
OG0001489	Syad.g_00709	Prat.g_01741
OG0001494	Syad.g_00267	Prat.g_01271
OG0001496	Syad.g_01309	Prat.g_01512
OG0001497	Syad.g_01308	Prat.g_01513
OG0001498	Syad.g_00786	Prat.g_00371
OG0001499	Syad.g_02081	Prat.g_00667
OG0001510	Syad.g_00342	Prat.g_01794
OG0001511	Syad.g_02810	Prat.g_00109
OG0001512	Syad.g_00822	Prat.g_01231
OG0001514	Syad.g_01310	Prat.g_01511
OG0001515	Syad.g_01343	Prat.g_00766
OG0001516	Syad.g_01588	Prat.g_01060
OG0001517	Syad.g_00762	Prat.g_01328, Prat.g_00349
OG0001518	Syad.g_00009	Prat.g_01847
OG0001519	Syad.g_00025	Prat.g_01852
OG0001527	Syad.g_01030	Prat.g_00526
OG0001529	Syad.g_00210	Prat.g_00043
OG0001530	Syad.g_02808	Prat.g_00108
OG0001531	Syad.g_00823	Prat.g_00244
OG0001532	Syad.g_01492	Prat.g_01125
OG0001534	Syad.g_01668	Prat.g_00950
OG0001535	Syad.g_01685	Prat.g_00935
OG0001536	Syad.g_01762	Prat.g_00892
OG0001537	Syad.g_01949	Prat.g_00729
OG0001538	Syad.g_01884	Prat.g_01032
OG0001539	Syad.g_01607	Prat.g_00706
OG0001540	Syad.g_02846	Prat.g_00129
OG0001541	Syad.g_02915	Prat.g_00181
OG0001542	Syad.g_02924	Prat.g_00187
OG0001543	Syad.g_02969	Prat.g_01221
OG0001544	Syad.g_00024	Prat.g_01851
OG0001545	Syad.g_00126	Prat.g_01868
OG0001548	Syad.g_02092	Prat.g_00643
OG0001559	Syad.g_02807	Prat.g_00107
OG0001560	Syad.g_02793	Prat.g_00097
OG0001561	Syad.g_01679	Prat.g_00940
OG0001562	Syad.g_01693	Prat.g_00927
OG0001563	Syad.g_00693	Prat.g_01725
OG0001574	Syad.g_01028	Prat.g_00524
OG0001575	Syad.g_01033	Prat.g_00529
OG0001576	Syad.g_01103	Prat.g_01262
OG0001577	Syad.g_01148	Prat.g_01160
OG0001579	Syad.g_00732	Prat.g_00337
OG0001580	Syad.g_03020	Prat.g_00050
OG0001589	Syad.g_02495	Prat.g_01638
OG0001591	Syad.g_01599	Prat.g_00746
OG0001592	Syad.g_03021	Prat.g_00049
OG0001602	Syad.g_01831	Prat.g_00778
OG0001614	Syad.g_00356	Prat.g_01782
OG0001616	Syad.g_01515	Prat.g_01133
OG0001617	Syad.g_01335	Prat.g_00770
OG0001619	Syad.g_01773	Prat.g_00882
OG0001620	Syad.g_00774	Prat.g_00357
OG0001621	Syad.g_00562	Prat.g_00259
OG0001622	Syad.g_00137	Prat.g_01876
OG0001625	Syad.g_00555	Prat.g_00265
OG0001636	Syad.g_00203	Prat.g_00035
OG0001639	Syad.g_02539	Prat.g_01406
OG0001640	Syad.g_01274	Prat.g_00954
OG0001642	Syad.g_01197	Prat.g_00986
OG0001643	Syad.g_02147	Prat.g_01085
OG0001644	Syad.g_01799	Prat.g_00806
OG0001652	Syad.g_00180	Prat.g_00844
OG0001654	Syad.g_02537	Prat.g_01404
OG0001655	Syad.g_02108	Prat.g_01230
OG0001656	Syad.g_00731	Prat.g_00336
OG0001657	Syad.g_02889	Prat.g_00155
OG0001658	Syad.g_03033	Prat.g_00045
OG0001671	Syad.g_02974	Prat.g_00837
OG0001673	Syad.g_00812	Prat.g_00237
OG0001676	Syad.g_00734	Prat.g_00338
OG0001678	Syad.g_00593	Prat.g_01659
OG0001679	Syad.g_01038, Syad.g_01037	Prat.g_00343
OG0001691	Syad.g_02182	Prat.g_00952
OG0001692	Syad.g_02271	Prat.g_01347
OG0001693	Syad.g_01291	Prat.g_00625
OG0001694	Syad.g_00521	Prat.g_00289
OG0001703	Syad.g_00894	Prat.g_00437
OG0001713	Syad.g_01164	Prat.g_01149
OG0001717	Syad.g_02901	Prat.g_00168
OG0001729	Syad.g_00828	Prat.g_00247
OG0001731	Syad.g_02563	Prat.g_01419
OG0001737	Syad.g_00501	Prat.g_00836
OG0001748	Syad.g_02976	Prat.g_00838
OG0001749	Syad.g_00446	Prat.g_01325
OG0001752	Syad.g_02518	Prat.g_01653
OG0001761	Syad.g_02198	Prat.g_00578
OG0001769	Syad.g_02133	Prat.g_01222
OG0001771	Syad.g_02075	Prat.g_01576
OG0001795	Syad.g_00817	Prat.g_00675
OG0001803	Syad.g_02444	Prat.g_00402
OG0001810	Syad.g_02859	Prat.g_00832
OG0001813	Syad.g_00060	Prat.g_01855
OG0001816	Syad.g_01604	Prat.g_00703
OG0001835	Syad.g_00849	Prat.g_01543
OG0001837	Syad.g_02975	Prat.g_00839
OG0001907	Syad.g_02868	Prat.g_01459
OG0001916	Syad.g_00921	Prat.g_00457
OG0002001	Syad.g_02753	Prat.g_01568
OG0002154	Syad.g_02869	Prat.g_01289
OG0002247	Syad.g_01043	Prat.g_00535
OG0002296	Syad.g_02304	Prat.g_01377
OG0002397	Syad.g_02009	Prat.g_00853
OG0002579	Syad.g_02870	Prat.g_01288
OG0005662	Syad.g_02525	Prat.g_01567
