Orthogroup	Syad	Prbi
OG0001121	Syad.g_01503	Prbi.g_01172, Prbi.g_01029
OG0001122	Syad.g_01689	Prbi.g_01058
OG0001123	Syad.g_01682	Prbi.g_01062
OG0001124	Syad.g_01680	Prbi.g_01064
OG0001125	Syad.g_01678	Prbi.g_01065
OG0001126	Syad.g_01276	Prbi.g_01075
OG0001127	Syad.g_01277	Prbi.g_01076
OG0001128	Syad.g_01280	Prbi.g_01078
OG0001129	Syad.g_01282	Prbi.g_01079
OG0001130	Syad.g_01283	Prbi.g_01080
OG0001131	Syad.g_01953	Prbi.g_01117
OG0001132	Syad.g_02038	Prbi.g_01127
OG0001133	Syad.g_02172	Prbi.g_01161
OG0001134	Syad.g_01527	Prbi.g_01174
OG0001135	Syad.g_01529	Prbi.g_01177
OG0001136	Syad.g_01150	Prbi.g_01204
OG0001137	Syad.g_01169	Prbi.g_01215
OG0001138	Syad.g_01493	Prbi.g_01233
OG0001139	Syad.g_01491	Prbi.g_01234
OG0001140	Syad.g_01490	Prbi.g_01235
OG0001141	Syad.g_01489	Prbi.g_01236
OG0001142	Syad.g_01488	Prbi.g_01237
OG0001143	Syad.g_01473	Prbi.g_01244
OG0001144	Syad.g_01457	Prbi.g_01249
OG0001145	Syad.g_01112	Prbi.g_01383
OG0001146	Syad.g_02412	Prbi.g_01395
OG0001147	Syad.g_02349	Prbi.g_01425
OG0001148	Syad.g_00889	Prbi.g_01441
OG0001149	Syad.g_00888	Prbi.g_01442
OG0001150	Syad.g_00887	Prbi.g_01443
OG0001151	Syad.g_00875	Prbi.g_01454
OG0001152	Syad.g_00872	Prbi.g_01455
OG0001153	Syad.g_02318	Prbi.g_01622
OG0001154	Syad.g_02319	Prbi.g_01623
OG0001155	Syad.g_02540	Prbi.g_01635
OG0001156	Syad.g_02543	Prbi.g_01638
OG0001157	Syad.g_02544	Prbi.g_01639
OG0001158	Syad.g_02546	Prbi.g_01640
OG0001159	Syad.g_02547	Prbi.g_01641
OG0001160	Syad.g_02595	Prbi.g_01665
OG0001161	Syad.g_00026	Prbi.g_01678
OG0001162	Syad.g_01844	Prbi.g_01689
OG0001163	Syad.g_02610	Prbi.g_01779
OG0001164	Syad.g_02616	Prbi.g_01783
OG0001166	Syad.g_02647	Prbi.g_01806
OG0001167	Syad.g_02486	Prbi.g_01823
OG0001168	Syad.g_02488	Prbi.g_01825
OG0001169	Syad.g_02490	Prbi.g_01827
OG0001170	Syad.g_02492	Prbi.g_01829
OG0001171	Syad.g_02503	Prbi.g_01838
OG0001172	Syad.g_00594	Prbi.g_01851
OG0001173	Syad.g_00595	Prbi.g_01852
OG0001174	Syad.g_00603	Prbi.g_01860
OG0001175	Syad.g_00604	Prbi.g_01861
OG0001176	Syad.g_00644	Prbi.g_01869
OG0001177	Syad.g_00641	Prbi.g_01872
OG0001178	Syad.g_02629	Prbi.g_01877
OG0001179	Syad.g_00675	Prbi.g_01922
OG0001180	Syad.g_00700	Prbi.g_01944
OG0001181	Syad.g_00704	Prbi.g_01948
OG0001182	Syad.g_00712	Prbi.g_01955
OG0001183	Syad.g_00717	Prbi.g_01959
OG0001184	Syad.g_00378	Prbi.g_01975
OG0001185	Syad.g_00354	Prbi.g_01989
OG0001186	Syad.g_00247	Prbi.g_02012
OG0001187	Syad.g_00245	Prbi.g_02028
OG0001188	Syad.g_00238	Prbi.g_02031
OG0001189	Syad.g_00217	Prbi.g_02048
OG0001190	Syad.g_03034	Prbi.g_02052
OG0001192	Syad.g_00013	Prbi.g_02067
OG0001193	Syad.g_00072	Prbi.g_02077
OG0001194	Syad.g_00075	Prbi.g_02078
OG0001195	Syad.g_00076	Prbi.g_02079
OG0001196	Syad.g_00144	Prbi.g_02092
OG0001197	Syad.g_00146	Prbi.g_02093
OG0001198	Syad.g_00159	Prbi.g_02100
OG0001199	Syad.g_02735	Prbi.g_00081
OG0001200	Syad.g_02737	Prbi.g_00083
OG0001201	Syad.g_02802	Prbi.g_00115
OG0001202	Syad.g_02945	Prbi.g_00223
OG0001203	Syad.g_00821	Prbi.g_00262
OG0001204	Syad.g_00577	Prbi.g_00267
OG0001205	Syad.g_02440	Prbi.g_00446
OG0001206	Syad.g_02385	Prbi.g_00464
OG0001207	Syad.g_00893	Prbi.g_00480
OG0001208	Syad.g_00906	Prbi.g_00485
OG0001209	Syad.g_00980	Prbi.g_00538
OG0001210	Syad.g_00993	Prbi.g_00543
OG0001212	Syad.g_01082	Prbi.g_00598
OG0001213	Syad.g_02163	Prbi.g_00631
OG0001214	Syad.g_02150	Prbi.g_00640
OG0001215	Syad.g_01366	Prbi.g_00693
OG0001216	Syad.g_01816	Prbi.g_00747
OG0001218	Syad.g_02328	Prbi.g_00800
OG0001219	Syad.g_01653	Prbi.g_00835
OG0001220	Syad.g_01195	Prbi.g_00899
OG0001221	Syad.g_01950	Prbi.g_00962
OG0001222	Syad.g_01770	Prbi.g_01001
OG0001223	Syad.g_01715	Prbi.g_01027
OG0001224	Syad.g_01286	Prbi.g_01082
OG0001225	Syad.g_01288	Prbi.g_01084
OG0001226	Syad.g_02100	Prbi.g_01111
OG0001227	Syad.g_00029	Prbi.g_01130
OG0001228	Syad.g_02460	Prbi.g_01252
OG0001229	Syad.g_01314	Prbi.g_01437
OG0001231	Syad.g_00179	Prbi.g_01687
OG0001232	Syad.g_02658	Prbi.g_01810
OG0001233	Syad.g_02493	Prbi.g_01830
OG0001234	Syad.g_00608	Prbi.g_01864
OG0001235	Syad.g_00633	Prbi.g_01874
OG0001236	Syad.g_00412	Prbi.g_01972
OG0001237	Syad.g_00376	Prbi.g_01976
OG0001238	Syad.g_00007	Prbi.g_02063
OG0001239	Syad.g_02732	Prbi.g_00078
OG0001240	Syad.g_02785	Prbi.g_00100
OG0001241	Syad.g_02795	Prbi.g_00108
OG0001242	Syad.g_02827	Prbi.g_00127
OG0001243	Syad.g_02841	Prbi.g_00133
OG0001244	Syad.g_02873	Prbi.g_00149
OG0001245	Syad.g_02223	Prbi.g_00404
OG0001246	Syad.g_00933	Prbi.g_00507
OG0001247	Syad.g_01837	Prbi.g_00686
OG0001248	Syad.g_01843	Prbi.g_00688
OG0001249	Syad.g_00756	Prbi.g_00825
OG0001250	Syad.g_01227	Prbi.g_00888
OG0001251	Syad.g_00083	Prbi.g_00935
OG0001252	Syad.g_01279	Prbi.g_01077
OG0001253	Syad.g_02037	Prbi.g_01131
OG0001254	Syad.g_01528	Prbi.g_01176
OG0001255	Syad.g_02224	Prbi.g_01191
OG0001256	Syad.g_02609	Prbi.g_01680
OG0001257	Syad.g_02210	Prbi.g_01686
OG0001258	Syad.g_02619	Prbi.g_01784
OG0001260	Syad.g_02514	Prbi.g_01844
OG0001261	Syad.g_00684	Prbi.g_01930
OG0001262	Syad.g_00219	Prbi.g_02046
OG0001263	Syad.g_02844	Prbi.g_00136
OG0001265	Syad.g_02825	Prbi.g_00126
OG0001266	Syad.g_02949	Prbi.g_00227
OG0001267	Syad.g_00523	Prbi.g_00304
OG0001268	Syad.g_00767	Prbi.g_00363
OG0001270	Syad.g_02453	Prbi.g_00435
OG0001271	Syad.g_02356	Prbi.g_00475
OG0001272	Syad.g_00910	Prbi.g_00489
OG0001273	Syad.g_02157	Prbi.g_00634
OG0001274	Syad.g_02988	Prbi.g_00707
OG0001275	Syad.g_01699	Prbi.g_01037
OG0001276	Syad.g_01683	Prbi.g_01061
OG0001277	Syad.g_00127	Prbi.g_01119
OG0001278	Syad.g_01445	Prbi.g_01257
OG0001279	Syad.g_02248	Prbi.g_01332
OG0001280	Syad.g_02402	Prbi.g_01390
OG0001281	Syad.g_02413	Prbi.g_01396
OG0001282	Syad.g_00890	Prbi.g_01440
OG0001283	Syad.g_00138	Prbi.g_01459
OG0001284	Syad.g_02585	Prbi.g_01660
OG0001285	Syad.g_02043	Prbi.g_01813
OG0001286	Syad.g_00698	Prbi.g_01942
OG0001287	Syad.g_00346	Prbi.g_01996
OG0001288	Syad.g_00326	Prbi.g_02005
OG0001289	Syad.g_02767	Prbi.g_00094
OG0001290	Syad.g_02794	Prbi.g_00107
OG0001291	Syad.g_02854	Prbi.g_00143
OG0001292	Syad.g_00572	Prbi.g_00272
OG0001293	Syad.g_00549	Prbi.g_00285
OG0001294	Syad.g_01597	Prbi.g_00402
OG0001295	Syad.g_00997	Prbi.g_00469
OG0001296	Syad.g_00939	Prbi.g_00512
OG0001297	Syad.g_00943	Prbi.g_00517
OG0001298	Syad.g_01055	Prbi.g_00579
OG0001299	Syad.g_01591	Prbi.g_00669
OG0001300	Syad.g_01339	Prbi.g_00696
OG0001301	Syad.g_01303	Prbi.g_00699
OG0001302	Syad.g_02123	Prbi.g_00834
OG0001303	Syad.g_01655	Prbi.g_01041
OG0001304	Syad.g_01669	Prbi.g_01071
OG0001305	Syad.g_01296	Prbi.g_01090
OG0001306	Syad.g_01119	Prbi.g_01193
OG0001307	Syad.g_00626	Prbi.g_01422
OG0001309	Syad.g_00950	Prbi.g_01684
OG0001310	Syad.g_02638	Prbi.g_01799
OG0001311	Syad.g_01681	Prbi.g_01063
OG0001312	Syad.g_01788	Prbi.g_00990
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prbi.g_00723, Prbi.g_00783
OG0001315	Syad.g_00715	Prbi.g_00068
OG0001316	Syad.g_02861	Prbi.g_00148
OG0001317	Syad.g_00814	Prbi.g_00258
OG0001318	Syad.g_00557	Prbi.g_00280
OG0001321	Syad.g_02423	Prbi.g_00452
OG0001322	Syad.g_02422	Prbi.g_00453
OG0001323	Syad.g_00953	Prbi.g_00522
OG0001324	Syad.g_01338	Prbi.g_00697
OG0001325	Syad.g_01811	Prbi.g_00750
OG0001326	Syad.g_00092	Prbi.g_00923
OG0001327	Syad.g_01605	Prbi.g_01102
OG0001328	Syad.g_01638	Prbi.g_01129
OG0001329	Syad.g_00866	Prbi.g_01169
OG0001330	Syad.g_02395	Prbi.g_01362
OG0001332	Syad.g_02535	Prbi.g_01633
OG0001333	Syad.g_02487	Prbi.g_01824
OG0001334	Syad.g_00725	Prbi.g_01962
OG0001335	Syad.g_00726	Prbi.g_01963
OG0001336	Syad.g_00139	Prbi.g_02089
OG0001339	Syad.g_02797	Prbi.g_00110
OG0001340	Syad.g_00742	Prbi.g_00352
OG0001341	Syad.g_01312	Prbi.g_00790
OG0001343	Syad.g_00079	Prbi.g_00932
OG0001344	Syad.g_01157	Prbi.g_01211
OG0001345	Syad.g_01188	Prbi.g_01226
OG0001346	Syad.g_02406	Prbi.g_01392
OG0001348	Syad.g_01250	Prbi.g_01707
OG0001350	Syad.g_00820	Prbi.g_01748
OG0001352	Syad.g_00969	Prbi.g_00683
OG0001353	Syad.g_01244	Prbi.g_00879
OG0001354	Syad.g_01728	Prbi.g_01019
OG0001355	Syad.g_02116	Prbi.g_01724
OG0001356	Syad.g_01251	Prbi.g_01301
OG0001358	Syad.g_02179	Prbi.g_00622
OG0001359	Syad.g_00078	Prbi.g_00933
OG0001360	Syad.g_01191	Prbi.g_01132
OG0001361	Syad.g_01185	Prbi.g_01223
OG0001362	Syad.g_02294	Prbi.g_01605
OG0001363	Syad.g_02296	Prbi.g_01607
OG0001364	Syad.g_00431	Prbi.g_01965
OG0001369	Syad.g_02784	Prbi.g_01522, Prbi.g_00099
OG0001370	Syad.g_02045, Syad.g_02124	Prbi.g_00461
OG0001373	Syad.g_00091	Prbi.g_00922
OG0001374	Syad.g_00099	Prbi.g_00930
OG0001375	Syad.g_00080	Prbi.g_00931
OG0001376	Syad.g_00015	Prbi.g_01096
OG0001377	Syad.g_00014	Prbi.g_01097
OG0001378	Syad.g_02454	Prbi.g_01141
OG0001379	Syad.g_02397	Prbi.g_01385
OG0001381	Syad.g_01266, Syad.g_00614	Prbi.g_01433
OG0001385	Syad.g_00088	Prbi.g_00919
OG0001386	Syad.g_00089	Prbi.g_00920
OG0001387	Syad.g_00090	Prbi.g_00921
OG0001388	Syad.g_00093	Prbi.g_00924
OG0001389	Syad.g_00094	Prbi.g_00925
OG0001390	Syad.g_00095	Prbi.g_00926
OG0001391	Syad.g_00096	Prbi.g_00927
OG0001392	Syad.g_00097	Prbi.g_00928
OG0001393	Syad.g_00098	Prbi.g_00929
OG0001394	Syad.g_01920	Prbi.g_00966
OG0001395	Syad.g_01792	Prbi.g_01073
OG0001397	Syad.g_02295	Prbi.g_01606
OG0001399	Syad.g_02336	Prbi.g_01866
OG0001402	Syad.g_02174	Prbi.g_00808
OG0001403	Syad.g_00197	Prbi.g_00030
OG0001404	Syad.g_02727	Prbi.g_00075
OG0001405	Syad.g_00728	Prbi.g_00350
OG0001407	Syad.g_00970	Prbi.g_01109
OG0001408	Syad.g_01431	Prbi.g_01114
OG0001410	Syad.g_00627	Prbi.g_01423
OG0001413	Syad.g_02113	Prbi.g_01675
OG0001414	Syad.g_00615	Prbi.g_00253
OG0001416	Syad.g_02410	Prbi.g_00460
OG0001417	Syad.g_01729	Prbi.g_00471
OG0001419	Syad.g_00971	Prbi.g_01110
OG0001420	Syad.g_00963	Prbi.g_01150
OG0001421	Syad.g_02105, Syad.g_02039	Prbi.g_01681
OG0001423	Syad.g_02707, Syad.g_02708	Prbi.g_01567, Prbi.g_02024
OG0001425	Syad.g_00012	Prbi.g_02066
OG0001428	Syad.g_02906	Prbi.g_00196
OG0001429	Syad.g_01656	Prbi.g_00836
OG0001430	Syad.g_03026	Prbi.g_01356
OG0001431	Syad.g_00393	Prbi.g_01360
OG0001432	Syad.g_01382	Prbi.g_01673
OG0001433	Syad.g_01253, Syad.g_01252	Prbi.g_01302
OG0001435	Syad.g_01612	Prbi.g_00947
OG0001438	Syad.g_00507	Prbi.g_00317
OG0001439	Syad.g_00476	Prbi.g_00331
OG0001442	Syad.g_01906	Prbi.g_00781
OG0001447	Syad.g_02842	Prbi.g_00134
OG0001448	Syad.g_02723	Prbi.g_00391
OG0001449	Syad.g_00583	Prbi.g_00421
OG0001452	Syad.g_00563	Prbi.g_00937
OG0001453	Syad.g_01709	Prbi.g_01031
OG0001454	Syad.g_02101	Prbi.g_01125
OG0001456	Syad.g_00101	Prbi.g_01184
OG0001457	Syad.g_00102	Prbi.g_01185
OG0001458	Syad.g_00103	Prbi.g_01186
OG0001459	Syad.g_01550	Prbi.g_01344
OG0001460	Syad.g_01254	Prbi.g_01303
OG0001461	Syad.g_02162	Prbi.g_01545
OG0001462	Syad.g_00204	Prbi.g_00034
OG0001463	Syad.g_01264	Prbi.g_00310
OG0001464	Syad.g_00743	Prbi.g_00353
OG0001465	Syad.g_01830	Prbi.g_00706
OG0001471	Syad.g_00484	Prbi.g_01676
OG0001473	Syad.g_02127	Prbi.g_02013
OG0001474	Syad.g_00768	Prbi.g_00364
OG0001475	Syad.g_02464	Prbi.g_01472
OG0001479	Syad.g_00765	Prbi.g_00361
OG0001480	Syad.g_01194	Prbi.g_00393
OG0001482	Syad.g_01719	Prbi.g_00458
OG0001492	Syad.g_01448	Prbi.g_01254
OG0001493	Syad.g_01439	Prbi.g_01262
OG0001494	Syad.g_00267	Prbi.g_01512
OG0001494	Syad.g_02673	Prbi.g_01480
OG0001499	Syad.g_02081	Prbi.g_00067
OG0001502	Syad.g_01202	Prbi.g_00817
OG0001504	Syad.g_01535	Prbi.g_01345
OG0001505	Syad.g_00259	Prbi.g_01509
OG0001508	Syad.g_02461	Prbi.g_01473
OG0001513	Syad.g_00377, Syad.g_00646	Prbi.g_01761
OG0001520	Syad.g_01039	Prbi.g_00416
OG0001522	Syad.g_01243	Prbi.g_00880
OG0001547	Syad.g_01963	Prbi.g_00819
OG0001548	Syad.g_02092	Prbi.g_00823
OG0001551	Syad.g_01256	Prbi.g_01183
OG0001554	Syad.g_03031	Prbi.g_01682
OG0001555	Syad.g_01923	Prbi.g_01695
OG0001564	Syad.g_01539	Prbi.g_01485
OG0001567	Syad.g_01965	Prbi.g_00818
OG0001568	Syad.g_01961	Prbi.g_00820
OG0001570	Syad.g_01985	Prbi.g_01152
OG0001582	Syad.g_02086	Prbi.g_00470
OG0001585	Syad.g_02678	Prbi.g_01336
OG0001590	Syad.g_02158	Prbi.g_01538
OG0001602	Syad.g_01831	Prbi.g_00705
OG0001625	Syad.g_00555	Prbi.g_00282
OG0001647	Syad.g_00531	Prbi.g_00297
OG0001695	Syad.g_00123	Prbi.g_01299, Prbi.g_01550
OG0001740	Syad.g_00124	Prbi.g_01298, Prbi.g_01551
OG0001758	Syad.g_01546	Prbi.g_01756
OG0001780	Syad.g_00288	Prbi.g_01471
OG0001875	Syad.g_01547	Prbi.g_01757
OG0001876	Syad.g_01548	Prbi.g_01758
OG0001995	Syad.g_01377	Prbi.g_01411
OG0002001	Syad.g_02753	Prbi.g_00771
OG0002020	Syad.g_00120	Prbi.g_01297, Prbi.g_01552
OG0002021	Syad.g_00118	Prbi.g_01295, Prbi.g_01554
OG0002022	Syad.g_00115	Prbi.g_01294, Prbi.g_01555
OG0002023	Syad.g_00114	Prbi.g_01293, Prbi.g_01556
OG0002024	Syad.g_00108	Prbi.g_01289, Prbi.g_01560
OG0002054	Syad.g_00107	Prbi.g_01288, Prbi.g_01561
OG0002055	Syad.g_00110	Prbi.g_01291, Prbi.g_01558
OG0002131	Syad.g_00119	Prbi.g_01296, Prbi.g_01553
OG0002132	Syad.g_00111	Prbi.g_01292, Prbi.g_01557
OG0002133	Syad.g_00109	Prbi.g_01290, Prbi.g_01559
OG0002178	Syad.g_00113	Prbi.g_01286, Prbi.g_01563
OG0002295	Syad.g_02238	Prbi.g_01533
OG0002295	Syad.g_02334	Prbi.g_01284, Prbi.g_01565
OG0002380	Syad.g_02681	Prbi.g_00425
OG0002416	Syad.g_02044	Prbi.g_01269
OG0002785	Syad.g_02531	Prbi.g_00725
OG0002838	Syad.g_00265	Prbi.g_01513
OG0003248	Syad.g_01973	Prbi.g_02018
OG0003404	Syad.g_00266	Prbi.g_01514
OG0003632	Syad.g_00852	Prbi.g_01755
OG0003780	Syad.g_00261	Prbi.g_01507
OG0003781	Syad.g_00264	Prbi.g_01506
OG0003813	Syad.g_00270	Prbi.g_01310
