Orthogroup	Prai	Praf
OG0001171	Prai.g_01837	Praf.g_00179
OG0001172	Prai.g_01839	Praf.g_00177
OG0001173	Prai.g_01841	Praf.g_00175
OG0001174	Prai.g_01842	Praf.g_00174
OG0001175	Prai.g_01843	Praf.g_00173
OG0001176	Prai.g_01844	Praf.g_00165
OG0001177	Prai.g_01846	Praf.g_00163
OG0001178	Prai.g_01849	Praf.g_00158
OG0001179	Prai.g_01850	Praf.g_00157
OG0001180	Prai.g_01851	Praf.g_00156
OG0001181	Prai.g_01852	Praf.g_00155
OG0001182	Prai.g_01853	Praf.g_00154
OG0001183	Prai.g_01854	Praf.g_00153
OG0001184	Prai.g_01856	Praf.g_00091
OG0001185	Prai.g_01861	Praf.g_00089
OG0001186	Prai.g_01862	Praf.g_00088
OG0001187	Prai.g_01863	Praf.g_00087
OG0001188	Prai.g_01864	Praf.g_00083
OG0001189	Prai.g_01865	Praf.g_00082
OG0001190	Prai.g_01866	Praf.g_00081
OG0001191	Prai.g_01867	Praf.g_00077
OG0001192	Prai.g_01868	Praf.g_00075
OG0001193	Prai.g_01869	Praf.g_00074
OG0001194	Prai.g_01870	Praf.g_00072
OG0001195	Prai.g_01871	Praf.g_00071
OG0001196	Prai.g_01872	Praf.g_00070
OG0001197	Prai.g_01873	Praf.g_00069
OG0001198	Prai.g_01874	Praf.g_00068
OG0001199	Prai.g_01875	Praf.g_00067
OG0001200	Prai.g_01876	Praf.g_00064
OG0001201	Prai.g_01877	Praf.g_00063
OG0001202	Prai.g_01878	Praf.g_00062
OG0001203	Prai.g_01880	Praf.g_00060
OG0001204	Prai.g_01882	Praf.g_00056
OG0001205	Prai.g_01883	Praf.g_00054
OG0001206	Prai.g_01884	Praf.g_00053
OG0001207	Prai.g_01885	Praf.g_02656
OG0001208	Prai.g_01886	Praf.g_02657
OG0001209	Prai.g_01887	Praf.g_02658
OG0001210	Prai.g_01888	Praf.g_02659
OG0001211	Prai.g_01889	Praf.g_02661
OG0001212	Prai.g_01890	Praf.g_02662
OG0001213	Prai.g_01891	Praf.g_02663
OG0001214	Prai.g_01893	Praf.g_02665
OG0001215	Prai.g_01894	Praf.g_02667
OG0001216	Prai.g_01895	Praf.g_02669
OG0001217	Prai.g_01896	Praf.g_02670
OG0001218	Prai.g_01897	Praf.g_02671
OG0001219	Prai.g_01899	Praf.g_02674
OG0001220	Prai.g_01900	Praf.g_02680
OG0001221	Prai.g_01903	Praf.g_02702
OG0001222	Prai.g_01904	Praf.g_02716
OG0001223	Prai.g_01905	Praf.g_02717
OG0001224	Prai.g_01906	Praf.g_02719
OG0001225	Prai.g_01907	Praf.g_02720
OG0001226	Prai.g_01908	Praf.g_02723
OG0001227	Prai.g_01909	Praf.g_02724
OG0001228	Prai.g_01910	Praf.g_02728
OG0001229	Prai.g_01911	Praf.g_02729
OG0001230	Prai.g_01912	Praf.g_02730
OG0001231	Prai.g_01913	Praf.g_02743
OG0001232	Prai.g_01914	Praf.g_02753
OG0001233	Prai.g_01915	Praf.g_02754
OG0001234	Prai.g_01916	Praf.g_02755
OG0001235	Prai.g_01917	Praf.g_02756
OG0001236	Prai.g_01919	Praf.g_02758
OG0001237	Prai.g_01920	Praf.g_02759
OG0001238	Prai.g_01922	Praf.g_02764
OG0001239	Prai.g_01923	Praf.g_02765
OG0001240	Prai.g_01924	Praf.g_02766
OG0001241	Prai.g_01926	Praf.g_02770
OG0001242	Prai.g_01928	Praf.g_02772
OG0001243	Prai.g_01929	Praf.g_02773
OG0001244	Prai.g_01930	Praf.g_02775
OG0001245	Prai.g_01931	Praf.g_02777
OG0001246	Prai.g_01932	Praf.g_02779
OG0001247	Prai.g_01933	Praf.g_02780
OG0001248	Prai.g_01934	Praf.g_02781
OG0001249	Prai.g_01935	Praf.g_02782
OG0001250	Prai.g_01936	Praf.g_02783
OG0001251	Prai.g_00092	Praf.g_00261
OG0001252	Prai.g_00138	Praf.g_02418
OG0001253	Prai.g_00161	Praf.g_02437
OG0001254	Prai.g_00294	Praf.g_02280
OG0001256	Prai.g_01599	Praf.g_01190, Praf.g_01188
OG0001257	Prai.g_00512	Praf.g_00597
OG0001258	Prai.g_00528	Praf.g_00615
OG0001259	Prai.g_00618	Praf.g_00738
OG0001261	Prai.g_00812	Praf.g_01591
OG0001262	Prai.g_00796	Praf.g_01614
OG0001264	Prai.g_01047	Praf.g_01460
OG0001266	Prai.g_01083	Praf.g_00991
OG0001267	Prai.g_01156	Praf.g_01134
OG0001269	Prai.g_01354	Praf.g_01893
OG0001271	Prai.g_01513	Praf.g_00535
OG0001272	Prai.g_01556	Praf.g_01248
OG0001273	Prai.g_01557	Praf.g_00639
OG0001274	Prai.g_01563	Praf.g_01145
OG0001275	Prai.g_01585	Praf.g_01950
OG0001276	Prai.g_01272	Praf.g_01484
OG0001278	Prai.g_01630	Praf.g_00492
OG0001279	Prai.g_01634	Praf.g_00487
OG0001280	Prai.g_01637	Praf.g_00484
OG0001281	Prai.g_01704	Praf.g_02197
OG0001282	Prai.g_01729	Praf.g_00474
OG0001283	Prai.g_01820	Praf.g_02392
OG0001284	Prai.g_01848	Praf.g_00159
OG0001285	Prai.g_01881	Praf.g_00058
OG0001286	Prai.g_01925	Praf.g_02768
OG0001287	Prai.g_00400	Praf.g_01095
OG0001288	Prai.g_00468	Praf.g_01988
OG0001290	Prai.g_00030	Praf.g_00036
OG0001291	Prai.g_00071	Praf.g_00318
OG0001292	Prai.g_00074	Praf.g_00315
OG0001293	Prai.g_00076	Praf.g_00313
OG0001294	Prai.g_00093	Praf.g_00260
OG0001296	Prai.g_00125	Praf.g_02402
OG0001298	Prai.g_00256	Praf.g_02206
OG0001299	Prai.g_00265	Praf.g_02225, Praf.g_02218, Praf.g_02234
OG0001301	Prai.g_00666	Praf.g_01694
OG0001303	Prai.g_00887	Praf.g_01853
OG0001304	Prai.g_00927	Praf.g_01284
OG0001305	Prai.g_00922	Praf.g_01278
OG0001306	Prai.g_01090	Praf.g_02752
OG0001307	Prai.g_01100	Praf.g_01473
OG0001309	Prai.g_01126	Praf.g_00055
OG0001310	Prai.g_01134	Praf.g_02648, Praf.g_01002
OG0001311	Prai.g_01201	Praf.g_00926
OG0001312	Prai.g_01355	Praf.g_01894
OG0001313	Prai.g_01560	Praf.g_00017
OG0001314	Prai.g_01661	Praf.g_00454
OG0001315	Prai.g_01695	Praf.g_00403
OG0001316	Prai.g_01816	Praf.g_02387
OG0001318	Prai.g_00141	Praf.g_02429
OG0001319	Prai.g_00249	Praf.g_00387
OG0001320	Prai.g_00498	Praf.g_00676
OG0001322	Prai.g_00866	Praf.g_01257
OG0001323	Prai.g_01075	Praf.g_01640
OG0001324	Prai.g_01108	Praf.g_00969
OG0001327	Prai.g_01309	Praf.g_00805
OG0001328	Prai.g_01340	Praf.g_00789
OG0001330	Prai.g_01553	Praf.g_00497
OG0001331	Prai.g_01635	Praf.g_00486
OG0001332	Prai.g_01684	Praf.g_00426
OG0001333	Prai.g_01786	Praf.g_02111
OG0001334	Prai.g_01840	Praf.g_00176
OG0001335	Prai.g_01879	Praf.g_00061
OG0001336	Prai.g_00128	Praf.g_02404
OG0001337	Prai.g_00118	Praf.g_00217
OG0001339	Prai.g_00214	Praf.g_02522
OG0001340	Prai.g_00261	Praf.g_02211
OG0001341	Prai.g_00274	Praf.g_02252
OG0001342	Prai.g_00293	Praf.g_02279
OG0001343	Prai.g_00352	Praf.g_02048
OG0001344	Prai.g_00389	Praf.g_01750
OG0001345	Prai.g_00465	Praf.g_01991
OG0001346	Prai.g_00502	Praf.g_01910
OG0001347	Prai.g_00516	Praf.g_00601
OG0001348	Prai.g_00534	Praf.g_00624
OG0001351	Prai.g_00605	Praf.g_00722
OG0001355	Prai.g_00806	Praf.g_01598
OG0001357	Prai.g_00961	Praf.g_01351
OG0001358	Prai.g_00942	Praf.g_01334
OG0001359	Prai.g_01147	Praf.g_01037
OG0001360	Prai.g_01148	Praf.g_01038
OG0001361	Prai.g_01223	Praf.g_00893
OG0001362	Prai.g_01583	Praf.g_01769
OG0001366	Prai.g_01675	Praf.g_00436
OG0001367	Prai.g_01718	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869
OG0001368	Prai.g_01847	Praf.g_00160
OG0001375	Prai.g_00135	Praf.g_02414
OG0001380	Prai.g_01267	Praf.g_00819
OG0001381	Prai.g_00485	Praf.g_01958
OG0001384	Prai.g_00548	Praf.g_00642
OG0001410	Prai.g_01587	Praf.g_02569
OG0001412	Prai.g_01008	Praf.g_01421
OG0001415	Prai.g_00339	Praf.g_02074
OG0001416	Prai.g_00550	Praf.g_00644
OG0001425	Prai.g_01575	Praf.g_01298
OG0001426	Prai.g_01921	Praf.g_02763
OG0001438	Prai.g_00649	Praf.g_01665
OG0001439	Prai.g_00815	Praf.g_01589, Praf.g_01588
OG0001448	Prai.g_01601	Praf.g_01004
OG0001453	Prai.g_00438	Praf.g_01085
OG0001455	Prai.g_01621	Praf.g_00966
OG0001456	Prai.g_00617, Prai.g_01275	Praf.g_00737
OG0001466	Prai.g_00893	Praf.g_01297
OG0001467	Prai.g_01460	Praf.g_01791
OG0001470	Prai.g_00333	Praf.g_02333
OG0001471	Prai.g_00447	Praf.g_01576
OG0001475	Prai.g_01068	Praf.g_02678
OG0001476	Prai.g_01069	Praf.g_02677
OG0001477	Prai.g_01070	Praf.g_02676
OG0001478	Prai.g_01076	Praf.g_01130
OG0001479	Prai.g_01103	Praf.g_00936
OG0001480	Prai.g_01112	Praf.g_01997
OG0001481	Prai.g_01187	Praf.g_00883
OG0001492	Prai.g_00814	Praf.g_02169
OG0001504	Prai.g_01031	Praf.g_01496
OG0001513	Prai.g_00105	Praf.g_00246, Praf.g_01768
OG0001525	Prai.g_00490	Praf.g_00792
OG0001532	Prai.g_00034	Praf.g_00043
OG0001542	Prai.g_01569	Praf.g_00345
OG0001544	Prai.g_01260	Praf.g_02007
OG0001588	Prai.g_01602	Praf.g_00493
OG0001590	Prai.g_00306	Praf.g_02294
OG0001592	Prai.g_00413	Praf.g_00353
OG0001596	Prai.g_00889	Praf.g_00545
OG0001598	Prai.g_01058	Praf.g_00953
OG0001605	Prai.g_01723	Praf.g_02174
OG0001621	Prai.g_00884	Praf.g_02092
OG0001622	Prai.g_01251	Praf.g_01114
OG0001630	Prai.g_01732	Praf.g_01861, Praf.g_01470
OG0001634	Prai.g_01252	Praf.g_01115
OG0001635	Prai.g_01253	Praf.g_01118
OG0001636	Prai.g_01254	Praf.g_01119
OG0001694	Prai.g_00778	Praf.g_02600
OG0001695	Prai.g_00152	Praf.g_00118
OG0001712	Prai.g_00774, Prai.g_01421	Praf.g_00142
OG0001713	Prai.g_01432	Praf.g_00093
OG0001716	Prai.g_01199	Praf.g_00924
OG0001730	Prai.g_01433	Praf.g_00094
OG0001795	Prai.g_00591	Praf.g_00704
OG0001803	Prai.g_00949	Praf.g_01344
OG0001823	Prai.g_00775	Praf.g_00140, Praf.g_00117
OG0001875	Prai.g_00427	Praf.g_01581
OG0001876	Prai.g_00425	Praf.g_01442
OG0001915	Prai.g_01582	Praf.g_01746
OG0001959	Prai.g_00776	Praf.g_00141
OG0002058	Prai.g_01302	Praf.g_00279
