Orthogroup	Prai	Prat
OG0001169	Prai.g_01835	Prat.g_01785
OG0001170	Prai.g_01836	Prat.g_01786
OG0001171	Prai.g_01837	Prat.g_01787
OG0001172	Prai.g_01839	Prat.g_01789
OG0001173	Prai.g_01841	Prat.g_01791
OG0001174	Prai.g_01842	Prat.g_01792
OG0001175	Prai.g_01843	Prat.g_01793
OG0001176	Prai.g_01844	Prat.g_01795
OG0001177	Prai.g_01846	Prat.g_01797
OG0001178	Prai.g_01849	Prat.g_01800
OG0001179	Prai.g_01850	Prat.g_01801
OG0001180	Prai.g_01851	Prat.g_01802
OG0001181	Prai.g_01852	Prat.g_01803
OG0001182	Prai.g_01853	Prat.g_01804
OG0001183	Prai.g_01854	Prat.g_01805
OG0001184	Prai.g_01856	Prat.g_01807
OG0001185	Prai.g_01861	Prat.g_01809
OG0001186	Prai.g_01862	Prat.g_01810
OG0001187	Prai.g_01863	Prat.g_01811
OG0001188	Prai.g_01864	Prat.g_01812
OG0001189	Prai.g_01865	Prat.g_01813
OG0001190	Prai.g_01866	Prat.g_01814
OG0001191	Prai.g_01867	Prat.g_01815
OG0001192	Prai.g_01868	Prat.g_01816
OG0001193	Prai.g_01869	Prat.g_01817
OG0001194	Prai.g_01870	Prat.g_01818
OG0001195	Prai.g_01871	Prat.g_01819
OG0001196	Prai.g_01872	Prat.g_01820
OG0001197	Prai.g_01873	Prat.g_01821
OG0001198	Prai.g_01874	Prat.g_01822
OG0001199	Prai.g_01875	Prat.g_01823
OG0001200	Prai.g_01876	Prat.g_01824
OG0001201	Prai.g_01877	Prat.g_01825
OG0001202	Prai.g_01878	Prat.g_01826
OG0001203	Prai.g_01880	Prat.g_01828
OG0001204	Prai.g_01882	Prat.g_01830
OG0001205	Prai.g_01883	Prat.g_01832
OG0001206	Prai.g_01884	Prat.g_01833
OG0001207	Prai.g_01885	Prat.g_01834
OG0001208	Prai.g_01886	Prat.g_01835
OG0001209	Prai.g_01887	Prat.g_01836
OG0001210	Prai.g_01888	Prat.g_01837
OG0001211	Prai.g_01889	Prat.g_01838
OG0001212	Prai.g_01890	Prat.g_01839
OG0001213	Prai.g_01891	Prat.g_01840
OG0001214	Prai.g_01893	Prat.g_01842
OG0001215	Prai.g_01894	Prat.g_01843
OG0001216	Prai.g_01895	Prat.g_01844
OG0001217	Prai.g_01896	Prat.g_01845
OG0001218	Prai.g_01897	Prat.g_01846
OG0001219	Prai.g_01899	Prat.g_01849
OG0001220	Prai.g_01900	Prat.g_01850
OG0001221	Prai.g_01903	Prat.g_01856
OG0001222	Prai.g_01904	Prat.g_01857
OG0001223	Prai.g_01905	Prat.g_01858
OG0001224	Prai.g_01906	Prat.g_01860
OG0001225	Prai.g_01907	Prat.g_01861
OG0001226	Prai.g_01908	Prat.g_01862
OG0001227	Prai.g_01909	Prat.g_01863
OG0001228	Prai.g_01910	Prat.g_01864
OG0001229	Prai.g_01911	Prat.g_01865
OG0001230	Prai.g_01912	Prat.g_01866
OG0001231	Prai.g_01913	Prat.g_01867
OG0001232	Prai.g_01914	Prat.g_01869
OG0001233	Prai.g_01915	Prat.g_01870
OG0001234	Prai.g_01916	Prat.g_01871
OG0001235	Prai.g_01917	Prat.g_01872
OG0001236	Prai.g_01919	Prat.g_01874
OG0001237	Prai.g_01920	Prat.g_01875
OG0001238	Prai.g_01922	Prat.g_01879
OG0001239	Prai.g_01923	Prat.g_01880
OG0001240	Prai.g_01924	Prat.g_01881
OG0001241	Prai.g_01926	Prat.g_01884
OG0001242	Prai.g_01928	Prat.g_01885
OG0001243	Prai.g_01929	Prat.g_01886
OG0001244	Prai.g_01930	Prat.g_01887
OG0001245	Prai.g_01931	Prat.g_01888
OG0001246	Prai.g_01932	Prat.g_01889
OG0001247	Prai.g_01933	Prat.g_01890
OG0001248	Prai.g_01934	Prat.g_01891
OG0001249	Prai.g_01935	Prat.g_01892
OG0001250	Prai.g_01936	Prat.g_01893
OG0001251	Prai.g_00092	Prat.g_01269
OG0001252	Prai.g_00138	Prat.g_00137
OG0001253	Prai.g_00161	Prat.g_00149
OG0001254	Prai.g_00294	Prat.g_00288
OG0001257	Prai.g_00512	Prat.g_00442
OG0001258	Prai.g_00528	Prat.g_00459
OG0001259	Prai.g_00618	Prat.g_00552
OG0001260	Prai.g_00896	Prat.g_00831
OG0001261	Prai.g_00812	Prat.g_01003
OG0001262	Prai.g_00796	Prat.g_00987
OG0001263	Prai.g_01064	Prat.g_01176
OG0001264	Prai.g_01047	Prat.g_00715
OG0001266	Prai.g_01083	Prat.g_00078
OG0001267	Prai.g_01156	Prat.g_01172
OG0001269	Prai.g_01354	Prat.g_01283
OG0001271	Prai.g_01513	Prat.g_01413
OG0001273	Prai.g_01557	Prat.g_00481
OG0001274	Prai.g_01563	Prat.g_01500
OG0001275	Prai.g_01585	Prat.g_00660, Prat.g_00659
OG0001278	Prai.g_01630	Prat.g_01583
OG0001279	Prai.g_01634	Prat.g_01587
OG0001280	Prai.g_01637	Prat.g_01590
OG0001281	Prai.g_01704	Prat.g_01660
OG0001282	Prai.g_01729	Prat.g_01597
OG0001283	Prai.g_01820	Prat.g_01767
OG0001284	Prai.g_01848	Prat.g_01799
OG0001285	Prai.g_01881	Prat.g_01829
OG0001286	Prai.g_01925	Prat.g_01883
OG0001287	Prai.g_00400	Prat.g_00648
OG0001288	Prai.g_00468	Prat.g_00397
OG0001290	Prai.g_00030	Prat.g_00032
OG0001291	Prai.g_00071	Prat.g_00068
OG0001293	Prai.g_00076	Prat.g_00073
OG0001294	Prai.g_00093	Prat.g_00090
OG0001296	Prai.g_00125	Prat.g_00125
OG0001297	Prai.g_00210	Prat.g_00201
OG0001299	Prai.g_00265	Prat.g_00258
OG0001300	Prai.g_00386	Prat.g_00375
OG0001301	Prai.g_00666	Prat.g_01088
OG0001303	Prai.g_00887	Prat.g_01217
OG0001305	Prai.g_00922	Prat.g_00961
OG0001306	Prai.g_01090	Prat.g_00817
OG0001308	Prai.g_01125	Prat.g_01470
OG0001309	Prai.g_01126	Prat.g_01831
OG0001312	Prai.g_01355	Prat.g_01284
OG0001314	Prai.g_01661	Prat.g_01614
OG0001315	Prai.g_01695	Prat.g_01651
OG0001316	Prai.g_01816	Prat.g_01763
OG0001318	Prai.g_00141	Prat.g_00140
OG0001319	Prai.g_00249	Prat.g_00243
OG0001320	Prai.g_00498	Prat.g_01215
OG0001321	Prai.g_01293, Prai.g_01233	Prat.g_00600
OG0001322	Prai.g_00866	Prat.g_00852
OG0001323	Prai.g_01075	Prat.g_00704
OG0001325	Prai.g_01128	Prat.g_01234, Prat.g_01492
OG0001327	Prai.g_01309	Prat.g_01468
OG0001328	Prai.g_01340	Prat.g_01254
OG0001330	Prai.g_01553	Prat.g_01446
OG0001331	Prai.g_01635	Prat.g_01588
OG0001332	Prai.g_01684	Prat.g_01640
OG0001333	Prai.g_01786	Prat.g_01730
OG0001334	Prai.g_01840	Prat.g_01790
OG0001335	Prai.g_01879	Prat.g_01827
OG0001336	Prai.g_00128	Prat.g_00127
OG0001337	Prai.g_00118	Prat.g_00117
OG0001338	Prai.g_00155	Prat.g_00379, Prat.g_00385
OG0001339	Prai.g_00214	Prat.g_00205
OG0001340	Prai.g_00261	Prat.g_00254
OG0001341	Prai.g_00274	Prat.g_00268
OG0001342	Prai.g_00293	Prat.g_00287
OG0001343	Prai.g_00352	Prat.g_00353
OG0001344	Prai.g_00389	Prat.g_01546
OG0001345	Prai.g_00465	Prat.g_00394
OG0001346	Prai.g_00502	Prat.g_00431
OG0001347	Prai.g_00516	Prat.g_00446
OG0001348	Prai.g_00534	Prat.g_01485, Prat.g_00467
OG0001349	Prai.g_00539	Prat.g_00472
OG0001351	Prai.g_00605	Prat.g_00541
OG0001352	Prai.g_00711	Prat.g_01577, Prat.g_00755
OG0001355	Prai.g_00806	Prat.g_00997
OG0001356	Prai.g_01062	Prat.g_00692
OG0001357	Prai.g_00961	Prat.g_00922
OG0001358	Prai.g_00942	Prat.g_00936
OG0001359	Prai.g_01147	Prat.g_01555
OG0001360	Prai.g_01148	Prat.g_01554
OG0001361	Prai.g_01223	Prat.g_01102
OG0001362	Prai.g_01583	Prat.g_00828
OG0001364	Prai.g_01532	Prat.g_01433
OG0001365	Prai.g_01699	Prat.g_01460
OG0001366	Prai.g_01675	Prat.g_01629
OG0001368	Prai.g_01847	Prat.g_01798
OG0001371	Prai.g_00067	Prat.g_00063
OG0001372	Prai.g_00068	Prat.g_00065
OG0001373	Prai.g_00075	Prat.g_00072
OG0001374	Prai.g_00087	Prat.g_00085
OG0001375	Prai.g_00135	Prat.g_00135
OG0001376	Prai.g_00245	Prat.g_00239
OG0001377	Prai.g_00269	Prat.g_00263
OG0001379	Prai.g_00376	Prat.g_01396
OG0001380	Prai.g_01267	Prat.g_00771
OG0001381	Prai.g_00485	Prat.g_00416
OG0001382	Prai.g_00491	Prat.g_00423
OG0001383	Prai.g_00541	Prat.g_00474
OG0001385	Prai.g_00695	Prat.g_01057
OG0001386	Prai.g_00703	Prat.g_00748
OG0001387	Prai.g_00705	Prat.g_00750
OG0001388	Prai.g_00715	Prat.g_00760
OG0001389	Prai.g_00753	Prat.g_00793
OG0001390	Prai.g_00897	Prat.g_01225
OG0001391	Prai.g_00861	Prat.g_00858
OG0001392	Prai.g_01063	Prat.g_00691
OG0001393	Prai.g_01061	Prat.g_00693
OG0001394	Prai.g_01041	Prat.g_00721
OG0001395	Prai.g_01038	Prat.g_00724
OG0001397	Prai.g_00933	Prat.g_00949
OG0001398	Prai.g_00914	Prat.g_00969
OG0001399	Prai.g_01073	Prat.g_00679
OG0001400	Prai.g_01081	Prat.g_01521
OG0001401	Prai.g_00738	Prat.g_00655
OG0001402	Prai.g_01158	Prat.g_01170
OG0001403	Prai.g_01336	Prat.g_01250
OG0001404	Prai.g_01361	Prat.g_00825
OG0001405	Prai.g_01371	Prat.g_01292
OG0001406	Prai.g_01501	Prat.g_01397
OG0001407	Prai.g_01503	Prat.g_01402
OG0001408	Prai.g_01554	Prat.g_01447
OG0001409	Prai.g_01566	Prat.g_00646
OG0001410	Prai.g_01587	Prat.g_00827
OG0001412	Prai.g_01008	Prat.g_00872
OG0001415	Prai.g_00339	Prat.g_00333
OG0001416	Prai.g_00550	Prat.g_00484
OG0001417	Prai.g_00704	Prat.g_00749
OG0001418	Prai.g_00886	Prat.g_01524
OG0001421	Prai.g_01056	Prat.g_00700
OG0001422	Prai.g_01078	Prat.g_01226
OG0001423	Prai.g_01149	Prat.g_00624
OG0001424	Prai.g_01237	Prat.g_01449
OG0001426	Prai.g_01921	Prat.g_01878
OG0001428	Prai.g_01411, Prai.g_00399	Prat.g_01323
OG0001432	Prai.g_01082	Prat.g_01522
OG0001434	Prai.g_00746	Prat.g_01579
OG0001435	Prai.g_01565	Prat.g_00649
OG0001439	Prai.g_00815	Prat.g_01005
OG0001440	Prai.g_00939	Prat.g_00941
OG0001441	Prai.g_01118	Prat.g_01523
OG0001443	Prai.g_01155	Prat.g_01173
OG0001445	Prai.g_01295	Prat.g_00381
OG0001446	Prai.g_01297	Prat.g_00380
OG0001447	Prai.g_01298	Prat.g_01195
OG0001448	Prai.g_01601	Prat.g_00810
OG0001454	Prai.g_00380	Prat.g_00658
OG0001455	Prai.g_01621	Prat.g_01505
OG0001457	Prai.g_00731	Prat.g_00779
OG0001459	Prai.g_00868	Prat.g_01290
OG0001460	Prai.g_00785	Prat.g_00833
OG0001461	Prai.g_01016	Prat.g_01047
OG0001462	Prai.g_00951	Prat.g_01194
OG0001463	Prai.g_01072	Prat.g_00420
OG0001464	Prai.g_01077	Prat.g_00654
OG0001465	Prai.g_01271	Prat.g_01216
OG0001466	Prai.g_00893	Prat.g_00635
OG0001467	Prai.g_01460	Prat.g_01349
OG0001468	Prai.g_01809	Prat.g_01755
OG0001470	Prai.g_00333	Prat.g_00327
OG0001481	Prai.g_01187	Prat.g_01138
OG0001482	Prai.g_01618	Prat.g_01237
OG0001488	Prai.g_00183	Prat.g_00173
OG0001491	Prai.g_00871	Prat.g_00643
OG0001504	Prai.g_01031	Prat.g_00732
OG0001506	Prai.g_01095	Prat.g_01198
OG0001507	Prai.g_01154	Prat.g_01174
OG0001510	Prai.g_01801	Prat.g_01747
OG0001515	Prai.g_00892	Prat.g_00652
OG0001523	Prai.g_00060	Prat.g_00667
OG0001524	Prai.g_00388	Prat.g_00620
OG0001525	Prai.g_00490	Prat.g_00421
OG0001535	Prai.g_00788	Prat.g_00975
OG0001536	Prai.g_01114	Prat.g_00631
OG0001544	Prai.g_01260	Prat.g_01517
OG0001588	Prai.g_01602	Prat.g_01227
OG0001590	Prai.g_00306	Prat.g_00301
OG0001598	Prai.g_01058	Prat.g_00697
OG0001605	Prai.g_01723	Prat.g_01681
OG0001610	Prai.g_00730	Prat.g_00778
OG0001613	Prai.g_01065	Prat.g_01454
OG0001614	Prai.g_00963	Prat.g_00920
OG0001622	Prai.g_01251	Prat.g_01511
OG0001630	Prai.g_01732	Prat.g_01498
OG0001631	Prai.g_01231	Prat.g_00596
OG0001634	Prai.g_01252	Prat.g_01512
OG0001635	Prai.g_01253	Prat.g_01513
OG0001636	Prai.g_01254	Prat.g_01514
OG0001711	Prai.g_00043	Prat.g_00041
OG0001716	Prai.g_01199	Prat.g_01125
OG0001795	Prai.g_00591	Prat.g_00526
OG0001803	Prai.g_00949	Prat.g_00927
OG0001823	Prai.g_00775	Prat.g_01321, Prat.g_01265
OG0001847	Prai.g_01576	Prat.g_00077
OG0001859	Prai.g_00271	Prat.g_00265
OG0001860	Prai.g_00459	Prat.g_00387
OG0001874	Prai.g_01562	Prat.g_00669
OG0001959	Prai.g_00776	Prat.g_01319
OG0001993	Prai.g_01731	Prat.g_01497
OG0002061	Prai.g_01248	Prat.g_00617
OG0002353	Prai.g_00777	Prat.g_01322
OG0004123	Prai.g_00647	Prat.g_01235
