Orthogroup	Syam	Prbn
OG0001119	Syam.g_01152	Prbn.g_01403
OG0001120	Syam.g_01156	Prbn.g_01401
OG0001122	Syam.g_01184	Prbn.g_01381
OG0001123	Syam.g_01191	Prbn.g_01375
OG0001124	Syam.g_01194	Prbn.g_01373
OG0001125	Syam.g_01196	Prbn.g_01371
OG0001126	Syam.g_00757	Prbn.g_01460
OG0001127	Syam.g_00758	Prbn.g_01461
OG0001128	Syam.g_00764	Prbn.g_01463
OG0001129	Syam.g_00766	Prbn.g_01464
OG0001130	Syam.g_00767	Prbn.g_01465
OG0001131	Syam.g_01337	Prbn.g_00692
OG0001132	Syam.g_01020	Prbn.g_01039
OG0001134	Syam.g_00915	Prbn.g_01650
OG0001135	Syam.g_00917	Prbn.g_01653
OG0001136	Syam.g_01797	Prbn.g_01186
OG0001137	Syam.g_01780	Prbn.g_01198
OG0001138	Syam.g_00898	Prbn.g_00392
OG0001139	Syam.g_00896	Prbn.g_00394
OG0001140	Syam.g_00895	Prbn.g_00395
OG0001141	Syam.g_00894	Prbn.g_00396
OG0001142	Syam.g_00892	Prbn.g_00397
OG0001143	Syam.g_00883	Prbn.g_00404
OG0001144	Syam.g_00873	Prbn.g_00409
OG0001145	Syam.g_01817	Prbn.g_01092
OG0001146	Syam.g_01836	Prbn.g_01080
OG0001147	Syam.g_01665	Prbn.g_01060
OG0001148	Syam.g_00573	Prbn.g_01242
OG0001149	Syam.g_00572	Prbn.g_00153
OG0001150	Syam.g_00571	Prbn.g_00154
OG0001151	Syam.g_00558	Prbn.g_00165
OG0001152	Syam.g_00557	Prbn.g_00166
OG0001153	Syam.g_01652	Prbn.g_00244
OG0001154	Syam.g_01654	Prbn.g_00245
OG0001155	Syam.g_01925	Prbn.g_00262
OG0001156	Syam.g_01928	Prbn.g_00265
OG0001157	Syam.g_01929	Prbn.g_00266
OG0001158	Syam.g_01930	Prbn.g_00267
OG0001159	Syam.g_01931	Prbn.g_00268
OG0001160	Syam.g_01969	Prbn.g_00900
OG0001161	Syam.g_02338	Prbn.g_01688
OG0001162	Syam.g_01257	Prbn.g_00134
OG0001163	Syam.g_01977	Prbn.g_01736
OG0001164	Syam.g_01983	Prbn.g_01740
OG0001165	Syam.g_01988	Prbn.g_01743
OG0001166	Syam.g_02011	Prbn.g_01764
OG0001167	Syam.g_01888	Prbn.g_01782
OG0001168	Syam.g_01890	Prbn.g_01784
OG0001169	Syam.g_01892	Prbn.g_01786
OG0001170	Syam.g_01894	Prbn.g_01788
OG0001171	Syam.g_01904	Prbn.g_01798
OG0001172	Syam.g_00292	Prbn.g_01814
OG0001173	Syam.g_00293	Prbn.g_01815
OG0001174	Syam.g_00301	Prbn.g_01823
OG0001175	Syam.g_00302	Prbn.g_01824
OG0001176	Syam.g_00321	Prbn.g_01832
OG0001177	Syam.g_00319	Prbn.g_01834
OG0001178	Syam.g_01995	Prbn.g_01750
OG0001179	Syam.g_00351	Prbn.g_01864
OG0001180	Syam.g_00378	Prbn.g_01887
OG0001181	Syam.g_00382	Prbn.g_01891
OG0001182	Syam.g_00391	Prbn.g_01899
OG0001183	Syam.g_00396	Prbn.g_01904
OG0001184	Syam.g_00143	Prbn.g_01017
OG0001185	Syam.g_00121	Prbn.g_01001
OG0001186	Syam.g_00076	Prbn.g_00977
OG0001187	Syam.g_00073	Prbn.g_00974
OG0001188	Syam.g_00070	Prbn.g_00972
OG0001189	Syam.g_00054	Prbn.g_00956
OG0001190	Syam.g_02313	Prbn.g_00951
OG0001191	Syam.g_02324	Prbn.g_00941
OG0001192	Syam.g_02330	Prbn.g_00936
OG0001193	Syam.g_02355	Prbn.g_00924
OG0001194	Syam.g_02357	Prbn.g_00923
OG0001195	Syam.g_02358	Prbn.g_00922
OG0001196	Syam.g_02429	Prbn.g_00906
OG0001198	Syam.g_02443	Prbn.g_00297
OG0001199	Syam.g_02068	Prbn.g_00703
OG0001201	Syam.g_02122	Prbn.g_01311
OG0001202	Syam.g_02255	Prbn.g_00354
OG0001203	Syam.g_00511	Prbn.g_00312
OG0001204	Syam.g_00282	Prbn.g_00306
OG0001205	Syam.g_01852	Prbn.g_00668
OG0001206	Syam.g_01680	Prbn.g_00648
OG0001208	Syam.g_00585	Prbn.g_00632
OG0001209	Syam.g_00654	Prbn.g_00581
OG0001210	Syam.g_00663	Prbn.g_00576
OG0001211	Syam.g_00678	Prbn.g_00566
OG0001212	Syam.g_01717	Prbn.g_00519
OG0001213	Syam.g_01479	Prbn.g_00484
OG0001214	Syam.g_01466	Prbn.g_00428
OG0001215	Syam.g_00808	Prbn.g_01573
OG0001216	Syam.g_01245	Prbn.g_01552
OG0001217	Syam.g_01403	Prbn.g_01023
OG0001218	Syam.g_01662	Prbn.g_01126
OG0001219	Syam.g_01080	Prbn.g_01447
OG0001220	Syam.g_01754	Prbn.g_01490
OG0001221	Syam.g_01334	Prbn.g_01610
OG0001222	Syam.g_01111	Prbn.g_01368
OG0001224	Syam.g_00770	Prbn.g_01467
OG0001225	Syam.g_00772	Prbn.g_01469
OG0001226	Syam.g_01425	Prbn.g_00476
OG0001227	Syam.g_02340	Prbn.g_01141
OG0001228	Syam.g_01858	Prbn.g_00412
OG0001229	Syam.g_00796	Prbn.g_01127
OG0001230	Syam.g_01603	Prbn.g_00205
OG0001231	Syam.g_00017	Prbn.g_00691
OG0001233	Syam.g_01895	Prbn.g_01789
OG0001234	Syam.g_00306	Prbn.g_01826
OG0001235	Syam.g_00313	Prbn.g_01830
OG0001236	Syam.g_00146	Prbn.g_01919
OG0001237	Syam.g_00141	Prbn.g_01016
OG0001238	Syam.g_02326	Prbn.g_00940
OG0001239	Syam.g_02065	Prbn.g_00706
OG0001240	Syam.g_02105	Prbn.g_01328
OG0001241	Syam.g_02115	Prbn.g_01318
OG0001242	Syam.g_02145	Prbn.g_01298
OG0001244	Syam.g_02188	Prbn.g_01276
OG0001245	Syam.g_01057	Prbn.g_01150
OG0001247	Syam.g_01253	Prbn.g_01580
OG0001248	Syam.g_01256	Prbn.g_01578
OG0001249	Syam.g_00436	Prbn.g_00102
OG0001250	Syam.g_00731	Prbn.g_01503
OG0001251	Syam.g_02365	Prbn.g_01929
OG0001252	Syam.g_00763	Prbn.g_01462
OG0001253	Syam.g_01021	Prbn.g_00473
OG0001254	Syam.g_00916	Prbn.g_01652
OG0001255	Syam.g_01056	Prbn.g_01171
OG0001256	Syam.g_01976	Prbn.g_00893
OG0001258	Syam.g_01986	Prbn.g_01741
OG0001259	Syam.g_01893	Prbn.g_01787
OG0001260	Syam.g_01912	Prbn.g_01804
OG0001261	Syam.g_00360	Prbn.g_01872
OG0001263	Syam.g_02159	Prbn.g_01289
OG0001265	Syam.g_02143	Prbn.g_01299
OG0001266	Syam.g_02259	Prbn.g_00350
OG0001267	Syam.g_00230	Prbn.g_00047
OG0001268	Syam.g_00463	Prbn.g_00110
OG0001269	Syam.g_00956	Prbn.g_01491
OG0001270	Syam.g_01871	Prbn.g_00679
OG0001271	Syam.g_01671	Prbn.g_00642
OG0001272	Syam.g_00589	Prbn.g_00628
OG0001273	Syam.g_01472	Prbn.g_00422
OG0001274	Syam.g_02285	Prbn.g_00326
OG0001275	Syam.g_01174	Prbn.g_01390
OG0001276	Syam.g_01190	Prbn.g_01376
OG0001277	Syam.g_02415	Prbn.g_00918
OG0001278	Syam.g_00862	Prbn.g_00416
OG0001279	Syam.g_01590	Prbn.g_00810
OG0001280	Syam.g_01827	Prbn.g_01085
OG0001281	Syam.g_01837	Prbn.g_01079
OG0001282	Syam.g_00574	Prbn.g_01241
OG0001283	Syam.g_02424	Prbn.g_00909
OG0001284	Syam.g_01960	Prbn.g_00287
OG0001285	Syam.g_02380	Prbn.g_01772
OG0001286	Syam.g_00376	Prbn.g_01885
OG0001287	Syam.g_00113	Prbn.g_00994
OG0001288	Syam.g_00102	Prbn.g_00984
OG0001289	Syam.g_02089	Prbn.g_01334
OG0001290	Syam.g_02114	Prbn.g_01319
OG0001291	Syam.g_02170	Prbn.g_01281
OG0001292	Syam.g_00276	Prbn.g_00014
OG0001293	Syam.g_00256	Prbn.g_00027
OG0001295	Syam.g_00665	Prbn.g_00146
OG0001296	Syam.g_00617	Prbn.g_00605
OG0001297	Syam.g_00621	Prbn.g_00600
OG0001298	Syam.g_01738	Prbn.g_00539
OG0001299	Syam.g_01371	Prbn.g_00842
OG0001300	Syam.g_00800	Prbn.g_01569
OG0001301	Syam.g_00786	Prbn.g_01564
OG0001302	Syam.g_01437	Prbn.g_01451
OG0001303	Syam.g_01082	Prbn.g_01707
OG0001304	Syam.g_01204	Prbn.g_01363
OG0001305	Syam.g_00780	Prbn.g_01475
OG0001306	Syam.g_01811	Prbn.g_01174
OG0001307	Syam.g_00945	Prbn.g_01215
OG0001308	Syam.g_01623	Prbn.g_00222
OG0001309	Syam.g_00628	Prbn.g_00865
OG0001311	Syam.g_01192	Prbn.g_01374
OG0001312	Syam.g_01092	Prbn.g_01438
OG0001314	Syam.g_01445	Prbn.g_00777
OG0001315	Syam.g_00394	Prbn.g_01136
OG0001316	Syam.g_02176	Prbn.g_01277
OG0001317	Syam.g_00505	Prbn.g_00316
OG0001319	Syam.g_00241	Prbn.g_00040
OG0001321	Syam.g_01846	Prbn.g_00662
OG0001322	Syam.g_01845	Prbn.g_00661
OG0001323	Syam.g_00631	Prbn.g_00595
OG0001324	Syam.g_00799	Prbn.g_01568
OG0001325	Syam.g_01241	Prbn.g_00859
OG0001327	Syam.g_01359	Prbn.g_01633
OG0001328	Syam.g_01340	Prbn.g_01103
OG0001330	Syam.g_01819	Prbn.g_00876
OG0001331	Syam.g_00569	Prbn.g_00156
OG0001332	Syam.g_01919	Prbn.g_00258
OG0001333	Syam.g_01889	Prbn.g_01783
OG0001334	Syam.g_00405	Prbn.g_01907
OG0001335	Syam.g_00406	Prbn.g_01908
OG0001337	Syam.g_00402, Syam.g_00424	Prbn.g_00097
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Prbn.g_00100
OG0001339	Syam.g_02117	Prbn.g_01316
OG0001340	Syam.g_00425	Prbn.g_00098
OG0001341	Syam.g_00795	Prbn.g_01134
OG0001343	Syam.g_02361	Prbn.g_01932
OG0001344	Syam.g_01790	Prbn.g_01193
OG0001345	Syam.g_01764	Prbn.g_01209
OG0001346	Syam.g_01831	Prbn.g_01083
OG0001348	Syam.g_00750	Prbn.g_00148
OG0001350	Syam.g_00510	Prbn.g_00313
OG0001351	Syam.g_01695	Prbn.g_00656
OG0001352	Syam.g_00644	Prbn.g_01584
OG0001353	Syam.g_00742	Prbn.g_01513
OG0001354	Syam.g_01145	Prbn.g_01408
OG0001355	Syam.g_00957	Prbn.g_01354
OG0001356	Syam.g_00751	Prbn.g_01733
OG0001357	Syam.g_00449	Prbn.g_01110
OG0001359	Syam.g_02360	Prbn.g_01931
OG0001362	Syam.g_01628	Prbn.g_00226
OG0001363	Syam.g_01630	Prbn.g_00228
OG0001364	Syam.g_00158	Prbn.g_01910
OG0001368	Syam.g_00283	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775
OG0001370	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379	Prbn.g_00651
OG0001372	Syam.g_00450, Syam.g_00984	Prbn.g_00475
OG0001375	Syam.g_02362	Prbn.g_01933
OG0001379	Syam.g_01821	Prbn.g_01090
OG0001380	Syam.g_01409	Prbn.g_01124
OG0001381	Syam.g_00939	Prbn.g_01164
OG0001382	Syam.g_01557	Prbn.g_01121
OG0001394	Syam.g_01321	Prbn.g_01606
OG0001397	Syam.g_01629	Prbn.g_00227
OG0001398	Syam.g_01052	Prbn.g_01637
OG0001401	Syam.g_00738, Syam.g_00737	Prbn.g_01508
OG0001402	Syam.g_01490	Prbn.g_00490
OG0001404	Syam.g_02061	Prbn.g_00709
OG0001407	Syam.g_00645	Prbn.g_01117
OG0001414	Syam.g_00940	Prbn.g_00321
OG0001419	Syam.g_00646	Prbn.g_01118
OG0001421	Syam.g_01019	Prbn.g_00892
OG0001422	Syam.g_01822	Prbn.g_01114
OG0001423	Syam.g_00534, Syam.g_00553, Syam.g_00548	Prbn.g_00787
OG0001425	Syam.g_02329	Prbn.g_00937
OG0001428	Syam.g_02220	Prbn.g_00382
OG0001429	Syam.g_01083	Prbn.g_01446
OG0001430	Syam.g_02305	Prbn.g_01125
OG0001433	Syam.g_00752	Prbn.g_01732
OG0001434	Syam.g_01316	Prbn.g_01601
OG0001435	Syam.g_01353	Prbn.g_01625
OG0001443	Syam.g_02335	Prbn.g_01128
OG0001448	Syam.g_02342	Prbn.g_00658
OG0001460	Syam.g_00753	Prbn.g_01731
OG0001461	Syam.g_00928	Prbn.g_00725
OG0001465	Syam.g_01250	Prbn.g_01557
OG0001467	Syam.g_01438	Prbn.g_01235
OG0001468	Syam.g_01435	Prbn.g_01941
OG0001472	Syam.g_00833	Prbn.g_00467
OG0001476	Syam.g_01784	Prbn.g_01196
OG0001477	Syam.g_00789	Prbn.g_00833
OG0001484	Syam.g_02378	Prbn.g_00877
OG0001487	Syam.g_01661	Prbn.g_00252
OG0001488	Syam.g_01774	Prbn.g_01202
OG0001489	Syam.g_00387	Prbn.g_01896
OG0001496	Syam.g_00791	Prbn.g_00831
OG0001497	Syam.g_00790	Prbn.g_00832
OG0001498	Syam.g_00490	Prbn.g_00695
OG0001510	Syam.g_00109	Prbn.g_00990
OG0001511	Syam.g_02129	Prbn.g_01307
OG0001512	Syam.g_00512	Prbn.g_01132
OG0001514	Syam.g_00792	Prbn.g_00830
OG0001515	Syam.g_00804	Prbn.g_01571
OG0001516	Syam.g_01374	Prbn.g_00839
OG0001517	Syam.g_00458	Prbn.g_00106
OG0001518	Syam.g_02328	Prbn.g_00938
OG0001519	Syam.g_02337	Prbn.g_00933
OG0001526	Syam.g_02183	Prbn.g_00721
OG0001527	Syam.g_00693	Prbn.g_00553
OG0001529	Syam.g_00047	Prbn.g_00741
OG0001530	Syam.g_02127	Prbn.g_01308
OG0001531	Syam.g_00513	Prbn.g_00311
OG0001532	Syam.g_00897	Prbn.g_00393
OG0001534	Syam.g_01205	Prbn.g_01362
OG0001535	Syam.g_01188	Prbn.g_01378
OG0001536	Syam.g_01119	Prbn.g_01422
OG0001537	Syam.g_01333	Prbn.g_01609
OG0001538	Syam.g_01285	Prbn.g_01541
OG0001539	Syam.g_01357	Prbn.g_01631
OG0001540	Syam.g_02161	Prbn.g_01287
OG0001541	Syam.g_02229	Prbn.g_00374
OG0001542	Syam.g_02238	Prbn.g_00368
OG0001543	Syam.g_02271	Prbn.g_01098
OG0001544	Syam.g_02336	Prbn.g_00934
OG0001545	Syam.g_02414	Prbn.g_00919
OG0001549	Syam.g_01761	Prbn.g_01481
OG0001557	Syam.g_01320	Prbn.g_01605
OG0001559	Syam.g_02126	Prbn.g_01309
OG0001560	Syam.g_02113	Prbn.g_01320
OG0001561	Syam.g_01195	Prbn.g_01372
OG0001562	Syam.g_01180	Prbn.g_01385
OG0001563	Syam.g_00370	Prbn.g_01880
OG0001564	Syam.g_02383	Prbn.g_00722
OG0001572	Syam.g_00531	Prbn.g_00811
OG0001574	Syam.g_00691	Prbn.g_00555
OG0001575	Syam.g_00696	Prbn.g_00550
OG0001576	Syam.g_01699	Prbn.g_01070
OG0001577	Syam.g_01799	Prbn.g_01184
OG0001579	Syam.g_00418	Prbn.g_00095
OG0001580	Syam.g_02300	Prbn.g_00734
OG0001589	Syam.g_01897	Prbn.g_01791
OG0001591	Syam.g_01363	Prbn.g_01592
OG0001592	Syam.g_02301	Prbn.g_00735
OG0001614	Syam.g_00123	Prbn.g_01002
OG0001616	Syam.g_00909	Prbn.g_00385
OG0001617	Syam.g_00797	Prbn.g_01567
OG0001619	Syam.g_01108	Prbn.g_01429
OG0001620	Syam.g_00470	Prbn.g_00114
OG0001621	Syam.g_00267	Prbn.g_00019
OG0001622	Syam.g_02423	Prbn.g_00910
OG0001636	Syam.g_00040	Prbn.g_00747
OG0001638	Syam.g_02001	Prbn.g_01756
OG0001639	Syam.g_01924	Prbn.g_00261
OG0001640	Syam.g_00756	Prbn.g_01459
OG0001641	Syam.g_01164	Prbn.g_01397
OG0001643	Syam.g_01463	Prbn.g_00431
OG0001644	Syam.g_01229	Prbn.g_01951
OG0001654	Syam.g_01922	Prbn.g_00259
OG0001656	Syam.g_00413	Prbn.g_00094
OG0001657	Syam.g_02202	Prbn.g_01258
OG0001658	Syam.g_02312	Prbn.g_00739
OG0001659	Syam.g_00901	Prbn.g_00143
OG0001676	Syam.g_00412	Prbn.g_00096
OG0001678	Syam.g_00291	Prbn.g_01813
OG0001691	Syam.g_01497	Prbn.g_01457
OG0001693	Syam.g_00775	Prbn.g_01689
OG0001717	Syam.g_02215	Prbn.g_00826
OG0001733	Syam.g_01219	Prbn.g_01729
OG0001758	Syam.g_00551	Prbn.g_01723
OG0001769	Syam.g_01449	Prbn.g_01137
OG0001771	Syam.g_00958	Prbn.g_01672
OG0001795	Syam.g_01940	Prbn.g_01712, Prbn.g_01943
OG0001836	Syam.g_00760	Prbn.g_01237
OG0001875	Syam.g_00550	Prbn.g_01722
OG0001876	Syam.g_00549	Prbn.g_01721
OG0001916	Syam.g_00600	Prbn.g_00618
OG0001917	Syam.g_01189	Prbn.g_01377
OG0001965	Syam.g_01439	Prbn.g_01679
OG0002106	Syam.g_00522	Prbn.g_01112
OG0002177	Syam.g_01406	Prbn.g_00479
OG0002377	Syam.g_00761	Prbn.g_01238
