Orthogroup	Syam	Prav
OG0001172	Syam.g_00292	Prav.g_00271
OG0001173	Syam.g_00293	Prav.g_00272
OG0001174	Syam.g_00301	Prav.g_00280
OG0001175	Syam.g_00302	Prav.g_00281
OG0001176	Syam.g_00321	Prav.g_00288
OG0001177	Syam.g_00319	Prav.g_00291
OG0001178	Syam.g_01995	Prav.g_00296
OG0001179	Syam.g_00351	Prav.g_00616
OG0001180	Syam.g_00378	Prav.g_00638
OG0001181	Syam.g_00382	Prav.g_00642
OG0001182	Syam.g_00391	Prav.g_00649
OG0001183	Syam.g_00396	Prav.g_00654
OG0001184	Syam.g_00143	Prav.g_00670
OG0001185	Syam.g_00121	Prav.g_00684
OG0001186	Syam.g_00076	Prav.g_00707
OG0001187	Syam.g_00073	Prav.g_00711
OG0001188	Syam.g_00070	Prav.g_00713
OG0001189	Syam.g_00054	Prav.g_00730
OG0001190	Syam.g_02313	Prav.g_00734
OG0001191	Syam.g_02324	Prav.g_00744
OG0001192	Syam.g_02330	Prav.g_00749
OG0001193	Syam.g_02355	Prav.g_00759
OG0001194	Syam.g_02357	Prav.g_00760
OG0001195	Syam.g_02358	Prav.g_00761
OG0001196	Syam.g_02429	Prav.g_00774
OG0001197	Syam.g_02431	Prav.g_00775
OG0001198	Syam.g_02443	Prav.g_00783
OG0001199	Syam.g_02068	Prav.g_00139
OG0001200	Syam.g_02070	Prav.g_00141
OG0001201	Syam.g_02122	Prav.g_00173
OG0001202	Syam.g_02255	Prav.g_00839
OG0001203	Syam.g_00511	Prav.g_00800
OG0001204	Syam.g_00282	Prav.g_01890
OG0001205	Syam.g_01852	Prav.g_01044
OG0001206	Syam.g_01680	Prav.g_01060
OG0001208	Syam.g_00585	Prav.g_01080
OG0001209	Syam.g_00654	Prav.g_01133
OG0001210	Syam.g_00663	Prav.g_01138
OG0001211	Syam.g_00678	Prav.g_01148
OG0001212	Syam.g_01717	Prav.g_01192
OG0001213	Syam.g_01479	Prav.g_01227
OG0001214	Syam.g_01466	Prav.g_01235
OG0001215	Syam.g_00808	Prav.g_01288
OG0001216	Syam.g_01245	Prav.g_00308
OG0001217	Syam.g_01403	Prav.g_00346
OG0001218	Syam.g_01662	Prav.g_00355
OG0001219	Syam.g_01080	Prav.g_00385
OG0001220	Syam.g_01754	Prav.g_00448
OG0001221	Syam.g_01334	Prav.g_00510
OG0001222	Syam.g_01111	Prav.g_00548
OG0001224	Syam.g_00770	Prav.g_00929
OG0001225	Syam.g_00772	Prav.g_00931
OG0001226	Syam.g_01425	Prav.g_00236
OG0001227	Syam.g_02340	Prav.g_00255
OG0001228	Syam.g_01858	Prav.g_01836
OG0001229	Syam.g_00796	Prav.g_01471
OG0001230	Syam.g_01603	Prav.g_01570
OG0001231	Syam.g_00017	Prav.g_01673
OG0001232	Syam.g_02022	Prav.g_01784
OG0001233	Syam.g_01895	Prav.g_01804
OG0001234	Syam.g_00306	Prav.g_00283
OG0001235	Syam.g_00313	Prav.g_00293
OG0001236	Syam.g_00146	Prav.g_00667
OG0001237	Syam.g_00141	Prav.g_00671
OG0001238	Syam.g_02326	Prav.g_00745
OG0001239	Syam.g_02065	Prav.g_00136
OG0001240	Syam.g_02105	Prav.g_00158
OG0001241	Syam.g_02115	Prav.g_00166
OG0001242	Syam.g_02145	Prav.g_00184
OG0001244	Syam.g_02188	Prav.g_00206
OG0001245	Syam.g_01057	Prav.g_00997
OG0001246	Syam.g_00611	Prav.g_01102
OG0001247	Syam.g_01253	Prav.g_01281
OG0001248	Syam.g_01256	Prav.g_01283
OG0001249	Syam.g_00436	Prav.g_00373
OG0001250	Syam.g_00731	Prav.g_00437
OG0001251	Syam.g_02365	Prav.g_00484
OG0001252	Syam.g_00763	Prav.g_00924
OG0001253	Syam.g_01021	Prav.g_00256
OG0001254	Syam.g_00916	Prav.g_00035
OG0001255	Syam.g_01056	Prav.g_00049
OG0001256	Syam.g_01976	Prav.g_01666
OG0001257	Syam.g_01683	Prav.g_01672
OG0001258	Syam.g_01986	Prav.g_01758
OG0001259	Syam.g_01893	Prav.g_01802
OG0001260	Syam.g_01912	Prav.g_01819
OG0001261	Syam.g_00360	Prav.g_00624
OG0001262	Syam.g_00056	Prav.g_00728
OG0001263	Syam.g_02159	Prav.g_00193
OG0001265	Syam.g_02143	Prav.g_00183
OG0001266	Syam.g_02259	Prav.g_00835
OG0001267	Syam.g_00230	Prav.g_01926
OG0001268	Syam.g_00463	Prav.g_01985
OG0001269	Syam.g_00956	Prav.g_00978
OG0001270	Syam.g_01871	Prav.g_01033
OG0001271	Syam.g_01671	Prav.g_01070
OG0001272	Syam.g_00589	Prav.g_01084
OG0001273	Syam.g_01472	Prav.g_01229
OG0001274	Syam.g_02285	Prav.g_01308, Prav.g_01311
OG0001275	Syam.g_01174	Prav.g_00584
OG0001276	Syam.g_01190	Prav.g_00908
OG0001277	Syam.g_02415	Prav.g_00244
OG0001278	Syam.g_00862	Prav.g_01831
OG0001279	Syam.g_01590	Prav.g_01392
OG0001280	Syam.g_01827	Prav.g_01437
OG0001281	Syam.g_01837	Prav.g_01443
OG0001282	Syam.g_00574	Prav.g_01474
OG0001283	Syam.g_02424	Prav.g_01493
OG0001284	Syam.g_01960	Prav.g_01648
OG0001285	Syam.g_02380	Prav.g_01787
OG0001286	Syam.g_00376	Prav.g_00636
OG0001287	Syam.g_00113	Prav.g_00691
OG0001288	Syam.g_00102	Prav.g_00700
OG0001289	Syam.g_02089	Prav.g_00152
OG0001290	Syam.g_02114	Prav.g_00165
OG0001291	Syam.g_02170	Prav.g_00200
OG0001292	Syam.g_00276	Prav.g_01895
OG0001293	Syam.g_00256	Prav.g_01908
OG0001294	Syam.g_01365	Prav.g_00995
OG0001295	Syam.g_00665	Prav.g_01065
OG0001296	Syam.g_00617	Prav.g_01107
OG0001297	Syam.g_00621	Prav.g_01112
OG0001298	Syam.g_01738	Prav.g_01174
OG0001299	Syam.g_01371	Prav.g_01264
OG0001300	Syam.g_00800	Prav.g_01291
OG0001301	Syam.g_00786	Prav.g_01294
OG0001302	Syam.g_01437	Prav.g_00383
OG0001303	Syam.g_01082	Prav.g_00946
OG0001304	Syam.g_01204	Prav.g_00918
OG0001305	Syam.g_00780	Prav.g_00937
OG0001306	Syam.g_01811	Prav.g_00051
OG0001307	Syam.g_00945	Prav.g_01456
OG0001308	Syam.g_01623	Prav.g_01588
OG0001309	Syam.g_00628	Prav.g_01670
OG0001311	Syam.g_01192	Prav.g_00910
OG0001315	Syam.g_00394	Prav.g_00126
OG0001316	Syam.g_02176	Prav.g_00205
OG0001317	Syam.g_00505	Prav.g_00804
OG0001319	Syam.g_00241	Prav.g_01919
OG0001321	Syam.g_01846	Prav.g_01050
OG0001322	Syam.g_01845	Prav.g_01051
OG0001323	Syam.g_00631	Prav.g_01117
OG0001324	Syam.g_00799	Prav.g_01292
OG0001325	Syam.g_01241	Prav.g_00311
OG0001326	Syam.g_02370	Prav.g_00472
OG0001327	Syam.g_01359	Prav.g_00227
OG0001328	Syam.g_01340	Prav.g_00254
OG0001330	Syam.g_01819	Prav.g_01408
OG0001331	Syam.g_00569	Prav.g_01479
OG0001332	Syam.g_01919	Prav.g_01621
OG0001333	Syam.g_01889	Prav.g_01798
OG0001334	Syam.g_00405	Prav.g_00657
OG0001335	Syam.g_00406	Prav.g_00658
OG0001336	Syam.g_02425	Prav.g_00771
OG0001339	Syam.g_02117	Prav.g_00168
OG0001340	Syam.g_00425	Prav.g_01974
OG0001341	Syam.g_00795	Prav.g_00344
OG0001343	Syam.g_02361	Prav.g_00481
OG0001344	Syam.g_01790	Prav.g_00069
OG0001345	Syam.g_01764	Prav.g_01862
OG0001346	Syam.g_01831	Prav.g_01439
OG0001348	Syam.g_00750	Prav.g_01693
OG0001352	Syam.g_00644	Prav.g_01278
OG0001353	Syam.g_00742	Prav.g_00429
OG0001354	Syam.g_01145	Prav.g_00566
OG0001355	Syam.g_00957	Prav.g_01704, Prav.g_00969
OG0001356	Syam.g_00751	Prav.g_00957
OG0001358	Syam.g_01495	Prav.g_01218
OG0001359	Syam.g_02360	Prav.g_00482
OG0001360	Syam.g_01762	Prav.g_00257
OG0001361	Syam.g_01767	Prav.g_01865
OG0001362	Syam.g_01628	Prav.g_01592
OG0001363	Syam.g_01630	Prav.g_01594
OG0001364	Syam.g_00158	Prav.g_00660
OG0001372	Syam.g_00450, Syam.g_00984	Prav.g_00354, Prav.g_01325
OG0001373	Syam.g_02369	Prav.g_00471
OG0001374	Syam.g_02377	Prav.g_00479
OG0001375	Syam.g_02362	Prav.g_00480
OG0001376	Syam.g_02332	Prav.g_00220
OG0001377	Syam.g_02331	Prav.g_00221
OG0001378	Syam.g_01872	Prav.g_00003
OG0001379	Syam.g_01821	Prav.g_01432
OG0001380	Syam.g_01409	Prav.g_01461
OG0001381	Syam.g_00939	Prav.g_01467
OG0001382	Syam.g_01557	Prav.g_01686
OG0001385	Syam.g_02366	Prav.g_00468
OG0001386	Syam.g_02367	Prav.g_00469
OG0001387	Syam.g_02368	Prav.g_00470
OG0001388	Syam.g_02371	Prav.g_00473
OG0001389	Syam.g_02372	Prav.g_00474
OG0001390	Syam.g_02373	Prav.g_00475
OG0001391	Syam.g_02374	Prav.g_00476
OG0001392	Syam.g_02375	Prav.g_00477
OG0001393	Syam.g_02376	Prav.g_00478
OG0001395	Syam.g_01225	Prav.g_00920
OG0001396	Syam.g_00080	Prav.g_00300
OG0001397	Syam.g_01629	Prav.g_01593
OG0001398	Syam.g_01052	Prav.g_01700
OG0001401	Syam.g_00738, Syam.g_00737	Prav.g_01365
OG0001402	Syam.g_01490	Prav.g_01328
OG0001404	Syam.g_02061	Prav.g_00133
OG0001405	Syam.g_00408	Prav.g_01972
OG0001406	Syam.g_02333	Prav.g_00219
OG0001407	Syam.g_00645	Prav.g_00234
OG0001408	Syam.g_00848	Prav.g_00239
OG0001413	Syam.g_01430	Prav.g_01662
OG0001414	Syam.g_00940	Prav.g_00809
OG0001416	Syam.g_01834	Prav.g_01057
OG0001417	Syam.g_01144	Prav.g_01067
OG0001419	Syam.g_00646	Prav.g_00235
OG0001420	Syam.g_00642	Prav.g_00012
OG0001421	Syam.g_01019	Prav.g_01667
OG0001422	Syam.g_01822	Prav.g_01691
OG0001425	Syam.g_02329	Prav.g_00748
OG0001428	Syam.g_02220	Prav.g_00866
OG0001429	Syam.g_01083	Prav.g_00386
OG0001430	Syam.g_02305	Prav.g_01403
OG0001432	Syam.g_00822	Prav.g_01661
OG0001433	Syam.g_00752	Prav.g_00958
OG0001434	Syam.g_01316	Prav.g_00518
OG0001435	Syam.g_01353	Prav.g_00495
OG0001438	Syam.g_00215	Prav.g_01939
OG0001439	Syam.g_00190	Prav.g_01953
OG0001441	Syam.g_00633	Prav.g_01119
OG0001442	Syam.g_01306	Prav.g_00337
OG0001443	Syam.g_02335	Prav.g_01744
OG0001447	Syam.g_02152	Prav.g_00191
OG0001448	Syam.g_02342	Prav.g_00986
OG0001449	Syam.g_00285	Prav.g_01010
OG0001452	Syam.g_00268	Prav.g_00485
OG0001453	Syam.g_01166	Prav.g_00578
OG0001454	Syam.g_01426	Prav.g_00250
OG0001456	Syam.g_02387	Prav.g_00042
OG0001457	Syam.g_02388	Prav.g_00043
OG0001458	Syam.g_02389	Prav.g_00044
OG0001459	Syam.g_00949	Prav.g_01377
OG0001460	Syam.g_00753	Prav.g_00959
OG0001462	Syam.g_00041	Prav.g_00102
OG0001465	Syam.g_01250	Prav.g_01300
OG0001467	Syam.g_01438	Prav.g_00374
OG0001468	Syam.g_01435	Prav.g_00225
OG0001470	Syam.g_01874	Prav.g_01509
OG0001471	Syam.g_00195	Prav.g_01663
OG0001472	Syam.g_00833	Prav.g_01669
OG0001473	Syam.g_01440	Prav.g_00708
OG0001474	Syam.g_00464	Prav.g_01986
OG0001475	Syam.g_01876	Prav.g_01511
OG0001479	Syam.g_00461	Prav.g_01983
OG0001480	Syam.g_01755	Prav.g_00988
OG0001482	Syam.g_01154	Prav.g_01055
OG0001492	Syam.g_00865	Prav.g_01834
OG0001493	Syam.g_00857	Prav.g_01826
OG0001495	Syam.g_00318	Prav.g_00290
OG0001499	Syam.g_02154, Syam.g_01397	Prav.g_00125
OG0001504	Syam.g_00948	Prav.g_01378
OG0001507	Syam.g_00975	Prav.g_01722
OG0001508	Syam.g_01873	Prav.g_01508
OG0001526	Syam.g_02183	Prav.g_01504
OG0001528	Syam.g_01875	Prav.g_01510
OG0001546	Syam.g_00636	Prav.g_01122
OG0001548	Syam.g_01420	Prav.g_00371
OG0001549	Syam.g_01761	Prav.g_00455
OG0001551	Syam.g_00755	Prav.g_00041
OG0001554	Syam.g_02311	Prav.g_01668
OG0001556	Syam.g_00903	Prav.g_00963
OG0001558	Syam.g_00019	Prav.g_01353
OG0001582	Syam.g_01128	Prav.g_01066
OG0001585	Syam.g_01008	Prav.g_01395
OG0001602	Syam.g_01251	Prav.g_01299
OG0001625	Syam.g_00262	Prav.g_01905
OG0001627	Syam.g_01921	Prav.g_00351
OG0001633	Syam.g_01586	Prav.g_01470
OG0001652	Syam.g_00018	Prav.g_01351
OG0001667	Syam.g_00840	Prav.g_01411
OG0001700	Syam.g_01388	Prav.g_00960
OG0001718	Syam.g_01501	Prav.g_00982
OG0001737	Syam.g_00209	Prav.g_01364
OG0001836	Syam.g_00760	Prav.g_01367
OG0001991	Syam.g_01389	Prav.g_01343
OG0002108	Syam.g_01580, Syam.g_02048, Syam.g_00544	Prav.g_01322
OG0002244	Syam.g_00974	Prav.g_01721
OG0002291	Syam.g_02236	Prav.g_01391
OG0002377	Syam.g_00761	Prav.g_00949, Prav.g_01366
OG0002387	Syam.g_00087	Prav.g_01527
OG0002839	Syam.g_01328, Syam.g_01564, Syam.g_01208, Syam.g_01571	Prav.g_01307
OG0002936	Syam.g_01206, Syam.g_01326, Syam.g_01523, Syam.g_01518	Prav.g_01306
OG0003063	Syam.g_00084	Prav.g_01557
