Orthogroup	Syam	Prbg
OG0001120	Syam.g_01156	Prbg.g_01304
OG0001122	Syam.g_01184	Prbg.g_01324
OG0001123	Syam.g_01191	Prbg.g_01330
OG0001124	Syam.g_01194	Prbg.g_01332
OG0001125	Syam.g_01196	Prbg.g_01334
OG0001126	Syam.g_00757	Prbg.g_01245
OG0001127	Syam.g_00758	Prbg.g_01244
OG0001128	Syam.g_00764	Prbg.g_01242
OG0001129	Syam.g_00766	Prbg.g_01241
OG0001130	Syam.g_00767	Prbg.g_01240
OG0001131	Syam.g_01337	Prbg.g_00141
OG0001132	Syam.g_01020	Prbg.g_00022
OG0001134	Syam.g_00915	Prbg.g_00749
OG0001135	Syam.g_00917	Prbg.g_00752
OG0001136	Syam.g_01797	Prbg.g_01489
OG0001137	Syam.g_01780	Prbg.g_01477
OG0001138	Syam.g_00898	Prbg.g_01456
OG0001139	Syam.g_00896	Prbg.g_01454
OG0001140	Syam.g_00895	Prbg.g_01453
OG0001141	Syam.g_00894	Prbg.g_01452
OG0001142	Syam.g_00892	Prbg.g_01451
OG0001143	Syam.g_00883	Prbg.g_01444
OG0001144	Syam.g_00873	Prbg.g_01439
OG0001145	Syam.g_01817	Prbg.g_00469
OG0001146	Syam.g_01836	Prbg.g_00481
OG0001147	Syam.g_01665	Prbg.g_00501
OG0001148	Syam.g_00573	Prbg.g_00531
OG0001149	Syam.g_00572	Prbg.g_00532
OG0001150	Syam.g_00571	Prbg.g_00533
OG0001151	Syam.g_00558	Prbg.g_00544
OG0001152	Syam.g_00557	Prbg.g_00545
OG0001153	Syam.g_01652	Prbg.g_00623
OG0001154	Syam.g_01654	Prbg.g_00624
OG0001155	Syam.g_01925	Prbg.g_00641
OG0001156	Syam.g_01928	Prbg.g_00644
OG0001157	Syam.g_01929	Prbg.g_00645
OG0001158	Syam.g_01930	Prbg.g_00646
OG0001159	Syam.g_01931	Prbg.g_00647
OG0001160	Syam.g_01969	Prbg.g_00673
OG0001161	Syam.g_02338	Prbg.g_01593
OG0001162	Syam.g_01257	Prbg.g_00726
OG0001163	Syam.g_01977	Prbg.g_01641
OG0001164	Syam.g_01983	Prbg.g_01645
OG0001165	Syam.g_01988	Prbg.g_01648
OG0001166	Syam.g_02011	Prbg.g_01669
OG0001167	Syam.g_01888	Prbg.g_01686
OG0001168	Syam.g_01890	Prbg.g_01688
OG0001169	Syam.g_01892	Prbg.g_01690
OG0001170	Syam.g_01894	Prbg.g_01692
OG0001171	Syam.g_01904	Prbg.g_01702
OG0001172	Syam.g_00292	Prbg.g_01718
OG0001173	Syam.g_00293	Prbg.g_01719
OG0001174	Syam.g_00301	Prbg.g_01727
OG0001175	Syam.g_00302	Prbg.g_01728
OG0001176	Syam.g_00321	Prbg.g_01736
OG0001177	Syam.g_00319	Prbg.g_01738
OG0001178	Syam.g_01995	Prbg.g_01655
OG0001179	Syam.g_00351	Prbg.g_01768
OG0001180	Syam.g_00378	Prbg.g_01791
OG0001181	Syam.g_00382	Prbg.g_01795
OG0001182	Syam.g_00391	Prbg.g_01803
OG0001183	Syam.g_00396	Prbg.g_01808
OG0001184	Syam.g_00143	Prbg.g_01826
OG0001185	Syam.g_00121	Prbg.g_01842
OG0001186	Syam.g_00076	Prbg.g_01866
OG0001187	Syam.g_00073	Prbg.g_01869
OG0001188	Syam.g_00070	Prbg.g_01871
OG0001189	Syam.g_00054	Prbg.g_01888
OG0001190	Syam.g_02313	Prbg.g_01893
OG0001191	Syam.g_02324	Prbg.g_01903
OG0001192	Syam.g_02330	Prbg.g_01908
OG0001193	Syam.g_02355	Prbg.g_01920
OG0001194	Syam.g_02357	Prbg.g_01921
OG0001195	Syam.g_02358	Prbg.g_01922
OG0001196	Syam.g_02429	Prbg.g_01938
OG0001197	Syam.g_02431	Prbg.g_01940
OG0001198	Syam.g_02443	Prbg.g_00764
OG0001199	Syam.g_02068	Prbg.g_00795
OG0001200	Syam.g_02070	Prbg.g_00793
OG0001201	Syam.g_02122	Prbg.g_00880
OG0001202	Syam.g_02255	Prbg.g_00978
OG0001203	Syam.g_00511	Prbg.g_01020
OG0001204	Syam.g_00282	Prbg.g_01026
OG0001205	Syam.g_01852	Prbg.g_00165
OG0001206	Syam.g_01680	Prbg.g_00185
OG0001208	Syam.g_00585	Prbg.g_00201
OG0001209	Syam.g_00654	Prbg.g_00252
OG0001210	Syam.g_00663	Prbg.g_00257
OG0001211	Syam.g_00678	Prbg.g_00268
OG0001212	Syam.g_01717	Prbg.g_00315
OG0001213	Syam.g_01479	Prbg.g_00350
OG0001214	Syam.g_01466	Prbg.g_01420
OG0001215	Syam.g_00808	Prbg.g_01132
OG0001216	Syam.g_01245	Prbg.g_01153
OG0001217	Syam.g_01403	Prbg.g_00006
OG0001218	Syam.g_01662	Prbg.g_01549
OG0001219	Syam.g_01080	Prbg.g_01258
OG0001220	Syam.g_01754	Prbg.g_01215
OG0001221	Syam.g_01334	Prbg.g_01095
OG0001222	Syam.g_01111	Prbg.g_01337
OG0001224	Syam.g_00770	Prbg.g_01238
OG0001225	Syam.g_00772	Prbg.g_01236
OG0001226	Syam.g_01425	Prbg.g_00358
OG0001227	Syam.g_02340	Prbg.g_01534
OG0001228	Syam.g_01858	Prbg.g_01436
OG0001229	Syam.g_00796	Prbg.g_01548
OG0001230	Syam.g_01603	Prbg.g_00584
OG0001231	Syam.g_00017	Prbg.g_00142
OG0001232	Syam.g_02022	Prbg.g_01673
OG0001233	Syam.g_01895	Prbg.g_01693
OG0001234	Syam.g_00306	Prbg.g_01730
OG0001235	Syam.g_00313	Prbg.g_01734
OG0001236	Syam.g_00146	Prbg.g_01823
OG0001237	Syam.g_00141	Prbg.g_01827
OG0001238	Syam.g_02326	Prbg.g_01904
OG0001239	Syam.g_02065	Prbg.g_00798
OG0001240	Syam.g_02105	Prbg.g_00863
OG0001241	Syam.g_02115	Prbg.g_00873
OG0001242	Syam.g_02145	Prbg.g_00893
OG0001244	Syam.g_02188	Prbg.g_00915
OG0001245	Syam.g_01057	Prbg.g_01525
OG0001247	Syam.g_01253	Prbg.g_01125
OG0001248	Syam.g_01256	Prbg.g_01127
OG0001249	Syam.g_00436	Prbg.g_00114
OG0001250	Syam.g_00731	Prbg.g_01202
OG0001251	Syam.g_02365	Prbg.g_01063
OG0001252	Syam.g_00763	Prbg.g_01243
OG0001253	Syam.g_01021	Prbg.g_00361
OG0001254	Syam.g_00916	Prbg.g_00751
OG0001255	Syam.g_01056	Prbg.g_01504
OG0001256	Syam.g_01976	Prbg.g_00680
OG0001258	Syam.g_01986	Prbg.g_01646
OG0001259	Syam.g_01893	Prbg.g_01691
OG0001260	Syam.g_01912	Prbg.g_01708
OG0001261	Syam.g_00360	Prbg.g_01776
OG0001262	Syam.g_00056	Prbg.g_01886
OG0001263	Syam.g_02159	Prbg.g_00902
OG0001265	Syam.g_02143	Prbg.g_00892
OG0001266	Syam.g_02259	Prbg.g_00982
OG0001267	Syam.g_00230	Prbg.g_00059
OG0001268	Syam.g_00463	Prbg.g_00122
OG0001269	Syam.g_00956	Prbg.g_01214
OG0001270	Syam.g_01871	Prbg.g_00154
OG0001271	Syam.g_01671	Prbg.g_00191
OG0001272	Syam.g_00589	Prbg.g_00205
OG0001273	Syam.g_01472	Prbg.g_01426
OG0001274	Syam.g_02285	Prbg.g_01006
OG0001275	Syam.g_01174	Prbg.g_01315
OG0001276	Syam.g_01190	Prbg.g_01329
OG0001277	Syam.g_02415	Prbg.g_01926
OG0001278	Syam.g_00862	Prbg.g_01432
OG0001279	Syam.g_01590	Prbg.g_00407
OG0001280	Syam.g_01827	Prbg.g_00476
OG0001281	Syam.g_01837	Prbg.g_00482
OG0001282	Syam.g_00574	Prbg.g_00530
OG0001283	Syam.g_02424	Prbg.g_01935
OG0001284	Syam.g_01960	Prbg.g_00666
OG0001285	Syam.g_02380	Prbg.g_01676
OG0001286	Syam.g_00376	Prbg.g_01789
OG0001287	Syam.g_00113	Prbg.g_01849
OG0001288	Syam.g_00102	Prbg.g_01859
OG0001289	Syam.g_02089	Prbg.g_00783
OG0001290	Syam.g_02114	Prbg.g_00872
OG0001291	Syam.g_02170	Prbg.g_00910
OG0001292	Syam.g_00276	Prbg.g_01031
OG0001293	Syam.g_00256	Prbg.g_01044
OG0001295	Syam.g_00665	Prbg.g_00714
OG0001296	Syam.g_00617	Prbg.g_00228
OG0001297	Syam.g_00621	Prbg.g_00233
OG0001298	Syam.g_01738	Prbg.g_00295
OG0001299	Syam.g_01371	Prbg.g_01389
OG0001300	Syam.g_00800	Prbg.g_01136
OG0001301	Syam.g_00786	Prbg.g_01141
OG0001302	Syam.g_01437	Prbg.g_01254
OG0001303	Syam.g_01082	Prbg.g_01612
OG0001304	Syam.g_01204	Prbg.g_01342
OG0001305	Syam.g_00780	Prbg.g_01230
OG0001306	Syam.g_01811	Prbg.g_01501
OG0001307	Syam.g_00945	Prbg.g_00504
OG0001308	Syam.g_01623	Prbg.g_00601
OG0001309	Syam.g_00628	Prbg.g_00708
OG0001311	Syam.g_01192	Prbg.g_01331
OG0001312	Syam.g_01092	Prbg.g_01267
OG0001314	Syam.g_01445	Prbg.g_00439
OG0001315	Syam.g_00394	Prbg.g_01539
OG0001316	Syam.g_02176	Prbg.g_00914
OG0001317	Syam.g_00505	Prbg.g_01016
OG0001319	Syam.g_00241	Prbg.g_00052
OG0001321	Syam.g_01846	Prbg.g_00171
OG0001322	Syam.g_01845	Prbg.g_00172
OG0001323	Syam.g_00631	Prbg.g_00238
OG0001324	Syam.g_00799	Prbg.g_01137
OG0001325	Syam.g_01241	Prbg.g_01372
OG0001327	Syam.g_01359	Prbg.g_01072
OG0001328	Syam.g_01340	Prbg.g_00458
OG0001330	Syam.g_01819	Prbg.g_00697
OG0001331	Syam.g_00569	Prbg.g_00535
OG0001332	Syam.g_01919	Prbg.g_00637
OG0001333	Syam.g_01889	Prbg.g_01687
OG0001334	Syam.g_00405	Prbg.g_01811
OG0001335	Syam.g_00406	Prbg.g_01812
OG0001337	Syam.g_00402, Syam.g_00424	Prbg.g_00109
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Prbg.g_00112
OG0001339	Syam.g_02117	Prbg.g_00875
OG0001340	Syam.g_00425	Prbg.g_00110
OG0001341	Syam.g_00795	Prbg.g_01541
OG0001343	Syam.g_02361	Prbg.g_01060
OG0001344	Syam.g_01790	Prbg.g_01482
OG0001345	Syam.g_01764	Prbg.g_01466
OG0001346	Syam.g_01831	Prbg.g_00478
OG0001348	Syam.g_00750	Prbg.g_00712
OG0001350	Syam.g_00510	Prbg.g_01019
OG0001351	Syam.g_01695	Prbg.g_00177
OG0001352	Syam.g_00644	Prbg.g_01121
OG0001353	Syam.g_00742	Prbg.g_01192
OG0001354	Syam.g_01145	Prbg.g_01297
OG0001355	Syam.g_00957	Prbg.g_01351
OG0001356	Syam.g_00751	Prbg.g_01638
OG0001357	Syam.g_00449	Prbg.g_00451
OG0001359	Syam.g_02360	Prbg.g_01061
OG0001362	Syam.g_01628	Prbg.g_00605
OG0001363	Syam.g_01630	Prbg.g_00607
OG0001364	Syam.g_00158	Prbg.g_01814
OG0001368	Syam.g_00283	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001370	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379	Prbg.g_00182
OG0001372	Syam.g_00450, Syam.g_00984	Prbg.g_00359
OG0001375	Syam.g_02362	Prbg.g_01059
OG0001379	Syam.g_01821	Prbg.g_00471
OG0001380	Syam.g_01409	Prbg.g_01551
OG0001381	Syam.g_00939	Prbg.g_01511
OG0001382	Syam.g_01557	Prbg.g_01554
OG0001394	Syam.g_01321	Prbg.g_01099
OG0001397	Syam.g_01629	Prbg.g_00606
OG0001398	Syam.g_01052	Prbg.g_00737
OG0001401	Syam.g_00738, Syam.g_00737	Prbg.g_01197
OG0001402	Syam.g_01490	Prbg.g_00344
OG0001404	Syam.g_02061	Prbg.g_00801
OG0001407	Syam.g_00645	Prbg.g_01558
OG0001414	Syam.g_00940	Prbg.g_01011
OG0001419	Syam.g_00646	Prbg.g_01557
OG0001421	Syam.g_01019	Prbg.g_00681
OG0001422	Syam.g_01822	Prbg.g_01561
OG0001423	Syam.g_00534, Syam.g_00553, Syam.g_00548	Prbg.g_00429
OG0001425	Syam.g_02329	Prbg.g_01907
OG0001428	Syam.g_02220	Prbg.g_00950
OG0001429	Syam.g_01083	Prbg.g_01259
OG0001430	Syam.g_02305	Prbg.g_01550
OG0001433	Syam.g_00752	Prbg.g_01637
OG0001434	Syam.g_01316	Prbg.g_01104
OG0001435	Syam.g_01353	Prbg.g_01080
OG0001443	Syam.g_02335	Prbg.g_01547
OG0001448	Syam.g_02342	Prbg.g_00175
OG0001460	Syam.g_00753	Prbg.g_01636
OG0001461	Syam.g_00928	Prbg.g_00817
OG0001465	Syam.g_01250	Prbg.g_01148
OG0001467	Syam.g_01438	Prbg.g_00524
OG0001468	Syam.g_01435	Prbg.g_01051
OG0001472	Syam.g_00833	Prbg.g_00367
OG0001476	Syam.g_01784	Prbg.g_01479
OG0001477	Syam.g_00789	Prbg.g_00384
OG0001484	Syam.g_02378	Prbg.g_00696
OG0001487	Syam.g_01661	Prbg.g_00631
OG0001488	Syam.g_01774	Prbg.g_01473
OG0001489	Syam.g_00387	Prbg.g_01800
OG0001496	Syam.g_00791	Prbg.g_00386
OG0001497	Syam.g_00790	Prbg.g_00385
OG0001498	Syam.g_00490	Prbg.g_00138
OG0001510	Syam.g_00109	Prbg.g_01853
OG0001511	Syam.g_02129	Prbg.g_00884
OG0001512	Syam.g_00512	Prbg.g_01543
OG0001514	Syam.g_00792	Prbg.g_00387
OG0001515	Syam.g_00804	Prbg.g_01134
OG0001516	Syam.g_01374	Prbg.g_01392
OG0001517	Syam.g_00458	Prbg.g_00118
OG0001518	Syam.g_02328	Prbg.g_01906
OG0001519	Syam.g_02337	Prbg.g_01911
OG0001526	Syam.g_02183	Prbg.g_00813
OG0001527	Syam.g_00693	Prbg.g_00281
OG0001529	Syam.g_00047	Prbg.g_00833
OG0001530	Syam.g_02127	Prbg.g_00883
OG0001531	Syam.g_00513	Prbg.g_01021
OG0001532	Syam.g_00897	Prbg.g_01455
OG0001534	Syam.g_01205	Prbg.g_01343
OG0001535	Syam.g_01188	Prbg.g_01327
OG0001536	Syam.g_01119	Prbg.g_01283
OG0001537	Syam.g_01333	Prbg.g_01096
OG0001538	Syam.g_01285	Prbg.g_01164
OG0001539	Syam.g_01357	Prbg.g_01074
OG0001540	Syam.g_02161	Prbg.g_00904
OG0001541	Syam.g_02229	Prbg.g_00958
OG0001542	Syam.g_02238	Prbg.g_00964
OG0001543	Syam.g_02271	Prbg.g_00463
OG0001544	Syam.g_02336	Prbg.g_01910
OG0001545	Syam.g_02414	Prbg.g_01925
OG0001549	Syam.g_01761	Prbg.g_01224
OG0001557	Syam.g_01320	Prbg.g_01100
OG0001559	Syam.g_02126	Prbg.g_00882
OG0001560	Syam.g_02113	Prbg.g_00871
OG0001561	Syam.g_01195	Prbg.g_01333
OG0001562	Syam.g_01180	Prbg.g_01320
OG0001563	Syam.g_00370	Prbg.g_01784
OG0001564	Syam.g_02383	Prbg.g_00814
OG0001572	Syam.g_00531	Prbg.g_00406
OG0001574	Syam.g_00691	Prbg.g_00279
OG0001575	Syam.g_00696	Prbg.g_00284
OG0001576	Syam.g_01699	Prbg.g_00491
OG0001577	Syam.g_01799	Prbg.g_01491
OG0001579	Syam.g_00418	Prbg.g_00107
OG0001580	Syam.g_02300	Prbg.g_00826
OG0001589	Syam.g_01897	Prbg.g_01695
OG0001591	Syam.g_01363	Prbg.g_01113
OG0001592	Syam.g_02301	Prbg.g_00827
OG0001614	Syam.g_00123	Prbg.g_01841
OG0001616	Syam.g_00909	Prbg.g_01463
OG0001617	Syam.g_00797	Prbg.g_01138
OG0001619	Syam.g_01108	Prbg.g_01276
OG0001620	Syam.g_00470	Prbg.g_00126
OG0001621	Syam.g_00267	Prbg.g_01036
OG0001622	Syam.g_02423	Prbg.g_01934
OG0001636	Syam.g_00040	Prbg.g_00839
OG0001638	Syam.g_02001	Prbg.g_01661
OG0001639	Syam.g_01924	Prbg.g_00640
OG0001640	Syam.g_00756	Prbg.g_01246
OG0001641	Syam.g_01164	Prbg.g_01308
OG0001643	Syam.g_01463	Prbg.g_01417
OG0001644	Syam.g_01229	Prbg.g_01362
OG0001654	Syam.g_01922	Prbg.g_00638
OG0001656	Syam.g_00413	Prbg.g_00106
OG0001657	Syam.g_02202	Prbg.g_00933
OG0001658	Syam.g_02312	Prbg.g_00831
OG0001659	Syam.g_00901	Prbg.g_00717
OG0001676	Syam.g_00412	Prbg.g_00108
OG0001678	Syam.g_00291	Prbg.g_01717
OG0001691	Syam.g_01497	Prbg.g_01248
OG0001693	Syam.g_00775	Prbg.g_01594
OG0001717	Syam.g_02215	Prbg.g_00391
OG0001733	Syam.g_01219	Prbg.g_01634
OG0001758	Syam.g_00551	Prbg.g_01628
OG0001769	Syam.g_01449	Prbg.g_01538
OG0001771	Syam.g_00958	Prbg.g_01577
OG0001795	Syam.g_01940	Prbg.g_01617, Prbg.g_01049
OG0001836	Syam.g_00760	Prbg.g_00526
OG0001875	Syam.g_00550	Prbg.g_01627
OG0001876	Syam.g_00549	Prbg.g_01626
OG0001916	Syam.g_00600	Prbg.g_00215
OG0001917	Syam.g_01189	Prbg.g_01328
OG0001965	Syam.g_01439	Prbg.g_01584
OG0002106	Syam.g_00522	Prbg.g_00449
OG0002177	Syam.g_01406	Prbg.g_00355
OG0002377	Syam.g_00761	Prbg.g_00527
