Orthogroup	Syam	Prbh
OG0001122	Syam.g_01184	Prbh.g_01119
OG0001123	Syam.g_01191	Prbh.g_01124
OG0001124	Syam.g_01194	Prbh.g_01126
OG0001125	Syam.g_01196	Prbh.g_01128
OG0001126	Syam.g_00757	Prbh.g_01042
OG0001127	Syam.g_00758	Prbh.g_01041
OG0001128	Syam.g_00764	Prbh.g_01039
OG0001129	Syam.g_00766	Prbh.g_01038
OG0001130	Syam.g_00767	Prbh.g_01037
OG0001131	Syam.g_01337	Prbh.g_00411
OG0001132	Syam.g_01020	Prbh.g_00827
OG0001134	Syam.g_00915	Prbh.g_01868
OG0001135	Syam.g_00917	Prbh.g_01865
OG0001136	Syam.g_01797	Prbh.g_01286
OG0001137	Syam.g_01780	Prbh.g_01273
OG0001138	Syam.g_00898	Prbh.g_01252
OG0001139	Syam.g_00896	Prbh.g_01250
OG0001140	Syam.g_00895	Prbh.g_01249
OG0001141	Syam.g_00894	Prbh.g_01248
OG0001142	Syam.g_00892	Prbh.g_01247
OG0001143	Syam.g_00883	Prbh.g_01240
OG0001144	Syam.g_00873	Prbh.g_01235
OG0001145	Syam.g_01817	Prbh.g_01365
OG0001146	Syam.g_01836	Prbh.g_01377
OG0001147	Syam.g_01665	Prbh.g_00002
OG0001148	Syam.g_00573	Prbh.g_00011
OG0001149	Syam.g_00572	Prbh.g_00012
OG0001150	Syam.g_00571	Prbh.g_00013
OG0001151	Syam.g_00558	Prbh.g_00025
OG0001152	Syam.g_00557	Prbh.g_00026
OG0001153	Syam.g_01652	Prbh.g_00131
OG0001154	Syam.g_01654	Prbh.g_00132
OG0001155	Syam.g_01925	Prbh.g_00149
OG0001156	Syam.g_01928	Prbh.g_00152
OG0001157	Syam.g_01929	Prbh.g_00153
OG0001158	Syam.g_01930	Prbh.g_00154
OG0001159	Syam.g_01931	Prbh.g_00155
OG0001160	Syam.g_01969	Prbh.g_00181
OG0001161	Syam.g_02338	Prbh.g_01837
OG0001162	Syam.g_01257	Prbh.g_01824
OG0001163	Syam.g_01977	Prbh.g_01790
OG0001164	Syam.g_01983	Prbh.g_01787
OG0001165	Syam.g_01988	Prbh.g_01784
OG0001166	Syam.g_02011	Prbh.g_01763
OG0001167	Syam.g_01888	Prbh.g_01745
OG0001168	Syam.g_01890	Prbh.g_01743
OG0001169	Syam.g_01892	Prbh.g_01741
OG0001170	Syam.g_01894	Prbh.g_01739
OG0001171	Syam.g_01904	Prbh.g_01729
OG0001172	Syam.g_00292	Prbh.g_01714
OG0001173	Syam.g_00293	Prbh.g_01713
OG0001174	Syam.g_00301	Prbh.g_01705
OG0001175	Syam.g_00302	Prbh.g_01704
OG0001176	Syam.g_00321	Prbh.g_01696
OG0001177	Syam.g_00319	Prbh.g_01694
OG0001178	Syam.g_01995	Prbh.g_01777
OG0001179	Syam.g_00351	Prbh.g_01661
OG0001180	Syam.g_00378	Prbh.g_01638
OG0001181	Syam.g_00382	Prbh.g_01634
OG0001182	Syam.g_00391	Prbh.g_01626
OG0001183	Syam.g_00396	Prbh.g_01620
OG0001184	Syam.g_00143	Prbh.g_01602
OG0001185	Syam.g_00121	Prbh.g_01586
OG0001186	Syam.g_00076	Prbh.g_01562
OG0001187	Syam.g_00073	Prbh.g_01559
OG0001188	Syam.g_00070	Prbh.g_01557
OG0001189	Syam.g_00054	Prbh.g_01540
OG0001190	Syam.g_02313	Prbh.g_01535
OG0001191	Syam.g_02324	Prbh.g_01525
OG0001192	Syam.g_02330	Prbh.g_01520
OG0001193	Syam.g_02355	Prbh.g_01507
OG0001194	Syam.g_02357	Prbh.g_01506
OG0001195	Syam.g_02358	Prbh.g_01505
OG0001196	Syam.g_02429	Prbh.g_01488
OG0001197	Syam.g_02431	Prbh.g_01486
OG0001198	Syam.g_02443	Prbh.g_01479
OG0001199	Syam.g_02068	Prbh.g_00708
OG0001200	Syam.g_02070	Prbh.g_00706
OG0001201	Syam.g_02122	Prbh.g_00675
OG0001202	Syam.g_02255	Prbh.g_00583
OG0001203	Syam.g_00511	Prbh.g_00542
OG0001204	Syam.g_00282	Prbh.g_00536
OG0001205	Syam.g_01852	Prbh.g_00387
OG0001206	Syam.g_01680	Prbh.g_00366
OG0001208	Syam.g_00585	Prbh.g_00349
OG0001209	Syam.g_00654	Prbh.g_00294
OG0001210	Syam.g_00663	Prbh.g_00290
OG0001211	Syam.g_00678	Prbh.g_00280
OG0001212	Syam.g_01717	Prbh.g_00234
OG0001213	Syam.g_01479	Prbh.g_01452
OG0001215	Syam.g_00808	Prbh.g_00925
OG0001216	Syam.g_01245	Prbh.g_00947
OG0001217	Syam.g_01403	Prbh.g_01875
OG0001218	Syam.g_01662	Prbh.g_01339
OG0001219	Syam.g_01080	Prbh.g_01054
OG0001220	Syam.g_01754	Prbh.g_01009
OG0001221	Syam.g_01334	Prbh.g_00889
OG0001222	Syam.g_01111	Prbh.g_01131
OG0001224	Syam.g_00770	Prbh.g_01035
OG0001225	Syam.g_00772	Prbh.g_01033
OG0001226	Syam.g_01425	Prbh.g_01444
OG0001227	Syam.g_02340	Prbh.g_01331
OG0001228	Syam.g_01858	Prbh.g_01232
OG0001229	Syam.g_00796	Prbh.g_01872
OG0001230	Syam.g_01603	Prbh.g_00089
OG0001231	Syam.g_00017	Prbh.g_00410
OG0001232	Syam.g_02022	Prbh.g_01759
OG0001233	Syam.g_01895	Prbh.g_01738
OG0001234	Syam.g_00306	Prbh.g_01702
OG0001235	Syam.g_00313	Prbh.g_01698
OG0001236	Syam.g_00146	Prbh.g_01605
OG0001237	Syam.g_00141	Prbh.g_01601
OG0001238	Syam.g_02326	Prbh.g_01524
OG0001239	Syam.g_02065	Prbh.g_00711
OG0001240	Syam.g_02105	Prbh.g_00690
OG0001241	Syam.g_02115	Prbh.g_00681
OG0001242	Syam.g_02145	Prbh.g_00662
OG0001244	Syam.g_02188	Prbh.g_00640
OG0001245	Syam.g_01057	Prbh.g_01320
OG0001246	Syam.g_00611	Prbh.g_00824
OG0001247	Syam.g_01253	Prbh.g_00918
OG0001248	Syam.g_01256	Prbh.g_00920
OG0001249	Syam.g_00436	Prbh.g_00442
OG0001250	Syam.g_00731	Prbh.g_00995
OG0001251	Syam.g_02365	Prbh.g_00858
OG0001252	Syam.g_00763	Prbh.g_01040
OG0001253	Syam.g_01021	Prbh.g_01442
OG0001254	Syam.g_00916	Prbh.g_01866
OG0001255	Syam.g_01056	Prbh.g_01300
OG0001256	Syam.g_01976	Prbh.g_00188
OG0001258	Syam.g_01986	Prbh.g_01786
OG0001259	Syam.g_01893	Prbh.g_01740
OG0001261	Syam.g_00360	Prbh.g_01653
OG0001262	Syam.g_00056	Prbh.g_01542
OG0001263	Syam.g_02159	Prbh.g_00653
OG0001265	Syam.g_02143	Prbh.g_00663
OG0001266	Syam.g_02259	Prbh.g_00579
OG0001267	Syam.g_00230	Prbh.g_00499
OG0001268	Syam.g_00463	Prbh.g_00433
OG0001269	Syam.g_00956	Prbh.g_01008
OG0001270	Syam.g_01871	Prbh.g_00398
OG0001271	Syam.g_01671	Prbh.g_00359
OG0001272	Syam.g_00589	Prbh.g_00345
OG0001273	Syam.g_01472	Prbh.g_01222
OG0001274	Syam.g_02285	Prbh.g_00556
OG0001275	Syam.g_01174	Prbh.g_01112
OG0001276	Syam.g_01190	Prbh.g_01123
OG0001278	Syam.g_00862	Prbh.g_01228
OG0001279	Syam.g_01590	Prbh.g_01396
OG0001280	Syam.g_01827	Prbh.g_01372
OG0001281	Syam.g_01837	Prbh.g_01378
OG0001282	Syam.g_00574	Prbh.g_00010
OG0001283	Syam.g_02424	Prbh.g_01492
OG0001284	Syam.g_01960	Prbh.g_00175
OG0001285	Syam.g_02380	Prbh.g_01756
OG0001286	Syam.g_00376	Prbh.g_01640
OG0001287	Syam.g_00113	Prbh.g_01579
OG0001288	Syam.g_00102	Prbh.g_01569
OG0001289	Syam.g_02089	Prbh.g_00696
OG0001290	Syam.g_02114	Prbh.g_00682
OG0001291	Syam.g_02170	Prbh.g_00645
OG0001292	Syam.g_00276	Prbh.g_00531
OG0001293	Syam.g_00256	Prbh.g_00518
OG0001296	Syam.g_00617	Prbh.g_00321
OG0001297	Syam.g_00621	Prbh.g_00316
OG0001298	Syam.g_01738	Prbh.g_00252
OG0001299	Syam.g_01371	Prbh.g_01186
OG0001300	Syam.g_00800	Prbh.g_00929
OG0001301	Syam.g_00786	Prbh.g_00934
OG0001302	Syam.g_01437	Prbh.g_01051
OG0001304	Syam.g_01204	Prbh.g_01136
OG0001305	Syam.g_00780	Prbh.g_01027
OG0001306	Syam.g_01811	Prbh.g_01298
OG0001307	Syam.g_00945	Prbh.g_01936
OG0001308	Syam.g_01623	Prbh.g_00109
OG0001309	Syam.g_00628	Prbh.g_00205
OG0001311	Syam.g_01192	Prbh.g_01125
OG0001312	Syam.g_01092	Prbh.g_01063
OG0001314	Syam.g_01445	Prbh.g_01949, Prbh.g_00791
OG0001315	Syam.g_00394	Prbh.g_01861
OG0001316	Syam.g_02176	Prbh.g_00641
OG0001317	Syam.g_00505	Prbh.g_00546
OG0001319	Syam.g_00241	Prbh.g_00506
OG0001321	Syam.g_01846	Prbh.g_00381
OG0001322	Syam.g_01845	Prbh.g_00380
OG0001323	Syam.g_00631	Prbh.g_00310
OG0001324	Syam.g_00799	Prbh.g_00930
OG0001325	Syam.g_01241	Prbh.g_01168
OG0001327	Syam.g_01359	Prbh.g_00867
OG0001328	Syam.g_01340	Prbh.g_01357
OG0001330	Syam.g_01819	Prbh.g_00201
OG0001331	Syam.g_00569	Prbh.g_00015
OG0001332	Syam.g_01919	Prbh.g_00146
OG0001333	Syam.g_01889	Prbh.g_01744
OG0001334	Syam.g_00405	Prbh.g_01617
OG0001335	Syam.g_00406	Prbh.g_01616
OG0001336	Syam.g_02425	Prbh.g_01491
OG0001337	Syam.g_00402, Syam.g_00424	Prbh.g_00447
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Prbh.g_00444
OG0001339	Syam.g_02117	Prbh.g_00679
OG0001340	Syam.g_00425	Prbh.g_00446
OG0001341	Syam.g_00795	Prbh.g_01881
OG0001343	Syam.g_02361	Prbh.g_00855
OG0001344	Syam.g_01790	Prbh.g_01278
OG0001346	Syam.g_01831	Prbh.g_01374
OG0001348	Syam.g_00750	Prbh.g_01888
OG0001350	Syam.g_00510	Prbh.g_00543
OG0001351	Syam.g_01695	Prbh.g_00373
OG0001352	Syam.g_00644	Prbh.g_00914
OG0001353	Syam.g_00742	Prbh.g_00985
OG0001354	Syam.g_01145	Prbh.g_01096
OG0001355	Syam.g_00957	Prbh.g_01146
OG0001357	Syam.g_00449	Prbh.g_01350
OG0001358	Syam.g_01495	Prbh.g_01463
OG0001359	Syam.g_02360	Prbh.g_00856
OG0001361	Syam.g_01767	Prbh.g_01264
OG0001362	Syam.g_01628	Prbh.g_00113
OG0001363	Syam.g_01630	Prbh.g_00115
OG0001364	Syam.g_00158	Prbh.g_01614
OG0001368	Syam.g_00283	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001372	Syam.g_00450, Syam.g_00984	Prbh.g_01897
OG0001375	Syam.g_02362	Prbh.g_00854
OG0001379	Syam.g_01821	Prbh.g_01367
OG0001380	Syam.g_01409	Prbh.g_01341
OG0001381	Syam.g_00939	Prbh.g_01308
OG0001382	Syam.g_01557	Prbh.g_01343
OG0001394	Syam.g_01321	Prbh.g_00893
OG0001397	Syam.g_01629	Prbh.g_00114
OG0001398	Syam.g_01052	Prbh.g_01399
OG0001401	Syam.g_00738, Syam.g_00737	Prbh.g_00990
OG0001402	Syam.g_01490	Prbh.g_01458
OG0001404	Syam.g_02061	Prbh.g_00714
OG0001405	Syam.g_00408	Prbh.g_00453
OG0001407	Syam.g_00645	Prbh.g_01345
OG0001414	Syam.g_00940	Prbh.g_00551
OG0001421	Syam.g_01019	Prbh.g_00189
OG0001423	Syam.g_00534, Syam.g_00553, Syam.g_00548	Prbh.g_01940
OG0001425	Syam.g_02329	Prbh.g_01521
OG0001429	Syam.g_01083	Prbh.g_01055
OG0001430	Syam.g_02305	Prbh.g_01340
OG0001435	Syam.g_01353	Prbh.g_00874
OG0001441	Syam.g_00633	Prbh.g_00308
OG0001443	Syam.g_02335	Prbh.g_01871
OG0001448	Syam.g_02342	Prbh.g_00375
OG0001453	Syam.g_01166	Prbh.g_01927
OG0001460	Syam.g_00753	Prbh.g_01791
OG0001461	Syam.g_00928	Prbh.g_01839
OG0001465	Syam.g_01250	Prbh.g_00941
OG0001467	Syam.g_01438	Prbh.g_00007
OG0001468	Syam.g_01435	Prbh.g_00846
OG0001472	Syam.g_00833	Prbh.g_00802
OG0001476	Syam.g_01784	Prbh.g_01275
OG0001477	Syam.g_00789	Prbh.g_01893
OG0001484	Syam.g_02378	Prbh.g_00200
OG0001487	Syam.g_01661	Prbh.g_00139
OG0001488	Syam.g_01774	Prbh.g_01269
OG0001489	Syam.g_00387	Prbh.g_01629
OG0001495	Syam.g_00318	Prbh.g_01693
OG0001496	Syam.g_00791	Prbh.g_01895
OG0001497	Syam.g_00790	Prbh.g_01894
OG0001498	Syam.g_00490	Prbh.g_00414
OG0001510	Syam.g_00109	Prbh.g_01575
OG0001511	Syam.g_02129	Prbh.g_00671
OG0001512	Syam.g_00512	Prbh.g_01335
OG0001514	Syam.g_00792	Prbh.g_01896
OG0001515	Syam.g_00804	Prbh.g_00927
OG0001516	Syam.g_01374	Prbh.g_01189
OG0001517	Syam.g_00458	Prbh.g_00438
OG0001518	Syam.g_02328	Prbh.g_01522
OG0001519	Syam.g_02337	Prbh.g_01517
OG0001526	Syam.g_02183	Prbh.g_00726
OG0001527	Syam.g_00693	Prbh.g_00266
OG0001529	Syam.g_00047	Prbh.g_00742
OG0001530	Syam.g_02127	Prbh.g_00672
OG0001531	Syam.g_00513	Prbh.g_00541
OG0001532	Syam.g_00897	Prbh.g_01251
OG0001534	Syam.g_01205	Prbh.g_01137
OG0001535	Syam.g_01188	Prbh.g_01122
OG0001536	Syam.g_01119	Prbh.g_01082
OG0001537	Syam.g_01333	Prbh.g_00890
OG0001538	Syam.g_01285	Prbh.g_00958
OG0001539	Syam.g_01357	Prbh.g_00869
OG0001540	Syam.g_02161	Prbh.g_00651
OG0001541	Syam.g_02229	Prbh.g_00603
OG0001542	Syam.g_02238	Prbh.g_00597
OG0001543	Syam.g_02271	Prbh.g_01876
OG0001544	Syam.g_02336	Prbh.g_01518
OG0001545	Syam.g_02414	Prbh.g_01502
OG0001549	Syam.g_01761	Prbh.g_01018
OG0001557	Syam.g_01320	Prbh.g_00894
OG0001559	Syam.g_02126	Prbh.g_00673
OG0001560	Syam.g_02113	Prbh.g_00683
OG0001561	Syam.g_01195	Prbh.g_01127
OG0001563	Syam.g_00370	Prbh.g_01645
OG0001574	Syam.g_00691	Prbh.g_00268
OG0001575	Syam.g_00696	Prbh.g_00263
OG0001576	Syam.g_01699	Prbh.g_01386
OG0001579	Syam.g_00418	Prbh.g_00449
OG0001580	Syam.g_02300	Prbh.g_00735
OG0001589	Syam.g_01897	Prbh.g_01736
OG0001591	Syam.g_01363	Prbh.g_00906
OG0001592	Syam.g_02301	Prbh.g_00736
OG0001614	Syam.g_00123	Prbh.g_01587
OG0001616	Syam.g_00909	Prbh.g_01259
OG0001617	Syam.g_00797	Prbh.g_00931
OG0001619	Syam.g_01108	Prbh.g_01072
OG0001620	Syam.g_00470	Prbh.g_00429
OG0001621	Syam.g_00267	Prbh.g_00526
OG0001622	Syam.g_02423	Prbh.g_01493
OG0001634	Syam.g_01368	Prbh.g_01183
OG0001636	Syam.g_00040	Prbh.g_00747
OG0001638	Syam.g_02001	Prbh.g_01771
OG0001639	Syam.g_01924	Prbh.g_00148
OG0001640	Syam.g_00756	Prbh.g_01043
OG0001641	Syam.g_01164	Prbh.g_01105
OG0001643	Syam.g_01463	Prbh.g_01214
OG0001644	Syam.g_01229	Prbh.g_01158
OG0001656	Syam.g_00413	Prbh.g_00450
OG0001658	Syam.g_02312	Prbh.g_00740
OG0001659	Syam.g_00901	Prbh.g_01407
OG0001676	Syam.g_00412	Prbh.g_00448
OG0001678	Syam.g_00291	Prbh.g_01715
OG0001691	Syam.g_01497	Prbh.g_01045
OG0001693	Syam.g_00775	Prbh.g_00805
OG0001713	Syam.g_01783	Prbh.g_01360
OG0001717	Syam.g_02215	Prbh.g_00822
OG0001758	Syam.g_00551	Prbh.g_01799
OG0001762	Syam.g_01171	Prbh.g_01110
OG0001764	Syam.g_01068	Prbh.g_01152
OG0001771	Syam.g_00958	Prbh.g_01843
OG0001795	Syam.g_01940	Prbh.g_00844
OG0001875	Syam.g_00550	Prbh.g_01800
OG0001876	Syam.g_00549	Prbh.g_01801
OG0001916	Syam.g_00600	Prbh.g_00335
OG0001974	Syam.g_02309	Prbh.g_00407
OG0002177	Syam.g_01406	Prbh.g_01447
OG0002347	Syam.g_02020	Prbh.g_01753
OG0002582	Syam.g_02035	Prbh.g_01922
