Orthogroup	Syam	Syap
OG0001434	Syam.g_01316	Syap.g_00167
OG0001435	Syam.g_01353	Syap.g_01259
OG0001438	Syam.g_00215	Syap.g_01346, Syap.g_01630
OG0001439	Syam.g_00190	Syap.g_01674
OG0001441	Syam.g_00633	Syap.g_02749
OG0001443	Syam.g_02335	Syap.g_01006
OG0001444	Syam.g_02100	Syap.g_00761
OG0001447	Syam.g_02152	Syap.g_02218
OG0001452	Syam.g_00268	Syap.g_01590
OG0001453	Syam.g_01166	Syap.g_02687
OG0001456	Syam.g_02387	Syap.g_01828
OG0001457	Syam.g_02388	Syap.g_01826
OG0001458	Syam.g_02389	Syap.g_01825
OG0001459	Syam.g_00949	Syap.g_00351
OG0001460	Syam.g_00753	Syap.g_00789
OG0001461	Syam.g_00928	Syap.g_02707
OG0001470	Syam.g_01874	Syap.g_01138, Syap.g_00709
OG0001474	Syam.g_00464	Syap.g_00562
OG0001475	Syam.g_01876	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Syam.g_00461	Syap.g_00565
OG0001487	Syam.g_01661	Syap.g_00699
OG0001488	Syam.g_01774	Syap.g_00209
OG0001489	Syam.g_00387	Syap.g_00603
OG0001492	Syam.g_00865	Syap.g_02441
OG0001493	Syam.g_00857	Syap.g_02433
OG0001495	Syam.g_00318	Syap.g_01921
OG0001498	Syam.g_00490	Syap.g_02044, Syap.g_02043
OG0001502	Syam.g_00705	Syap.g_00833
OG0001504	Syam.g_00948	Syap.g_00350
OG0001507	Syam.g_00975	Syap.g_00227
OG0001508	Syam.g_01873	Syap.g_01139
OG0001510	Syam.g_00109	Syap.g_01117
OG0001511	Syam.g_02129	Syap.g_02629, Syap.g_02676
OG0001512	Syam.g_00512	Syap.g_01151, Syap.g_01152
OG0001515	Syam.g_00804	Syap.g_00906
OG0001516	Syam.g_01374	Syap.g_01964
OG0001517	Syam.g_00458	Syap.g_00568
OG0001518	Syam.g_02328	Syap.g_01026
OG0001519	Syam.g_02337	Syap.g_02079
OG0001527	Syam.g_00693	Syap.g_00287, Syap.g_00292
OG0001528	Syam.g_01875	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Syam.g_00047	Syap.g_01809
OG0001530	Syam.g_02127	Syap.g_02627
OG0001531	Syam.g_00513	Syap.g_01150
OG0001534	Syam.g_01205	Syap.g_00534
OG0001535	Syam.g_01188	Syap.g_01875
OG0001536	Syam.g_01119	Syap.g_02018
OG0001537	Syam.g_01333	Syap.g_00153
OG0001538	Syam.g_01285	Syap.g_00199
OG0001539	Syam.g_01357	Syap.g_02370
OG0001540	Syam.g_02161	Syap.g_02214
OG0001541	Syam.g_02229	Syap.g_01187
OG0001542	Syam.g_02238	Syap.g_01177
OG0001543	Syam.g_02271	Syap.g_01417, Syap.g_01416
OG0001547	Syam.g_01059	Syap.g_00840, Syap.g_00839
OG0001556	Syam.g_00903	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001557	Syam.g_01320	Syap.g_00162
OG0001558	Syam.g_00019	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syam.g_01180	Syap.g_02700
OG0001563	Syam.g_00370	Syap.g_00473
OG0001564	Syam.g_02383	Syap.g_00876
OG0001567	Syam.g_01058	Syap.g_00838
OG0001568	Syam.g_01061	Syap.g_00842
OG0001574	Syam.g_00691	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syam.g_01799	Syap.g_00232
OG0001578	Syam.g_00825	Syap.g_01818
OG0001580	Syam.g_02300	Syap.g_01340, Syap.g_01341
OG0001590	Syam.g_01473	Syap.g_00889
OG0001592	Syam.g_02301	Syap.g_01342
OG0001614	Syam.g_00123	Syap.g_01101
OG0001616	Syam.g_00909	Syap.g_01884
OG0001619	Syam.g_01108	Syap.g_01752
OG0001620	Syam.g_00470	Syap.g_00557
OG0001621	Syam.g_00267	Syap.g_01592
OG0001622	Syam.g_02423	Syap.g_02601
OG0001623	Syam.g_00429	Syap.g_00582, Syap.g_00585
OG0001624	Syam.g_02341	Syap.g_02494
OG0001634	Syam.g_01368	Syap.g_01956
OG0001636	Syam.g_00040	Syap.g_01797
OG0001637	Syam.g_01909, Syam.g_01908	Syap.g_01945, Syap.g_01946
OG0001638	Syam.g_02001	Syap.g_01778
OG0001639	Syam.g_01924	Syap.g_00751
OG0001641	Syam.g_01164	Syap.g_02685
OG0001643	Syam.g_01463	Syap.g_00902
OG0001644	Syam.g_01229	Syap.g_00346
OG0001645	Syam.g_01062, Syam.g_01534	Syap.g_00668
OG0001647	Syam.g_00239	Syap.g_01370
OG0001652	Syam.g_00018	Syap.g_02634
OG0001654	Syam.g_01922	Syap.g_00753
OG0001657	Syam.g_02202	Syap.g_02175
OG0001658	Syam.g_02312	Syap.g_00131
OG0001659	Syam.g_00901	Syap.g_01892
OG0001660	Syam.g_00480, Syam.g_02134	Syap.g_02148, Syap.g_02632, Syap.g_02673
OG0001669	Syam.g_00088	Syap.g_01283
OG0001672	Syam.g_02076	Syap.g_02553, Syap.g_02554
OG0001673	Syam.g_00503	Syap.g_01163
OG0001675	Syam.g_01178	Syap.g_02698
OG0001677	Syam.g_00397	Syap.g_00592
OG0001678	Syam.g_00291	Syap.g_02678
OG0001680	Syam.g_02005	Syap.g_01772
OG0001682	Syam.g_01427, Syam.g_01237	Syap.g_00516
OG0001690	Syam.g_01546, Syam.g_00968, Syam.g_00372, Syam.g_02290, Syam.g_02036, Syam.g_02157	Syap.g_00647
OG0001692	Syam.g_01608	Syap.g_02120
OG0001694	Syam.g_00228	Syap.g_01358
OG0001700	Syam.g_01388	Syap.g_00975
OG0001713	Syam.g_01783	Syap.g_00349
OG0001715	Syam.g_01411	Syap.g_00665
OG0001717	Syam.g_02215	Syap.g_01200
OG0001729	Syam.g_00516	Syap.g_02666
OG0001730	Syam.g_00519	Syap.g_00770
OG0001732	Syam.g_00880	Syap.g_02315
OG0001733	Syam.g_01219	Syap.g_00794
OG0001735	Syam.g_01381, Syam.g_01382	Syap.g_00095
OG0001737	Syam.g_00209	Syap.g_01637
OG0001738	Syam.g_00175	Syap.g_01657
OG0001739	Syam.g_02406	Syap.g_01815, Syap.g_01816
OG0001741	Syam.g_01537, Syam.g_01560, Syam.g_01412	Syap.g_02493
OG0001750	Syam.g_02101	Syap.g_00764
OG0001751	Syam.g_00502, Syam.g_01063	Syap.g_01164
OG0001752	Syam.g_01914	Syap.g_02670
OG0001755	Syam.g_00627	Syap.g_00250
OG0001762	Syam.g_01171	Syap.g_02692
OG0001764	Syam.g_01068	Syap.g_02336
OG0001766	Syam.g_00199	Syap.g_01328
OG0001769	Syam.g_01449	Syap.g_00643
OG0001771	Syam.g_00958	Syap.g_00329
OG0001783	Syam.g_00118	Syap.g_01108, Syap.g_01471
OG0001786	Syam.g_01962	Syap.g_00311, Syap.g_01210
OG0001787	Syam.g_00650	Syap.g_01454
OG0001788	Syam.g_00653	Syap.g_01449
OG0001789	Syam.g_01829	Syap.g_01482, Syap.g_01481
OG0001790	Syam.g_01804	Syap.g_00238
OG0001796	Syam.g_01182	Syap.g_01850, Syap.g_01852
OG0001797	Syam.g_01100	Syap.g_00947
OG0001798	Syam.g_01487	Syap.g_01291
OG0001799	Syam.g_01452	Syap.g_00638
OG0001801	Syam.g_01598	Syap.g_02110
OG0001804	Syam.g_00491	Syap.g_02045, Syap.g_02046
OG0001806	Syam.g_00240	Syap.g_02337
OG0001808	Syam.g_00154	Syap.g_01055
OG0001811	Syam.g_02235	Syap.g_01180
OG0001812	Syam.g_02302	Syap.g_01343
OG0001813	Syam.g_02345	Syap.g_02086
OG0001814	Syam.g_02432	Syap.g_01166, Syap.g_00125
OG0001815	Syam.g_02441	Syap.g_01801
OG0001838	Syam.g_00008	Syap.g_00064, Syap.g_00537
OG0001839	Syam.g_00036	Syap.g_01794
OG0001840	Syam.g_00053	Syap.g_00978
OG0001841	Syam.g_00060	Syap.g_00987
OG0001843	Syam.g_00124	Syap.g_01100
OG0001844	Syam.g_00125	Syap.g_01099
OG0001845	Syam.g_00126	Syap.g_01094
OG0001846	Syam.g_02146	Syap.g_02228, Syap.g_02226
OG0001847	Syam.g_02144	Syap.g_02230
OG0001848	Syam.g_02140	Syap.g_02236
OG0001849	Syam.g_02088	Syap.g_02364
OG0001850	Syam.g_02078	Syap.g_02550
OG0001851	Syam.g_02072	Syap.g_01700
OG0001852	Syam.g_02071	Syap.g_01699
OG0001853	Syam.g_02064	Syap.g_01691
OG0001854	Syam.g_00507	Syap.g_01157
OG0001856	Syam.g_01968	Syap.g_01216
OG0001857	Syam.g_01965	Syap.g_01212
OG0001858	Syam.g_01935	Syap.g_00025
OG0001859	Syam.g_00565	Syap.g_02516
OG0001860	Syam.g_00579	Syap.g_02262
OG0001861	Syam.g_00590	Syap.g_02248
OG0001862	Syam.g_00601	Syap.g_00276
OG0001863	Syam.g_00606	Syap.g_00272
OG0001864	Syam.g_00661	Syap.g_01974
OG0001865	Syam.g_01726	Syap.g_00651
OG0001866	Syam.g_01703	Syap.g_01522
OG0001867	Syam.g_01507	Syap.g_01524
OG0001868	Syam.g_01833	Syap.g_01495
OG0001869	Syam.g_01800	Syap.g_00233
OG0001870	Syam.g_01792	Syap.g_00224
OG0001871	Syam.g_01787	Syap.g_00217
OG0001872	Syam.g_00866	Syap.g_02442
OG0001873	Syam.g_00908	Syap.g_01885
OG0001874	Syam.g_00911	Syap.g_01882
OG0001877	Syam.g_00803	Syap.g_00905
OG0001878	Syam.g_01175	Syap.g_02695
OG0001879	Syam.g_01169	Syap.g_02690
OG0001883	Syam.g_01099	Syap.g_01741
OG0001884	Syam.g_01090	Syap.g_01733
OG0001885	Syam.g_01073	Syap.g_02792
OG0001886	Syam.g_01069	Syap.g_02335
OG0001887	Syam.g_01341	Syap.g_01245
OG0001888	Syam.g_01313	Syap.g_00168
OG0001889	Syam.g_01275	Syap.g_02724
OG0001890	Syam.g_00724	Syap.g_00825
OG0001891	Syam.g_00720	Syap.g_00832
OG0001895	Syam.g_01594	Syap.g_02658
OG0001896	Syam.g_01861	Syap.g_02053
OG0001898	Syam.g_00435	Syap.g_00577
OG0001899	Syam.g_00358	Syap.g_00484
OG0001900	Syam.g_00255	Syap.g_02355
OG0001901	Syam.g_00254	Syap.g_02354
OG0001902	Syam.g_00223	Syap.g_01354
OG0001903	Syam.g_00214	Syap.g_01631
OG0001904	Syam.g_00160	Syap.g_02063
OG0001905	Syam.g_00152	Syap.g_01060
OG0001906	Syam.g_02162	Syap.g_02213
OG0001908	Syam.g_02231	Syap.g_01185
OG0001909	Syam.g_02242	Syap.g_02279
OG0001910	Syam.g_02277	Syap.g_01907
OG0001912	Syam.g_02321	Syap.g_01042
OG0001913	Syam.g_02323	Syap.g_01032
OG0001915	Syam.g_02437	Syap.g_02313
OG0001929	Syam.g_00067	Syap.g_00994
OG0001932	Syam.g_00122	Syap.g_01102
OG0001935	Syam.g_02069	Syap.g_01697
OG0001937	Syam.g_01952	Syap.g_00037
OG0001943	Syam.g_00842	Syap.g_00645
OG0001946	Syam.g_00802	Syap.g_01058
OG0001979	Syam.g_00806	Syap.g_00662, Syap.g_00834
OG0001999	Syam.g_01886	Syap.g_01375
OG0002010	Syam.g_01643	Syap.g_00002
OG0002013	Syam.g_00487	Syap.g_02542
OG0002017	Syam.g_02353	Syap.g_02099
OG0002020	Syam.g_02404	Syap.g_02581
OG0002021	Syam.g_02402	Syap.g_02584
OG0002022	Syam.g_02399	Syap.g_02585
OG0002023	Syam.g_02398	Syap.g_02588
OG0002047	Syam.g_00486	Syap.g_02039, Syap.g_02154
OG0002048	Syam.g_00393	Syap.g_00598
OG0002049	Syam.g_00310	Syap.g_01926
OG0002056	Syam.g_00213	Syap.g_01633, Syap.g_01632
OG0002113	Syam.g_00037	Syap.g_01795
OG0002116	Syam.g_01957	Syap.g_00044
OG0002129	Syam.g_01626	Syap.g_02529
OG0002130	Syam.g_01828	Syap.g_01480
OG0002131	Syam.g_02403	Syap.g_02582
OG0002134	Syam.g_00132	Syap.g_01088, Syap.g_01087
OG0002135	Syam.g_02018	Syap.g_01395, Syap.g_01402
OG0002136	Syam.g_02017	Syap.g_01396, Syap.g_01403
OG0002139	Syam.g_00852	Syap.g_02429
OG0002142	Syam.g_01599	Syap.g_02112, Syap.g_02111
OG0002143	Syam.g_00494	Syap.g_02578
OG0002144	Syam.g_00316	Syap.g_00772, Syap.g_00773
OG0002156	Syam.g_01596	Syap.g_01621
OG0002160	Syam.g_00816	Syap.g_01501
OG0002167	Syam.g_00658	Syap.g_01318
OG0002169	Syam.g_00485	Syap.g_02038, Syap.g_02152
OG0002170	Syam.g_00453	Syap.g_00573
OG0002174	Syam.g_01565	Syap.g_02100
OG0002179	Syam.g_00149	Syap.g_01062
OG0002180	Syam.g_00222	Syap.g_01353
OG0002181	Syam.g_00252	Syap.g_02350
OG0002182	Syam.g_00269	Syap.g_00309
OG0002184	Syam.g_02087	Syap.g_02363
OG0002185	Syam.g_02079	Syap.g_02549
OG0002186	Syam.g_02016	Syap.g_01404
OG0002187	Syam.g_02015	Syap.g_01398
OG0002188	Syam.g_01985	Syap.g_00616
OG0002189	Syam.g_01984	Syap.g_00615
OG0002190	Syam.g_01939	Syap.g_00028
OG0002192	Syam.g_01772	Syap.g_00207
OG0002194	Syam.g_00856	Syap.g_02432
OG0002196	Syam.g_01303	Syap.g_00179
OG0002197	Syam.g_01163	Syap.g_02684
OG0002198	Syam.g_01448	Syap.g_00644, Syap.g_00405
OG0002199	Syam.g_01453	Syap.g_00637
OG0002200	Syam.g_01613	Syap.g_02466
OG0002201	Syam.g_01705	Syap.g_01520
OG0002202	Syam.g_01706	Syap.g_01519
OG0002203	Syam.g_01707	Syap.g_01518
OG0002204	Syam.g_01724	Syap.g_00440
OG0002205	Syam.g_01741	Syap.g_01315
OG0002206	Syam.g_00699	Syap.g_01301
OG0002207	Syam.g_00689	Syap.g_00297
OG0002208	Syam.g_00578	Syap.g_02263
OG0002209	Syam.g_00465	Syap.g_00561
OG0002210	Syam.g_00401	Syap.g_00588
OG0002211	Syam.g_00362	Syap.g_00480
OG0002212	Syam.g_02299	Syap.g_01338
OG0002214	Syam.g_02426	Syap.g_02604
OG0002229	Syam.g_00094	Syap.g_00858
OG0002236	Syam.g_00947	Syap.g_02346
OG0002247	Syam.g_01748	Syap.g_01305
OG0002257	Syam.g_01429	Syap.g_00660
OG0002260	Syam.g_00851	Syap.g_02428
OG0002292	Syam.g_02247	Syap.g_02266
OG0002296	Syam.g_01638	Syap.g_02008
OG0002301	Syam.g_01481	Syap.g_00675
OG0002302	Syam.g_00563	Syap.g_02512
OG0002306	Syam.g_02397	Syap.g_02088
OG0002309	Syam.g_00736	Syap.g_01843
OG0002329	Syam.g_01519	Syap.g_01423
OG0002343	Syam.g_00278	Syap.g_01581
OG0002347	Syam.g_02020	Syap.g_01387
OG0002352	Syam.g_01786	Syap.g_00801
OG0002353	Syam.g_01278	Syap.g_02729
OG0002357	Syam.g_02356	Syap.g_01434, Syap.g_01433
OG0002358	Syam.g_01870, Syam.g_01869	Syap.g_02358
OG0002359	Syam.g_01646	Syap.g_00006
OG0002396	Syam.g_00335	Syap.g_00507
OG0002404	Syam.g_01235	Syap.g_01585
OG0002406	Syam.g_01402	Syap.g_00435
OG0002409	Syam.g_02350	Syap.g_02093
OG0002410	Syam.g_01410	Syap.g_02593
OG0002411	Syam.g_00747	Syap.g_02704
OG0002464	Syam.g_02077	Syap.g_02552
OG0002474	Syam.g_00315	Syap.g_01855, Syap.g_02768
OG0002475	Syam.g_01645	Syap.g_00005
OG0002525	Syam.g_01033	Syap.g_02158, Syap.g_01008
OG0002539	Syam.g_02325	Syap.g_01029
OG0002541	Syam.g_00400	Syap.g_00589
OG0002547	Syam.g_01682	Syap.g_00837
OG0002598	Syam.g_01047	Syap.g_02388
OG0002675	Syam.g_00314	Syap.g_01751
OG0002737	Syam.g_01887	Syap.g_01374
OG0002744	Syam.g_01025	Syap.g_00841
OG0002994	Syam.g_00714	Syap.g_00676
OG0003216	Syam.g_00095	Syap.g_00855
OG0005168	Syam.g_01066	Syap.g_00849
