Orthogroup	Syam	Praz
OG0001172	Syam.g_00292	Praz.g_00332
OG0001173	Syam.g_00293	Praz.g_00331
OG0001174	Syam.g_00301	Praz.g_00323
OG0001175	Syam.g_00302	Praz.g_00322
OG0001176	Syam.g_00321	Praz.g_00315
OG0001177	Syam.g_00319	Praz.g_00312
OG0001178	Syam.g_01995	Praz.g_00307
OG0001179	Syam.g_00351	Praz.g_00279
OG0001180	Syam.g_00378	Praz.g_00257
OG0001181	Syam.g_00382	Praz.g_00253
OG0001182	Syam.g_00391	Praz.g_00246
OG0001183	Syam.g_00396	Praz.g_00241
OG0001184	Syam.g_00143	Praz.g_00225
OG0001185	Syam.g_00121	Praz.g_00211
OG0001186	Syam.g_00076	Praz.g_00187
OG0001187	Syam.g_00073	Praz.g_00183
OG0001188	Syam.g_00070	Praz.g_00180
OG0001189	Syam.g_00054	Praz.g_00163
OG0001190	Syam.g_02313	Praz.g_00159
OG0001191	Syam.g_02324	Praz.g_00149
OG0001192	Syam.g_02330	Praz.g_00144
OG0001193	Syam.g_02355	Praz.g_00134
OG0001194	Syam.g_02357	Praz.g_00133
OG0001195	Syam.g_02358	Praz.g_00132
OG0001196	Syam.g_02429	Praz.g_00119
OG0001197	Syam.g_02431	Praz.g_00118
OG0001198	Syam.g_02443	Praz.g_00362
OG0001199	Syam.g_02068	Praz.g_00434
OG0001200	Syam.g_02070	Praz.g_00436
OG0001201	Syam.g_02122	Praz.g_00468
OG0001202	Syam.g_02255	Praz.g_00559
OG0001203	Syam.g_00511	Praz.g_00598
OG0001204	Syam.g_00282	Praz.g_00603
OG0001205	Syam.g_01852	Praz.g_01883
OG0001206	Syam.g_01680	Praz.g_01866
OG0001208	Syam.g_00585	Praz.g_01846
OG0001209	Syam.g_00654	Praz.g_01793
OG0001210	Syam.g_00663	Praz.g_01788
OG0001211	Syam.g_00678	Praz.g_01778
OG0001212	Syam.g_01717	Praz.g_01734
OG0001213	Syam.g_01479	Praz.g_01701
OG0001214	Syam.g_01466	Praz.g_01693
OG0001215	Syam.g_00808	Praz.g_01640
OG0001216	Syam.g_01245	Praz.g_01605
OG0001217	Syam.g_01403	Praz.g_01567
OG0001218	Syam.g_01662	Praz.g_01560
OG0001219	Syam.g_01080	Praz.g_01523
OG0001220	Syam.g_01754	Praz.g_01460
OG0001221	Syam.g_01334	Praz.g_01397
OG0001222	Syam.g_01111	Praz.g_01358
OG0001224	Syam.g_00770	Praz.g_01280
OG0001225	Syam.g_00772	Praz.g_00064
OG0001226	Syam.g_01425	Praz.g_00090
OG0001227	Syam.g_02340	Praz.g_00108
OG0001228	Syam.g_01858	Praz.g_00709
OG0001229	Syam.g_00796	Praz.g_01141
OG0001230	Syam.g_01603	Praz.g_01049
OG0001231	Syam.g_00017	Praz.g_00944
OG0001232	Syam.g_02022	Praz.g_00854
OG0001233	Syam.g_01895	Praz.g_00834
OG0001234	Syam.g_00306	Praz.g_00320
OG0001235	Syam.g_00313	Praz.g_00310
OG0001236	Syam.g_00146	Praz.g_00228
OG0001237	Syam.g_00141	Praz.g_00224
OG0001238	Syam.g_02326	Praz.g_00148
OG0001239	Syam.g_02065	Praz.g_00431
OG0001240	Syam.g_02105	Praz.g_00453
OG0001241	Syam.g_02115	Praz.g_00461
OG0001242	Syam.g_02145	Praz.g_00479
OG0001244	Syam.g_02188	Praz.g_00501
OG0001245	Syam.g_01057	Praz.g_00794
OG0001246	Syam.g_00611	Praz.g_01824
OG0001247	Syam.g_01253	Praz.g_01647
OG0001248	Syam.g_01256	Praz.g_01645
OG0001249	Syam.g_00436	Praz.g_01534
OG0001250	Syam.g_00731	Praz.g_01471
OG0001251	Syam.g_02365	Praz.g_01423
OG0001252	Syam.g_00763	Praz.g_01285
OG0001253	Syam.g_01021	Praz.g_00109
OG0001254	Syam.g_00916	Praz.g_00023
OG0001255	Syam.g_01056	Praz.g_00008
OG0001256	Syam.g_01976	Praz.g_00951
OG0001257	Syam.g_01683	Praz.g_00945
OG0001258	Syam.g_01986	Praz.g_00880
OG0001259	Syam.g_01893	Praz.g_00836
OG0001260	Syam.g_01912	Praz.g_00820
OG0001261	Syam.g_00360	Praz.g_00271
OG0001262	Syam.g_00056	Praz.g_00165
OG0001263	Syam.g_02159	Praz.g_00488
OG0001265	Syam.g_02143	Praz.g_00478
OG0001266	Syam.g_02259	Praz.g_00563
OG0001267	Syam.g_00230	Praz.g_00638
OG0001268	Syam.g_00463	Praz.g_00341
OG0001269	Syam.g_00956	Praz.g_00815
OG0001270	Syam.g_01871	Praz.g_01894
OG0001271	Syam.g_01671	Praz.g_01856
OG0001272	Syam.g_00589	Praz.g_01842
OG0001273	Syam.g_01472	Praz.g_01699
OG0001274	Syam.g_02285	Praz.g_01627
OG0001275	Syam.g_01174	Praz.g_01322
OG0001276	Syam.g_01190	Praz.g_01302
OG0001277	Syam.g_02415	Praz.g_00098
OG0001278	Syam.g_00862	Praz.g_00704
OG0001279	Syam.g_01590	Praz.g_01236
OG0001280	Syam.g_01827	Praz.g_01181
OG0001281	Syam.g_01837	Praz.g_01175
OG0001282	Syam.g_00574	Praz.g_01138
OG0001283	Syam.g_02424	Praz.g_01119
OG0001284	Syam.g_01960	Praz.g_00971
OG0001285	Syam.g_02380	Praz.g_00851
OG0001286	Syam.g_00376	Praz.g_00259
OG0001287	Syam.g_00113	Praz.g_00203
OG0001288	Syam.g_00102	Praz.g_00194
OG0001289	Syam.g_02089	Praz.g_00447
OG0001290	Syam.g_02114	Praz.g_00460
OG0001291	Syam.g_02170	Praz.g_00495
OG0001292	Syam.g_00276	Praz.g_00608
OG0001293	Syam.g_00256	Praz.g_00620
OG0001294	Syam.g_01365	Praz.g_00796
OG0001295	Syam.g_00665	Praz.g_01861
OG0001296	Syam.g_00617	Praz.g_01819
OG0001297	Syam.g_00621	Praz.g_01814
OG0001298	Syam.g_01738	Praz.g_01752
OG0001299	Syam.g_01371	Praz.g_01664
OG0001300	Syam.g_00800	Praz.g_01637
OG0001301	Syam.g_00786	Praz.g_01634
OG0001302	Syam.g_01437	Praz.g_01525
OG0001303	Syam.g_01082	Praz.g_01318
OG0001304	Syam.g_01204	Praz.g_01291
OG0001305	Syam.g_00780	Praz.g_00070
OG0001306	Syam.g_01811	Praz.g_00006
OG0001307	Syam.g_00945	Praz.g_01156
OG0001308	Syam.g_01623	Praz.g_01031
OG0001309	Syam.g_00628	Praz.g_00947
OG0001311	Syam.g_01192	Praz.g_01300
OG0001312	Syam.g_01092	Praz.g_01369
OG0001314	Syam.g_00540, Syam.g_01569, Syam.g_00448, Syam.g_01445	Praz.g_01575
OG0001315	Syam.g_00394	Praz.g_00422
OG0001316	Syam.g_02176	Praz.g_00500
OG0001317	Syam.g_00505	Praz.g_00594
OG0001319	Syam.g_00241	Praz.g_00631
OG0001321	Syam.g_01846	Praz.g_01877
OG0001322	Syam.g_01845	Praz.g_01876
OG0001323	Syam.g_00631	Praz.g_01809
OG0001324	Syam.g_00799	Praz.g_01636
OG0001325	Syam.g_01241	Praz.g_01602
OG0001326	Syam.g_02370	Praz.g_01435
OG0001327	Syam.g_01359	Praz.g_00082
OG0001328	Syam.g_01340	Praz.g_00107
OG0001330	Syam.g_01819	Praz.g_01206
OG0001331	Syam.g_00569	Praz.g_01133
OG0001332	Syam.g_01919	Praz.g_00998
OG0001333	Syam.g_01889	Praz.g_00840
OG0001334	Syam.g_00405	Praz.g_00238
OG0001335	Syam.g_00406	Praz.g_00237
OG0001336	Syam.g_02425	Praz.g_00122
OG0001339	Syam.g_02117	Praz.g_00463
OG0001340	Syam.g_00425	Praz.g_00685
OG0001341	Syam.g_00795	Praz.g_01569
OG0001343	Syam.g_02361	Praz.g_01426
OG0001344	Syam.g_01790	Praz.g_00750
OG0001345	Syam.g_01764	Praz.g_00735
OG0001346	Syam.g_01831	Praz.g_01179
OG0001351	Syam.g_01695	Praz.g_01874
OG0001352	Syam.g_00644	Praz.g_01650
OG0001353	Syam.g_00742	Praz.g_01480
OG0001354	Syam.g_01145	Praz.g_01340
OG0001355	Syam.g_00957	Praz.g_00914
OG0001356	Syam.g_00751	Praz.g_01548
OG0001358	Syam.g_01495	Praz.g_01710
OG0001359	Syam.g_02360	Praz.g_01425
OG0001360	Syam.g_01762	Praz.g_00110
OG0001361	Syam.g_01767	Praz.g_00738
OG0001362	Syam.g_01628	Praz.g_01027
OG0001363	Syam.g_01630	Praz.g_01025
OG0001364	Syam.g_00158	Praz.g_00235
OG0001372	Syam.g_00450, Syam.g_00984	Praz.g_01561
OG0001373	Syam.g_02369	Praz.g_01436
OG0001374	Syam.g_02377	Praz.g_01428
OG0001375	Syam.g_02362	Praz.g_01427
OG0001376	Syam.g_02332	Praz.g_00076
OG0001377	Syam.g_02331	Praz.g_00077
OG0001378	Syam.g_01872	Praz.g_00061
OG0001379	Syam.g_01821	Praz.g_01186
OG0001380	Syam.g_01409	Praz.g_01151
OG0001381	Syam.g_00939	Praz.g_01145
OG0001382	Syam.g_01557	Praz.g_00930
OG0001385	Syam.g_02366	Praz.g_01439
OG0001386	Syam.g_02367	Praz.g_01438
OG0001387	Syam.g_02368	Praz.g_01437
OG0001388	Syam.g_02371	Praz.g_01434
OG0001389	Syam.g_02372	Praz.g_01433
OG0001390	Syam.g_02373	Praz.g_01432
OG0001391	Syam.g_02374	Praz.g_01431
OG0001392	Syam.g_02375	Praz.g_01430
OG0001393	Syam.g_02376	Praz.g_01429
OG0001395	Syam.g_01225	Praz.g_01289
OG0001397	Syam.g_01629	Praz.g_01026
OG0001398	Syam.g_01052	Praz.g_00917
OG0001402	Syam.g_01490	Praz.g_01553
OG0001404	Syam.g_02061	Praz.g_00428
OG0001405	Syam.g_00408	Praz.g_00683
OG0001406	Syam.g_02333	Praz.g_00075
OG0001407	Syam.g_00645	Praz.g_00088
OG0001408	Syam.g_00848	Praz.g_00093
OG0001413	Syam.g_01430	Praz.g_00956
OG0001414	Syam.g_00940	Praz.g_00589
OG0001416	Syam.g_01834	Praz.g_01869
OG0001417	Syam.g_01144	Praz.g_01859
OG0001419	Syam.g_00646	Praz.g_00089
OG0001420	Syam.g_00642	Praz.g_00052
OG0001421	Syam.g_01019	Praz.g_00950
OG0001422	Syam.g_01822	Praz.g_00925, Praz.g_00924
OG0001425	Syam.g_02329	Praz.g_00145
OG0001428	Syam.g_02220	Praz.g_00532
OG0001429	Syam.g_01083	Praz.g_01522
OG0001430	Syam.g_02305	Praz.g_01211
OG0001432	Syam.g_00822	Praz.g_00958
OG0001433	Syam.g_00752	Praz.g_01549
OG0001434	Syam.g_01316	Praz.g_01389
OG0001439	Syam.g_00190	Praz.g_00664
OG0001441	Syam.g_00633	Praz.g_01807
OG0001442	Syam.g_01306	Praz.g_01577
OG0001447	Syam.g_02152	Praz.g_00486
OG0001448	Syam.g_02342	Praz.g_00808
OG0001449	Syam.g_00285	Praz.g_00772
OG0001452	Syam.g_00268	Praz.g_01421
OG0001453	Syam.g_01166	Praz.g_01328
OG0001454	Syam.g_01426	Praz.g_00103
OG0001456	Syam.g_02387	Praz.g_00015
OG0001457	Syam.g_02388	Praz.g_00014
OG0001458	Syam.g_02389	Praz.g_00013
OG0001459	Syam.g_00949	Praz.g_01222
OG0001460	Syam.g_00753	Praz.g_01550
OG0001462	Syam.g_00041	Praz.g_00399
OG0001465	Syam.g_01250	Praz.g_01628
OG0001467	Syam.g_01438	Praz.g_01533
OG0001468	Syam.g_01435	Praz.g_00080
OG0001471	Syam.g_00195	Praz.g_00955
OG0001472	Syam.g_00833	Praz.g_00948
OG0001473	Syam.g_01440	Praz.g_00186
OG0001474	Syam.g_00464	Praz.g_00342
OG0001475	Syam.g_01876	Praz.g_01105
OG0001479	Syam.g_00461	Praz.g_01934
OG0001480	Syam.g_01755	Praz.g_00806
OG0001482	Syam.g_01154	Praz.g_01871
OG0001492	Syam.g_00865	Praz.g_00707
OG0001493	Syam.g_00857	Praz.g_00699
OG0001499	Syam.g_02154, Syam.g_01397	Praz.g_00421
OG0001502	Syam.g_00705	Praz.g_01542
OG0001504	Syam.g_00948	Praz.g_01221
OG0001507	Syam.g_00975	Praz.g_00902
OG0001508	Syam.g_01873	Praz.g_01117
OG0001520	Syam.g_01752	Praz.g_00780
OG0001526	Syam.g_02183	Praz.g_00337
OG0001546	Syam.g_00636	Praz.g_01804
OG0001547	Syam.g_01059	Praz.g_01540
OG0001548	Syam.g_01420	Praz.g_01536
OG0001549	Syam.g_01761	Praz.g_01453
OG0001551	Syam.g_00755	Praz.g_00016
OG0001554	Syam.g_02311	Praz.g_00949
OG0001564	Syam.g_02383	Praz.g_01077
OG0001567	Syam.g_01058	Praz.g_01541
OG0001568	Syam.g_01061	Praz.g_01539
OG0001582	Syam.g_01128	Praz.g_01860
OG0001585	Syam.g_01008	Praz.g_01232
OG0001602	Syam.g_01251	Praz.g_01629
OG0001627	Syam.g_01921	Praz.g_01563
OG0001633	Syam.g_01586	Praz.g_01142
OG0001667	Syam.g_00840	Praz.g_01203
OG0001712	Syam.g_01009	Praz.g_01917
OG0001718	Syam.g_01501	Praz.g_00812
OG0001726	Syam.g_01046	Praz.g_01920
OG0002108	Syam.g_01580, Syam.g_02048, Syam.g_00544	Praz.g_01262
OG0002112	Syam.g_00202	Praz.g_01926
OG0002157	Syam.g_00201	Praz.g_01925
OG0002158	Syam.g_00203	Praz.g_01927
OG0002249	Syam.g_01568	Praz.g_01263
OG0002618	Syam.g_00442	Praz.g_01930
