Orthogroup	Syag	Praq
OG0001180	Syag.g_02780	Praq.g_00874
OG0001181	Syag.g_02784	Praq.g_00870
OG0001182	Syag.g_02793	Praq.g_00863
OG0001183	Syag.g_02798	Praq.g_00728
OG0001184	Syag.g_02428	Praq.g_00744
OG0001185	Syag.g_02399	Praq.g_00758
OG0001186	Syag.g_02364	Praq.g_00684
OG0001187	Syag.g_02361	Praq.g_00688
OG0001188	Syag.g_02359	Praq.g_00690
OG0001189	Syag.g_02334	Praq.g_00707
OG0001190	Syag.g_02126	Praq.g_00711
OG0001191	Syag.g_02142	Praq.g_00721
OG0001192	Syag.g_02149	Praq.g_00390
OG0001193	Syag.g_02182	Praq.g_00400
OG0001194	Syag.g_02185	Praq.g_00401
OG0001195	Syag.g_02186	Praq.g_00402
OG0001196	Syag.g_02254	Praq.g_00415
OG0001197	Syag.g_02256	Praq.g_00416
OG0001198	Syag.g_02269	Praq.g_00423
OG0001199	Syag.g_01825	Praq.g_01929
OG0001200	Syag.g_01827	Praq.g_01927
OG0001201	Syag.g_01886	Praq.g_01895
OG0001202	Syag.g_02032	Praq.g_01803
OG0001203	Syag.g_01783	Praq.g_01764
OG0001204	Syag.g_02673	Praq.g_01759
OG0001206	Syag.g_01328	Praq.g_00512
OG0001207	Syag.g_01536	Praq.g_00528
OG0001208	Syag.g_01526	Praq.g_00533
OG0001209	Syag.g_01451	Praq.g_01067
OG0001210	Syag.g_01442	Praq.g_01062
OG0001211	Syag.g_00272	Praq.g_01052
OG0001212	Syag.g_00334	Praq.g_01006
OG0001213	Syag.g_00394	Praq.g_00973
OG0001214	Syag.g_00412	Praq.g_00965
OG0001215	Syag.g_01014	Praq.g_00819
OG0001216	Syag.g_00920	Praq.g_00585
OG0001217	Syag.g_00151	Praq.g_00622
OG0001218	Syag.g_01364	Praq.g_00630
OG0001219	Syag.g_00767	Praq.g_00658
OG0001220	Syag.g_00743	Praq.g_01449
OG0001221	Syag.g_00628	Praq.g_01501
OG0001222	Syag.g_00797	Praq.g_01540
OG0001223	Syag.g_00843	Praq.g_01566
OG0001224	Syag.g_00969	Praq.g_01615
OG0001225	Syag.g_00971	Praq.g_01617
OG0001226	Syag.g_01835	Praq.g_01642
OG0001227	Syag.g_01240	Praq.g_01661
OG0001228	Syag.g_00709	Praq.g_01378
OG0001229	Syag.g_00997	Praq.g_00173
OG0001230	Syag.g_01430	Praq.g_00286
OG0001231	Syag.g_02289	Praq.g_00003
OG0001232	Syag.g_01724	Praq.g_00474
OG0001233	Syag.g_01745	Praq.g_00454
OG0001234	Syag.g_02708	Praq.g_00936
OG0001235	Syag.g_02715	Praq.g_00926
OG0001236	Syag.g_02432	Praq.g_00741
OG0001237	Syag.g_02426	Praq.g_00745
OG0001238	Syag.g_02144	Praq.g_00722
OG0001239	Syag.g_01822	Praq.g_01932
OG0001240	Syag.g_01869	Praq.g_01910
OG0001241	Syag.g_01879	Praq.g_01902
OG0001243	Syag.g_01920	Praq.g_01878
OG0001244	Syag.g_01948	Praq.g_01862
OG0001245	Syag.g_00213	Praq.g_01163
OG0001246	Syag.g_01498	Praq.g_01098
OG0001247	Syag.g_00710	Praq.g_00812
OG0001248	Syag.g_00175	Praq.g_00814
OG0001249	Syag.g_02837	Praq.g_00647
OG0001250	Syag.g_00725	Praq.g_01438
OG0001251	Syag.g_00472	Praq.g_01474
OG0001252	Syag.g_00960	Praq.g_01610
OG0001253	Syag.g_00094	Praq.g_01662
OG0001254	Syag.g_02165	Praq.g_01302
OG0001255	Syag.g_00440	Praq.g_01317
OG0001256	Syag.g_01673	Praq.g_00384
OG0001257	Syag.g_00176	Praq.g_00002
OG0001259	Syag.g_01743	Praq.g_00456
OG0001260	Syag.g_01763	Praq.g_00440
OG0001261	Syag.g_02763	Praq.g_00887
OG0001262	Syag.g_02336	Praq.g_00705
OG0001263	Syag.g_01923	Praq.g_01875
OG0001265	Syag.g_01910	Praq.g_01885
OG0001266	Syag.g_02036	Praq.g_01799
OG0001267	Syag.g_02598	Praq.g_01723
OG0001268	Syag.g_02850	Praq.g_01206
OG0001269	Syag.g_00480	Praq.g_01185
OG0001270	Syag.g_00030	Praq.g_01123
OG0001271	Syag.g_01353	Praq.g_00523
OG0001272	Syag.g_01522	Praq.g_00537
OG0001273	Syag.g_00405	Praq.g_00971
OG0001274	Syag.g_02076	Praq.g_00832
OG0001275	Syag.g_00857	Praq.g_01575
OG0001276	Syag.g_00874	Praq.g_01594
OG0001278	Syag.g_01054	Praq.g_01383
OG0001280	Syag.g_01189	Praq.g_00132
OG0001281	Syag.g_01219	Praq.g_00138
OG0001282	Syag.g_01538	Praq.g_00178
OG0001283	Syag.g_02248	Praq.g_00197
OG0001284	Syag.g_01656	Praq.g_00364
OG0001285	Syag.g_00142, Syag.g_02205	Praq.g_00471
OG0001287	Syag.g_02391	Praq.g_00765
OG0001288	Syag.g_02373	Praq.g_00773
OG0001289	Syag.g_01850	Praq.g_01916
OG0001290	Syag.g_01878	Praq.g_01903
OG0001291	Syag.g_01933	Praq.g_01868
OG0001292	Syag.g_02667	Praq.g_01754
OG0001293	Syag.g_02625	Praq.g_01742
OG0001294	Syag.g_00593	Praq.g_01165
OG0001295	Syag.g_00968	Praq.g_00517
OG0001296	Syag.g_01492	Praq.g_01093
OG0001297	Syag.g_01488	Praq.g_01088
OG0001298	Syag.g_00309	Praq.g_01026
OG0001299	Syag.g_00582	Praq.g_00795
OG0001300	Syag.g_01003	Praq.g_00822
OG0001301	Syag.g_00987	Praq.g_00825
OG0001302	Syag.g_00442	Praq.g_00656
OG0001303	Syag.g_00769	Praq.g_01579
OG0001304	Syag.g_00890	Praq.g_01604
OG0001305	Syag.g_00981	Praq.g_01623
OG0001306	Syag.g_01160	Praq.g_01319
OG0001307	Syag.g_00577	Praq.g_00158
OG0001308	Syag.g_01406	Praq.g_00304
OG0001311	Syag.g_00876	Praq.g_01596
OG0001312	Syag.g_00779	Praq.g_01529
OG0001315	Syag.g_02796	Praq.g_01942
OG0001316	Syag.g_01940	Praq.g_01863
OG0001317	Syag.g_01787	Praq.g_01768
OG0001318	Syag.g_02633	Praq.g_01747
OG0001319	Syag.g_02609	Praq.g_01731
OG0001321	Syag.g_00050	Praq.g_00500
OG0001322	Syag.g_00051	Praq.g_00501
OG0001323	Syag.g_01479	Praq.g_01083
OG0001324	Syag.g_01002	Praq.g_00823
OG0001325	Syag.g_00916	Praq.g_00588
OG0001326	Syag.g_02190, Syag.g_02195	Praq.g_00846
OG0001328	Syag.g_00620	Praq.g_01660
OG0001329	Syag.g_00498	Praq.g_01294
OG0001330	Syag.g_01181	Praq.g_00111
OG0001331	Syag.g_01543	Praq.g_00183
OG0001332	Syag.g_01611	Praq.g_00337
OG0001333	Syag.g_01739	Praq.g_00460
OG0001334	Syag.g_02807	Praq.g_00731
OG0001335	Syag.g_02808	Praq.g_00732
OG0001336	Syag.g_02249	Praq.g_00412
OG0001339	Syag.g_01881	Praq.g_01900
OG0001341	Syag.g_00233	Praq.g_00620
OG0001343	Syag.g_00562	Praq.g_01471
OG0001344	Syag.g_01136	Praq.g_01337
OG0001345	Syag.g_01108	Praq.g_01352
OG0001346	Syag.g_01193	Praq.g_00134
OG0001348	Syag.g_00941	Praq.g_00023
OG0001349	Syag.g_02479	Praq.g_00221
OG0001351	Syag.g_00055	Praq.g_00503
OG0001352	Syag.g_01459	Praq.g_00809
OG0001356	Syag.g_00942	Praq.g_00067
OG0001358	Syag.g_00374	Praq.g_00982
OG0001359	Syag.g_00561	Praq.g_01472
OG0001360	Syag.g_01106	Praq.g_01663
OG0001361	Syag.g_01111	Praq.g_01349
OG0001364	Syag.g_02448	Praq.g_00734
OG0001365	Syag.g_02131	Praq.g_00715
OG0001369	Syag.g_01868	Praq.g_01911
OG0001370	Syag.g_01395, Syag.g_01660	Praq.g_00509
OG0001373	Syag.g_02194	Praq.g_00847
OG0001374	Syag.g_02202	Praq.g_00839
OG0001375	Syag.g_00563	Praq.g_01470
OG0001376	Syag.g_02153	Praq.g_01628
OG0001377	Syag.g_02152	Praq.g_01629
OG0001378	Syag.g_00028	Praq.g_01272
OG0001380	Syag.g_00252	Praq.g_00163
OG0001385	Syag.g_02191	Praq.g_00850
OG0001386	Syag.g_02192	Praq.g_00849
OG0001387	Syag.g_02193	Praq.g_00848
OG0001388	Syag.g_02196	Praq.g_00845
OG0001389	Syag.g_02197	Praq.g_00844
OG0001390	Syag.g_02198	Praq.g_00843
OG0001391	Syag.g_02199	Praq.g_00842
OG0001392	Syag.g_02200	Praq.g_00841
OG0001393	Syag.g_02201	Praq.g_00840
OG0001395	Syag.g_00898	Praq.g_01606
OG0001403	Syag.g_02308	Praq.g_01233
OG0001404	Syag.g_01818	Praq.g_01935
OG0001405	Syag.g_02810	Praq.g_01676
OG0001406	Syag.g_02154	Praq.g_01627
OG0001408	Syag.g_00450	Praq.g_01646, Praq.g_01645
OG0001409	Syag.g_01125	Praq.g_01340
OG0001410	Syag.g_00576	Praq.g_00159
OG0001411	Syag.g_02424	Praq.g_00219
OG0001413	Syag.g_00224	Praq.g_00379
OG0001416	Syag.g_01198	Praq.g_00508
OG0001417	Syag.g_00829	Praq.g_00519, Praq.g_00520
OG0001419	Syag.g_01466	Praq.g_01641
OG0001420	Syag.g_01465	Praq.g_01280
OG0001425	Syag.g_02148	Praq.g_00389
OG0001428	Syag.g_01981	Praq.g_01830
OG0001429	Syag.g_00770	Praq.g_00659
OG0001432	Syag.g_00448	Praq.g_00377
OG0001433	Syag.g_00943	Praq.g_00066
OG0001435	Syag.g_00605	Praq.g_01486
OG0001438	Syag.g_02583	Praq.g_01709
OG0001439	Syag.g_02554	Praq.g_01695
OG0001442	Syag.g_00648	Praq.g_00613
OG0001447	Syag.g_01921	Praq.g_01877
OG0001448	Syag.g_01350	Praq.g_01177
OG0001452	Syag.g_02638	Praq.g_01476
OG0001453	Syag.g_00849	Praq.g_01569
OG0001454	Syag.g_00204	Praq.g_01656
OG0001456	Syag.g_02212	Praq.g_01310
OG0001457	Syag.g_02213	Praq.g_01311
OG0001458	Syag.g_02214	Praq.g_01312
OG0001459	Syag.g_00535	Praq.g_00092
OG0001462	Syag.g_02315	Praq.g_01238
OG0001465	Syag.g_00940	Praq.g_00831
OG0001467	Syag.g_01322	Praq.g_00648
OG0001470	Syag.g_02420	Praq.g_00199
OG0001471	Syag.g_02563	Praq.g_00380
OG0001472	Syag.g_00104	Praq.g_00387
OG0001473	Syag.g_00471	Praq.g_00685
OG0001474	Syag.g_02851	Praq.g_01205
OG0001475	Syag.g_02418	Praq.g_00201
OG0001479	Syag.g_02848	Praq.g_01208
OG0001480	Syag.g_00451	Praq.g_01175
OG0001482	Syag.g_00839	Praq.g_00506
OG0001486	Syag.g_01143	Praq.g_01331
OG0001492	Syag.g_01057	Praq.g_01380
OG0001493	Syag.g_01045	Praq.g_01388
OG0001502	Syag.g_00739	Praq.g_00643
OG0001504	Syag.g_00534	Praq.g_00093
OG0001507	Syag.g_01794, Syag.g_00083	Praq.g_01957
OG0001508	Syag.g_02421	Praq.g_00198
OG0001520	Syag.g_00294	Praq.g_01151, Praq.g_01150
OG0001528	Syag.g_02419	Praq.g_00200
OG0001546	Syag.g_01473	Praq.g_01078
OG0001551	Syag.g_01019	Praq.g_01309
OG0001553	Syag.g_01424	Praq.g_00291
OG0001554	Syag.g_02124	Praq.g_00386
OG0001565	Syag.g_00449	Praq.g_01130
OG0001572	Syag.g_00086	Praq.g_00078
OG0001582	Syag.g_00198	Praq.g_00518
OG0001588	Syag.g_02446	Praq.g_00270
OG0001602	Syag.g_00939	Praq.g_00830
OG0001625	Syag.g_02631	Praq.g_01745
OG0001633	Syag.g_01608	Praq.g_00172
OG0001647	Syag.g_02607	Praq.g_01730
OG0001704	Syag.g_02512	Praq.g_01948, Praq.g_01269, Praq.g_01270, Praq.g_01399
OG0001709	Syag.g_02478	Praq.g_00220
OG0001712	Syag.g_00089	Praq.g_01133
OG0001713	Syag.g_01128	Praq.g_01946
OG0001726	Syag.g_00747	Praq.g_01136
OG0001919	Syag.g_00444	Praq.g_01144
OG0001924	Syag.g_00366	Praq.g_00559
OG0001925	Syag.g_00365	Praq.g_00558
OG0001926	Syag.g_00364	Praq.g_00557
OG0001927	Syag.g_00363	Praq.g_00556
OG0001993	Syag.g_00368	Praq.g_00561
OG0001994	Syag.g_00367	Praq.g_00560
OG0002110	Syag.g_00103	Praq.g_00852, Praq.g_00855
OG0002156	Syag.g_01303	Praq.g_01252, Praq.g_01253
OG0002425	Syag.g_02484	Praq.g_00254
OG0002426	Syag.g_02507	Praq.g_00249
OG0002559	Syag.g_00139	Praq.g_01403
OG0002695	Syag.g_02482	Praq.g_00255
OG0002897	Syag.g_02498	Praq.g_00233
OG0003174	Syag.g_02022	Praq.g_00578
