Orthogroup	Syag	Prbg
OG0001128	Syag.g_00961	Prbg.g_01242
OG0001129	Syag.g_00963	Prbg.g_01241
OG0001130	Syag.g_00964	Prbg.g_01240
OG0001131	Syag.g_00624	Prbg.g_00141
OG0001132	Syag.g_00096	Prbg.g_00022
OG0001133	Syag.g_00380	Prbg.g_00528
OG0001134	Syag.g_02164	Prbg.g_00749
OG0001135	Syag.g_00147	Prbg.g_00752
OG0001136	Syag.g_01144	Prbg.g_01489
OG0001137	Syag.g_01123	Prbg.g_01477
OG0001138	Syag.g_01090	Prbg.g_01456
OG0001139	Syag.g_01088	Prbg.g_01454
OG0001140	Syag.g_01087	Prbg.g_01453
OG0001141	Syag.g_01086	Prbg.g_01452
OG0001142	Syag.g_01085	Prbg.g_01451
OG0001143	Syag.g_01077	Prbg.g_01444
OG0001144	Syag.g_01064	Prbg.g_01439
OG0001145	Syag.g_01169	Prbg.g_00469
OG0001146	Syag.g_01218	Prbg.g_00481
OG0001147	Syag.g_01360	Prbg.g_00501
OG0001148	Syag.g_01539	Prbg.g_00531
OG0001149	Syag.g_01540	Prbg.g_00532
OG0001150	Syag.g_01541	Prbg.g_00533
OG0001151	Syag.g_01554	Prbg.g_00544
OG0001152	Syag.g_01555	Prbg.g_00545
OG0001153	Syag.g_01375	Prbg.g_00623
OG0001154	Syag.g_01374	Prbg.g_00624
OG0001155	Syag.g_01616	Prbg.g_00641
OG0001156	Syag.g_01619	Prbg.g_00644
OG0001157	Syag.g_01620	Prbg.g_00645
OG0001158	Syag.g_01621	Prbg.g_00646
OG0001159	Syag.g_01622, Syag.g_01625	Prbg.g_00647
OG0001160	Syag.g_01666	Prbg.g_00673
OG0001161	Syag.g_02163	Prbg.g_01593
OG0001162	Syag.g_01238	Prbg.g_00726
OG0001163	Syag.g_01674	Prbg.g_01641
OG0001164	Syag.g_01680	Prbg.g_01645
OG0001165	Syag.g_01685	Prbg.g_01648
OG0001166	Syag.g_01715	Prbg.g_01669
OG0001167	Syag.g_02383	Prbg.g_01686
OG0001168	Syag.g_01740	Prbg.g_01688
OG0001169	Syag.g_01742	Prbg.g_01690
OG0001170	Syag.g_01744	Prbg.g_01692
OG0001171	Syag.g_01755	Prbg.g_01702
OG0001172	Syag.g_02693	Prbg.g_01718
OG0001173	Syag.g_02694	Prbg.g_01719
OG0001174	Syag.g_02703	Prbg.g_01727
OG0001175	Syag.g_02704	Prbg.g_01728
OG0001176	Syag.g_02723	Prbg.g_01736
OG0001177	Syag.g_02720	Prbg.g_01738
OG0001178	Syag.g_01694	Prbg.g_01655
OG0001179	Syag.g_02754	Prbg.g_01768
OG0001180	Syag.g_02780	Prbg.g_01791
OG0001181	Syag.g_02784	Prbg.g_01795
OG0001182	Syag.g_02793	Prbg.g_01803
OG0001183	Syag.g_02798	Prbg.g_01808
OG0001184	Syag.g_02428	Prbg.g_01826
OG0001185	Syag.g_02399	Prbg.g_01842
OG0001186	Syag.g_02364	Prbg.g_01866
OG0001187	Syag.g_02361	Prbg.g_01869
OG0001188	Syag.g_02359	Prbg.g_01871
OG0001189	Syag.g_02334	Prbg.g_01888
OG0001190	Syag.g_02126	Prbg.g_01893
OG0001191	Syag.g_02142	Prbg.g_01903
OG0001192	Syag.g_02149	Prbg.g_01908
OG0001193	Syag.g_02182	Prbg.g_01920
OG0001194	Syag.g_02185	Prbg.g_01921
OG0001195	Syag.g_02186	Prbg.g_01922
OG0001196	Syag.g_02254	Prbg.g_01938
OG0001197	Syag.g_02256	Prbg.g_01940
OG0001198	Syag.g_02269	Prbg.g_00764
OG0001199	Syag.g_01825	Prbg.g_00795
OG0001200	Syag.g_01827	Prbg.g_00793
OG0001201	Syag.g_01886	Prbg.g_00880
OG0001202	Syag.g_02032	Prbg.g_00978
OG0001203	Syag.g_01783	Prbg.g_01020
OG0001204	Syag.g_02673	Prbg.g_01026
OG0001206	Syag.g_01328	Prbg.g_00185
OG0001207	Syag.g_01536	Prbg.g_00196
OG0001208	Syag.g_01526	Prbg.g_00201
OG0001209	Syag.g_01451	Prbg.g_00252
OG0001210	Syag.g_01442	Prbg.g_00257
OG0001211	Syag.g_00272	Prbg.g_00268
OG0001212	Syag.g_00334	Prbg.g_00315
OG0001213	Syag.g_00394	Prbg.g_00350
OG0001214	Syag.g_00412	Prbg.g_01420
OG0001215	Syag.g_01014	Prbg.g_01132
OG0001216	Syag.g_00920	Prbg.g_01153
OG0001217	Syag.g_00151	Prbg.g_00006
OG0001218	Syag.g_01364	Prbg.g_01549
OG0001219	Syag.g_00767	Prbg.g_01258
OG0001220	Syag.g_00743	Prbg.g_01215
OG0001221	Syag.g_00628	Prbg.g_01095
OG0001222	Syag.g_00797	Prbg.g_01337
OG0001223	Syag.g_00843	Prbg.g_01305
OG0001224	Syag.g_00969	Prbg.g_01238
OG0001225	Syag.g_00971	Prbg.g_01236
OG0001226	Syag.g_01835	Prbg.g_00358
OG0001227	Syag.g_01240	Prbg.g_01534
OG0001228	Syag.g_00709	Prbg.g_01436
OG0001229	Syag.g_00997	Prbg.g_01548
OG0001230	Syag.g_01430	Prbg.g_00584
OG0001231	Syag.g_02289	Prbg.g_00142
OG0001232	Syag.g_01724	Prbg.g_01673
OG0001233	Syag.g_01745	Prbg.g_01693
OG0001234	Syag.g_02708	Prbg.g_01730
OG0001235	Syag.g_02715	Prbg.g_01734
OG0001236	Syag.g_02432	Prbg.g_01823
OG0001237	Syag.g_02426	Prbg.g_01827
OG0001238	Syag.g_02144	Prbg.g_01904
OG0001239	Syag.g_01822	Prbg.g_00798
OG0001240	Syag.g_01869	Prbg.g_00863
OG0001241	Syag.g_01879	Prbg.g_00873
OG0001243	Syag.g_01920	Prbg.g_00900
OG0001244	Syag.g_01948	Prbg.g_00915
OG0001245	Syag.g_00213	Prbg.g_01525
OG0001247	Syag.g_00710	Prbg.g_01125
OG0001248	Syag.g_00175	Prbg.g_01127
OG0001249	Syag.g_02837	Prbg.g_00114
OG0001250	Syag.g_00725	Prbg.g_01202
OG0001251	Syag.g_00472	Prbg.g_01063
OG0001252	Syag.g_00960	Prbg.g_01243
OG0001253	Syag.g_00094	Prbg.g_00361
OG0001254	Syag.g_02165	Prbg.g_00751
OG0001255	Syag.g_00440	Prbg.g_01504
OG0001256	Syag.g_01673	Prbg.g_00680
OG0001258	Syag.g_01683	Prbg.g_01646
OG0001259	Syag.g_01743	Prbg.g_01691
OG0001260	Syag.g_01763	Prbg.g_01708
OG0001261	Syag.g_02763	Prbg.g_01776
OG0001262	Syag.g_02336	Prbg.g_01886
OG0001263	Syag.g_01923	Prbg.g_00902
OG0001265	Syag.g_01910	Prbg.g_00892
OG0001266	Syag.g_02036	Prbg.g_00982
OG0001267	Syag.g_02598	Prbg.g_00059
OG0001268	Syag.g_02850	Prbg.g_00122
OG0001269	Syag.g_00480	Prbg.g_01214
OG0001270	Syag.g_00030	Prbg.g_00154
OG0001271	Syag.g_01353	Prbg.g_00191
OG0001272	Syag.g_01522	Prbg.g_00205
OG0001273	Syag.g_00405	Prbg.g_01426
OG0001274	Syag.g_02076	Prbg.g_01006
OG0001275	Syag.g_00857	Prbg.g_01315
OG0001276	Syag.g_00874	Prbg.g_01329
OG0001278	Syag.g_01054	Prbg.g_01432
OG0001279	Syag.g_00490	Prbg.g_00407
OG0001280	Syag.g_01189	Prbg.g_00476
OG0001281	Syag.g_01219	Prbg.g_00482
OG0001282	Syag.g_01538	Prbg.g_00530
OG0001283	Syag.g_02248	Prbg.g_01935
OG0001284	Syag.g_01656	Prbg.g_00666
OG0001285	Syag.g_00142, Syag.g_02205	Prbg.g_01676
OG0001286	Syag.g_02778	Prbg.g_01789
OG0001287	Syag.g_02391	Prbg.g_01849
OG0001288	Syag.g_02373	Prbg.g_01859
OG0001289	Syag.g_01850	Prbg.g_00783
OG0001290	Syag.g_01878	Prbg.g_00872
OG0001291	Syag.g_01933	Prbg.g_00910
OG0001292	Syag.g_02667	Prbg.g_01031
OG0001293	Syag.g_02625	Prbg.g_01044
OG0001295	Syag.g_00968	Prbg.g_00714
OG0001296	Syag.g_01492	Prbg.g_00228
OG0001297	Syag.g_01488	Prbg.g_00233
OG0001298	Syag.g_00309	Prbg.g_00295
OG0001299	Syag.g_00582	Prbg.g_01389
OG0001300	Syag.g_01003	Prbg.g_01136
OG0001301	Syag.g_00987	Prbg.g_01141
OG0001302	Syag.g_00442	Prbg.g_01254
OG0001303	Syag.g_00769	Prbg.g_01612
OG0001304	Syag.g_00890	Prbg.g_01342
OG0001305	Syag.g_00981	Prbg.g_01230
OG0001306	Syag.g_01160	Prbg.g_01501
OG0001307	Syag.g_00577	Prbg.g_00504
OG0001308	Syag.g_01406	Prbg.g_00601
OG0001309	Syag.g_01482	Prbg.g_00708
OG0001311	Syag.g_00876	Prbg.g_01331
OG0001312	Syag.g_00779	Prbg.g_01267
OG0001314	Syag.g_00118	Prbg.g_00439
OG0001315	Syag.g_02796	Prbg.g_01539
OG0001316	Syag.g_01940	Prbg.g_00914
OG0001317	Syag.g_01787	Prbg.g_01016
OG0001318	Syag.g_02633	Prbg.g_01040
OG0001319	Syag.g_02609	Prbg.g_00052
OG0001321	Syag.g_00050	Prbg.g_00171
OG0001322	Syag.g_00051	Prbg.g_00172
OG0001323	Syag.g_01479	Prbg.g_00238
OG0001324	Syag.g_01002	Prbg.g_01137
OG0001325	Syag.g_00916	Prbg.g_01372
OG0001328	Syag.g_00620	Prbg.g_00458
OG0001329	Syag.g_00498	Prbg.g_01609
OG0001330	Syag.g_01181	Prbg.g_00697
OG0001331	Syag.g_01543	Prbg.g_00535
OG0001332	Syag.g_01611	Prbg.g_00637
OG0001333	Syag.g_01739	Prbg.g_01687
OG0001334	Syag.g_02807	Prbg.g_01811
OG0001335	Syag.g_02808	Prbg.g_01812
OG0001337	Syag.g_02804, Syag.g_02824	Prbg.g_00109
OG0001338	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827	Prbg.g_00112
OG0001339	Syag.g_01881	Prbg.g_00875
OG0001341	Syag.g_00233	Prbg.g_01541
OG0001343	Syag.g_00562	Prbg.g_01060
OG0001344	Syag.g_01136	Prbg.g_01482
OG0001345	Syag.g_01108	Prbg.g_01466
OG0001346	Syag.g_01193	Prbg.g_00478
OG0001348	Syag.g_00941	Prbg.g_00712
OG0001349	Syag.g_02479	Prbg.g_00553
OG0001351	Syag.g_00055	Prbg.g_00177
OG0001352	Syag.g_01459	Prbg.g_01121
OG0001353	Syag.g_00716	Prbg.g_01192
OG0001354	Syag.g_00830	Prbg.g_01297
OG0001356	Syag.g_00942	Prbg.g_01638
OG0001359	Syag.g_00561	Prbg.g_01061
OG0001364	Syag.g_02448	Prbg.g_01814
OG0001365	Syag.g_02131	Prbg.g_01897
OG0001368	Syag.g_02674	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001369	Syag.g_01868	Prbg.g_00862
OG0001370	Syag.g_01395, Syag.g_01660	Prbg.g_00182
OG0001375	Syag.g_00563	Prbg.g_01059
OG0001379	Syag.g_01183	Prbg.g_00471
OG0001380	Syag.g_00252	Prbg.g_01551
OG0001394	Syag.g_00635	Prbg.g_01099
OG0001398	Syag.g_00751	Prbg.g_00737
OG0001401	Syag.g_00720	Prbg.g_01197
OG0001402	Syag.g_00379	Prbg.g_00344
OG0001403	Syag.g_02308	Prbg.g_00843
OG0001404	Syag.g_01818	Prbg.g_00801
OG0001409	Syag.g_01125	Prbg.g_01478
OG0001410	Syag.g_00576	Prbg.g_00503
OG0001411	Syag.g_02424	Prbg.g_00808
OG0001419	Syag.g_01466	Prbg.g_01557
OG0001425	Syag.g_02148	Prbg.g_01907
OG0001428	Syag.g_01981	Prbg.g_00950
OG0001429	Syag.g_00770	Prbg.g_01259
OG0001433	Syag.g_00943	Prbg.g_01637
OG0001435	Syag.g_00605	Prbg.g_01080
OG0001443	Syag.g_02157	Prbg.g_01547
OG0001448	Syag.g_01350	Prbg.g_00175
OG0001460	Syag.g_00944	Prbg.g_01636
OG0001461	Syag.g_00521	Prbg.g_00817
OG0001465	Syag.g_00940	Prbg.g_01148
OG0001467	Syag.g_01322	Prbg.g_00524
OG0001472	Syag.g_00104	Prbg.g_00367
OG0001477	Syag.g_00990	Prbg.g_00384
OG0001484	Syag.g_02203	Prbg.g_00696
OG0001486	Syag.g_01143	Prbg.g_01488
OG0001487	Syag.g_01365	Prbg.g_00631
OG0001488	Syag.g_01119	Prbg.g_01473
OG0001489	Syag.g_02789	Prbg.g_01800
OG0001496	Syag.g_00993	Prbg.g_00386
OG0001497	Syag.g_00991	Prbg.g_00385
OG0001498	Syag.g_00006	Prbg.g_00138
OG0001510	Syag.g_02386	Prbg.g_01853
OG0001511	Syag.g_01893	Prbg.g_00884
OG0001512	Syag.g_01781	Prbg.g_01543
OG0001514	Syag.g_00994	Prbg.g_00387
OG0001515	Syag.g_01007	Prbg.g_01134
OG0001516	Syag.g_00579	Prbg.g_01392
OG0001517	Syag.g_02844	Prbg.g_00118
OG0001518	Syag.g_02146	Prbg.g_01906
OG0001519	Syag.g_02161	Prbg.g_01911
OG0001525	Syag.g_00464	Prbg.g_01615
OG0001527	Syag.g_00287	Prbg.g_00281
OG0001529	Syag.g_02327	Prbg.g_00833
OG0001530	Syag.g_01891	Prbg.g_00883
OG0001531	Syag.g_01780	Prbg.g_01021
OG0001532	Syag.g_01089	Prbg.g_01455
OG0001534	Syag.g_00891	Prbg.g_01343
OG0001535	Syag.g_00871	Prbg.g_01327
OG0001536	Syag.g_00805	Prbg.g_01283
OG0001537	Syag.g_00629	Prbg.g_01096
OG0001538	Syag.g_00672	Prbg.g_01164
OG0001539	Syag.g_00601	Prbg.g_01074
OG0001540	Syag.g_01925	Prbg.g_00904
OG0001541	Syag.g_01990	Prbg.g_00958
OG0001542	Syag.g_01999	Prbg.g_00964
OG0001543	Syag.g_02058	Prbg.g_00463
OG0001544	Syag.g_02158	Prbg.g_01910
OG0001545	Syag.g_02238	Prbg.g_01925
OG0001557	Syag.g_00636	Prbg.g_01100
OG0001559	Syag.g_01890	Prbg.g_00882
OG0001560	Syag.g_01877	Prbg.g_00871
OG0001561	Syag.g_00878	Prbg.g_01333
OG0001562	Syag.g_00863	Prbg.g_01320
OG0001563	Syag.g_02772	Prbg.g_01784
OG0001564	Syag.g_02208	Prbg.g_00814
OG0001565	Syag.g_00449	Prbg.g_00432
OG0001572	Syag.g_00086	Prbg.g_00406
OG0001574	Syag.g_00285	Prbg.g_00279
OG0001575	Syag.g_00290	Prbg.g_00284
OG0001576	Syag.g_01233	Prbg.g_00491
OG0001577	Syag.g_01146	Prbg.g_01491
OG0001579	Syag.g_02813, Syag.g_02817	Prbg.g_00107
OG0001580	Syag.g_02112	Prbg.g_00826
OG0001588	Syag.g_02446	Prbg.g_00145
OG0001589	Syag.g_01748	Prbg.g_01695
OG0001591	Syag.g_00595	Prbg.g_01113
OG0001592	Syag.g_02113	Prbg.g_00827
OG0001614	Syag.g_02401	Prbg.g_01841
OG0001616	Syag.g_01102	Prbg.g_01463
OG0001617	Syag.g_00998	Prbg.g_01138
OG0001619	Syag.g_00794	Prbg.g_01276
OG0001620	Syag.g_02857	Prbg.g_00126
OG0001621	Syag.g_02637	Prbg.g_01036
OG0001622	Syag.g_02247	Prbg.g_01934
OG0001636	Syag.g_02314	Prbg.g_00839
OG0001638	Syag.g_01700	Prbg.g_01661
OG0001639	Syag.g_01615	Prbg.g_00640
OG0001640	Syag.g_00955	Prbg.g_01246
OG0001641	Syag.g_00847	Prbg.g_01308
OG0001642	Syag.g_00742	Prbg.g_01213
OG0001643	Syag.g_00415	Prbg.g_01417
OG0001644	Syag.g_00902	Prbg.g_01362
OG0001654	Syag.g_01613	Prbg.g_00638
OG0001656	Syag.g_02816	Prbg.g_00106
OG0001657	Syag.g_01962	Prbg.g_00933
OG0001658	Syag.g_02125	Prbg.g_00831
OG0001659	Syag.g_01093	Prbg.g_00717
OG0001676	Syag.g_02815	Prbg.g_00108
OG0001678	Syag.g_02692	Prbg.g_01717
OG0001691	Syag.g_00486	Prbg.g_01248
OG0001693	Syag.g_00976	Prbg.g_01594
OG0001709	Syag.g_02478	Prbg.g_00567
OG0001717	Syag.g_01976	Prbg.g_00391
OG0001733	Syag.g_00597	Prbg.g_01634
OG0001747	Syag.g_01945	Prbg.g_00146
OG0001758	Syag.g_00524	Prbg.g_01628
OG0001770	Syag.g_00523	Prbg.g_01565
OG0001771	Syag.g_00180	Prbg.g_01577
OG0001807	Syag.g_02452	Prbg.g_00815
OG0001875	Syag.g_00525	Prbg.g_01627
OG0001876	Syag.g_00526	Prbg.g_01626
OG0001916	Syag.g_01510	Prbg.g_00215
OG0001917	Syag.g_00873	Prbg.g_01328
OG0001965	Syag.g_01457	Prbg.g_01584
OG0001996	Syag.g_02306	Prbg.g_00845
OG0002003	Syag.g_01009	Prbg.g_00014
OG0002019	Syag.g_02511	Prbg.g_00720
OG0002106	Syag.g_01417	Prbg.g_00449
OG0002122	Syag.g_01010	Prbg.g_00015
OG0002177	Syag.g_01022	Prbg.g_00355
OG0002246	Syag.g_00015	Prbg.g_01598
OG0002344	Syag.g_01900, Syag.g_02869	Prbg.g_00133
OG0002348	Syag.g_00117	Prbg.g_00711
OG0002433	Syag.g_00123	Prbg.g_00736
OG0002835	Syag.g_00135, Syag.g_00247	Prbg.g_01601
