Orthogroup	Syag	Prak
OG0001172	Syag.g_02693	Prak.g_01713
OG0001173	Syag.g_02694	Prak.g_01714
OG0001174	Syag.g_02703	Prak.g_01722
OG0001175	Syag.g_02704	Prak.g_01723
OG0001176	Syag.g_02723	Prak.g_01731
OG0001177	Syag.g_02720	Prak.g_01733
OG0001178	Syag.g_01694	Prak.g_01650
OG0001179	Syag.g_02754	Prak.g_01763
OG0001180	Syag.g_02780	Prak.g_01786
OG0001181	Syag.g_02784	Prak.g_01790
OG0001182	Syag.g_02793	Prak.g_01798
OG0001183	Syag.g_02798	Prak.g_01803
OG0001184	Syag.g_02428	Prak.g_01821
OG0001185	Syag.g_02399	Prak.g_01837
OG0001186	Syag.g_02364	Prak.g_01861
OG0001187	Syag.g_02361	Prak.g_01864
OG0001188	Syag.g_02359	Prak.g_01866
OG0001189	Syag.g_02334	Prak.g_01883
OG0001190	Syag.g_02126	Prak.g_01888
OG0001191	Syag.g_02142	Prak.g_01898
OG0001192	Syag.g_02149	Prak.g_01903
OG0001193	Syag.g_02182	Prak.g_01915
OG0001194	Syag.g_02185	Prak.g_01916
OG0001195	Syag.g_02186	Prak.g_01917
OG0001196	Syag.g_02254	Prak.g_01933
OG0001197	Syag.g_02256	Prak.g_01935
OG0001198	Syag.g_02269	Prak.g_01942
OG0001199	Syag.g_01825	Prak.g_00079
OG0001200	Syag.g_01827	Prak.g_00081
OG0001201	Syag.g_01886	Prak.g_00114
OG0001202	Syag.g_02032	Prak.g_00212
OG0001203	Syag.g_01783	Prak.g_00254
OG0001204	Syag.g_02673	Prak.g_00260
OG0001206	Syag.g_01328	Prak.g_00427
OG0001207	Syag.g_01536	Prak.g_00438
OG0001208	Syag.g_01526	Prak.g_00443
OG0001209	Syag.g_01451	Prak.g_00494
OG0001210	Syag.g_01442	Prak.g_00499
OG0001211	Syag.g_00272	Prak.g_00510
OG0001212	Syag.g_00334	Prak.g_00557
OG0001213	Syag.g_00394	Prak.g_00592
OG0001214	Syag.g_00412	Prak.g_01106
OG0001215	Syag.g_01014	Prak.g_00818
OG0001216	Syag.g_00920	Prak.g_00839
OG0001217	Syag.g_00151	Prak.g_00728
OG0001218	Syag.g_01364	Prak.g_01235
OG0001219	Syag.g_00767	Prak.g_00944
OG0001220	Syag.g_00743	Prak.g_00901
OG0001221	Syag.g_00628	Prak.g_00781
OG0001222	Syag.g_00797	Prak.g_01023
OG0001223	Syag.g_00843	Prak.g_00991
OG0001224	Syag.g_00969	Prak.g_00924
OG0001225	Syag.g_00971	Prak.g_00922
OG0001226	Syag.g_01835	Prak.g_00600
OG0001227	Syag.g_01240	Prak.g_01220
OG0001228	Syag.g_00709	Prak.g_01122
OG0001229	Syag.g_00997	Prak.g_01234
OG0001230	Syag.g_01430	Prak.g_01384
OG0001231	Syag.g_02289	Prak.g_00384
OG0001232	Syag.g_01724	Prak.g_01668
OG0001233	Syag.g_01745	Prak.g_01688
OG0001234	Syag.g_02708	Prak.g_01725
OG0001235	Syag.g_02715	Prak.g_01729
OG0001236	Syag.g_02432	Prak.g_01818
OG0001237	Syag.g_02426	Prak.g_01822
OG0001238	Syag.g_02144	Prak.g_01899
OG0001239	Syag.g_01822	Prak.g_00076
OG0001240	Syag.g_01869	Prak.g_00097
OG0001241	Syag.g_01879	Prak.g_00107
OG0001243	Syag.g_01920	Prak.g_00134
OG0001244	Syag.g_01948	Prak.g_00149
OG0001245	Syag.g_00213	Prak.g_01211
OG0001247	Syag.g_00710	Prak.g_00811
OG0001248	Syag.g_00175	Prak.g_00813
OG0001249	Syag.g_02837	Prak.g_00353
OG0001250	Syag.g_00725	Prak.g_00888
OG0001251	Syag.g_00472	Prak.g_00749
OG0001252	Syag.g_00960	Prak.g_00929
OG0001253	Syag.g_00094	Prak.g_00603
OG0001254	Syag.g_02165	Prak.g_01552
OG0001255	Syag.g_00440	Prak.g_01190
OG0001256	Syag.g_01673	Prak.g_01480
OG0001258	Syag.g_01683	Prak.g_01641
OG0001259	Syag.g_01743	Prak.g_01686
OG0001260	Syag.g_01763	Prak.g_01703
OG0001261	Syag.g_02763	Prak.g_01771
OG0001262	Syag.g_02336	Prak.g_01881
OG0001263	Syag.g_01923	Prak.g_00136
OG0001265	Syag.g_01910	Prak.g_00126
OG0001266	Syag.g_02036	Prak.g_00216
OG0001267	Syag.g_02598	Prak.g_00298
OG0001268	Syag.g_02850	Prak.g_00361
OG0001269	Syag.g_00480	Prak.g_00900
OG0001270	Syag.g_00030	Prak.g_00396
OG0001271	Syag.g_01353	Prak.g_00433
OG0001272	Syag.g_01522	Prak.g_00447
OG0001273	Syag.g_00405	Prak.g_01112
OG0001274	Syag.g_02076	Prak.g_00240
OG0001275	Syag.g_00857	Prak.g_01001
OG0001276	Syag.g_00874	Prak.g_01015
OG0001278	Syag.g_01054	Prak.g_01118
OG0001279	Syag.g_00490	Prak.g_00668
OG0001280	Syag.g_01189	Prak.g_01276
OG0001281	Syag.g_01219	Prak.g_01282
OG0001282	Syag.g_01538	Prak.g_01330
OG0001283	Syag.g_02248	Prak.g_01930
OG0001284	Syag.g_01656	Prak.g_01466
OG0001285	Syag.g_00142, Syag.g_02205	Prak.g_01671
OG0001286	Syag.g_02778	Prak.g_01784
OG0001287	Syag.g_02391	Prak.g_01844
OG0001288	Syag.g_02373	Prak.g_01854
OG0001289	Syag.g_01850	Prak.g_00091
OG0001290	Syag.g_01878	Prak.g_00106
OG0001291	Syag.g_01933	Prak.g_00144
OG0001292	Syag.g_02667	Prak.g_00265
OG0001293	Syag.g_02625	Prak.g_00278
OG0001295	Syag.g_00968	Prak.g_01514
OG0001296	Syag.g_01492	Prak.g_00470
OG0001297	Syag.g_01488	Prak.g_00475
OG0001298	Syag.g_00309	Prak.g_00537
OG0001299	Syag.g_00582	Prak.g_01075
OG0001300	Syag.g_01003	Prak.g_00822
OG0001301	Syag.g_00987	Prak.g_00827
OG0001302	Syag.g_00442	Prak.g_00940
OG0001303	Syag.g_00769	Prak.g_01607
OG0001304	Syag.g_00890	Prak.g_01028
OG0001305	Syag.g_00981	Prak.g_00916
OG0001306	Syag.g_01160	Prak.g_01187
OG0001307	Syag.g_00577	Prak.g_01304
OG0001308	Syag.g_01406	Prak.g_01401
OG0001309	Syag.g_01482	Prak.g_01508
OG0001311	Syag.g_00876	Prak.g_01017
OG0001312	Syag.g_00779	Prak.g_00953
OG0001314	Syag.g_00118	Prak.g_00635
OG0001315	Syag.g_02796	Prak.g_01225
OG0001316	Syag.g_01940	Prak.g_00148
OG0001317	Syag.g_01787	Prak.g_00250
OG0001318	Syag.g_02633	Prak.g_00274
OG0001319	Syag.g_02609	Prak.g_00291
OG0001321	Syag.g_00050	Prak.g_00413
OG0001322	Syag.g_00051	Prak.g_00414
OG0001323	Syag.g_01479	Prak.g_00480
OG0001324	Syag.g_01002	Prak.g_00823
OG0001325	Syag.g_00916	Prak.g_01058
OG0001328	Syag.g_00620	Prak.g_01258
OG0001329	Syag.g_00498	Prak.g_01604
OG0001330	Syag.g_01181	Prak.g_01497
OG0001331	Syag.g_01543	Prak.g_01335
OG0001332	Syag.g_01611	Prak.g_01437
OG0001333	Syag.g_01739	Prak.g_01682
OG0001334	Syag.g_02807	Prak.g_01806
OG0001335	Syag.g_02808	Prak.g_01807
OG0001337	Syag.g_02804, Syag.g_02824	Prak.g_00348
OG0001338	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827	Prak.g_00351
OG0001339	Syag.g_01881	Prak.g_00109
OG0001341	Syag.g_00233	Prak.g_01227
OG0001343	Syag.g_00562	Prak.g_00746
OG0001344	Syag.g_01136	Prak.g_01168
OG0001345	Syag.g_01108	Prak.g_01152
OG0001346	Syag.g_01193	Prak.g_01278
OG0001348	Syag.g_00941	Prak.g_01512
OG0001349	Syag.g_02479	Prak.g_01353
OG0001351	Syag.g_00055	Prak.g_00419
OG0001352	Syag.g_01459	Prak.g_00807
OG0001353	Syag.g_00716	Prak.g_00878
OG0001354	Syag.g_00830	Prak.g_00983
OG0001356	Syag.g_00942	Prak.g_01633
OG0001359	Syag.g_00561	Prak.g_00747
OG0001364	Syag.g_02448	Prak.g_01809
OG0001365	Syag.g_02131	Prak.g_01892
OG0001368	Syag.g_02674	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syag.g_01868	Prak.g_00096
OG0001370	Syag.g_01395, Syag.g_01660	Prak.g_00424
OG0001375	Syag.g_00563	Prak.g_00745
OG0001379	Syag.g_01183	Prak.g_01271
OG0001380	Syag.g_00252	Prak.g_01237
OG0001394	Syag.g_00635	Prak.g_00785
OG0001398	Syag.g_00751	Prak.g_01537
OG0001401	Syag.g_00720	Prak.g_00883
OG0001402	Syag.g_00379	Prak.g_00586
OG0001403	Syag.g_02308	Prak.g_00031
OG0001404	Syag.g_01818	Prak.g_00073
OG0001409	Syag.g_01125	Prak.g_01164
OG0001410	Syag.g_00576	Prak.g_01303
OG0001411	Syag.g_02424	Prak.g_00066
OG0001419	Syag.g_01466	Prak.g_01243
OG0001425	Syag.g_02148	Prak.g_01902
OG0001428	Syag.g_01981	Prak.g_00184
OG0001429	Syag.g_00770	Prak.g_00945
OG0001433	Syag.g_00943	Prak.g_01632
OG0001435	Syag.g_00605	Prak.g_00766
OG0001443	Syag.g_02157	Prak.g_01233
OG0001448	Syag.g_01350	Prak.g_00417
OG0001460	Syag.g_00944	Prak.g_01631
OG0001461	Syag.g_00521	Prak.g_00057
OG0001465	Syag.g_00940	Prak.g_00834
OG0001467	Syag.g_01322	Prak.g_01324
OG0001472	Syag.g_00104	Prak.g_00609
OG0001477	Syag.g_00990	Prak.g_00691
OG0001484	Syag.g_02203	Prak.g_01496
OG0001486	Syag.g_01143	Prak.g_01174
OG0001487	Syag.g_01365	Prak.g_01431
OG0001488	Syag.g_01119	Prak.g_01159
OG0001489	Syag.g_02789	Prak.g_01795
OG0001496	Syag.g_00993	Prak.g_00689
OG0001497	Syag.g_00991	Prak.g_00690
OG0001498	Syag.g_00006	Prak.g_00380
OG0001510	Syag.g_02386	Prak.g_01848
OG0001511	Syag.g_01893	Prak.g_00118
OG0001512	Syag.g_01781	Prak.g_01229
OG0001514	Syag.g_00994	Prak.g_00688
OG0001515	Syag.g_01007	Prak.g_00820
OG0001516	Syag.g_00579	Prak.g_01078
OG0001517	Syag.g_02844	Prak.g_00357
OG0001518	Syag.g_02146	Prak.g_01901
OG0001519	Syag.g_02161	Prak.g_01906
OG0001525	Syag.g_00464	Prak.g_01610
OG0001527	Syag.g_00287	Prak.g_00523
OG0001529	Syag.g_02327	Prak.g_00041
OG0001530	Syag.g_01891	Prak.g_00117
OG0001531	Syag.g_01780	Prak.g_00255
OG0001532	Syag.g_01089	Prak.g_01141
OG0001534	Syag.g_00891	Prak.g_01029
OG0001535	Syag.g_00871	Prak.g_01013
OG0001536	Syag.g_00805	Prak.g_00969
OG0001537	Syag.g_00629	Prak.g_00782
OG0001538	Syag.g_00672	Prak.g_00850
OG0001539	Syag.g_00601	Prak.g_00760
OG0001540	Syag.g_01925	Prak.g_00138
OG0001541	Syag.g_01990	Prak.g_00192
OG0001542	Syag.g_01999	Prak.g_00198
OG0001543	Syag.g_02058	Prak.g_01263
OG0001544	Syag.g_02158	Prak.g_01905
OG0001545	Syag.g_02238	Prak.g_01920
OG0001557	Syag.g_00636	Prak.g_00786
OG0001559	Syag.g_01890	Prak.g_00116
OG0001560	Syag.g_01877	Prak.g_00105
OG0001561	Syag.g_00878	Prak.g_01019
OG0001562	Syag.g_00863	Prak.g_01006
OG0001563	Syag.g_02772	Prak.g_01779
OG0001564	Syag.g_02208	Prak.g_00060
OG0001565	Syag.g_00449	Prak.g_00642
OG0001572	Syag.g_00086	Prak.g_00669
OG0001574	Syag.g_00285	Prak.g_00521
OG0001575	Syag.g_00290	Prak.g_00526
OG0001576	Syag.g_01233	Prak.g_01291
OG0001577	Syag.g_01146	Prak.g_01177
OG0001579	Syag.g_02813, Syag.g_02817	Prak.g_00346
OG0001580	Syag.g_02112	Prak.g_00048
OG0001588	Syag.g_02446	Prak.g_00387
OG0001589	Syag.g_01748	Prak.g_01690
OG0001591	Syag.g_00595	Prak.g_00799
OG0001592	Syag.g_02113	Prak.g_00047
OG0001614	Syag.g_02401	Prak.g_01836
OG0001616	Syag.g_01102	Prak.g_01149
OG0001617	Syag.g_00998	Prak.g_00824
OG0001619	Syag.g_00794	Prak.g_00962
OG0001620	Syag.g_02857	Prak.g_00365
OG0001621	Syag.g_02637	Prak.g_00270
OG0001622	Syag.g_02247	Prak.g_01929
OG0001636	Syag.g_02314	Prak.g_00035
OG0001638	Syag.g_01700	Prak.g_01656
OG0001639	Syag.g_01615	Prak.g_01440
OG0001640	Syag.g_00955	Prak.g_00932
OG0001641	Syag.g_00847	Prak.g_00994
OG0001642	Syag.g_00742	Prak.g_00899
OG0001643	Syag.g_00415	Prak.g_01103
OG0001644	Syag.g_00902	Prak.g_01048
OG0001654	Syag.g_01613	Prak.g_01438
OG0001656	Syag.g_02816	Prak.g_00345
OG0001657	Syag.g_01962	Prak.g_00167
OG0001658	Syag.g_02125	Prak.g_00043
OG0001659	Syag.g_01093	Prak.g_01517
OG0001676	Syag.g_02815	Prak.g_00347
OG0001678	Syag.g_02692	Prak.g_01712
OG0001691	Syag.g_00486	Prak.g_00934
OG0001693	Syag.g_00976	Prak.g_01589
OG0001709	Syag.g_02478	Prak.g_01367
OG0001717	Syag.g_01976	Prak.g_00684
OG0001733	Syag.g_00597	Prak.g_01629
OG0001747	Syag.g_01945	Prak.g_00388
OG0001758	Syag.g_00524	Prak.g_01623
OG0001770	Syag.g_00523	Prak.g_01560
OG0001771	Syag.g_00180	Prak.g_01572
OG0001807	Syag.g_02452	Prak.g_00059
OG0001875	Syag.g_00525	Prak.g_01622
OG0001876	Syag.g_00526	Prak.g_01621
OG0001916	Syag.g_01510	Prak.g_00457
OG0001917	Syag.g_00873	Prak.g_01014
OG0001965	Syag.g_01457	Prak.g_01579
OG0001996	Syag.g_02306	Prak.g_00029
OG0002003	Syag.g_01009	Prak.g_00720
OG0002019	Syag.g_02511	Prak.g_01520
OG0002106	Syag.g_01417	Prak.g_01249
OG0002122	Syag.g_01010	Prak.g_00719
OG0002177	Syag.g_01022	Prak.g_00597
OG0002246	Syag.g_00015	Prak.g_01593
OG0002344	Syag.g_01900, Syag.g_02869	Prak.g_00375
OG0002348	Syag.g_00117	Prak.g_01511
OG0002433	Syag.g_00123	Prak.g_01536
OG0002835	Syag.g_00135, Syag.g_00247	Prak.g_01596
