Orthogroup	Syag	Prba
OG0001177	Syag.g_02720	Prba.g_00380
OG0001178	Syag.g_01694	Prba.g_00385
OG0001179	Syag.g_02754	Prba.g_00413
OG0001180	Syag.g_02780	Prba.g_00435
OG0001181	Syag.g_02784	Prba.g_01048
OG0001182	Syag.g_02793	Prba.g_01055
OG0001183	Syag.g_02798	Prba.g_01060
OG0001184	Syag.g_02428	Prba.g_01076
OG0001185	Syag.g_02399	Prba.g_00762
OG0001186	Syag.g_02364	Prba.g_00786
OG0001187	Syag.g_02361	Prba.g_00790
OG0001188	Syag.g_02359	Prba.g_00793
OG0001189	Syag.g_02334	Prba.g_00810
OG0001190	Syag.g_02126	Prba.g_00814
OG0001191	Syag.g_02142	Prba.g_00824
OG0001192	Syag.g_02149	Prba.g_00829
OG0001193	Syag.g_02182	Prba.g_00839
OG0001194	Syag.g_02185	Prba.g_00840
OG0001195	Syag.g_02186	Prba.g_00841
OG0001196	Syag.g_02254	Prba.g_01782
OG0001197	Syag.g_02256	Prba.g_01783
OG0001198	Syag.g_02269	Prba.g_01790
OG0001199	Syag.g_01825	Prba.g_01862
OG0001200	Syag.g_01827	Prba.g_01864
OG0001201	Syag.g_01886	Prba.g_01896
OG0001202	Syag.g_02032	Prba.g_00655
OG0001203	Syag.g_01783	Prba.g_00457
OG0001204	Syag.g_02673	Prba.g_00462
OG0001206	Syag.g_01328	Prba.g_00999
OG0001207	Syag.g_01536	Prba.g_00984
OG0001208	Syag.g_01526	Prba.g_00979
OG0001209	Syag.g_01451	Prba.g_00926
OG0001210	Syag.g_01442	Prba.g_01775
OG0001211	Syag.g_00272	Prba.g_01765
OG0001212	Syag.g_00334	Prba.g_01721
OG0001213	Syag.g_00394	Prba.g_01688
OG0001214	Syag.g_00412	Prba.g_01680
OG0001215	Syag.g_01014	Prba.g_01627
OG0001216	Syag.g_00920	Prba.g_01592
OG0001217	Syag.g_00151	Prba.g_01554
OG0001218	Syag.g_01364	Prba.g_01547
OG0001219	Syag.g_00767	Prba.g_01510
OG0001220	Syag.g_00743	Prba.g_01447
OG0001221	Syag.g_00628	Prba.g_01384
OG0001222	Syag.g_00797	Prba.g_01345
OG0001223	Syag.g_00843	Prba.g_01319
OG0001224	Syag.g_00969	Prba.g_01268
OG0001225	Syag.g_00971	Prba.g_01266
OG0001226	Syag.g_01835	Prba.g_01240
OG0001227	Syag.g_01240	Prba.g_01222
OG0001228	Syag.g_00709	Prba.g_00018
OG0001229	Syag.g_00997	Prba.g_00198
OG0001230	Syag.g_01430	Prba.g_00105
OG0001231	Syag.g_02289	Prba.g_00291
OG0001232	Syag.g_01724	Prba.g_00597
OG0001233	Syag.g_01745	Prba.g_00577
OG0001234	Syag.g_02708	Prba.g_00372
OG0001235	Syag.g_02715	Prba.g_00382
OG0001236	Syag.g_02432	Prba.g_01073
OG0001237	Syag.g_02426	Prba.g_01077
OG0001238	Syag.g_02144	Prba.g_00825
OG0001239	Syag.g_01822	Prba.g_01859
OG0001240	Syag.g_01869	Prba.g_01881
OG0001241	Syag.g_01879	Prba.g_01889
OG0001243	Syag.g_01920	Prba.g_01913
OG0001244	Syag.g_01948	Prba.g_01929
OG0001245	Syag.g_00213	Prba.g_00874
OG0001246	Syag.g_01498	Prba.g_00957
OG0001247	Syag.g_00710	Prba.g_01634
OG0001248	Syag.g_00175	Prba.g_01632
OG0001249	Syag.g_02837	Prba.g_01521
OG0001250	Syag.g_00725	Prba.g_01458
OG0001251	Syag.g_00472	Prba.g_01410
OG0001252	Syag.g_00960	Prba.g_01273
OG0001253	Syag.g_00094	Prba.g_01221
OG0001254	Syag.g_02165	Prba.g_00095
OG0001255	Syag.g_00440	Prba.g_00080
OG0001256	Syag.g_01673	Prba.g_00298
OG0001257	Syag.g_00176	Prba.g_00292
OG0001258	Syag.g_01683	Prba.g_00229
OG0001259	Syag.g_01743	Prba.g_00579
OG0001260	Syag.g_01763	Prba.g_00563
OG0001261	Syag.g_02763	Prba.g_00421
OG0001262	Syag.g_02336	Prba.g_00808
OG0001263	Syag.g_01923	Prba.g_01916
OG0001265	Syag.g_01910	Prba.g_01906
OG0001266	Syag.g_02036	Prba.g_00659
OG0001267	Syag.g_02598	Prba.g_00497
OG0001268	Syag.g_02850	Prba.g_00555
OG0001269	Syag.g_00480	Prba.g_00853
OG0001270	Syag.g_00030	Prba.g_01027
OG0001271	Syag.g_01353	Prba.g_00989
OG0001272	Syag.g_01522	Prba.g_00975
OG0001273	Syag.g_00405	Prba.g_01686
OG0001274	Syag.g_02076	Prba.g_01614
OG0001275	Syag.g_00857	Prba.g_01309
OG0001276	Syag.g_00874	Prba.g_01289
OG0001278	Syag.g_01054	Prba.g_00013
OG0001279	Syag.g_00490	Prba.g_01136
OG0001280	Syag.g_01189	Prba.g_01191
OG0001281	Syag.g_01219	Prba.g_01197
OG0001282	Syag.g_01538	Prba.g_00195
OG0001283	Syag.g_02248	Prba.g_00176
OG0001284	Syag.g_01656	Prba.g_00318
OG0001285	Syag.g_00142, Syag.g_02205	Prba.g_00594
OG0001286	Syag.g_02778	Prba.g_00433
OG0001287	Syag.g_02391	Prba.g_00770
OG0001288	Syag.g_02373	Prba.g_00779
OG0001289	Syag.g_01850	Prba.g_01875
OG0001290	Syag.g_01878	Prba.g_01888
OG0001291	Syag.g_01933	Prba.g_01923
OG0001292	Syag.g_02667	Prba.g_00467
OG0001293	Syag.g_02625	Prba.g_00479
OG0001294	Syag.g_00593	Prba.g_00872
OG0001295	Syag.g_00968	Prba.g_00994
OG0001296	Syag.g_01492	Prba.g_00952
OG0001297	Syag.g_01488	Prba.g_00947
OG0001298	Syag.g_00309	Prba.g_01739
OG0001299	Syag.g_00582	Prba.g_01651
OG0001300	Syag.g_01003	Prba.g_01624
OG0001301	Syag.g_00987	Prba.g_01621
OG0001302	Syag.g_00442	Prba.g_01512
OG0001303	Syag.g_00769	Prba.g_01305
OG0001304	Syag.g_00890	Prba.g_01279
OG0001305	Syag.g_00981	Prba.g_01260
OG0001306	Syag.g_01160	Prba.g_00078
OG0001307	Syag.g_00577	Prba.g_00213
OG0001308	Syag.g_01406	Prba.g_00703
OG0001309	Syag.g_01482	Prba.g_00294
OG0001311	Syag.g_00876	Prba.g_01287
OG0001312	Syag.g_00779	Prba.g_01356
OG0001314	Syag.g_00118	Prba.g_01562
OG0001315	Syag.g_02796	Prba.g_01850
OG0001316	Syag.g_01940	Prba.g_01928
OG0001317	Syag.g_01787	Prba.g_00453
OG0001318	Syag.g_02633	Prba.g_00475
OG0001319	Syag.g_02609	Prba.g_00490
OG0001321	Syag.g_00050	Prba.g_01010
OG0001322	Syag.g_00051	Prba.g_01009
OG0001323	Syag.g_01479	Prba.g_00942
OG0001324	Syag.g_01002	Prba.g_01623
OG0001325	Syag.g_00916	Prba.g_01589
OG0001326	Syag.g_02190, Syag.g_02195	Prba.g_01422
OG0001328	Syag.g_00620	Prba.g_01223
OG0001329	Syag.g_00498	Prba.g_00104, Prba.g_00721
OG0001330	Syag.g_01181	Prba.g_01166
OG0001331	Syag.g_01543	Prba.g_00190
OG0001332	Syag.g_01611	Prba.g_00345
OG0001333	Syag.g_01739	Prba.g_00583
OG0001334	Syag.g_02807	Prba.g_01063
OG0001335	Syag.g_02808	Prba.g_01064
OG0001336	Syag.g_02249	Prba.g_01779
OG0001339	Syag.g_01881	Prba.g_01891
OG0001341	Syag.g_00233	Prba.g_01556
OG0001343	Syag.g_00562	Prba.g_01413
OG0001344	Syag.g_01136	Prba.g_00059
OG0001345	Syag.g_01108	Prba.g_00044
OG0001346	Syag.g_01193	Prba.g_01193
OG0001349	Syag.g_02479	Prba.g_00116
OG0001351	Syag.g_00055	Prba.g_01007
OG0001352	Syag.g_01459	Prba.g_01637
OG0001353	Syag.g_00716	Prba.g_01467
OG0001354	Syag.g_00830	Prba.g_01327
OG0001356	Syag.g_00942	Prba.g_01535
OG0001358	Syag.g_00374	Prba.g_01697
OG0001359	Syag.g_00561	Prba.g_01412
OG0001360	Syag.g_01106	Prba.g_01220
OG0001361	Syag.g_01111	Prba.g_00047
OG0001364	Syag.g_02448	Prba.g_01066
OG0001365	Syag.g_02131	Prba.g_00818
OG0001369	Syag.g_01868	Prba.g_01880
OG0001373	Syag.g_02194	Prba.g_01423
OG0001374	Syag.g_02202	Prba.g_01415
OG0001375	Syag.g_00563	Prba.g_01414
OG0001376	Syag.g_02153	Prba.g_01254
OG0001377	Syag.g_02152	Prba.g_01253
OG0001378	Syag.g_00028	Prba.g_00750
OG0001379	Syag.g_01183	Prba.g_01186
OG0001380	Syag.g_00252	Prba.g_00208
OG0001385	Syag.g_02191	Prba.g_01426
OG0001386	Syag.g_02192	Prba.g_01425
OG0001387	Syag.g_02193	Prba.g_01424
OG0001388	Syag.g_02196	Prba.g_01421
OG0001389	Syag.g_02197	Prba.g_01420
OG0001390	Syag.g_02198	Prba.g_01419
OG0001391	Syag.g_02199	Prba.g_01418
OG0001392	Syag.g_02200	Prba.g_01417
OG0001393	Syag.g_02201	Prba.g_01416
OG0001395	Syag.g_00898	Prba.g_01277
OG0001398	Syag.g_00751	Prba.g_00265
OG0001402	Syag.g_00379	Prba.g_01540
OG0001403	Syag.g_02308	Prba.g_01823
OG0001404	Syag.g_01818	Prba.g_01856
OG0001405	Syag.g_02810	Prba.g_00542
OG0001406	Syag.g_02154	Prba.g_01255
OG0001408	Syag.g_00450	Prba.g_01237
OG0001409	Syag.g_01125	Prba.g_00056
OG0001410	Syag.g_00576	Prba.g_00212
OG0001411	Syag.g_02424	Prba.g_00151
OG0001413	Syag.g_00224	Prba.g_00303
OG0001416	Syag.g_01198	Prba.g_01002
OG0001417	Syag.g_00829	Prba.g_00992
OG0001419	Syag.g_01466	Prba.g_01241
OG0001420	Syag.g_01465	Prba.g_00741
OG0001425	Syag.g_02148	Prba.g_00828
OG0001428	Syag.g_01981	Prba.g_00628
OG0001429	Syag.g_00770	Prba.g_01509
OG0001432	Syag.g_00448	Prba.g_00305
OG0001433	Syag.g_00943	Prba.g_01536
OG0001439	Syag.g_02554	Prba.g_00523
OG0001442	Syag.g_00648	Prba.g_01564
OG0001447	Syag.g_01921	Prba.g_01914
OG0001448	Syag.g_01350	Prba.g_00860
OG0001449	Syag.g_02676	Prba.g_00896
OG0001452	Syag.g_02638	Prba.g_01408
OG0001453	Syag.g_00849	Prba.g_01315
OG0001454	Syag.g_00204	Prba.g_01227
OG0001456	Syag.g_02212	Prba.g_00087
OG0001457	Syag.g_02213	Prba.g_00086
OG0001458	Syag.g_02214	Prba.g_00085
OG0001459	Syag.g_00535	Prba.g_01150
OG0001460	Syag.g_00944	Prba.g_01537
OG0001462	Syag.g_02315	Prba.g_01827
OG0001465	Syag.g_00940	Prba.g_01615
OG0001467	Syag.g_01322	Prba.g_01520
OG0001471	Syag.g_02563	Prba.g_00302
OG0001472	Syag.g_00104	Prba.g_00295
OG0001473	Syag.g_00471	Prba.g_00787
OG0001474	Syag.g_02851	Prba.g_00556
OG0001475	Syag.g_02418	Prba.g_00162
OG0001479	Syag.g_02848	Prba.g_00553
OG0001480	Syag.g_00451	Prba.g_00862
OG0001482	Syag.g_00839	Prba.g_01004
OG0001486	Syag.g_01143	Prba.g_00066
OG0001492	Syag.g_01057	Prba.g_00016
OG0001493	Syag.g_01045	Prba.g_00008
OG0001502	Syag.g_00739	Prba.g_01529
OG0001504	Syag.g_00534	Prba.g_01151
OG0001507	Syag.g_01794, Syag.g_00083	Prba.g_00250
OG0001508	Syag.g_02421	Prba.g_00174
OG0001520	Syag.g_00294	Prba.g_00888
OG0001525	Syag.g_00464	Prba.g_00286
OG0001546	Syag.g_01473	Prba.g_00937
OG0001547	Syag.g_00753	Prba.g_01527
OG0001551	Syag.g_01019	Prba.g_00088
OG0001553	Syag.g_01424	Prba.g_00716
OG0001554	Syag.g_02124	Prba.g_00296
OG0001564	Syag.g_02208	Prba.g_00133
OG0001565	Syag.g_00449	Prba.g_01042
OG0001567	Syag.g_00752	Prba.g_01528
OG0001568	Syag.g_00754	Prba.g_01526
OG0001582	Syag.g_00198	Prba.g_00993
OG0001602	Syag.g_00939	Prba.g_01616
OG0001633	Syag.g_01608	Prba.g_00199
OG0001635	Syag.g_02369	Prba.g_00244
OG0001666	Syag.g_00218	Prba.g_01149
OG0001704	Syag.g_02512	Prba.g_01847, Prba.g_01848
OG0001709	Syag.g_02478	Prba.g_00117
OG0001712	Syag.g_00089	Prba.g_00917
OG0001726	Syag.g_00747	Prba.g_00914
OG0001919	Syag.g_00444	Prba.g_00893
OG0002029	Syag.g_01347	Prba.g_01148
OG0002112	Syag.g_02570	Prba.g_00908
OG0002157	Syag.g_02569	Prba.g_00909
OG0002158	Syag.g_02571	Prba.g_00907
OG0002349	Syag.g_01747	Prba.g_00575
OG0002495	Syag.g_00749	Prba.g_01212
OG0002559	Syag.g_00139	Prba.g_01088
OG0002699	Syag.g_02502	Prba.g_00169
OG0003174	Syag.g_02022	Prba.g_01599
