Orthogroup	Prag	Syas
OG0001180	Prag.g_01810	Syas.g_01583
OG0001181	Prag.g_01814	Syas.g_01579
OG0001182	Prag.g_01821	Syas.g_01571
OG0001183	Prag.g_01825	Syas.g_01564
OG0001184	Prag.g_01841	Syas.g_02188
OG0001185	Prag.g_01855	Syas.g_02162
OG0001186	Prag.g_01879	Syas.g_02113
OG0001187	Prag.g_01883	Syas.g_02111
OG0001189	Prag.g_01902	Syas.g_02089
OG0001190	Prag.g_01906	Syas.g_01881
OG0001191	Prag.g_01916	Syas.g_01900
OG0001193	Prag.g_01931	Syas.g_01952
OG0001194	Prag.g_01932	Syas.g_01953
OG0001195	Prag.g_01933	Syas.g_01954
OG0001196	Prag.g_01946	Syas.g_02010
OG0001197	Prag.g_01947	Syas.g_02012
OG0001198	Prag.g_01954	Syas.g_02031
OG0001199	Prag.g_00068	Syas.g_02516
OG0001200	Prag.g_00070	Syas.g_02514
OG0001201	Prag.g_00101	Syas.g_02419
OG0001202	Prag.g_00192	Syas.g_02270
OG0001203	Prag.g_00231	Syas.g_02557
OG0001204	Prag.g_00236	Syas.g_01687
OG0001205	Prag.g_00424	Syas.g_02745
OG0001207	Prag.g_00456	Syas.g_01260
OG0001208	Prag.g_00461	Syas.g_01251
OG0001209	Prag.g_00514	Syas.g_00065
OG0001210	Prag.g_00519	Syas.g_00761
OG0001211	Prag.g_00529	Syas.g_00788
OG0001212	Prag.g_00574	Syas.g_00847
OG0001213	Prag.g_00607	Syas.g_00100
OG0001214	Prag.g_00615	Syas.g_00744
OG0001215	Prag.g_00668	Syas.g_02245
OG0001217	Prag.g_00744	Syas.g_01397, Syas.g_02493
OG0001218	Prag.g_00752	Syas.g_01309
OG0001219	Prag.g_00795	Syas.g_00399
OG0001220	Prag.g_00856	Syas.g_02447
OG0001221	Prag.g_00917	Syas.g_02669
OG0001222	Prag.g_00956	Syas.g_00448
OG0001223	Prag.g_00982	Syas.g_00541
OG0001224	Prag.g_01032	Syas.g_01015
OG0001225	Prag.g_01034	Syas.g_01017
OG0001226	Prag.g_01060	Syas.g_02506
OG0001227	Prag.g_01079	Syas.g_00824
OG0001228	Prag.g_01198	Syas.g_02195
OG0001229	Prag.g_01387	Syas.g_00285
OG0001230	Prag.g_01480	Syas.g_02806
OG0001231	Prag.g_01585	Syas.g_02050
OG0001232	Prag.g_01692	Syas.g_02649
OG0001233	Prag.g_01712	Syas.g_02592
OG0001234	Prag.g_01747	Syas.g_01310
OG0001235	Prag.g_01756	Syas.g_01646
OG0001236	Prag.g_01838	Syas.g_02191
OG0001237	Prag.g_01842	Syas.g_02187
OG0001238	Prag.g_01917	Syas.g_01901
OG0001239	Prag.g_00065	Syas.g_02519
OG0001241	Prag.g_00094	Syas.g_02427
OG0001242	Prag.g_00112	Syas.g_02398
OG0001243	Prag.g_00118	Syas.g_02391
OG0001244	Prag.g_00134	Syas.g_02370
OG0001245	Prag.g_00373	Syas.g_00524
OG0001246	Prag.g_00483	Syas.g_01829, Syas.g_01224
OG0001249	Prag.g_00784	Syas.g_01547
OG0001250	Prag.g_00845	Syas.g_00239
OG0001251	Prag.g_00893	Syas.g_00516, Syas.g_00408
OG0001252	Prag.g_01027	Syas.g_00994
OG0001253	Prag.g_01080	Syas.g_00143
OG0001255	Prag.g_01137	Syas.g_00492
OG0001256	Prag.g_01578	Syas.g_02698
OG0001257	Prag.g_01584	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Prag.g_01666	Syas.g_02688
OG0001259	Prag.g_01710	Syas.g_02594
OG0001260	Prag.g_01727	Syas.g_02572
OG0001261	Prag.g_01796	Syas.g_01599
OG0001262	Prag.g_01900	Syas.g_02091
OG0001263	Prag.g_00121	Syas.g_02388
OG0001265	Prag.g_00111	Syas.g_02399
OG0001266	Prag.g_00196	Syas.g_02266
OG0001267	Prag.g_00271	Syas.g_01753
OG0001268	Prag.g_00334	Syas.g_01535
OG0001269	Prag.g_00353	Syas.g_00510
OG0001270	Prag.g_00413	Syas.g_01499
OG0001271	Prag.g_00451	Syas.g_01336
OG0001272	Prag.g_00465	Syas.g_01247
OG0001273	Prag.g_00609	Syas.g_00751
OG0001274	Prag.g_00681	Syas.g_01849
OG0001275	Prag.g_00992	Syas.g_00554
OG0001276	Prag.g_01011	Syas.g_00215
OG0001277	Prag.g_01068	Syas.g_00110
OG0001278	Prag.g_01203	Syas.g_01074
OG0001279	Prag.g_01302	Syas.g_02792
OG0001280	Prag.g_01354	Syas.g_01095
OG0001281	Prag.g_01360	Syas.g_02845
OG0001282	Prag.g_01390	Syas.g_01262
OG0001284	Prag.g_01560	Syas.g_02124, Syas.g_02713
OG0001286	Prag.g_01808	Syas.g_01585
OG0001287	Prag.g_01863	Syas.g_00136
OG0001288	Prag.g_01872	Syas.g_02144
OG0001289	Prag.g_00081	Syas.g_02474
OG0001290	Prag.g_00093	Syas.g_02428
OG0001291	Prag.g_00128	Syas.g_02378
OG0001292	Prag.g_00241	Syas.g_01693
OG0001293	Prag.g_00252	Syas.g_01720
OG0001294	Prag.g_00371	Syas.g_00692
OG0001295	Prag.g_00446	Syas.g_00770
OG0001296	Prag.g_00488	Syas.g_01217
OG0001297	Prag.g_00493	Syas.g_01213
OG0001298	Prag.g_00555	Syas.g_00829
OG0001299	Prag.g_00644	Syas.g_00700
OG0001303	Prag.g_00996	Syas.g_00400
OG0001304	Prag.g_01021	Syas.g_00199
OG0001305	Prag.g_01040	Syas.g_01027
OG0001306	Prag.g_01139	Syas.g_01202
OG0001307	Prag.g_01372	Syas.g_01923
OG0001308	Prag.g_01500	Syas.g_02830
OG0001309	Prag.g_01582	Syas.g_00003
OG0001310	Prag.g_01681	Syas.g_02666
OG0001312	Prag.g_00945	Syas.g_00414
OG0001314	Prag.g_00735	Syas.g_01925
OG0001315	Prag.g_00055	Syas.g_01566
OG0001317	Prag.g_00227	Syas.g_02553
OG0001318	Prag.g_00248	Syas.g_01706
OG0001319	Prag.g_00263	Syas.g_01736
OG0001323	Prag.g_00498	Syas.g_00006
OG0001325	Prag.g_00697	Syas.g_00179
OG0001326	Prag.g_00881	Syas.g_01960, Syas.g_01961
OG0001327	Prag.g_01051	Syas.g_00687
OG0001329	Prag.g_01113	Syas.g_00773
OG0001330	Prag.g_01327	Syas.g_02865
OG0001331	Prag.g_01395	Syas.g_01267
OG0001333	Prag.g_01706	Syas.g_02598
OG0001336	Prag.g_01943	Syas.g_02003
OG0001339	Prag.g_00096	Syas.g_02425
OG0001345	Prag.g_01172	Syas.g_01132
OG0001346	Prag.g_01356	Syas.g_02853
OG0001348	Prag.g_01606	Syas.g_00119
OG0001351	Prag.g_00433	Syas.g_01280
OG0001353	Prag.g_00837	Syas.g_00228
OG0001354	Prag.g_00974	Syas.g_00526
OG0001355	Prag.g_01616	Syas.g_01057
OG0001356	Prag.g_00769	Syas.g_01715, Syas.g_00972
OG0001358	Prag.g_00598	Syas.g_00122
OG0001360	Prag.g_01081	Syas.g_01130
OG0001361	Prag.g_01169	Syas.g_01135
OG0001364	Prag.g_01831	Syas.g_02212
OG0001365	Prag.g_01910	Syas.g_01886
OG0001371	Prag.g_00657	Syas.g_02499
OG0001373	Prag.g_00880	Syas.g_01959
OG0001374	Prag.g_00888	Syas.g_01968
OG0001376	Prag.g_01045	Syas.g_00468
OG0001377	Prag.g_01046	Syas.g_00467
OG0001378	Prag.g_01090	Syas.g_01500
OG0001379	Prag.g_01349	Syas.g_02861
OG0001380	Prag.g_01377	Syas.g_00126
OG0001385	Prag.g_00877	Syas.g_01956
OG0001386	Prag.g_00878	Syas.g_01957
OG0001387	Prag.g_00879	Syas.g_01958
OG0001388	Prag.g_00882	Syas.g_01962
OG0001389	Prag.g_00883	Syas.g_01963
OG0001390	Prag.g_00884	Syas.g_01964
OG0001391	Prag.g_00885	Syas.g_01965
OG0001392	Prag.g_00886	Syas.g_01966
OG0001393	Prag.g_00887	Syas.g_01967
OG0001395	Prag.g_01023	Syas.g_00195
OG0001396	Prag.g_01277	Syas.g_01949
OG0001398	Prag.g_01612	Syas.g_02481
OG0001399	Prag.g_01749	Syas.g_02459
OG0001401	Prag.g_01280	Syas.g_00233
OG0001402	Prag.g_00759	Syas.g_00112
OG0001403	Prag.g_00030	Syas.g_02069
OG0001406	Prag.g_01044	Syas.g_00469
OG0001408	Prag.g_01063	Syas.g_00142
OG0001409	Prag.g_01160	Syas.g_00154
OG0001413	Prag.g_01574	Syas.g_01481
OG0001416	Prag.g_00438	Syas.g_01061
OG0001417	Prag.g_00448	Syas.g_00507
OG0001418	Prag.g_00662	Syas.g_01177
OG0001420	Prag.g_01098	Syas.g_00017
OG0001428	Prag.g_00165	Syas.g_02325
OG0001429	Prag.g_00796	Syas.g_00401
OG0001432	Prag.g_01573	Syas.g_01484
OG0001433	Prag.g_00768	Syas.g_01398
OG0001438	Prag.g_00284	Syas.g_01767
OG0001439	Prag.g_00298	Syas.g_01809
OG0001441	Prag.g_00500	Syas.g_00008
OG0001443	Prag.g_01652	Syas.g_01910
OG0001447	Prag.g_00119	Syas.g_02390
OG0001449	Prag.g_00388	Syas.g_02567
OG0001450	Prag.g_00665	Syas.g_02208, Syas.g_00474
OG0001451	Prag.g_00865	Syas.g_02342, Syas.g_02343
OG0001452	Prag.g_00894	Syas.g_01700
OG0001453	Prag.g_00986	Syas.g_00547
OG0001454	Prag.g_01074	Syas.g_01483
OG0001456	Prag.g_01130	Syas.g_01969
OG0001457	Prag.g_01131	Syas.g_01970
OG0001458	Prag.g_01132	Syas.g_01971
OG0001459	Prag.g_01312	Syas.g_02778
OG0001460	Prag.g_00767	Syas.g_01399
OG0001471	Prag.g_01575	Syas.g_01819
OG0001473	Prag.g_01880	Syas.g_00323
OG0001474	Prag.g_00335	Syas.g_01534
OG0001477	Prag.g_01256	Syas.g_00934
OG0001479	Prag.g_00332	Syas.g_01537
OG0001480	Prag.g_00363	Syas.g_00771
OG0001482	Prag.g_00436	Syas.g_00535
OG0001486	Prag.g_01151	Syas.g_01186
OG0001492	Prag.g_01200	Syas.g_01077
OG0001493	Prag.g_01208	Syas.g_01069
OG0001494	Prag.g_01460	Syas.g_02633
OG0001496	Prag.g_01254	Syas.g_00936
OG0001497	Prag.g_01255	Syas.g_00935
OG0001502	Prag.g_00776	Syas.g_00290
OG0001504	Prag.g_01313, Prag.g_01639	Syas.g_02777
OG0001507	Prag.g_01632	Syas.g_01183
OG0001514	Prag.g_01253	Syas.g_00937
OG0001546	Prag.g_00503	Syas.g_00011
OG0001547	Prag.g_00778	Syas.g_00300
OG0001549	Prag.g_00863	Syas.g_00482
OG0001554	Prag.g_01580	Syas.g_00153
OG0001555	Prag.g_01595	Syas.g_00654
OG0001556	Prag.g_00761	Syas.g_00976, Syas.g_01679
OG0001558	Prag.g_01283	Syas.g_02053
OG0001564	Prag.g_01435	Syas.g_01034
OG0001565	Prag.g_00395	Syas.g_00351
OG0001567	Prag.g_00777	Syas.g_00294
OG0001568	Prag.g_00779	Syas.g_00368
OG0001586	Prag.g_01463	Syas.g_02637
OG0001587	Prag.g_01729	Syas.g_02569
OG0001627	Prag.g_00749	Syas.g_01474
OG0001635	Prag.g_01634	Syas.g_02140
OG0001647	Prag.g_00264	Syas.g_01738
OG0001652	Prag.g_01281	Syas.g_02051
OG0001666	Prag.g_01311	Syas.g_02785
OG0001671	Prag.g_01288	Syas.g_01830
OG0001700	Prag.g_00766	Syas.g_01390, Syas.g_01391
OG0001792	Prag.g_01441	Syas.g_01083
OG0001959	Prag.g_01296	Syas.g_01814
OG0002227	Prag.g_00763	Syas.g_01904
OG0002244	Prag.g_01631	Syas.g_00244
