Orthogroup	Prag	Prah
OG0001167	Prag.g_01705	Prah.g_01725
OG0001168	Prag.g_01707	Prah.g_01727
OG0001169	Prag.g_01709	Prah.g_01729
OG0001170	Prag.g_01711	Prah.g_01731
OG0001171	Prag.g_01721	Prah.g_01742
OG0001172	Prag.g_01735	Prah.g_02068
OG0001173	Prag.g_01736	Prah.g_02067
OG0001174	Prag.g_01744	Prah.g_02059
OG0001175	Prag.g_01745	Prah.g_02058
OG0001176	Prag.g_01752	Prah.g_02042
OG0001177	Prag.g_01754	Prah.g_02044
OG0001178	Prag.g_01759	Prah.g_01682
OG0001179	Prag.g_01788	Prah.g_02013
OG0001180	Prag.g_01810	Prah.g_01988
OG0001181	Prag.g_01814	Prah.g_01984
OG0001182	Prag.g_01821	Prah.g_01976
OG0001183	Prag.g_01825	Prah.g_01965
OG0001184	Prag.g_01841	Prah.g_02239
OG0001185	Prag.g_01855	Prah.g_00156
OG0001186	Prag.g_01879	Prah.g_00088
OG0001187	Prag.g_01883	Prah.g_00085
OG0001188	Prag.g_01885	Prah.g_00080
OG0001189	Prag.g_01902	Prah.g_00057
OG0001190	Prag.g_01906	Prah.g_02490
OG0001191	Prag.g_01916	Prah.g_02503
OG0001192	Prag.g_01921	Prah.g_02508
OG0001193	Prag.g_01931	Prah.g_02548
OG0001194	Prag.g_01932	Prah.g_02550
OG0001195	Prag.g_01933	Prah.g_02551
OG0001196	Prag.g_01946	Prah.g_02587
OG0001197	Prag.g_01947	Prah.g_02589
OG0001198	Prag.g_01954	Prah.g_02601
OG0001199	Prag.g_00068	Prah.g_01844
OG0001200	Prag.g_00070	Prah.g_01846
OG0001201	Prag.g_00101	Prah.g_01898
OG0001202	Prag.g_00192	Prah.g_02359
OG0001204	Prag.g_00236	Prah.g_02077
OG0001205	Prag.g_00424	Prah.g_00240
OG0001206	Prag.g_00441	Prah.g_00291
OG0001207	Prag.g_00456	Prah.g_01575
OG0001208	Prag.g_00461	Prah.g_01564
OG0001209	Prag.g_00514	Prah.g_01498
OG0001210	Prag.g_00519	Prah.g_01484
OG0001211	Prag.g_00529	Prah.g_01467
OG0001212	Prag.g_00574	Prah.g_01407
OG0001213	Prag.g_00607	Prah.g_00510
OG0001214	Prag.g_00615	Prah.g_00499
OG0001215	Prag.g_00668	Prah.g_00973
OG0001216	Prag.g_00694	Prah.g_00885
OG0001217	Prag.g_00744	Prah.g_01447
OG0001218	Prag.g_00752	Prah.g_00356
OG0001219	Prag.g_00795	Prah.g_00755
OG0001220	Prag.g_00856	Prah.g_00575
OG0001221	Prag.g_00917	Prah.g_00715
OG0001222	Prag.g_00956	Prah.g_02517
OG0001223	Prag.g_00982	Prah.g_00824
OG0001224	Prag.g_01032	Prah.g_00911
OG0001225	Prag.g_01034	Prah.g_00913
OG0001226	Prag.g_01060	Prah.g_01192
OG0001227	Prag.g_01079	Prah.g_01601
OG0001228	Prag.g_01198	Prah.g_01278
OG0001229	Prag.g_01387	Prah.g_01663
OG0001230	Prag.g_01480	Prah.g_00418
OG0001231	Prag.g_01585	Prah.g_00018
OG0001232	Prag.g_01692	Prah.g_01704
OG0001233	Prag.g_01712	Prah.g_01732
OG0001234	Prag.g_01747	Prah.g_02055
OG0001235	Prag.g_01756	Prah.g_02047
OG0001236	Prag.g_01838	Prah.g_02235
OG0001237	Prag.g_01842	Prah.g_02240
OG0001238	Prag.g_01917	Prah.g_02504
OG0001239	Prag.g_00065	Prah.g_01841
OG0001241	Prag.g_00094	Prah.g_01891
OG0001242	Prag.g_00112	Prah.g_00185
OG0001243	Prag.g_00118	Prah.g_02251
OG0001244	Prag.g_00134	Prah.g_02279
OG0001245	Prag.g_00373	Prah.g_01181
OG0001246	Prag.g_00483	Prah.g_01537
OG0001247	Prag.g_00661	Prah.g_00625
OG0001248	Prag.g_00663	Prah.g_00981
OG0001249	Prag.g_00784	Prah.g_01946
OG0001250	Prag.g_00845	Prah.g_00597
OG0001252	Prag.g_01027	Prah.g_00906
OG0001253	Prag.g_01080	Prah.g_01176
OG0001254	Prag.g_01122	Prah.g_02525
OG0001255	Prag.g_01137	Prah.g_01037
OG0001256	Prag.g_01578	Prah.g_01658
OG0001258	Prag.g_01666	Prah.g_01671
OG0001259	Prag.g_01710	Prah.g_01730
OG0001260	Prag.g_01727	Prah.g_01761
OG0001261	Prag.g_01796	Prah.g_02004
OG0001262	Prag.g_01900	Prah.g_00060
OG0001263	Prag.g_00121	Prah.g_02253
OG0001265	Prag.g_00111	Prah.g_00187
OG0001266	Prag.g_00196	Prah.g_02363
OG0001267	Prag.g_00271	Prah.g_02134
OG0001268	Prag.g_00334	Prah.g_01934
OG0001269	Prag.g_00353	Prah.g_00579
OG0001270	Prag.g_00413	Prah.g_00228
OG0001271	Prag.g_00451	Prah.g_00309
OG0001272	Prag.g_00465	Prah.g_01560
OG0001273	Prag.g_00609	Prah.g_00506
OG0001274	Prag.g_00681	Prah.g_02393
OG0001275	Prag.g_00992	Prah.g_00837
OG0001276	Prag.g_01011	Prah.g_00855
OG0001277	Prag.g_01068	Prah.g_02573
OG0001278	Prag.g_01203	Prah.g_01284
OG0001279	Prag.g_01302	Prah.g_00431
OG0001280	Prag.g_01354	Prah.g_01361
OG0001281	Prag.g_01360	Prah.g_01370
OG0001285	Prag.g_01695	Prah.g_01709
OG0001286	Prag.g_01808	Prah.g_01990
OG0001287	Prag.g_01863	Prah.g_00148
OG0001288	Prag.g_01872	Prah.g_00130
OG0001290	Prag.g_00093	Prah.g_01890
OG0001291	Prag.g_00128	Prah.g_02263
OG0001292	Prag.g_00241	Prah.g_02083
OG0001293	Prag.g_00252	Prah.g_02108
OG0001294	Prag.g_00371	Prah.g_00443
OG0001295	Prag.g_00446	Prah.g_01481
OG0001296	Prag.g_00488	Prah.g_01531
OG0001297	Prag.g_00493	Prah.g_01527
OG0001298	Prag.g_00555	Prah.g_01435
OG0001300	Prag.g_00671	Prah.g_00986
OG0001301	Prag.g_00674	Prah.g_01023
OG0001302	Prag.g_00793	Prah.g_01802
OG0001303	Prag.g_00996	Prah.g_00756
OG0001307	Prag.g_01372	Prah.g_00326
OG0001308	Prag.g_01500	Prah.g_00396
OG0001309	Prag.g_01582	Prah.g_01521
OG0001310	Prag.g_01681	Prah.g_01693
OG0001312	Prag.g_00945	Prah.g_00766
OG0001313	Prag.g_01293, Prag.g_01295, Prag.g_01251	Prah.g_00300, Prah.g_00299
OG0001316	Prag.g_00133	Prah.g_02269
OG0001319	Prag.g_00263	Prah.g_02124
OG0001321	Prag.g_00430	Prah.g_00253
OG0001322	Prag.g_00431	Prah.g_00254
OG0001323	Prag.g_00498	Prah.g_01518
OG0001324	Prag.g_00672	Prah.g_00987
OG0001326	Prag.g_00881	Prah.g_02557
OG0001327	Prag.g_01051	Prah.g_00555
OG0001328	Prag.g_01078	Prah.g_00722
OG0001329	Prag.g_01113	Prah.g_01213
OG0001330	Prag.g_01327	Prah.g_01354
OG0001331	Prag.g_01395	Prah.g_01581
OG0001332	Prag.g_01533	Prah.g_01605
OG0001333	Prag.g_01706	Prah.g_01726
OG0001334	Prag.g_01828	Prah.g_01961
OG0001335	Prag.g_01829	Prah.g_01960
OG0001336	Prag.g_01943	Prah.g_02583
OG0001339	Prag.g_00096	Prah.g_01893
OG0001340	Prag.g_00319	Prah.g_01949
OG0001341	Prag.g_00742	Prah.g_00615
OG0001344	Prag.g_01157	Prah.g_01317
OG0001347	Prag.g_01276	Prah.g_00098
OG0001348	Prag.g_01606	Prah.g_02412
OG0001351	Prag.g_00433	Prah.g_00256
OG0001352	Prag.g_00658	Prah.g_01029
OG0001353	Prag.g_00837	Prah.g_00606
OG0001354	Prag.g_00974	Prah.g_00813
OG0001355	Prag.g_01616	Prah.g_00710
OG0001356	Prag.g_00769	Prah.g_02519, Prah.g_01163
OG0001358	Prag.g_00598	Prah.g_00527
OG0001360	Prag.g_01081	Prah.g_01240
OG0001361	Prag.g_01169	Prah.g_01294
OG0001362	Prag.g_01504	Prah.g_00390
OG0001363	Prag.g_01506	Prah.g_00388
OG0001365	Prag.g_01910	Prah.g_02495
OG0001369	Prag.g_00086	Prah.g_01880
OG0001371	Prag.g_00657	Prah.g_01789
OG0001372	Prag.g_00751	Prah.g_01812
OG0001373	Prag.g_00880	Prah.g_02556
OG0001374	Prag.g_00888	Prah.g_02564
OG0001376	Prag.g_01045	Prah.g_02511
OG0001377	Prag.g_01046	Prah.g_02510
OG0001378	Prag.g_01090	Prah.g_00223
OG0001379	Prag.g_01349	Prah.g_01356
OG0001380	Prag.g_01377	Prah.g_00571
OG0001381	Prag.g_01383	Prah.g_00895
OG0001382	Prag.g_01599	Prah.g_00891
OG0001385	Prag.g_00877	Prah.g_02553
OG0001386	Prag.g_00878	Prah.g_02554
OG0001387	Prag.g_00879	Prah.g_02555
OG0001388	Prag.g_00882	Prah.g_02558
OG0001389	Prag.g_00883	Prah.g_02559
OG0001390	Prag.g_00884	Prah.g_02560
OG0001391	Prag.g_00885	Prah.g_02561
OG0001392	Prag.g_00886	Prah.g_02562
OG0001393	Prag.g_00887	Prah.g_02563
OG0001395	Prag.g_01023	Prah.g_00868
OG0001396	Prag.g_01277	Prah.g_00099, Prah.g_00081
OG0001397	Prag.g_01505	Prah.g_00389
OG0001398	Prag.g_01612	Prah.g_01180
OG0001399	Prag.g_01749	Prah.g_01971, Prah.g_00340
OG0001401	Prag.g_01280	Prah.g_00602
OG0001402	Prag.g_00759	Prah.g_00522
OG0001403	Prag.g_00030	Prah.g_00037
OG0001405	Prag.g_00317	Prah.g_01957
OG0001406	Prag.g_01044	Prah.g_02512
OG0001409	Prag.g_01160	Prah.g_01307
OG0001410	Prag.g_01373	Prah.g_00325
OG0001414	Prag.g_00222	Prah.g_01786
OG0001415	Prag.g_00224	Prah.g_01412
OG0001416	Prag.g_00438	Prah.g_01367
OG0001418	Prag.g_00662	Prah.g_02051
OG0001422	Prag.g_01604	Prah.g_00282
OG0001425	Prag.g_01920	Prah.g_02507
OG0001431	Prag.g_01325	Prah.g_00998
OG0001433	Prag.g_00768	Prah.g_01162
OG0001434	Prag.g_00925	Prah.g_00696
OG0001437	Prag.g_00223	Prah.g_01411
OG0001438	Prag.g_00284	Prah.g_02149
OG0001441	Prag.g_00500	Prah.g_01516
OG0001442	Prag.g_00733	Prah.g_00691
OG0001443	Prag.g_01652	Prah.g_01664
OG0001446	Prag.g_00073	Prah.g_01211
OG0001449	Prag.g_00388	Prah.g_01806
OG0001450	Prag.g_00665	Prah.g_00965
OG0001451	Prag.g_00865	Prah.g_00866
OG0001452	Prag.g_00894	Prah.g_01220
OG0001455	Prag.g_01108	Prah.g_02425
OG0001460	Prag.g_00767	Prah.g_01161
OG0001462	Prag.g_00034	Prah.g_00044
OG0001463	Prag.g_00277	Prah.g_02142
OG0001464	Prag.g_00320	Prah.g_01948
OG0001477	Prag.g_01256	Prah.g_01020
OG0001479	Prag.g_00332	Prah.g_01936
OG0001485	Prag.g_01617	Prah.g_01609
OG0001491	Prag.g_00791	Prah.g_01231, Prah.g_01233
OG0001496	Prag.g_01254	Prah.g_01016
OG0001497	Prag.g_01255	Prah.g_01019
OG0001500	Prag.g_00254	Prah.g_01785
OG0001501	Prag.g_00683	Prah.g_01344
OG0001503	Prag.g_01127	Prah.g_01803
OG0001505	Prag.g_01417	Prah.g_00100
OG0001506	Prag.g_01531	Prah.g_01217
OG0001514	Prag.g_01253	Prah.g_01015
OG0001525	Prag.g_01589	Prah.g_01202
OG0001550	Prag.g_01111	Prah.g_01182
OG0001553	Prag.g_01485	Prah.g_00411
OG0001555	Prag.g_01595	Prah.g_01817
OG0001556	Prag.g_00761	Prah.g_01158, Prah.g_01157
OG0001558	Prag.g_01283	Prah.g_00021
OG0001565	Prag.g_00395	Prah.g_00621
OG0001585	Prag.g_01307	Prah.g_01081
OG0001598	Prag.g_01640, Prag.g_01272	Prah.g_01342
OG0001627	Prag.g_00749	Prah.g_01613
OG0001635	Prag.g_01634	Prah.g_01421, Prah.g_01206
OG0001652	Prag.g_01281	Prah.g_00019
OG0001670	Prag.g_01623	Prah.g_01003
OG0001671	Prag.g_01288	Prah.g_02407
OG0001684	Prag.g_00567	Prah.g_01419
OG0001696	Prag.g_00866	Prah.g_00964
OG0001698	Prag.g_01052	Prah.g_01034
OG0001792	Prag.g_01441	Prah.g_01274
OG0001963	Prag.g_01642	Prah.g_01969
OG0002036	Prag.g_01643	Prah.g_01675
OG0002291	Prag.g_01299	Prah.g_02326, Prah.g_02333
OG0003165	Prag.g_01714	Prah.g_01734
