Orthogroup	Prbh	Syal
OG0001116	Prbh.g_01098	Syal.g_01970
OG0001117	Prbh.g_01099	Syal.g_01969
OG0001118	Prbh.g_01100	Syal.g_01968
OG0001119	Prbh.g_01101	Syal.g_01966
OG0001120	Prbh.g_01102	Syal.g_01962
OG0001122	Prbh.g_01119	Syal.g_01921
OG0001123	Prbh.g_01124	Syal.g_01913
OG0001124	Prbh.g_01126	Syal.g_01911
OG0001125	Prbh.g_01128	Syal.g_01909
OG0001126	Prbh.g_01042	Syal.g_01837
OG0001127	Prbh.g_01041	Syal.g_01836
OG0001128	Prbh.g_01039	Syal.g_01833
OG0001129	Prbh.g_01038	Syal.g_01831
OG0001130	Prbh.g_01037	Syal.g_01830
OG0001131	Prbh.g_00411	Syal.g_02260
OG0001132	Prbh.g_00827	Syal.g_02553
OG0001133	Prbh.g_00008	Syal.g_02710
OG0001134	Prbh.g_01868	Syal.g_02506
OG0001135	Prbh.g_01865	Syal.g_02505
OG0001136	Prbh.g_01286	Syal.g_01650
OG0001137	Prbh.g_01273	Syal.g_01673
OG0001138	Prbh.g_01252	Syal.g_01709
OG0001139	Prbh.g_01250	Syal.g_01711
OG0001140	Prbh.g_01249	Syal.g_01712
OG0001141	Prbh.g_01248	Syal.g_01713
OG0001142	Prbh.g_01247	Syal.g_01714
OG0001143	Prbh.g_01240	Syal.g_01722
OG0001144	Prbh.g_01235	Syal.g_01736
OG0001145	Prbh.g_01365	Syal.g_01614
OG0001146	Prbh.g_01377	Syal.g_01593
OG0001147	Prbh.g_00002	Syal.g_00458
OG0001148	Prbh.g_00011	Syal.g_02886
OG0001149	Prbh.g_00012	Syal.g_02885
OG0001150	Prbh.g_00013	Syal.g_02884
OG0001151	Prbh.g_00025	Syal.g_02872
OG0001152	Prbh.g_00026	Syal.g_02871
OG0001153	Prbh.g_00131	Syal.g_00421
OG0001154	Prbh.g_00132	Syal.g_00422
OG0001155	Prbh.g_00149	Syal.g_02969
OG0001156	Prbh.g_00152	Syal.g_02972
OG0001157	Prbh.g_00153	Syal.g_02973
OG0001158	Prbh.g_00154	Syal.g_02974
OG0001159	Prbh.g_00155	Syal.g_02975
OG0001160	Prbh.g_00181	Syal.g_00564
OG0001161	Prbh.g_01837	Syal.g_01104
OG0001162	Prbh.g_01824	Syal.g_01577
OG0001163	Prbh.g_01790	Syal.g_00573
OG0001164	Prbh.g_01787	Syal.g_00579
OG0001165	Prbh.g_01784	Syal.g_00584
OG0001166	Prbh.g_01763	Syal.g_00613
OG0001167	Prbh.g_01745	Syal.g_00638
OG0001168	Prbh.g_01743	Syal.g_00640
OG0001169	Prbh.g_01741	Syal.g_00642
OG0001170	Prbh.g_01739	Syal.g_00644
OG0001172	Prbh.g_01714	Syal.g_00198
OG0001173	Prbh.g_01713	Syal.g_00199
OG0001174	Prbh.g_01705	Syal.g_00207
OG0001175	Prbh.g_01704	Syal.g_00208
OG0001176	Prbh.g_01696	Syal.g_00226
OG0001177	Prbh.g_01694	Syal.g_00224
OG0001178	Prbh.g_01777	Syal.g_00592
OG0001179	Prbh.g_01661	Syal.g_00256
OG0001180	Prbh.g_01638	Syal.g_00282
OG0001182	Prbh.g_01626	Syal.g_00295
OG0001183	Prbh.g_01620	Syal.g_00302
OG0001184	Prbh.g_01602	Syal.g_01359
OG0001185	Prbh.g_01586	Syal.g_01453
OG0001186	Prbh.g_01562	Syal.g_00179
OG0001187	Prbh.g_01559	Syal.g_00175
OG0001188	Prbh.g_01557	Syal.g_00172
OG0001189	Prbh.g_01540	Syal.g_00152
OG0001190	Prbh.g_01535	Syal.g_01067
OG0001191	Prbh.g_01525	Syal.g_01083
OG0001192	Prbh.g_01520	Syal.g_01090
OG0001193	Prbh.g_01507	Syal.g_01128
OG0001194	Prbh.g_01506	Syal.g_01130
OG0001195	Prbh.g_01505	Syal.g_01131
OG0001196	Prbh.g_01488	Syal.g_00078
OG0001197	Prbh.g_01486	Syal.g_00080
OG0001198	Prbh.g_01479	Syal.g_00093
OG0001199	Prbh.g_00708	Syal.g_00757
OG0001200	Prbh.g_00706	Syal.g_00759
OG0001201	Prbh.g_00675	Syal.g_00821
OG0001202	Prbh.g_00583	Syal.g_00956
OG0001203	Prbh.g_00542	Syal.g_00683
OG0001204	Prbh.g_00536	Syal.g_01201
OG0001205	Prbh.g_00387	Syal.g_00515
OG0001206	Prbh.g_00366	Syal.g_00490
OG0001207	Prbh.g_00354	Syal.g_02889
OG0001208	Prbh.g_00349	Syal.g_02899
OG0001209	Prbh.g_00294	Syal.g_02835
OG0001210	Prbh.g_00290	Syal.g_02827
OG0001211	Prbh.g_00280	Syal.g_02811
OG0001212	Prbh.g_00234	Syal.g_02754
OG0001213	Prbh.g_01452	Syal.g_02701
OG0001215	Prbh.g_00925	Syal.g_01786
OG0001216	Prbh.g_00947	Syal.g_01861
OG0001217	Prbh.g_01875	Syal.g_02067
OG0001218	Prbh.g_01339	Syal.g_00429
OG0001219	Prbh.g_01054	Syal.g_02036
OG0001220	Prbh.g_01009	Syal.g_02494
OG0001221	Prbh.g_00889	Syal.g_02258
OG0001222	Prbh.g_01131	Syal.g_02006
OG0001223	Prbh.g_01103	Syal.g_01960
OG0001224	Prbh.g_01035	Syal.g_01827
OG0001225	Prbh.g_01033	Syal.g_01825
OG0001226	Prbh.g_01444	Syal.g_00767
OG0001227	Prbh.g_01331	Syal.g_01575
OG0001228	Prbh.g_01232	Syal.g_02451
OG0001229	Prbh.g_01872	Syal.g_01801
OG0001230	Prbh.g_00089	Syal.g_00029
OG0001231	Prbh.g_00410	Syal.g_00114
OG0001232	Prbh.g_01759	Syal.g_00622
OG0001233	Prbh.g_01738	Syal.g_00645
OG0001234	Prbh.g_01702	Syal.g_00212
OG0001236	Prbh.g_01605	Syal.g_01352
OG0001237	Prbh.g_01601	Syal.g_01362
OG0001238	Prbh.g_01524	Syal.g_01085
OG0001239	Prbh.g_00711	Syal.g_00754
OG0001240	Prbh.g_00690	Syal.g_00804
OG0001241	Prbh.g_00681	Syal.g_00814
OG0001242	Prbh.g_00662	Syal.g_00844
OG0001243	Prbh.g_00655	Syal.g_00852
OG0001244	Prbh.g_00640	Syal.g_00882
OG0001245	Prbh.g_01320	Syal.g_02522
OG0001246	Prbh.g_00824	Syal.g_02927
OG0001247	Prbh.g_00918	Syal.g_01126
OG0001248	Prbh.g_00920	Syal.g_01778
OG0001249	Prbh.g_00442	Syal.g_00337
OG0001250	Prbh.g_00995	Syal.g_02469
OG0001251	Prbh.g_00858	Syal.g_02576
OG0001252	Prbh.g_01040	Syal.g_01834
OG0001253	Prbh.g_01442	Syal.g_02521
OG0001254	Prbh.g_01866	Syal.g_02507
OG0001255	Prbh.g_01300	Syal.g_02609
OG0001256	Prbh.g_00188	Syal.g_00571
OG0001258	Prbh.g_01786	Syal.g_00582
OG0001259	Prbh.g_01740	Syal.g_00643
OG0001261	Prbh.g_01653	Syal.g_00265
OG0001262	Prbh.g_01542	Syal.g_00154
OG0001263	Prbh.g_00653	Syal.g_00856
OG0001265	Prbh.g_00663	Syal.g_00842
OG0001266	Prbh.g_00579	Syal.g_00960
OG0001267	Prbh.g_00499	Syal.g_01263
OG0001268	Prbh.g_00433	Syal.g_00353
OG0001269	Prbh.g_01008	Syal.g_02116, Syal.g_02567
OG0001270	Prbh.g_00398	Syal.g_00528
OG0001271	Prbh.g_00359	Syal.g_00466
OG0001272	Prbh.g_00345	Syal.g_02903
OG0001273	Prbh.g_01222	Syal.g_02641
OG0001274	Prbh.g_00556	Syal.g_01007
OG0001275	Prbh.g_01112	Syal.g_01932
OG0001276	Prbh.g_01123	Syal.g_01914
OG0001278	Prbh.g_01228	Syal.g_01766
OG0001279	Prbh.g_01396	Syal.g_02565
OG0001280	Prbh.g_01372	Syal.g_01604
OG0001281	Prbh.g_01378	Syal.g_01592
OG0001282	Prbh.g_00010	Syal.g_02887
OG0001283	Prbh.g_01492	Syal.g_01179
OG0001284	Prbh.g_00175	Syal.g_03007
OG0001285	Prbh.g_01756	Syal.g_00625
OG0001286	Prbh.g_01640	Syal.g_00280
OG0001287	Prbh.g_01579	Syal.g_01461
OG0001288	Prbh.g_01569	Syal.g_01513
OG0001289	Prbh.g_00696	Syal.g_00781
OG0001290	Prbh.g_00682	Syal.g_00813
OG0001291	Prbh.g_00645	Syal.g_00866
OG0001292	Prbh.g_00531	Syal.g_01206
OG0001293	Prbh.g_00518	Syal.g_01236
OG0001296	Prbh.g_00321	Syal.g_02933
OG0001298	Prbh.g_00252	Syal.g_02777
OG0001299	Prbh.g_01186	Syal.g_02200
OG0001300	Prbh.g_00929	Syal.g_01795
OG0001301	Prbh.g_00934	Syal.g_01941, Syal.g_01810
OG0001302	Prbh.g_01051	Syal.g_02607
OG0001304	Prbh.g_01136	Syal.g_01899
OG0001305	Prbh.g_01027	Syal.g_01817
OG0001306	Prbh.g_01298	Syal.g_01626
OG0001307	Prbh.g_01936	Syal.g_02195
OG0001308	Prbh.g_00109	Syal.g_00392
OG0001309	Prbh.g_00205	Syal.g_02943
OG0001310	Prbh.g_01769	Syal.g_00605
OG0001311	Prbh.g_01125	Syal.g_01912
OG0001312	Prbh.g_01063	Syal.g_02024
OG0001315	Prbh.g_01861	Syal.g_00300
OG0001316	Prbh.g_00641	Syal.g_00872
OG0001317	Prbh.g_00546	Syal.g_00687
OG0001318	Prbh.g_00522	Syal.g_01228
OG0001319	Prbh.g_00506	Syal.g_01252
OG0001321	Prbh.g_00381	Syal.g_00508
OG0001322	Prbh.g_00380	Syal.g_00507
OG0001323	Prbh.g_00310	Syal.g_02946
OG0001324	Prbh.g_00930	Syal.g_01796
OG0001325	Prbh.g_01168	Syal.g_01865
OG0001327	Prbh.g_00867	Syal.g_02296
OG0001328	Prbh.g_01357	Syal.g_02266
OG0001329	Prbh.g_01816	Syal.g_01188
OG0001330	Prbh.g_00201	Syal.g_01611
OG0001332	Prbh.g_00146	Syal.g_02965
OG0001333	Prbh.g_01744	Syal.g_00639
OG0001334	Prbh.g_01617	Syal.g_00311
OG0001335	Prbh.g_01616	Syal.g_00312
OG0001336	Prbh.g_01491	Syal.g_01180
OG0001337	Prbh.g_00447	Syal.g_00308, Syal.g_00327
OG0001338	Prbh.g_00444	Syal.g_02003, Syal.g_00330
OG0001339	Prbh.g_00679	Syal.g_00816
OG0001340	Prbh.g_00446	Syal.g_00328
OG0001341	Prbh.g_01881	Syal.g_02538
OG0001343	Prbh.g_00855	Syal.g_01190
OG0001344	Prbh.g_01278	Syal.g_01658
OG0001346	Prbh.g_01374	Syal.g_01600
OG0001348	Prbh.g_01888	Syal.g_01849
OG0001351	Prbh.g_00373	Syal.g_00501
OG0001353	Prbh.g_00985	Syal.g_02457
OG0001354	Prbh.g_01096	Syal.g_01973
OG0001357	Prbh.g_01350	Syal.g_00433, Syal.g_02584
OG0001358	Prbh.g_01463	Syal.g_02715
OG0001359	Prbh.g_00856	Syal.g_01189
OG0001361	Prbh.g_01264	Syal.g_01691
OG0001362	Prbh.g_00113	Syal.g_00397
OG0001363	Prbh.g_00115	Syal.g_00399
OG0001364	Prbh.g_01614	Syal.g_01342
OG0001365	Prbh.g_01531	Syal.g_01072
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syal.g_01200
OG0001369	Prbh.g_00691	Syal.g_00803
OG0001375	Prbh.g_00854	Syal.g_01191
OG0001379	Prbh.g_01367	Syal.g_01609
OG0001382	Prbh.g_01343	Syal.g_00220
OG0001394	Prbh.g_00893	Syal.g_02250
OG0001397	Prbh.g_00114	Syal.g_00398
OG0001398	Prbh.g_01399	Syal.g_00774
OG0001401	Prbh.g_00990	Syal.g_02463
OG0001402	Prbh.g_01458	Syal.g_02711
OG0001404	Prbh.g_00714	Syal.g_00750
OG0001405	Prbh.g_00453	Syal.g_00314
OG0001407	Prbh.g_01345	Syal.g_01774
OG0001409	Prbh.g_01274	Syal.g_01671
OG0001410	Prbh.g_01937	Syal.g_02194
OG0001411	Prbh.g_00721	Syal.g_01399
OG0001423	Prbh.g_01940	Syal.g_00726
OG0001425	Prbh.g_01521	Syal.g_01089
OG0001430	Prbh.g_01340	Syal.g_01055
OG0001435	Prbh.g_00874	Syal.g_02290
OG0001443	Prbh.g_01871	Syal.g_01101
OG0001448	Prbh.g_00375	Syal.g_02552
OG0001460	Prbh.g_01791	Syal.g_02211
OG0001461	Prbh.g_01839	Syal.g_02091
OG0001476	Prbh.g_01275	Syal.g_01667
OG0001477	Prbh.g_01893	Syal.g_01807
OG0001481	Prbh.g_01356	Syal.g_00504
OG0001486	Prbh.g_01285	Syal.g_01651
OG0001488	Prbh.g_01269	Syal.g_01677
OG0001489	Prbh.g_01629	Syal.g_00291
OG0001495	Prbh.g_01693	Syal.g_00223
OG0001496	Prbh.g_01895	Syal.g_01804
OG0001497	Prbh.g_01894	Syal.g_01806
OG0001498	Prbh.g_00414	Syal.g_00554
OG0001505	Prbh.g_00063	Syal.g_01370, Syal.g_01371
OG0001510	Prbh.g_01575	Syal.g_01489
OG0001511	Prbh.g_00671	Syal.g_00829
OG0001512	Prbh.g_01335	Syal.g_00682
OG0001514	Prbh.g_01896	Syal.g_01803
OG0001515	Prbh.g_00927	Syal.g_01791
OG0001516	Prbh.g_01189	Syal.g_02197
OG0001517	Prbh.g_00438	Syal.g_00348
OG0001518	Prbh.g_01522	Syal.g_02309, Syal.g_01087
OG0001519	Prbh.g_01517	Syal.g_01103
OG0001527	Prbh.g_00266	Syal.g_02796
OG0001529	Prbh.g_00742	Syal.g_00145
OG0001530	Prbh.g_00672	Syal.g_00827
OG0001531	Prbh.g_00541	Syal.g_00681
OG0001532	Prbh.g_01251	Syal.g_01710
OG0001534	Prbh.g_01137	Syal.g_01898
OG0001535	Prbh.g_01122	Syal.g_01917
OG0001536	Prbh.g_01082	Syal.g_01996
OG0001537	Prbh.g_00890	Syal.g_02257
OG0001538	Prbh.g_00958	Syal.g_01870
OG0001539	Prbh.g_00869	Syal.g_02294
OG0001540	Prbh.g_00651	Syal.g_00858
OG0001541	Prbh.g_00603	Syal.g_00924
OG0001542	Prbh.g_00597	Syal.g_00935
OG0001543	Prbh.g_01876	Syal.g_00988
OG0001544	Prbh.g_01518	Syal.g_01102
OG0001545	Prbh.g_01502	Syal.g_01170
OG0001557	Prbh.g_00894	Syal.g_02249
OG0001559	Prbh.g_00673	Syal.g_00826
OG0001560	Prbh.g_00683	Syal.g_00812
OG0001561	Prbh.g_01127	Syal.g_01910
OG0001563	Prbh.g_01645	Syal.g_00274
OG0001565	Prbh.g_01838	Syal.g_02600
OG0001574	Prbh.g_00268	Syal.g_02798
OG0001575	Prbh.g_00263	Syal.g_02793
OG0001576	Prbh.g_01386	Syal.g_01582
OG0001579	Prbh.g_00449	Syal.g_00318
OG0001580	Prbh.g_00735	Syal.g_01052
OG0001589	Prbh.g_01736	Syal.g_00647
OG0001591	Prbh.g_00906	Syal.g_02209
OG0001592	Prbh.g_00736	Syal.g_01053
OG0001614	Prbh.g_01587	Syal.g_01451
OG0001616	Prbh.g_01259	Syal.g_01699
OG0001617	Prbh.g_00931	Syal.g_01800
OG0001619	Prbh.g_01072	Syal.g_02009
OG0001620	Prbh.g_00429	Syal.g_00360
OG0001621	Prbh.g_00526	Syal.g_01224
OG0001622	Prbh.g_01493	Syal.g_01178
OG0001634	Prbh.g_01183	Syal.g_02203
OG0001636	Prbh.g_00747	Syal.g_00137
OG0001638	Prbh.g_01771	Syal.g_00599
OG0001639	Prbh.g_00148	Syal.g_02968
OG0001640	Prbh.g_01043	Syal.g_01839
OG0001641	Prbh.g_01105	Syal.g_01955
OG0001643	Prbh.g_01214	Syal.g_02631
OG0001644	Prbh.g_01158	Syal.g_02426
OG0001656	Prbh.g_00450	Syal.g_00317
OG0001658	Prbh.g_00740	Syal.g_01066
OG0001659	Prbh.g_01407	Syal.g_01706
OG0001676	Prbh.g_00448	Syal.g_00320
OG0001678	Prbh.g_01715	Syal.g_00197
OG0001679	Prbh.g_00443	Syal.g_00794, Syal.g_02034
OG0001693	Prbh.g_00805	Syal.g_01822
OG0001713	Prbh.g_01360	Syal.g_01668
OG0001717	Prbh.g_00822	Syal.g_00910
OG0001722	Prbh.g_00860	Syal.g_00730
OG0001731	Prbh.g_00161	Syal.g_02986
OG0001762	Prbh.g_01110	Syal.g_01947
OG0001764	Prbh.g_01152	Syal.g_02046
OG0001770	Prbh.g_01802	Syal.g_02501
OG0001974	Prbh.g_00407	Syal.g_01063
OG0002003	Prbh.g_00832	Syal.g_01790
OG0002019	Prbh.g_01950	Syal.g_01425
OG0002098	Prbh.g_01921	Syal.g_01386
OG0002122	Prbh.g_00831	Syal.g_01789
OG0002177	Prbh.g_01447	Syal.g_02864
OG0002246	Prbh.g_01831	Syal.g_00542
OG0002582	Prbh.g_01922	Syal.g_01382
