Orthogroup	Prbh	Syao
OG0001132	Prbh.g_00827	Syao.g_01221
OG0001133	Prbh.g_00008	Syao.g_01333
OG0001134	Prbh.g_01868	Syao.g_01428
OG0001135	Prbh.g_01865	Syao.g_01424
OG0001136	Prbh.g_01286	Syao.g_00126
OG0001137	Prbh.g_01273	Syao.g_00194
OG0001138	Prbh.g_01252	Syao.g_00227
OG0001139	Prbh.g_01250	Syao.g_00225
OG0001140	Prbh.g_01249	Syao.g_00224
OG0001141	Prbh.g_01248	Syao.g_00254
OG0001142	Prbh.g_01247	Syao.g_00253
OG0001143	Prbh.g_01240	Syao.g_00243
OG0001144	Prbh.g_01235	Syao.g_00276
OG0001145	Prbh.g_01365	Syao.g_01446
OG0001146	Prbh.g_01377	Syao.g_01455
OG0001147	Prbh.g_00002	Syao.g_00095
OG0001148	Prbh.g_00011	Syao.g_00038
OG0001149	Prbh.g_00012	Syao.g_00039
OG0001150	Prbh.g_00013	Syao.g_00040
OG0001151	Prbh.g_00025	Syao.g_02706
OG0001152	Prbh.g_00026	Syao.g_02707
OG0001153	Prbh.g_00131	Syao.g_00083
OG0001154	Prbh.g_00132	Syao.g_00084
OG0001155	Prbh.g_00149	Syao.g_01747
OG0001156	Prbh.g_00152	Syao.g_01744
OG0001157	Prbh.g_00153	Syao.g_01743
OG0001158	Prbh.g_00154	Syao.g_01742
OG0001159	Prbh.g_00155	Syao.g_01741
OG0001160	Prbh.g_00181	Syao.g_01579
OG0001161	Prbh.g_01837	Syao.g_02373
OG0001162	Prbh.g_01824	Syao.g_02650
OG0001163	Prbh.g_01790	Syao.g_01571
OG0001164	Prbh.g_01787	Syao.g_01564
OG0001165	Prbh.g_01784	Syao.g_01559
OG0001166	Prbh.g_01763	Syao.g_01673
OG0001167	Prbh.g_01745	Syao.g_01006
OG0001168	Prbh.g_01743	Syao.g_01648
OG0001169	Prbh.g_01741	Syao.g_01646
OG0001170	Prbh.g_01739	Syao.g_01644
OG0001171	Prbh.g_01729	Syao.g_01632
OG0001172	Prbh.g_01714	Syao.g_01914
OG0001173	Prbh.g_01713	Syao.g_01915
OG0001174	Prbh.g_01705	Syao.g_01923
OG0001175	Prbh.g_01704	Syao.g_01924
OG0001176	Prbh.g_01696	Syao.g_01799
OG0001177	Prbh.g_01694	Syao.g_01802
OG0001178	Prbh.g_01777	Syao.g_01541
OG0001179	Prbh.g_01661	Syao.g_01768
OG0001180	Prbh.g_01638	Syao.g_01833
OG0001181	Prbh.g_01634	Syao.g_01829
OG0001182	Prbh.g_01626	Syao.g_01820
OG0001183	Prbh.g_01620	Syao.g_01851
OG0001184	Prbh.g_01602	Syao.g_02264
OG0001185	Prbh.g_01586	Syao.g_02147
OG0001186	Prbh.g_01562	Syao.g_02173
OG0001187	Prbh.g_01559	Syao.g_02171
OG0001188	Prbh.g_01557	Syao.g_02169
OG0001189	Prbh.g_01540	Syao.g_02215
OG0001190	Prbh.g_01535	Syao.g_02436
OG0001191	Prbh.g_01525	Syao.g_02449
OG0001192	Prbh.g_01520	Syao.g_02367
OG0001193	Prbh.g_01507	Syao.g_02284
OG0001194	Prbh.g_01506	Syao.g_02285
OG0001195	Prbh.g_01505	Syao.g_02286
OG0001196	Prbh.g_01488	Syao.g_02341
OG0001197	Prbh.g_01486	Syao.g_02343
OG0001198	Prbh.g_01479	Syao.g_02158
OG0001199	Prbh.g_00708	Syao.g_02623
OG0001200	Prbh.g_00706	Syao.g_02625
OG0001201	Prbh.g_00675	Syao.g_02601
OG0001202	Prbh.g_00583	Syao.g_02461
OG0001203	Prbh.g_00542	Syao.g_00296, Syao.g_01705
OG0001204	Prbh.g_00536	Syao.g_02117
OG0001205	Prbh.g_00387	Syao.g_01620
OG0001206	Prbh.g_00366	Syao.g_02701, Syao.g_02702
OG0001207	Prbh.g_00354	Syao.g_00035
OG0001208	Prbh.g_00349	Syao.g_00026
OG0001209	Prbh.g_00294	Syao.g_01415
OG0001210	Prbh.g_00290	Syao.g_00882
OG0001211	Prbh.g_00280	Syao.g_00861
OG0001212	Prbh.g_00234	Syao.g_01001
OG0001213	Prbh.g_01452	Syao.g_01322
OG0001215	Prbh.g_00925	Syao.g_00700
OG0001216	Prbh.g_00947	Syao.g_00492
OG0001218	Prbh.g_01339	Syao.g_00092
OG0001219	Prbh.g_01054	Syao.g_00651
OG0001220	Prbh.g_01009	Syao.g_00393
OG0001221	Prbh.g_00889	Syao.g_01657
OG0001222	Prbh.g_01131	Syao.g_00687
OG0001223	Prbh.g_01103	Syao.g_00820
OG0001224	Prbh.g_01035	Syao.g_00427
OG0001226	Prbh.g_01444	Syao.g_02633
OG0001227	Prbh.g_01331	Syao.g_01047
OG0001228	Prbh.g_01232	Syao.g_02256
OG0001229	Prbh.g_01872	Syao.g_00220
OG0001230	Prbh.g_00089	Syao.g_01503
OG0001231	Prbh.g_00410	Syao.g_02254
OG0001232	Prbh.g_01759	Syao.g_01664
OG0001233	Prbh.g_01738	Syao.g_01643
OG0001234	Prbh.g_01702	Syao.g_02035
OG0001235	Prbh.g_01698	Syao.g_01863
OG0001236	Prbh.g_01605	Syao.g_02261
OG0001237	Prbh.g_01601	Syao.g_02265
OG0001238	Prbh.g_01524	Syao.g_02451
OG0001239	Prbh.g_00711	Syao.g_02620
OG0001240	Prbh.g_00690	Syao.g_02669
OG0001242	Prbh.g_00662	Syao.g_02576
OG0001243	Prbh.g_00655	Syao.g_02584
OG0001244	Prbh.g_00640	Syao.g_02477
OG0001245	Prbh.g_01320	Syao.g_00362
OG0001247	Prbh.g_00918	Syao.g_00390
OG0001249	Prbh.g_00442	Syao.g_01882
OG0001250	Prbh.g_00995	Syao.g_00556
OG0001251	Prbh.g_00858	Syao.g_00641
OG0001252	Prbh.g_01040	Syao.g_00507
OG0001253	Prbh.g_01442	Syao.g_01220
OG0001254	Prbh.g_01866	Syao.g_01426
OG0001255	Prbh.g_01300	Syao.g_00920
OG0001256	Prbh.g_00188	Syao.g_01572
OG0001258	Prbh.g_01786	Syao.g_01561
OG0001259	Prbh.g_01740	Syao.g_01645
OG0001261	Prbh.g_01653	Syao.g_01814
OG0001262	Prbh.g_01542	Syao.g_02213
OG0001263	Prbh.g_00653	Syao.g_02541
OG0001265	Prbh.g_00663	Syao.g_02574
OG0001266	Prbh.g_00579	Syao.g_02465
OG0001267	Prbh.g_00499	Syao.g_02063
OG0001268	Prbh.g_00433	Syao.g_01871
OG0001270	Prbh.g_00398	Syao.g_01733
OG0001271	Prbh.g_00359	Syao.g_02685
OG0001272	Prbh.g_00345	Syao.g_00120
OG0001274	Prbh.g_00556	Syao.g_02401
OG0001275	Prbh.g_01112	Syao.g_00806
OG0001276	Prbh.g_01123	Syao.g_00450
OG0001278	Prbh.g_01228	Syao.g_00265
OG0001279	Prbh.g_01396	Syao.g_01528
OG0001281	Prbh.g_01378	Syao.g_01454
OG0001282	Prbh.g_00010	Syao.g_00037
OG0001283	Prbh.g_01492	Syao.g_02335
OG0001284	Prbh.g_00175	Syao.g_01587
OG0001285	Prbh.g_01756	Syao.g_01010
OG0001286	Prbh.g_01640	Syao.g_01835
OG0001288	Prbh.g_01569	Syao.g_02187
OG0001289	Prbh.g_00696	Syao.g_02649
OG0001291	Prbh.g_00645	Syao.g_02551
OG0001292	Prbh.g_00531	Syao.g_02111
OG0001293	Prbh.g_00518	Syao.g_02091
OG0001296	Prbh.g_00321	Syao.g_00163
OG0001297	Prbh.g_00316	Syao.g_00159
OG0001298	Prbh.g_00252	Syao.g_01043
OG0001299	Prbh.g_01186	Syao.g_00942
OG0001302	Prbh.g_01051	Syao.g_02711
OG0001304	Prbh.g_01136	Syao.g_00466
OG0001305	Prbh.g_01027	Syao.g_00382
OG0001306	Prbh.g_01298	Syao.g_00141
OG0001308	Prbh.g_00109	Syao.g_01500
OG0001310	Prbh.g_01769	Syao.g_01681
OG0001311	Prbh.g_01125	Syao.g_00452
OG0001312	Prbh.g_01063	Syao.g_00635
OG0001315	Prbh.g_01861	Syao.g_01853
OG0001317	Prbh.g_00546	Syao.g_01701
OG0001318	Prbh.g_00522	Syao.g_02099
OG0001319	Prbh.g_00506	Syao.g_02075
OG0001323	Prbh.g_00310	Syao.g_01392
OG0001325	Prbh.g_01168	Syao.g_00487
OG0001327	Prbh.g_00867	Syao.g_00953
OG0001328	Prbh.g_01357	Syao.g_00198
OG0001329	Prbh.g_01816	Syao.g_00876
OG0001330	Prbh.g_00201	Syao.g_01444
OG0001331	Prbh.g_00015	Syao.g_00042
OG0001332	Prbh.g_00146	Syao.g_01244
OG0001333	Prbh.g_01744	Syao.g_01649
OG0001335	Prbh.g_01616	Syao.g_01913
OG0001336	Prbh.g_01491	Syao.g_02336
OG0001337	Prbh.g_00447	Syao.g_01884, Syao.g_01893
OG0001338	Prbh.g_00444	Syao.g_01890
OG0001340	Prbh.g_00446	Syao.g_01892
OG0001341	Prbh.g_01881	Syao.g_00602
OG0001343	Prbh.g_00855	Syao.g_01235
OG0001351	Prbh.g_00373	Syao.g_00060
OG0001353	Prbh.g_00985	Syao.g_00439
OG0001354	Prbh.g_01096	Syao.g_00833
OG0001357	Prbh.g_01350	Syao.g_00369
OG0001358	Prbh.g_01463	Syao.g_01343
OG0001359	Prbh.g_00856	Syao.g_01234
OG0001361	Prbh.g_01264	Syao.g_00182
OG0001364	Prbh.g_01614	Syao.g_01969
OG0001365	Prbh.g_01531	Syao.g_02441
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syao.g_02118
OG0001369	Prbh.g_00691	Syao.g_02668
OG0001371	Prbh.g_00913	Syao.g_02638
OG0001372	Prbh.g_01897	Syao.g_00368
OG0001375	Prbh.g_00854	Syao.g_01236
OG0001379	Prbh.g_01367	Syao.g_01441
OG0001380	Prbh.g_01341	Syao.g_00360
OG0001382	Prbh.g_01343	Syao.g_00766
OG0001394	Prbh.g_00893	Syao.g_00983
OG0001398	Prbh.g_01399	Syao.g_02641
OG0001401	Prbh.g_00990	Syao.g_00434
OG0001402	Prbh.g_01458	Syao.g_01338
OG0001403	Prbh.g_00750	Syao.g_02235
OG0001405	Prbh.g_00453	Syao.g_01911
OG0001407	Prbh.g_01345	Syao.g_00519
OG0001411	Prbh.g_00721	Syao.g_01079, Syao.g_02007
OG0001415	Prbh.g_00549	Syao.g_00999
OG0001418	Prbh.g_00919	Syao.g_00212
OG0001423	Prbh.g_01940	Syao.g_00722
OG0001425	Prbh.g_01521	Syao.g_02366
OG0001429	Prbh.g_01055	Syao.g_00648
OG0001435	Prbh.g_00874	Syao.g_00961
OG0001437	Prbh.g_00550	Syao.g_00998
OG0001441	Prbh.g_00308	Syao.g_01394
OG0001443	Prbh.g_01871	Syao.g_02369
OG0001453	Prbh.g_01927	Syao.g_00814
OG0001460	Prbh.g_01791	Syao.g_00299
OG0001461	Prbh.g_01839	Syao.g_00788
OG0001467	Prbh.g_00007	Syao.g_01225
OG0001468	Prbh.g_00846	Syao.g_00604
OG0001476	Prbh.g_01275	Syao.g_00691, Syao.g_02609, Syao.g_00324
OG0001477	Prbh.g_01893	Syao.g_00408
OG0001486	Prbh.g_01285	Syao.g_00125
OG0001487	Prbh.g_00139	Syao.g_00091
OG0001488	Prbh.g_01269	Syao.g_00190
OG0001489	Prbh.g_01629	Syao.g_01823
OG0001495	Prbh.g_01693	Syao.g_01803
OG0001496	Prbh.g_01895	Syao.g_00410
OG0001497	Prbh.g_01894	Syao.g_00409
OG0001498	Prbh.g_00414	Syao.g_01717
OG0001505	Prbh.g_00063	Syao.g_01138
OG0001510	Prbh.g_01575	Syao.g_01944
OG0001511	Prbh.g_00671	Syao.g_02593
OG0001512	Prbh.g_01335	Syao.g_01707
OG0001514	Prbh.g_01896	Syao.g_00411
OG0001515	Prbh.g_00927	Syao.g_00626
OG0001516	Prbh.g_01189	Syao.g_00939
OG0001517	Prbh.g_00438	Syao.g_01876
OG0001518	Prbh.g_01522	Syao.g_02365
OG0001519	Prbh.g_01517	Syao.g_02371
OG0001522	Prbh.g_00986	Syao.g_00568
OG0001526	Prbh.g_00726	Syao.g_02559
OG0001527	Prbh.g_00266	Syao.g_00846
OG0001529	Prbh.g_00742	Syao.g_02222
OG0001530	Prbh.g_00672	Syao.g_02591
OG0001532	Prbh.g_01251	Syao.g_00226
OG0001534	Prbh.g_01137	Syao.g_00467
OG0001535	Prbh.g_01122	Syao.g_00448
OG0001536	Prbh.g_01082	Syao.g_00679
OG0001537	Prbh.g_00890	Syao.g_00977
OG0001538	Prbh.g_00958	Syao.g_00761
OG0001539	Prbh.g_00869	Syao.g_00956
OG0001540	Prbh.g_00651	Syao.g_02543
OG0001541	Prbh.g_00603	Syao.g_02518
OG0001542	Prbh.g_00597	Syao.g_02527
OG0001543	Prbh.g_01876	Syao.g_02382
OG0001544	Prbh.g_01518	Syao.g_02370
OG0001545	Prbh.g_01502	Syao.g_02312
OG0001557	Prbh.g_00894	Syao.g_00984
OG0001559	Prbh.g_00673	Syao.g_02590
OG0001560	Prbh.g_00683	Syao.g_02595
OG0001561	Prbh.g_01127	Syao.g_00454
OG0001563	Prbh.g_01645	Syao.g_01841
OG0001566	Prbh.g_00910	Syao.g_01198
OG0001574	Prbh.g_00268	Syao.g_00848
OG0001575	Prbh.g_00263	Syao.g_00843
OG0001576	Prbh.g_01386	Syao.g_01474
OG0001579	Prbh.g_00449	Syao.g_01907
OG0001580	Prbh.g_00735	Syao.g_02425
OG0001584	Prbh.g_01175	Syao.g_00746
OG0001587	Prbh.g_01722	Syao.g_01693
OG0001589	Prbh.g_01736	Syao.g_01639, Syao.g_01640
OG0001591	Prbh.g_00906	Syao.g_00950
OG0001592	Prbh.g_00736	Syao.g_02426
OG0001613	Prbh.g_01622	Syao.g_01854
OG0001614	Prbh.g_01587	Syao.g_02144
OG0001616	Prbh.g_01259	Syao.g_00174
OG0001617	Prbh.g_00931	Syao.g_01201
OG0001619	Prbh.g_01072	Syao.g_00690
OG0001620	Prbh.g_00429	Syao.g_01864
OG0001621	Prbh.g_00526	Syao.g_02103
OG0001622	Prbh.g_01493	Syao.g_02334
OG0001634	Prbh.g_01183	Syao.g_00945
OG0001636	Prbh.g_00747	Syao.g_02229
OG0001638	Prbh.g_01771	Syao.g_01684
OG0001640	Prbh.g_01043	Syao.g_00502
OG0001641	Prbh.g_01105	Syao.g_00816
OG0001642	Prbh.g_01007	Syao.g_00233
OG0001643	Prbh.g_01214	Syao.g_00899
OG0001644	Prbh.g_01158	Syao.g_00474
OG0001656	Prbh.g_00450	Syao.g_01908
OG0001658	Prbh.g_00740	Syao.g_02435
OG0001659	Prbh.g_01407	Syao.g_00020
OG0001676	Prbh.g_00448	Syao.g_01895
OG0001678	Prbh.g_01715	Syao.g_01938
OG0001679	Prbh.g_00443	Syao.g_02566, Syao.g_02565
OG0001691	Prbh.g_01045	Syao.g_00729
OG0001693	Prbh.g_00805	Syao.g_00389
OG0001701	Prbh.g_00725	Syao.g_02561
OG0001717	Prbh.g_00822	Syao.g_02505
OG0001731	Prbh.g_00161	Syao.g_01603
OG0001762	Prbh.g_01110	Syao.g_00809
OG0001764	Prbh.g_01152	Syao.g_00565
OG0001771	Prbh.g_01843	Syao.g_01406
OG0001782	Prbh.g_01917	Syao.g_01965
OG0001955	Prbh.g_01873	Syao.g_00609
OG0001956	Prbh.g_01014	Syao.g_01376
OG0001974	Prbh.g_00407	Syao.g_00320
OG0002003	Prbh.g_00832	Syao.g_01337
OG0002019	Prbh.g_01950	Syao.g_02146
OG0002122	Prbh.g_00831	Syao.g_01336
OG0002246	Prbh.g_01831	Syao.g_00422, Syao.g_01724
OG0002347	Prbh.g_01753	Syao.g_01659
OG0002348	Prbh.g_01887	Syao.g_01224
OG0002389	Prbh.g_01625	Syao.g_01819
OG0002397	Prbh.g_00812	Syao.g_01162
OG0002486	Prbh.g_01916	Syao.g_01966
OG0002559	Prbh.g_01428	Syao.g_01196
OG0002582	Prbh.g_01922	Syao.g_02270
OG0002664	Prbh.g_01944	Syao.g_01307
OG0002729	Prbh.g_00198	Syao.g_01467
OG0002778	Prbh.g_01915	Syao.g_01967
OG0002821	Prbh.g_00724	Syao.g_02562
OG0002822	Prbh.g_00723	Syao.g_02560
OG0003027	Prbh.g_01919	Syao.g_01992
OG0003808	Prbh.g_00061	Syao.g_01128, Syao.g_01988
OG0004649	Prbh.g_00776	Syao.g_01985
