Orthogroup	Pray	Prbk
OG0001133	Pray.g_01315	Prbk.g_00807
OG0001134	Pray.g_01316	Prbk.g_00808
OG0001135	Pray.g_01317	Prbk.g_00809
OG0001136	Pray.g_01318	Prbk.g_00810
OG0001137	Pray.g_01319	Prbk.g_00811
OG0001138	Pray.g_01320	Prbk.g_00812
OG0001139	Pray.g_01321	Prbk.g_00814
OG0001140	Pray.g_01322	Prbk.g_00816
OG0001141	Pray.g_01323	Prbk.g_00817
OG0001142	Pray.g_01327	Prbk.g_00844
OG0001143	Pray.g_01328	Prbk.g_00845
OG0001144	Pray.g_01329	Prbk.g_00847
OG0001145	Pray.g_01330	Prbk.g_00848
OG0001146	Pray.g_01331	Prbk.g_00849
OG0001147	Pray.g_01332	Prbk.g_00850
OG0001148	Pray.g_01333	Prbk.g_00851
OG0001149	Pray.g_01335	Prbk.g_00506
OG0001150	Pray.g_01336	Prbk.g_00510
OG0001151	Pray.g_01338	Prbk.g_00513
OG0001152	Pray.g_01339	Prbk.g_00514
OG0001153	Pray.g_01340	Prbk.g_00516
OG0001154	Pray.g_01342	Prbk.g_00518
OG0001155	Pray.g_01344	Prbk.g_00521
OG0001156	Pray.g_01346	Prbk.g_00525
OG0001157	Pray.g_01347	Prbk.g_00527
OG0001158	Pray.g_01349	Prbk.g_00529
OG0001159	Pray.g_01350	Prbk.g_00530
OG0001160	Pray.g_01351	Prbk.g_00531
OG0001161	Pray.g_01352	Prbk.g_00215
OG0001162	Pray.g_01353	Prbk.g_00216
OG0001163	Pray.g_01354	Prbk.g_00217
OG0001164	Pray.g_01355	Prbk.g_00218
OG0001165	Pray.g_01356	Prbk.g_00219
OG0001166	Pray.g_01357	Prbk.g_00220
OG0001167	Pray.g_01358	Prbk.g_00231
OG0001168	Pray.g_01359	Prbk.g_00232
OG0001169	Pray.g_01360	Prbk.g_00233
OG0001170	Pray.g_01362	Prbk.g_00235
OG0001171	Pray.g_01363	Prbk.g_00236
OG0001172	Pray.g_01365	Prbk.g_00238
OG0001173	Pray.g_01367	Prbk.g_01482
OG0001174	Pray.g_01368	Prbk.g_01483
OG0001175	Pray.g_01369	Prbk.g_01484
OG0001176	Pray.g_01370	Prbk.g_01494
OG0001177	Pray.g_01372	Prbk.g_01530
OG0001178	Pray.g_01375	Prbk.g_01534
OG0001179	Pray.g_01376	Prbk.g_01535
OG0001180	Pray.g_01377	Prbk.g_01536
OG0001181	Pray.g_01378	Prbk.g_01537
OG0001182	Pray.g_01379	Prbk.g_01538
OG0001183	Pray.g_01380	Prbk.g_01539
OG0001184	Pray.g_01382	Prbk.g_01568
OG0001185	Pray.g_01385	Prbk.g_01571
OG0001186	Pray.g_01386	Prbk.g_01572
OG0001187	Pray.g_01388	Prbk.g_01573
OG0001188	Pray.g_01389	Prbk.g_01576
OG0001189	Pray.g_01390	Prbk.g_01577
OG0001190	Pray.g_01391	Prbk.g_01578
OG0001191	Pray.g_01392	Prbk.g_01580
OG0001192	Pray.g_01393	Prbk.g_01582
OG0001193	Pray.g_01394	Prbk.g_01583
OG0001194	Pray.g_01395	Prbk.g_01585
OG0001195	Pray.g_01396	Prbk.g_01586
OG0001196	Pray.g_01397	Prbk.g_01587
OG0001197	Pray.g_01398	Prbk.g_01588
OG0001198	Pray.g_01399	Prbk.g_01589
OG0001199	Pray.g_01400	Prbk.g_01590
OG0001200	Pray.g_01401	Prbk.g_01592
OG0001201	Pray.g_01402	Prbk.g_01593
OG0001202	Pray.g_01403	Prbk.g_01594
OG0001203	Pray.g_01405	Prbk.g_01596
OG0001204	Pray.g_01407	Prbk.g_01600
OG0001205	Pray.g_01408	Prbk.g_01602
OG0001206	Pray.g_01409	Prbk.g_01603
OG0001207	Pray.g_01410	Prbk.g_02160
OG0001208	Pray.g_01411	Prbk.g_02161
OG0001209	Pray.g_01412	Prbk.g_02162
OG0001210	Pray.g_01413	Prbk.g_02163
OG0001211	Pray.g_01414	Prbk.g_02165
OG0001212	Pray.g_01415	Prbk.g_02166
OG0001213	Pray.g_01416	Prbk.g_02167
OG0001214	Pray.g_01418	Prbk.g_02169
OG0001215	Pray.g_01419	Prbk.g_02171
OG0001216	Pray.g_01420	Prbk.g_02173
OG0001217	Pray.g_01421	Prbk.g_02174
OG0001218	Pray.g_01422	Prbk.g_02175
OG0001219	Pray.g_01425	Prbk.g_02180
OG0001220	Pray.g_01426	Prbk.g_02185
OG0001221	Pray.g_01429	Prbk.g_02207
OG0001222	Pray.g_01430	Prbk.g_02210
OG0001223	Pray.g_01431	Prbk.g_02211
OG0001224	Pray.g_01432	Prbk.g_02213
OG0001225	Pray.g_01433	Prbk.g_02214
OG0001226	Pray.g_01434	Prbk.g_02217
OG0001227	Pray.g_01435	Prbk.g_02218
OG0001228	Pray.g_01436	Prbk.g_02224
OG0001229	Pray.g_01437	Prbk.g_02225
OG0001230	Pray.g_01438	Prbk.g_02226
OG0001231	Pray.g_01439	Prbk.g_02239
OG0001232	Pray.g_01440	Prbk.g_02248
OG0001233	Pray.g_01441	Prbk.g_02249
OG0001234	Pray.g_01442	Prbk.g_02250
OG0001235	Pray.g_01443	Prbk.g_02251
OG0001236	Pray.g_01445	Prbk.g_02253
OG0001237	Pray.g_01446	Prbk.g_02254
OG0001238	Pray.g_01448	Prbk.g_02258
OG0001239	Pray.g_01449	Prbk.g_02260
OG0001240	Pray.g_01450	Prbk.g_02261
OG0001241	Pray.g_01452	Prbk.g_02265
OG0001242	Pray.g_01453	Prbk.g_02267
OG0001243	Pray.g_01454	Prbk.g_02268
OG0001244	Pray.g_01455	Prbk.g_02270
OG0001245	Pray.g_01456	Prbk.g_02272
OG0001246	Pray.g_01457	Prbk.g_02274
OG0001247	Pray.g_01458	Prbk.g_02275
OG0001248	Pray.g_01459	Prbk.g_02276
OG0001249	Pray.g_01460	Prbk.g_02277
OG0001250	Pray.g_01461	Prbk.g_02278
OG0001251	Pray.g_00197	Prbk.g_00028
OG0001252	Pray.g_00151	Prbk.g_00557
OG0001253	Pray.g_00139	Prbk.g_00756
OG0001254	Pray.g_00760	Prbk.g_00418
OG0001255	Pray.g_00811	Prbk.g_00870
OG0001257	Pray.g_00972	Prbk.g_02063
OG0001258	Pray.g_00989	Prbk.g_01861
OG0001259	Pray.g_01173	Prbk.g_01129
OG0001261	Pray.g_00383	Prbk.g_02531
OG0001262	Pray.g_00399	Prbk.g_02554
OG0001264	Pray.g_00451	Prbk.g_02395
OG0001265	Pray.g_00560	Prbk.g_00588
OG0001266	Pray.g_00608	Prbk.g_01682
OG0001267	Pray.g_00080	Prbk.g_01776
OG0001268	Pray.g_00067	Prbk.g_01021
OG0001269	Pray.g_01846	Prbk.g_01198
OG0001270	Pray.g_01682	Prbk.g_02664
OG0001271	Pray.g_01671	Prbk.g_01999
OG0001272	Pray.g_01629	Prbk.g_01841
OG0001273	Pray.g_01628	Prbk.g_01059
OG0001274	Pray.g_01623	Prbk.g_01788
OG0001275	Pray.g_01606	Prbk.g_02082
OG0001276	Pray.g_01596	Prbk.g_02424
OG0001278	Pray.g_01567	Prbk.g_00920
OG0001279	Pray.g_01563	Prbk.g_00915
OG0001280	Pray.g_01560	Prbk.g_00912
OG0001281	Pray.g_01237	Prbk.g_01908
OG0001282	Pray.g_01262	Prbk.g_00901
OG0001283	Pray.g_01345	Prbk.g_00524
OG0001284	Pray.g_01374	Prbk.g_01533
OG0001285	Pray.g_01406	Prbk.g_01598
OG0001286	Pray.g_01451	Prbk.g_02263
OG0001288	Pray.g_00927	Prbk.g_00327
OG0001290	Pray.g_01492	Prbk.g_01618
OG0001291	Pray.g_00218	Prbk.g_01317
OG0001292	Pray.g_00215	Prbk.g_01314
OG0001293	Pray.g_00213	Prbk.g_01312
OG0001294	Pray.g_00196	Prbk.g_00027
OG0001295	Pray.g_00170	Prbk.g_00200
OG0001296	Pray.g_00164	Prbk.g_00541
OG0001297	Pray.g_00680	Prbk.g_01254
OG0001298	Pray.g_00724	Prbk.g_01013
OG0001299	Pray.g_00733	Prbk.g_01000
OG0001300	Pray.g_00851	Prbk.g_00303
OG0001301	Pray.g_01126	Prbk.g_02633
OG0001303	Pray.g_00300	Prbk.g_01205
OG0001304	Pray.g_00575	Prbk.g_00065
OG0001305	Pray.g_00580	Prbk.g_00060
OG0001306	Pray.g_00616	Prbk.g_02247
OG0001307	Pray.g_00625	Prbk.g_02413
OG0001308	Pray.g_00120	Prbk.g_01664
OG0001309	Pray.g_00118	Prbk.g_01601
OG0001310	Pray.g_00107	Prbk.g_01692
OG0001311	Pray.g_00035	Prbk.g_00134
OG0001312	Pray.g_01845	Prbk.g_01197
OG0001313	Pray.g_01625	Prbk.g_01637
OG0001314	Pray.g_01536	Prbk.g_01433
OG0001315	Pray.g_01502	Prbk.g_01382
OG0001316	Pray.g_01341	Prbk.g_00517
OG0001319	Pray.g_00719	Prbk.g_01519
OG0001320	Pray.g_00957	Prbk.g_01098
OG0001324	Pray.g_00633	Prbk.g_02659
OG0001326	Pray.g_01898	Prbk.g_01737
OG0001327	Pray.g_01896	Prbk.g_01193
OG0001328	Pray.g_01865	Prbk.g_01177
OG0001329	Pray.g_01809	Prbk.g_02256
OG0001331	Pray.g_01562	Prbk.g_00914
OG0001333	Pray.g_01310	Prbk.g_00802
OG0001335	Pray.g_01404	Prbk.g_01595
OG0001336	Pray.g_00161	Prbk.g_00543
OG0001337	Pray.g_00171	Prbk.g_00198
OG0001339	Pray.g_00684	Prbk.g_01250
OG0001340	Pray.g_00729	Prbk.g_01007
OG0001341	Pray.g_00741	Prbk.g_00381
OG0001342	Pray.g_00759	Prbk.g_00417
OG0001343	Pray.g_00817	Prbk.g_00877
OG0001344	Pray.g_00856	Prbk.g_00707
OG0001345	Pray.g_00924	Prbk.g_00330
OG0001346	Pray.g_00962	Prbk.g_02110
OG0001347	Pray.g_00976	Prbk.g_02067
OG0001348	Pray.g_00995	Prbk.g_01044
OG0001350	Pray.g_01005	Prbk.g_01053
OG0001351	Pray.g_01185	Prbk.g_01114
OG0001353	Pray.g_01060	Prbk.g_00651
OG0001355	Pray.g_00389	Prbk.g_02538
OG0001357	Pray.g_00539	Prbk.g_00570
OG0001358	Pray.g_00559	Prbk.g_00587
OG0001361	Pray.g_00013	Prbk.g_00176
OG0001362	Pray.g_01926	Prbk.g_01933
OG0001366	Pray.g_01522	Prbk.g_01416
OG0001367	Pray.g_01251	Prbk.g_00834, Prbk.g_00821
OG0001368	Pray.g_01373	Prbk.g_01532
OG0001369	Pray.g_00561	Prbk.g_00589
OG0001375	Pray.g_00154	Prbk.g_00553
OG0001378	Pray.g_00752	Prbk.g_00407
OG0001381	Pray.g_00944	Prbk.g_00300
OG0001384	Pray.g_01010	Prbk.g_01062
OG0001396	Pray.g_00543	Prbk.g_02365
OG0001412	Pray.g_00492	Prbk.g_02354
OG0001413	Pray.g_00002	Prbk.g_01462, Prbk.g_01351, Prbk.g_02675, Prbk.g_01732
OG0001415	Pray.g_00804	Prbk.g_00852
OG0001416	Pray.g_01012	Prbk.g_01064
OG0001425	Pray.g_01611	Prbk.g_00623
OG0001426	Pray.g_01447	Prbk.g_02257
OG0001429	Pray.g_00521	Prbk.g_02308
OG0001430	Pray.g_00552	Prbk.g_01656
OG0001436	Pray.g_00312	Prbk.g_02191
OG0001438	Pray.g_01143	Prbk.g_02607
OG0001439	Pray.g_00380	Prbk.g_02529
OG0001442	Pray.g_00104	Prbk.g_01661
OG0001448	Pray.g_01599	Prbk.g_01694
OG0001451	Pray.g_01751	Prbk.g_02679, Prbk.g_01945
OG0001452	Pray.g_01424	Prbk.g_02177
OG0001453	Pray.g_01588	Prbk.g_01742
OG0001455	Pray.g_00905	Prbk.g_01663, Prbk.g_01668
OG0001467	Pray.g_01725	Prbk.g_00256
OG0001470	Pray.g_00798	Prbk.g_00469
OG0001471	Pray.g_00909	Prbk.g_02513
OG0001472	Pray.g_00410	Prbk.g_01828
OG0001474	Pray.g_00421	Prbk.g_02227
OG0001475	Pray.g_00593	Prbk.g_02184
OG0001476	Pray.g_00594	Prbk.g_02183
OG0001477	Pray.g_00595	Prbk.g_02182
OG0001478	Pray.g_00601	Prbk.g_01771
OG0001479	Pray.g_00628	Prbk.g_00123
OG0001480	Pray.g_00133	Prbk.g_00337
OG0001481	Pray.g_00047	Prbk.g_00102
OG0001483	Pray.g_01876	Prbk.g_01191
OG0001486	Pray.g_00472	Prbk.g_02441
OG0001487	Pray.g_00307	Prbk.g_02612
OG0001489	Pray.g_00853	Prbk.g_00833
OG0001493	Pray.g_00422	Prbk.g_02228
OG0001494	Pray.g_00423	Prbk.g_02229
OG0001495	Pray.g_00424	Prbk.g_02230
OG0001496	Pray.g_00425	Prbk.g_02231
OG0001497	Pray.g_00426	Prbk.g_02232
OG0001498	Pray.g_00427	Prbk.g_02233
OG0001499	Pray.g_00428	Prbk.g_02234
OG0001500	Pray.g_00429	Prbk.g_02235
OG0001501	Pray.g_00430	Prbk.g_02236
OG0001502	Pray.g_00431	Prbk.g_02237
OG0001503	Pray.g_00432	Prbk.g_02238
OG0001508	Pray.g_01620	Prbk.g_02665
OG0001513	Pray.g_00184	Prbk.g_00013, Prbk.g_01932
OG0001525	Pray.g_00949	Prbk.g_01180
OG0001532	Pray.g_01496	Prbk.g_01611
OG0001542	Pray.g_01615	Prbk.g_01476
OG0001592	Pray.g_00880	Prbk.g_01465
OG0001596	Pray.g_00297	Prbk.g_02008
OG0001606	Pray.g_00818	Prbk.g_00878
OG0001621	Pray.g_00305	Prbk.g_00832
OG0001623	Pray.g_00815	Prbk.g_00875
OG0001695	Pray.g_01795	Prbk.g_01564
OG0001713	Pray.g_01807	Prbk.g_01567
OG0001875	Pray.g_00901	Prbk.g_02521
OG0001876	Pray.g_00898	Prbk.g_02377
OG0001882	Pray.g_01577	Prbk.g_02658
OG0001888	Pray.g_01746	Prbk.g_01713
OG0002035	Pray.g_01943	Prbk.g_01352
OG0002137	Pray.g_01789	Prbk.g_00532
OG0002148	Pray.g_01850	Prbk.g_01734
OG0002215	Pray.g_01761	Prbk.g_00533
