Orthogroup	Pray	Prap
OG0001168	Pray.g_01359	Prap.g_01584
OG0001169	Pray.g_01360	Prap.g_01583
OG0001170	Pray.g_01362	Prap.g_01582
OG0001171	Pray.g_01363	Prap.g_01581
OG0001172	Pray.g_01365	Prap.g_01579
OG0001173	Pray.g_01367	Prap.g_01577
OG0001174	Pray.g_01368	Prap.g_01576
OG0001175	Pray.g_01369	Prap.g_01575
OG0001176	Pray.g_01370	Prap.g_01573
OG0001177	Pray.g_01372	Prap.g_01571
OG0001178	Pray.g_01375	Prap.g_01568
OG0001179	Pray.g_01376	Prap.g_01567
OG0001180	Pray.g_01377	Prap.g_01566
OG0001181	Pray.g_01378	Prap.g_01565
OG0001182	Pray.g_01379	Prap.g_01564
OG0001183	Pray.g_01380	Prap.g_01563
OG0001184	Pray.g_01382	Prap.g_01561
OG0001185	Pray.g_01385	Prap.g_01559
OG0001186	Pray.g_01386	Prap.g_01558
OG0001187	Pray.g_01388	Prap.g_01557
OG0001188	Pray.g_01389	Prap.g_01556
OG0001189	Pray.g_01390	Prap.g_01555
OG0001190	Pray.g_01391	Prap.g_01554
OG0001191	Pray.g_01392	Prap.g_01553
OG0001192	Pray.g_01393	Prap.g_01552
OG0001193	Pray.g_01394	Prap.g_01551
OG0001194	Pray.g_01395	Prap.g_01550
OG0001195	Pray.g_01396	Prap.g_01549
OG0001196	Pray.g_01397	Prap.g_01548
OG0001197	Pray.g_01398	Prap.g_01547
OG0001198	Pray.g_01399	Prap.g_01546
OG0001199	Pray.g_01400	Prap.g_01545
OG0001200	Pray.g_01401	Prap.g_01544
OG0001201	Pray.g_01402	Prap.g_01543
OG0001202	Pray.g_01403	Prap.g_01542
OG0001203	Pray.g_01405	Prap.g_01541
OG0001204	Pray.g_01407	Prap.g_01539
OG0001205	Pray.g_01408	Prap.g_01537
OG0001206	Pray.g_01409	Prap.g_01536
OG0001207	Pray.g_01410	Prap.g_01535
OG0001208	Pray.g_01411	Prap.g_01534
OG0001209	Pray.g_01412	Prap.g_01533
OG0001210	Pray.g_01413	Prap.g_01532
OG0001211	Pray.g_01414	Prap.g_01531
OG0001212	Pray.g_01415	Prap.g_01530
OG0001213	Pray.g_01416	Prap.g_01529
OG0001214	Pray.g_01418	Prap.g_01527
OG0001215	Pray.g_01419	Prap.g_01526
OG0001216	Pray.g_01420	Prap.g_01525
OG0001217	Pray.g_01421	Prap.g_01524
OG0001218	Pray.g_01422	Prap.g_01523
OG0001219	Pray.g_01425	Prap.g_01520
OG0001220	Pray.g_01426	Prap.g_01519
OG0001221	Pray.g_01429	Prap.g_01515
OG0001222	Pray.g_01430	Prap.g_01514
OG0001223	Pray.g_01431	Prap.g_01513
OG0001224	Pray.g_01432	Prap.g_01511
OG0001225	Pray.g_01433	Prap.g_01510
OG0001226	Pray.g_01434	Prap.g_01509
OG0001227	Pray.g_01435	Prap.g_01508
OG0001228	Pray.g_01436	Prap.g_01507
OG0001229	Pray.g_01437	Prap.g_01506
OG0001230	Pray.g_01438	Prap.g_01505
OG0001231	Pray.g_01439	Prap.g_01504
OG0001232	Pray.g_01440	Prap.g_01501
OG0001233	Pray.g_01441	Prap.g_01500
OG0001234	Pray.g_01442	Prap.g_01499
OG0001235	Pray.g_01443	Prap.g_01498
OG0001236	Pray.g_01445	Prap.g_01496
OG0001237	Pray.g_01446	Prap.g_01495
OG0001238	Pray.g_01448	Prap.g_01492
OG0001239	Pray.g_01449	Prap.g_01491
OG0001240	Pray.g_01450	Prap.g_01490
OG0001241	Pray.g_01452	Prap.g_01874
OG0001242	Pray.g_01453	Prap.g_01873
OG0001243	Pray.g_01454	Prap.g_01872
OG0001244	Pray.g_01455	Prap.g_01871
OG0001245	Pray.g_01456	Prap.g_01870
OG0001246	Pray.g_01457	Prap.g_01869
OG0001247	Pray.g_01458	Prap.g_01868
OG0001248	Pray.g_01459	Prap.g_00056
OG0001249	Pray.g_01460	Prap.g_00055
OG0001250	Pray.g_01461	Prap.g_00054
OG0001251	Pray.g_00197	Prap.g_01086
OG0001252	Pray.g_00151	Prap.g_01036
OG0001253	Pray.g_00139	Prap.g_01021
OG0001254	Pray.g_00760	Prap.g_01429
OG0001255	Pray.g_00811	Prap.g_01373
OG0001257	Pray.g_00972	Prap.g_01285
OG0001258	Pray.g_00989	Prap.g_01269
OG0001259	Pray.g_01173	Prap.g_01178
OG0001260	Pray.g_00292	Prap.g_00693
OG0001261	Pray.g_00383	Prap.g_00747
OG0001262	Pray.g_00399	Prap.g_00730
OG0001263	Pray.g_00420	Prap.g_00477
OG0001264	Pray.g_00451	Prap.g_00859
OG0001265	Pray.g_00560	Prap.g_00300
OG0001266	Pray.g_00608	Prap.g_01129
OG0001267	Pray.g_00080	Prap.g_00474
OG0001268	Pray.g_00067	Prap.g_00459
OG0001269	Pray.g_01846	Prap.g_01927
OG0001270	Pray.g_01682	Prap.g_00164
OG0001271	Pray.g_01671	Prap.g_00177
OG0001272	Pray.g_01629	Prap.g_01120
OG0001273	Pray.g_01628	Prap.g_00238
OG0001274	Pray.g_01623	Prap.g_01907
OG0001275	Pray.g_01606	Prap.g_00531
OG0001276	Pray.g_01596	Prap.g_00321
OG0001277	Pray.g_01585	Prap.g_01820
OG0001278	Pray.g_01567	Prap.g_01788
OG0001279	Pray.g_01563	Prap.g_01784
OG0001280	Pray.g_01560	Prap.g_01781
OG0001281	Pray.g_01237	Prap.g_01710
OG0001282	Pray.g_01262	Prap.g_01774
OG0001283	Pray.g_01345	Prap.g_01600
OG0001284	Pray.g_01374	Prap.g_01569
OG0001285	Pray.g_01406	Prap.g_01540
OG0001286	Pray.g_01451	Prap.g_01488
OG0001288	Pray.g_00927	Prap.g_01329
OG0001290	Pray.g_01492	Prap.g_00924
OG0001291	Pray.g_00218	Prap.g_00879
OG0001292	Pray.g_00215	Prap.g_00876
OG0001294	Pray.g_00196	Prap.g_01085
OG0001295	Pray.g_00170	Prap.g_01055
OG0001296	Pray.g_00164	Prap.g_01048
OG0001297	Pray.g_00680	Prap.g_00970
OG0001298	Pray.g_00724	Prap.g_01468
OG0001299	Pray.g_00733	Prap.g_01459
OG0001300	Pray.g_00851	Prap.g_00541
OG0001301	Pray.g_01126	Prap.g_00390
OG0001302	Pray.g_00296	Prap.g_01899, Prap.g_01848
OG0001303	Pray.g_00300	Prap.g_00519
OG0001304	Pray.g_00575	Prap.g_00699
OG0001305	Pray.g_00580	Prap.g_00704
OG0001306	Pray.g_00616	Prap.g_01502
OG0001307	Pray.g_00625	Prap.g_00542
OG0001308	Pray.g_00120	Prap.g_00228
OG0001309	Pray.g_00118	Prap.g_01538
OG0001310	Pray.g_00107	Prap.g_00035
OG0001311	Pray.g_00035	Prap.g_00423
OG0001312	Pray.g_01845	Prap.g_01926
OG0001313	Pray.g_01625	Prap.g_01344
OG0001315	Pray.g_01502	Prap.g_01720
OG0001316	Pray.g_01341	Prap.g_01604
OG0001318	Pray.g_00148	Prap.g_01033
OG0001319	Pray.g_00719	Prap.g_01474
OG0001320	Pray.g_00957	Prap.g_01919
OG0001321	Pray.g_00302	Prap.g_01130
OG0001322	Pray.g_00329	Prap.g_00505
OG0001323	Pray.g_00600	Prap.g_00870
OG0001324	Pray.g_00633	Prap.g_00647
OG0001325	Pray.g_00114	Prap.g_00607
OG0001326	Pray.g_01898	Prap.g_01911
OG0001327	Pray.g_01896	Prap.g_00227
OG0001328	Pray.g_01865	Prap.g_00566
OG0001329	Pray.g_01809	Prap.g_01493
OG0001330	Pray.g_01632	Prap.g_00210
OG0001331	Pray.g_01562	Prap.g_01783
OG0001333	Pray.g_01310	Prap.g_01638
OG0001334	Pray.g_01366	Prap.g_01578
OG0001336	Pray.g_00161	Prap.g_01046
OG0001337	Pray.g_00171	Prap.g_01056
OG0001338	Pray.g_00145	Prap.g_00580
OG0001339	Pray.g_00684	Prap.g_00966
OG0001340	Pray.g_00729	Prap.g_01463
OG0001341	Pray.g_00741	Prap.g_01450
OG0001342	Pray.g_00759	Prap.g_01430
OG0001343	Pray.g_00817	Prap.g_01367
OG0001345	Pray.g_00924	Prap.g_01332
OG0001346	Pray.g_00962	Prap.g_01295
OG0001347	Pray.g_00976	Prap.g_01281
OG0001349	Pray.g_01000	Prap.g_01258
OG0001350	Pray.g_01005	Prap.g_01253
OG0001351	Pray.g_01185	Prap.g_01192
OG0001352	Pray.g_01081	Prap.g_00819
OG0001353	Pray.g_01060	Prap.g_00942
OG0001355	Pray.g_00389	Prap.g_00740
OG0001356	Pray.g_00434	Prap.g_00662
OG0001357	Pray.g_00539	Prap.g_00285
OG0001358	Pray.g_00559	Prap.g_00299
OG0001359	Pray.g_00093	Prap.g_01878
OG0001360	Pray.g_00092	Prap.g_01877
OG0001361	Pray.g_00013	Prap.g_00402
OG0001362	Pray.g_01926	Prap.g_00610
OG0001363	Pray.g_01785	Prap.g_00890
OG0001364	Pray.g_01652	Prap.g_00196
OG0001365	Pray.g_01232	Prap.g_00894
OG0001366	Pray.g_01522	Prap.g_01741
OG0001368	Pray.g_01373	Prap.g_01570
OG0001369	Pray.g_00561	Prap.g_00301
OG0001371	Pray.g_00222	Prap.g_00884
OG0001372	Pray.g_00221	Prap.g_00882
OG0001373	Pray.g_00214	Prap.g_00875
OG0001374	Pray.g_00202	Prap.g_01091
OG0001375	Pray.g_00154	Prap.g_01038
OG0001376	Pray.g_00715	Prap.g_01478
OG0001377	Pray.g_00737	Prap.g_01454
OG0001378	Pray.g_00752	Prap.g_01437
OG0001379	Pray.g_00839	Prap.g_00162
OG0001381	Pray.g_00944	Prap.g_01309
OG0001382	Pray.g_00950	Prap.g_01303
OG0001383	Pray.g_01002	Prap.g_01256
OG0001384	Pray.g_01010	Prap.g_01248
OG0001385	Pray.g_01097	Prap.g_00359
OG0001386	Pray.g_01089	Prap.g_00827
OG0001387	Pray.g_01087	Prap.g_00825
OG0001388	Pray.g_01077	Prap.g_00814
OG0001389	Pray.g_01035	Prap.g_00342
OG0001390	Pray.g_00291	Prap.g_00511
OG0001391	Pray.g_00334	Prap.g_00689
OG0001392	Pray.g_00433	Prap.g_00663
OG0001393	Pray.g_00435	Prap.g_00661
OG0001394	Pray.g_00457	Prap.g_00853
OG0001395	Pray.g_00460	Prap.g_00850
OG0001396	Pray.g_00543	Prap.g_01817
OG0001397	Pray.g_00569	Prap.g_00312
OG0001398	Pray.g_00588	Prap.g_00712
OG0001399	Pray.g_00598	Prap.g_00671
OG0001400	Pray.g_00606	Prap.g_00528
OG0001401	Pray.g_00613	Prap.g_00040
OG0001402	Pray.g_00078	Prap.g_00471
OG0001403	Pray.g_01869	Prap.g_00562
OG0001404	Pray.g_01838	Prap.g_00315
OG0001405	Pray.g_01828	Prap.g_00060
OG0001406	Pray.g_01683	Prap.g_00163
OG0001407	Pray.g_01680	Prap.g_00166
OG0001408	Pray.g_01631	Prap.g_00211
OG0001409	Pray.g_01617	Prap.g_01858
OG0001412	Pray.g_00492	Prap.g_00676
OG0001414	Pray.g_00227	Prap.g_00509
OG0001417	Pray.g_01088	Prap.g_00826
OG0001418	Pray.g_00303	Prap.g_00598
OG0001419	Pray.g_00338	Prap.g_00684
OG0001420	Pray.g_00437	Prap.g_00659
OG0001421	Pray.g_00441	Prap.g_00654
OG0001422	Pray.g_00603	Prap.g_00616
OG0001423	Pray.g_00091	Prap.g_00620
OG0001424	Pray.g_00248	Prap.g_00214
OG0001425	Pray.g_01611	Prap.g_00524
OG0001427	Pray.g_00850	Prap.g_01843
OG0001429	Pray.g_00521	Prap.g_00267
OG0001430	Pray.g_00552	Prap.g_00030
OG0001431	Pray.g_00604	Prap.g_00038
OG0001432	Pray.g_00607	Prap.g_00527
OG0001435	Pray.g_01619	Prap.g_00492
OG0001436	Pray.g_00312	Prap.g_01791
OG0001439	Pray.g_00380	Prap.g_00750
OG0001440	Pray.g_00563	Prap.g_00304
OG0001441	Pray.g_00127	Prap.g_01894
OG0001443	Pray.g_00081	Prap.g_00475
OG0001444	Pray.g_00044	Prap.g_00436
OG0001445	Pray.g_01937	Prap.g_01890
OG0001446	Pray.g_01935	Prap.g_01889
OG0001447	Pray.g_01934	Prap.g_00482
OG0001448	Pray.g_01599	Prap.g_01896
OG0001449	Pray.g_01741	Prap.g_00083
OG0001451	Pray.g_01751	Prap.g_00633
OG0001452	Pray.g_01424	Prap.g_01521
OG0001454	Pray.g_00844	Prap.g_01311
OG0001455	Pray.g_00905	Prap.g_00629
OG0001457	Pray.g_01061	Prap.g_00794
OG0001458	Pray.g_00290	Prap.g_00625
OG0001459	Pray.g_00327	Prap.g_01947
OG0001460	Pray.g_00411	Prap.g_01125
OG0001461	Pray.g_00484	Prap.g_00349
OG0001462	Pray.g_00551	Prap.g_00496
OG0001463	Pray.g_00597	Prap.g_01305
OG0001465	Pray.g_01901	Prap.g_00520
OG0001468	Pray.g_01334	Prap.g_01613
OG0001469	Pray.g_00066	Prap.g_00458
OG0001471	Pray.g_00909	Prap.g_00636
OG0001473	Pray.g_00419	Prap.g_00690
OG0001482	Pray.g_01574	Prap.g_01884
OG0001483	Pray.g_01876	Prap.g_00555
OG0001484	Pray.g_01784	Prap.g_00889
OG0001485	Pray.g_01230	Prap.g_01718
OG0001486	Pray.g_00472	Prap.g_00838
OG0001487	Pray.g_00307	Prap.g_01143
OG0001488	Pray.g_00653	Prap.g_00998
OG0001489	Pray.g_00853	Prap.g_01688
OG0001490	Pray.g_00881	Prap.g_01716
OG0001492	Pray.g_00381	Prap.g_00749
OG0001506	Pray.g_00620	Prap.g_00503
OG0001508	Pray.g_01620	Prap.g_01814
OG0001509	Pray.g_01252	Prap.g_01112
OG0001519	Pray.g_00867	Prap.g_01905
OG0001520	Pray.g_00311	Prap.g_01792
OG0001521	Pray.g_01233	Prap.g_00893
OG0001530	Pray.g_00310	Prap.g_01793
OG0001535	Pray.g_00407	Prap.g_00718
OG0001541	Pray.g_01796	Prap.g_00003
OG0001579	Pray.g_01742	Prap.g_00097
OG0001580	Pray.g_01775	Prap.g_00085
OG0001581	Pray.g_01772	Prap.g_00088
OG0001617	Pray.g_01855	Prap.g_00103
OG0001618	Pray.g_01853	Prap.g_00537
OG0001627	Pray.g_01852	Prap.g_01866
OG0001631	Pray.g_00005	Prap.g_01134
OG0001637	Pray.g_00285	Prap.g_00644
OG0001736	Pray.g_00468	Prap.g_00842
OG0001843	Pray.g_01799	Prap.g_00004
OG0001844	Pray.g_01774	Prap.g_00089
OG0001881	Pray.g_00252	Prap.g_01807
OG0001888	Pray.g_01746	Prap.g_01849
OG0001981	Pray.g_01744, Pray.g_01780	Prap.g_00100
