Orthogroup	Prag	Syaq
OG0001144	Prag.g_01195	Syaq.g_00166
OG0001145	Prag.g_01345	Syaq.g_00284
OG0001146	Prag.g_01359	Syaq.g_00305
OG0001147	Prag.g_01375	Syaq.g_00438
OG0001148	Prag.g_01391	Syaq.g_01761
OG0001149	Prag.g_01392	Syaq.g_01760
OG0001150	Prag.g_01393	Syaq.g_01759
OG0001151	Prag.g_01404	Syaq.g_01746
OG0001152	Prag.g_01405	Syaq.g_01745
OG0001153	Prag.g_01521	Syaq.g_00413
OG0001154	Prag.g_01523	Syaq.g_00414
OG0001155	Prag.g_01535	Syaq.g_01739
OG0001156	Prag.g_01538	Syaq.g_01729
OG0001157	Prag.g_01539	Syaq.g_01728
OG0001158	Prag.g_01540	Syaq.g_01727
OG0001159	Prag.g_01541	Syaq.g_01726
OG0001160	Prag.g_01565	Syaq.g_01693
OG0001161	Prag.g_01576	Syaq.g_01233
OG0001162	Prag.g_01587	Syaq.g_00331
OG0001163	Prag.g_01661	Syaq.g_01685
OG0001164	Prag.g_01665	Syaq.g_01679
OG0001165	Prag.g_01668	Syaq.g_01674
OG0001166	Prag.g_01688	Syaq.g_01652
OG0001167	Prag.g_01705	Syaq.g_01039
OG0001169	Prag.g_01709	Syaq.g_01620
OG0001170	Prag.g_01711	Syaq.g_01618
OG0001171	Prag.g_01721	Syaq.g_01607
OG0001172	Prag.g_01735	Syaq.g_00690
OG0001173	Prag.g_01736	Syaq.g_00689
OG0001174	Prag.g_01744	Syaq.g_00681
OG0001175	Prag.g_01745	Syaq.g_00680
OG0001176	Prag.g_01752	Syaq.g_00656
OG0001177	Prag.g_01754	Syaq.g_00658
OG0001178	Prag.g_01759	Syaq.g_01667
OG0001179	Prag.g_01788	Syaq.g_00626
OG0001180	Prag.g_01810	Syaq.g_00600
OG0001181	Prag.g_01814	Syaq.g_00596
OG0001182	Prag.g_01821	Syaq.g_00587
OG0001183	Prag.g_01825	Syaq.g_00579
OG0001184	Prag.g_01841	Syaq.g_00995
OG0001185	Prag.g_01855	Syaq.g_01022
OG0001186	Prag.g_01879	Syaq.g_01058
OG0001187	Prag.g_01883	Syaq.g_01061
OG0001188	Prag.g_01885	Syaq.g_01065
OG0001189	Prag.g_01902	Syaq.g_01095
OG0001190	Prag.g_01906	Syaq.g_01264
OG0001191	Prag.g_01916	Syaq.g_01248
OG0001192	Prag.g_01921	Syaq.g_01242
OG0001193	Prag.g_01931	Syaq.g_01217
OG0001194	Prag.g_01932	Syaq.g_01214
OG0001195	Prag.g_01933	Syaq.g_01213
OG0001196	Prag.g_01946	Syaq.g_01169
OG0001197	Prag.g_01947	Syaq.g_01167
OG0001198	Prag.g_01954	Syaq.g_01153
OG0001199	Prag.g_00068	Syaq.g_01553
OG0001200	Prag.g_00070	Syaq.g_01551
OG0001201	Prag.g_00101	Syaq.g_01486
OG0001202	Prag.g_00192	Syaq.g_01358
OG0001203	Prag.g_00231	Syaq.g_01581
OG0001204	Prag.g_00236	Syaq.g_00709
OG0001205	Prag.g_00424	Syaq.g_00491
OG0001206	Prag.g_00441	Syaq.g_00468
OG0001207	Prag.g_00456	Syaq.g_01764
OG0001208	Prag.g_00461	Syaq.g_01774
OG0001209	Prag.g_00514	Syaq.g_01841
OG0001210	Prag.g_00519	Syaq.g_01852
OG0001211	Prag.g_00529	Syaq.g_01932
OG0001212	Prag.g_00574	Syaq.g_01990
OG0001213	Prag.g_00607	Syaq.g_02072
OG0001214	Prag.g_00615	Syaq.g_02084
OG0001215	Prag.g_00668	Syaq.g_02580
OG0001216	Prag.g_00694	Syaq.g_00026
OG0001217	Prag.g_00744	Syaq.g_01885
OG0001218	Prag.g_00752	Syaq.g_00423
OG0001219	Prag.g_00795	Syaq.g_02434
OG0001220	Prag.g_00856	Syaq.g_02412
OG0001221	Prag.g_00917	Syaq.g_02300
OG0001222	Prag.g_00956	Syaq.g_02472
OG0001223	Prag.g_00982	Syaq.g_02516
OG0001224	Prag.g_01032	Syaq.g_02683
OG0001225	Prag.g_01034	Syaq.g_02681
OG0001226	Prag.g_01060	Syaq.g_01543
OG0001227	Prag.g_01079	Syaq.g_00333
OG0001230	Prag.g_01480	Syaq.g_00361
OG0001231	Prag.g_01585	Syaq.g_01133
OG0001232	Prag.g_01692	Syaq.g_01643
OG0001233	Prag.g_01712	Syaq.g_01617
OG0001234	Prag.g_01747	Syaq.g_00676
OG0001235	Prag.g_01756	Syaq.g_00665
OG0001236	Prag.g_01838	Syaq.g_00990
OG0001237	Prag.g_01842	Syaq.g_00999
OG0001238	Prag.g_01917	Syaq.g_01246
OG0001239	Prag.g_00065	Syaq.g_01556
OG0001241	Prag.g_00094	Syaq.g_01492
OG0001243	Prag.g_00118	Syaq.g_01457
OG0001244	Prag.g_00134	Syaq.g_01430
OG0001245	Prag.g_00373	Syaq.g_01916
OG0001246	Prag.g_00483	Syaq.g_01802
OG0001248	Prag.g_00663	Syaq.g_01891
OG0001249	Prag.g_00784	Syaq.g_00563
OG0001250	Prag.g_00845	Syaq.g_02389
OG0001251	Prag.g_00893	Syaq.g_02135
OG0001252	Prag.g_01027	Syaq.g_02690
OG0001253	Prag.g_01080	Syaq.g_01918
OG0001254	Prag.g_01122	Syaq.g_02214
OG0001255	Prag.g_01137	Syaq.g_02111
OG0001256	Prag.g_01578	Syaq.g_01686
OG0001258	Prag.g_01666	Syaq.g_01676
OG0001259	Prag.g_01710	Syaq.g_01619
OG0001260	Prag.g_01727	Syaq.g_01595
OG0001261	Prag.g_01796	Syaq.g_00617
OG0001262	Prag.g_01900	Syaq.g_01093
OG0001263	Prag.g_00121	Syaq.g_01454
OG0001265	Prag.g_00111	Syaq.g_01466
OG0001266	Prag.g_00196	Syaq.g_01354
OG0001267	Prag.g_00271	Syaq.g_00763
OG0001268	Prag.g_00334	Syaq.g_00553
OG0001269	Prag.g_00353	Syaq.g_01866
OG0001270	Prag.g_00413	Syaq.g_00504
OG0001271	Prag.g_00451	Syaq.g_00445
OG0001272	Prag.g_00465	Syaq.g_01778
OG0001273	Prag.g_00609	Syaq.g_02077
OG0001274	Prag.g_00681	Syaq.g_01303
OG0001275	Prag.g_00992	Syaq.g_02531
OG0001276	Prag.g_01011	Syaq.g_00062
OG0001278	Prag.g_01203	Syaq.g_00155
OG0001279	Prag.g_01302	Syaq.g_01867
OG0001280	Prag.g_01354	Syaq.g_00294
OG0001281	Prag.g_01360	Syaq.g_00306
OG0001282	Prag.g_01390	Syaq.g_01762
OG0001284	Prag.g_01560	Syaq.g_01700
OG0001285	Prag.g_01695	Syaq.g_01639
OG0001286	Prag.g_01808	Syaq.g_00602
OG0001287	Prag.g_01863	Syaq.g_01030
OG0001289	Prag.g_00081	Syaq.g_01528
OG0001290	Prag.g_00093	Syaq.g_01493
OG0001291	Prag.g_00128	Syaq.g_01444
OG0001293	Prag.g_00252	Syaq.g_00736
OG0001294	Prag.g_00371	Syaq.g_02252
OG0001296	Prag.g_00488	Syaq.g_01808
OG0001297	Prag.g_00493	Syaq.g_01812
OG0001298	Prag.g_00555	Syaq.g_01967
OG0001299	Prag.g_00644	Syaq.g_02246
OG0001300	Prag.g_00671	Syaq.g_02589
OG0001301	Prag.g_00674	Syaq.g_02602
OG0001302	Prag.g_00793	Syaq.g_02115
OG0001303	Prag.g_00996	Syaq.g_02437
OG0001304	Prag.g_01021	Syaq.g_00049
OG0001305	Prag.g_01040	Syaq.g_02673
OG0001306	Prag.g_01139	Syaq.g_00267
OG0001308	Prag.g_01500	Syaq.g_00385
OG0001312	Prag.g_00945	Syaq.g_02449
OG0001313	Prag.g_01293, Prag.g_01295, Prag.g_01251	Syaq.g_00458, Syaq.g_00459
OG0001314	Prag.g_00735	Syaq.g_00826
OG0001315	Prag.g_00055	Syaq.g_00581
OG0001316	Prag.g_00133	Syaq.g_01437
OG0001317	Prag.g_00227	Syaq.g_01576
OG0001318	Prag.g_00248	Syaq.g_00728
OG0001319	Prag.g_00263	Syaq.g_00751
OG0001321	Prag.g_00430	Syaq.g_00483
OG0001322	Prag.g_00431	Syaq.g_00482
OG0001323	Prag.g_00498	Syaq.g_01820
OG0001324	Prag.g_00672	Syaq.g_02590
OG0001325	Prag.g_00697	Syaq.g_00030
OG0001326	Prag.g_00881	Syaq.g_01205
OG0001327	Prag.g_01051	Syaq.g_02259
OG0001328	Prag.g_01078	Syaq.g_02280
OG0001329	Prag.g_01113	Syaq.g_02113
OG0001330	Prag.g_01327	Syaq.g_00287
OG0001331	Prag.g_01395	Syaq.g_01757
OG0001333	Prag.g_01706	Syaq.g_01622
OG0001336	Prag.g_01943	Syaq.g_01174
OG0001343	Prag.g_00890	Syaq.g_00700
OG0001345	Prag.g_01172	Syaq.g_00213
OG0001346	Prag.g_01356	Syaq.g_00298
OG0001348	Prag.g_01606	Syaq.g_02703
OG0001349	Prag.g_01489	Syaq.g_00942
OG0001350	Prag.g_00230	Syaq.g_01580
OG0001351	Prag.g_00433	Syaq.g_00476
OG0001352	Prag.g_00658	Syaq.g_01904
OG0001353	Prag.g_00837	Syaq.g_02379
OG0001354	Prag.g_00974	Syaq.g_02503
OG0001355	Prag.g_01616	Syaq.g_00797
OG0001356	Prag.g_00769	Syaq.g_02555
OG0001358	Prag.g_00598	Syaq.g_02056
OG0001359	Prag.g_00891	Syaq.g_00699
OG0001360	Prag.g_01081	Syaq.g_00211
OG0001361	Prag.g_01169	Syaq.g_00216
OG0001364	Prag.g_01831	Syaq.g_00972
OG0001365	Prag.g_01910	Syaq.g_01259
OG0001369	Prag.g_00086	Syaq.g_01503
OG0001373	Prag.g_00880	Syaq.g_01206
OG0001374	Prag.g_00888	Syaq.g_01198
OG0001375	Prag.g_00889	Syaq.g_00701
OG0001378	Prag.g_01090	Syaq.g_00506
OG0001379	Prag.g_01349	Syaq.g_00289
OG0001380	Prag.g_01377	Syaq.g_01915
OG0001382	Prag.g_01599	Syaq.g_00662
OG0001385	Prag.g_00877	Syaq.g_01209
OG0001386	Prag.g_00878	Syaq.g_01208
OG0001387	Prag.g_00879	Syaq.g_01207
OG0001388	Prag.g_00882	Syaq.g_01204
OG0001389	Prag.g_00883	Syaq.g_01203
OG0001390	Prag.g_00884	Syaq.g_01202
OG0001391	Prag.g_00885	Syaq.g_01201
OG0001392	Prag.g_00886	Syaq.g_01200
OG0001393	Prag.g_00887	Syaq.g_01199
OG0001395	Prag.g_01023	Syaq.g_00045
OG0001401	Prag.g_01280	Syaq.g_02383
OG0001402	Prag.g_00759	Syaq.g_02061
OG0001408	Prag.g_01063	Syaq.g_02125
OG0001409	Prag.g_01160	Syaq.g_00229
OG0001413	Prag.g_01574	Syaq.g_00139
OG0001416	Prag.g_00438	Syaq.g_00303
OG0001417	Prag.g_00448	Syaq.g_02502
OG0001418	Prag.g_00662	Syaq.g_00243
OG0001420	Prag.g_01098	Syaq.g_01833
OG0001428	Prag.g_00165	Syaq.g_01396
OG0001429	Prag.g_00796	Syaq.g_02438
OG0001430	Prag.g_01322	Syaq.g_01271
OG0001432	Prag.g_01573	Syaq.g_01862
OG0001433	Prag.g_00768	Syaq.g_00128
OG0001434	Prag.g_00925	Syaq.g_02312
OG0001438	Prag.g_00284	Syaq.g_00778
OG0001439	Prag.g_00298	Syaq.g_00863
OG0001441	Prag.g_00500	Syaq.g_01822
OG0001442	Prag.g_00733	Syaq.g_02322
OG0001443	Prag.g_01652	Syaq.g_01236
OG0001447	Prag.g_00119	Syaq.g_01456
OG0001448	Prag.g_00361	Syaq.g_01873
OG0001449	Prag.g_00388	Syaq.g_00698
OG0001452	Prag.g_00894	Syaq.g_00723
OG0001453	Prag.g_00986	Syaq.g_02522
OG0001454	Prag.g_01074	Syaq.g_01917
OG0001456	Prag.g_01130	Syaq.g_01196
OG0001457	Prag.g_01131	Syaq.g_01195
OG0001458	Prag.g_01132	Syaq.g_01194
OG0001460	Prag.g_00767	Syaq.g_00129
OG0001462	Prag.g_00034	Syaq.g_01108
OG0001465	Prag.g_00680	Syaq.g_02704
OG0001467	Prag.g_00785	Syaq.g_00354
OG0001471	Prag.g_01575	Syaq.g_00859
OG0001473	Prag.g_01880	Syaq.g_02134
OG0001474	Prag.g_00335	Syaq.g_00552
OG0001477	Prag.g_01256	Syaq.g_02599
OG0001479	Prag.g_00332	Syaq.g_00555
OG0001480	Prag.g_00363	Syaq.g_02121
OG0001482	Prag.g_00436	Syaq.g_02512
OG0001486	Prag.g_01151	Syaq.g_00251
OG0001492	Prag.g_01200	Syaq.g_00158
OG0001493	Prag.g_01208	Syaq.g_00150
OG0001496	Prag.g_01254	Syaq.g_02596
OG0001497	Prag.g_01255	Syaq.g_02598
OG0001502	Prag.g_00776	Syaq.g_02407
OG0001505	Prag.g_01417	Syaq.g_00934
OG0001514	Prag.g_01253	Syaq.g_02595
OG0001525	Prag.g_01589	Syaq.g_02129
OG0001546	Prag.g_00503	Syaq.g_01825
OG0001547	Prag.g_00778	Syaq.g_02422
OG0001549	Prag.g_00863	Syaq.g_02416
OG0001551	Prag.g_01129	Syaq.g_02572
OG0001553	Prag.g_01485	Syaq.g_00368
OG0001554	Prag.g_01580	Syaq.g_01266
OG0001556	Prag.g_00761	Syaq.g_00202
OG0001558	Prag.g_01283	Syaq.g_01130
OG0001564	Prag.g_01435	Syaq.g_02158
OG0001565	Prag.g_00395	Syaq.g_02120
OG0001567	Prag.g_00777	Syaq.g_02421
OG0001568	Prag.g_00779	Syaq.g_02424
OG0001586	Prag.g_01463	Syaq.g_00932
OG0001602	Prag.g_00679	Syaq.g_02705
OG0001605	Prag.g_01004	Syaq.g_01892
OG0001613	Prag.g_01823	Syaq.g_00582
OG0001627	Prag.g_00749	Syaq.g_01735
OG0001647	Prag.g_00264	Syaq.g_00753
OG0001652	Prag.g_01281	Syaq.g_01132
OG0001666	Prag.g_01311	Syaq.g_02653
OG0001671	Prag.g_01288	Syaq.g_01316
OG0001700	Prag.g_00766	Syaq.g_02420
OG0001709	Prag.g_01469	Syaq.g_00943
OG0001792	Prag.g_01441	Syaq.g_00165
OG0002416	Prag.g_01214	Syaq.g_01565
