Orthogroup	Prag	Prbn
OG0001119	Prag.g_00979	Prbn.g_01403
OG0001120	Prag.g_00981	Prbn.g_01401
OG0001122	Prag.g_01008	Prbn.g_01381
OG0001123	Prag.g_01012	Prbn.g_01375
OG0001124	Prag.g_01014	Prbn.g_01373
OG0001125	Prag.g_01015	Prbn.g_01371
OG0001126	Prag.g_01025	Prbn.g_01460
OG0001127	Prag.g_01026	Prbn.g_01461
OG0001128	Prag.g_01028	Prbn.g_01463
OG0001129	Prag.g_01029	Prbn.g_01464
OG0001130	Prag.g_01030	Prbn.g_01465
OG0001131	Prag.g_01066	Prbn.g_00692
OG0001132	Prag.g_01076	Prbn.g_01039
OG0001133	Prag.g_01106	Prbn.g_01239
OG0001134	Prag.g_01120	Prbn.g_01650
OG0001135	Prag.g_01123	Prbn.g_01653
OG0001136	Prag.g_01150	Prbn.g_01186
OG0001137	Prag.g_01161	Prbn.g_01198
OG0001138	Prag.g_01179	Prbn.g_00392
OG0001139	Prag.g_01180	Prbn.g_00394
OG0001140	Prag.g_01181	Prbn.g_00395
OG0001141	Prag.g_01182	Prbn.g_00396
OG0001142	Prag.g_01183	Prbn.g_00397
OG0001143	Prag.g_01190	Prbn.g_00404
OG0001144	Prag.g_01195	Prbn.g_00409
OG0001145	Prag.g_01345	Prbn.g_01092
OG0001146	Prag.g_01359	Prbn.g_01080
OG0001147	Prag.g_01375	Prbn.g_01060
OG0001148	Prag.g_01391	Prbn.g_01242
OG0001149	Prag.g_01392	Prbn.g_00153
OG0001150	Prag.g_01393	Prbn.g_00154
OG0001151	Prag.g_01404	Prbn.g_00165
OG0001152	Prag.g_01405	Prbn.g_00166
OG0001153	Prag.g_01521	Prbn.g_00244
OG0001154	Prag.g_01523	Prbn.g_00245
OG0001155	Prag.g_01535	Prbn.g_00262
OG0001156	Prag.g_01538	Prbn.g_00265
OG0001157	Prag.g_01539	Prbn.g_00266
OG0001158	Prag.g_01540	Prbn.g_00267
OG0001159	Prag.g_01541	Prbn.g_00268
OG0001160	Prag.g_01565	Prbn.g_00900
OG0001161	Prag.g_01576	Prbn.g_01688
OG0001162	Prag.g_01587	Prbn.g_00134
OG0001163	Prag.g_01661	Prbn.g_01736
OG0001164	Prag.g_01665	Prbn.g_01740
OG0001165	Prag.g_01668	Prbn.g_01743
OG0001166	Prag.g_01688	Prbn.g_01764
OG0001167	Prag.g_01705	Prbn.g_01782
OG0001168	Prag.g_01707	Prbn.g_01784
OG0001169	Prag.g_01709	Prbn.g_01786
OG0001170	Prag.g_01711	Prbn.g_01788
OG0001171	Prag.g_01721	Prbn.g_01798
OG0001172	Prag.g_01735	Prbn.g_01814
OG0001173	Prag.g_01736	Prbn.g_01815
OG0001174	Prag.g_01744	Prbn.g_01823
OG0001175	Prag.g_01745	Prbn.g_01824
OG0001176	Prag.g_01752	Prbn.g_01832
OG0001177	Prag.g_01754	Prbn.g_01834
OG0001178	Prag.g_01759	Prbn.g_01750
OG0001179	Prag.g_01788	Prbn.g_01864
OG0001180	Prag.g_01810	Prbn.g_01887
OG0001181	Prag.g_01814	Prbn.g_01891
OG0001182	Prag.g_01821	Prbn.g_01899
OG0001183	Prag.g_01825	Prbn.g_01904
OG0001184	Prag.g_01841	Prbn.g_01017
OG0001185	Prag.g_01855	Prbn.g_01001
OG0001186	Prag.g_01879	Prbn.g_00977
OG0001187	Prag.g_01883	Prbn.g_00974
OG0001188	Prag.g_01885	Prbn.g_00972
OG0001189	Prag.g_01902	Prbn.g_00956
OG0001190	Prag.g_01906	Prbn.g_00951
OG0001191	Prag.g_01916	Prbn.g_00941
OG0001192	Prag.g_01921	Prbn.g_00936
OG0001193	Prag.g_01931	Prbn.g_00924
OG0001194	Prag.g_01932	Prbn.g_00923
OG0001195	Prag.g_01933	Prbn.g_00922
OG0001196	Prag.g_01946	Prbn.g_00906
OG0001198	Prag.g_01954	Prbn.g_00297
OG0001199	Prag.g_00068	Prbn.g_00703
OG0001201	Prag.g_00101	Prbn.g_01311
OG0001202	Prag.g_00192	Prbn.g_00354
OG0001203	Prag.g_00231	Prbn.g_00312
OG0001204	Prag.g_00236	Prbn.g_00306
OG0001205	Prag.g_00424	Prbn.g_00668
OG0001206	Prag.g_00441	Prbn.g_00648
OG0001207	Prag.g_00456	Prbn.g_00637
OG0001208	Prag.g_00461	Prbn.g_00632
OG0001209	Prag.g_00514	Prbn.g_00581
OG0001210	Prag.g_00519	Prbn.g_00576
OG0001211	Prag.g_00529	Prbn.g_00566
OG0001212	Prag.g_00574	Prbn.g_00519
OG0001213	Prag.g_00607	Prbn.g_00484
OG0001214	Prag.g_00615	Prbn.g_00428
OG0001215	Prag.g_00668	Prbn.g_01573
OG0001216	Prag.g_00694	Prbn.g_01552
OG0001217	Prag.g_00744	Prbn.g_01023
OG0001218	Prag.g_00752	Prbn.g_01126
OG0001219	Prag.g_00795	Prbn.g_01447
OG0001220	Prag.g_00856	Prbn.g_01490
OG0001221	Prag.g_00917	Prbn.g_01610
OG0001222	Prag.g_00956	Prbn.g_01368
OG0001223	Prag.g_00982	Prbn.g_01400
OG0001224	Prag.g_01032	Prbn.g_01467
OG0001225	Prag.g_01034	Prbn.g_01469
OG0001226	Prag.g_01060	Prbn.g_00476
OG0001227	Prag.g_01079	Prbn.g_01141
OG0001228	Prag.g_01198	Prbn.g_00412
OG0001229	Prag.g_01387	Prbn.g_01127
OG0001230	Prag.g_01480	Prbn.g_00205
OG0001231	Prag.g_01585	Prbn.g_00691
OG0001233	Prag.g_01712	Prbn.g_01789
OG0001234	Prag.g_01747	Prbn.g_01826
OG0001235	Prag.g_01756	Prbn.g_01830
OG0001236	Prag.g_01838	Prbn.g_01919
OG0001237	Prag.g_01842	Prbn.g_01016
OG0001238	Prag.g_01917	Prbn.g_00940
OG0001239	Prag.g_00065	Prbn.g_00706
OG0001241	Prag.g_00094	Prbn.g_01318
OG0001242	Prag.g_00112	Prbn.g_01298
OG0001243	Prag.g_00118	Prbn.g_01291
OG0001244	Prag.g_00134	Prbn.g_01276
OG0001245	Prag.g_00373	Prbn.g_01150
OG0001247	Prag.g_00661	Prbn.g_01580
OG0001248	Prag.g_00663	Prbn.g_01578
OG0001249	Prag.g_00784	Prbn.g_00102
OG0001250	Prag.g_00845	Prbn.g_01503
OG0001251	Prag.g_00893	Prbn.g_01929
OG0001252	Prag.g_01027	Prbn.g_01462
OG0001253	Prag.g_01080	Prbn.g_00473
OG0001254	Prag.g_01122	Prbn.g_01652
OG0001255	Prag.g_01137	Prbn.g_01171
OG0001256	Prag.g_01578	Prbn.g_00893
OG0001258	Prag.g_01666	Prbn.g_01741
OG0001259	Prag.g_01710	Prbn.g_01787
OG0001260	Prag.g_01727	Prbn.g_01804
OG0001261	Prag.g_01796	Prbn.g_01872
OG0001263	Prag.g_00121	Prbn.g_01289
OG0001265	Prag.g_00111	Prbn.g_01299
OG0001266	Prag.g_00196	Prbn.g_00350
OG0001267	Prag.g_00271	Prbn.g_00047
OG0001268	Prag.g_00334	Prbn.g_00110
OG0001269	Prag.g_00353	Prbn.g_01491
OG0001270	Prag.g_00413	Prbn.g_00679
OG0001271	Prag.g_00451	Prbn.g_00642
OG0001272	Prag.g_00465	Prbn.g_00628
OG0001273	Prag.g_00609	Prbn.g_00422
OG0001274	Prag.g_00681	Prbn.g_00326
OG0001275	Prag.g_00992	Prbn.g_01390
OG0001276	Prag.g_01011	Prbn.g_01376
OG0001277	Prag.g_01068	Prbn.g_00918
OG0001278	Prag.g_01203	Prbn.g_00416
OG0001279	Prag.g_01302	Prbn.g_00810
OG0001280	Prag.g_01354	Prbn.g_01085
OG0001281	Prag.g_01360	Prbn.g_01079
OG0001282	Prag.g_01390	Prbn.g_01241
OG0001284	Prag.g_01560	Prbn.g_00287
OG0001285	Prag.g_01695	Prbn.g_01772
OG0001286	Prag.g_01808	Prbn.g_01885
OG0001287	Prag.g_01863	Prbn.g_00994
OG0001288	Prag.g_01872	Prbn.g_00984
OG0001289	Prag.g_00081	Prbn.g_01334
OG0001290	Prag.g_00093	Prbn.g_01319
OG0001291	Prag.g_00128	Prbn.g_01281
OG0001292	Prag.g_00241	Prbn.g_00014
OG0001293	Prag.g_00252	Prbn.g_00027
OG0001295	Prag.g_00446	Prbn.g_00146
OG0001296	Prag.g_00488	Prbn.g_00605
OG0001297	Prag.g_00493	Prbn.g_00600
OG0001298	Prag.g_00555	Prbn.g_00539
OG0001299	Prag.g_00644	Prbn.g_00842
OG0001300	Prag.g_00671	Prbn.g_01569
OG0001301	Prag.g_00674	Prbn.g_01564
OG0001302	Prag.g_00793	Prbn.g_01451
OG0001303	Prag.g_00996	Prbn.g_01707
OG0001304	Prag.g_01021	Prbn.g_01363
OG0001305	Prag.g_01040	Prbn.g_01475
OG0001306	Prag.g_01139	Prbn.g_01174
OG0001307	Prag.g_01372	Prbn.g_01215
OG0001308	Prag.g_01500	Prbn.g_00222
OG0001309	Prag.g_01582	Prbn.g_00865
OG0001310	Prag.g_01681	Prbn.g_01758
OG0001312	Prag.g_00945	Prbn.g_01438
OG0001314	Prag.g_00735	Prbn.g_00777
OG0001315	Prag.g_00055	Prbn.g_01136
OG0001316	Prag.g_00133	Prbn.g_01277
OG0001317	Prag.g_00227	Prbn.g_00316
OG0001318	Prag.g_00248	Prbn.g_00023
OG0001319	Prag.g_00263	Prbn.g_00040
OG0001320	Prag.g_00374	Prbn.g_01673, Prbn.g_01706
OG0001321	Prag.g_00430	Prbn.g_00662
OG0001322	Prag.g_00431	Prbn.g_00661
OG0001323	Prag.g_00498	Prbn.g_00595
OG0001324	Prag.g_00672	Prbn.g_01568
OG0001325	Prag.g_00697	Prbn.g_00859
OG0001327	Prag.g_01051	Prbn.g_01633
OG0001328	Prag.g_01078	Prbn.g_01103
OG0001329	Prag.g_01113	Prbn.g_01704
OG0001330	Prag.g_01327	Prbn.g_00876
OG0001331	Prag.g_01395	Prbn.g_00156
OG0001332	Prag.g_01533	Prbn.g_00258
OG0001333	Prag.g_01706	Prbn.g_01783
OG0001334	Prag.g_01828	Prbn.g_01907
OG0001335	Prag.g_01829	Prbn.g_01908
OG0001339	Prag.g_00096	Prbn.g_01316
OG0001340	Prag.g_00319	Prbn.g_00098
OG0001341	Prag.g_00742	Prbn.g_01134
OG0001342	Prag.g_00788	Prbn.g_01727
OG0001343	Prag.g_00890	Prbn.g_01932
OG0001344	Prag.g_01157	Prbn.g_01193
OG0001345	Prag.g_01172	Prbn.g_01209
OG0001346	Prag.g_01356	Prbn.g_01083
OG0001348	Prag.g_01606	Prbn.g_00148
OG0001349	Prag.g_01489	Prbn.g_00174
OG0001350	Prag.g_00230	Prbn.g_00313
OG0001351	Prag.g_00433	Prbn.g_00656
OG0001352	Prag.g_00658	Prbn.g_01584
OG0001353	Prag.g_00837	Prbn.g_01513
OG0001354	Prag.g_00974	Prbn.g_01408
OG0001355	Prag.g_01616	Prbn.g_01354
OG0001356	Prag.g_00769	Prbn.g_01733
OG0001359	Prag.g_00891	Prbn.g_01931
OG0001362	Prag.g_01504	Prbn.g_00226
OG0001363	Prag.g_01506	Prbn.g_00228
OG0001364	Prag.g_01831	Prbn.g_01910
OG0001365	Prag.g_01910	Prbn.g_00947
OG0001369	Prag.g_00086	Prbn.g_01329
OG0001371	Prag.g_00657	Prbn.g_01585
OG0001372	Prag.g_00751	Prbn.g_00475
OG0001375	Prag.g_00889	Prbn.g_01933
OG0001379	Prag.g_01349	Prbn.g_01090
OG0001380	Prag.g_01377	Prbn.g_01124
OG0001381	Prag.g_01383	Prbn.g_01164
OG0001382	Prag.g_01599	Prbn.g_01121
OG0001397	Prag.g_01505	Prbn.g_00227
OG0001398	Prag.g_01612	Prbn.g_01637
OG0001401	Prag.g_01280	Prbn.g_01508
OG0001402	Prag.g_00759	Prbn.g_00490
OG0001403	Prag.g_00030	Prbn.g_00751
OG0001404	Prag.g_00062	Prbn.g_00709
OG0001407	Prag.g_01058	Prbn.g_01117
OG0001409	Prag.g_01160	Prbn.g_01197
OG0001410	Prag.g_01373	Prbn.g_01214
OG0001411	Prag.g_01426	Prbn.g_00716
OG0001414	Prag.g_00222	Prbn.g_00321
OG0001415	Prag.g_00224	Prbn.g_00319
OG0001418	Prag.g_00662	Prbn.g_01579
OG0001419	Prag.g_01059	Prbn.g_01118
OG0001421	Prag.g_01579	Prbn.g_00892
OG0001422	Prag.g_01604	Prbn.g_01114
OG0001424	Prag.g_01075, Prag.g_01259	Prbn.g_01042
OG0001425	Prag.g_01920	Prbn.g_00937
OG0001428	Prag.g_00165	Prbn.g_00382
OG0001429	Prag.g_00796	Prbn.g_01446
OG0001430	Prag.g_01322	Prbn.g_01125
OG0001431	Prag.g_01325	Prbn.g_01143, Prbn.g_00138
OG0001433	Prag.g_00768	Prbn.g_01732
OG0001434	Prag.g_00925	Prbn.g_01601
OG0001437	Prag.g_00223	Prbn.g_00320
OG0001440	Prag.g_00396	Prbn.g_01709, Prbn.g_01703
OG0001443	Prag.g_01652	Prbn.g_01128
OG0001446	Prag.g_00073	Prbn.g_01034
OG0001448	Prag.g_00361	Prbn.g_00658
OG0001450	Prag.g_00665	Prbn.g_01576
OG0001451	Prag.g_00865	Prbn.g_01479
OG0001455	Prag.g_01108	Prbn.g_01133
OG0001460	Prag.g_00767	Prbn.g_01731
OG0001463	Prag.g_00277	Prbn.g_00054
OG0001464	Prag.g_00320	Prbn.g_00099
OG0001465	Prag.g_00680	Prbn.g_01557
OG0001467	Prag.g_00785	Prbn.g_01235
OG0001468	Prag.g_01049	Prbn.g_01941
OG0001472	Prag.g_01581	Prbn.g_00467
OG0001477	Prag.g_01256	Prbn.g_00833
OG0001481	Prag.g_00367	Prbn.g_01104
OG0001485	Prag.g_01617	Prbn.g_00803
OG0001486	Prag.g_01151	Prbn.g_01187
OG0001491	Prag.g_00791	Prbn.g_01454
OG0001496	Prag.g_01254	Prbn.g_00831
OG0001497	Prag.g_01255	Prbn.g_00832
OG0001500	Prag.g_00254	Prbn.g_00029
OG0001501	Prag.g_00683	Prbn.g_01635
OG0001503	Prag.g_01127	Prbn.g_01028
OG0001505	Prag.g_01417	Prbn.g_01056
OG0001506	Prag.g_01531	Prbn.g_00256
OG0001514	Prag.g_01253	Prbn.g_00830
OG0001521	Prag.g_00743	Prbn.g_01456
OG0001523	Prag.g_01124	Prbn.g_01655
OG0001524	Prag.g_01125	Prbn.g_01656
OG0001525	Prag.g_01589	Prbn.g_01710
OG0001526	Prag.g_01422	Prbn.g_00721
OG0001549	Prag.g_00863	Prbn.g_01481
OG0001550	Prag.g_01111	Prbn.g_01024
OG0001552	Prag.g_01217	Prbn.g_00889
OG0001564	Prag.g_01435	Prbn.g_00722
OG0001565	Prag.g_00395	Prbn.g_00784
OG0001566	Prag.g_00654	Prbn.g_01588
OG0001569	Prag.g_01086	Prbn.g_00774
OG0001571	Prag.g_01104	Prbn.g_00813
OG0001581	Prag.g_00137	Prbn.g_01065
OG0001583	Prag.g_00790	Prbn.g_01455
OG0001587	Prag.g_01729	Prbn.g_01806
OG0001595	Prag.g_00061	Prbn.g_00711
OG0001596	Prag.g_00069	Prbn.g_00702
OG0001597	Prag.g_00356	Prbn.g_00253
OG0001598	Prag.g_01640, Prag.g_01272	Prbn.g_01566
OG0001599	Prag.g_00439	Prbn.g_00650
OG0001600	Prag.g_00490	Prbn.g_00603
OG0001601	Prag.g_00652	Prbn.g_01590
OG0001603	Prag.g_00792	Prbn.g_01452
OG0001604	Prag.g_00914	Prbn.g_01613
OG0001605	Prag.g_01004	Prbn.g_01029
OG0001606	Prag.g_01065	Prbn.g_01019
OG0001607	Prag.g_01126	Prbn.g_00801
OG0001608	Prag.g_01380	Prbn.g_01360
OG0001609	Prag.g_01529	Prbn.g_00254
OG0001610	Prag.g_01532	Prbn.g_00257
OG0001611	Prag.g_01592	Prbn.g_01666
OG0001626	Prag.g_00741	Prbn.g_00796
OG0001628	Prag.g_00754	Prbn.g_00477
OG0001629	Prag.g_00755	Prbn.g_00822
OG0001630	Prag.g_00896	Prbn.g_01924
OG0001631	Prag.g_01054	Prbn.g_00805
OG0001648	Prag.g_00366	Prbn.g_01681
OG0001649	Prag.g_01056	Prbn.g_01021
OG0001650	Prag.g_01628	Prbn.g_00141
OG0001651	Prag.g_01590	Prbn.g_01153
OG0001662	Prag.g_01096	Prbn.g_01639
OG0001663	Prag.g_01136	Prbn.g_01170
OG0001664	Prag.g_01268	Prbn.g_01643
OG0001665	Prag.g_01271	Prbn.g_01163
OG0001668	Prag.g_01244, Prag.g_01653	Prbn.g_01669, Prbn.g_01699
OG0001670	Prag.g_01623	Prbn.g_00790
OG0001684	Prag.g_00567	Prbn.g_00526
OG0001685	Prag.g_00867	Prbn.g_00472
OG0001686	Prag.g_01003	Prbn.g_01149
OG0001687	Prag.g_01048	Prbn.g_00652
OG0001689	Prag.g_01870	Prbn.g_00986
OG0001697	Prag.g_00875	Prbn.g_01453
OG0001701	Prag.g_01731	Prbn.g_00720
OG0001705	Prag.g_00389	Prbn.g_01808
OG0001706	Prag.g_00716	Prbn.g_00128
OG0001707	Prag.g_01073	Prbn.g_01142
OG0001709	Prag.g_01469	Prbn.g_00188
OG0001710	Prag.g_01750	Prbn.g_00459
OG0001725	Prag.g_00381	Prbn.g_00132
OG0001780	Prag.g_01449, Prag.g_01461	Prbn.g_00179
OG0001834	Prag.g_01447	Prbn.g_00176
OG0001836	Prag.g_01274	Prbn.g_01236
OG0001836	Prag.g_01221	Prbn.g_01237
OG0001963	Prag.g_01642	Prbn.g_00873
OG0002030	Prag.g_00725	Prbn.g_01658
OG0002034	Prag.g_01211	Prbn.g_00481
OG0002036	Prag.g_01643	Prbn.g_00882
OG0002275	Prag.g_01233	Prbn.g_01715
OG0002293	Prag.g_01260	Prbn.g_00816
OG0002326	Prag.g_00717	Prbn.g_01682
OG0002377	Prag.g_01273	Prbn.g_01238
OG0002499	Prag.g_01644	Prbn.g_00872
OG0002806	Prag.g_01261	Prbn.g_00789
OG0003060	Prag.g_01237	Prbn.g_00453
OG0003061	Prag.g_01238	Prbn.g_00454
OG0003062	Prag.g_01239	Prbn.g_00455
