Orthogroup	Syak	Prai
OG0001184	Syak.g_01571	Prai.g_01819
OG0001185	Syak.g_01643	Prai.g_01833
OG0001186	Syak.g_01709	Prai.g_01856
OG0001187	Syak.g_01712	Prai.g_01862
OG0001188	Syak.g_01714	Prai.g_01864
OG0001189	Syak.g_01736	Prai.g_01881
OG0001190	Syak.g_01942	Prai.g_01885
OG0001191	Syak.g_01928	Prai.g_01895
OG0001192	Syak.g_01921	Prai.g_01899
OG0001193	Syak.g_01888	Prai.g_01909
OG0001194	Syak.g_01882	Prai.g_01910
OG0001195	Syak.g_01881	Prai.g_01911
OG0001196	Syak.g_01811	Prai.g_01924
OG0001197	Syak.g_01809	Prai.g_01925
OG0001198	Syak.g_01798	Prai.g_01933
OG0001199	Syak.g_02249	Prai.g_00074
OG0001200	Syak.g_02247	Prai.g_00076
OG0001201	Syak.g_02191	Prai.g_00108
OG0001202	Syak.g_02061	Prai.g_00210
OG0001203	Syak.g_02307	Prai.g_00249
OG0001204	Syak.g_01404	Prai.g_00256
OG0001205	Syak.g_01181	Prai.g_00476
OG0001206	Syak.g_01148	Prai.g_00493
OG0001207	Syak.g_02566	Prai.g_00507
OG0001208	Syak.g_02576	Prai.g_00512
OG0001209	Syak.g_02643	Prai.g_00563
OG0001210	Syak.g_02654	Prai.g_00568
OG0001211	Syak.g_02669	Prai.g_00578
OG0001212	Syak.g_02728	Prai.g_00624
OG0001213	Syak.g_00025	Prai.g_00658
OG0001214	Syak.g_00037	Prai.g_00666
OG0001215	Syak.g_00697	Prai.g_00719
OG0001216	Syak.g_00805	Prai.g_00750
OG0001217	Syak.g_00138	Prai.g_00894
OG0001218	Syak.g_01093	Prai.g_00887
OG0001219	Syak.g_00551	Prai.g_00858
OG0001220	Syak.g_00580	Prai.g_00795
OG0001221	Syak.g_00390	Prai.g_01035
OG0001222	Syak.g_00517	Prai.g_00997
OG0001223	Syak.g_00472	Prai.g_00971
OG0001224	Syak.g_00739	Prai.g_00922
OG0001226	Syak.g_02239	Prai.g_01083
OG0001227	Syak.g_00963	Prai.g_01101
OG0001228	Syak.g_00619	Prai.g_01218
OG0001229	Syak.g_00711	Prai.g_01368
OG0001230	Syak.g_01030	Prai.g_01455
OG0001231	Syak.g_01777	Prai.g_01560
OG0001232	Syak.g_02385	Prai.g_01661
OG0001233	Syak.g_02359	Prai.g_01681
OG0001234	Syak.g_01374	Prai.g_01716
OG0001235	Syak.g_01362	Prai.g_01726
OG0001236	Syak.g_01568	Prai.g_01816
OG0001237	Syak.g_01573	Prai.g_01820
OG0001238	Syak.g_01926	Prai.g_01896
OG0001239	Syak.g_02252	Prai.g_00071
OG0001240	Syak.g_02206	Prai.g_00093
OG0001241	Syak.g_02197	Prai.g_00101
OG0001242	Syak.g_02168	Prai.g_00119
OG0001243	Syak.g_02160	Prai.g_00125
OG0001244	Syak.g_02132	Prai.g_00141
OG0001245	Syak.g_00248	Prai.g_00392
OG0001246	Syak.g_02604	Prai.g_00534
OG0001247	Syak.g_00618	Prai.g_00712
OG0001248	Syak.g_00147	Prai.g_00714
OG0001249	Syak.g_01251	Prai.g_00869
OG0001250	Syak.g_00602	Prai.g_00806
OG0001252	Syak.g_00754	Prai.g_00927
OG0001253	Syak.g_00250	Prai.g_01102
OG0001254	Syak.g_00272	Prai.g_01145
OG0001255	Syak.g_00066	Prai.g_01156
OG0001256	Syak.g_02430	Prai.g_01553
OG0001257	Syak.g_02502	Prai.g_01559
OG0001258	Syak.g_02420	Prai.g_01635
OG0001259	Syak.g_02361	Prai.g_01679
OG0001260	Syak.g_02332	Prai.g_01695
OG0001261	Syak.g_01315	Prai.g_01769
OG0001262	Syak.g_01734	Prai.g_01879
OG0001263	Syak.g_02157	Prai.g_00128
OG0001265	Syak.g_02170	Prai.g_00118
OG0001266	Syak.g_02057	Prai.g_00214
OG0001267	Syak.g_01459	Prai.g_00293
OG0001268	Syak.g_01240	Prai.g_00352
OG0001269	Syak.g_02323	Prai.g_00372
OG0001270	Syak.g_01194	Prai.g_00465
OG0001271	Syak.g_01121	Prai.g_00502
OG0001272	Syak.g_02580	Prai.g_00516
OG0001273	Syak.g_00030	Prai.g_00660
OG0001275	Syak.g_00633	Prai.g_00961
OG0001276	Syak.g_00649	Prai.g_00942
OG0001277	Syak.g_01829	Prai.g_01090
OG0001278	Syak.g_00671	Prai.g_01223
OG0001279	Syak.g_00105	Prai.g_01583
OG0001280	Syak.g_00933	Prai.g_01334
OG0001281	Syak.g_00944	Prai.g_01340
OG0001282	Syak.g_02564	Prai.g_01371
OG0001284	Syak.g_02446	Prai.g_01532
OG0001285	Syak.g_02381	Prai.g_01664
OG0001286	Syak.g_01301	Prai.g_01786
OG0001287	Syak.g_01652	Prai.g_01840
OG0001288	Syak.g_01686	Prai.g_01849
OG0001289	Syak.g_02222	Prai.g_00087
OG0001290	Syak.g_02198	Prai.g_00100
OG0001291	Syak.g_02147	Prai.g_00135
OG0001292	Syak.g_01410	Prai.g_00261
OG0001293	Syak.g_01432	Prai.g_00274
OG0001294	Syak.g_00355	Prai.g_00389
OG0001295	Syak.g_00740	Prai.g_00498
OG0001296	Syak.g_02610	Prai.g_00539
OG0001298	Syak.g_02703	Prai.g_00605
OG0001299	Syak.g_00349	Prai.g_00695
OG0001300	Syak.g_00706	Prai.g_00722
OG0001301	Syak.g_00721	Prai.g_00725
OG0001302	Syak.g_00068	Prai.g_00860
OG0001304	Syak.g_00664	Prai.g_00933
OG0001305	Syak.g_00728	Prai.g_00914
OG0001306	Syak.g_00915	Prai.g_01158
OG0001307	Syak.g_00344	Prai.g_01354
OG0001308	Syak.g_01054	Prai.g_01473
OG0001309	Syak.g_02620	Prai.g_01557
OG0001312	Syak.g_00537	Prai.g_01008
OG0001314	Syak.g_00124	Prai.g_00439
OG0001315	Syak.g_01284	Prai.g_00061
OG0001316	Syak.g_02140	Prai.g_00140
OG0001317	Syak.g_02302	Prai.g_00245
OG0001318	Syak.g_01424	Prai.g_00269
OG0001321	Syak.g_01172	Prai.g_00482
OG0001322	Syak.g_01171	Prai.g_00483
OG0001323	Syak.g_02623	Prai.g_00548
OG0001324	Syak.g_00707	Prai.g_00723
OG0001325	Syak.g_00800	Prai.g_00753
OG0001327	Syak.g_00362	Prai.g_01075
OG0001328	Syak.g_00383	Prai.g_01100
OG0001330	Syak.g_00925	Prai.g_01309
OG0001331	Syak.g_02559	Prai.g_01376
OG0001332	Syak.g_02485	Prai.g_01504
OG0001333	Syak.g_02365	Prai.g_01675
OG0001334	Syak.g_01274	Prai.g_01806
OG0001335	Syak.g_01273	Prai.g_01807
OG0001336	Syak.g_01817	Prai.g_01921
OG0001340	Syak.g_01261	Prai.g_00341
OG0001343	Syak.g_01877	Prai.g_01062
OG0001344	Syak.g_00893	Prai.g_01175
OG0001345	Syak.g_00856	Prai.g_01190
OG0001346	Syak.g_00937	Prai.g_01336
OG0001348	Syak.g_00774	Prai.g_01587
OG0001350	Syak.g_02306	Prai.g_00248
OG0001351	Syak.g_01164	Prai.g_00485
OG0001352	Syak.g_00764	Prai.g_00709
OG0001353	Syak.g_00612	Prai.g_00815
OG0001355	Syak.g_00144	Prai.g_01272
OG0001358	Syak.g_00007	Prai.g_00649
OG0001359	Syak.g_01878	Prai.g_01061
OG0001360	Syak.g_00854	Prai.g_01103
OG0001361	Syak.g_00859	Prai.g_01187
OG0001364	Syak.g_01552	Prai.g_01809
OG0001365	Syak.g_01937	Prai.g_01889
OG0001369	Syak.g_02207	Prai.g_00092
OG0001371	Syak.g_02231	Prai.g_00708
OG0001375	Syak.g_01876	Prai.g_01063
OG0001376	Syak.g_01916	Prai.g_01069
OG0001377	Syak.g_01917	Prai.g_01070
OG0001378	Syak.g_01196	Prai.g_01112
OG0001382	Syak.g_01169	Prai.g_01575
OG0001394	Syak.g_00399	Prai.g_01031
OG0001395	Syak.g_00789	Prai.g_00931
OG0001398	Syak.g_00571	Prai.g_01601
OG0001399	Syak.g_01977, Syak.g_01103	Prai.g_01718
OG0001405	Syak.g_01271	Prai.g_00339
OG0001406	Syak.g_01915	Prai.g_01068
OG0001408	Syak.g_00087	Prai.g_01086
OG0001409	Syak.g_00878	Prai.g_01178
OG0001410	Syak.g_00343	Prai.g_01355
OG0001411	Syak.g_01581	Prai.g_01422, Prai.g_01391
OG0001413	Syak.g_00103	Prai.g_01547
OG0001416	Syak.g_00941	Prai.g_00490
OG0001417	Syak.g_00486	Prai.g_00500
OG0001420	Syak.g_00997, Syak.g_02635	Prai.g_01122
OG0001422	Syak.g_00928	Prai.g_01585
OG0001430	Syak.g_01949, Syak.g_00314	Prai.g_01271
OG0001432	Syak.g_00095	Prai.g_01545
OG0001438	Syak.g_01475	Prai.g_00306
OG0001439	Syak.g_01506	Prai.g_00320
OG0001443	Syak.g_01909	Prai.g_01602
OG0001447	Syak.g_02159	Prai.g_00126
OG0001448	Syak.g_00121	Prai.g_00380
OG0001449	Syak.g_01401	Prai.g_00413
OG0001452	Syak.g_01419	Prai.g_01058
OG0001453	Syak.g_00465	Prai.g_00967
OG0001454	Syak.g_00249	Prai.g_01096
OG0001459	Syak.g_00311	Prai.g_01552
OG0001462	Syak.g_01750	Prai.g_00034
OG0001464	Syak.g_01260	Prai.g_00342
OG0001465	Syak.g_00775	Prai.g_00731
OG0001467	Syak.g_01022	Prai.g_00868
OG0001471	Syak.g_01501	Prai.g_01548
OG0001473	Syak.g_00102	Prai.g_01857
OG0001474	Syak.g_01239	Prai.g_00353
OG0001475	Syak.g_01594	Prai.g_00152
OG0001477	Syak.g_00718	Prai.g_01254
OG0001480	Syak.g_00084	Prai.g_00382
OG0001482	Syak.g_00476	Prai.g_00488
OG0001486	Syak.g_00900	Prai.g_01169
OG0001492	Syak.g_00668	Prai.g_01220
OG0001493	Syak.g_00676	Prai.g_01228
OG0001495	Syak.g_01357	Prai.g_01723
OG0001496	Syak.g_00715	Prai.g_01252
OG0001497	Syak.g_00717	Prai.g_01253
OG0001502	Syak.g_00586	Prai.g_00877
OG0001508	Syak.g_01591	Prai.g_01432
OG0001514	Syak.g_00714	Prai.g_01251
OG0001520	Syak.g_02689	Prai.g_00406
OG0001527	Syak.g_02682	Prai.g_00591
OG0001532	Syak.g_00838	Prai.g_01199
OG0001547	Syak.g_00564	Prai.g_00875
OG0001549	Syak.g_00577	Prai.g_00788
OG0001553	Syak.g_01037	Prai.g_01460
OG0001554	Syak.g_01945	Prai.g_01555
OG0001562	Syak.g_00639	Prai.g_00949
OG0001565	Syak.g_00083	Prai.g_00447
OG0001567	Syak.g_00565	Prai.g_00876
OG0001568	Syak.g_00562	Prai.g_00874
OG0001570	Syak.g_00574	Prai.g_01255
OG0001582	Syak.g_00231	Prai.g_00499
OG0001588	Syak.g_01554	Prai.g_00778
OG0001602	Syak.g_00776	Prai.g_00730
OG0001625	Syak.g_01426	Prai.g_00271
OG0001633	Syak.g_00662	Prai.g_01367
OG0001634	Syak.g_00352	Prai.g_01582
OG0001647	Syak.g_01450	Prai.g_00285
OG0001712	Syak.g_00225	Prai.g_00427
OG0001726	Syak.g_00572	Prai.g_00425
OG0001745	Syak.g_00281	Prai.g_01544
OG0001924	Syak.g_02769	Prai.g_01283
OG0001925	Syak.g_02768	Prai.g_01284
OG0001926	Syak.g_02767	Prai.g_01285
OG0001927	Syak.g_02766	Prai.g_01286
OG0001993	Syak.g_02771	Prai.g_01281
OG0001994	Syak.g_02770	Prai.g_01282
OG0002106	Syak.g_00071	Prai.g_00396
OG0002112	Syak.g_01488	Prai.g_00417
OG0002157	Syak.g_01489	Prai.g_00418
OG0002158	Syak.g_01487	Prai.g_00416
OG0002395	Syak.g_01490	Prai.g_01628
OG0002396	Syak.g_01340	Prai.g_01745
OG0002721	Syak.g_00110	Prai.g_01320
OG0004604	Syak.g_02526	Prai.g_00039
