Orthogroup	Syak	Prao
OG0001186	Syak.g_01709	Prao.g_01761
OG0001187	Syak.g_01712	Prao.g_01765
OG0001188	Syak.g_01714	Prao.g_01768
OG0001189	Syak.g_01736	Prao.g_01785
OG0001190	Syak.g_01942	Prao.g_01789
OG0001191	Syak.g_01928	Prao.g_01799
OG0001192	Syak.g_01921	Prao.g_01804
OG0001193	Syak.g_01888	Prao.g_01814
OG0001194	Syak.g_01882	Prao.g_01815
OG0001195	Syak.g_01881	Prao.g_01816
OG0001196	Syak.g_01811	Prao.g_01829
OG0001197	Syak.g_01809	Prao.g_01830
OG0001198	Syak.g_01798	Prao.g_01838
OG0001199	Syak.g_02249	Prao.g_00213
OG0001200	Syak.g_02247	Prao.g_00215
OG0001201	Syak.g_02191	Prao.g_00246
OG0001202	Syak.g_02061	Prao.g_00337
OG0001203	Syak.g_02307	Prao.g_00376
OG0001204	Syak.g_01404	Prao.g_00381
OG0001205	Syak.g_01181	Prao.g_00549
OG0001206	Syak.g_01148	Prao.g_00568
OG0001207	Syak.g_02566	Prao.g_00583
OG0001208	Syak.g_02576	Prao.g_00588
OG0001209	Syak.g_02643	Prao.g_01856
OG0001210	Syak.g_02654	Prao.g_01159
OG0001211	Syak.g_02669	Prao.g_01169
OG0001212	Syak.g_02728	Prao.g_00034
OG0001213	Syak.g_00025	Prao.g_00068
OG0001214	Syak.g_00037	Prao.g_00076
OG0001215	Syak.g_00697	Prao.g_00128
OG0001216	Syak.g_00805	Prao.g_00650
OG0001217	Syak.g_00138	Prao.g_00687
OG0001218	Syak.g_01093	Prao.g_00694
OG0001219	Syak.g_00551	Prao.g_00729
OG0001220	Syak.g_00580	Prao.g_00793
OG0001221	Syak.g_00390	Prao.g_00856
OG0001222	Syak.g_00517	Prao.g_00894
OG0001223	Syak.g_00472	Prao.g_00920
OG0001224	Syak.g_00739	Prao.g_00970
OG0001226	Syak.g_02239	Prao.g_01001
OG0001227	Syak.g_00963	Prao.g_01019
OG0001228	Syak.g_00619	Prao.g_01044
OG0001229	Syak.g_00711	Prao.g_01241
OG0001230	Syak.g_01030	Prao.g_01389
OG0001231	Syak.g_01777	Prao.g_01493
OG0001232	Syak.g_02385	Prao.g_01575
OG0001233	Syak.g_02359	Prao.g_01595
OG0001234	Syak.g_01374	Prao.g_01630
OG0001235	Syak.g_01362	Prao.g_01640
OG0001236	Syak.g_01568	Prao.g_01721
OG0001238	Syak.g_01926	Prao.g_01800
OG0001239	Syak.g_02252	Prao.g_00210
OG0001240	Syak.g_02206	Prao.g_00232
OG0001241	Syak.g_02197	Prao.g_00240
OG0001242	Syak.g_02168	Prao.g_00258
OG0001243	Syak.g_02160	Prao.g_00264
OG0001244	Syak.g_02132	Prao.g_00279
OG0001245	Syak.g_00248	Prao.g_00514
OG0001246	Syak.g_02604	Prao.g_00610
OG0001247	Syak.g_00618	Prao.g_00121
OG0001248	Syak.g_00147	Prao.g_00123
OG0001249	Syak.g_01251	Prao.g_00718
OG0001250	Syak.g_00602	Prao.g_00782
OG0001251	Syak.g_01875	Prao.g_00830
OG0001252	Syak.g_00754	Prao.g_00965
OG0001253	Syak.g_00250	Prao.g_01020
OG0001254	Syak.g_00272	Prao.g_01120
OG0001255	Syak.g_00066	Prao.g_01105
OG0001256	Syak.g_02430	Prao.g_01486
OG0001257	Syak.g_02502	Prao.g_01492
OG0001258	Syak.g_02420	Prao.g_01549
OG0001259	Syak.g_02361	Prao.g_01593
OG0001260	Syak.g_02332	Prao.g_01609
OG0001261	Syak.g_01315	Prao.g_01679
OG0001262	Syak.g_01734	Prao.g_01783
OG0001263	Syak.g_02157	Prao.g_00267
OG0001265	Syak.g_02170	Prao.g_00257
OG0001266	Syak.g_02057	Prao.g_00341
OG0001267	Syak.g_01459	Prao.g_00417
OG0001268	Syak.g_01240	Prao.g_00475
OG0001269	Syak.g_02323	Prao.g_00493
OG0001270	Syak.g_01194	Prao.g_00538
OG0001271	Syak.g_01121	Prao.g_00578
OG0001272	Syak.g_02580	Prao.g_00592
OG0001273	Syak.g_00030	Prao.g_00070
OG0001274	Syak.g_01988	Prao.g_00141
OG0001275	Syak.g_00633	Prao.g_00930
OG0001276	Syak.g_00649	Prao.g_00949
OG0001277	Syak.g_01829	Prao.g_01009
OG0001278	Syak.g_00671	Prao.g_01039
OG0001280	Syak.g_00933	Prao.g_01277
OG0001281	Syak.g_00944	Prao.g_01271
OG0001282	Syak.g_02564	Prao.g_01238
OG0001283	Syak.g_01818	Prao.g_01216
OG0001284	Syak.g_02446	Prao.g_01466
OG0001285	Syak.g_02381	Prao.g_01578
OG0001286	Syak.g_01301	Prao.g_01691
OG0001287	Syak.g_01652	Prao.g_01745
OG0001288	Syak.g_01686	Prao.g_01754
OG0001289	Syak.g_02222	Prao.g_00226
OG0001290	Syak.g_02198	Prao.g_00239
OG0001292	Syak.g_01410	Prao.g_00386
OG0001293	Syak.g_01432	Prao.g_00399
OG0001294	Syak.g_00355	Prao.g_00512
OG0001295	Syak.g_00740	Prao.g_00573
OG0001296	Syak.g_02610	Prao.g_00615
OG0001297	Syak.g_02614	Prao.g_00620
OG0001298	Syak.g_02703	Prao.g_01869
OG0001299	Syak.g_00349	Prao.g_00105
OG0001300	Syak.g_00706	Prao.g_00131
OG0001301	Syak.g_00721	Prao.g_00134
OG0001302	Syak.g_00068	Prao.g_00727
OG0001304	Syak.g_00664	Prao.g_00959
OG0001305	Syak.g_00728	Prao.g_00978
OG0001306	Syak.g_00915	Prao.g_01103
OG0001307	Syak.g_00344	Prao.g_01256
OG0001308	Syak.g_01054	Prao.g_01407
OG0001309	Syak.g_02620	Prao.g_01490
OG0001311	Syak.g_00651	Prao.g_00951
OG0001312	Syak.g_00537	Prao.g_00883
OG0001313	Syak.g_01140	Prao.g_00641
OG0001315	Syak.g_01284	Prao.g_00200
OG0001316	Syak.g_02140	Prao.g_00278
OG0001317	Syak.g_02302	Prao.g_00372
OG0001318	Syak.g_01424	Prao.g_00394
OG0001319	Syak.g_01448	Prao.g_00410
OG0001321	Syak.g_01172	Prao.g_00555
OG0001322	Syak.g_01171	Prao.g_00556
OG0001323	Syak.g_02623	Prao.g_00625
OG0001324	Syak.g_00707	Prao.g_00132
OG0001325	Syak.g_00800	Prao.g_00653
OG0001326	Syak.g_01870	Prao.g_00817
OG0001327	Syak.g_00362	Prao.g_00993
OG0001328	Syak.g_00383	Prao.g_01018
OG0001329	Syak.g_00280	Prao.g_01129
OG0001330	Syak.g_00925	Prao.g_01306
OG0001331	Syak.g_02559	Prao.g_01233
OG0001332	Syak.g_02485	Prao.g_01439
OG0001333	Syak.g_02365	Prao.g_01589
OG0001334	Syak.g_01274	Prao.g_01711
OG0001335	Syak.g_01273	Prao.g_01712
OG0001336	Syak.g_01817	Prao.g_01826
OG0001340	Syak.g_01261	Prao.g_00464
OG0001343	Syak.g_01877	Prao.g_00826, Prao.g_00827
OG0001344	Syak.g_00893	Prao.g_01085
OG0001345	Syak.g_00856	Prao.g_01070
OG0001346	Syak.g_00937	Prao.g_01275
OG0001347	Syak.g_01622	Prao.g_01189
OG0001350	Syak.g_02306	Prao.g_00375, Prao.g_01537
OG0001351	Syak.g_01164	Prao.g_00558
OG0001352	Syak.g_00764	Prao.g_00118
OG0001353	Syak.g_00612	Prao.g_00773
OG0001354	Syak.g_00485	Prao.g_00912
OG0001355	Syak.g_00144	Prao.g_01521
OG0001358	Syak.g_00007	Prao.g_00059
OG0001359	Syak.g_01878	Prao.g_00828
OG0001360	Syak.g_00854	Prao.g_01021
OG0001361	Syak.g_00859	Prao.g_01073
OG0001364	Syak.g_01552	Prao.g_01714
OG0001365	Syak.g_01937	Prao.g_01793
OG0001369	Syak.g_02207	Prao.g_00231
OG0001371	Syak.g_02231	Prao.g_00117
OG0001373	Syak.g_01871	Prao.g_00816
OG0001374	Syak.g_01863	Prao.g_00824
OG0001375	Syak.g_01876	Prao.g_00825
OG0001376	Syak.g_01916	Prao.g_00987
OG0001377	Syak.g_01917	Prao.g_00988
OG0001378	Syak.g_01196	Prao.g_01157
OG0001379	Syak.g_00927	Prao.g_01282
OG0001380	Syak.g_00237	Prao.g_01251
OG0001382	Syak.g_01169	Prao.g_01505
OG0001385	Syak.g_01874	Prao.g_00813
OG0001386	Syak.g_01873	Prao.g_00814
OG0001387	Syak.g_01872	Prao.g_00815
OG0001388	Syak.g_01869	Prao.g_00818
OG0001389	Syak.g_01868	Prao.g_00819
OG0001390	Syak.g_01867	Prao.g_00820
OG0001391	Syak.g_01866	Prao.g_00821
OG0001392	Syak.g_01865	Prao.g_00822
OG0001393	Syak.g_01864	Prao.g_00823
OG0001395	Syak.g_00789	Prao.g_00961
OG0001396	Syak.g_01884	Prao.g_01188
OG0001399	Syak.g_01977, Syak.g_01103	Prao.g_01632
OG0001401	Syak.g_00608	Prao.g_00642
OG0001402	Syak.g_00012	Prao.g_00702
OG0001405	Syak.g_01271	Prao.g_00462
OG0001406	Syak.g_01915	Prao.g_00986
OG0001408	Syak.g_00087	Prao.g_01005
OG0001409	Syak.g_00878	Prao.g_01082
OG0001410	Syak.g_00343	Prao.g_01255
OG0001411	Syak.g_01581	Prao.g_01218
OG0001412	Syak.g_01886	Prao.g_01190
OG0001413	Syak.g_00103	Prao.g_01481
OG0001416	Syak.g_00941	Prao.g_00565
OG0001417	Syak.g_00486	Prao.g_00575
OG0001420	Syak.g_00997, Syak.g_02635	Prao.g_01148
OG0001422	Syak.g_00928	Prao.g_01511
OG0001425	Syak.g_01922	Prao.g_01803
OG0001429	Syak.g_00547	Prao.g_00730
OG0001430	Syak.g_01949, Syak.g_00314	Prao.g_01312
OG0001432	Syak.g_00095	Prao.g_01479
OG0001438	Syak.g_01475	Prao.g_00430
OG0001439	Syak.g_01506	Prao.g_00443
OG0001442	Syak.g_00415	Prao.g_00678
OG0001447	Syak.g_02159	Prao.g_00265
OG0001448	Syak.g_00121	Prao.g_00502
OG0001449	Syak.g_01401	Prao.g_00527
OG0001452	Syak.g_01419	Prao.g_00832
OG0001453	Syak.g_00465	Prao.g_00924
OG0001454	Syak.g_00249	Prao.g_01014
OG0001456	Syak.g_01855	Prao.g_01112
OG0001457	Syak.g_01854	Prao.g_01111
OG0001458	Syak.g_01853	Prao.g_01110
OG0001459	Syak.g_00311	Prao.g_01323
OG0001462	Syak.g_01750	Prao.g_00180
OG0001464	Syak.g_01260	Prao.g_00465
OG0001465	Syak.g_00775	Prao.g_00140
OG0001467	Syak.g_01022	Prao.g_00719
OG0001471	Syak.g_01501	Prao.g_01482
OG0001473	Syak.g_00102	Prao.g_01762
OG0001477	Syak.g_00718	Prao.g_00006
OG0001479	Syak.g_01242	Prao.g_00473
OG0001480	Syak.g_00084	Prao.g_00504
OG0001482	Syak.g_00476	Prao.g_00561
OG0001486	Syak.g_00900	Prao.g_01091
OG0001492	Syak.g_00668	Prao.g_01042
OG0001493	Syak.g_00676	Prao.g_01034
OG0001495	Syak.g_01357	Prao.g_01637
OG0001496	Syak.g_00715	Prao.g_00008
OG0001497	Syak.g_00717	Prao.g_00007
OG0001502	Syak.g_00586	Prao.g_00710
OG0001504	Syak.g_00310	Prao.g_01322
OG0001514	Syak.g_00714	Prao.g_00009
OG0001520	Syak.g_02689	Prao.g_00522
OG0001546	Syak.g_02627	Prao.g_00630
OG0001547	Syak.g_00564	Prao.g_00712
OG0001549	Syak.g_00577	Prao.g_00800
OG0001551	Syak.g_00689	Prao.g_01113
OG0001553	Syak.g_01037	Prao.g_01394
OG0001554	Syak.g_01945	Prao.g_01488
OG0001558	Syak.g_01774	Prao.g_00638
OG0001564	Syak.g_01860	Prao.g_01209
OG0001567	Syak.g_00565	Prao.g_00711
OG0001568	Syak.g_00562	Prao.g_00713
OG0001570	Syak.g_00574	Prao.g_01146
OG0001573	Syak.g_01697, Syak.g_01819, Syak.g_00978	Prao.g_01352
OG0001582	Syak.g_00231	Prao.g_00574
OG0001602	Syak.g_00776	Prao.g_00139
OG0001625	Syak.g_01426	Prao.g_00396
OG0001633	Syak.g_00662	Prao.g_01242
OG0001641	Syak.g_00467	Prao.g_01200
OG0001647	Syak.g_01450	Prao.g_00411
OG0001652	Syak.g_01776	Prao.g_00636
OG0001666	Syak.g_00212	Prao.g_01324
OG0001671	Syak.g_02002	Prao.g_00151
OG0001745	Syak.g_00281	Prao.g_01478
OG0001748	Syak.g_02000	Prao.g_00152
OG0001758	Syak.g_00292	Prao.g_01541
OG0001837	Syak.g_02001	Prao.g_00153
OG0001875	Syak.g_00293	Prao.g_01542
OG0001876	Syak.g_00294	Prao.g_01543
OG0001959	Syak.g_02031	Prao.g_01345
OG0001991	Syak.g_00381	Prao.g_00562
OG0002029	Syak.g_01128	Prao.g_01325
OG0002731	Syak.g_02036	Prao.g_00643
