Orthogroup	Syak	Prac
OG0001182	Syak.g_01287	Prac.g_00564
OG0001183	Syak.g_01282	Prac.g_00006
OG0001184	Syak.g_01571	Prac.g_00022
OG0001185	Syak.g_01643	Prac.g_00036
OG0001186	Syak.g_01709	Prac.g_00058
OG0001187	Syak.g_01712	Prac.g_00062
OG0001188	Syak.g_01714	Prac.g_00064
OG0001189	Syak.g_01736	Prac.g_00081
OG0001190	Syak.g_01942	Prac.g_00085
OG0001191	Syak.g_01928	Prac.g_00095
OG0001192	Syak.g_01921	Prac.g_00099
OG0001193	Syak.g_01888	Prac.g_00109
OG0001194	Syak.g_01882	Prac.g_00110
OG0001195	Syak.g_01881	Prac.g_00111
OG0001196	Syak.g_01811	Prac.g_00124
OG0001197	Syak.g_01809	Prac.g_00125
OG0001198	Syak.g_01798	Prac.g_01950
OG0001199	Syak.g_02249	Prac.g_01857
OG0001200	Syak.g_02247	Prac.g_01855
OG0001201	Syak.g_02191	Prac.g_01823
OG0001202	Syak.g_02061	Prac.g_01731
OG0001203	Syak.g_02307	Prac.g_01692
OG0001204	Syak.g_01404	Prac.g_01687
OG0001205	Syak.g_01181	Prac.g_01102
OG0001206	Syak.g_01148	Prac.g_01083
OG0001207	Syak.g_02566	Prac.g_01067
OG0001208	Syak.g_02576	Prac.g_01062
OG0001209	Syak.g_02643	Prac.g_00837
OG0001210	Syak.g_02654	Prac.g_00832
OG0001211	Syak.g_02669	Prac.g_00822
OG0001212	Syak.g_02728	Prac.g_00776
OG0001213	Syak.g_00025	Prac.g_00742
OG0001214	Syak.g_00037	Prac.g_00734
OG0001215	Syak.g_00697	Prac.g_00681
OG0001216	Syak.g_00805	Prac.g_01558
OG0001217	Syak.g_00138	Prac.g_01521
OG0001219	Syak.g_00551	Prac.g_01487
OG0001220	Syak.g_00580	Prac.g_01424
OG0001221	Syak.g_00390	Prac.g_01373
OG0001222	Syak.g_00517	Prac.g_01335
OG0001223	Syak.g_00472	Prac.g_01309
OG0001224	Syak.g_00739	Prac.g_01260
OG0001226	Syak.g_02239	Prac.g_01232
OG0001227	Syak.g_00963	Prac.g_01213
OG0001228	Syak.g_00619	Prac.g_00940
OG0001229	Syak.g_00711	Prac.g_00215
OG0001230	Syak.g_01030	Prac.g_00419
OG0001231	Syak.g_01777	Prac.g_00315
OG0001232	Syak.g_02385	Prac.g_00602
OG0001233	Syak.g_02359	Prac.g_00582
OG0001234	Syak.g_01374	Prac.g_00491
OG0001235	Syak.g_01362	Prac.g_00501
OG0001236	Syak.g_01568	Prac.g_00019
OG0001237	Syak.g_01573	Prac.g_00023
OG0001238	Syak.g_01926	Prac.g_00096
OG0001239	Syak.g_02252	Prac.g_01860
OG0001240	Syak.g_02206	Prac.g_01838
OG0001241	Syak.g_02197	Prac.g_01830
OG0001242	Syak.g_02168	Prac.g_01812
OG0001243	Syak.g_02160	Prac.g_01806
OG0001244	Syak.g_02132	Prac.g_01790
OG0001245	Syak.g_00248	Prac.g_01153
OG0001246	Syak.g_02604	Prac.g_00867
OG0001247	Syak.g_00618	Prac.g_00688
OG0001248	Syak.g_00147	Prac.g_00686
OG0001249	Syak.g_01251	Prac.g_01498
OG0001250	Syak.g_00602	Prac.g_01435
OG0001251	Syak.g_01875	Prac.g_01400
OG0001252	Syak.g_00754	Prac.g_01265
OG0001253	Syak.g_00250	Prac.g_01212
OG0001254	Syak.g_00272	Prac.g_01016
OG0001255	Syak.g_00066	Prac.g_01001
OG0001256	Syak.g_02430	Prac.g_00322
OG0001257	Syak.g_02502	Prac.g_00316
OG0001258	Syak.g_02420	Prac.g_00628
OG0001259	Syak.g_02361	Prac.g_00584
OG0001260	Syak.g_02332	Prac.g_00568
OG0001261	Syak.g_01315	Prac.g_00540
OG0001262	Syak.g_01734	Prac.g_00079
OG0001263	Syak.g_02157	Prac.g_01803
OG0001265	Syak.g_02170	Prac.g_01813
OG0001266	Syak.g_02057	Prac.g_01727
OG0001267	Syak.g_01459	Prac.g_01651
OG0001268	Syak.g_01240	Prac.g_01195
OG0001269	Syak.g_02323	Prac.g_01175
OG0001270	Syak.g_01194	Prac.g_01113
OG0001271	Syak.g_01121	Prac.g_01072
OG0001272	Syak.g_02580	Prac.g_01058
OG0001273	Syak.g_00030	Prac.g_00740
OG0001274	Syak.g_01988	Prac.g_00668
OG0001275	Syak.g_00633	Prac.g_01300
OG0001276	Syak.g_00649	Prac.g_01281
OG0001277	Syak.g_01829	Prac.g_01223
OG0001278	Syak.g_00671	Prac.g_00935
OG0001280	Syak.g_00933	Prac.g_00174
OG0001281	Syak.g_00944	Prac.g_00180
OG0001282	Syak.g_02564	Prac.g_00218
OG0001283	Syak.g_01818	Prac.g_00237
OG0001284	Syak.g_02446	Prac.g_00341
OG0001285	Syak.g_02381	Prac.g_00599
OG0001287	Syak.g_01652	Prac.g_00043
OG0001288	Syak.g_01686	Prac.g_00051
OG0001289	Syak.g_02222	Prac.g_01844
OG0001290	Syak.g_02198	Prac.g_01831
OG0001291	Syak.g_02147	Prac.g_01796
OG0001292	Syak.g_01410	Prac.g_01682
OG0001293	Syak.g_01432	Prac.g_01670
OG0001294	Syak.g_00355	Prac.g_01155
OG0001295	Syak.g_00740	Prac.g_01078
OG0001296	Syak.g_02610	Prac.g_00862
OG0001298	Syak.g_02703	Prac.g_00796
OG0001299	Syak.g_00349	Prac.g_00705
OG0001300	Syak.g_00706	Prac.g_00678
OG0001301	Syak.g_00721	Prac.g_00675
OG0001302	Syak.g_00068	Prac.g_01489
OG0001303	Syak.g_00548	Prac.g_01296
OG0001304	Syak.g_00664	Prac.g_01271
OG0001305	Syak.g_00728	Prac.g_01252
OG0001306	Syak.g_00915	Prac.g_00999
OG0001307	Syak.g_00344	Prac.g_00200
OG0001308	Syak.g_01054	Prac.g_00401
OG0001309	Syak.g_02620	Prac.g_00318
OG0001311	Syak.g_00651	Prac.g_01279
OG0001312	Syak.g_00537	Prac.g_01346
OG0001315	Syak.g_01284	Prac.g_01869
OG0001316	Syak.g_02140	Prac.g_01791
OG0001317	Syak.g_02302	Prac.g_01696
OG0001318	Syak.g_01424	Prac.g_01675
OG0001319	Syak.g_01448	Prac.g_01659
OG0001321	Syak.g_01172	Prac.g_01096
OG0001322	Syak.g_01171	Prac.g_01095
OG0001323	Syak.g_02623	Prac.g_00853
OG0001324	Syak.g_00707	Prac.g_00677
OG0001325	Syak.g_00800	Prac.g_01555
OG0001326	Syak.g_01870	Prac.g_00647
OG0001327	Syak.g_00362	Prac.g_01240
OG0001328	Syak.g_00383	Prac.g_01214
OG0001329	Syak.g_00280	Prac.g_01024
OG0001330	Syak.g_00925	Prac.g_00153
OG0001331	Syak.g_02559	Prac.g_00223
OG0001332	Syak.g_02485	Prac.g_00368
OG0001333	Syak.g_02365	Prac.g_00588
OG0001334	Syak.g_01274	Prac.g_00009
OG0001335	Syak.g_01273	Prac.g_00010
OG0001336	Syak.g_01817	Prac.g_00121
OG0001340	Syak.g_01261	Prac.g_01603
OG0001343	Syak.g_01877	Prac.g_01403
OG0001344	Syak.g_00893	Prac.g_00981
OG0001345	Syak.g_00856	Prac.g_00966
OG0001346	Syak.g_00937	Prac.g_00176
OG0001348	Syak.g_00774	Prac.g_00295
OG0001350	Syak.g_02306	Prac.g_01693
OG0001351	Syak.g_01164	Prac.g_01093
OG0001352	Syak.g_00764	Prac.g_00691
OG0001355	Syak.g_00144	Prac.g_00285, Prac.g_00878
OG0001356	Syak.g_00773	Prac.g_00900
OG0001358	Syak.g_00007	Prac.g_00751
OG0001359	Syak.g_01878	Prac.g_01402
OG0001360	Syak.g_00854	Prac.g_01211
OG0001361	Syak.g_00859	Prac.g_00969
OG0001364	Syak.g_01552	Prac.g_00012
OG0001365	Syak.g_01937	Prac.g_00089
OG0001369	Syak.g_02207	Prac.g_01839
OG0001371	Syak.g_02231	Prac.g_00692
OG0001373	Syak.g_01871	Prac.g_00646
OG0001374	Syak.g_01863	Prac.g_00654
OG0001375	Syak.g_01876	Prac.g_01404
OG0001376	Syak.g_01916	Prac.g_01246
OG0001377	Syak.g_01917	Prac.g_01245
OG0001378	Syak.g_01196	Prac.g_01047
OG0001380	Syak.g_00237	Prac.g_00205
OG0001382	Syak.g_01169	Prac.g_00302
OG0001385	Syak.g_01874	Prac.g_00643
OG0001386	Syak.g_01873	Prac.g_00644
OG0001387	Syak.g_01872	Prac.g_00645
OG0001388	Syak.g_01869	Prac.g_00648
OG0001389	Syak.g_01868	Prac.g_00649
OG0001390	Syak.g_01867	Prac.g_00650
OG0001391	Syak.g_01866	Prac.g_00651
OG0001392	Syak.g_01865	Prac.g_00652
OG0001393	Syak.g_01864	Prac.g_00653
OG0001395	Syak.g_00789	Prac.g_01269
OG0001399	Syak.g_01977, Syak.g_01103	Prac.g_00493
OG0001405	Syak.g_01271	Prac.g_01605
OG0001406	Syak.g_01915	Prac.g_01247
OG0001408	Syak.g_00087	Prac.g_01228, Prac.g_01229
OG0001409	Syak.g_00878	Prac.g_00978
OG0001410	Syak.g_00343	Prac.g_00201
OG0001411	Syak.g_01581	Prac.g_00259
OG0001413	Syak.g_00103	Prac.g_00327
OG0001416	Syak.g_00941	Prac.g_01088, Prac.g_01087
OG0001417	Syak.g_00486	Prac.g_01076, Prac.g_01075
OG0001420	Syak.g_00997, Syak.g_02635	Prac.g_01038
OG0001422	Syak.g_00928	Prac.g_00297
OG0001429	Syak.g_00547	Prac.g_01486
OG0001430	Syak.g_01949, Syak.g_00314	Prac.g_00148
OG0001432	Syak.g_00095	Prac.g_00328
OG0001433	Syak.g_00771	Prac.g_00899
OG0001435	Syak.g_00369	Prac.g_01388
OG0001438	Syak.g_01475	Prac.g_01638
OG0001439	Syak.g_01506	Prac.g_01624
OG0001442	Syak.g_00415	Prac.g_01530
OG0001447	Syak.g_02159	Prac.g_01805
OG0001448	Syak.g_00121	Prac.g_01167
OG0001452	Syak.g_01419	Prac.g_01398
OG0001453	Syak.g_00465	Prac.g_01306
OG0001454	Syak.g_00249	Prac.g_01218
OG0001456	Syak.g_01855	Prac.g_01008
OG0001457	Syak.g_01854	Prac.g_01007
OG0001458	Syak.g_01853	Prac.g_01006
OG0001459	Syak.g_00311	Prac.g_00134
OG0001462	Syak.g_01750	Prac.g_01912
OG0001464	Syak.g_01260	Prac.g_01602
OG0001465	Syak.g_00775	Prac.g_00669
OG0001467	Syak.g_01022	Prac.g_01497
OG0001470	Syak.g_01592	Prac.g_00239
OG0001471	Syak.g_01501	Prac.g_00326
OG0001473	Syak.g_00102	Prac.g_00059
OG0001474	Syak.g_01239	Prac.g_01194
OG0001475	Syak.g_01594	Prac.g_00241
OG0001479	Syak.g_01242	Prac.g_01197
OG0001480	Syak.g_00084	Prac.g_01165
OG0001482	Syak.g_00476	Prac.g_01090
OG0001486	Syak.g_00900	Prac.g_00987
OG0001492	Syak.g_00668	Prac.g_00938
OG0001493	Syak.g_00676	Prac.g_00930
OG0001502	Syak.g_00586	Prac.g_01502
OG0001504	Syak.g_00310	Prac.g_00135
OG0001508	Syak.g_01591	Prac.g_00238
OG0001520	Syak.g_02689	Prac.g_01141, Prac.g_01140
OG0001528	Syak.g_01593	Prac.g_00240
OG0001546	Syak.g_02627	Prac.g_00848
OG0001551	Syak.g_00689	Prac.g_01009
OG0001553	Syak.g_01037	Prac.g_00414
OG0001554	Syak.g_01945	Prac.g_00320
OG0001565	Syak.g_00083	Prac.g_01120
OG0001572	Syak.g_00097	Prac.g_00911
OG0001582	Syak.g_00231	Prac.g_01077
OG0001588	Syak.g_01554	Prac.g_00435
OG0001602	Syak.g_00776	Prac.g_00670
OG0001625	Syak.g_01426	Prac.g_01673
OG0001633	Syak.g_00662	Prac.g_00214
OG0001647	Syak.g_01450	Prac.g_01658
OG0001712	Syak.g_00225	Prac.g_01123
OG0001713	Syak.g_00881	Prac.g_01873
OG0001726	Syak.g_00572	Prac.g_01126
OG0001745	Syak.g_00281	Prac.g_00329
OG0001924	Syak.g_02769	Prac.g_01585
OG0001925	Syak.g_02768	Prac.g_01586
OG0001926	Syak.g_02767	Prac.g_01587
OG0001927	Syak.g_02766	Prac.g_01588
OG0001993	Syak.g_02771	Prac.g_01583
OG0001994	Syak.g_02770	Prac.g_01584
OG0002109	Syak.g_01102	Prac.g_00658, Prac.g_00193
OG0002111	Syak.g_00568	Prac.g_00781
OG0002156	Syak.g_01003	Prac.g_01895, Prac.g_01894
OG0002899	Syak.g_01100	Prac.g_00660
OG0004539	Syak.g_01099	Prac.g_00661
