Orthogroup	Syak	Pras
OG0001177	Syak.g_01356	Pras.g_00636
OG0001178	Syak.g_02411	Pras.g_00641
OG0001179	Syak.g_01324	Pras.g_00671
OG0001181	Syak.g_01296	Pras.g_00697
OG0001182	Syak.g_01287	Pras.g_00704
OG0001183	Syak.g_01282	Pras.g_00708
OG0001184	Syak.g_01571	Pras.g_00724
OG0001185	Syak.g_01643	Pras.g_00738
OG0001186	Syak.g_01709	Pras.g_00762
OG0001187	Syak.g_01712	Pras.g_00766
OG0001188	Syak.g_01714	Pras.g_00769
OG0001189	Syak.g_01736	Pras.g_00786
OG0001190	Syak.g_01942	Pras.g_00790
OG0001191	Syak.g_01928	Pras.g_00800
OG0001192	Syak.g_01921	Pras.g_00804
OG0001193	Syak.g_01888	Pras.g_00815
OG0001194	Syak.g_01882	Pras.g_00816
OG0001195	Syak.g_01881	Pras.g_00817
OG0001196	Syak.g_01811	Pras.g_00830
OG0001197	Syak.g_01809	Pras.g_00831
OG0001198	Syak.g_01798	Pras.g_00839
OG0001199	Syak.g_02249	Pras.g_00925
OG0001200	Syak.g_02247	Pras.g_00927
OG0001201	Syak.g_02191	Pras.g_00959
OG0001202	Syak.g_02061	Pras.g_01050
OG0001203	Syak.g_02307	Pras.g_01090
OG0001204	Syak.g_01404	Pras.g_01095
OG0001205	Syak.g_01181	Pras.g_01323
OG0001206	Syak.g_01148	Pras.g_01340
OG0001207	Syak.g_02566	Pras.g_01355
OG0001208	Syak.g_02576	Pras.g_01360
OG0001209	Syak.g_02643	Pras.g_01412
OG0001210	Syak.g_02654	Pras.g_01417
OG0001211	Syak.g_02669	Pras.g_01427
OG0001212	Syak.g_02728	Pras.g_01472
OG0001213	Syak.g_00025	Pras.g_01505
OG0001214	Syak.g_00037	Pras.g_01513
OG0001215	Syak.g_00697	Pras.g_01566
OG0001216	Syak.g_00805	Pras.g_01608
OG0001217	Syak.g_00138	Pras.g_01649
OG0001218	Syak.g_01093	Pras.g_01657
OG0001219	Syak.g_00551	Pras.g_01690
OG0001220	Syak.g_00580	Pras.g_01752
OG0001221	Syak.g_00390	Pras.g_01812
OG0001222	Syak.g_00517	Pras.g_01851
OG0001223	Syak.g_00472	Pras.g_01877
OG0001224	Syak.g_00739	Pras.g_01930
OG0001226	Syak.g_02239	Pras.g_01958
OG0001227	Syak.g_00963	Pras.g_01976
OG0001228	Syak.g_00619	Pras.g_00102
OG0001229	Syak.g_00711	Pras.g_00248
OG0001230	Syak.g_01030	Pras.g_00342
OG0001231	Syak.g_01777	Pras.g_00450
OG0001232	Syak.g_02385	Pras.g_00573
OG0001233	Syak.g_02359	Pras.g_00593
OG0001234	Syak.g_01374	Pras.g_00628
OG0001235	Syak.g_01362	Pras.g_00638
OG0001236	Syak.g_01568	Pras.g_00721
OG0001237	Syak.g_01573	Pras.g_00725
OG0001238	Syak.g_01926	Pras.g_00801
OG0001240	Syak.g_02206	Pras.g_00944
OG0001241	Syak.g_02197	Pras.g_00952
OG0001242	Syak.g_02168	Pras.g_00970
OG0001243	Syak.g_02160	Pras.g_00976
OG0001244	Syak.g_02132	Pras.g_00992
OG0001245	Syak.g_00248	Pras.g_01233
OG0001246	Syak.g_02604	Pras.g_01382
OG0001247	Syak.g_00618	Pras.g_01559
OG0001248	Syak.g_00147	Pras.g_01561
OG0001249	Syak.g_01251	Pras.g_01679
OG0001250	Syak.g_00602	Pras.g_01741
OG0001251	Syak.g_01875	Pras.g_01789
OG0001252	Syak.g_00754	Pras.g_01925
OG0001253	Syak.g_00250	Pras.g_01977
OG0001254	Syak.g_00272	Pras.g_00025
OG0001255	Syak.g_00066	Pras.g_00040
OG0001256	Syak.g_02430	Pras.g_00443
OG0001257	Syak.g_02502	Pras.g_00449
OG0001258	Syak.g_02420	Pras.g_00547
OG0001259	Syak.g_02361	Pras.g_00591
OG0001260	Syak.g_02332	Pras.g_00608
OG0001261	Syak.g_01315	Pras.g_00679
OG0001262	Syak.g_01734	Pras.g_00784
OG0001263	Syak.g_02157	Pras.g_00979
OG0001265	Syak.g_02170	Pras.g_00969
OG0001266	Syak.g_02057	Pras.g_01054
OG0001267	Syak.g_01459	Pras.g_01132
OG0001268	Syak.g_01240	Pras.g_01192
OG0001269	Syak.g_02323	Pras.g_01212
OG0001270	Syak.g_01194	Pras.g_01312
OG0001271	Syak.g_01121	Pras.g_01350
OG0001272	Syak.g_02580	Pras.g_01364
OG0001273	Syak.g_00030	Pras.g_01507
OG0001274	Syak.g_01988	Pras.g_01579
OG0001275	Syak.g_00633	Pras.g_01888
OG0001276	Syak.g_00649	Pras.g_01909
OG0001277	Syak.g_01829	Pras.g_01966
OG0001278	Syak.g_00671	Pras.g_00107
OG0001279	Syak.g_00105	Pras.g_00152
OG0001280	Syak.g_00933	Pras.g_00208
OG0001282	Syak.g_02564	Pras.g_00251
OG0001283	Syak.g_01818	Pras.g_00270
OG0001284	Syak.g_02446	Pras.g_00423
OG0001285	Syak.g_02381	Pras.g_00576
OG0001286	Syak.g_01301	Pras.g_00691
OG0001287	Syak.g_01652	Pras.g_00745
OG0001288	Syak.g_01686	Pras.g_00754
OG0001289	Syak.g_02222	Pras.g_00938
OG0001290	Syak.g_02198	Pras.g_00951
OG0001291	Syak.g_02147	Pras.g_00986
OG0001292	Syak.g_01410	Pras.g_01100
OG0001293	Syak.g_01432	Pras.g_01113
OG0001294	Syak.g_00355	Pras.g_01231
OG0001295	Syak.g_00740	Pras.g_01345
OG0001296	Syak.g_02610	Pras.g_01387
OG0001297	Syak.g_02614	Pras.g_01392
OG0001298	Syak.g_02703	Pras.g_01453
OG0001299	Syak.g_00349	Pras.g_01542
OG0001300	Syak.g_00706	Pras.g_01569
OG0001301	Syak.g_00721	Pras.g_01572
OG0001302	Syak.g_00068	Pras.g_01688
OG0001303	Syak.g_00548	Pras.g_01892
OG0001304	Syak.g_00664	Pras.g_01919
OG0001305	Syak.g_00728	Pras.g_01938
OG0001306	Syak.g_00915	Pras.g_00042
OG0001307	Syak.g_00344	Pras.g_00233
OG0001308	Syak.g_01054	Pras.g_00360
OG0001309	Syak.g_02620	Pras.g_00447
OG0001311	Syak.g_00651	Pras.g_01911
OG0001314	Syak.g_00124	Pras.g_01639
OG0001315	Syak.g_01284	Pras.g_00913
OG0001316	Syak.g_02140	Pras.g_00991
OG0001317	Syak.g_02302	Pras.g_01086
OG0001318	Syak.g_01424	Pras.g_01108
OG0001319	Syak.g_01448	Pras.g_01124
OG0001321	Syak.g_01172	Pras.g_01329
OG0001322	Syak.g_01171	Pras.g_01330
OG0001323	Syak.g_02623	Pras.g_01397
OG0001324	Syak.g_00707	Pras.g_01570
OG0001325	Syak.g_00800	Pras.g_01611
OG0001326	Syak.g_01870	Pras.g_01777
OG0001327	Syak.g_00362	Pras.g_01950
OG0001328	Syak.g_00383	Pras.g_01975
OG0001329	Syak.g_00280	Pras.g_00017
OG0001330	Syak.g_00925	Pras.g_00177
OG0001331	Syak.g_02559	Pras.g_00256
OG0001332	Syak.g_02485	Pras.g_00394
OG0001333	Syak.g_02365	Pras.g_00587
OG0001334	Syak.g_01274	Pras.g_00711
OG0001335	Syak.g_01273	Pras.g_00712
OG0001336	Syak.g_01817	Pras.g_00827
OG0001340	Syak.g_01261	Pras.g_01180
OG0001343	Syak.g_01877	Pras.g_01786
OG0001344	Syak.g_00893	Pras.g_00060
OG0001345	Syak.g_00856	Pras.g_00075
OG0001346	Syak.g_00937	Pras.g_00210
OG0001350	Syak.g_02306	Pras.g_01089
OG0001352	Syak.g_00764	Pras.g_01556
OG0001355	Syak.g_00144	Pras.g_00144
OG0001358	Syak.g_00007	Pras.g_01496
OG0001359	Syak.g_01878	Pras.g_01787
OG0001360	Syak.g_00854	Pras.g_01978
OG0001361	Syak.g_00859	Pras.g_00072
OG0001364	Syak.g_01552	Pras.g_00714
OG0001365	Syak.g_01937	Pras.g_00794
OG0001369	Syak.g_02207	Pras.g_00943
OG0001371	Syak.g_02231	Pras.g_01555
OG0001373	Syak.g_01871	Pras.g_01776
OG0001374	Syak.g_01863	Pras.g_01784
OG0001375	Syak.g_01876	Pras.g_01785
OG0001376	Syak.g_01916	Pras.g_01944
OG0001377	Syak.g_01917	Pras.g_01945
OG0001378	Syak.g_01196	Pras.g_01987
OG0001380	Syak.g_00237	Pras.g_00238
OG0001382	Syak.g_01169	Pras.g_00462
OG0001385	Syak.g_01874	Pras.g_01773
OG0001386	Syak.g_01873	Pras.g_01774
OG0001387	Syak.g_01872	Pras.g_01775
OG0001388	Syak.g_01869	Pras.g_01778
OG0001389	Syak.g_01868	Pras.g_01779
OG0001390	Syak.g_01867	Pras.g_01780
OG0001391	Syak.g_01866	Pras.g_01781
OG0001392	Syak.g_01865	Pras.g_01782
OG0001393	Syak.g_01864	Pras.g_01783
OG0001394	Syak.g_00399	Pras.g_01816
OG0001395	Syak.g_00789	Pras.g_01921
OG0001399	Syak.g_01977, Syak.g_01103	Pras.g_00630
OG0001405	Syak.g_01271	Pras.g_01178
OG0001406	Syak.g_01915	Pras.g_01943
OG0001408	Syak.g_00087	Pras.g_01961
OG0001409	Syak.g_00878	Pras.g_00063
OG0001410	Syak.g_00343	Pras.g_00234
OG0001413	Syak.g_00103	Pras.g_00438
OG0001416	Syak.g_00941	Pras.g_01336
OG0001417	Syak.g_00486	Pras.g_01347
OG0001420	Syak.g_00997, Syak.g_02635	Pras.g_01996
OG0001422	Syak.g_00928	Pras.g_00467
OG0001429	Syak.g_00547	Pras.g_01691
OG0001430	Syak.g_01949, Syak.g_00314	Pras.g_00172
OG0001432	Syak.g_00095	Pras.g_00436
OG0001435	Syak.g_00369	Pras.g_01797
OG0001439	Syak.g_01506	Pras.g_01159
OG0001442	Syak.g_00415	Pras.g_01637
OG0001447	Syak.g_02159	Pras.g_00977
OG0001448	Syak.g_00121	Pras.g_01220
OG0001449	Syak.g_01401	Pras.g_01254, Pras.g_01253
OG0001453	Syak.g_00465	Pras.g_01882
OG0001454	Syak.g_00249	Pras.g_01971
OG0001456	Syak.g_01855	Pras.g_00033
OG0001457	Syak.g_01854	Pras.g_00034
OG0001458	Syak.g_01853	Pras.g_00035
OG0001462	Syak.g_01750	Pras.g_00876
OG0001464	Syak.g_01260	Pras.g_01181
OG0001465	Syak.g_00775	Pras.g_01578
OG0001471	Syak.g_01501	Pras.g_00439
OG0001473	Syak.g_00102	Pras.g_00763
OG0001474	Syak.g_01239	Pras.g_01193
OG0001475	Syak.g_01594	Pras.g_00306
OG0001479	Syak.g_01242	Pras.g_01190
OG0001480	Syak.g_00084	Pras.g_01222
OG0001482	Syak.g_00476	Pras.g_01334
OG0001486	Syak.g_00900	Pras.g_00054
OG0001492	Syak.g_00668	Pras.g_00104
OG0001493	Syak.g_00676	Pras.g_00112
OG0001495	Syak.g_01357	Pras.g_00635
OG0001502	Syak.g_00586	Pras.g_01671
OG0001520	Syak.g_02689	Pras.g_01246
OG0001525	Syak.g_00091	Pras.g_00455
OG0001547	Syak.g_00564	Pras.g_01673
OG0001549	Syak.g_00577	Pras.g_01759
OG0001551	Syak.g_00689	Pras.g_00032
OG0001553	Syak.g_01037	Pras.g_00347
OG0001554	Syak.g_01945	Pras.g_00445
OG0001557	Syak.g_00400	Pras.g_01817
OG0001564	Syak.g_01860	Pras.g_00320, Pras.g_00300
OG0001565	Syak.g_00083	Pras.g_01295
OG0001567	Syak.g_00565	Pras.g_01672
OG0001568	Syak.g_00562	Pras.g_01674
OG0001572	Syak.g_00097	Pras.g_00143
OG0001582	Syak.g_00231	Pras.g_01346
OG0001602	Syak.g_00776	Pras.g_01577
OG0001625	Syak.g_01426	Pras.g_01110
OG0001633	Syak.g_00662	Pras.g_00247
OG0001647	Syak.g_01450	Pras.g_01125
OG0001712	Syak.g_00225	Pras.g_01267
OG0001713	Syak.g_00881	Pras.g_00908
OG0001726	Syak.g_00572	Pras.g_01264
OG0001745	Syak.g_00281	Pras.g_00435
OG0001755	Syak.g_02619	Pras.g_00305
OG0001924	Syak.g_02769	Pras.g_00517
OG0001925	Syak.g_02768	Pras.g_00518
OG0001926	Syak.g_02767	Pras.g_00519
OG0001927	Syak.g_02766	Pras.g_00520
OG0001959	Syak.g_02031	Pras.g_00228
OG0001993	Syak.g_02771	Pras.g_00515
OG0001994	Syak.g_02770	Pras.g_00516
OG0002015	Syak.g_01541	Pras.g_00315
OG0002112	Syak.g_01488	Pras.g_01258
OG0002156	Syak.g_01003	Pras.g_00891
OG0002157	Syak.g_01489	Pras.g_01259
OG0002158	Syak.g_01487	Pras.g_01257
OG0002349	Syak.g_02357	Pras.g_00595
OG0002387	Syak.g_01600	Pras.g_00317
OG0002692	Syak.g_00245	Pras.g_00475
OG0002785	Syak.g_02518	Pras.g_01591
