Orthogroup	Syak	Prbb
OG0001129	Syak.g_00751	Prbb.g_01063
OG0001130	Syak.g_00750	Prbb.g_01064
OG0001131	Syak.g_00389	Prbb.g_00897
OG0001132	Syak.g_00120	Prbb.g_01108
OG0001133	Syak.g_00014	Prbb.g_01085
OG0001134	Syak.g_00273	Prbb.g_01887
OG0001136	Syak.g_00901	Prbb.g_01520
OG0001137	Syak.g_00876	Prbb.g_01507
OG0001138	Syak.g_00839	Prbb.g_01486
OG0001139	Syak.g_00837	Prbb.g_01484
OG0001140	Syak.g_00836	Prbb.g_01483
OG0001141	Syak.g_00835	Prbb.g_01482
OG0001142	Syak.g_00834	Prbb.g_01481
OG0001143	Syak.g_00826	Prbb.g_01474
OG0001144	Syak.g_00815	Prbb.g_01469
OG0001145	Syak.g_00922	Prbb.g_01578
OG0001146	Syak.g_00943	Prbb.g_01590
OG0001147	Syak.g_01113	Prbb.g_01612
OG0001148	Syak.g_02563	Prbb.g_01641
OG0001149	Syak.g_02562	Prbb.g_01642
OG0001150	Syak.g_02561	Prbb.g_01643
OG0001151	Syak.g_02548	Prbb.g_01654
OG0001153	Syak.g_01084	Prbb.g_01716
OG0001154	Syak.g_01085	Prbb.g_01717
OG0001155	Syak.g_02480	Prbb.g_01733
OG0001156	Syak.g_02477	Prbb.g_01736
OG0001157	Syak.g_02476	Prbb.g_01737
OG0001158	Syak.g_02475	Prbb.g_01738
OG0001159	Syak.g_02474	Prbb.g_01739
OG0001160	Syak.g_02437	Prbb.g_01765
OG0001161	Syak.g_01906	Prbb.g_01555
OG0001162	Syak.g_00959	Prbb.g_01778
OG0001163	Syak.g_02429	Prbb.g_01815
OG0001164	Syak.g_02423	Prbb.g_01819
OG0001165	Syak.g_02418	Prbb.g_01822
OG0001166	Syak.g_02394	Prbb.g_01840
OG0001167	Syak.g_02366	Prbb.g_01858
OG0001168	Syak.g_02364	Prbb.g_01859
OG0001169	Syak.g_02362	Prbb.g_01861
OG0001170	Syak.g_02360	Prbb.g_01863
OG0001171	Syak.g_02349	Prbb.g_01873
OG0001172	Syak.g_01388	Prbb.g_01926
OG0001173	Syak.g_01387	Prbb.g_01927
OG0001174	Syak.g_01379	Prbb.g_01935
OG0001175	Syak.g_01378	Prbb.g_01936
OG0001176	Syak.g_01354	Prbb.g_01947
OG0001177	Syak.g_01356	Prbb.g_01945
OG0001178	Syak.g_02411	Prbb.g_01279
OG0001179	Syak.g_01324	Prbb.g_01984
OG0001181	Syak.g_01296	Prbb.g_02011
OG0001182	Syak.g_01287	Prbb.g_02019
OG0001183	Syak.g_01282	Prbb.g_02025
OG0001184	Syak.g_01571	Prbb.g_02041
OG0001185	Syak.g_01643	Prbb.g_02056
OG0001186	Syak.g_01709	Prbb.g_02097
OG0001187	Syak.g_01712	Prbb.g_02100
OG0001188	Syak.g_01714	Prbb.g_02102
OG0001189	Syak.g_01736	Prbb.g_02119
OG0001190	Syak.g_01942	Prbb.g_02124
OG0001191	Syak.g_01928	Prbb.g_02134
OG0001192	Syak.g_01921	Prbb.g_02139
OG0001193	Syak.g_01888	Prbb.g_02152
OG0001194	Syak.g_01882	Prbb.g_02153
OG0001195	Syak.g_01881	Prbb.g_02154
OG0001196	Syak.g_01811	Prbb.g_02175
OG0001197	Syak.g_01809	Prbb.g_02177
OG0001198	Syak.g_01798	Prbb.g_02186
OG0001199	Syak.g_02249	Prbb.g_00129
OG0001200	Syak.g_02247	Prbb.g_00131
OG0001201	Syak.g_02191	Prbb.g_00163
OG0001202	Syak.g_02061	Prbb.g_00256
OG0001203	Syak.g_02307	Prbb.g_00295
OG0001204	Syak.g_01404	Prbb.g_00301
OG0001205	Syak.g_01181	Prbb.g_00450
OG0001206	Syak.g_01148	Prbb.g_00469
OG0001207	Syak.g_02566	Prbb.g_00480
OG0001208	Syak.g_02576	Prbb.g_00487
OG0001209	Syak.g_02643	Prbb.g_00538
OG0001210	Syak.g_02654	Prbb.g_00543
OG0001211	Syak.g_02669	Prbb.g_00554
OG0001212	Syak.g_02728	Prbb.g_00596
OG0001213	Syak.g_00025	Prbb.g_00630
OG0001214	Syak.g_00037	Prbb.g_00638
OG0001215	Syak.g_00697	Prbb.g_00696
OG0001216	Syak.g_00805	Prbb.g_00715
OG0001217	Syak.g_00138	Prbb.g_00108
OG0001218	Syak.g_01093	Prbb.g_00754
OG0001219	Syak.g_00551	Prbb.g_00960
OG0001220	Syak.g_00580	Prbb.g_00837
OG0001221	Syak.g_00390	Prbb.g_00944
OG0001222	Syak.g_00517	Prbb.g_00893
OG0001223	Syak.g_00472	Prbb.g_01008
OG0001224	Syak.g_00739	Prbb.g_01066
OG0001227	Syak.g_00963	Prbb.g_01090
OG0001228	Syak.g_00619	Prbb.g_01465
OG0001229	Syak.g_00711	Prbb.g_01201
OG0001230	Syak.g_01030	Prbb.g_01678
OG0001231	Syak.g_01777	Prbb.g_00758
OG0001232	Syak.g_02385	Prbb.g_01844
OG0001233	Syak.g_02359	Prbb.g_01864
OG0001234	Syak.g_01374	Prbb.g_01938
OG0001235	Syak.g_01362	Prbb.g_01942
OG0001236	Syak.g_01568	Prbb.g_02038
OG0001237	Syak.g_01573	Prbb.g_02042
OG0001238	Syak.g_01926	Prbb.g_02135
OG0001239	Syak.g_02252	Prbb.g_00126
OG0001240	Syak.g_02206	Prbb.g_00148
OG0001241	Syak.g_02197	Prbb.g_00157
OG0001242	Syak.g_02168	Prbb.g_00176
OG0001243	Syak.g_02160	Prbb.g_00183
OG0001244	Syak.g_02132	Prbb.g_00199
OG0001245	Syak.g_00248	Prbb.g_01288
OG0001246	Syak.g_02604	Prbb.g_00508
OG0001247	Syak.g_00618	Prbb.g_00689
OG0001248	Syak.g_00147	Prbb.g_00691
OG0001249	Syak.g_01251	Prbb.g_00389
OG0001251	Syak.g_01875	Prbb.g_01913
OG0001252	Syak.g_00754	Prbb.g_01061
OG0001253	Syak.g_00250	Prbb.g_01783
OG0001254	Syak.g_00272	Prbb.g_01889
OG0001255	Syak.g_00066	Prbb.g_01534
OG0001256	Syak.g_02430	Prbb.g_01774
OG0001257	Syak.g_02502	Prbb.g_01779
OG0001258	Syak.g_02420	Prbb.g_01820
OG0001259	Syak.g_02361	Prbb.g_01862
OG0001260	Syak.g_02332	Prbb.g_01879
OG0001261	Syak.g_01315	Prbb.g_01992
OG0001262	Syak.g_01734	Prbb.g_02117
OG0001263	Syak.g_02157	Prbb.g_00186
OG0001269	Syak.g_02323	Prbb.g_00836
OG0001273	Syak.g_00030	Prbb.g_00632
OG0001277	Syak.g_01829	Prbb.g_02163
OG0001279	Syak.g_00105	Prbb.g_01196
OG0001280	Syak.g_00933	Prbb.g_01585
OG0001281	Syak.g_00944	Prbb.g_01591
OG0001282	Syak.g_02564	Prbb.g_01640
OG0001283	Syak.g_01818	Prbb.g_02171
OG0001284	Syak.g_02446	Prbb.g_01759
OG0001285	Syak.g_02381	Prbb.g_01847
OG0001286	Syak.g_01301	Prbb.g_02005
OG0001287	Syak.g_01652	Prbb.g_02063
OG0001288	Syak.g_01686	Prbb.g_02074
OG0001289	Syak.g_02222	Prbb.g_00142
OG0001290	Syak.g_02198	Prbb.g_00156
OG0001294	Syak.g_00355	Prbb.g_01628, Prbb.g_01553
OG0001295	Syak.g_00740	Prbb.g_01542
OG0001296	Syak.g_02610	Prbb.g_00513
OG0001297	Syak.g_02614	Prbb.g_00518
OG0001299	Syak.g_00349	Prbb.g_00669
OG0001300	Syak.g_00706	Prbb.g_00701
OG0001301	Syak.g_00721	Prbb.g_00703
OG0001302	Syak.g_00068	Prbb.g_00958
OG0001303	Syak.g_00548	Prbb.g_01388
OG0001304	Syak.g_00664	Prbb.g_01052
OG0001305	Syak.g_00728	Prbb.g_00888
OG0001306	Syak.g_00915	Prbb.g_01532
OG0001307	Syak.g_00344	Prbb.g_01609
OG0001308	Syak.g_01054	Prbb.g_01696
OG0001309	Syak.g_02620	Prbb.g_00522
OG0001311	Syak.g_00651	Prbb.g_01044
OG0001312	Syak.g_00537	Prbb.g_00969
OG0001315	Syak.g_01284	Prbb.g_02023
OG0001316	Syak.g_02140	Prbb.g_00197
OG0001317	Syak.g_02302	Prbb.g_00291
OG0001318	Syak.g_01424	Prbb.g_00312
OG0001321	Syak.g_01172	Prbb.g_00456
OG0001322	Syak.g_01171	Prbb.g_00457
OG0001324	Syak.g_00707	Prbb.g_00702
OG0001325	Syak.g_00800	Prbb.g_00718
OG0001326	Syak.g_01870	Prbb.g_01905
OG0001327	Syak.g_00362	Prbb.g_00921
OG0001328	Syak.g_00383	Prbb.g_00940
OG0001329	Syak.g_00280	Prbb.g_01782
OG0001330	Syak.g_00925	Prbb.g_01579
OG0001331	Syak.g_02559	Prbb.g_01645
OG0001332	Syak.g_02485	Prbb.g_01731
OG0001334	Syak.g_01274	Prbb.g_02028
OG0001335	Syak.g_01273	Prbb.g_02029
OG0001336	Syak.g_01817	Prbb.g_02172
OG0001337	Syak.g_01262	Prbb.g_00383
OG0001340	Syak.g_01261	Prbb.g_00384
OG0001343	Syak.g_01877	Prbb.g_00912
OG0001344	Syak.g_00893	Prbb.g_01512
OG0001345	Syak.g_00856	Prbb.g_01496
OG0001346	Syak.g_00937	Prbb.g_01587
OG0001347	Syak.g_01885, Syak.g_01622	Prbb.g_02088
OG0001348	Syak.g_00774	Prbb.g_01125
OG0001350	Syak.g_02306	Prbb.g_00294
OG0001351	Syak.g_01164	Prbb.g_00459
OG0001352	Syak.g_00764	Prbb.g_00685
OG0001354	Syak.g_00485	Prbb.g_01001
OG0001355	Syak.g_00144	Prbb.g_01781
OG0001356	Syak.g_00773	Prbb.g_01164
OG0001357	Syak.g_00092	Prbb.g_01814
OG0001358	Syak.g_00007	Prbb.g_00621
OG0001359	Syak.g_01878	Prbb.g_00913
OG0001360	Syak.g_00854	Prbb.g_01494
OG0001365	Syak.g_01937	Prbb.g_02128
OG0001368	Syak.g_01403	Prbb.g_01213, Prbb.g_01193
OG0001369	Syak.g_02207	Prbb.g_00147
OG0001371	Syak.g_02231	Prbb.g_00684
OG0001373	Syak.g_01871	Prbb.g_01904
OG0001374	Syak.g_01863	Prbb.g_01912
OG0001375	Syak.g_01876	Prbb.g_00911
OG0001376	Syak.g_01916	Prbb.g_00899
OG0001377	Syak.g_01917	Prbb.g_00900
OG0001378	Syak.g_01196	Prbb.g_00439
OG0001380	Syak.g_00237	Prbb.g_01541
OG0001385	Syak.g_01874	Prbb.g_01901
OG0001386	Syak.g_01873	Prbb.g_01902
OG0001387	Syak.g_01872	Prbb.g_01903
OG0001388	Syak.g_01869	Prbb.g_01906
OG0001389	Syak.g_01868	Prbb.g_01907
OG0001390	Syak.g_01867	Prbb.g_01908
OG0001391	Syak.g_01866	Prbb.g_01909
OG0001392	Syak.g_01865	Prbb.g_01910
OG0001393	Syak.g_01864	Prbb.g_01911
OG0001394	Syak.g_00399	Prbb.g_00948
OG0001395	Syak.g_00789	Prbb.g_01055
OG0001396	Syak.g_01623	Prbb.g_02089
OG0001398	Syak.g_00571	Prbb.g_00732
OG0001401	Syak.g_00608	Prbb.g_00820
OG0001402	Syak.g_00012	Prbb.g_00625
OG0001405	Syak.g_01271	Prbb.g_00377
OG0001406	Syak.g_01915	Prbb.g_00898
OG0001408	Syak.g_00087	Prbb.g_00097
OG0001409	Syak.g_00878	Prbb.g_01508
OG0001410	Syak.g_00343	Prbb.g_01610
OG0001412	Syak.g_01886	Prbb.g_02086
OG0001413	Syak.g_00103	Prbb.g_00759
OG0001417	Syak.g_00486	Prbb.g_01552
OG0001420	Syak.g_00997, Syak.g_02635	Prbb.g_01183
OG0001422	Syak.g_00928	Prbb.g_01086
OG0001425	Syak.g_01922	Prbb.g_02138
OG0001429	Syak.g_00547	Prbb.g_00961
OG0001430	Syak.g_01949, Syak.g_00314	Prbb.g_00901
OG0001432	Syak.g_00095	Prbb.g_01033
OG0001433	Syak.g_00771	Prbb.g_01163
OG0001434	Syak.g_00404	Prbb.g_00953
OG0001435	Syak.g_00369	Prbb.g_00928
OG0001439	Syak.g_01506	Prbb.g_00358
OG0001442	Syak.g_00415	Prbb.g_01667
OG0001443	Syak.g_01909	Prbb.g_01896
OG0001447	Syak.g_02159	Prbb.g_00184
OG0001453	Syak.g_00465	Prbb.g_01011
OG0001454	Syak.g_00249	Prbb.g_01280
OG0001456	Syak.g_01855	Prbb.g_01559
OG0001457	Syak.g_01854	Prbb.g_01558
OG0001458	Syak.g_01853	Prbb.g_01557
OG0001460	Syak.g_00770	Prbb.g_01162
OG0001461	Syak.g_00276	Prbb.g_01437
OG0001464	Syak.g_01260	Prbb.g_00739
OG0001467	Syak.g_01022	Prbb.g_00115
OG0001470	Syak.g_01592	Prbb.g_00853
OG0001471	Syak.g_01501	Prbb.g_01554
OG0001473	Syak.g_00102	Prbb.g_01623
OG0001474	Syak.g_01239	Prbb.g_00399
OG0001475	Syak.g_01594	Prbb.g_00855
OG0001476	Syak.g_00882	Prbb.g_01509
OG0001477	Syak.g_00718	Prbb.g_01415
OG0001480	Syak.g_00084	Prbb.g_01215
OG0001482	Syak.g_00476	Prbb.g_01089
OG0001486	Syak.g_00900	Prbb.g_01519
OG0001488	Syak.g_00872	Prbb.g_01503
OG0001489	Syak.g_01291	Prbb.g_02016
OG0001495	Syak.g_01357	Prbb.g_01944
OG0001496	Syak.g_00715	Prbb.g_01413
OG0001497	Syak.g_00717	Prbb.g_01414
OG0001498	Syak.g_01214	Prbb.g_00417
OG0001508	Syak.g_01591	Prbb.g_02096
OG0001509	Syak.g_01706	Prbb.g_02090
OG0001510	Syak.g_01662	Prbb.g_02067
OG0001511	Syak.g_02183	Prbb.g_00167
OG0001512	Syak.g_02308	Prbb.g_01801
OG0001514	Syak.g_00714	Prbb.g_01412
OG0001515	Syak.g_00701	Prbb.g_00699
OG0001516	Syak.g_00346	Prbb.g_00666
OG0001517	Syak.g_01245	Prbb.g_00395
OG0001518	Syak.g_01924	Prbb.g_02137
OG0001519	Syak.g_01907	Prbb.g_02142
OG0001528	Syak.g_01593	Prbb.g_00854
OG0001529	Syak.g_01743	Prbb.g_00056
OG0001530	Syak.g_02185	Prbb.g_00166
OG0001531	Syak.g_02309	Prbb.g_00296
OG0001532	Syak.g_00838	Prbb.g_01485
OG0001534	Syak.g_00665	Prbb.g_01053
OG0001535	Syak.g_00646	Prbb.g_01041
OG0001536	Syak.g_00508	Prbb.g_00987
OG0001537	Syak.g_00392	Prbb.g_00945
OG0001538	Syak.g_00439	Prbb.g_00788
OG0001539	Syak.g_00364	Prbb.g_00923
OG0001540	Syak.g_02155	Prbb.g_00188
OG0001541	Syak.g_02089	Prbb.g_00236
OG0001542	Syak.g_02080	Prbb.g_00242
OG0001543	Syak.g_02007	Prbb.g_00896
OG0001544	Syak.g_01908	Prbb.g_02141
OG0001545	Syak.g_01830	Prbb.g_02162
OG0001549	Syak.g_00577	Prbb.g_00846
OG0001551	Syak.g_00689	Prbb.g_01898
OG0001556	Syak.g_00845	Prbb.g_01154
OG0001557	Syak.g_00400	Prbb.g_00949
OG0001559	Syak.g_02186	Prbb.g_00165
OG0001560	Syak.g_02199	Prbb.g_00155
OG0001561	Syak.g_00653	Prbb.g_01046
OG0001562	Syak.g_00639	Prbb.g_01035
OG0001563	Syak.g_01306	Prbb.g_02000
OG0001564	Syak.g_01860	Prbb.g_00863
OG0001570	Syak.g_00574	Prbb.g_01331
OG0001576	Syak.g_00955	Prbb.g_01599
OG0001577	Syak.g_00903	Prbb.g_01522
OG0001578	Syak.g_00229	Prbb.g_01408
OG0001579	Syak.g_01267	Prbb.g_00381
OG0001582	Syak.g_00231	Prbb.g_01551
OG0001589	Syak.g_02356	Prbb.g_01866
OG0001591	Syak.g_00357	Prbb.g_00676
OG0001623	Syak.g_01257	Prbb.g_00385
OG0001633	Syak.g_00662	Prbb.g_01920
OG0001634	Syak.g_00352	Prbb.g_00672
OG0001642	Syak.g_00581	Prbb.g_01621
OG0001644	Syak.g_00783	Prbb.g_00728
OG0001656	Syak.g_01268	Prbb.g_00380
OG0001659	Syak.g_00842	Prbb.g_01489
OG0001673	Syak.g_02299	Prbb.g_00289
OG0001676	Syak.g_01264	Prbb.g_00382
OG0001692	Syak.g_01035	Prbb.g_01682
OG0001694	Syak.g_01461	Prbb.g_00333
OG0001695	Syak.g_01836	Prbb.g_02158
OG0001700	Syak.g_00320, Syak.g_00570	Prbb.g_01161
OG0001703	Syak.g_02567	Prbb.g_00481
OG0001713	Syak.g_00881	Prbb.g_01131
OG0001715	Syak.g_00122	Prbb.g_01219
OG0001733	Syak.g_00359	Prbb.g_01152
OG0001738	Syak.g_01523	Prbb.g_00371
OG0001739	Syak.g_01838	Prbb.g_02157
OG0001740	Syak.g_01833	Prbb.g_02161
OG0001755	Syak.g_02619	Prbb.g_00856
OG0001758	Syak.g_00292	Prbb.g_01572
OG0001769	Syak.g_00972	Prbb.g_01441
OG0001810	Syak.g_02142	Prbb.g_00709
OG0001816	Syak.g_00361	Prbb.g_00920
OG0001835	Syak.g_00142	Prbb.g_01417
OG0001875	Syak.g_00293	Prbb.g_01573
OG0001876	Syak.g_00294	Prbb.g_01574
OG0001907	Syak.g_02136	Prbb.g_00198
OG0001915	Syak.g_01803	Prbb.g_02179
OG0001917	Syak.g_00648	Prbb.g_01042
OG0001954	Syak.g_00137	Prbb.g_01209
OG0001959	Syak.g_02031	Prbb.g_00077
OG0001990	Syak.g_01832	Prbb.g_00074
OG0001991	Syak.g_00381	Prbb.g_01165
OG0002018	Syak.g_01834	Prbb.g_02160
OG0002229	Syak.g_01705	Prbb.g_02081
OG0002347	Syak.g_02378	Prbb.g_01850
OG0002380	Syak.g_00175	Prbb.g_01431
OG0002449	Syak.g_01835	Prbb.g_02159
OG0002704	Syak.g_01704	Prbb.g_02080
OG0004275	Syak.g_01956	Prbb.g_01661
