Orthogroup	Syak	Pray
OG0001181	Syak.g_01296	Pray.g_01316
OG0001182	Syak.g_01287	Pray.g_01323
OG0001183	Syak.g_01282	Pray.g_01328
OG0001184	Syak.g_01571	Pray.g_01344
OG0001185	Syak.g_01643	Pray.g_01358
OG0001186	Syak.g_01709	Pray.g_01382
OG0001187	Syak.g_01712	Pray.g_01386
OG0001188	Syak.g_01714	Pray.g_01389
OG0001189	Syak.g_01736	Pray.g_01406
OG0001190	Syak.g_01942	Pray.g_01410
OG0001191	Syak.g_01928	Pray.g_01420
OG0001192	Syak.g_01921	Pray.g_01425
OG0001193	Syak.g_01888	Pray.g_01435
OG0001194	Syak.g_01882	Pray.g_01436
OG0001195	Syak.g_01881	Pray.g_01437
OG0001196	Syak.g_01811	Pray.g_01450
OG0001197	Syak.g_01809	Pray.g_01451
OG0001198	Syak.g_01798	Pray.g_01458
OG0001199	Syak.g_02249	Pray.g_00215
OG0001200	Syak.g_02247	Pray.g_00213
OG0001201	Syak.g_02191	Pray.g_00181
OG0001202	Syak.g_02061	Pray.g_00680
OG0001203	Syak.g_02307	Pray.g_00719
OG0001204	Syak.g_01404	Pray.g_00724
OG0001205	Syak.g_01181	Pray.g_00935
OG0001206	Syak.g_01148	Pray.g_00952
OG0001207	Syak.g_02566	Pray.g_00967
OG0001208	Syak.g_02576	Pray.g_00972
OG0001209	Syak.g_02643	Pray.g_01226
OG0001210	Syak.g_02654	Pray.g_01221
OG0001211	Syak.g_02669	Pray.g_01211
OG0001212	Syak.g_02728	Pray.g_01167
OG0001213	Syak.g_00025	Pray.g_01134
OG0001214	Syak.g_00037	Pray.g_01126
OG0001215	Syak.g_00697	Pray.g_01073
OG0001216	Syak.g_00805	Pray.g_01038
OG0001217	Syak.g_00138	Pray.g_00293
OG0001218	Syak.g_01093	Pray.g_00300
OG0001219	Syak.g_00551	Pray.g_00337
OG0001220	Syak.g_00580	Pray.g_00400
OG0001221	Syak.g_00390	Pray.g_00463
OG0001222	Syak.g_00517	Pray.g_00503
OG0001223	Syak.g_00472	Pray.g_00529
OG0001224	Syak.g_00739	Pray.g_00580
OG0001226	Syak.g_02239	Pray.g_00608
OG0001227	Syak.g_00963	Pray.g_00626
OG0001228	Syak.g_00619	Pray.g_00018
OG0001229	Syak.g_00711	Pray.g_01831
OG0001230	Syak.g_01030	Pray.g_01730
OG0001231	Syak.g_01777	Pray.g_01625
OG0001232	Syak.g_02385	Pray.g_01536
OG0001233	Syak.g_02359	Pray.g_01516
OG0001234	Syak.g_01374	Pray.g_01249
OG0001235	Syak.g_01362	Pray.g_01259
OG0001236	Syak.g_01568	Pray.g_01341
OG0001237	Syak.g_01573	Pray.g_01345
OG0001238	Syak.g_01926	Pray.g_01421
OG0001239	Syak.g_02252	Pray.g_00218
OG0001240	Syak.g_02206	Pray.g_00196
OG0001241	Syak.g_02197	Pray.g_00188
OG0001242	Syak.g_02168	Pray.g_00170
OG0001243	Syak.g_02160	Pray.g_00164
OG0001244	Syak.g_02132	Pray.g_00148
OG0001245	Syak.g_00248	Pray.g_00858
OG0001246	Syak.g_02604	Pray.g_00995
OG0001247	Syak.g_00618	Pray.g_01080
OG0001248	Syak.g_00147	Pray.g_01078
OG0001249	Syak.g_01251	Pray.g_00326
OG0001250	Syak.g_00602	Pray.g_00389
OG0001251	Syak.g_01875	Pray.g_00437
OG0001252	Syak.g_00754	Pray.g_00575
OG0001253	Syak.g_00250	Pray.g_00627
OG0001254	Syak.g_00272	Pray.g_00095
OG0001255	Syak.g_00066	Pray.g_00080
OG0001256	Syak.g_02430	Pray.g_01632
OG0001257	Syak.g_02502	Pray.g_01626
OG0001258	Syak.g_02420	Pray.g_01562
OG0001259	Syak.g_02361	Pray.g_01518
OG0001260	Syak.g_02332	Pray.g_01502
OG0001261	Syak.g_01315	Pray.g_01298
OG0001262	Syak.g_01734	Pray.g_01404
OG0001263	Syak.g_02157	Pray.g_00161
OG0001265	Syak.g_02170	Pray.g_00171
OG0001266	Syak.g_02057	Pray.g_00684
OG0001267	Syak.g_01459	Pray.g_00759
OG0001268	Syak.g_01240	Pray.g_00817
OG0001269	Syak.g_02323	Pray.g_00837
OG0001270	Syak.g_01194	Pray.g_00924
OG0001271	Syak.g_01121	Pray.g_00962
OG0001272	Syak.g_02580	Pray.g_00976
OG0001273	Syak.g_00030	Pray.g_01132
OG0001274	Syak.g_01988	Pray.g_01060
OG0001275	Syak.g_00633	Pray.g_00539
OG0001276	Syak.g_00649	Pray.g_00559
OG0001277	Syak.g_01829	Pray.g_00616
OG0001278	Syak.g_00671	Pray.g_00013
OG0001279	Syak.g_00105	Pray.g_01926
OG0001280	Syak.g_00933	Pray.g_01871
OG0001281	Syak.g_00944	Pray.g_01865
OG0001282	Syak.g_02564	Pray.g_01828
OG0001283	Syak.g_01818	Pray.g_01809
OG0001284	Syak.g_02446	Pray.g_01652
OG0001285	Syak.g_02381	Pray.g_01533
OG0001286	Syak.g_01301	Pray.g_01310
OG0001287	Syak.g_01652	Pray.g_01366
OG0001288	Syak.g_01686	Pray.g_01375
OG0001289	Syak.g_02222	Pray.g_00202
OG0001290	Syak.g_02198	Pray.g_00189
OG0001291	Syak.g_02147	Pray.g_00154
OG0001292	Syak.g_01410	Pray.g_00729
OG0001293	Syak.g_01432	Pray.g_00741
OG0001294	Syak.g_00355	Pray.g_00856
OG0001295	Syak.g_00740	Pray.g_00957
OG0001296	Syak.g_02610	Pray.g_01000
OG0001297	Syak.g_02614	Pray.g_01005
OG0001298	Syak.g_02703	Pray.g_01185
OG0001299	Syak.g_00349	Pray.g_01097
OG0001300	Syak.g_00706	Pray.g_01070
OG0001301	Syak.g_00721	Pray.g_01067
OG0001302	Syak.g_00068	Pray.g_00335
OG0001303	Syak.g_00548	Pray.g_00543
OG0001304	Syak.g_00664	Pray.g_00569
OG0001305	Syak.g_00728	Pray.g_00588
OG0001306	Syak.g_00915	Pray.g_00078
OG0001307	Syak.g_00344	Pray.g_01846
OG0001308	Syak.g_01054	Pray.g_01712
OG0001309	Syak.g_02620	Pray.g_01628
OG0001311	Syak.g_00651	Pray.g_00561
OG0001312	Syak.g_00537	Pray.g_00492
OG0001314	Syak.g_00124	Pray.g_00285
OG0001315	Syak.g_01284	Pray.g_00227
OG0001316	Syak.g_02140	Pray.g_00149
OG0001317	Syak.g_02302	Pray.g_00715
OG0001318	Syak.g_01424	Pray.g_00737
OG0001319	Syak.g_01448	Pray.g_00752
OG0001321	Syak.g_01172	Pray.g_00941
OG0001322	Syak.g_01171	Pray.g_00942
OG0001323	Syak.g_02623	Pray.g_01010
OG0001324	Syak.g_00707	Pray.g_01069
OG0001325	Syak.g_00800	Pray.g_01035
OG0001326	Syak.g_01870	Pray.g_00425
OG0001327	Syak.g_00362	Pray.g_00600
OG0001328	Syak.g_00383	Pray.g_00625
OG0001329	Syak.g_00280	Pray.g_00104
OG0001330	Syak.g_00925	Pray.g_01896
OG0001331	Syak.g_02559	Pray.g_01823
OG0001332	Syak.g_02485	Pray.g_01679
OG0001333	Syak.g_02365	Pray.g_01522
OG0001334	Syak.g_01274	Pray.g_01331
OG0001335	Syak.g_01273	Pray.g_01332
OG0001336	Syak.g_01817	Pray.g_01447
OG0001340	Syak.g_01261	Pray.g_00806
OG0001343	Syak.g_01877	Pray.g_00434
OG0001344	Syak.g_00893	Pray.g_00059
OG0001345	Syak.g_00856	Pray.g_00044
OG0001346	Syak.g_00937	Pray.g_01869
OG0001350	Syak.g_02306	Pray.g_00718
OG0001351	Syak.g_01164	Pray.g_00944
OG0001352	Syak.g_00764	Pray.g_01083
OG0001353	Syak.g_00612	Pray.g_00380
OG0001354	Syak.g_00485	Pray.g_00521
OG0001355	Syak.g_00144	Pray.g_01596
OG0001356	Syak.g_00773	Pray.g_00312
OG0001358	Syak.g_00007	Pray.g_01143
OG0001359	Syak.g_01878	Pray.g_00435
OG0001360	Syak.g_00854	Pray.g_00628
OG0001361	Syak.g_00859	Pray.g_00047
OG0001364	Syak.g_01552	Pray.g_01334
OG0001365	Syak.g_01937	Pray.g_01414
OG0001369	Syak.g_02207	Pray.g_00197
OG0001371	Syak.g_02231	Pray.g_01084
OG0001373	Syak.g_01871	Pray.g_00424
OG0001374	Syak.g_01863	Pray.g_00432
OG0001375	Syak.g_01876	Pray.g_00433
OG0001376	Syak.g_01916	Pray.g_00594
OG0001377	Syak.g_01917	Pray.g_00595
OG0001378	Syak.g_01196	Pray.g_00133
OG0001379	Syak.g_00927	Pray.g_01876
OG0001380	Syak.g_00237	Pray.g_01841
OG0001382	Syak.g_01169	Pray.g_01611
OG0001385	Syak.g_01874	Pray.g_00421
OG0001386	Syak.g_01873	Pray.g_00422
OG0001387	Syak.g_01872	Pray.g_00423
OG0001388	Syak.g_01869	Pray.g_00426
OG0001389	Syak.g_01868	Pray.g_00427
OG0001390	Syak.g_01867	Pray.g_00428
OG0001391	Syak.g_01866	Pray.g_00429
OG0001392	Syak.g_01865	Pray.g_00430
OG0001393	Syak.g_01864	Pray.g_00431
OG0001395	Syak.g_00789	Pray.g_00571
OG0001398	Syak.g_00571	Pray.g_01599
OG0001399	Syak.g_01977, Syak.g_01103	Pray.g_01251
OG0001402	Syak.g_00012	Pray.g_00307
OG0001405	Syak.g_01271	Pray.g_00804
OG0001406	Syak.g_01915	Pray.g_00593
OG0001408	Syak.g_00087	Pray.g_00611
OG0001409	Syak.g_00878	Pray.g_00056
OG0001410	Syak.g_00343	Pray.g_01845
OG0001411	Syak.g_01581	Pray.g_01784
OG0001413	Syak.g_00103	Pray.g_01637
OG0001416	Syak.g_00941	Pray.g_00949
OG0001417	Syak.g_00486	Pray.g_00959
OG0001420	Syak.g_00997, Syak.g_02635	Pray.g_00124
OG0001422	Syak.g_00928	Pray.g_01606
OG0001425	Syak.g_01922	Pray.g_01424
OG0001429	Syak.g_00547	Pray.g_00338
OG0001430	Syak.g_01949, Syak.g_00314	Pray.g_01901
OG0001432	Syak.g_00095	Pray.g_01639
OG0001433	Syak.g_00771	Pray.g_00311
OG0001434	Syak.g_00404	Pray.g_00472
OG0001439	Syak.g_01506	Pray.g_00785
OG0001442	Syak.g_00415	Pray.g_00283
OG0001447	Syak.g_02159	Pray.g_00163
OG0001448	Syak.g_00121	Pray.g_00844
OG0001449	Syak.g_01401	Pray.g_00880
OG0001452	Syak.g_01419	Pray.g_00439
OG0001453	Syak.g_00465	Pray.g_00533
OG0001454	Syak.g_00249	Pray.g_00621
OG0001456	Syak.g_01855	Pray.g_00087
OG0001457	Syak.g_01854	Pray.g_00086
OG0001458	Syak.g_01853	Pray.g_00085
OG0001459	Syak.g_00311	Pray.g_01912
OG0001460	Syak.g_00770	Pray.g_00310
OG0001462	Syak.g_01750	Pray.g_01496
OG0001464	Syak.g_01260	Pray.g_00807
OG0001465	Syak.g_00775	Pray.g_01061
OG0001467	Syak.g_01022	Pray.g_00327
OG0001471	Syak.g_01501	Pray.g_01636
OG0001473	Syak.g_00102	Pray.g_01383
OG0001474	Syak.g_01239	Pray.g_00818
OG0001475	Syak.g_01594	Pray.g_01795
OG0001479	Syak.g_01242	Pray.g_00815
OG0001480	Syak.g_00084	Pray.g_00846
OG0001482	Syak.g_00476	Pray.g_00947
OG0001486	Syak.g_00900	Pray.g_00066
OG0001492	Syak.g_00668	Pray.g_00016
OG0001493	Syak.g_00676	Pray.g_00008
OG0001502	Syak.g_00586	Pray.g_00318
OG0001504	Syak.g_00310	Pray.g_01911
OG0001508	Syak.g_01591	Pray.g_01807
OG0001520	Syak.g_02689	Pray.g_00872
OG0001525	Syak.g_00091	Pray.g_01620
OG0001546	Syak.g_02627	Pray.g_01015
OG0001547	Syak.g_00564	Pray.g_00320
OG0001549	Syak.g_00577	Pray.g_00407
OG0001551	Syak.g_00689	Pray.g_00088
OG0001553	Syak.g_01037	Pray.g_01725
OG0001554	Syak.g_01945	Pray.g_01630
OG0001557	Syak.g_00400	Pray.g_00468
OG0001564	Syak.g_01860	Pray.g_01767
OG0001565	Syak.g_00083	Pray.g_00909
OG0001567	Syak.g_00565	Pray.g_00319
OG0001568	Syak.g_00562	Pray.g_00321
OG0001570	Syak.g_00574	Pray.g_00121
OG0001582	Syak.g_00231	Pray.g_00958
OG0001602	Syak.g_00776	Pray.g_01062
OG0001633	Syak.g_00662	Pray.g_01832
OG0001635	Syak.g_01690	Pray.g_01577
OG0001666	Syak.g_00212	Pray.g_01913
OG0001712	Syak.g_00225	Pray.g_00901
OG0001726	Syak.g_00572	Pray.g_00898
OG0001745	Syak.g_00281	Pray.g_01640
OG0002029	Syak.g_01128	Pray.g_01914
OG0002112	Syak.g_01488	Pray.g_00892
OG0002157	Syak.g_01489	Pray.g_00893
OG0002158	Syak.g_01487	Pray.g_00891
OG0002349	Syak.g_02357	Pray.g_01514
OG0002565	Syak.g_02272	Pray.g_01943
